Pre
[5.6580167]
[5.7182937]
[5.785117]
[5.7102947]
[5.6442227]
[5.4555726]
[5.467253]
[5.671362]
[6.082709]
[6.386634]
[6.254959]
[6.336022]
[6.017834]
[5.933347]
[5.940454]
[5.849908]
[5.6310053]
[5.5910764]
[5.5168905]
[5.4353256]
[5.730267]
[6.167675]
[6.4037967]
[6.689794]
[6.072166]
[5.9677415]
[5.7998567]
[5.782061]
[5.5929036]
[5.544696]
[5.3647304]
[5.337002]
[5.2909765]
[5.568622]
[5.6035104]
[5.4708915]
[5.3212514]
[5.5583057]
[5.860544]
[6.0581865]
[6.70871]
[7.912292]
[9.658673]
[9.530659]
[9.095496]
[8.66431]
[8.253332]
[7.669131]
[7.7601542]
[7.8583965]
[9.112384]
[12.174399]
[14.270971]
[14.00514]
[14.275631]
[15.260846]
[16.027637]
[19.446295]
[19.815409]
[18.980448]
[18.078436]
[16.976313]
[16.873957]
[17.181643]
[16.20802]
[15.344925]
[14.043596]
[12.562967]
[11.345949]
[10.269843]
[9.705334]
[9.558358]
[9.254028]
[12.433569]
[12.5594635]
[11.255484]
[10.349063]
[10.247839]
[10.628307]
[10.051329]
[9.1730175]
[8.607633]
[8.155138]
[8.1736765]
[9.5813875]
[10.75354]
[10.135574]
[9.591532]
[9.5256195]
[9.439959]
[9.446987]
[10.444131]
[10.62429]
[9.9211855]
[12.943248]
[20.7727]
[23.999205]
[22.408163]
[20.66642]
[19.192535]
[17.466768]
[18.52988]
[23.282604]
[23.821281]
[22.761717]
[20.751223]
[19.38436]
[20.341513]
[19.641832]
[19.84057]
[26.779922]
[38.57253]
[50.57141]
[48.134842]
[44.055702]
[40.85097]
[40.654354]
[38.135612]
[33.914783]
[31.807114]
[29.065174]
[27.88613]
[25.749706]
[28.389345]
[28.515255]
[25.979925]
[23.034075]
[20.734076]
[18.21214]
[16.58933]
[16.161205]
[14.455884]
[16.611376]
[16.172918]
[16.534859]
[14.411889]
[13.849937]
[12.254313]
[11.805662]
[11.062456]
[19.568998]
[26.301805]
[26.485073]
[24.14572]
[21.543066]
[19.464909]
[19.341986]
[21.348494]
[20.33097]
[19.634905]
[20.026852]
[21.799017]
[21.521936]
[21.924814]
[20.420862]
[25.187914]
[28.361515]
[33.26364]
[38.46647]
[36.91768]
[35.956528]
[33.076572]
[39.187374]
[48.145355]
[45.245705]
[43.15172]
[38.795303]
[34.188927]
[32.98312]
[31.228659]
[25.62887]
[23.127064]
[20.309881]
[20.578062]
[25.393541]
[24.538261]
[22.848833]
[24.197802]
[22.705862]
[20.16099]
[19.231829]
[22.723547]
[28.231886]
[27.556868]
[33.0054]
[34.565582]
[31.083525]
[37.147053]
[34.08796]
[33.39514]
[32.742878]
[29.884993]
[29.075918]
[27.600945]
[27.770443]
[29.09709]
[26.902447]
[25.578926]
[25.625952]
[30.630136]
[34.43153]
[35.00013]
[35.094894]
[36.91137]
[33.208908]
[33.467197]
[30.853624]
[26.60399]
[24.012688]
[21.717758]
[19.249989]
[17.534212]
[15.64357]
[14.379658]
[14.132769]
[14.155779]
[16.599714]
[20.055609]
[16.039152]
[17.563408]
[14.856726]
[14.708855]
[17.795277]
[21.179445]
[25.304663]
[25.612768]
[22.393934]
[21.580545]
[23.93154]
[27.904947]
[27.855406]
[32.41681]
[26.445248]
[22.834082]
[22.135164]
[22.317636]
[23.684568]
[31.914404]
[45.974075]
[58.668404]
[75.29567]
[106.87845]
[119.08068]
[112.32513]
[103.897064]
[97.50603]
[94.72396]
[90.44149]
[83.56542]
[75.285866]
[68.131226]
[61.81832]
[55.11854]
[50.058212]
[46.148216]
[42.44532]
[38.122864]
[35.446053]
[33.228256]
[36.757656]
[40.668407]
[47.430016]
[43.795177]
[54.932617]
[54.26556]
[54.358063]
[54.400433]
[52.482986]
[50.54743]
[45.37083]
[41.59832]
[39.28234]
[41.38692]
[42.495403]
[49.950447]
[47.70929]
[44.687138]
[40.684746]
[36.468212]
[33.255142]
[32.5388]
[35.403767]
[37.72314]
[37.22677]
[35.80889]
[34.208626]
[31.845514]
[29.3472]
[26.38831]
[25.175608]
[27.09386]
[25.87121]
[23.646055]
[22.060137]
[21.942924]
[24.896128]
[25.241688]
[24.769205]
[23.46581]
[22.352758]
[22.220266]
[20.549871]
[18.763542]
[17.038933]
[15.696795]
[15.798619]
[14.159664]
[12.493034]
[12.197864]
[13.319038]
[12.678526]
[12.162366]
[10.937235]
[10.198511]
[10.588233]
[10.843805]
[11.851181]
[12.281634]
[12.030594]
[10.605297]
[10.062755]
[10.053818]
[10.030561]
[9.816658]
[9.628594]
[9.655445]
[9.458993]
[9.144943]
[9.128403]
[9.230814]
[10.016674]
[11.386429]
[11.675074]
[14.509306]
[15.652454]
[14.9470825]
[13.774991]
[12.317669]
[11.456752]
[10.743764]
[10.050768]
[9.573264]
[9.553902]
[10.6856365]
[10.208396]
[9.171947]
[8.809411]
[8.966711]
[9.067251]
[8.761736]
[8.847819]
[8.719145]
[8.657853]
[8.395434]
[8.853221]
[10.329917]
[9.476609]
[9.159304]
[8.816556]
[8.250701]
[7.703441]
[7.8352885]
[7.9384]
[7.67953]
[7.5034137]
[7.063542]
[7.07609]
[7.3611937]
[7.194902]
[7.2267528]
[7.4917016]
[7.5063076]
[7.8713098]
[8.602086]
[7.8899255]
[7.473159]
[7.1239023]
[6.9483705]
[6.9849906]
[7.0361514]
[7.2191043]
[7.574081]
[8.8256855]
[8.045487]
[7.6692605]
[7.595668]
[7.6789694]
[7.675363]
[7.3121495]
[7.0474877]
[6.877386]
[7.2444506]
[8.265753]
[9.9709635]
[12.929147]
[15.158581]
[14.290474]
[12.478092]
[10.883994]
[9.738447]
[9.326574]
[10.267995]
[9.655525]
[10.061055]
[11.236107]
[13.443155]
[17.672361]
[21.93117]
[24.766804]
[26.332573]
[27.37271]
[26.782484]
[27.771349]
[25.455519]
[22.872076]
[21.744616]
[20.64905]
[19.672287]
[19.245779]
[20.178747]
[18.986368]
[17.438135]
[15.939113]
[14.82497]
[13.7463255]
[13.274927]
[15.262022]
[15.228302]
[14.113691]
[12.603739]
[11.7506075]
[11.67897]
[11.859201]
[11.783169]
[11.632929]
[14.036943]
[14.142244]
[14.594588]
[14.261873]
[14.610052]
[14.646086]
[15.47307]
[16.250532]
[17.230844]
[18.489122]
[18.896353]
[18.236603]
[16.808681]
[16.70351]
[16.300316]
[15.834771]
[15.40765]
[14.798408]
[13.83519]
[12.753777]
[11.637315]
[11.313095]
[10.567741]
[10.714676]
[12.844955]
[14.11639]
[13.581717]
[12.977908]
[11.828779]
[10.96223]
[10.553447]
[9.906298]
[9.241247]
[8.883747]
[8.382121]
[8.216178]
[8.1284485]
[8.144635]
[8.006325]
[7.9498744]
[8.150517]
[8.074021]
[9.964153]
[19.45505]
[30.840834]
[35.93603]
[33.81591]
[30.65853]
[27.430838]
[25.990957]
[23.902515]
[22.199379]
[21.027632]
[19.118074]
[17.420996]
[16.888962]
[17.161573]
[16.444632]
[16.12029]
[14.764223]
[15.915655]
[16.167736]
[15.863698]
[14.434578]
[12.69713]
[11.705734]
[11.317196]
[10.597389]
[10.33577]
[9.662204]
[8.741069]
[8.81305]
[8.422063]
[9.703132]
[11.0164175]
[12.830204]
[14.097859]
[15.151682]
[15.393893]
[14.215742]
[13.016794]
[12.803766]
[25.806856]
[44.59259]
[51.032425]
[46.945065]
[43.478817]
[38.456345]
[36.82542]
[34.74358]
[30.475618]
[27.480211]
[28.154161]
[31.684614]
[29.987326]
[27.9313]
[23.879696]
[20.923742]
[21.78554]
[17.04162]
[16.5771]
[15.083603]
[13.550484]
[12.264887]
[11.067236]
[10.096895]
[9.939531]
[13.645849]
[17.879469]
[16.250221]
[17.361273]
[19.150846]
[17.894476]
[19.786707]
[15.565414]
[16.7207]
[15.015973]
[16.916]
[18.193144]
[17.119112]
[45.79978]
[74.04098]
[71.542725]
[63.69198]
[56.93358]
[53.557213]
[50.86841]
[47.490986]
[43.039062]
[45.476875]
[54.627296]
[58.390522]
[60.16933]
[54.963013]
[59.967155]
[67.131165]
[61.52491]
[54.411907]
[50.41156]
[57.199142]
[61.64868]
[74.56608]
[182.07103]
[332.69882]
[354.87433]
[321.51297]
[283.36386]
[255.4537]
[235.9324]
[213.8751]
[196.12102]
[174.00467]
[169.39644]
[154.85098]
[139.56956]
[127.883896]
[119.77385]
[116.50003]
[106.680855]
[94.570465]
[88.43764]
[76.099365]
[69.8902]
[64.46599]
[60.12118]
[55.33638]
[50.36019]
[48.425163]
[46.731384]
[40.66266]
[37.31207]
[35.526134]
[35.346962]
[31.902689]
[29.812265]
[28.82305]
[25.34293]
[24.003492]
[25.922047]
[27.329111]
[25.727636]
[31.196653]
[29.394938]
[27.574865]
[28.09693]
[28.04296]
[29.702835]
[25.476309]
[25.192572]
[28.017618]
[35.61663]
[44.011784]
[48.621635]
[44.876114]
[43.505325]
[47.115875]
[44.07408]
[42.369297]
[42.633656]
[46.787235]
[49.638206]
[55.06774]
[59.679882]
[66.08105]
[67.584625]
[62.335342]
