asst,lhnf,sst,Evap,Tran,gp,at,tmax,tmin,dpt,FzSf,CbSf,TjzSf,LySf,GySf,runoff
290.575134,-15.3596735,290.575134,-0.00000623,0.000000012,950.47,17.73,18.39,17.25,15.81,36.242188,108.50781,133.05469,594.1719,833.9844,1946.8203
293.521454,70.8788986,293.521454,0.0000287,0.0000142,944.5,19.97,23.34,16.39,15.1,24,62.46875,73.21875,399.5,583.375,1533.7188
294.163818,103.194397,294.163818,0.0000418,0.0000212,943.48,21.09,25.82,15.41,15.09,21.375,55.46875,65.125,361.875,543.21875,1516.2812
293.186432,96.1479263,293.186432,0.000039,0.0000186,939.7,20.17,23.91,14.87,14.4,19.0625,49.3125,58.0625,324.09375,497.28125,1448.4688
295.794098,116.719894,295.794098,0.0000473,0.0000265,939.24,23.12,27.76,18.92,16.4,17,44.03125,52.0625,290.15625,450.6875,1350.4375
295.794159,70.1089096,295.794159,0.0000284,0.0000147,941.84,22.08,26.42,18.43,18.81,15.125,39.34375,46.8125,262.1875,407.65625,1246.5
297.045135,120.462273,297.045135,0.0000488,0.0000281,940.81,23.93,29.25,18.73,18.54,13.5,35.625,42.5,237.15625,369.5625,1152.1875
298.601379,136.83905,298.601379,0.0000555,0.0000337,939.13,25.05,30.46,18.76,19.64,12.0625,32.46875,38.9375,214.84375,335.71875,1073.375
299.218323,152.979156,299.218323,0.000062,0.0000366,935.92,26.91,31.11,23.03,19.17,10.8125,29.59375,35.65625,195.5,305.5,1000.90625
294.769653,97.0795441,294.769653,0.0000394,0.0000158,937.33,23.12,28.36,17.84,15.96,9.96875,28.125,33.875,180.53125,280.875,931.8125
297.710083,142.442078,297.710083,0.0000578,0.0000355,938.5,24.38,30.16,19.43,16.34,9.1875,26.5625,32.34375,178.65625,261.78125,884.8125
296.454224,102.032188,296.454224,0.0000414,0.0000239,940.57,24.14,29.21,19.25,17.23,8.5,24.75,30.25,184.03125,245.84375,876.96875
297.694489,140.102234,297.694489,0.0000568,0.000035,939.71,25.01,29.75,20.41,17.62,8.125,23.625,28.75,180.75,237.59375,887.03125
295.588928,45.0737877,295.588928,0.0000183,0.00000635,937.88,22.53,25.17,18.43,18.98,7.75,22.71875,27.71875,170.96875,234.25,882.46875
296.528168,124.070023,296.528168,0.0000503,0.0000297,937.7,24.09,29.79,17.95,17.55,9.59375,29.8125,34.375,162.21875,230.53125,856.09375
297.608734,119.127197,297.608734,0.0000483,0.0000295,936.73,24.97,29.26,20.67,18.38,9.6875,30.875,38.1875,161.3125,224.1875,818.65625
297.37619,65.0936127,297.37619,0.0000264,0.0000132,935.13,24.53,29.07,21,20.38,8.71875,27.625,34.875,160.6875,222.53125,813.84375
294.42038,52.1308517,294.42038,0.0000211,0.00000651,936.57,21.82,27.04,18.04,17.63,12.65625,41.40625,47.46875,168.5,243.5625,836.4375
297.970398,143.745499,297.970398,0.0000583,0.0000334,937.97,24.42,28.72,20.04,18.87,15.28125,50.0625,60.625,226.4375,274.34375,896.78125
298.314667,91.568512,298.314667,0.0000371,0.0000191,937.13,24.56,27.38,22.41,20.92,14.6875,47.21875,58.5625,284.3125,298.6875,983.53125
295.891785,2.01530933,295.891785,0.000000817,0.0000021,935.86,22.5,23.68,21.37,20.73,15.09375,46.0625,56.0625,294.5625,356.0625,1099.5625
296.424805,7.67907953,296.424805,0.00000311,0.00000242,935.61,22.44,23.29,21.5,21.14,17.375,49.9375,60.15625,296.59375,440.625,1263.5
295.661804,79.8014679,295.661804,0.0000324,0.00000415,935.37,22.24,24.4,19.05,18.87,18,51.125,62.6875,307.90625,511.8125,1433.4688
298.785645,177.892395,298.785645,0.0000721,0.000041,935.63,26.04,31.55,20.03,19.92,20.21875,55.0625,66.28125,328.59375,544.875,1553.4375
302.293365,199.005585,302.293365,0.0000807,0.0000361,936.61,27.29,32.35,21.48,23.42,19.34375,52.21875,64.4375,341.1875,545.1875,1625.875
300.731995,119.111938,300.731995,0.0000483,0.0000291,937.67,25.96,31.27,21.37,22.55,17.28125,46.34375,57.53125,323.84375,537.15625,1657.4062
295.300751,37.3622894,295.300751,0.0000151,0.00000382,938.61,21.56,24.6,17.39,19.19,16.25,43.28125,53.28125,295.875,529.59375,1636.8438
298.627045,168.748123,298.627045,0.0000684,0.0000415,936.87,25.42,30.29,19.93,20.26,18.09375,51.28125,62.625,283.34375,519.65625,1601.1562
