asst,lhnf,sst,Evap,Tran,gp,at,tmax,tmin,dpt,FzSf,CbSf,TjzSf,LySf,GySf,runoff
281.562347,19.4252815,281.562347,0.00000788,0.000000371,945.61,8.98,12.47,5.95,4.33,5.71875,17.59375,22,110.28125,160.34375,356.625
283.601868,33.8237381,283.601868,0.0000137,0.00000168,941.21,10.8,16.11,5.21,5.67,5.71875,17.5625,22.125,110.28125,160.25,354.28125
285.521423,39.1384773,285.521423,0.0000159,0.00000187,938.54,12.42,16.58,5.45,7.07,6.21875,18.8125,22.875,111.375,159.4375,350.96875
280.237213,22.6222324,280.237213,0.00000917,3.71E-09,943.67,7.58,9.61,5.59,2.13,6.625,20.40625,24.75,117.46875,162.28125,348.34375
278.488129,35.053196,278.488129,0.0000142,0.000000132,958.04,6.03,9.4,3.56,-2.64,6.40625,20.34375,25.71875,133.96875,171.6875,351.03125
280.341583,37.0338135,280.341583,0.000015,0.000000545,957.61,6.09,9.19,3.15,0.07,6.03125,19.09375,24.40625,147.03125,180.9375,363.40625
276.809814,11.241004,276.809814,0.00000456,2.88E-10,951.5,3.91,6.31,1.27,1.99,5.8125,18.28125,23.28125,145.5625,191.875,383.3125
278.709351,25.0074844,278.709351,0.0000101,9.65E-08,955.04,4.12,7.73,1.05,0.55,5.71875,18.03125,23.4375,137.96875,202.28125,406.25
275.882294,21.3007622,275.882294,0.00000864,3.89E-09,958.94,2.81,6.26,-1.18,-1.71,5.59375,17.46875,22.84375,130.75,203.5625,423.25
277.522064,33.158802,277.522064,0.0000134,0.000000196,959.49,4.08,7.92,-0.91,-2.79,5.53125,17.15625,22.21875,123.15625,197.8125,425.5625
278.240997,37.4364014,278.240997,0.0000152,0.000000593,960.64,5.02,9.08,0.89,-4.1,5.46875,16.96875,21.8125,116.125,189.15625,414.96875
277.403137,26.2136726,277.403137,0.0000106,0.000000469,960.04,3.89,7.94,0.14,-0.67,5.4375,16.8125,21.5,110.9375,180.03125,398.0625
275.609253,19.5742092,275.609253,0.00000794,1.05E-08,955.21,3.51,6.58,-0.72,0.21,5.375,16.6875,21.34375,107.3125,171.28125,379.71875
278.68103,30.031189,278.68103,0.0000122,0.000000972,950.94,4.59,8.46,-0.23,0.71,5.5,17.9375,22.21875,104.90625,163.28125,362.25
279.943481,29.0407429,279.943481,0.0000118,0.00000138,950,6.02,11.97,-0.21,1.77,6.75,21.9375,25.59375,105.5625,157.09375,347.09375
281.470367,36.2850876,281.470367,0.0000147,0.00000224,949.03,8.71,14.31,1.3,4.06,11.75,32.8125,35.3125,113.25,155.4375,335.34375
282.737854,32.021225,282.737854,0.000013,0.00000164,938.2,9.44,14.14,3.82,5.05,17.65625,45.90625,50.03125,134.59375,162.125,329.96875
284.834564,39.1920204,284.834564,0.0000159,0.00000272,937.85,12.04,19.32,6.75,6.27,22.15625,53.3125,59.4375,170.5625,173.40625,335.15625
287.18335,59.5441742,287.18335,0.0000241,0.00000523,943.79,13.54,21.43,6.67,6.06,26.34375,61.9375,68.4375,208.8125,192.71875,350.46875
285.953461,34.524662,285.953461,0.000014,0.00000237,944.1,12.83,18.52,6.59,8.79,29.21875,71.3125,79.40625,266.1875,229.5625,376.65625
288.590729,36.6457596,288.590729,0.0000149,0.00000228,940.96,15.33,19.36,7.38,10.29,29.8125,73.4375,83.28125,350,287.875,424.15625
287.303589,42.8785706,287.303589,0.0000174,0.00000214,941.03,13.6,19.26,9.06,7.67,30.1875,74.625,84.75,419.96875,376.03125,510.96875
288.565582,47.7644997,288.565582,0.0000194,0.00000266,941.75,14.62,19.55,10,9.81,29.4375,72.09375,82.71875,452.34375,466.34375,638.46875
283.049133,19.7541599,283.049133,0.00000801,0.000000215,944.22,9.04,11.34,5.88,5.96,28.5625,68.96875,79.1875,448.125,521.03125,765.34375
281.732361,42.684063,281.732361,0.0000173,0.00000173,946.12,7.72,12.49,2.43,2.36,28.125,69.71875,80.71875,445.375,548.78125,866.09375
283.365906,36.6622353,283.365906,0.0000149,0.000000894,943.5,9.35,12.18,2.99,4.13,25.5,63.75,75.6875,445.25,557.4375,955.09375
282.142242,26.5941639,282.142242,0.0000108,0.000000494,946.83,8.36,11.03,6.02,4.18,23.34375,58.8125,69.84375,421.5,548.4375,1008.375
281.798584,42.4057922,281.798584,0.0000172,0.00000133,953.62,7.46,10.74,4.46,1.65,20.96875,53.1875,64.03125,397.4375,530.25,1011.84375
280.967834,19.0679588,280.967834,0.00000773,4.09E-08,952.59,6.68,7.5,4.35,2.88,18.6875,47.5,57.46875,370,504.75,983.78125
279.381378,62.7478905,279.381378,0.0000254,0.000000399,963.42,6.45,10.34,1.48,-5.86,16.65625,42.625,52.125,338.40625,478.875,942.0625
277.849152,53.5752449,277.849152,0.0000217,0.0000019,965.75,4.94,10.33,0.74,-7.44,14.6875,37.59375,46.34375,307.40625,448.34375,897.25
280.005402,47.1512947,280.005402,0.0000191,0.00000251,957.8,7.96,12.61,1.6,-0.17,12.9375,33.1875,40.9375,275.28125,411.375,841.84375
282.455963,42.5622406,282.455963,0.0000173,0.00000292,950.47,9.24,14.75,2.4,3.75,12.6875,32.40625,38.6875,246.9375,374.125,777.4375
285.825989,56.3830261,285.825989,0.0000229,0.0000056,947.21,12.07,18.74,3.22,6.51,16,38.03125,42.5,229.0625,341.03125,712.46875
290.069611,63.0189095,290.069611,0.0000255,0.00000551,942.99,16.33,20.96,5.8,9.88,17.8125,42.40625,48.5625,231.96875,316.875,654.21875
283.437103,51.8286819,283.437103,0.000021,0.000000543,949.94,10.84,13.26,8.53,1.85,23.0625,57.78125,63.84375,257.59375,309.0625,613.125
281.835754,54.366188,281.835754,0.000022,0.00000243,958.84,9.3,15.4,2.29,-0.89,23.71875,60.9375,71.1875,295.8125,319.53125,601.15625
284.216064,49.5466309,284.216064,0.0000201,0.00000312,955.05,10.18,15.49,3.25,4.36,21.5625,55.09375,65.28125,304.40625,342.4375,623.4375
287.06485,73.8162231,287.06485,0.0000299,0.00000711,955.48,13.42,21.21,5.7,6.65,19.34375,49.34375,58.53125,285.0625,359.59375,668.15625
288.234009,69.6535187,288.234009,0.0000282,0.00000785,949.27,14.92,21.94,7.14,8.86,17.25,44.75,53.3125,261.71875,354.625,702.46875
291.408295,97.7055054,291.408295,0.0000396,0.00000995,942.03,17.95,24.43,8.48,8.71,15.3125,40.71875,49.1875,244.8125,334.71875,707.0625
288.449158,116.432281,288.449158,0.0000472,0.0000104,945.99,15.75,23.69,9.43,1.14,13.5625,36.84375,45.3125,235.65625,313.03125,694.53125
292.858307,117.273323,292.858307,0.0000475,0.0000099,937.4,20.41,25.4,10.58,9.86,12.0625,33.375,41.375,226.96875,297.15625,685.0625
285.112854,70.7943344,285.112854,0.0000287,0.00000348,944.33,10.51,16.51,7.19,3.31,11.34375,32.0625,39.28125,213.0625,288.21875,687.6875
283.676666,39.1350403,283.676666,0.0000159,0.00000115,947.53,9.48,11.08,8.16,4.94,15.875,43.46875,48.8125,208.53125,291.5625,705.4375
280.011139,34.3085442,280.011139,0.0000139,0.000000742,957.52,9.09,14.44,4.89,2.3,16.84375,45.9375,54.71875,223.25,299.1875,745.1875
282.874969,51.2008476,282.874969,0.0000208,0.00000336,959.94,9.76,14.9,3.37,2.08,15.71875,43.21875,52.15625,232.53125,301.15625,784.0625
283.171509,40.366127,283.171509,0.0000164,0.00000203,954.88,9.81,14.36,3.25,2.28,14.125,39,47.5,228.75,305.125,801.15625
287.061829,72.1364975,287.061829,0.0000292,0.00000741,955.22,12.93,18.82,5.15,4.85,13.78125,37.15625,44.5625,214.625,302.9375,796.03125
286.679077,24.7595367,286.679077,0.00001,0.00000159,950.32,13.27,17.21,9.65,8.28,13.59375,36.03125,43.125,199.96875,292.1875,769.5625
283.885681,7.02594805,283.885681,0.00000285,0.000000136,949.1,10.65,13.47,7.06,8.43,15.03125,40.59375,47.375,192.6875,283.71875,733.125
287.145294,50.5906296,287.145294,0.0000205,0.000004,948.18,13.42,18.4,9.22,8.47,14.875,41.5625,50.4375,197.375,280.5625,704.15625
284.811005,46.792984,284.811005,0.000019,0.000000547,947.49,11.49,13.95,8.93,4.75,13.46875,38.3125,47.53125,201.78125,275.9375,679.875
286.408661,83.3415298,286.408661,0.0000338,0.00000681,953.65,12.4,17.34,8.13,2.35,17.9375,49.59375,57.6875,206.90625,281.40625,662
284.978119,30.726593,284.978119,0.0000125,0.00000125,953.39,10.73,13.01,8.13,7.2,17.8125,50.25,62.125,230.1875,293.5625,664.875
284.098297,30.2812233,284.098297,0.0000123,0.00000146,949.42,11.3,14.5,5.71,7.11,17.03125,46.46875,57.3125,234.71875,301.6875,677.65625
286.80835,62.7185555,286.80835,0.0000254,0.00000646,947,14.17,19.45,8.2,7.97,15.9375,43.09375,53.15625,220.75,308.28125,681.21875
290.747131,89.8710556,290.747131,0.0000364,0.00000818,946.93,16.54,22,10.63,7.81,14.25,38.75,48.0625,203.15625,302.65625,671.1875
286.807831,33.5025864,286.807831,0.0000136,0.00000184,954.68,12.91,15.41,11.43,9.66,13.78125,37.6875,46,188.90625,289.46875,649.40625
283.314178,5.4094286,283.314178,0.00000219,7.19E-08,955.17,9.54,11.97,5.05,8.23,12.78125,35.8125,44.28125,185.71875,285.375,636.53125
284.345215,28.0928726,284.345215,0.0000114,0.00000145,946.57,10.4,13.93,6.79,8.24,14.6875,42.15625,50.5,194.59375,292.71875,657.1875
289.515747,58.9136696,289.515747,0.0000239,0.00000664,941.53,14.81,20.21,9.78,10,14.21875,41.78125,52.59375,219.40625,301,705.625
290.678955,39.9979782,290.678955,0.0000162,0.0000038,941.05,16.66,20.34,13.36,10.75,12.6875,37.40625,47.53125,229.40625,306.53125,743.75
290.954803,28.247982,290.954803,0.0000115,0.00000225,940.1,16.55,19.64,14.25,13.46,12.125,35.46875,44.375,221.4375,315.125,756.4375
284.911316,62.5264816,284.911316,0.0000254,0.000000947,949.4,11.36,15.37,8.74,1.86,13.5625,40.3125,49.21875,214.4375,318.34375,757.59375
280.952759,11.1137981,280.952759,0.00000451,8.92E-09,952.1,6.66,8.3,5.03,4.68,13.15625,39.6875,50.1875,217.125,315.78125,756.71875
283.121063,51.8806686,283.121063,0.000021,0.00000347,955.61,9.18,13.17,5.67,3.42,12.75,40.46875,51.5625,218.5,320.3125,764.96875
284.831879,59.6609573,284.831879,0.0000242,0.00000539,954.67,11.55,15.71,6.43,5.71,13.03125,40.90625,51.875,219.9375,326.1875,789.53125
286.292938,50.4585457,286.292938,0.0000205,0.0000047,950.43,13.23,16.66,9.24,8.12,15.46875,44.90625,54.625,216.71875,323.71875,802.03125
288.665009,33.5182495,288.665009,0.0000136,0.00000278,948.94,14.28,17.43,10.76,10.34,15.46875,44.53125,55.28125,218.6875,317.1875,793.1875
289.530945,45.2513885,289.530945,0.0000183,0.00000456,945.24,15.8,21.37,10,11.58,14.09375,40.625,50.8125,215.625,308.125,773.21875
291.664307,41.7083168,291.664307,0.0000169,0.00000455,940.95,17.56,20.48,13.42,13.27,12.625,36.78125,46.03125,204.96875,300.375,752.6875
289.209045,20.9734688,289.209045,0.0000085,0.000000297,940.05,15.9,17.55,13.61,11.83,16.34375,46.34375,54.625,202.40625,301.78125,745.71875
289.999023,142.671936,289.999023,0.0000578,0.0000122,948.76,16.9,21.45,13.47,3.97,27.8125,74.40625,86.59375,246.65625,320.0625,771.46875
286.212585,53.4410934,286.212585,0.0000217,0.00000414,956.45,13.35,16.84,7.68,6.09,29.78125,78.90625,97.3125,336,351.21875,838.96875
289.350922,87.6827774,289.350922,0.0000355,0.0000107,952.24,15.06,19.87,10.76,8.12,27.15625,71.375,88.8125,370.21875,403.78125,932.25
288.3508,25.2662182,288.3508,0.0000102,0.00000176,947.85,14.44,16.71,11.32,10.19,24.28125,63.5625,79.25,353.96875,452.84375,1021.03125
287.125519,76.6578064,287.125519,0.0000311,0.00000521,952.91,15.26,20.74,9.35,5.18,24.53125,64.125,78.25,332.4375,464.46875,1061.9062
288.850525,96.7527161,288.850525,0.0000392,0.0000127,953.27,15.79,21.43,9.34,7.23,22.71875,59.78125,74.34375,325.625,450.8125,1057.7188
289.982635,89.412529,289.982635,0.0000363,0.0000136,948.35,16.93,22.95,9.08,9.72,20.34375,53.25,66.40625,308,429.3125,1038.0312
293.590912,109.985283,293.590912,0.0000446,0.0000194,948.01,20.86,26.23,14.36,11.76,18.21875,47.6875,59.4375,281.28125,406.25,1012.96875
293.236786,73.8400497,293.236786,0.0000299,0.0000113,947.66,19.37,25.26,14.34,14.51,16.25,42.78125,53.40625,254.90625,377.875,974.09375
294.146362,99.9367065,294.146362,0.0000405,0.0000158,948.56,20.58,27.01,14.66,15.8,15.65625,39.90625,49.03125,231.71875,349.28125,922.5
294.998596,102.549675,294.998596,0.0000416,0.0000177,946.6,21.86,27.07,15.53,16.27,14.46875,36.9375,45.5,213.3125,323.09375,874.90625
296.456543,98.494133,296.456543,0.0000399,0.0000161,941.26,23.28,27.39,19.57,17.19,13.03125,33.625,41.4375,197.46875,298.8125,836.40625
292.444061,-10.8033094,292.444061,-0.00000438,4.73E-08,936.6,19.84,21.95,16.57,18.07,11.78125,31.28125,38.5625,185.125,283.90625,809.9375
296.104065,104.262161,296.104065,0.0000423,0.000018,934.01,22.76,28.74,17.26,17.21,17.3125,53.875,59.9375,185.25,282.71875,804.375
294.78064,194.237686,294.78064,0.0000788,0.000021,940.37,21.3,24.92,16.97,8.2,17.71875,58.6875,71.9375,211.65625,280.75,824.78125
289.975464,58.9305916,289.975464,0.0000239,0.00000573,946.37,16.8,19.38,14.11,10.72,19.71875,62.875,76,234.71875,282.03125,872.125
289.189758,14.2804193,289.189758,0.00000579,0.000000916,942.9,15.52,16.63,14.72,12.81,18.90625,59.6875,74.15625,254.5625,297.09375,955.90625
292.584991,60.6865158,292.584991,0.0000246,0.00000758,940.84,18.87,22.75,15.43,13.84,17,53.34375,66.59375,256.1875,317.625,1029.0938
289.762573,82.920784,289.762573,0.0000336,0.00000834,947.25,16.59,22.01,12.66,7.85,15.15625,47.5,59.40625,245.8125,333.9375,1061.8125
291.020477,69.9008865,291.020477,0.0000283,0.00000985,946.66,16.62,20.62,11.97,12.18,13.5,42.34375,53.03125,230.84375,335.625,1102.5
292.817383,63.4900055,292.817383,0.0000257,0.00000929,944.93,19.03,21.99,16.3,13.78,12.03125,37.84375,47.4375,214.625,323.53125,1144.5625
290.625427,16.3074875,290.625427,0.00000661,0.000000985,942.17,17.49,19.53,16.31,13.89,11.0625,34.625,43.15625,200.03125,305.0625,1135.875
290.204803,27.8766537,290.204803,0.0000113,0.00000125,945.05,17.65,19.92,15.68,13.5,11.25,35.4375,43.125,189.09375,287.5625,1090.125
291.322327,49.7127838,291.322327,0.0000202,0.00000588,945.59,17.29,20.64,15.14,12.23,11.65625,36.375,44.6875,184.6875,272.3125,1044.75
290.835754,9.39526272,290.835754,0.00000381,0.00000073,941.6,16.11,16.9,15.32,14.72,11.28125,35.03125,43.4375,189.09375,264.03125,1024.3125
290.427307,23.9564934,290.427307,0.00000971,0.00000179,942.54,17.01,19.68,13.82,14.83,11.4375,35.875,43.8125,195.09375,268.65625,1050.125
292.117371,101.804054,292.117371,0.0000413,0.00000916,943.28,18.77,22.83,15.12,10.44,11.46875,36.1875,44.5,199.90625,277.90625,1085.75
291.781799,120.976318,291.781799,0.000049,0.0000182,944.95,17.54,21.55,14.19,7.97,12.78125,40.125,48.09375,203.25,280.6875,1119.8125
292.436066,59.9431267,292.436066,0.0000243,0.00000914,944.64,16.48,18.81,15,12.24,12.53125,39.25,48.375,208.5,284.5625,1155.25
290.741669,-2.72735906,290.741669,-0.00000111,0.000000113,942.91,16.04,16.5,15.35,14.73,11.4375,35.875,44.4375,208.15625,285.84375,1190.1562
291.951233,68.6481476,291.951233,0.0000278,0.00000983,943.03,18.47,22.31,13.92,14.36,13.1875,40.09375,47.40625,203.625,288.71875,1202.5938
294.231781,126.579292,294.231781,0.0000513,0.0000262,940.93,21.45,26.93,15.56,14.23,13.03125,40.1875,49.0625,213.09375,288.75,1196.3438
295.925232,128.123291,295.925232,0.0000519,0.0000266,939.88,22.27,28.32,15.65,16.09,11.75,36.28125,44.75,221.375,283.90625,1186.4062
297.887421,147.352554,297.887421,0.0000597,0.0000302,937.4,24.98,30.27,20.31,17.49,10.625,32.8125,40.4375,215.5625,282.53125,1172.625
295.853455,77.0266418,295.853455,0.0000312,0.0000148,937.18,23.02,30.28,18.02,17.37,9.75,30.09375,37.0625,204.1875,281.9375,1155.3125
291.988708,48.856781,291.988708,0.0000198,0.00000383,941.37,19.2,22.28,16.69,13.69,12.71875,45.84375,53.59375,203.59375,289.15625,1151.625
294.018921,89.7000351,294.018921,0.0000364,0.0000156,943.83,21.25,26.73,15.91,15.56,15.09375,55.15625,68.5625,240.96875,305.03125,1188.4062
295.923401,103.655998,295.923401,0.000042,0.0000208,945.06,22.04,26.15,17.03,16.92,14.5,52.0625,66.40625,272.84375,319.1875,1242.75
296.396729,108.517616,296.396729,0.000044,0.0000231,943.01,23.32,27.51,19.53,17.5,13.03125,46.40625,59.5,268.375,338.90625,1278.2188
296.537781,59.3634186,296.537781,0.0000241,0.00000917,941.59,22.52,24.55,20.34,19.42,11.65625,41.34375,53,249.65625,348.46875,1291.7812
292.141846,5.99292755,292.141846,0.00000243,0.00000103,944.89,18.78,21.19,15.92,16.26,15.6875,57.375,70.28125,275.5625,358.0625,1287.1875
289.675018,21.6438885,289.675018,0.00000878,0.000000271,951.93,17.19,18.38,15.64,13.49,35.492188,109.140625,133.35938,597.7969,822.2969,1906.9531
290.197906,93.5187988,290.197906,0.0000379,0.0000149,954.69,18.47,24.46,12.68,10.78,35.859375,111.53906,137.05469,630.1797,846.64844,1945.6953
291.033752,68.8749924,291.033752,0.0000279,0.0000116,954.76,18.17,23.71,13.06,13.25,33.117188,102.96875,128.04688,632.34375,875.03906,2050.1562
291.673767,64.828804,291.673767,0.0000263,0.000011,953.22,18.46,22.98,12.99,14.48,29.8125,92.42969,115.17969,586.46875,856.1406,2093.3672
291.492859,33.5764618,291.492859,0.0000136,0.00000487,950.88,18.88,23.22,15.01,15.03,26.804688,83.30469,103.9375,535.5078,798.25,2022.7812
289.07782,45.2610512,289.07782,0.0000184,0.00000608,950.78,16.23,19.64,11.39,12.84,24.1875,75.44531,94.203125,488,734.1719,1891.1484
290.953979,69.1019211,290.953979,0.000028,0.0000114,949.68,18.6,23.12,13.14,14.45,22.390625,69.96875,87,445.51562,673.1406,1749.1641
291.085999,39.8826408,291.085999,0.0000162,0.00000457,945.81,18.75,22.16,15.14,14.8,20.351562,63.8125,79.71094,412.57812,616.75,1616.2031
292.881744,8.56189156,292.881744,0.00000347,0.00000242,940.47,19.05,22.1,17.44,16.54,18.453125,58.257812,72.85156,387.39062,576.125,1513.2656
288.632111,96.8903961,288.632111,0.0000393,0.00000163,944.94,17.1,17.94,15.59,6.26,25.054688,78.796875,93.47656,410.60156,584.125,1491.0234
291.864777,82.9171219,291.864777,0.0000336,0.0000113,949.54,16.99,20.98,14.98,9.9,33.742188,101.34375,120.69531,522.7344,633.6328,1582.1719
289.21106,20.1223049,289.21106,0.00000816,0.000000801,950.56,15.66,17.45,13.72,12.11,35.539062,103.27344,125.25781,583.96094,708.3047,1674.5859
290.469574,50.9804192,290.469574,0.0000207,0.00000575,950.27,16.12,18.32,12.76,12.55,33.914062,97.41406,118.84375,583.7656,768.2031,1738.25
291.375671,72.6804962,291.375671,0.0000295,0.0000112,952.87,18.12,23.69,13.43,12.2,31.789062,90.33594,110.078125,550.4922,773.2031,1751.1094
290.465668,61.4073181,290.465668,0.0000249,0.00000849,952.8,17.88,22.82,13.35,13.78,28.882812,81.94531,100.171875,511.26562,735.3047,1706.5703
290.410126,29.8889027,290.410126,0.0000121,0.00000343,951.24,17.8,22.16,13.89,14.21,26.296875,74.0625,90.546875,469.95312,685.6719,1627.6562
292.273712,64.3077011,292.273712,0.0000261,0.00000939,952.04,19.17,23.95,14.29,14.66,23.8125,67.1875,82.3125,429.52344,636.2969,1537.7266
291.489532,24.2080994,291.489532,0.00000981,0.00000325,953.58,18.8,22.67,15.11,15.65,21.421875,60.5,74.328125,391.77344,587.0703,1438.8516
291.772858,47.3907661,291.772858,0.0000192,0.00000631,953.33,18.36,22.65,14.69,15.84,19.789062,55.820312,68.203125,357.35156,539.125,1332.5312
292.572723,50.8475952,292.572723,0.0000206,0.00000662,950.41,18.9,23.31,14.92,15.63,19.382812,53.382812,64.703125,330.78906,497.35938,1231.1484
292.400177,38.7369423,292.400177,0.0000157,0.00000392,945.88,19.19,23.61,15.56,15.67,18.101562,49.976562,61.101562,311.21875,464.82812,1146.8203
290.831787,83.52771,290.831787,0.0000339,0.00000891,945.15,18.53,23.37,15.32,11.89,17.007812,47.5625,58.164062,303.34375,454.64062,1092.9141
291.115417,63.5580559,291.115417,0.0000258,0.00000591,945.07,17.81,19.82,16.65,11.7,15.6171875,44.351562,54.828125,307.28906,453.60938,1080.5469
287.445862,76.422699,287.445862,0.000031,0.00000181,950.53,14.56,18.1,9.52,6.7,14.21875,41,50.84375,304.70312,441.96094,1064.1875
282.143097,24.8858833,282.143097,0.0000101,1.73E-08,957.32,8.49,9.65,6.87,4.49,17.195312,49.671875,58.476562,309.8203,440.03906,1036.9062
281.843018,7.75891018,281.843018,0.00000315,5.21E-09,960.9,7.9,8.36,6.82,6.09,18.007812,54.359375,66.265625,340.1875,463.42188,1049.8984
283.643677,21.948061,283.643677,0.0000089,0.000000638,960.82,9.81,11.66,8.05,6.52,17.515625,53.328125,65.640625,356.60938,500.89062,1123.6719
282.400055,22.0715427,282.400055,0.00000895,0.000000678,961.36,9.11,12.24,5.63,5.79,18.265625,54,65.25781,350.875,525.0156,1192.5078
282.986633,41.3781013,282.986633,0.0000168,0.00000332,962.13,10.81,14.85,6.13,6.24,18.226562,53.359375,64.765625,344.83594,526.8047,1212.9062
283.13916,30.1042061,283.13916,0.0000122,0.00000192,960.02,11.98,15.26,6.55,7.61,17.328125,50.054688,61.007812,334.48438,511.07812,1194.5391
