rzsm,cwe,sd,asst,lhnf,sm,sst,se,sdwe,Evap,Tran,at,tmax,tmin,dpt,runoff
195.920212,3.85E-06,0,294.772552,71.9555588,0,294.772552,0,0,2.92E-05,1.45E-05,20.92,25.17,16.34,16.5,15.59375
195.890335,7.80E-06,0,295.554932,83.0308609,0,295.554932,0,0,3.37E-05,1.48E-05,21.46,26.8,16.74,16.34,14.6875
196.36055,1.06E-05,0,295.781586,85.3565216,0,295.781586,0,0,3.46E-05,1.27E-05,21,24.84,16.85,17.56,14.09375
197.203827,9.47E-06,0,296.074768,74.6125031,0,296.074768,0,0,3.03E-05,1.10E-05,22.17,26.49,18.38,18.79,13.375
202.380951,1.24E-05,0,294.47644,84.1786804,0,294.47644,0,0,3.41E-05,8.24E-06,19.29,24.8,14.19,17.58,12.84375
200.969284,1.34E-07,0,296.223785,112.673706,0,296.223785,0,0,4.57E-05,2.71E-05,22.87,28.68,17.34,16.52,15.46875
198.307693,2.29E-07,0,297.56955,112.670235,0,297.56955,0,0,4.57E-05,2.67E-05,23.13,28.06,17.66,16.63,15.46875
197.786346,1.25E-05,0,296.722168,97.5846939,0,296.722168,0,0,3.96E-05,1.51E-05,22.4,26.37,18.57,19.03,14.375
204.855911,1.15E-05,0,292.017181,66.5768051,0,292.017181,0,0,2.70E-05,5.67E-06,16.46,19.68,11.65,16.04,14.84375
203.380417,1.95E-06,0,294.877289,117.514969,0,294.877289,0,0,4.76E-05,2.72E-05,23.12,27.76,17.8,13.39,21.25
200.110977,1.42E-06,0,295.369598,120.89035,0,295.369598,0,0,4.90E-05,2.88E-05,23.35,28.72,17.84,13.94,21.90625
197.195908,3.51E-08,0,296.606903,117.729523,0,296.606903,0,0,4.77E-05,2.97E-05,23.41,29.82,15.41,14.32,19.84375
195.590118,3.79E-06,0,296.321411,93.0236969,0,296.321411,0,0,3.77E-05,2.10E-05,22.46,29.4,15.61,16.45,17.90625
194.509689,2.64E-06,0,296.312897,83.0429382,0,296.312897,0,0,3.37E-05,1.85E-05,21.6,27.39,16.28,17.37,16.78125
195.556702,8.26E-06,0,293.423737,52.549572,0,293.423737,0,0,2.13E-05,6.04E-06,19.48,23.42,15.96,16.95,16.90625
195.292908,5.08E-07,0,296.003082,61.6180344,0,296.003082,0,0,2.50E-05,1.55E-05,22.19,27.65,16.72,17.18,18.5625
194.849915,4.67E-06,0,297.45108,87.0207977,0,297.45108,0,0,3.53E-05,1.95E-05,23.52,29.18,17.56,18.05,18
194.419861,4.15E-06,0,296.151062,109.891716,0,296.151062,0,0,4.46E-05,2.28E-05,22.73,28.12,16.46,16.04,18.25
191.922043,3.42E-08,0,298.792664,115.230568,0,298.792664,0,0,4.67E-05,2.83E-05,24.58,31.67,17.82,15.45,17.46875
189.884857,2.06E-07,0,298.766541,87.9975204,0,298.766541,0,0,3.57E-05,2.01E-05,24.8,29.93,19.54,18.09,16
188.436356,3.16E-08,0,299.666992,87.3630295,0,299.666992,0,0,3.54E-05,2.01E-05,25.4,31.57,19.15,18.96,14.578125
187.025085,9.78E-07,0,299.845154,93.131546,0,299.845154,0,0,3.78E-05,1.99E-05,24.91,29.95,19.91,18.41,13.296875
186.897858,1.77E-05,0,298.777191,109.885269,0,298.777191,0,0,4.46E-05,1.41E-05,24.18,28.55,20.88,19.95,12.25
196.487961,2.12E-05,0,296.674622,93.5152054,0,296.674622,0,0,3.79E-05,6.32E-06,22.42,27.64,20.08,21,12
215.018066,2.30E-05,0,295.85965,86.3407135,0,295.85965,0,0,3.50E-05,6.59E-06,20.88,24.86,18.44,20.2,17.34375
223.292526,2.00E-05,0,296.503235,98.6908493,0,296.503235,0,0,4.00E-05,1.31E-05,21.58,25.97,19.42,20.83,27.796875
223.888412,1.71E-05,0,296.821747,97.9329453,0,296.821747,0,0,3.97E-05,1.33E-05,22.99,27.17,19.69,21.45,34.546875
224.030624,2.59E-05,0,297.306519,161.992065,0,297.306519,0,0,6.57E-05,2.38E-05,23.42,28.32,19.34,21.55,43.78125
223.770569,4.58E-06,0,295.167389,143.098709,0,295.167389,0,0,5.80E-05,3.03E-05,20.51,24.6,16.73,16.43,57.9375
216.509735,5.01E-07,0,294.903809,128.394516,0,294.903809,0,0,5.21E-05,3.12E-05,21.78,26.07,18.83,16.08,54.96875
212.815948,1.17E-05,0,294.180634,109.508499,0,294.180634,0,0,4.44E-05,2.19E-05,21.04,24.8,15.72,15.75,48.609375
216.386597,6.87E-06,0,290.303925,66.2913437,0,290.303925,0,0,2.69E-05,9.98E-06,16.69,22.28,11.84,13.7,47.046875
212.058609,1.07E-06,0,295.660858,109.547272,0,295.660858,0,0,4.44E-05,3.12E-05,21.67,27.29,16.67,16.05,44.1875
211.074631,1.90E-05,0,294.051971,126.137993,0,294.051971,0,0,5.11E-05,1.82E-05,20.51,25.96,14.45,17.42,40.40625
213.196091,3.96E-06,0,290.864716,79.5110168,0,290.864716,0,0,3.22E-05,1.67E-05,18.54,23.56,13.29,13.45,47.328125
209.571198,7.74E-08,0,294.974884,92.1017838,0,294.974884,0,0,3.73E-05,2.50E-05,20.52,26.32,13.73,15.26,45.984375
206.289902,1.34E-06,0,296.487305,104.553902,0,296.487305,0,0,4.24E-05,2.56E-05,22.22,26.78,17.42,17.28,41.484375
203.755096,7.16E-06,0,298.073853,105.481819,0,298.073853,0,0,4.28E-05,2.16E-05,23.2,28.57,18.44,19.3,37.625
203.710388,1.40E-05,0,297.305847,115.436417,0,297.305847,0,0,4.68E-05,1.87E-05,22.87,28.24,18.78,19.74,34.109375
205.172913,6.66E-06,0,294.24234,96.135437,0,294.24234,0,0,3.90E-05,1.82E-05,20.18,26.04,14.92,17.12,34.3125
201.48175,1.42E-07,0,296.368652,131.138596,0,296.368652,0,0,5.32E-05,3.41E-05,22.33,29.3,15.69,14.95,38.140625
198.660461,4.99E-07,0,297.069122,94.2324371,0,297.069122,0,0,3.82E-05,2.27E-05,22.13,27.47,16.57,17.31,36.203125
196.945938,2.91E-06,0,297.350677,78.7354126,0,297.350677,0,0,3.19E-05,1.72E-05,22.73,27.48,18.31,18.5,33.125
196.185715,1.17E-05,0,297.147675,93.8506165,0,297.147675,0,0,3.81E-05,1.51E-05,22.67,27.41,18.74,19.09,30.0625
195.206757,7.23E-06,0,297.121735,91.370224,0,297.121735,0,0,3.70E-05,1.72E-05,22.04,27.4,17.39,18.57,27.828125
194.52504,9.87E-06,0,297.089386,92.7545929,0,297.089386,0,0,3.76E-05,1.49E-05,21.91,26.68,18.18,19.18,25.859375
194.432297,1.22E-05,0,297.190674,84.7845459,0,297.190674,0,0,3.44E-05,1.18E-05,22.26,26.52,19.09,19.7,24.359375
196.613174,8.76E-06,0,296.93454,74.685318,0,296.93454,0,0,3.03E-05,9.80E-06,22.87,28.22,18.77,20.28,23.6875
196.25679,5.47E-06,0,298.500549,78.7752914,0,298.500549,0,0,3.19E-05,1.53E-05,23.48,29.13,19.09,20.99,23.203125
194.622406,4.95E-06,0,299.245514,93.9048538,0,299.245514,0,0,3.81E-05,1.92E-05,24.45,29.34,19.84,20.27,22.984375
193.023743,1.95E-06,0,299.340851,77.67659,0,299.340851,0,0,3.15E-05,1.70E-05,24.46,28.7,19.86,20.02,21.625
191.433472,4.94E-06,0,300.103638,93.2373657,0,300.103638,0,0,3.78E-05,1.84E-05,24.68,29.66,20.41,20.67,19.734375
190.051468,8.65E-06,0,299.814819,97.7919006,0,299.814819,0,0,3.96E-05,1.70E-05,24.5,29.05,20.4,20.65,18.171875
188.783463,5.53E-06,0,299.467346,94.7198105,0,299.467346,0,0,3.84E-05,1.67E-05,24.4,28.87,19.37,19.87,17.0625
187.022476,7.97E-07,0,300.124359,95.3121567,0,300.124359,0,0,3.86E-05,1.88E-05,24.67,29.6,19.62,19.18,16.125
185.532379,2.65E-06,0,300.039856,87.3045731,0,300.039856,0,0,3.54E-05,1.61E-05,24.68,29.85,19.69,20.04,14.953125
184.150803,6.60E-07,0,300.107269,86.3727493,0,300.107269,0,0,3.50E-05,1.63E-05,24.66,29.65,19.73,19.85,13.765625
183.374023,7.19E-06,0,299.902863,89.665596,0,299.902863,0,0,3.64E-05,1.36E-05,24.99,29.15,20.15,19.41,12.65625
182.918182,4.04E-06,0,297.113251,66.7785645,0,297.113251,0,0,2.71E-05,9.77E-06,23.41,29.73,18.03,15.89,11.828125
183.065277,1.13E-05,0,298.901825,80.2433395,0,298.901825,0,0,3.25E-05,1.02E-05,24.7,29.09,21.09,19.8,11
183.642059,1.08E-05,0,299.002808,79.0722885,0,299.002808,0,0,3.21E-05,9.64E-06,24.06,27.78,20.59,20.28,11.171875
187.225952,1.89E-05,0,297.125549,107.830727,0,297.125549,0,0,4.37E-05,8.77E-06,23.18,29.27,18.08,19.1,12.890625
190.231766,6.19E-06,0,297.393402,72.0880737,0,297.393402,0,0,2.92E-05,1.19E-05,22.54,27.54,18.54,17.86,19.28125
188.604111,6.66E-06,0,299.773987,95.7710114,0,299.773987,0,0,3.88E-05,1.55E-05,24.66,28.62,21.22,20.22,21.03125
186.534531,1.50E-06,0,299.760345,83.3339081,0,299.760345,0,0,3.38E-05,1.56E-05,24.99,29.94,20.85,19.74,19.984375
185.345291,9.48E-06,0,298.866089,80.3600159,0,298.866089,0,0,3.26E-05,1.17E-05,24.28,28.17,20.34,19.51,18.515625
185.799591,1.39E-05,0,297.718689,77.8383408,0,297.718689,0,0,3.16E-05,7.51E-06,23.66,27.64,19.94,19.86,18.15625
189.659882,1.73E-05,0,296.111908,88.3418579,0,296.111908,0,0,3.58E-05,7.48E-06,20.82,26.38,15.82,17.6,23.46875
200.503677,1.26E-05,0,292.696442,65.0058746,0,292.696442,0,0,2.64E-05,4.77E-06,16.44,17.53,15.82,16.01,30.921875
201.566544,1.64E-05,0,294.104126,68.7814865,0,294.104126,0,0,2.79E-05,5.14E-06,19.6,22.63,16.98,18.32,37.015625
206.58075,2.06E-05,0,293.109161,84.8269806,0,293.109161,0,0,3.44E-05,4.05E-06,18.75,22.04,16.18,18.29,52.09375
221.028091,1.55E-05,0,289.216797,58.5617523,0,289.216797,0,0,2.37E-05,2.24E-06,14.49,15.86,14.02,14.32,69.78125
222.135468,1.46E-05,0,287.93811,65.7166519,0,287.93811,0,0,2.66E-05,3.25E-06,13.17,14.98,11.31,12.76,78.625
218.174423,6.14E-06,0,288.009674,40.8745003,0,288.009674,0,0,1.66E-05,4.71E-06,14.57,17.78,10.94,12.27,87.484375
213.112946,1.57E-06,0,291.17749,74.0462418,0,291.17749,0,0,3.00E-05,1.61E-05,18.89,23.84,13.54,13.3,81.578125
208.536804,7.64E-07,0,292.10379,78.5027771,0,292.10379,0,0,3.18E-05,1.71E-05,18.29,23.63,13.19,13.19,73.234375
205.075562,5.34E-07,0,290.392761,67.0775909,0,290.392761,0,0,2.72E-05,1.35E-05,17.41,20.96,14.94,11.69,65.796875
204.870651,7.67E-06,0,288.131836,37.7254333,0,288.131836,0,0,1.53E-05,2.91E-06,14.97,18.13,10.59,13.57,59.859375
202.942825,1.64E-07,0,291.046509,58.4278908,0,291.046509,0,0,2.37E-05,1.13E-05,18.43,22.23,12.9,11.23,62.515625
200.116104,8.95E-09,0,292.39267,87.6896591,0,292.39267,0,0,3.56E-05,1.83E-05,20.36,25.71,14.78,10.06,58.34375
197.789261,7.80E-07,0,293.275665,69.4101257,0,293.275665,0,0,2.81E-05,1.46E-05,19.08,26.27,12.41,12.72,51.546875
196.161774,6.36E-06,0,293.382477,72.1512222,0,293.382477,0,0,2.93E-05,1.13E-05,18.98,24.34,14.47,14.2,46.390625
196.280853,9.08E-06,0,289.688812,40.9683456,0,289.688812,0,0,1.66E-05,3.20E-06,16.88,20.63,12.43,13.44,43.28125
195.795242,1.55E-06,0,291.187836,40.8539619,0,291.187836,0,0,1.66E-05,7.68E-06,17.91,23.04,11.68,13.67,41.15625
195.245667,1.82E-06,0,291.931061,38.3974838,0,291.931061,0,0,1.56E-05,7.33E-06,18.33,23.43,12.59,13.95,37.6875
195.27124,3.44E-06,0,291.581757,41.1297455,0,291.581757,0,0,1.67E-05,6.39E-06,17.52,23.1,12.62,13.99,34.484375
196.144897,8.27E-06,0,291.384155,50.4278946,0,291.384155,0,0,2.04E-05,5.18E-06,17.39,22.44,13.18,14.21,32.8125
199.973236,1.43E-05,0,291.087616,70.4903107,0,291.087616,0,0,2.86E-05,3.04E-06,17.34,20.51,15.07,14.58,32.875
202.568924,7.92E-06,0,289.329651,35.9931679,0,289.329651,0,0,1.46E-05,2.12E-06,15.32,16.87,14.26,14.04,34.046875
201.847977,3.80E-06,0,290.85083,32.1372719,0,290.85083,0,0,1.30E-05,4.10E-06,16.73,19.76,14.72,14.53,36.03125
202.40123,8.30E-06,0,291.121887,33.4828224,0,291.121887,0,0,1.36E-05,1.88E-06,16.65,18.95,15.38,15.72,34.140625
204.1754,7.81E-06,0,290.412109,29.4637947,0,290.412109,0,0,1.19E-05,1.30E-06,16.39,18.3,14.54,16.19,35.265625
204.891983,9.27E-06,0,292.453308,41.1994286,0,292.453308,0,0,1.67E-05,3.23E-06,18.15,21.31,15.07,17.03,36.4375
210.570908,1.42E-05,0,289.487793,52.5528793,0,289.487793,0,0,2.13E-05,1.52E-06,15.73,17.26,13.24,15.52,44.625
209.841064,5.58E-06,0,286.726105,36.0226555,0,286.726105,0,0,1.46E-05,2.95E-06,13.29,15.69,11.19,10.36,51.53125
208.024673,2.89E-06,0,288.370483,33.880806,0,288.370483,0,0,1.37E-05,5.13E-06,15.54,19.25,10.69,11.76,47.765625
205.255829,3.46E-07,0,289.625,78.7533112,0,289.625,0,0,3.19E-05,1.16E-05,15.44,22.06,9.02,8.28,43.414062
203.54744,4.44E-06,0,287.442657,37.0890083,0,287.442657,0,0,1.50E-05,4.17E-06,14.52,19.21,11.31,9.41,39.28125
203.366348,5.36E-06,0,286.848816,31.774498,0,286.848816,0,0,1.29E-05,2.80E-06,13.19,15.46,11.71,10.67,35.726562
202.454865,7.84E-07,0,288.846222,31.5233631,0,288.846222,0,0,1.28E-05,5.61E-06,14.77,19.56,9.66,10.71,32.765625
202.970413,2.70E-06,0,289.549377,40.7308769,0,289.549377,0,0,1.65E-05,5.76E-06,15.63,20.5,11.56,11.98,29.617188
207.226669,5.10E-06,0,287.302185,37.824543,0,287.302185,0,0,1.53E-05,4.20E-06,14.27,19.08,10.63,11.15,31.671875
205.567993,5.91E-07,0,288.95874,35.1952133,0,288.95874,0,0,1.43E-05,6.61E-06,15.31,21.29,9.19,11.52,31.539062
203.978653,1.84E-06,0,289.764984,45.0041618,0,289.764984,0,0,1.82E-05,6.78E-06,15.71,20.57,10.92,11.68,29.039062
203.418457,6.00E-06,0,290.692871,46.4772797,0,290.692871,0,0,1.88E-05,4.59E-06,16.12,18.88,12.64,13.54,26.5625
