rzsm,tws,asst,psm,lhnf,sst,Evap,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,runoff
280.123383,929.793884,296.364624,929.753174,155.454498,296.364624,6.30E-05,3.85E-05,22.45,27.46,18.3,17.79,39.5,108.34375,127.515625,312.48438
278.89035,931.623108,293.84787,931.498535,69.2619553,293.84787,2.81E-05,8.37E-06,17.94,19.48,16.85,16.88,42,114.375,139.54688,372.90625
277.890198,933.423462,296.437256,933.341858,117.068687,296.437256,4.75E-05,2.08E-05,20.85,24.72,18.22,18.72,45.859375,127.1875,153.5625,414.39062
276.3992,934.146118,297.250885,934.072388,122.73275,297.250885,4.98E-05,1.85E-05,22.3,26.23,19.97,20.44,52.203125,143.20312,172.51562,461.0625
274.769135,934.352234,297.475891,934.293274,116.850685,297.475891,4.74E-05,1.80E-05,22.41,25.45,20.19,20.56,50.984375,140.90625,172.51562,477.625
273.673584,934.587402,297.274658,934.533752,87.5447006,297.274658,3.55E-05,1.15E-05,21.88,25.39,19.27,20.62,49.21875,134.07812,164.42188,461.42188
270.773651,932.551392,298.792114,932.534363,122.8283,298.792114,4.98E-05,2.54E-05,23.21,27.22,19.9,20.36,47.359375,127.015625,156.20312,438.4375
266.81366,928.737976,299.262421,928.713745,132.986191,299.262421,5.39E-05,2.77E-05,23.66,27.84,20.07,20.33,43.890625,117.046875,144.53125,412.20312
267.239349,928.938416,297.505371,928.912354,118.195221,297.505371,4.79E-05,1.56E-05,23.13,27.21,20.27,19.99,39.78125,105.8125,130.95312,382.96875
264.394226,925.87262,297.919403,925.862732,169.998291,297.919403,6.89E-05,3.30E-05,21.97,26.62,18.36,15.83,45.78125,110.859375,132.5625,362.70312
261.808624,922.798401,295.779205,922.766907,84.7181702,295.779205,3.43E-05,1.41E-05,19.9,24.26,16.84,17.19,43.59375,105.671875,128.21875,364.70312
261.489655,921.846313,297.104797,921.798767,84.7725754,297.104797,3.44E-05,1.58E-05,22.36,26.35,19.15,19.49,44.0625,103.75,124.203125,368.25
260.570526,920.274475,297.842041,920.192688,100.122124,297.842041,4.06E-05,1.57E-05,22.86,26.53,19.98,20.18,45.515625,104.3125,124.140625,377.54688
259.352692,918.233704,298.193787,918.208435,109.005363,298.193787,4.42E-05,1.88E-05,23.97,27.44,20.63,19.91,42.34375,98.078125,117.140625,368.6875
257.987885,916.015015,298.427521,915.964172,116.483864,298.427521,4.72E-05,1.82E-05,23.72,28.31,19.87,19.9,41.25,92.84375,110.109375,345.01562
260.594696,917.83551,296.783173,917.735901,77.1177673,296.783173,3.13E-05,8.32E-06,21.9,25.99,18.95,20.07,41.6875,91.03125,106.828125,327.07812
260.471954,917.0401,297.742371,917.018494,91.6988678,297.742371,3.72E-05,1.55E-05,23.59,27.62,20.29,19.74,42.0625,90.53125,107.0625,320.46875
259.784393,915.714661,298.883209,915.671875,90.4120178,298.883209,3.67E-05,1.67E-05,24.77,29.07,20.77,20.23,40.078125,84.984375,101.28125,312.29688
259.02655,914.276428,298.981201,914.24646,106.577568,298.981201,4.32E-05,1.79E-05,24.39,28.89,19.87,20.16,37,80.03125,96.8125,295.89062
256.615601,911.052429,299.356873,911.034363,119.580429,299.356873,4.85E-05,2.07E-05,23.67,28.03,19.66,19.98,33.9375,75.265625,92.765625,278.32812
255.039429,908.481445,298.906769,908.463623,83.3131027,298.906769,3.38E-05,1.38E-05,24.15,27.42,21.29,20.25,30.671875,68.65625,85.5625,260.5625
255.162796,907.553894,299.746735,907.496948,101.92318,299.746735,4.13E-05,1.44E-05,25.58,29.2,22.24,21.04,27.9375,62.28125,77.609375,241.76562
261.295959,912.828125,298.498413,912.734802,88.9048004,298.498413,3.60E-05,9.56E-06,24.35,28.88,20.98,21.43,29.3125,62.625,75.96875,227.5
270.271576,922.09021,297.007233,922.029968,53.912735,297.007233,2.19E-05,6.39E-06,23.45,26.87,20.69,20.8,36.421875,75.96875,87.6875,231.125
267.434845,920.023499,298.841522,919.995178,136.638031,298.841522,5.54E-05,2.46E-05,23.59,27.9,20.36,20.64,43.390625,89.75,103.171875,262.01562
266.392822,919.198486,296.866028,919.143188,86.201561,296.866028,3.49E-05,7.91E-06,22.62,25.44,20.34,20.62,40.28125,84.96875,100.234375,289.17188
270.20816,923.391541,295.872437,923.33313,80.5287094,295.872437,3.26E-05,5.38E-06,21.82,25.01,19.7,20.25,42.15625,85.65625,99.0625,290.26562
269.650085,923.839294,295.423096,923.820923,120.629539,295.423096,4.89E-05,2.18E-05,20.05,22.92,17.54,17.14,55.515625,109.703125,120.90625,309.3125
269.872284,924.763306,294.314392,924.623901,57.5609741,294.314392,2.33E-05,6.39E-06,19.27,20.93,17.35,17.68,60.625,125.328125,141.82812,374.01562
269.494537,925.026855,295.12915,925.000183,89.9449768,295.12915,3.65E-05,1.56E-05,20.95,26.59,15.14,16.83,60.171875,127.859375,145.89062,454.4375
265.884552,921.650879,295.567108,921.640076,105.719215,295.567108,4.29E-05,2.27E-05,21.84,26.42,17.61,16.65,54.8125,116.5,134.21875,482.60938
263.682159,919.277527,293.974701,919.258484,86.1423721,293.974701,3.49E-05,1.39E-05,18.83,23.22,14.34,15.99,48.625,104.640625,120.78125,449.375
261.992493,917.242493,293.712769,917.229553,81.9683456,293.712769,3.32E-05,1.27E-05,18.72,22.29,15.06,15.09,44.203125,95.546875,110.515625,412.28125
260.433075,915.200623,293.965332,915.192261,69.6826706,293.965332,2.83E-05,1.03E-05,19.58,23.43,16.33,15.89,40.0625,86.640625,100.6875,380.07812
259.158417,913.327026,294.975098,913.315979,72.1814194,294.975098,2.93E-05,1.19E-05,20.5,24.32,17.11,16.76,36.40625,78.859375,92.015625,347.96875
258.112762,911.602295,296.073486,911.572083,79.0547943,296.073486,3.21E-05,1.21E-05,21.27,25.07,17.58,17.89,33.421875,72.4375,84.8125,319.67188
257.451599,910.160645,296.181396,910.149597,74.4457626,296.181396,3.02E-05,1.09E-05,21.47,24.73,16.91,18.05,31.15625,67.34375,78.84375,294.84375
255.151321,906.985718,297.120087,906.984924,98.7894592,297.120087,4.01E-05,2.03E-05,23.12,28.2,18.66,16.44,28.75,63.25,74.28125,273.98438
253.644455,904.442932,297.068726,904.437561,83.7075424,297.068726,3.39E-05,1.27E-05,21.89,26.49,18.3,17.87,26.078125,58.234375,69.046875,259.29688
257.497589,907.268311,295.487396,907.198059,71.1125946,295.487396,2.88E-05,5.59E-06,19.76,22.17,18.74,18.52,23.59375,53.1875,63.3125,247.01562
272.73764,922.835693,293.207062,922.755066,54.7465172,293.207062,2.22E-05,1.70E-06,19.2,20.43,17.91,18.61,51.84375,93.78125,99.40625,269.23438
281.254669,934.142395,290.800079,934.130676,96.4278336,290.800079,3.91E-05,9.96E-06,16.09,17.97,11.54,10.83,78.3125,160.125,175.84375,392.46875
274.769379,930.467407,292.637268,930.46698,135.554626,292.637268,5.50E-05,3.01E-05,18.6,23.9,12.44,11.65,85.203125,180.96875,206.04688,540.1094
269.585022,926.58905,293.859131,926.588379,112.141052,293.859131,4.55E-05,2.41E-05,18.49,24.36,12.61,13.44,77.15625,164.92188,189.75,567.5625
266.577118,923.976318,294.000305,923.964417,95.0852432,294.000305,3.86E-05,1.37E-05,18.51,23.14,13.11,15.11,68.53125,145.92188,167.5,526.625
263.360748,920.766968,294.795288,920.761108,116.537506,294.795288,4.72E-05,1.97E-05,19.1,24.11,15.04,14.14,61.125,131.21875,150.73438,476.53125
260.920319,918.054077,295.019135,918.04303,90.1338348,295.019135,3.65E-05,1.30E-05,19.22,23.2,16.36,15.89,53.9375,116.875,134.21875,430.78125
263.388611,920.153198,293.019073,920.076416,42.6324158,293.019073,1.73E-05,1.77E-06,18.38,20.41,15.94,17.1,50.0625,108.140625,123.8125,390.75
263.799835,920.34314,294.805176,920.327209,85.2153473,294.805176,3.45E-05,1.54E-05,19.75,24.74,15.6,16.5,58.875,122.359375,136.17188,375.96875
263.408905,919.803955,293.536835,919.774414,81.2645416,293.536835,3.29E-05,8.17E-06,18.58,22.26,15.98,15.34,56.53125,118.09375,135.45312,400.70312
279.491394,937.101868,291.211609,936.964355,30.9733238,291.211609,1.26E-05,6.13E-07,16.7,18.56,13.86,16.16,55.90625,117.28125,133.125,418.15625
277.195831,937.568848,294.04068,937.563354,187.290634,294.04068,7.59E-05,3.00E-05,19,24.35,15.2,11.33,70.359375,154.73438,172.78125,512.84375
270.957092,932.691467,289.688629,932.689514,130.318665,289.688629,5.28E-05,1.91E-05,14.19,20.04,8.06,6.88,67.3125,150.25,174.5,632.96875
267.408661,929.438904,289.121979,929.438843,80.899231,289.121979,3.28E-05,1.67E-05,15.55,19.84,9.99,7.27,60.703125,134.39062,155.59375,603.2344
265.395905,927.382629,290.378784,927.377502,78.0828857,290.378784,3.17E-05,1.11E-05,15.6,19.26,12.1,11.29,53.421875,119.453125,138.5,552.1719
265.922607,927.751831,288.609314,927.714539,53.1408768,288.609314,2.15E-05,3.69E-06,14.05,15.68,12.38,11.8,48.109375,108,125.40625,505.98438
270.201447,932.184692,286.039459,932.120483,21.1282291,286.039459,8.57E-06,8.34E-07,11.98,14.11,7.98,11.05,45.375,101.71875,117.53125,465.125
268.981537,931.318909,289.398224,931.315247,68.7181091,289.398224,2.79E-05,1.11E-05,15.21,19.88,9.65,9.87,42.71875,96.765625,112.234375,438.125
267.705688,930.190979,289.030579,930.180603,34.6361084,289.030579,1.40E-05,5.15E-06,16.07,20.78,11.31,12.13,38.71875,88.09375,103.046875,417.8125
266.291473,928.774109,290.758575,928.767334,67.9995041,290.758575,2.76E-05,9.94E-06,15.83,21.12,11.63,11.73,34.828125,79.1875,92.734375,386.67188
268.747345,931.301636,288.564484,931.221436,24.1610603,288.564484,9.80E-06,6.11E-07,13.85,15.47,10.31,13.17,31.671875,71.5,83.71094,352.15625
267.867645,930.545471,291.954987,930.543884,69.0949326,291.954987,2.80E-05,1.29E-05,17.56,22.43,12.24,13.25,34.164062,78.78906,89.17969,328.75
266.967865,929.667847,290.641144,929.656006,36.213871,290.641144,1.47E-05,4.14E-06,17.18,20.79,14.78,14.84,32.359375,76.375,89.375,327.14062
266.57193,929.236206,291.87027,929.197205,54.4143066,291.87027,2.21E-05,5.49E-06,15.57,16.63,14.86,15.19,29.96875,70.84375,83.046875,315.5
270.373169,933.138062,290.63916,933.081177,36.2599144,290.63916,1.47E-05,1.13E-06,15.68,17.24,14.7,15.26,27.890625,66.65625,78.46875,305.23438
279.414246,943.671692,288.901642,943.645752,47.0277557,288.901642,1.91E-05,3.01E-06,14.51,16.93,12.01,11.87,29.75,77.28125,91.078125,325.3125
276.378235,942.654602,290.727356,942.646362,55.1719208,290.727356,2.24E-05,1.04E-05,15.7,20.14,11.16,12.97,36.875,97.390625,114.03125,417.85938
272.810425,940.224487,291.647766,940.22168,124.224586,291.647766,5.04E-05,1.70E-05,16,22.84,8.42,9.38,35.859375,95.375,115.28125,486.26562
269.276611,936.965942,290.144531,936.962891,73.8662872,290.144531,2.99E-05,1.38E-05,16.48,19.67,10.1,10.15,32.453125,86.3125,104.765625,472.4375
269.061859,936.716125,290.617523,936.640808,60.1666336,290.617523,2.44E-05,9.58E-06,15.97,20.17,12.99,12.59,29.171875,77.546875,94.203125,434.32812
269.359894,936.955383,290.627991,936.947205,70.0119705,290.627991,2.84E-05,9.65E-06,15.56,20.08,12.13,12.17,26.898438,72.32031,88.109375,410.96875
268.306732,935.768188,289.757416,935.747131,46.7573891,289.757416,1.90E-05,5.43E-06,15.64,17.7,12.88,13.23,24.59375,66.46875,81.38281,407.10938
274.138611,941.729553,288.725677,941.606873,19.3978481,288.725677,7.86E-06,9.03E-07,14.53,16,11.47,13.59,22.570312,60.945312,74.515625,389.66406
274.411377,942.793213,289.888153,942.772461,65.207695,289.888153,2.64E-05,8.28E-06,15.64,19.41,12.22,12.66,31.28125,79.11719,90.00781,381.2422
272.366943,941.138977,288.905304,941.129578,70.7873383,288.905304,2.87E-05,7.84E-06,13.92,16.56,12.64,10,32.34375,82.57031,98.296875,404.5547
270.282379,939.058411,290.03067,939.033447,66.8319473,290.03067,2.71E-05,9.60E-06,14.64,18.44,11.47,11.1,30.46875,78.28906,93.25781,410.8828
270.423828,939.020203,287.641113,938.991394,49.2350121,287.641113,2.00E-05,3.04E-06,12.71,14.46,11.62,11.76,27.703125,71.53906,85.921875,399.32812
271.345398,939.90332,287.362732,939.841248,32.5886955,287.362732,1.32E-05,1.90E-06,12.46,14.03,11.66,11.46,25.882812,68.74219,82.109375,384.17188
270.993011,939.505005,288.646698,939.490601,70.1455002,288.646698,2.84E-05,5.53E-06,13.03,15.24,8.65,10.32,24.203125,66.14844,79.421875,384.4922
268.558044,936.861755,288.441864,936.861084,66.7242203,288.441864,2.71E-05,1.03E-05,15.52,19.12,8.97,7.83,23.320312,65.0625,77.65625,384.1172
266.982788,934.894958,288.80545,934.872681,56.8168564,288.80545,2.30E-05,7.33E-06,14.15,17.59,11.95,10.04,21.367188,60.132812,72.72656,381.96094
268.421875,935.972961,286.673248,935.881775,18.3451271,286.673248,7.44E-06,4.78E-07,12.13,12.91,10.71,11.65,19.265625,54.351562,66.015625,365.58594
268.913391,936.108948,287.9021,936.091309,37.6627617,287.9021,1.53E-05,3.64E-06,13.25,15.65,11.26,11.63,19.007812,54.78125,65.59375,345.0625
267.685822,934.558228,289.392639,934.553101,58.7613144,289.392639,2.38E-05,7.88E-06,14.28,19.05,10.76,10.97,18.515625,53.484375,64.734375,338.60938
267.148834,933.625977,287.989227,933.601624,47.6295242,287.989227,1.93E-05,3.19E-06,13.06,15.25,10.67,10.87,17.007812,49.101562,60.070312,330.6953
267.817413,933.909058,286.441803,933.885071,46.2636414,286.441803,1.88E-05,2.19E-06,11.75,13.8,7.6,8.91,15.78125,46.304688,56.3125,315.77344
266.169952,931.858215,285.186005,931.856628,93.6220627,285.186005,3.80E-05,9.93E-06,10.17,16.17,6.42,1.75,17.195312,50.851562,59.789062,307.1328
263.976501,929.090942,287.067749,929.084656,71.3376007,287.067749,2.89E-05,7.92E-06,12.35,16.77,7.45,6.28,16.5,49.460938,59.898438,309.28125
264.906891,929.39325,285.472198,929.363281,21.5134449,285.472198,8.72E-06,7.11E-07,12.02,13.33,9.9,9.37,15.0234375,45.132812,54.898438,302.65625
264.996918,928.937561,286.928528,928.934021,36.6189117,286.928528,1.48E-05,4.06E-06,12.89,16.55,9.95,9.22,14.2421875,42.78125,51.875,289.41406
264.375397,927.784851,288.10025,927.767578,41.7959175,288.10025,1.69E-05,3.99E-06,13.92,17.62,10.05,10.63,13.0625,39.5625,48.625,277.3047
264.405731,927.25116,283.971069,927.244873,80.4167557,283.971069,3.26E-05,3.78E-06,9.8,14.38,3.85,2.46,11.96875,36.601562,45.078125,258.6953
262.755463,924.98407,284.495758,924.975769,63.1221275,284.495758,2.56E-05,7.17E-06,11.31,16.36,4.18,2.24,11.78125,36.648438,44.234375,240.46875
264.350861,925.973755,282.231506,925.949158,23.7534389,282.231506,9.63E-06,7.07E-07,7.67,9.5,4.75,6.15,11.1171875,35.0625,43.0625,227.20312
263.749939,924.843262,284.921844,924.842651,44.6865616,284.921844,1.81E-05,5.51E-06,11.54,16.71,5.3,5.95,12.5546875,36.65625,43.523438,217.38281
263.21933,923.75531,284.655457,923.744507,33.53722,284.655457,1.36E-05,2.69E-06,10.42,13.7,5.8,7.52,12.484375,35.882812,43.742188,210.99219
262.683807,922.615417,285.698181,922.614319,31.7177868,285.698181,1.29E-05,4.56E-06,13.05,17.89,5.93,7.99,11.953125,34.210938,41.632812,201.23438
261.949829,921.246887,287.236481,921.245483,44.9982948,287.236481,1.82E-05,4.89E-06,13.27,18.02,9.68,9.27,11.25,32.976562,40.109375,190.53906
261.643982,920.296692,287.072327,920.259338,40.0262756,287.072327,1.62E-05,2.89E-06,12.29,15.04,9.77,10.02,10.4375,31.75,38.632812,182.14062
260.9104,918.854858,286.652863,918.852234,88.7919312,286.652863,3.60E-05,6.14E-06,10.97,17.31,4.58,3.27,10.3671875,31.382812,37.867188,175.92188
259.048401,916.177124,284.549805,916.177002,62.4425545,284.549805,2.53E-05,5.40E-06,9.81,16.15,2.89,1.47,10.0234375,30.875,37.382812,172.51562
258.100769,914.312622,285.118073,914.300354,50.1240425,285.118073,2.03E-05,4.76E-06,11.27,16.85,3.53,3.96,9.6484375,30.117188,36.445312,170.75781
260.192932,915.763367,282.427338,915.723389,14.3392239,282.427338,5.81E-06,4.20E-07,10.1,13.78,6.98,7.72,9.453125,29.625,35.78125,169.15625
261.044525,916.258667,283.096802,916.247314,61.1608467,283.096802,2.48E-05,2.32E-06,9.1,14.84,2.49,2.26,9.7265625,30.148438,36.101562,167.75
260.20636,915.145081,278.523895,915.144897,75.5366974,278.523895,3.06E-05,3.73E-06,3.34,9.21,-1.43,-9.7,12.1171875,35.625,40.953125,169.07031
259.124817,913.695435,280.24704,913.695374,40.2184563,280.24704,1.63E-05,2.88E-06,5.55,11.6,-1.07,-2.64,12.25,35.726562,42.84375,175.99219
258.69516,912.834839,282.75116,912.834839,35.7004051,282.75116,1.45E-05,2.88E-06,8.09,13.37,-0.29,2.4,11.1484375,32.703125,39.726562,176.75
259.430145,913.163635,283.146973,913.131226,28.8707714,283.146973,1.17E-05,1.13E-06,8.31,10.13,5.2,5.78,10.1484375,30.648438,37.1875,171.67188
261.69043,915.158813,279.170288,915.149841,29.894804,279.170288,1.21E-05,7.86E-07,4.98,8.42,0.35,2.03,14.4609375,41.421875,46.765625,174.13281
261.882355,915.24469,281.572205,915.22467,24.5628719,281.572205,9.96E-06,1.16E-06,7.28,11.02,0.94,4.67,16,45.976562,54.945312,201.25
263.636841,916.990051,281.049042,916.9375,19.7589149,281.049042,8.01E-06,2.46E-07,6.53,7.79,3.91,5.55,15.65625,45.054688,54.007812,223.97656
263.419037,916.786621,277.750275,916.784485,55.0094147,277.750275,2.23E-05,1.81E-06,2.8,5.82,-0.22,-5.85,16.757812,49.257812,57.59375,229.75
262.363678,915.733215,281.527985,915.723328,41.9644012,281.527985,1.70E-05,2.53E-06,6.07,9.16,-0.08,0.04,15.84375,47.445312,57.15625,233.02344
262.332489,915.64679,282.853424,915.639343,26.2389832,282.853424,1.06E-05,1.94E-06,8.49,12.82,4.67,4.46,15.234375,45.21875,54.125,227.33594
262.258972,915.517944,281.429016,915.500427,18.037632,281.429016,7.31E-06,9.57E-07,7.9,11.18,4.21,5.69,14.1171875,42.007812,50.890625,215.69531
262.587311,915.7948,283.807068,915.765503,27.7239113,283.807068,1.12E-05,1.32E-06,8.72,11.47,4,6.81,12.796875,38.25,46.523438,201.63281
265.674835,919.000061,279.851074,918.985168,47.2240105,279.851074,1.91E-05,7.89E-07,5.82,8.81,2.29,0.16,13.21875,39.34375,46.640625,191.99219
264.566772,918.111023,279.799164,918.109802,35.2394104,279.799164,1.43E-05,2.57E-06,6.63,11.02,1.96,-1.73,14.21875,43.273438,51.125,197.15625
264.022247,917.67572,281.441162,917.671753,24.001709,281.441162,9.73E-06,1.71E-06,6.44,11.67,0.76,2.81,14.4453125,42.148438,50.679688,205.04688
262.838745,916.53833,281.828583,916.537842,66.0026932,281.828583,2.68E-05,3.91E-06,6.04,12.72,1.1,-1.69,13.9140625,39.5625,47.640625,201.09375
261.974945,915.63623,281.886932,915.608032,31.2727795,281.886932,1.27E-05,1.66E-06,7.12,11.52,1.94,2.32,12.765625,36.46875,44.054688,190.39062
262.349854,915.928833,281.156097,915.891968,18.4523888,281.156097,7.48E-06,5.35E-07,7.05,9.44,4.95,4.94,12.078125,34.671875,41.476562,179.69531
262.599121,916.102234,280.965027,916.080994,32.5175858,280.965027,1.32E-05,8.42E-07,7.88,10.34,4.73,4.63,11.5859375,33.703125,40.242188,171.98438
261.791718,915.218445,277.021027,915.215881,61.1932449,277.021027,2.48E-05,1.34E-06,2.98,5,0.71,-5.53,11.3359375,32.875,39.398438,167.59375
260.953705,914.243896,277.879395,914.240417,30.2183361,277.879395,1.23E-05,1.24E-06,2.79,7.08,-0.35,-2.67,10.8359375,32,38.5,165.5
262.15509,915.293152,276.797791,915.272217,27.3887424,276.797791,1.11E-05,1.87E-07,1.96,3.91,-0.26,-0.13,10.25,30.695312,37.054688,163.71094
263.144501,916.261169,275.437805,916.259521,57.039341,275.437805,2.31E-05,1.18E-06,0.76,4.12,-1.74,-8.97,10.625,33.289062,39.929688,165.30469
262.236877,915.334045,275.709625,915.333984,28.1055279,275.709625,1.14E-05,1.17E-06,2.5,6.7,-1.32,-6.89,10.21875,32.148438,39.742188,172.55469
261.940399,914.971313,276.699646,914.97113,30.0274525,276.699646,1.22E-05,7.18E-07,0.75,5.69,-3.34,-4.4,9.78125,30.445312,37.421875,171.67188
261.313202,914.249207,277.867371,914.244324,30.5840015,277.867371,1.24E-05,1.28E-06,2.91,7.72,-2.01,-3.7,9.4609375,29.445312,35.804688,165.21875
261.328247,914.139954,276.400299,914.124634,14.4360094,276.400299,5.85E-06,5.06E-07,3.22,6.57,0.34,-0.79,9.234375,28.789062,34.851562,159.25781
262.491608,915.208801,276.50528,915.161499,15.4006243,276.50528,6.24E-06,1.50E-07,1.9,4.63,-0.9,0.6,9.1171875,28.4375,34.34375,155.3125
263.53775,916.126099,278.399384,916.11554,20.2814007,278.399384,8.22E-06,7.78E-07,2.22,8.06,-2.14,-1.63,9.6640625,30.1875,35.90625,153.89844
263.913605,916.379761,276.720367,916.368164,28.8632889,276.720367,1.17E-05,2.50E-07,2.02,6.96,-3.84,-2.12,9.4296875,29.429688,35.726562,154.78906
263.274445,915.621521,277.161499,915.60321,24.384737,277.161499,9.89E-06,9.70E-07,2.95,6.76,-3.27,-4.68,9.125,28.484375,34.515625,153.89844
262.814636,914.986145,277.809845,914.981262,42.3620529,277.809845,1.72E-05,1.03E-06,2.6,8.71,-2.79,-3.59,8.9296875,27.859375,33.742188,151.65625
261.919067,913.87738,279.110992,913.866821,31.6826897,279.110992,1.28E-05,1.25E-06,3.48,8.32,-0.92,-2.07,8.8046875,27.539062,33.289062,149.1875
261.925598,913.624023,278.532471,913.611938,25.5894451,278.532471,1.04E-05,4.96E-07,3.63,8.53,-1.97,-0.12,8.71875,27.296875,32.984375,147.32812
261.450989,912.864868,277.88446,912.864563,24.3777637,277.88446,9.88E-06,1.20E-06,3.47,8.38,-2,-3,9.140625,27.671875,33.109375,145.98438
261.13739,912.264771,278.703613,912.25885,22.353241,278.703613,9.06E-06,9.77E-07,4.54,8.28,-1.59,0.47,9.2890625,27.71875,33.304688,145.07031
261.128479,911.976318,278.252258,911.952637,18.6282749,278.252258,7.55E-06,4.09E-07,3.89,6.45,2.36,0.78,9.0390625,27.28125,32.898438,144.20312
261.063782,911.601135,278.08728,911.595032,16.6223907,278.08728,6.74E-06,8.34E-07,4.51,9.24,-0.02,0.07,8.765625,26.867188,32.429688,142.98438
261.698486,911.980652,277.704437,911.958435,18.8572483,277.704437,7.65E-06,1.75E-07,3.58,6.16,0.65,1.38,8.578125,26.585938,32.140625,141.72656
262.983887,913.072083,276.723633,913.039001,13.7991629,276.723633,5.59E-06,1.15E-07,2.28,4.25,0.94,1.13,8.46875,26.3125,31.851562,141.3125
264.51535,914.589905,275.847961,914.54718,11.7037001,275.847961,4.75E-06,7.24E-08,2.03,3.76,-0.06,0.46,8.484375,26.257812,31.65625,142.17969
264.483826,914.599548,277.619507,914.586853,14.3972197,277.619507,5.84E-06,6.80E-07,3.3,8.78,-0.72,0.31,8.4140625,26.046875,31.46875,143.69531
264.747498,914.943237,277.175751,914.924927,12.2539968,277.175751,4.97E-06,1.59E-07,2.27,6.26,-2.01,0.47,8.3046875,25.796875,31.179688,143.25781
264.593506,914.872498,277.668884,914.860779,21.8803959,277.668884,8.87E-06,4.37E-07,3.65,8.24,-1.78,0.65,8.234375,25.570312,30.914062,141.32031
264.016388,914.334229,275.334473,914.325684,28.2097588,275.334473,1.14E-05,4.14E-07,1.73,6.04,-1.52,-5.42,8.1953125,25.398438,30.6875,139.25781
263.815002,914.119385,276.103668,914.10144,21.8267078,276.103668,8.85E-06,3.70E-07,2.35,5.24,-0.07,-1.8,8.1171875,25.1875,30.453125,137.55469
265.297852,915.661621,275.248444,915.629639,13.2884016,275.248444,5.39E-06,5.29E-08,1.13,2.92,-0.07,-0.01,8.0390625,24.96875,30.203125,136.5
266.369202,916.973877,274.927399,916.962524,25.2399845,274.927399,1.02E-05,1.65E-07,-1.04,2.84,-5.22,-3.71,8.1328125,25.804688,31.328125,137.21094
265.280792,916.13147,272.74292,916.131226,37.3706207,272.74292,1.52E-05,3.37E-07,-1.01,3.73,-5.29,-9.28,7.9609375,25.34375,31.296875,139.53125
264.155609,915.085754,270.305023,915.085571,34.4670868,270.305023,1.40E-05,1.31E-07,-2.46,2.08,-5.98,-14.59,7.8515625,24.703125,30.304688,139.0625
263.414398,914.308777,273.482819,914.298523,25.1286221,273.482819,1.02E-05,1.89E-07,-1.25,2.31,-5.24,-8.54,7.7734375,24.265625,29.546875,135.84375
263.345459,914.142456,273.786438,914.13269,16.5933113,273.786438,6.73E-06,1.33E-07,-0.65,3.72,-4.5,-4.46,7.6953125,24.007812,29.148438,132.63281
263.133423,913.843689,273.509491,913.808899,17.2960739,273.509491,7.01E-06,2.04E-07,-0.13,3.18,-4.49,-5.68,7.6171875,23.765625,28.851562,130.45312
263.25235,913.836914,272.629547,913.818665,19.2386112,272.629547,7.80E-06,1.11E-07,-1.78,1.28,-4.37,-5,7.546875,23.53125,28.570312,128.96094
263.415039,913.919373,273.529816,913.885437,13.3897247,273.529816,5.43E-06,5.04E-08,-0.29,1.81,-2.2,-3.06,7.46875,23.304688,28.296875,127.6875
263.366699,913.794006,271.759338,913.783936,57.0939865,271.759338,2.31E-05,1.79E-07,-2.11,1.69,-6.19,-13.05,7.3984375,23.078125,28.023438,126.375
261.877563,912.167053,269.164001,912.166382,46.8763885,269.164001,1.90E-05,1.57E-13,-4.8,-2.13,-6.42,-23.67,7.328125,22.851562,27.75,125.125
261.16925,911.217468,270.394592,911.217468,19.3736172,270.394592,7.85E-06,2.07E-07,-1.06,2.79,-5.35,-14.66,7.25,22.625,27.476562,123.97656
261.133972,910.911865,271.083008,910.911743,13.2312107,271.083008,5.36E-06,2.30E-07,-0.17,3.57,-3.05,-7.73,7.1796875,22.398438,27.210938,122.828125
261.053833,910.558594,272.85144,910.558594,20.33218,272.85144,8.24E-06,2.88E-07,0.05,4.68,-4.52,-6.77,7.109375,22.179688,26.9375,121.64844
260.742188,909.969299,270.963806,909.956055,32.1175537,270.963806,1.30E-05,2.15E-08,-2.79,-0.55,-4.79,-15.22,7.046875,21.96875,26.671875,120.46875
260.634277,909.602905,270.585052,909.551331,22.3967171,270.585052,9.10E-06,1.91E-08,-3.02,-0.47,-4.34,-10.38,6.96875,21.75,26.421875,119.265625
260.637817,909.737122,270.168701,909.255432,10.9402294,270.168701,4.90E-06,2.08E-08,-2.36,-0.06,-4.31,-7.34,6.90625,21.53125,26.15625,118.140625
260.843414,909.66095,271.554199,909.172424,12.424922,271.554199,5.21E-06,1.30E-07,-0.65,1.93,-2.6,-6.81,6.84375,21.3125,25.90625,117.046875
261.001862,909.431458,272.94519,909.07019,18.5603561,272.94519,7.70E-06,1.61E-07,0.14,3.21,-2.25,-6.33,6.765625,21.109375,25.640625,115.953125
260.898956,908.960876,273.958649,908.717041,19.9088497,273.958649,8.20E-06,2.73E-07,1.68,5.12,-1.86,-6.6,6.703125,20.90625,25.390625,114.765625
260.473755,908.19928,272.956329,908.030701,25.0682411,272.956329,1.04E-05,3.57E-07,0.46,4.07,-2.23,-10.3,6.640625,20.703125,25.171875,113.734375
