asst,lhnf,sst,Evap,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,runoff
300.399536,88.3465805,300.399536,3.58E-05,1.53E-05,26.44,30.07,24.32,23.64,178.76562,423.60938,489.23438,1590.7344,2102.5,5330.5938,5303.1875
298.357208,22.4804001,298.357208,9.11E-06,3.09E-06,25.24,27.77,23.29,23.55,200.75,509.76562,601.125,2055.3594,2710.6719,6145.547,5988.5625
302.448395,169.249756,302.448395,6.86E-05,3.30E-05,27.2,31.19,24.11,23.17,186.1875,478.34375,570.375,2093.1875,3047.4844,6850.2188,6769.7812
301.497192,110.065781,301.497192,4.46E-05,2.25E-05,28.58,32.21,25.58,23.54,162.59375,418.60938,499.54688,1877.9375,2952.5781,6788.5156,6842.047
302.397552,193.24231,302.397552,7.83E-05,4.89E-05,29.47,33.36,25.76,23.68,144.1875,373.10938,444.26562,1672.0469,2690.3906,6338.6562,6445.203
303.264618,172.469818,303.264618,6.99E-05,4.31E-05,29.75,33.98,26.4,24.81,130.59375,343.90625,408.15625,1548.3438,2440.0938,5850.5312,5961.2344
303.64267,189.124847,303.64267,7.67E-05,4.14E-05,30.1,34.57,26.58,23.89,118.59375,316.5,375.90625,1475.7969,2257.9688,5463.1406,5552.797
302.220337,189.827957,302.220337,7.70E-05,3.60E-05,28.66,34.22,22.79,22.72,109.515625,290.85938,346.3125,1397.1406,2119.2656,5160.3594,5239.172
299.105591,146.317276,299.105591,5.93E-05,3.61E-05,25.33,29.34,21.34,20.75,108.15625,278.70312,329.67188,1298.8594,1982.7969,4899.875,4969.9844
301.280273,173.035202,301.280273,7.02E-05,4.27E-05,27.23,31.59,23.63,21.89,99.046875,253.76562,302.03125,1200.9062,1834.8438,4672.6406,4737.3594
303.275269,173.935226,303.275269,7.05E-05,3.69E-05,28.08,32.28,23.42,23.92,88.875,227.45312,270.89062,1086.125,1680.1875,4430.375,4506.1094
298.494171,48.517952,298.494171,1.97E-05,8.00E-06,24.96,28.34,21.99,22.54,83.5,212.20312,251.73438,984.9219,1530.0469,4100.953,4194.2656
300.208466,138.572678,300.208466,5.62E-05,3.37E-05,26.48,30.27,22.81,22.37,76.578125,196.01562,232.82812,905.375,1397.2188,3769.6562,3855.5469
301.537109,133.180756,301.537109,5.40E-05,3.35E-05,26.95,30.32,23.5,22.92,69.265625,177.46875,211.23438,812.5625,1267.5938,3478.4062,3557.5625
300.143677,111.8815,300.143677,4.54E-05,2.29E-05,27.24,31.35,24.13,23.15,63.640625,161.5,191.46875,731.5,1133.2344,3148.5,3229.7344
301.921051,174.014053,301.921051,7.06E-05,4.58E-05,28.95,33.36,25.49,22.85,56.984375,145.73438,172.95312,670.5156,1017.4375,2821.7031,2891.7969
302.374573,176.761459,302.374573,7.17E-05,4.66E-05,29.29,34.22,24.99,23.66,55.65625,137.59375,162.90625,633.78125,950.8594,2599.7031,2633.2656
296.775269,131.908264,296.775269,5.35E-05,1.38E-05,24.22,30.41,19.41,19.43,71.671875,177.40625,204.71875,679.7969,1079.3906,2762.3438,2686.1406
296.29837,95.5474701,296.29837,3.87E-05,1.98E-05,22.69,27.63,19.36,18.65,86.609375,216.14062,251.5,855.375,1302.8281,3293.3281,3182.2656
299.654907,116.598701,299.654907,4.73E-05,2.86E-05,26.02,30.21,20.95,21.66,88.75,218.14062,256.51562,921.9844,1485.8594,3722.2031,3667.8125
301.423859,114.710304,301.423859,4.65E-05,2.89E-05,27.5,31.56,23.49,22.79,81.140625,198.90625,235.3125,855.2969,1487.1094,3794.1562,3828.8594
300.744995,113.55957,300.744995,4.60E-05,2.50E-05,27.38,32.69,23.43,23.36,73.6875,181.375,214.46875,773.7344,1365.7031,3534.8438,3617.2812
299.618286,104.081581,299.618286,4.22E-05,2.31E-05,25.29,29.21,22.53,22.83,69.421875,173.29688,204.5,716.78125,1256.0156,3228.6875,3296.8125
299.931519,106.231522,299.931519,4.31E-05,2.42E-05,26.68,30.22,23.43,23.24,63.59375,159.625,189.65625,676.28125,1162.9062,3004.4844,3055.25
302.63501,158.289154,302.63501,6.42E-05,3.57E-05,28.84,32.75,25.25,23.96,56.984375,143.90625,170.84375,623.6094,1077.3438,2786.8594,2838.3594
303.47998,160.266022,303.47998,6.50E-05,3.46E-05,29.66,34.39,25.22,23.84,52.125,130.76562,155.34375,570.3281,995.7344,2573.25,2625.5938
304.600189,202.97467,304.600189,8.23E-05,3.98E-05,30.3,35.33,25.35,24.44,47.578125,119.5625,142.35938,526.4375,914.2969,2359.8125,2411.9219
304.963257,215.043594,304.963257,8.72E-05,3.17E-05,30.23,35.53,25.8,23.99,43.453125,108.421875,129.45312,483.60938,841.5469,2160.7031,2212.2969
303.248169,199.882462,303.248169,8.10E-05,4.80E-05,30.55,36.12,25.88,22.79,39.515625,98.640625,117.984375,442.1875,772.90625,1972.3125,2021.2344
301.847565,134.335007,301.847565,5.45E-05,3.38E-05,29.02,34.35,24.31,23.06,35.734375,89.125,106.796875,406.28125,708.6875,1802.6094,1847.6875
301.365631,131.716034,301.365631,5.34E-05,3.14E-05,28.31,32.4,24.44,23.33,32.390625,80.890625,96.984375,372.75,653.59375,1662.0625,1700.4375
301.487244,121.3638,301.487244,4.92E-05,3.30E-05,28.65,32.35,25.08,23.6,29.171875,72.8125,87.53125,343.25,604.3594,1543.2969,1579.2656
303.092102,172.756226,303.092102,7.00E-05,4.00E-05,29.82,34.09,25.89,23.56,26.1875,65.28125,78.609375,314.57812,558.3281,1430.4062,1465.1406
302.284546,205.516037,302.284546,8.33E-05,5.37E-05,30.36,35.16,26.09,21.53,23.75,59.140625,71.375,289.28125,513.65625,1324.6562,1359.5938
301.012756,189.332581,301.012756,7.68E-05,4.55E-05,29.36,34.76,24.48,21.37,21.546875,53.734375,65.234375,268.25,471.20312,1217.5469,1253.4688
299.452545,82.022316,299.452545,3.33E-05,1.61E-05,25.54,27.33,24.01,22.39,19.421875,48.765625,59.59375,248.67188,435.57812,1120.5938,1153.9688
300.386963,76.1734085,300.386963,3.09E-05,1.63E-05,27,30.74,24.79,23.07,17.765625,44.96875,55.109375,231.8125,409.60938,1041.8438,1070.2344
301.425049,148.399139,301.425049,6.02E-05,3.16E-05,29.31,34.31,25.76,22.78,16.828125,43.640625,53.265625,220.1875,396.625,993.9844,1011.09375
296.864624,147.394363,296.864624,5.98E-05,1.77E-05,24.43,27.63,20.88,17.96,27.703125,73.484375,81.171875,233.78125,415.1875,999.5625,998.375
296.941284,107.664413,296.941284,4.37E-05,2.45E-05,22.97,27.11,19.3,18.28,33.546875,87.3125,102.4375,301.92188,447.76562,1052.8125,1039.4375
299.131866,124.891144,299.131866,5.06E-05,2.82E-05,24.32,28.31,21.18,18.02,31.703125,81.828125,97.84375,347.23438,474.04688,1090.1094,1081.4531
296.385834,106.44725,296.385834,4.32E-05,2.07E-05,22.84,26.11,20.14,16.48,28.84375,74.828125,89.515625,345.01562,506.70312,1130.3125,1117.7656
294.294769,29.946003,294.294769,1.21E-05,3.33E-06,20.2,21.56,19.4,17.58,34.28125,79.109375,90.8125,325.10938,517.53125,1180.2656,1168.2969
294.320831,41.5615425,294.320831,1.69E-05,4.92E-06,20.18,22.02,18.53,17.41,36.109375,84,97.265625,313.23438,516.4375,1205.2188,1202.8906
295.202301,99.4636688,295.202301,4.03E-05,1.73E-05,21.37,25.61,18.04,16.2,35.03125,85.265625,99.171875,312.51562,507.73438,1204.2656,1210.0781
291.697113,8.634058,291.697113,3.50E-06,3.02E-07,19.18,20.33,17.92,16.96,32.5625,79.625,93.8125,316.40625,494.73438,1180.3906,1192
292.188019,49.4861565,292.188019,2.01E-05,7.78E-06,20.07,24.2,17.03,15.23,32.421875,78.109375,90.78125,311.6875,486.70312,1164.0156,1171.7812
293.491608,48.9925537,293.491608,1.99E-05,8.76E-06,19.17,21.17,17.52,15.78,30.75,74.21875,87.28125,310.92188,474.92188,1160.4844,1164.4531
292.771149,33.4409943,292.771149,1.36E-05,3.30E-06,18.39,19.38,17.67,15.88,28.046875,67.921875,80.515625,308.39062,463.10938,1162.9062,1164.9219
293.155121,25.2922821,293.155121,1.03E-05,2.73E-06,19.14,21.64,17.25,16.8,31.8125,79.65625,91.515625,312.07812,466.25,1173.6875,1173.0625
295.200287,85.7453537,295.200287,3.48E-05,1.76E-05,20.97,24.47,17.48,17.78,30.953125,79.015625,94.34375,335.84375,475.71875,1198.4062,1193.5781
298.429871,138.431763,298.429871,5.61E-05,3.19E-05,22.97,27.45,19.29,18.89,28.125,71.65625,86.03125,334.34375,480.95312,1221.4531,1218.3906
296.036835,51.4151917,296.036835,2.08E-05,1.02E-05,22.8,26.9,19.82,19.43,27.578125,69.5625,82.828125,316.8125,481.42188,1226.4688,1228.8438
295.068878,76.8754501,295.068878,3.12E-05,1.46E-05,22.24,26.34,18.72,18.59,26.078125,66.296875,79.625,306.96875,468.35938,1221.9844,1226.4844
294.779419,54.9393044,294.779419,2.23E-05,9.87E-06,22.2,26.57,17.67,17.97,23.65625,60.390625,73.140625,294.39062,445.32812,1203.4531,1213.3125
298.787659,141.351288,298.787659,5.73E-05,3.06E-05,24.17,28.69,20.15,18.87,21.25,54.484375,66.359375,276,422.07812,1161.9375,1178.7031
298.373566,98.6287003,298.373566,4.00E-05,2.18E-05,25.48,30.44,21.43,20.42,19.15625,49.640625,60.59375,257.21875,396.9375,1103.5469,1125.3594
298.771729,128.587448,298.771729,5.21E-05,2.60E-05,26.3,31.57,22.12,19.56,18.21875,48.984375,59.109375,242.65625,374.9375,1040.1719,1063.0938
297.956055,40.5037079,297.956055,1.64E-05,6.71E-06,24.12,27.77,22.1,21.7,17.140625,47.28125,57.90625,238.90625,368.4375,1004.1875,1017.5781
298.312775,54.3508873,298.312775,2.20E-05,6.43E-06,25.17,28.65,21.76,22.46,23.4375,54.375,62.484375,260.60938,395.375,1067.3594,1045.1719
294.428955,60.5187988,294.428955,2.45E-05,3.70E-06,22.15,25.63,20.45,17.61,38.59375,95.828125,104.390625,381.04688,469.14062,1346.8438,1264.3125
297.218384,54.9404259,297.218384,2.23E-05,8.54E-06,24.34,28.27,21.33,19.96,47.28125,120.03125,138.29688,562.9375,597.6719,1776.2031,1675.5
297.702942,83.4419403,297.702942,3.38E-05,1.63E-05,24.13,28.44,20.17,20,52.203125,129.92188,150.4375,666.7031,764.9531,2120.7031,2054.2188
298.03714,96.9833908,298.03714,3.93E-05,1.65E-05,25.3,28.82,21.36,19.29,48.546875,121.203125,142.01562,675.8594,881.90625,2294.1719,2265.25
294.428436,159.928558,294.428436,6.48E-05,2.18E-05,22.25,25.61,20.38,12.26,57.640625,151.3125,172.01562,722.5781,919.4844,2340.7344,2335.125
294.395142,145.106247,294.395142,5.88E-05,2.20E-05,22.51,27.51,19.13,12.54,60.65625,163.78125,190.76562,877.9844,978.46875,2402.6562,2386.9844
291.663483,70.737236,291.663483,2.87E-05,5.96E-06,19.05,22.32,17.51,12.54,54.609375,149.67188,176.73438,889.03125,1086.2969,2557.6719,2530.9844
289.274963,11.8487463,289.274963,4.80E-06,4.09E-07,15.81,17.54,14.19,13.61,49.328125,134.71875,158.76562,804.8906,1094.1562,2607.375,2614.0625
290.23056,43.7677612,290.23056,1.77E-05,5.58E-06,17.56,20.99,13.35,13.42,44.546875,120.953125,142.54688,730.46875,1021.15625,2518.2188,2545.0938
291.512604,48.02882,291.512604,1.95E-05,7.24E-06,18.62,22.41,14.41,14.66,40.359375,108.6875,127.890625,658.1094,930.4219,2375.9375,2411.25
290.881989,49.919529,290.881989,2.02E-05,8.67E-06,18.22,23.54,13.4,14.3,36.3125,97.859375,115.3125,599.4531,839.7031,2195.2656,2235.6562
294.809387,94.2659836,294.809387,3.82E-05,1.65E-05,21.67,26.71,15.17,14.88,32.609375,88.125,104.03125,544.4844,762.4219,2019.9844,2061.0312
291.444977,31.3286514,291.444977,1.27E-05,4.64E-06,20.41,26.29,14.39,13.79,29.609375,79.859375,94.265625,502.07812,696.25,1852.4688,1892.2188
291.260712,27.3116589,291.260712,1.11E-05,4.07E-06,18.61,22.55,14.17,15.75,26.703125,71.953125,85.21875,471.125,644.28125,1722.9844,1754.5781
293.817474,82.4316254,293.817474,3.34E-05,1.48E-05,20.36,24.54,14.99,16.04,23.96875,64.515625,76.6875,435.73438,601.8125,1614.7031,1644.1719
293.48114,52.705864,293.48114,2.14E-05,8.29E-06,20.74,24.87,16.7,16.76,21.59375,58.09375,69.3125,396.84375,560,1510.0156,1539.5938
291.929504,55.0131721,291.929504,2.23E-05,8.23E-06,18.99,23.71,14.74,16.35,19.625,52.875,63.25,360.82812,516.9375,1405.7969,1437.5781
293.553131,86.3702469,293.553131,3.50E-05,1.57E-05,20.43,26.13,15.31,15.28,18.109375,48.703125,58.34375,330.70312,475.20312,1303.0156,1335.5312
294.826172,96.6048889,294.826172,3.92E-05,1.70E-05,22.4,28.06,16.84,14.52,16.578125,44.8125,53.90625,304.51562,436.75,1207.6562,1238.7812
293.863251,94.396759,293.863251,3.83E-05,1.79E-05,22.71,28.63,15.73,15.58,16.09375,43.171875,51.25,281.85938,402.84375,1120.9375,1150.1719
293.819,75.630806,293.819,3.07E-05,1.37E-05,21.82,27.78,16.23,15.9,15.015625,40.75,48.875,267.5,373.92188,1045.9062,1071.8281
295.199005,82.5204315,295.199005,3.35E-05,1.65E-05,23.67,29.11,17.07,16.32,13.71875,37.78125,45.5,253.96875,350.64062,984.2344,1006.5
293.44635,88.6785049,293.44635,3.60E-05,1.59E-05,22.55,29.2,15.64,13.88,12.53125,35.0625,42.359375,237.57812,331.6875,929.2344,950.1094
293.416595,106.164452,293.416595,4.30E-05,1.85E-05,22.53,30,16.7,11.88,11.46875,32.6875,39.5625,220.46875,313.75,874.1719,895.6406
294.887939,98.6070633,294.887939,4.00E-05,1.57E-05,23.41,29,17.88,14.06,10.5625,30.75,37.21875,205.70312,295.67188,819.2656,841
290.686737,80.1258163,290.686737,3.25E-05,3.10E-06,18.24,20.7,16.24,9.82,11.875,35.03125,40.414062,202.17188,281.3125,768.33594,788.8047
287.924072,11.1729918,287.924072,4.53E-06,5.90E-07,15.05,18.02,13.49,12.3,12.953125,37.632812,44.289062,229.46875,280.9375,743.8203,756.9219
285.679291,3.74249077,285.679291,1.52E-06,4.29E-08,13.27,14.38,11.69,11.54,14.1640625,40.609375,47.664062,260.3672,310.1797,776.9531,770.0078
288.426575,48.0742874,288.426575,1.95E-05,4.51E-06,15.04,18.04,12.03,10.38,14.4453125,41.78125,49.921875,275.39844,355.78906,876.7422,848.47656
287.688385,25.7335358,287.688385,1.04E-05,2.42E-06,15.33,19.23,13.33,11.43,13.359375,38.726562,47.1875,274.625,376.89062,960.2031,942.59375
289.174042,45.1161842,289.174042,1.83E-05,5.87E-06,16.33,20.32,13.76,12.21,12.0390625,35,42.75,261.76562,378.84375,985.1875,986.28125
289.260956,40.3462906,289.260956,1.64E-05,4.35E-06,16.11,19.14,13.2,12.43,11.28125,32.851562,39.90625,244.25,367.6953,975.3594,986.03906
290.139526,60.1410217,290.139526,2.44E-05,7.73E-06,17.16,21.08,13,11.33,11.2890625,32.28125,38.78125,231.10938,349.77344,953.89844,966.96094
290.00766,51.5341644,290.00766,2.09E-05,7.20E-06,17.26,21.83,12.21,12.24,10.8125,31.226562,37.71875,222.80469,328.59375,927.85156,942.0703
290.375732,46.9419785,290.375732,1.90E-05,6.65E-06,17.83,22.39,12.96,13.28,10.09375,29.820312,36.039062,213.64844,308.96875,897.96094,912.8594
288.998077,44.981205,288.998077,1.82E-05,5.84E-06,16.95,22.78,11.25,12.03,9.5546875,28.867188,34.804688,202.41406,291.9375,864.02344,880.35156
290.596466,58.7550735,290.596466,2.38E-05,7.54E-06,18.29,23.23,11.79,10.93,9.234375,28.28125,34.054688,192.10156,276.6172,821.22656,840.4844
289.418091,39.6239662,289.418091,1.61E-05,3.28E-06,16.9,19.69,14.76,11.63,9.0859375,27.960938,33.632812,185.47656,263.57812,774.9219,794.9844
288.293213,53.3274727,288.293213,2.16E-05,6.04E-06,14.82,19.61,10.41,10.15,9.140625,27.828125,33.40625,185.10156,253.5625,735.46094,752.53125
290.348877,45.4246292,290.348877,1.84E-05,5.47E-06,15.48,17.64,11.26,12.28,9.0625,27.625,33.203125,187.91406,247.76562,712.6406,723.4375
288.376984,-4.37492657,288.376984,-1.77E-06,7.80E-09,15.26,16.15,14.3,13.9,9.375,27.773438,33.234375,191.95312,254.14844,714.9922,717.1875
287.271454,2.82704973,287.271454,1.15E-06,4.29E-08,14.67,15.46,13.21,12.39,11.609375,33.851562,39.328125,210.17188,286.02344,761.8594,747.47656
287.877075,17.4741974,287.877075,7.08E-06,1.00E-06,14.92,16.22,13.28,12.43,15.078125,43.109375,50.21875,269.65625,331.16406,864.85156,832.0625
288.519775,44.3424377,288.519775,1.80E-05,4.61E-06,16.26,20.44,13,12,16.398438,45.882812,54.921875,329,373.6797,972.5781,943.28125
287.955963,18.8821526,287.955963,7.66E-06,5.17E-07,14.76,16.36,13.27,11.64,15.3671875,42.601562,51.828125,340.59375,421.7578,1042.5703,1027.2344
289.075134,39.0273933,289.075134,1.58E-05,2.51E-06,14.61,17.88,13.47,11.24,14.140625,38.820312,47.179688,323.78906,450.8828,1078.5703,1074.3203
288.085999,-1.95187008,288.085999,-7.91E-07,2.73E-08,14.24,15.11,13.44,13.02,13.609375,36.242188,43.734375,307.26562,450.53906,1087.125,1091.9062
288.520813,28.0033417,288.520813,1.14E-05,1.97E-06,14.65,18.64,11.76,11.61,16.125,41.484375,48,297.96875,446.25,1080.7188,1088.9297
286.968719,32.1952629,286.968719,1.31E-05,2.63E-06,14.01,18.41,10.32,10.91,15.8984375,41.09375,49.429688,300.8672,442.84375,1083.2656,1088.8828
288.360657,26.9082546,288.360657,1.09E-05,1.60E-06,14.02,15.26,11.66,11.42,14.421875,37.46875,45.382812,292.08594,431.72656,1071.4609,1082.1797
288.756348,11.9045153,288.756348,4.83E-06,5.90E-07,15.62,17.32,14.12,12.71,13.4765625,35.101562,42.3125,272.9297,417.76562,1040.9766,1057.1953
287.404175,48.8319359,287.404175,1.98E-05,3.48E-07,15.18,18.61,12.71,7.97,13.1015625,35.078125,41.90625,255.14062,399.2578,994.66406,1015.4922
286.888184,46.9254723,286.888184,1.90E-05,1.67E-06,13.08,14.78,11.48,7.19,14.0546875,36.445312,42.773438,245.14844,379.2578,940.96875,963.5547
285.387482,7.87562752,285.387482,3.19E-06,9.13E-08,11.61,12.37,10.8,9.67,13.9765625,36.210938,42.890625,240.57031,363.20312,892.3047,912.96094
285.508942,21.1053581,285.508942,8.56E-06,4.46E-07,11.98,12.91,10.8,7.67,13.703125,35.804688,42.242188,236.34375,355.95312,858.77344,874.4453
284.061859,24.399332,284.061859,9.89E-06,3.67E-07,11.89,12.96,9.11,7.45,13.375,35.273438,41.703125,230.78906,351.52344,839.33594,850.4844
283.569824,46.0808907,283.569824,1.87E-05,3.62E-06,12.22,17.45,6.92,5.08,12.71875,34.25,40.664062,225.27344,343.21094,821.41406,832.15625
284.845886,36.3831024,284.845886,1.48E-05,3.15E-06,11.65,16.18,6.31,7.74,11.671875,32.304688,38.789062,221.02344,332.35938,799.21094,811.28906
285.07193,35.136013,285.07193,1.42E-05,3.47E-06,12.94,18.45,6.19,8.23,10.6953125,30.59375,36.867188,213.04688,318.4375,771.0469,785.1797
284.517456,21.9253712,284.517456,8.89E-06,1.60E-06,12.24,17.82,7.4,8.43,9.9609375,29.328125,35.40625,202.47656,303.64844,737.15625,753.1719
284.96405,37.5333786,284.96405,1.52E-05,3.54E-06,14.11,19.49,7.36,8.11,9.4921875,28.375,34.234375,192.13281,287.79688,699.75,716.96875
286.65918,25.365963,286.65918,1.03E-05,1.92E-06,13.88,17.97,8.01,10.02,9.1875,27.65625,33.34375,182.82812,271.79688,661.1406,678.7969
286.716888,38.0640182,286.716888,1.54E-05,3.52E-06,14.2,19.05,10.51,9.95,9,27.101562,32.671875,175.25781,256.8828,624.1094,641.21875
286.988678,10.8915243,286.988678,4.42E-06,3.80E-07,14.1,16.5,12.23,11.06,8.8828125,26.726562,32.179688,169.88281,244.5,591.52344,606.96875
286.570496,9.92936897,286.570496,4.03E-06,1.25E-07,13.31,14.52,10.89,10.82,12.0703125,30.890625,35.09375,169.375,242.17969,572.8594,581.875
279.907806,38.885479,279.907806,1.58E-05,8.11E-10,7.56,10.43,4.23,1.05,15.71875,41.820312,47.351562,187.99219,260.8828,592.3047,585.28125
279.729736,33.7808533,279.729736,1.37E-05,1.39E-06,7.6,13.13,1.89,1.16,15.3125,43.34375,52.734375,230.63281,291.21094,651.0469,630.3125
281.713013,30.0832176,281.713013,1.22E-05,1.69E-06,9.2,14.02,1.84,3.93,13.765625,39.203125,48.53125,253.92188,319.22656,712.1172,693.1719
283.115906,51.6017761,283.115906,2.09E-05,1.59E-06,11.28,14.35,6.68,1.28,12.7890625,36.492188,44.445312,245.82812,342.25,748.1406,739.16406
280.159454,48.3585243,280.159454,1.96E-05,1.68E-06,9.34,15.07,4.57,-3.23,11.5625,33.546875,40.84375,228.00781,347.375,758.14844,758.8125
279.134308,40.9190788,279.134308,1.66E-05,1.66E-06,7.98,15,1.86,-2.11,10.3984375,30.546875,37.179688,209.96875,332.70312,741.97656,752.2422
280.384064,30.1603909,280.384064,1.22E-05,1.46E-06,8.24,13.99,1.67,1.46,9.578125,28.398438,34.421875,193.36719,309.21094,705.8047,722.9844
280.437561,25.4304581,280.437561,1.03E-05,1.50E-06,8.44,14.9,3.39,3.21,9.1875,27.1875,32.851562,179.69531,284.85938,661.5078,681.46875
282.345428,26.3759136,282.345428,1.07E-05,1.69E-06,9.02,15.25,3.32,4.76,8.9609375,26.703125,32.242188,170.10156,262.875,617.4844,637.4375
282.110901,24.2413521,282.110901,9.83E-06,1.29E-06,9.02,15.1,3.62,4.99,9.078125,27.3125,32.601562,164.63281,244.99219,578.03906,596.4219
281.319122,32.6477966,281.319122,1.32E-05,2.19E-06,10.9,17.84,3.29,4.21,8.953125,27.078125,32.703125,162.96875,231.66406,545.125,561.10156
284.211334,38.6578369,284.211334,1.57E-05,7.84E-07,11.92,15.4,3.3,4.52,8.7265625,26.296875,31.804688,161.76562,222.92188,519.21875,532.3672
281.085266,48.3710022,281.085266,1.96E-05,2.39E-06,10.14,17.37,3.85,-0.08,9.078125,26.242188,31.398438,159.50781,218.11719,500.4453,510.60156
281.241455,23.7226868,281.241455,9.62E-06,1.31E-06,9.32,15.34,3.31,6.11,8.9609375,26.101562,31.34375,157.5625,215.07031,488.09375,495.6172
285.134216,26.9428806,285.134216,1.09E-05,1.34E-06,11.77,15.16,3.2,6.32,8.6796875,25.65625,30.859375,156.02344,212.42188,479.7422,485.5547
281.098541,55.8824539,281.098541,2.27E-05,1.35E-07,10.42,13.19,5.99,-2.37,9.2109375,26.054688,30.921875,154.49219,209.92969,473.125,478.10938
279.76236,45.9660301,279.76236,1.86E-05,1.44E-06,9.14,13.57,5.23,-2.87,9.15625,26.03125,31.140625,153.6875,207.78906,467.53906,472
278.950287,38.3127441,278.950287,1.55E-05,4.34E-07,7.51,13.14,2.49,-1.84,8.6953125,25.367188,30.5,153.1875,205.97656,462.8203,466.98438
279.308838,31.0593071,279.308838,1.26E-05,9.46E-07,6.92,11.8,2.88,1.69,8.453125,24.914062,29.9375,151.85156,204.53125,458.70312,462.59375
279.657562,24.7461967,279.657562,1.00E-05,1.01E-06,7.19,12.59,2.72,2.12,8.34375,24.625,29.5625,150,203.26562,455.125,458.79688
281.253174,24.6939697,281.253174,1.00E-05,9.52E-07,8.37,12.98,2.94,3.18,8.25,24.375,29.25,148.20312,201.65625,451.6875,455.29688
280.469513,28.031208,280.469513,1.14E-05,8.94E-08,8.45,11.71,4.56,1.03,8.171875,24.125,28.96875,146.625,199.65625,447.92188,451.67188
277.865387,22.8814793,277.865387,9.28E-06,3.87E-07,6.5,11.07,-0.27,0.05,8.09375,23.90625,28.703125,145.21875,197.67188,443.875,447.76562
278.07724,23.6714592,278.07724,9.60E-06,9.00E-07,6.25,12.57,-0.65,0.53,8.015625,23.6875,28.4375,143.875,195.76562,439.79688,443.6875
278.919617,12.7574749,278.919617,5.17E-06,1.40E-07,6.44,11.07,0.49,1.81,7.953125,23.453125,28.15625,142.54688,193.85938,435.875,439.67188
279.203003,22.2409477,279.203003,9.02E-06,6.54E-07,7.27,11.41,2.85,2.47,7.875,23.234375,27.890625,141.1875,192.01562,431.98438,435.76562
278.378784,11.5641079,278.378784,4.69E-06,4.42E-08,6.36,10.66,2.57,1.36,7.796875,23,27.609375,139.875,190.28125,428.0625,431.85938
279.544525,19.9152622,279.544525,8.07E-06,2.44E-07,7.12,11.11,2.64,2.1,7.71875,22.78125,27.34375,138.625,188.78125,424.26562,427.96875
278.193268,21.796339,278.193268,8.84E-06,4.20E-07,5.99,9.66,1.94,2.41,7.640625,22.5625,27.09375,137.48438,187.625,421.125,424.46875
278.613098,14.8708763,278.613098,6.03E-06,1.65E-07,6.14,10.02,1.43,2.11,7.578125,22.359375,26.84375,136.29688,186.48438,419.03125,421.92188
279.661652,19.9871502,279.661652,8.10E-06,4.43E-07,6.79,11.18,1.59,1.92,7.5,22.140625,26.609375,135.09375,185.0625,417.34375,420.07812
280.482849,19.4873543,280.482849,7.90E-06,4.58E-07,6.88,10.81,3.07,2.66,7.4375,22,26.40625,134.15625,183.45312,414.75,417.9375
280.241211,31.526823,280.241211,1.28E-05,2.26E-07,7.03,9.64,3.51,2.27,7.40625,21.90625,26.390625,133.65625,182.10938,411.14062,414.73438
277.327057,33.7409019,277.327057,1.37E-05,3.18E-07,5.73,10.29,1.58,-3.72,7.328125,21.703125,26.15625,133.3125,181.73438,408.09375,411.3125
276.614807,24.7921982,276.614807,1.01E-05,4.74E-07,4.54,9.02,-1.41,0.12,7.25,21.484375,25.859375,132.42188,181.625,406.4375,409.07812
277.147858,26.9285278,277.147858,1.09E-05,5.41E-07,4.53,10.19,-1.52,-2.18,7.1875,21.265625,25.609375,130.89062,179.98438,404.14062,407.15625
277.59729,20.0083065,277.59729,8.11E-06,4.27E-07,4.46,10.1,-1.45,-0.1,7.109375,21.0625,25.359375,129.375,178.04688,400.1875,403.92188
277.252136,24.0703678,277.252136,9.76E-06,7.66E-07,4.96,11.37,-1.84,-0.33,7.046875,20.84375,25.109375,127.984375,176.15625,395.65625,399.64062
277.56723,20.4606991,277.56723,8.30E-06,7.41E-07,5.04,11.38,-1.16,0.6,6.984375,20.640625,24.859375,126.671875,174.1875,391.21875,395.14062
279.140656,21.0240593,279.140656,8.52E-06,5.06E-07,5.65,10.39,-1.46,0.52,6.90625,20.453125,24.609375,125.421875,172.28125,386.90625,390.75
278.658997,28.8744793,278.658997,1.17E-05,5.61E-07,5.99,10.92,1.6,-1.56,6.859375,20.265625,24.390625,124.15625,170.4375,382.73438,386.53125
277.640747,29.7150192,277.640747,1.20E-05,1.08E-06,5.67,13,-1.51,-2.13,6.8125,20.09375,24.171875,122.953125,168.65625,378.70312,382.40625
278.566223,24.6481552,278.566223,9.99E-06,7.98E-07,5.95,12.57,-1.74,0.66,6.734375,19.890625,23.953125,121.8125,167.03125,374.84375,378.40625
280.164215,16.1314373,280.164215,6.54E-06,1.09E-14,7.24,9.63,5.3,3.89,6.671875,19.71875,23.71875,120.6875,165.5625,371.3125,374.75
279.851654,7.66501427,279.851654,3.11E-06,1.65E-09,7.11,8.81,5.63,5.02,6.625,19.578125,23.546875,119.8125,164.8125,368.6875,371.71875
277.973724,42.2259407,277.973724,1.71E-05,2.32E-08,6.87,9.66,3.48,-4.74,6.609375,19.59375,23.640625,119.65625,164.60938,367.29688,369.75
