ssm,rzsm,tws,asst,psm,sst,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,runoff
7.25477171,295.630157,1992.10034,291.363434,1992.04651,291.363434,9.99E-07,16.34,18.91,11.7,15.07,18.21875,35.78125,35.65625,162.28125,276.8125
6.04671001,304.252075,2001.45593,290.143341,2001.45483,290.143341,1.46E-05,17.13,23.27,11.07,8.73,32.09375,72.5625,75.625,184.875,340.96875
5.92333603,299.79837,1997.89734,292.732544,1997.89539,292.732544,1.84E-05,18.47,23.59,13.33,12.43,32.59375,78.3125,91.5,256.03125,361.59375
5.98426437,297.732513,1996.22681,287.668915,1996.21863,287.668915,7.45E-06,14.12,16.47,10.09,4.37,28.75,69.25,82.09375,301.5,378.84375
5.89034176,295.803711,1994.50244,289.927307,1994.49329,289.927307,1.16E-05,15.55,20.23,11.6,10.32,25.21875,60.53125,72,296.625,414.125
5.94760323,294.971619,1993.76001,287.942444,1993.73877,287.942444,3.78E-06,15.37,19,10.12,11.39,22.15625,52.96875,63.0625,273.9375,424.5625
5.81609631,292.70575,1991.50366,292.955261,1991.49841,292.955261,1.76E-05,17.74,23.33,13.09,12.42,21.0625,49.90625,58.5,250.03125,405
5.79269028,290.832031,1989.57422,293.039154,1989.57166,293.039154,1.24E-05,20.04,25.46,15.47,13.98,19.34375,45.6875,54.1875,233.625,374.25
5.95271635,289.668762,1988.24756,293.565002,1988.23596,293.565002,1.15E-05,20,25.8,14.14,14.9,17.4375,41.03125,48.6875,219.375,344.03125
5.67551899,288.203857,1986.57068,294.258972,1986.56934,294.258972,2.54E-05,20.29,28.21,14.42,12.34,15.875,37.5,44.3125,204.5,323.5
5.61952353,284.97699,1983.04712,295.767242,1983.04626,295.767242,1.97E-05,20.63,26.99,15.3,15.13,14.25,34.15625,40.4375,196.28125,309.375
5.48520994,281.502869,1979.13574,296.872406,1979.1333,296.872406,2.47E-05,22.56,27.94,17.46,14.34,12.71875,30.6875,36.5,191.28125,290.5
5.50236702,278.212067,1975.23157,294.41748,1975.22668,294.41748,1.90E-05,21.64,26.88,14.29,13.03,11.875,28.6875,33.96875,182.96875,273.90625
5.33192825,275.41922,1971.69495,294.430389,1971.69385,294.430389,2.29E-05,20.86,27.12,13.48,9.72,11.0625,27.03125,32.21875,179.6875,260.1875
5.23747778,271.510864,1966.90039,295.519653,1966.90015,295.519653,2.54E-05,22.03,28.24,16.06,9.3,10.28125,25.6875,30.5,180.625,247.75
5.34118986,268.800659,1963.14734,295.255066,1963.13745,295.255066,1.78E-05,22.6,28.25,16.48,11.36,9.53125,24.40625,29.125,178.21875,238.96875
5.68507957,272.583679,1965.86792,292.697876,1965.85938,292.697876,5.37E-06,19.22,23.52,15.53,15.23,9.09375,23.5,28,171.40625,233.96875
5.35100842,271.611877,1963.93298,296.500031,1963.92566,296.500031,1.35E-05,22.16,25.72,18.95,16.15,9.34375,23.40625,27.65625,162.40625,229.84375
6.29778337,278.15625,1969.54968,295.369812,1969.41956,295.369812,2.94E-06,20.54,23.22,17.78,18.65,9.15625,23.09375,27.4375,155.46875,224.59375
6.18127728,286.423157,1977.12756,295.596649,1977.02319,295.596649,3.79E-06,21.3,24.68,18.72,18.95,9.1875,23.0625,27.34375,152.5,224.375
6.38330984,298.209259,1988.87769,291.5336,1988.85449,291.5336,8.25E-06,16.86,19.94,13.83,11.3,12.9375,29.625,32.84375,152.53125,229.71875
5.77923632,294.120422,1985.10974,293.353302,1985.1095,293.353302,2.74E-05,20.9,25.6,15.57,11.36,17.40625,39,43.875,164.09375,236.875
5.79161072,291.062592,1982.07202,292.475403,1982.06958,292.475403,1.56E-05,19.81,25.07,15.08,12.7,17.21875,38.84375,46,191.84375,243.53125
5.65304852,287.110626,1978.0094,294.562225,1978.00891,294.562225,3.36E-05,21.21,27.57,15.75,12.46,15.5,34.71875,41.5,205.8125,249.96875
5.57333708,283.107849,1973.71106,294.931305,1973.70862,294.931305,2.82E-05,22.48,27.75,16.69,14.16,13.9375,31.28125,37.375,197.71875,260.125
5.46419048,279.163055,1969.28662,297.064209,1969.2854,297.064209,3.06E-05,23.71,29.97,18.14,14.34,12.65625,28.875,34.4375,182.9375,262.28125
5.39025402,275.488647,1964.96619,298.153931,1964.9613,298.153931,2.66E-05,25.31,30.18,21.63,15.32,11.5,26.8125,32.0625,169.59375,252.1875
5.50466442,274.437012,1963.12219,294.769684,1963.11584,294.769684,7.12E-06,21.7,25.1,17.39,15.95,11.125,25.5,30.25,159.53125,236.9375
5.36346626,272.649628,1960.49512,298.377441,1960.49414,298.377441,2.09E-05,24.48,30.92,19.53,17.16,11.96875,26.25,30.4375,151.46875,222.75
5.58362865,272.477661,1959.4458,295.818939,1959.42139,295.818939,6.07E-06,22.13,26.16,16.69,16.7,11.65625,26.03125,30.6875,146.03125,210.90625
5.37654257,272.08844,1958.31897,297.317719,1958.3158,297.317719,1.91E-05,23.72,30.91,18.12,15.17,10.78125,24.75,29.375,141.625,201.53125
5.40500546,270.676239,1956.31421,297.505829,1956.30518,297.505829,1.54E-05,24.45,29.28,20.16,16.94,9.9375,23.6875,28.15625,136.6875,193.90625
5.9211688,272.744049,1957.84448,295.089417,1957.73682,295.089417,3.58E-06,22.08,27.09,18.68,17.08,9.4375,22.96875,27.25,133.84375,189.75
6.46064377,286.647583,1971.32031,292.284973,1971.23218,292.284973,6.81E-07,18.05,20.66,13.9,17.47,15.65625,37.15625,40.0625,140.96875,197.21875
5.66291332,286.685425,1971.30237,295.604553,1971.30042,295.604553,3.43E-05,22.47,27.95,16.42,15.5,26.625,64.25,71.90625,185.53125,219.875
5.59268379,282.819061,1967.48621,297.717224,1967.48352,297.717224,3.14E-05,23.69,29.29,18.7,16.71,27.8125,68.0625,81.8125,271.5625,247.3125
5.68391657,280.965363,1965.55371,297.638458,1965.52417,297.638458,1.83E-05,23.8,27.58,20.43,19.19,25.59375,61.5625,74.53125,317.90625,294.09375
5.95895338,280.492126,1964.90234,297.603058,1964.86877,297.603058,2.16E-05,23.92,28.51,19.9,18.9,25.9375,62.84375,74.65625,323.40625,361.53125
6.04440928,289.246002,1973.6969,295.910126,1973.66248,295.910126,1.14E-05,21.15,25.23,15.3,16.95,26.5625,66.40625,79.625,334.46875,414.28125
5.57978582,284.336517,1968.93005,298.143677,1968.92578,298.143677,4.35E-05,25.14,30.36,20.48,16.02,33.09375,77.09375,89.84375,361.3125,440.4375
5.65250874,282.002502,1966.55957,296.513824,1966.54956,296.513824,1.73E-05,22.81,26.59,17.26,17.61,32.53125,75.03125,90.03125,381.53125,455.28125
5.55140734,279.519287,1963.93726,297.166992,1963.92297,297.166992,2.37E-05,23.91,28.76,19.22,17.74,29.59375,67.40625,81.125,366.59375,467.96875
5.98102856,280.185699,1964.50818,295.829865,1964.35693,295.829865,4.28E-06,22.11,26.26,19.46,18.55,26.9375,60.4375,72.6875,334.375,463.90625
6.36423683,291.786316,1976.18726,293.239044,1975.95129,293.239044,3.77E-07,19.01,20.25,16.7,17.98,24.34375,54.1875,65.25,303.375,449.0625
5.88425589,292.574158,1977.10034,294.409607,1977.06702,294.409607,1.07E-05,20.72,25.52,17.06,16.92,22.28125,49.71875,60.09375,280.28125,432.46875
5.73275185,289.255707,1974.08411,297.483612,1974.08044,297.483612,3.27E-05,22.42,27.47,18.08,17.64,20.1875,44.96875,54.625,263.125,405.5625
5.7439785,286.757233,1971.78186,296.1203,1971.76782,296.1203,1.66E-05,22.95,26.33,19.08,18.55,18.125,40.375,49.125,245.9375,375.03125
5.59761333,283.278046,1968.36011,298.739899,1968.35486,298.739899,3.51E-05,23.92,29.01,19.72,18.84,16.34375,36.625,44.59375,228.375,347.46875
5.68520355,281.117737,1966.18347,297.540558,1966.09351,297.540558,2.03E-05,23.62,28.82,18.85,19.41,14.875,33.8125,41.125,210.125,321.59375
5.80075884,281.526245,1966.40442,297.878815,1966.30066,297.878815,1.69E-05,23.26,29.68,18.69,19.75,14.90625,36.125,42.28125,194.875,298.96875
5.72199154,281.300415,1965.92017,298.373932,1965.90137,298.373932,1.85E-05,23.31,28.4,19.79,20.86,16,38.375,45.375,191.3125,282.15625
5.60170984,279.603912,1964.04541,299.740051,1964.03796,299.740051,2.50E-05,25.57,31.37,20.49,20.67,18.03125,41.03125,48.03125,193.21875,269.9375
5.41757441,276.455566,1960.6438,300.275513,1960.6394,300.275513,3.41E-05,26.12,31.99,21.09,18.2,17.34375,39.3125,47.21875,194.625,262.40625
5.31206083,272.231262,1955.9989,298.127045,1955.99854,298.127045,3.04E-05,25.25,29.49,20.08,16.66,15.96875,35.96875,43.5,193.75,258.78125
5.24504614,268.380035,1951.5564,298.998169,1951.55334,298.998169,3.47E-05,23.93,28.89,18.83,17.21,14.53125,33.1875,40.1875,186.84375,256.9375
5.23726511,266.276276,1948.72656,297.319366,1948.72314,297.319366,1.95E-05,23.08,28.31,17.84,17.12,13.125,30.65625,37.21875,176.21875,250.78125
5.22383881,264.813599,1946.45984,297.065247,1946.45691,297.065247,1.61E-05,23.45,28.75,18.59,16.72,11.90625,28.53125,34.71875,165.4375,240.625
5.22657061,263.238342,1944.0282,298.53537,1944.01428,298.53537,2.01E-05,24.64,28.94,20.61,18.14,10.875,26.8125,32.71875,156.09375,228.53125
5.40222645,264.031158,1943.90222,297.963165,1943.88855,297.963165,1.35E-05,25.26,30.03,20.5,17.55,10.03125,25.65625,31.375,148.5,216.5625
5.5456233,265.745911,1944.74475,298.026489,1944.72021,298.026489,1.52E-05,24.24,30.69,19.46,19.92,10.15625,25.53125,30.9375,142.96875,206.75
5.26642227,265.14801,1943.10327,299.438782,1943.09497,299.438782,1.97E-05,25.96,30.81,21.41,19.69,11.84375,27.8125,32.875,141.75,200.15625
5.18086338,263.231384,1939.86633,300.800751,1939.85864,300.800751,2.32E-05,27.97,32.7,23.39,19.41,12.0625,28.375,34.21875,145.75,195.09375
5.31431007,262.458862,1937.71497,301.272186,1937.70923,301.272186,2.06E-05,28.87,34.11,23.2,19.38,11.3125,27.03125,32.875,148.1875,191.71875
5.85749817,264.433746,1938.40918,299.969666,1938.32117,299.969666,1.17E-05,26.13,31.82,22.28,21.74,10.5,26.09375,31.9375,146.25,193.65625
7.01848555,281.552155,1954.6167,297.728027,1954.4541,297.728027,1.72E-06,23.15,24.8,21.59,22.52,10.84375,27.6875,33.21875,147.125,207.34375
6.24454594,301.980164,1975.33484,296.900726,1975.32654,296.900726,2.62E-05,22.56,28.49,16.89,18.74,13.609375,35.8125,41.875,162.28125,240.4375
5.81752634,295.086823,1969.17261,300.251221,1969.1637,300.251221,5.49E-05,26.17,32.26,21.49,20.14,13.765625,37.015625,45.6875,198.75,270.73438
5.77484846,290.274841,1964.37048,300.100922,1964.35815,300.100922,3.51E-05,24.92,29.33,20.46,21.62,12.4375,33.109375,41.421875,219.51562,285.65625
5.69329786,286.285461,1960.16406,300.121796,1960.15222,300.121796,3.40E-05,25.33,30.79,20.58,21.49,11.15625,29.578125,36.9375,210.92188,299.98438
5.6211524,282.664551,1956.16516,300.842072,1956.15356,300.842072,3.18E-05,26.43,32.03,22.01,22.41,10.109375,27.03125,33.640625,191.85938,301.85938
5.584764,279.531769,1952.50464,301.92691,1952.49377,301.92691,3.19E-05,27.38,32.91,23.1,22.96,9.375,25.359375,31.421875,173.70312,286.84375
5.53713465,276.816528,1949.151,301.17514,1949.13049,301.17514,2.72E-05,27.41,31.93,23.35,22.02,8.890625,24.34375,29.984375,159.40625,264.96875
5.68632174,276.218292,1947.83191,299.882324,1947.80383,299.882324,1.81E-05,25.65,30.45,22.22,22.05,8.59375,23.796875,29.265625,149.125,244.20312
5.63536119,276.39679,1947.35376,299.665161,1947.26331,299.665161,1.56E-05,25.3,28.68,21.87,21.88,8.484375,23.6875,29.15625,142.23438,228.71875
5.95914078,278.386353,1948.65271,299.29541,1948.56665,299.29541,1.28E-05,25.56,29.95,21.75,22.17,8.484375,23.609375,29.015625,138.10938,216.5
6.13294554,282.149536,1951.92029,299.047974,1951.77161,299.047974,1.61E-05,24.9,29.69,21.66,22.39,9.203125,24.625,29.828125,136.01562,207.79688
6.2221055,289.218384,1958.67358,297.728821,1958.52612,297.728821,2.83E-06,23.12,25.13,21.11,21.85,11.03125,27.609375,33.03125,136.42188,204.95312
6.16563225,293.56897,1962.97058,299.336121,1962.86792,299.336121,1.41E-05,24.29,28.24,21.05,22.25,13.546875,31.0625,36.890625,140.0625,207.03125
5.95667696,293.179901,1962.72278,300.777771,1962.58655,300.777771,2.41E-05,26.1,30.58,22.96,23.32,13.84375,31.609375,38.328125,144.35938,209.70312
5.88610983,291.207458,1960.71985,301.02771,1960.61853,301.02771,2.44E-05,26.54,31.05,22.9,23.27,12.953125,29.984375,36.78125,144.92188,209.5
6.03230476,290.324707,1959.74158,300.582428,1959.63,300.582428,2.17E-05,26.19,30.83,22.51,23.48,12.03125,28.34375,34.828125,141.78125,208.60938
6.01840878,291.830994,1961.12476,300.240173,1961.05945,300.240173,1.73E-05,26.02,30.04,22.85,23.77,11.15625,27.078125,33.375,137.71875,206.67188
5.69992638,288.029816,1957.17212,301.520599,1957.16467,301.520599,4.43E-05,28.14,32.14,24.88,22.33,10.375,26.125,32.28125,134.1875,203.29688
5.61938524,282.843323,1951.68469,301.37616,1951.67676,301.37616,4.40E-05,28.16,32.11,23.77,22.51,9.703125,25.421875,31.46875,131.25,198.64062
5.60576534,279.278107,1947.63928,302.138397,1947.62036,302.138397,3.34E-05,28.01,32.27,23.47,22.84,9.1875,24.703125,30.625,128.82812,193.875
5.65192318,277.698456,1945.46667,301.883575,1945.43872,301.883575,2.26E-05,28.26,32.59,24.29,23.55,8.859375,24.234375,30.046875,126.75,190.48438
5.51693916,276.086151,1943.18738,302.358643,1943.17395,302.358643,2.72E-05,28.68,33.58,23.74,22.94,8.65625,23.921875,29.640625,125.21875,188.01562
5.51286697,273.374329,1939.74048,301.739563,1939.71143,301.739563,2.68E-05,27.46,33.85,23.21,22.55,11.09375,26.96875,32.015625,126.03125,186.1875
5.65546894,274.534546,1940.14685,299.50824,1940.08679,299.50824,7.40E-06,27.03,30.53,22.16,22.66,18.1875,39.203125,44.53125,135.71875,186.45312
5.42633533,272.681305,1937.48279,301.819641,1937.46594,301.819641,2.89E-05,28.39,33.97,24.15,22.1,20.65625,45.453125,54.34375,161.5625,190.20312
5.41178894,270.778015,1934.72559,301.329071,1934.70691,301.329071,2.18E-05,28.06,32.86,23.39,21.95,19.1875,42.453125,52.3125,185.10938,201.60938
5.31849194,268.690552,1931.70972,301.509247,1931.70166,301.509247,2.34E-05,28.54,33.68,22.9,20.53,17.296875,38.421875,47.625,188.65625,220.8125
5.19515657,265.73233,1927.7251,302.391235,1927.72095,302.391235,2.68E-05,30.39,35.23,25.15,21.08,15.828125,35.125,43.53125,181.54688,237.73438
5.42516232,264.408844,1925.29004,303.041107,1925.27551,303.041107,2.28E-05,29.7,35.33,25.7,22.84,14.484375,32.421875,40.25,172.5625,241.78125
5.78662395,267.473145,1927.29285,301.907257,1927.25244,301.907257,1.50E-05,28.34,34.06,23.84,23.49,13.203125,30.140625,37.46875,165.34375,236.46875
5.50089025,269.542816,1928.44653,301.979034,1928.38501,301.979034,1.53E-05,27.85,32.5,23.2,23.93,12.265625,29.40625,36.984375,158.71875,228.64062
5.92040491,272.042328,1930.10474,301.586487,1930.01685,301.586487,1.26E-05,26.97,32.61,23.23,24.06,11.75,28.84375,36.4375,153.15625,221.875
6.18939972,281.786499,1939.18616,297.766632,1939.15613,297.766632,1.11E-05,23.96,29.7,19.57,20.24,15.984375,36.125,41.984375,151.75,219.84375
5.46194363,278.755646,1935.73828,300.368347,1935.73584,300.368347,4.35E-05,27.15,33.54,21.98,20.06,23.53125,49.84375,57.65625,167.5625,225.96875
5.35791111,273.745941,1930.13855,300.768677,1930.13464,300.768677,4.29E-05,26.79,33.76,21.2,20.24,23.921875,51.078125,62.046875,206.4375,235.21875
5.39522839,270.93103,1926.56653,300.693878,1926.55896,300.693878,2.22E-05,26.25,31.57,22.45,21.38,21.71875,46.03125,56.34375,227.375,247.73438
5.37607956,269.825928,1924.65063,296.643738,1924.62756,296.643738,8.29E-06,24.05,27.82,22.21,18.08,19.6875,41.65625,50.96875,220.28125,268.45312
5.33288908,268.431824,1922.38708,298.600311,1922.36853,298.600311,1.67E-05,25.49,29.96,21.78,19.24,17.84375,37.828125,46.390625,203.23438,278.39062
5.50488997,268.213837,1921.26172,299.647064,1921.24731,299.647064,1.92E-05,26.1,31.97,21.25,20.9,17.75,36.078125,43.53125,185.98438,270.70312
5.27654886,266.595123,1918.73035,300.643921,1918.71313,300.643921,2.18E-05,26.93,31.94,22.83,20.84,17.71875,35.71875,43.109375,172.375,255.01562
5.32706785,265.90332,1917.07129,299.565033,1917.05334,299.565033,8.93E-06,26.45,30.18,23.22,21.83,16.453125,33.9375,41.46875,163.34375,238.75
5.3026619,265.023529,1915.22961,300.504517,1915.19092,300.504517,1.51E-05,26.61,30.88,22.25,21.59,15.234375,31.953125,39.03125,156.17188,224.79688
5.59032106,266.566589,1915.83826,299.276978,1915.75476,299.276978,6.43E-06,25.61,30.18,22.52,22.42,14.078125,30.34375,37.109375,149.6875,214.15625
5.28074646,266.385986,1914.67761,301.04834,1914.66138,301.04834,1.79E-05,27.02,30.75,23.78,21.9,13.328125,29.375,35.859375,144.125,206.0625
5.37969398,265.331024,1912.75342,300.479553,1912.6593,300.479553,1.19E-05,26.29,29.97,22.51,22.16,12.84375,28.8125,35.234375,140,199.54688
5.90672827,269.660339,1916.11523,299.312622,1916.0918,299.312622,8.80E-06,25.35,30.63,20.95,21.67,14.78125,31.15625,37.453125,138.625,193.9375
5.91547394,275.965454,1921.87207,298.888824,1921.74084,298.888824,4.08E-06,23.86,28.48,21.92,22.33,21.078125,45.796875,51.78125,145.14062,196.07812
5.77732897,277.714539,1923.02075,299.673187,1923.00452,299.673187,1.64E-05,25.27,31.42,22.65,19.89,23.875,57.46875,67.984375,172.40625,210.64062
5.38923264,275.659332,1920.48694,299.687653,1920.4834,299.687653,2.70E-05,25.54,30.17,21.24,17.47,30.859375,71.109375,82.5,210.67188,235.25
5.43917894,272.009705,1916.25671,299.30899,1916.23865,299.30899,2.22E-05,24.97,28.85,21.65,18.44,30.53125,70.078125,84.359375,243.875,265.9375
6.5156641,278.93399,1922.70813,296.838837,1922.57068,296.838837,3.02E-06,21.95,24.04,20.29,19.98,27.484375,62.390625,75.390625,247.5,295.84375
6.61210203,296.000153,1939.93201,297.588348,1939.76807,297.588348,6.96E-07,22.81,24.96,20.91,21.87,28.046875,61.265625,72.359375,235.4375,324.79688
6.07740068,297.011139,1941.74744,298.548767,1941.72034,298.548767,1.62E-05,24.45,28.75,20.07,21.6,28.015625,61.53125,73.09375,230.39062,352.85938
6.02186394,295.348846,1940.90942,297.915619,1940.88611,297.915619,2.01E-05,21.84,26.03,17.66,16.73,32.453125,68.328125,78.875,239.17188,368.04688
6.29157925,294.94455,1941.1825,296.422333,1941.11865,296.422333,1.93E-05,18.02,19.49,17.11,17.19,38.203125,78.609375,89.75,272.67188,381.04688
6.25709534,301.060669,1948.27393,293.727142,1948.24866,293.727142,5.76E-06,19.2,21.62,17.54,16.99,45.484375,94.21875,108.21875,315.95312,425.875
6.35105848,302.734619,1951.49805,293.591461,1951.31689,293.591461,2.85E-07,18.77,20.33,17.59,18.32,51.3125,104.21875,120.09375,365.29688,485.09375
6.50180721,306.476196,1956.82556,292.82428,1956.73022,292.82428,5.66E-07,18.31,20.53,16.29,17.37,46.859375,96.3125,113.21875,393.60938,530.3125
6.12267494,303.793182,1955.95569,296.383759,1955.91199,296.383759,2.55E-05,22.38,27.51,17.64,18.22,42.4375,86.28125,101.140625,374.73438,554.84375
6.29576302,304.830322,1958.6427,294.049316,1958.57202,294.049316,3.49E-06,19.18,21.2,17.57,18.46,38.390625,77.515625,91.0625,341.85938,542.8594
6.24227047,304.030273,1959.4585,293.416229,1959.41919,293.416229,1.80E-06,19.3,20.75,18.3,17.5,37.390625,75.671875,87.78125,320.98438,518.7344
6.31772089,305.898315,1962.99377,292.718811,1962.98303,292.718811,4.23E-06,18.12,22.28,14.44,15.68,42.875,88.890625,101.21875,329.75,503.65625
5.95221901,300.778259,1959.4115,296.581207,1959.41089,296.581207,3.16E-05,21.94,27.97,16.91,16.56,46.828125,98.546875,113.96875,378.95312,506.8125
5.91903591,296.536774,1956.09338,296.635101,1956.08374,296.635101,1.94E-05,21.82,25.88,17.58,18.14,43.328125,91.578125,108.171875,399.79688,530.40625
5.95320559,294.905243,1955.02844,296.488098,1954.9917,296.488098,5.69E-06,22.58,25.54,18.82,19.54,39.796875,83.890625,98.734375,377.59375,545.5
5.92773485,294.513794,1955.03369,296.00528,1955.02051,296.00528,1.01E-05,22.07,24.12,19.96,16.24,38.71875,80.859375,94.3125,355.875,532.5781
5.6666441,289.079346,1949.73633,294.625519,1949.73621,294.625519,3.32E-05,22.9,28.55,16.38,13.48,40.921875,83.09375,95.609375,344.4375,505.375
5.61308956,284.764801,1945.23669,296.597595,1945.23584,296.597595,2.88E-05,22.65,28.05,17.73,17.51,38.28125,77.9375,91.21875,339.01562,479.32812
5.54928017,281.392761,1941.53589,297.251099,1941.53076,297.251099,2.08E-05,22.64,27.34,18.57,17.16,34.421875,69.59375,81.640625,319.5625,457.34375
5.65645981,280.139435,1939.86035,296.283447,1939.83813,296.283447,7.52E-06,21.2,24.09,18.33,19.17,30.890625,61.953125,72.6875,291.26562,433.46875
5.76257324,280.395386,1939.7666,295.983368,1939.63757,295.983368,7.00E-06,21.67,25.25,19.41,18.96,28.59375,56.796875,66.16406,264.52344,405.04688
5.94170761,282.536407,1941.48303,295.362152,1941.36072,295.362152,9.44E-07,20.57,21.56,19.54,19.66,26.421875,52.148438,60.90625,244.375,380.0547
5.98162413,287.006348,1945.75281,294.772003,1945.55127,294.772003,2.23E-07,20.02,22.63,17.86,19.24,28.46875,55.296875,62.617188,231.08594,360.09375
5.9087472,288.687256,1947.16821,294.950836,1947.11182,294.950836,1.15E-06,20.47,23.17,17.61,19.06,28.242188,55.851562,64.61719,228.66406,341.1172
5.82884073,288.513519,1946.83752,296.135895,1946.81921,296.135895,6.50E-06,22.08,25.98,19.06,18.92,26.015625,52.25,61.640625,227.14844,326.33594
5.73841238,287.593475,1945.77515,294.264709,1945.77051,294.264709,8.42E-06,20.45,24.11,15.65,15.96,23.710938,47.835938,56.578125,223.875,316.4297
5.61722946,284.080566,1942.06348,296.135101,1942.05408,296.135101,2.37E-05,22.06,27.95,17.42,16.44,21.359375,43.234375,51.351562,222.40625,306.77344
5.63915396,282.044708,1939.71802,295.996887,1939.698,295.996887,1.25E-05,21.25,25.42,18.29,17.63,19.171875,39.125,46.617188,222.96875,297.8672
5.71608448,281.885986,1939.31384,294.721985,1939.17029,294.721985,3.81E-06,19.81,22.58,17.62,18.27,17.328125,35.820312,42.742188,214.83594,291.32812
5.71585703,282.347046,1939.30933,295.154999,1939.28125,295.154999,4.93E-06,20.38,22.69,18.09,17.98,15.8828125,33.570312,39.984375,203.24219,285.03906
5.73417568,282.773743,1939.41345,295.444275,1939.37451,295.444275,2.78E-06,21.45,23.51,19.32,18.95,14.921875,32.320312,38.546875,198.75,275.79688
5.88067627,283.672333,1940.09229,295.814453,1939.96167,295.814453,1.72E-06,21.94,24.12,20.04,19.74,15.4296875,34.789062,40.890625,199.17969,267.8203
5.95087147,286.585724,1942.65076,292.379608,1942.63611,292.379608,4.42E-06,19.07,20.46,17.13,13.62,19.632812,44.148438,50.5625,213.8125,270.97656
5.89378977,288.315155,1944.23132,290.858704,1944.22559,290.858704,3.83E-06,15.79,19.75,11.98,12.67,32.546875,71.796875,78.234375,260.8203,289.20312
5.85962534,286.727417,1942.5918,294.852264,1942.50049,294.852264,1.74E-05,20.49,25.49,13.47,15.81,42.234375,96.66406,109.74219,364.9922,330.60938
5.89390039,288.736328,1944.44666,292.700714,1944.3844,292.700714,2.08E-06,18.73,21.13,16.47,16.9,40.820312,94.21094,111.36719,454.7422,415.8672
5.94786453,288.715424,1944.33398,292.665771,1944.27551,292.665771,3.14E-06,18.19,20.74,16.27,15.87,37.1875,85.8125,101.75,458.53906,518.0625
5.84982586,289.882477,1945.42334,294.384979,1945.39429,294.384979,9.63E-06,20.28,26.11,15.65,17.1,34.5625,80.49219,94.92969,429.03125,556.875
6.04408073,289.04776,1944.50183,293.035248,1944.49121,293.035248,1.18E-05,19.71,24.66,13.53,14.62,32.726562,74.64844,88.10156,403.48438,540.6328
6.33216429,294.700531,1950.3042,287.941284,1950.28564,287.941284,1.86E-06,13.8,14.69,12.53,11.08,49.125,109.40625,121.00781,422.45312,527.84375
5.96482468,296.713318,1952.9635,289.297516,1952.95752,289.297516,8.87E-06,15.38,19.69,12.63,11.13,71.71875,170.3125,194.07031,603.1797,575.90625
5.93032837,295.0625,1951.95886,289.462585,1951.93445,289.462585,3.38E-06,15.31,17.86,12.53,12.29,69.765625,168.03906,201.34375,801.72656,746.2656
6.05458546,294.332428,1951.74011,291.700714,1951.64905,291.700714,4.53E-06,17,19.85,13.34,14.47,61.382812,148.1875,176.73438,754.41406,932.78906
6.57051229,299.42334,1957.60083,291.742523,1957.34521,291.742523,8.39E-08,16.93,17.45,15.86,16.62,55.359375,137.05469,164.27344,676.7656,925.41406
7.28537655,314.34613,1974.1991,291.31134,1973.98621,291.31134,9.81E-08,16.8,19.06,13.21,16.34,62.773438,146.59375,173.39062,683.3203,944.8594
7.65350914,336.25766,1999.88489,284.640167,1999.86902,284.640167,9.61E-07,9.51,12.3,7.36,8.3,94.36719,206.39062,236.40625,819.2422,1176.1406
6.94286966,347.170654,2017.06799,285.920105,2017.0564,285.920105,2.18E-06,11.2,13.91,7.45,7.95,118.19531,259.125,298.10156,1015.89844,1443.3906
6.90035868,342.100586,2018.37585,286.189453,2018.34961,286.189453,7.27E-07,12.29,14.73,10.59,9.76,111.640625,247.94531,292.14062,1073.9531,1608.0078
6.71819687,336.295135,2018.33447,289.281342,2018.31604,289.281342,7.46E-06,15.37,19.5,11.45,11.28,106.71094,237.82031,278.76562,1010.75,1601.0469
6.89365339,335.193359,2022.67126,287.829346,2022.43579,287.829346,9.87E-09,13.81,14.51,12.97,13.58,98.00781,221.21094,260.625,940.0781,1495.0312
6.70357132,332.999664,2025.43799,288.247131,2025.34998,288.247131,9.18E-07,14.34,17.42,12.07,12.99,92.484375,212.55469,250.66406,888.09375,1389.5
6.52648783,328.623352,2025.63635,287.15863,2025.61902,287.15863,2.20E-06,12.52,16.23,10.31,9.01,88.984375,207.89844,246.46094,875.16406,1312.5547
6.46798325,323.390778,2024.37036,287.382965,2024.34399,287.382965,3.30E-06,13.37,16.4,10.75,9.16,84.64844,198.71094,236.79688,907.125,1270.8281
6.45710516,320.64917,2025.01855,285.442413,2024.98938,285.442413,3.78E-07,12.12,13.58,9.58,10.24,78.9375,186.54688,224.90625,904.09375,1266.5078
6.32764053,316.83551,2024.13477,288.513794,2024.11682,288.513794,5.67E-06,14.5,19.19,10.15,11.21,72.15625,170.60156,206.14844,844.09375,1228.2578
6.29532766,313.689789,2023.4469,289.610626,2023.38403,289.610626,3.29E-06,14.91,17.78,10.98,12.5,64.38281,152.36719,183.85938,749.8594,1130.8906
6.36331987,311.41333,2023.15613,290.83432,2023.10376,290.83432,4.77E-06,15.81,19.47,13.1,13.5,57.523438,136.30469,164.08594,675.47656,1002.5469
6.44839239,312.733826,2026.42444,289.238251,2026.32654,289.238251,2.23E-07,14.81,16.83,13.23,14.11,51.476562,122.546875,148.21094,624.16406,918.85156
