ssm,rzsm,tws,asst,psm,sst,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,runoff
7.44407129,333.300262,2154.85425,296.366333,2154.71875,296.366333,1.10E-06,21.69,24.73,17.32,20.8,23.4375,54.375,62.484375,260.60938,395.375
6.98775625,340.479614,2167.42627,293.227783,2167.38721,293.227783,8.70E-07,18.2,19.88,17.3,17.04,38.59375,95.828125,104.390625,381.04688,469.14062
6.84324455,336.950256,2169.66577,295.756195,2169.5271,295.756195,3.30E-06,20.32,23.11,18.3,19.27,47.28125,120.03125,138.29688,562.9375,597.6719
6.58092928,331.950684,2169.34033,297.306427,2169.32251,297.306427,1.51E-05,22.31,25.94,19.74,20.38,52.203125,129.92188,150.4375,666.7031,764.9531
6.55140448,326.853058,2167.65308,296.741486,2167.63647,296.741486,1.44E-05,22.23,25.88,17.97,18.25,48.546875,121.203125,142.01562,675.8594,881.90625
6.34835911,321.458252,2163.97754,292.953522,2163.97583,292.953522,1.89E-05,17.43,18.85,16.7,10.7,57.640625,151.3125,172.01562,722.5781,919.4844
6.21235561,315.717102,2158.23218,294.193848,2158.23218,294.193848,2.63E-05,18.69,23.18,13.82,10.53,60.65625,163.78125,190.76562,877.9844,978.46875
6.20765066,311.985687,2153.93628,291.411285,2153.92554,291.411285,1.22E-05,17.21,20.18,15.49,12.26,54.609375,149.67188,176.73438,889.03125,1086.2969
6.44961548,312.930115,2154.9541,288.855377,2154.76221,288.855377,3.78E-07,14.26,16.06,12.33,13.73,49.328125,134.71875,158.76562,804.8906,1094.1562
6.27588081,312.882446,2154.88721,289.862457,2154.86597,289.862457,6.95E-06,15.09,19.31,11.45,11.94,44.546875,120.953125,142.54688,730.46875,1021.15625
6.25852013,311.683441,2153.63916,291.075989,2153.59668,291.075989,6.66E-06,16.06,20.49,12,13.47,40.359375,108.6875,127.890625,658.1094,930.4219
6.22542477,310.473877,2152.10449,291.55249,2152.09253,291.55249,8.96E-06,15.8,19.53,12.36,13.2,36.3125,97.859375,115.3125,599.4531,839.7031
6.14279652,308.474915,2149.55615,294.230591,2149.54956,294.230591,1.71E-05,18.96,24.18,12.86,14.74,32.609375,88.125,104.03125,544.4844,762.4219
6.07636738,305.443726,2145.12183,292.844757,2145.12061,292.844757,2.15E-05,19.51,24.54,14.3,14.31,29.609375,79.859375,94.265625,502.07812,696.25
6.07200241,303.403381,2140.95874,292.268463,2140.95361,292.268463,1.44E-05,17.98,22.83,14.06,15.07,26.703125,71.953125,85.21875,471.125,644.28125
6.04560518,301.928314,2137.30078,292.926941,2137.29907,292.926941,1.49E-05,18.23,21.84,13.84,15.03,23.96875,64.515625,76.6875,435.73438,601.8125
6.0814352,301.299469,2134.45361,293.527466,2134.38843,293.527466,9.95E-06,18.61,22.17,14.76,16.24,21.59375,58.09375,69.3125,396.84375,560
6.07899046,301.268372,2132.01123,292.237579,2131.99097,292.237579,1.15E-05,18.23,22.82,13.38,15.1,19.625,52.875,63.25,360.82812,516.9375
5.9837923,299.725281,2128.07739,293.161957,2128.07617,293.161957,1.84E-05,19.18,24.53,13.6,14.51,18.109375,48.703125,58.34375,330.70312,475.20312
5.94095755,297.818268,2123.66284,295.138458,2123.65845,295.138458,2.01E-05,19.25,26.03,12.61,14.92,16.578125,44.8125,53.90625,304.51562,436.75
5.86726618,295.479828,2118.41187,295.351929,2118.41089,295.351929,2.34E-05,20.29,26.72,14.25,14.66,16.09375,43.171875,51.25,281.85938,402.84375
5.91903019,294.625153,2114.56616,294.019684,2114.56201,294.019684,1.11E-05,19.98,24.71,15.27,16.06,15.015625,40.75,48.875,267.5,373.92188
5.85169077,293.391571,2110.4502,296.23407,2110.44971,296.23407,1.88E-05,21.45,27.36,15.99,16.91,13.71875,37.78125,45.5,253.96875,350.64062
5.82432699,292.311951,2106.17334,295.092377,2106.16943,295.092377,1.57E-05,20.51,26.38,16.15,14.87,12.53125,35.0625,42.359375,237.57812,331.6875
5.76626396,290.51651,2100.76465,293.994598,2100.76416,293.994598,2.22E-05,19.92,26.69,13.3,13.85,11.46875,32.6875,39.5625,220.46875,313.75
5.7447691,288.736023,2095.55469,295.156281,2095.55298,295.156281,2.13E-05,21.03,26.87,14.99,14.59,10.5625,30.75,37.21875,205.70312,295.67188
5.82451105,289.193176,2092.4502,290.502533,2092.44678,290.502533,6.96E-06,15.57,18.15,13.95,7.92,11.875,35.03125,40.414062,202.17188,281.3125
6.46639061,293.21167,2093.32349,287.177216,2093.18677,287.177216,1.14E-06,12.68,13.95,11.63,10.93,12.953125,37.632812,44.289062,229.46875,280.9375
6.19829845,301.700867,2099.67407,286.467834,2099.54443,286.467834,7.53E-07,12.4,14.26,11.17,10.58,14.1640625,40.609375,47.664062,260.3672,310.1797
6.06438255,301.738373,2097.8667,287.783295,2097.84302,287.783295,4.32E-06,13.71,15.78,11.48,10.6,14.4453125,41.78125,49.921875,275.39844,355.78906
6.05590296,301.381775,2095.77563,288.370117,2095.76221,288.370117,4.61E-06,14.19,19.01,11.59,11.18,13.359375,38.726562,47.1875,274.625,376.89062
6.04400635,300.736053,2093.4082,289.744965,2093.38379,289.744965,7.78E-06,15.47,19.92,11.57,11.83,12.0390625,35,42.75,261.76562,378.84375
6.04705477,300.494568,2091.43237,288.391022,2091.41089,288.391022,5.18E-06,14.72,18.2,11.79,12.74,11.28125,32.851562,39.90625,244.25,367.6953
5.98757696,299.558197,2088.75024,289.553162,2088.74414,289.553162,9.00E-06,15.89,19.57,12.35,10.91,11.2890625,32.28125,38.78125,231.10938,349.77344
5.96656609,298.470245,2085.87744,289.253571,2085.87231,289.253571,8.08E-06,15.99,20.11,11.21,11.47,10.8125,31.226562,37.71875,222.80469,328.59375
5.95818996,297.641052,2083.23901,289.644379,2083.22534,289.644379,7.20E-06,16.07,20.76,11.16,11.51,10.09375,29.820312,36.039062,213.64844,308.96875
5.95176744,297.112946,2080.89038,289.837372,2080.87891,289.837372,6.12E-06,15.68,20.62,12.01,11.86,9.5546875,28.867188,34.804688,202.41406,291.9375
5.9195118,296.067413,2078.0127,289.807495,2077.9978,289.807495,9.20E-06,16.24,20.51,12.34,11.33,9.234375,28.28125,34.054688,192.10156,276.6172
5.94207716,295.74826,2075.84155,288.435089,2075.83154,288.435089,4.25E-06,15.38,18.76,12.12,10.67,9.0859375,27.960938,33.632812,185.47656,263.57812
5.88344002,294.847443,2073.09033,287.996979,2073.08618,287.996979,8.03E-06,14.6,18.72,10.93,10.35,9.140625,27.828125,33.40625,185.10156,253.5625
6.07750988,294.66687,2071.06519,289.393707,2071.01758,289.393707,7.24E-06,15,18.61,11.01,11.44,9.0625,27.625,33.203125,187.91406,247.76562
6.56098938,302.268646,2077.14429,287.188416,2076.91479,287.188416,4.06E-09,12.95,14.2,11.86,12.48,9.375,27.773438,33.234375,191.95312,254.14844
6.46749687,309.664551,2083.47534,285.95343,2083.30493,285.95343,3.16E-08,11.92,12.75,10.23,10.79,11.609375,33.851562,39.328125,210.17188,286.02344
6.2754283,309.898621,2083.02051,286.789337,2082.99219,286.789337,1.59E-06,12.28,14.12,9.92,11.05,15.078125,43.109375,50.21875,269.65625,331.16406
6.16094542,308.425018,2081.16455,287.781189,2081.16138,287.781189,6.83E-06,14.44,18.83,9.72,10.15,16.398438,45.882812,54.921875,329,373.6797
6.14799833,307.331421,2079.84521,287.356018,2079.83618,287.356018,2.47E-06,12.63,14.45,11.12,11.09,15.3671875,42.601562,51.828125,340.59375,421.7578
6.16868639,306.126282,2078.30396,287.86972,2078.25439,287.86972,4.24E-06,13.15,16.51,11.59,9.62,14.140625,38.820312,47.179688,323.78906,450.8828
6.53991127,309.51535,2081.53711,286.763702,2081.34473,286.763702,1.85E-08,11.67,12.23,10.8,11.24,13.609375,36.242188,43.734375,307.26562,450.53906
6.25463009,310.904999,2083.08496,287.766998,2083.01929,287.766998,3.70E-06,13.5,17.75,10.66,10.69,16.125,41.484375,48,297.96875,446.25
6.25314331,310.327972,2082.73071,285.801514,2082.68604,285.801514,2.04E-06,12.3,15.42,9.06,11.09,15.8984375,41.09375,49.429688,300.8672,442.84375
6.20827436,309.217926,2081.68506,286.962646,2081.65747,286.962646,3.00E-06,12.22,14.19,9.56,10.57,14.421875,37.46875,45.382812,292.08594,431.72656
6.23243189,308.659393,2081.10938,287.930878,2081.01465,287.930878,1.40E-06,13.76,16.29,11.25,11.58,13.4765625,35.101562,42.3125,272.9297,417.76562
6.16798162,308.21582,2080.46094,286.306366,2080.44409,286.306366,2.95E-06,11.59,15.33,9.06,5.79,13.1015625,35.078125,41.90625,255.14062,399.2578
6.11804104,306.340118,2078.29272,285.067871,2078.28442,285.067871,3.04E-06,9.57,10.21,9.01,4.63,14.0546875,36.445312,42.773438,245.14844,379.2578
6.25144196,306.688812,2078.25317,283.883667,2078.23877,283.883667,7.92E-07,8.76,9.35,7.96,7.39,13.9765625,36.210938,42.890625,240.57031,363.20312
6.14190197,306.246063,2077.45288,285.276978,2077.43091,285.276978,2.91E-06,10.94,13.67,8.19,8.06,13.703125,35.804688,42.242188,236.34375,355.95312
6.11283255,305.656372,2076.43066,283.959045,2076.42407,283.959045,2.03E-06,9.06,11.46,3.56,5.68,13.375,35.273438,41.703125,230.78906,351.52344
6.04431009,303.696381,2073.95483,282.820526,2073.95483,282.820526,6.37E-06,9.98,15.26,3.48,3.27,12.71875,34.25,40.664062,225.27344,343.21094
6.05095243,302.485352,2072.125,284.006012,2072.125,284.006012,4.68E-06,10.18,14.85,4.79,5.96,11.671875,32.304688,38.789062,221.02344,332.35938
6.02967167,301.421478,2070.3938,285.307159,2070.39307,285.307159,5.67E-06,11.01,17.37,4.52,7.05,10.6953125,30.59375,36.867188,213.04688,318.4375
6.04550266,300.936432,2069.20312,284.114471,2069.19873,284.114471,2.41E-06,9.58,15.62,3.98,6.84,9.9609375,29.328125,35.40625,202.47656,303.64844
6.00489902,300.09137,2067.61621,284.446228,2067.61475,284.446228,5.50E-06,11.42,17.52,4.25,6.32,9.4921875,28.375,34.234375,192.13281,287.79688
6.01151133,299.544464,2066.3042,284.784851,2066.2876,284.784851,3.10E-06,11.05,15.77,5.88,7.78,9.1875,27.65625,33.34375,182.82812,271.79688
5.99128819,298.902405,2064.84961,285.828796,2064.83911,285.828796,4.67E-06,12.56,17.37,5.77,8.57,9,27.101562,32.671875,175.25781,256.8828
6.19742823,300.30722,2065.53247,285.652771,2065.42822,285.652771,3.98E-07,10.73,12.38,9.34,10.25,8.8828125,26.726562,32.179688,169.88281,244.5
6.43666887,304.681061,2069.20898,284.559875,2069.08569,284.559875,1.42E-07,10.29,11.98,8.02,9.07,12.0703125,30.890625,35.09375,169.375,242.17969
6.29714012,307.928375,2072.02539,279.347961,2072.02026,279.347961,9.66E-07,4.67,7.68,0.36,-1.3,15.71875,41.820312,47.351562,187.99219,260.8828
6.12393332,306.481171,2070.44092,279.277863,2070.44043,279.277863,2.94E-06,5.6,10.75,0.01,0.15,15.3125,43.34375,52.734375,230.63281,291.21094
6.12340927,305.477142,2069.12109,280.361115,2069.11987,280.361115,2.77E-06,7.14,11.76,0.53,3.26,13.765625,39.203125,48.53125,253.92188,319.22656
6.03751755,304.270874,2067.51147,282.523407,2067.5105,282.523407,3.38E-06,7.83,12.49,2.39,-0.25,12.7890625,36.492188,44.445312,245.82812,342.25
5.97318077,301.902466,2064.61694,280.362244,2064.6167,280.362244,4.70E-06,4.83,11.15,-1.17,-3.92,11.5625,33.546875,40.84375,228.00781,347.375
5.9606123,300.047058,2062.11523,278.416687,2062.11523,278.416687,4.06E-06,5.27,11.42,-1.33,-3.31,10.3984375,30.546875,37.179688,209.96875,332.70312
5.97968578,298.976288,2060.30713,279.457092,2060.30713,279.457092,3.08E-06,6.27,11.5,0.87,-0.28,9.578125,28.398438,34.421875,193.36719,309.21094
5.97221756,298.303009,2058.84521,280.534607,2058.84473,280.534607,3.23E-06,7.24,13.57,1.27,1.32,9.1875,27.1875,32.851562,179.69531,284.85938
5.96428776,297.694702,2057.55518,281.374237,2057.55322,281.374237,3.07E-06,7.38,13.3,1.75,2.92,8.9609375,26.703125,32.242188,170.10156,262.875
5.99597311,297.749695,2057.06079,280.719513,2057.05029,280.719513,8.41E-07,5,10.74,-0.62,2.76,9.078125,27.3125,32.601562,164.63281,244.99219
5.92653751,297.004303,2055.7439,281.271301,2055.74341,281.271301,4.47E-06,7.83,14.81,-0.6,1.26,8.953125,27.078125,32.703125,162.96875,231.66406
5.9308238,296.656067,2054.80444,282.795929,2054.79932,282.795929,1.87E-06,7,12.5,1.22,2.82,8.7265625,26.296875,31.804688,161.76562,222.92188
5.84677172,295.029724,2052.53613,280.896729,2052.53613,280.896729,5.29E-06,7.13,13.78,0.62,-1.82,9.078125,26.242188,31.398438,159.50781,218.11719
5.89938831,294.373718,2051.16846,280.81192,2051.16772,280.81192,2.94E-06,7.81,13.68,1.8,3.82,8.9609375,26.101562,31.34375,157.5625,215.07031
5.92940378,294.396851,2050.4812,282.57196,2050.45996,282.57196,1.67E-06,8.43,12.8,2.71,5.63,8.6796875,25.65625,30.859375,156.02344,212.42188
5.80863571,294.042328,2049.41748,281.455872,2049.41333,281.455872,2.84E-06,7.18,10.99,2.26,-5.12,9.2109375,26.054688,30.921875,154.49219,209.92969
5.80126429,292.277008,2046.89343,279.339569,2046.89331,279.339569,3.61E-06,5.47,10.55,1.5,-3.66,9.15625,26.03125,31.140625,153.6875,207.78906
5.75611162,291.185883,2044.96533,279.571533,2044.96484,279.571533,3.39E-06,4.86,11.61,-0.18,-5.38,8.6953125,25.367188,30.5,153.1875,205.97656
5.79664755,290.271698,2043.15027,278.277191,2043.14954,278.277191,2.79E-06,5.36,10.3,-0.44,-2.54,8.453125,24.914062,29.9375,151.85156,204.53125
5.81664896,290.20575,2042.14795,278.467957,2042.14709,278.467957,2.36E-06,5.8,11.02,0.67,-0.06,8.34375,24.625,29.5625,150,203.26562
5.81398058,290.169159,2041.18726,280.199402,2041.1825,280.199402,2.09E-06,6.23,11.52,0.8,1.91,8.25,24.375,29.25,148.20312,201.65625
5.84722424,290.57373,2040.68542,279.151123,2040.6792,279.151123,9.59E-07,5.01,8.45,0.77,-1.48,8.171875,24.125,28.96875,146.625,199.65625
5.80514765,290.273102,2039.48901,277.428864,2039.48828,277.428864,2.05E-06,5.06,10.1,-0.22,-1.96,8.09375,23.90625,28.703125,145.21875,197.67188
5.81671047,290.195099,2038.51672,277.825439,2038.51587,277.825439,2.13E-06,5,11.03,-0.41,-0.75,8.015625,23.6875,28.4375,143.875,195.76562
5.85965061,290.619537,2038.08386,277.492584,2038.05981,277.492584,5.17E-07,4.31,8.41,0.17,1.19,7.953125,23.453125,28.15625,142.54688,193.85938
5.83947468,290.833344,2037.44299,278.87262,2037.43042,278.87262,1.55E-06,4.96,9.65,0.2,1,7.875,23.234375,27.890625,141.1875,192.01562
5.89808369,291.475037,2037.30627,276.642731,2037.25598,276.642731,2.56E-07,4.3,7.34,0.73,1.62,7.796875,23,27.609375,139.875,190.28125
5.87565041,291.901886,2036.9325,278.370453,2036.91187,278.370453,9.25E-07,4.45,8.37,0.52,1.24,7.71875,22.78125,27.34375,138.625,188.78125
5.88120508,292.123993,2036.41345,276.406403,2036.39209,276.406403,7.96E-07,4.17,7.42,0.56,1.26,7.640625,22.5625,27.09375,137.48438,187.625
5.90547323,292.571747,2036.15454,276.522461,2036.12012,276.522461,6.32E-07,4.6,7.24,1.23,1.54,7.578125,22.359375,26.84375,136.29688,186.48438
5.88454485,292.731476,2035.61646,278.024597,2035.58899,278.024597,1.11E-06,5.42,8.67,1.16,1.1,7.5,22.140625,26.609375,135.09375,185.0625
5.91631889,293.04657,2035.27856,278.233521,2035.22998,278.233521,7.36E-07,5.78,8.83,2.32,1.92,7.4375,22,26.40625,134.15625,183.45312
5.8849287,293.355988,2034.91382,278.826294,2034.90002,278.826294,7.88E-07,4.57,8.55,1.7,-0.48,7.40625,21.90625,26.390625,133.65625,182.10938
5.81100464,292.362244,2033.27075,276.229156,2033.27014,276.229156,1.90E-06,2.76,7.42,-0.13,-6.78,7.328125,21.703125,26.15625,133.3125,181.73438
5.84421349,291.890686,2032.11829,275.790619,2032.11792,275.790619,1.32E-06,3.71,7.99,-0.25,-3.64,7.25,21.484375,25.859375,132.42188,181.625
5.82883453,291.504181,2031.02783,276.143311,2031.02771,276.143311,1.77E-06,3.95,8.65,-0.46,-3.99,7.1875,21.265625,25.609375,130.89062,179.98438
5.85161161,291.376678,2030.19116,276.216309,2030.18445,276.216309,1.14E-06,4.13,7.78,0.2,-1.31,7.109375,21.0625,25.359375,129.375,178.04688
5.83768559,291.252472,2029.34729,276.397705,2029.3457,276.397705,1.84E-06,4.49,10.09,-0.11,-2.05,7.046875,20.84375,25.109375,127.984375,176.15625
5.84484816,291.15625,2028.53589,276.492279,2028.53479,276.492279,1.55E-06,3.81,9.31,-0.65,-1.18,6.984375,20.640625,24.859375,126.671875,174.1875
5.84359312,291.148834,2027.8783,277.345276,2027.87695,277.345276,1.26E-06,3.69,8.94,-1.04,-0.93,6.90625,20.453125,24.609375,125.421875,172.28125
5.7660203,290.676666,2026.823,279.684967,2026.82117,279.684967,2.13E-06,4.1,11.16,-2.45,-4.06,6.859375,20.265625,24.390625,124.15625,170.4375
5.75909948,289.432312,2024.94934,277.278931,2024.9491,277.278931,2.77E-06,5.02,11.49,-2.41,-4.96,6.8125,20.09375,24.171875,122.953125,168.65625
5.77342653,288.955505,2023.78796,277.924072,2023.78772,277.924072,2.30E-06,4.56,11.14,-0.65,-1.12,6.734375,19.890625,23.953125,121.8125,167.03125
5.81321335,288.962402,2023.11584,279.583771,2023.09875,279.583771,8.69E-07,5.24,9.06,0.58,1.91,6.671875,19.71875,23.71875,120.6875,165.5625
5.89351225,290.042389,2023.5321,278.502502,2023.50989,278.502502,1.45E-07,3.69,5.85,1.36,2.11,6.625,19.578125,23.546875,119.8125,164.8125
5.72444439,289.574188,2022.43018,278.165405,2022.42908,278.165405,1.71E-06,4.59,8.04,0.77,-8.1,6.609375,19.59375,23.640625,119.65625,164.60938
5.73961496,288.458496,2020.66516,275.559875,2020.66504,275.559875,1.62E-06,2.83,7.75,-0.12,-6.69,6.53125,19.34375,23.375,120.265625,163.65625
5.80541182,288.352142,2019.8877,277.577301,2019.86768,277.577301,1.02E-06,3.63,7.48,-0.21,-0.33,6.46875,19.140625,23.09375,119.25,162.40625
5.82595015,288.980164,2019.83606,277.079834,2019.81909,277.079834,5.72E-07,2.88,7.05,-1.32,-0.29,6.40625,18.953125,22.859375,117.390625,162.04688
5.75003338,288.796356,2018.99512,278.285065,2018.99292,278.285065,1.43E-06,3.52,9.25,-1.04,-4.11,6.34375,18.765625,22.640625,115.796875,161.4375
5.73424673,287.941772,2017.47754,275.799652,2017.47681,275.799652,1.96E-06,3.31,8.44,-0.72,-7.35,6.28125,18.59375,22.453125,114.59375,159.40625
5.75688457,287.700562,2016.54419,277.089447,2016.54407,277.089447,1.24E-06,3.82,8.63,-0.45,-3.01,6.21875,18.40625,22.234375,113.515625,157.23438
5.7802372,287.77005,2015.92468,277.499603,2015.9187,277.499603,8.88E-07,5.52,9.15,-0.04,0.24,6.15625,18.234375,22.015625,112.390625,155.32812
5.80473518,288.114441,2015.59521,278.238373,2015.57703,278.238373,6.25E-07,4.73,7.77,0.09,1.61,6.109375,18.078125,21.8125,111.390625,153.76562
5.78343773,288.223602,2015.03137,278.519257,2015.02539,278.519257,1.47E-06,5.23,10.75,0.46,1.19,6.046875,17.90625,21.625,110.46875,152.48438
5.78895903,288.291809,2014.4519,278.839783,2014.4469,278.839783,1.22E-06,5.6,11.37,0.23,1.71,6,17.765625,21.421875,109.453125,151.1875
5.87135696,288.951599,2014.50085,278.796234,2014.47327,278.796234,3.06E-07,4.84,7.3,0.84,2.38,5.9375,17.59375,21.234375,108.53125,149.92188
5.70381308,288.512634,2013.44531,278.629639,2013.44495,278.629639,2.65E-06,5.4,10.91,-0.7,-7.58,5.90625,17.46875,21.125,107.921875,149.29688
5.71288967,287.400146,2011.71387,278.903015,2011.71375,278.903015,2.80E-06,5.97,12.46,-0.77,-3,5.859375,17.328125,20.953125,107.40625,149.01562
5.74327898,286.980164,2010.62354,278.923645,2010.62317,278.923645,1.95E-06,6.07,11.81,0.72,0.13,5.796875,17.171875,20.75,106.4375,147.79688
5.72952127,286.695282,2009.65393,279.294128,2009.65381,279.294128,2.15E-06,6.37,11.97,0.45,-0.01,5.734375,17,20.546875,105.21875,146.26562
5.73287821,286.473602,2008.74097,281.016022,2008.74072,281.016022,1.95E-06,6.54,13.17,-0.21,1.88,5.6875,16.84375,20.34375,104.09375,144.73438
5.6408205,285.705353,2007.28113,282.644562,2007.28113,282.644562,3.32E-06,6.72,14.97,-0.34,-2.97,6.40625,18.3125,21.28125,103.3125,143.17188
5.70620394,284.74234,2005.58362,283.252808,2005.57825,283.252808,2.66E-06,8.63,14.74,-0.42,1.17,6.484375,18.859375,22.53125,104.4375,142.14062
5.82618904,285.701538,2005.81494,283.714539,2005.77673,283.714539,6.10E-07,8.85,12.27,4.92,6.64,6.828125,18.890625,22.4375,107.109375,142.59375
5.80756426,287.027924,2006.43103,282.847656,2006.41357,282.847656,6.34E-07,7.65,11.9,1.83,5.85,6.8125,18.84375,22.5,110.109375,145.71875
5.76312923,287.098541,2005.85974,282.054657,2005.84705,282.054657,1.62E-06,7.94,13.4,1.5,3.78,6.46875,18.328125,22.078125,115.15625,152.1875
5.79889774,287.383911,2005.53467,282.452972,2005.50793,282.452972,6.36E-07,7.83,12.39,2.92,5.04,6.125,17.6875,21.40625,121.65625,156.46875
5.78347969,287.637146,2005.17859,282.923401,2005.16199,282.923401,1.25E-06,7.18,11.8,2.72,4.39,6.28125,17.71875,21.125,125.34375,158.9375
5.83491373,288.277466,2005.25574,281.765259,2005.22437,281.765259,3.29E-07,7.46,13.3,2.14,5.27,7.15625,18.5,21.71875,125.9375,161.65625
5.79493189,288.414276,2004.83643,282.69574,2004.81323,282.69574,1.23E-06,8.73,15,2.25,6.24,7.65625,19.375,22.65625,127.21875,163.6875
5.79208517,288.391663,2004.25537,282.829529,2004.23926,282.829529,1.39E-06,8.05,14.25,1.67,5.38,7.9375,20.375,23.71875,130.25,164.46875
5.86620665,288.112671,2003.4187,285.110565,2003.40295,285.110565,3.21E-06,11.12,16.16,1.69,2.76,8.15625,21.53125,25.15625,133.875,165.59375
6.31716442,293.583344,2008.48865,281.040649,2008.42493,281.040649,5.34E-08,7.48,10.05,2.78,7.08,7.90625,21.4375,25.4375,138.65625,172.0625
6.04056501,296.531952,2011.18542,276.305756,2011.17676,276.305756,1.81E-07,2.62,4.39,1.22,-1.14,7.90625,22.84375,27.0625,147.53125,190.84375
6.03050661,297.313019,2011.84412,274.672272,2011.83875,274.672272,1.34E-07,1.76,2.85,-1.35,-4.13,7.25,21.34375,26.34375,158.53125,210.71875
5.9639678,296.683563,2011.11011,277.955078,2011.10291,277.955078,1.39E-06,4.45,9.15,-2.05,-1.86,6.59375,19.375,23.875,157.28125,218.34375
6.05112696,297.413208,2011.72607,275.714783,2011.71802,275.714783,1.50E-07,2.21,4.05,0.24,-1.97,6.1875,18.1875,22.28125,146.875,220.25
5.95025873,297.017426,2011.25757,275.055023,2011.23352,275.055023,5.33E-07,1.62,4.67,-1.01,-4.56,5.9375,17.40625,21.125,135.5,216.375
5.9798193,296.661591,2010.90381,275.259857,2010.75781,275.259857,6.99E-07,2.25,5.12,-0.65,-3.25,5.8125,16.9375,20.46875,125.375,205.34375
6.03400707,296.900452,2010.95239,275.669495,2010.87244,275.669495,5.16E-07,2.84,5.62,0.31,-1.62,5.75,16.71875,20.15625,117.375,191.34375
5.98278475,297.19101,2011.09351,274.502106,2011.06421,274.502106,7.26E-07,2.88,6.68,-0.21,-2.36,5.6875,16.5625,20.21875,111.96875,179.53125
5.9484005,296.617584,2010.39941,275.195312,2010.38257,275.195312,8.37E-07,2.89,5.73,-0.29,-2.21,5.625,16.40625,20,108.8125,170.5
5.94687939,296.169312,2009.81116,276.035553,2009.79517,276.035553,7.06E-07,3.58,6.62,0.52,-1.35,5.59375,16.25,19.71875,106.0625,162.34375
5.99108458,296.127716,2009.61877,277.312073,2009.59961,277.312073,8.18E-07,4.82,7.48,1.3,-0.36,5.53125,16.125,19.53125,103.75,156.09375
6.02712774,296.493561,2009.83203,278.310394,2009.81824,278.310394,9.15E-07,3.23,7.02,-1.63,1.83,5.59375,16.375,19.90625,103.875,153.75
6.07435036,297.498199,2010.72705,276.750732,2010.71667,276.750732,6.69E-07,3.12,7.19,-1.3,-1.13,5.53125,16.34375,20.125,108.25,156.96875
5.94596004,297.194397,2010.35168,276.711792,2010.34949,276.711792,1.52E-06,5.33,10.78,0.41,-1.45,5.40625,15.9375,19.6875,111.71875,160.78125
5.95357656,296.619385,2009.67896,278.154816,2009.67029,278.154816,7.90E-07,5.19,8.73,0.68,0.77,5.34375,15.75,19.21875,110.40625,161.34375
5.93663168,296.062073,2008.99023,280.050262,2008.97803,280.050262,1.15E-06,5.5,8.71,2.65,1.65,5.40625,16.25,19.4375,107.5625,161.0625
5.9589448,295.79657,2008.57349,280.826477,2008.55334,280.826477,7.27E-07,6.91,9.06,3.91,4.49,5.65625,17.15625,20.28125,106.78125,159.53125
5.95985413,295.629913,2008.24768,282.069519,2008.22095,282.069519,1.24E-06,8.34,11.05,5.41,5.04,6,17.96875,21.21875,109.09375,158
6.01022816,295.865021,2008.32251,283.098816,2008.28955,283.098816,7.05E-07,8.83,10.73,6.39,6.62,6.75,19.625,22.84375,113.9375,159.78125
6.02589607,296.752136,2009.08569,281.64978,2009.04163,281.64978,2.80E-07,8.46,10.41,6.43,7.43,8.0625,22.84375,26.0625,123.3125,167.1875
6.01659727,296.966339,2009.19336,282.973663,2009.15625,282.973663,8.51E-07,8.92,11.22,6.63,7.25,9.21875,25.84375,29.71875,141.40625,180.5
5.97542191,297.02771,2009.1438,282.567749,2009.1322,282.567749,1.02E-06,8.35,12.1,5.81,3.26,11.1875,29.875,33.6875,165.625,195.75
6.09246874,297.10257,2009.14185,282.695679,2009.10876,282.695679,1.23E-06,6.73,7.72,5.84,4.15,11.65625,31.0625,36.21875,192.78125,217.78125
6.06749058,298.580994,2010.57922,281.000275,2010.56091,281.000275,5.28E-07,7.83,10.95,5.64,2.38,11.84375,32.40625,37.875,210.65625,246.625
6.06570673,298.383942,2010.26013,281.643707,2010.25085,281.643707,2.12E-06,7.61,12.01,3.68,2.09,11.34375,32.15625,38.53125,218.375,275.09375
6.21524,300.320068,2012.03845,280.331085,2011.99915,280.331085,1.61E-07,6.43,7.97,4.2,5,10.46875,30.15625,36.71875,217.75,293.375
6.14793777,301.690308,2013.43848,279.70047,2013.4082,279.70047,2.12E-07,4.7,8.34,-0.35,3.75,9.8125,28.5,34.6875,212.0625,304.71875
6.0036149,300.432465,2012.2323,283.418213,2012.21655,283.418213,2.81E-06,9.13,14.79,-0.28,3.61,9.71875,28.5625,34.71875,204.875,308.375
6.28001642,301.232635,2012.9967,282.828339,2012.95972,282.828339,9.00E-07,8.02,11.12,4.43,6.57,9.71875,29.46875,35.46875,200.25,304.65625
6.14871311,302.320801,2014.26013,282.71463,2014.23535,282.71463,1.81E-06,8.35,11.86,4.5,4.75,10,31.4375,38.125,202.71875,308.4375
6.30424118,304.551422,2016.89075,278.92041,2016.83191,278.92041,6.45E-08,4.29,7.48,-1.26,3.86,9.78125,31.34375,38.75,221.96875,322.15625
6.05986261,303.348572,2016.15198,282.56601,2016.14539,282.56601,3.12E-06,9,14.15,-0.71,3.96,9.25,30.3125,38,238.84375,338.3125
