rzsm,cwe,sd,asst,lhnf,sm,sst,se,sdwe,Evap,Tran,at,tmax,tmin,dpt,runoff
198.373459,1.43E-06,0,280.931244,50.0434761,0,280.931244,0,0,2.03E-05,1.42E-06,6.79,12.88,-0.16,-1.07,9.21875
197.121078,1.84E-07,0,277.908661,34.7229652,0,277.908661,0,0,1.41E-05,9.65E-07,3.98,9.09,0.33,-5.2,11.65625
196.600723,7.22E-07,0,278.964508,22.763319,0,278.964508,0,0,9.23E-06,7.86E-07,6.22,10.56,0.96,-0.87,11.71875
196.353561,1.20E-06,0,278.751221,28.6245117,0,278.751221,0,0,1.16E-05,1.03E-06,6.75,12.5,0.79,-0.47,11.21875
195.754807,2.61E-08,0,280.449615,29.2503662,0,280.449615,0,0,1.19E-05,1.49E-06,7.49,13.72,1.2,1.34,10.65625
195.252136,1.26E-06,1.28E-07,279.340546,48.6455383,4.16E-17,279.340546,0,1.92E-05,1.97E-05,1.12E-06,5.88,12.6,-2.36,-4.12,10.09375
194.270279,4.95E-07,3.86E-06,271.705139,40.4810143,3.82E-08,271.705139,0,0.000578996,1.64E-05,1.21E-07,-1.98,0.41,-4.66,-13.77,9.53125
193.554947,2.08E-09,0,273.288483,27.7804012,0,273.288483,0,0,1.13E-05,5.84E-07,1.56,6.02,-2.94,-11.97,8.71875
193.034912,3.78E-09,0,276.693085,31.497385,0,276.693085,0,0,1.28E-05,9.42E-07,3.79,8.53,-0.64,-6.53,7.90625
192.531616,1.46E-07,0,279.084259,34.716568,0,279.084259,0,0,1.41E-05,1.15E-06,5.55,11.3,-0.77,-2.4,7.3125
192.015228,1.38E-06,0,279.310394,42.0918884,0,279.310394,0,0,1.71E-05,9.40E-07,4.67,9.84,1.06,-4.46,7
193.724716,2.23E-06,2.56E-06,275.06543,16.8916473,0,275.06543,0,0.000384745,6.85E-06,1.37E-07,0.08,3.15,-3.47,-2.78,7
196.905777,2.77E-06,0.000106875,273.62735,25.1592159,4.61E-08,273.62735,7.17E-08,0.016031275,1.03E-05,2.49E-08,-1.43,0.24,-4.87,-3.61,6.96875
197.110107,1.34E-08,0.009389831,270.560638,19.8219624,0,270.560638,4.65E-06,1.40847909,1.27E-05,1.13E-09,-3.55,-2.03,-8.87,-8.08,7.09375
197.088364,1.03E-06,0.006325355,273.67691,21.61483,1.10E-05,273.67691,9.46E-07,0.948808491,9.71E-06,4.88E-07,-0.58,3.25,-4.9,-5.65,6.6875
196.96405,1.38E-06,0.002344929,275.056854,37.2735405,4.88E-06,275.056854,5.12E-07,0.351742029,1.56E-05,5.57E-07,-0.49,3.19,-5.45,-7.56,6.375
195.929489,3.27E-07,0.001071464,272.920288,30.3095398,3.40E-07,272.920288,5.36E-07,0.160721138,1.28E-05,5.40E-07,-0.62,3.46,-4.41,-9.96,6.09375
195.229218,9.03E-07,0.000386803,275.610809,25.1569138,1.17E-06,275.610809,3.60E-08,0.058021005,1.02E-05,9.52E-07,2.76,6.07,-1.97,-4.2,5.90625
194.731766,7.55E-07,4.81E-05,277.953033,26.9293957,1.10E-07,277.953033,3.12E-09,0.007211589,1.09E-05,1.18E-06,4.32,9.59,-1.59,-3.12,6.8125
194.754807,1.29E-06,9.42E-10,277.101715,28.8618813,0,277.101715,0,1.41E-07,1.17E-05,1.02E-06,3.97,9.59,-1.39,-1.22,8.875
194.279617,4.90E-08,0,279.957947,36.2181778,0,279.957947,0,0,1.47E-05,1.93E-06,6.17,13.11,-1.13,-4.63,10.5
193.111816,5.65E-07,0,282.381836,45.3492432,0,282.381836,0,0,1.84E-05,2.31E-06,7.51,13.15,1.5,0.35,12.0625
192.406799,1.95E-06,0,283.675659,33.9373627,0,283.675659,0,0,1.38E-05,1.53E-06,9.37,14.53,4.59,4.56,13.65625
192.788879,2.81E-06,0,283.624207,30.5146561,0,283.624207,0,0,1.24E-05,1.05E-06,9.43,12.04,6.76,6.42,13.6875
194.816223,3.01E-06,0,282.39032,17.3611012,0,282.39032,0,0,7.04E-06,4.88E-07,8.03,13.74,2.41,6.35,13.3125
194.915329,2.51E-06,0,282.527649,41.3148346,0,282.527649,0,0,1.68E-05,1.96E-06,8.8,14.6,4.32,2.99,13.84375
194.95639,2.59E-06,0,280.294464,22.8694725,0,280.294464,0,0,9.27E-06,8.58E-07,7.04,12.89,1.5,2.37,13.3125
194.889771,3.17E-06,0,280.584198,30.1975136,0,280.584198,0,0,1.22E-05,1.11E-06,5.41,7.84,3.47,1.7,11.9375
196.057922,2.88E-06,0,280.335602,16.4681797,0,280.335602,0,0,6.68E-06,4.20E-07,5.4,7.62,0.56,4.45,11.03125
195.579727,1.95E-06,0,282.832458,51.154129,0,282.832458,0,0,2.07E-05,2.26E-06,8.63,13.57,2.91,1.79,10.84375
194.459473,7.81E-07,0,279.450134,37.604435,0,279.450134,0,0,1.52E-05,1.60E-06,6.66,10.92,2.7,-1.68,10.53125
193.521072,1.18E-07,0,281.454468,34.1031876,0,281.454468,0,0,1.38E-05,2.34E-06,8.54,14.11,1.85,-0.04,9.9375
192.566559,2.33E-08,0,283.815155,41.2237396,0,283.815155,0,0,1.67E-05,3.17E-06,10.59,16.4,4.33,3.45,9
191.125092,4.65E-08,0,284.66156,69.147995,0,284.66156,0,0,2.80E-05,4.33E-06,9.07,15.69,3.31,-1.32,8.09375
190.805054,2.48E-06,0,282.599518,23.3563404,0,282.599518,0,0,9.47E-06,9.33E-07,8.9,13.06,5.3,4.88,7.40625
190.781189,9.26E-07,0,285.02597,29.8263741,0,285.02597,0,0,1.21E-05,2.39E-06,11.24,16.82,5.04,6.61,7.15625
190.188065,6.87E-08,0,286.76532,35.734684,0,286.76532,0,0,1.45E-05,3.38E-06,13.75,20.03,6.75,7.7,6.8125
189.479324,9.71E-07,0,290.901428,58.1569977,0,290.901428,0,0,2.36E-05,4.10E-06,15.26,21.74,8.67,6.93,6.4375
188.400482,1.40E-06,0,287.734924,48.66716,0,287.734924,0,0,1.97E-05,3.21E-06,14.88,20.44,9.3,5.61,6.21875
188.161072,1.44E-06,0,287.693207,46.9547348,0,287.693207,0,0,1.90E-05,3.30E-06,14.6,19.72,9.06,6.87,6.09375
187.053665,1.76E-07,0,288.050812,82.435112,0,288.050812,0,0,3.34E-05,6.01E-06,13.92,21.14,2.95,-0.45,6.15625
185.620224,6.94E-09,0,287.795502,51.8579483,0,287.795502,0,0,2.10E-05,4.63E-06,14.43,21.46,5.29,0.24,6.0625
184.882156,2.50E-06,0,288.704285,62.2720413,0,288.704285,0,0,2.52E-05,4.64E-06,14.65,19.71,9.56,8.19,5.96875
188.553726,2.46E-06,0,285.9216,20.7827892,0,285.9216,0,0,8.43E-06,6.94E-07,13.09,18.34,9.68,9.41,6.0625
187.805862,6.70E-08,0,287.56366,68.0110779,0,287.56366,0,0,2.76E-05,5.13E-06,14.65,20.06,6.95,0.61,6.125
186.087616,1.26E-09,0,286.240295,68.7042923,0,286.240295,0,0,2.79E-05,5.65E-06,14.59,20.59,7.63,-3.55,6
184.624313,2.27E-10,0,287.930511,64.3383026,0,287.930511,0,0,2.61E-05,5.67E-06,16.47,21.81,10.37,-1.4,5.90625
183.316666,1.13E-10,0,290.372528,67.9564133,0,290.372528,0,0,2.76E-05,5.94E-06,16.66,23.59,8.61,0.89,5.8125
182.366547,3.79E-07,0,290.950317,55.5068359,0,290.950317,0,0,2.25E-05,5.23E-06,17.77,24.3,11.54,5.22,5.78125
181.808426,1.51E-06,0,291.857849,71.298584,0,291.857849,0,0,2.89E-05,5.58E-06,18.14,25.81,8.59,6.48,5.71875
181.080536,7.35E-07,0,290.868103,49.4976921,0,290.868103,0,0,2.01E-05,4.66E-06,16.8,23.44,11.17,6.22,5.75
180.43187,7.57E-08,0,294.925415,59.7664032,0,294.925415,0,0,2.42E-05,5.63E-06,19.29,26.57,12.72,11.69,5.71875
180.94101,2.60E-06,0,291.918518,87.6076508,0,291.918518,0,0,3.55E-05,4.26E-06,16.95,24.77,9.44,9.68,5.65625
180.033554,1.59E-06,0,289.098877,82.4681702,0,289.098877,0,0,3.34E-05,4.52E-06,15.23,20.52,10.85,-1.35,7.40625
184.492355,6.00E-06,0,281.957428,48.9298935,0,281.957428,0,0,1.98E-05,8.85E-07,9.16,14.78,4.95,2.1,8.875
188.491638,1.07E-06,0,284.719482,42.6965714,0,284.719482,0,0,1.73E-05,3.71E-06,11.73,18.84,5.69,2.69,9.5625
187.408249,3.85E-09,0,287.517822,45.7297668,0,287.517822,0,0,1.85E-05,4.55E-06,13.15,20.12,5.96,3.52,9.09375
186.039047,5.03E-07,0,289.745331,51.6026955,0,289.745331,0,0,2.09E-05,6.02E-06,15.19,21.59,10.08,7.64,8.125
185.192017,3.83E-07,0,289.905792,34.882164,0,289.905792,0,0,1.41E-05,4.29E-06,16.92,22.83,10.65,9.89,7.375
184.524246,1.15E-06,0,292.330902,40.8879967,0,292.330902,0,0,1.66E-05,4.97E-06,18.47,24.84,11.99,12.01,6.78125
184.102325,6.89E-06,0,293.940094,54.5139694,0,293.940094,0,0,2.21E-05,5.26E-06,19.41,23.96,14.73,15.06,6.3125
187.875061,8.36E-06,0,292.519135,55.8200874,0,292.519135,0,0,2.26E-05,2.41E-06,17.7,22.83,13.09,15.6,6.03125
206.367737,7.81E-06,0,286.486542,42.8053474,0,286.486542,0,0,1.74E-05,7.17E-07,12.34,16.01,8.97,11.9,18.03125
207.14743,8.94E-08,0,289.252533,79.8370438,0,289.252533,0,0,3.24E-05,1.15E-05,14.33,21.17,8.16,8.47,32.09375
202.605286,1.29E-06,0,286.393341,69.9872131,0,286.393341,0,0,2.84E-05,7.63E-06,12.7,17.77,5.72,5.42,31.46875
198.59259,7.25E-07,0,287.060883,86.0148926,0,287.060883,0,0,3.49E-05,9.98E-06,12.31,17.89,7.68,1.93,27.25
199.69722,6.51E-06,0,282.469788,42.5639763,0,282.469788,0,0,1.73E-05,1.77E-06,8.43,12.75,5.51,6.02,23.6875
200.408722,2.04E-06,0,286.036774,31.6888428,0,286.036774,0,0,1.28E-05,3.85E-06,12.13,15.72,7.47,7.58,27.4375
197.761887,1.20E-07,0,290.27066,68.6834641,0,290.27066,0,0,2.78E-05,9.30E-06,17.65,23.24,11.78,6.73,26.34375
194.325562,4.57E-09,0,292.192841,91.5548019,0,292.192841,0,0,3.71E-05,1.43E-05,18.39,24.56,12.35,6.69,23.4375
191.903473,1.48E-07,0,292.731873,63.4773407,0,292.731873,0,0,2.57E-05,1.04E-05,18.41,25.17,11.76,12.23,20.71875
189.896362,6.51E-08,0,295.901123,82.2240295,0,295.901123,0,0,3.33E-05,1.12E-05,19.84,26.08,12.77,12.39,18.3125
189.494186,6.50E-06,0,293.962372,88.4459076,0,293.962372,0,0,3.59E-05,1.01E-05,19.36,26.6,12.31,13.51,16.375
201.52034,1.09E-05,0,283.359955,52.9038773,0,283.359955,0,0,2.14E-05,1.03E-06,9.24,15.53,3.57,7.84,28.5
215.001328,9.18E-06,0,279.364258,43.1132393,0,279.364258,0,0,1.75E-05,8.50E-07,4,5.55,2.37,3.5,41.9375
213.006638,1.97E-06,0,282.539398,43.0274734,0,282.539398,0,0,1.74E-05,5.13E-06,8.83,14.56,3.85,4.31,48.09375
208.70018,4.18E-07,0,285.886902,56.4055862,0,285.886902,0,0,2.29E-05,9.89E-06,12.83,17.61,8.84,7.14,44.40625
205.540146,6.85E-07,0,286.254791,41.2598381,0,286.254791,0,0,1.67E-05,7.80E-06,12.9,17.54,7.67,8.23,40.375
202.583801,9.85E-07,0,289.926147,59.8155937,0,289.926147,0,0,2.43E-05,1.18E-05,16.73,21.74,11.41,10.97,36.15625
201.366058,3.78E-06,0,290.581848,61.1362572,0,290.581848,0,0,2.48E-05,9.06E-06,16.23,22.65,9.57,11.55,33.40625
199.606339,4.12E-06,0,292.057922,69.4454498,0,292.057922,0,0,2.82E-05,1.11E-05,17.32,21.79,12.37,13,31.28125
201.828888,1.05E-05,0,289.854492,46.1389618,0,289.854492,0,0,1.87E-05,2.30E-06,16,19.71,13.15,14.26,28.625
205.152863,8.65E-06,0,289.039185,30.9852867,0,289.039185,0,0,1.26E-05,1.32E-06,16.94,20.21,14.59,14.52,30.75
204.035889,3.68E-06,0,288.239929,50.6002464,0,288.239929,0,0,2.05E-05,7.31E-06,13.86,16.88,10.62,10.68,29.4375
200.964844,9.01E-08,0,291.433899,80.6409378,0,291.433899,0,0,3.27E-05,1.86E-05,17.78,23.94,10.67,9.1,26.84375
198.966934,7.15E-08,0,290.311127,46.4657364,0,290.311127,0,0,1.88E-05,9.13E-06,16.71,21.28,12.08,11.38,24
197.636627,2.65E-06,0,289.513031,49.4266434,0,289.513031,0,0,2.00E-05,7.47E-06,15.74,20.71,10.19,10.52,21.375
196.554977,2.31E-06,0,289.69989,41.8618202,0,289.69989,0,0,1.70E-05,7.11E-06,16.11,20.07,11.78,11.96,19.0625
195.094162,5.63E-07,0,293.501099,61.35215,0,293.501099,0,0,2.49E-05,1.40E-05,18.96,24.8,12.92,12.83,17
194.449539,2.90E-06,0,291.263336,36.4575882,0,291.263336,0,0,1.48E-05,6.13E-06,17.65,21.26,13.48,13.66,15.125
192.939224,1.53E-06,0,293.755463,77.9630814,0,293.755463,0,0,3.16E-05,1.54E-05,21.31,26.81,15.76,12.62,13.5
190.698196,4.47E-08,0,296.124786,85.1427917,0,296.124786,0,0,3.45E-05,1.79E-05,22.26,29.27,14.86,12.98,12.0625
188.865479,2.72E-06,0,296.250458,90.5272217,0,296.250458,0,0,3.67E-05,1.63E-05,22.59,28.02,15.05,13.58,10.8125
188.33046,3.34E-06,0,290.212402,47.4468155,0,290.212402,0,0,1.92E-05,6.75E-06,17.3,23.77,11.22,11.09,9.96875
187.181778,2.12E-08,0,293.978241,66.6231537,0,293.978241,0,0,2.70E-05,1.42E-05,21.12,26.55,14.73,11.63,9.1875
186.299454,2.94E-06,0,294.341278,60.5351868,0,294.341278,0,0,2.45E-05,1.14E-05,20.08,25.94,12.99,14.34,8.5
185.458191,2.98E-06,0,295.042694,66.8078842,0,295.042694,0,0,2.71E-05,1.17E-05,20.38,26.09,14.72,14.67,8.125
188.687759,1.03E-05,0,290.232635,37.6183395,0,290.232635,0,0,1.53E-05,1.56E-06,16.96,19.57,13.27,16.01,7.75
188.993317,4.28E-07,0,293.783295,55.9289169,0,293.783295,0,0,2.27E-05,1.24E-05,19.39,25.84,13.06,14.29,9.59375
187.725967,2.95E-07,0,295.256287,63.2813263,0,295.256287,0,0,2.57E-05,1.33E-05,20.74,26.83,15.31,15,9.6875
191.462219,1.62E-05,0,292.289032,63.2143745,0,292.289032,0,0,2.56E-05,3.02E-06,18.5,23.22,15.11,15.83,8.71875
202.713409,1.08E-05,0,290.338593,42.3075066,0,290.338593,0,0,1.72E-05,2.47E-06,15.27,18.23,11.07,14.19,12.65625
200.855225,5.55E-06,0,292.211151,58.0998611,0,292.211151,0,0,2.36E-05,9.88E-06,17.85,22.09,14.27,14.51,15.28125
199.711914,1.55E-05,0,292.739838,79.462616,0,292.739838,0,0,3.22E-05,8.05E-06,18.64,21.76,16.16,15.4,14.6875
205.056931,1.56E-05,0,291.021484,52.6810913,0,291.021484,0,0,2.14E-05,1.65E-06,17.83,19.81,16,16.42,15.09375
211.461685,1.80E-05,0,292.541656,62.1706085,0,292.541656,0,0,2.52E-05,3.30E-06,18.6,21.75,15.89,17.71,17.375
214.985275,1.48E-05,0,290.91806,64.8091583,0,290.91806,0,0,2.63E-05,4.25E-06,17.05,21.72,10.3,15.99,18
209.298904,2.39E-07,0,294.694733,146.413345,0,294.694733,0,0,5.94E-05,3.71E-05,22.87,27.89,16.47,13.31,20.21875
202.877838,9.39E-08,0,296.326813,149.097961,0,296.326813,0,0,6.04E-05,3.73E-05,22.97,30.21,14.31,13.51,19.34375
200.289169,8.56E-06,0,295.442963,95.1344757,0,295.442963,0,0,3.86E-05,1.66E-05,21.81,28.51,16.41,16.37,17.28125
203.567017,1.24E-05,0,289.971191,45.0315361,0,289.971191,0,0,1.83E-05,2.58E-06,16.79,21.6,11.79,15.86,16.25
201.643143,5.42E-07,0,294.62265,95.1134415,0,294.62265,0,0,3.86E-05,2.42E-05,20.34,25.82,13.91,14.02,18.09375
198.603058,1.78E-06,0,295.875061,89.9096298,0,295.875061,0,0,3.65E-05,1.98E-05,20.89,26.29,14.2,15.65,17.34375
195.701202,2.18E-07,0,295.915344,90.7157669,0,295.915344,0,0,3.68E-05,2.16E-05,21.63,26.7,15,16.27,15.5
193.405792,4.64E-06,0,296.869751,94.7568817,0,296.869751,0,0,3.84E-05,1.84E-05,22.44,27.73,16.57,16.17,13.78125
192.695724,1.90E-05,0,296.142059,94.5992584,0,296.142059,0,0,3.84E-05,1.04E-05,21.82,24.84,18.88,18.47,12.25
196.065414,1.67E-05,0,295.2146,67.2935867,0,295.2146,0,0,2.73E-05,4.11E-06,21.18,24.67,19.06,19.86,11.71875
204.577393,2.33E-05,0,294.691589,93.4503021,0,294.691589,0,0,3.79E-05,5.29E-06,19.39,21.95,17.01,19.01,25.21875
205.827271,2.09E-05,0,295.867004,90.0300369,0,295.867004,0,0,3.65E-05,8.67E-06,21.85,26.91,19.15,20.2,42.1875
217.155334,2.17E-05,0,290.843109,70.5164948,0,290.843109,0,0,2.86E-05,2.25E-06,17.44,20.08,15.4,17.09,59.78125
228.584198,8.43E-06,0,290.663605,99.1669922,0,290.663605,0,0,4.02E-05,1.39E-05,16.4,20.63,12.54,14.28,73.34375
219.539474,1.96E-08,0,292.918732,167.568787,0,292.918732,0,0,6.79E-05,4.71E-05,20.58,25.54,15.4,9.6,72.65625
212.031219,1.69E-08,0,295.141296,144.289139,0,295.141296,0,0,5.85E-05,4.06E-05,22.17,28.03,15.45,13.91,64.15625
207.645203,1.43E-07,0,293.752899,78.6609268,0,293.752899,0,0,3.19E-05,2.00E-05,19.11,22.84,14.29,16.09,56.96875
205.164429,3.81E-06,0,292.509094,63.799427,0,292.509094,0,0,2.59E-05,1.49E-05,19.29,24.52,13.91,14.87,51.359375
203.243484,1.42E-06,0,291.812256,63.2453918,0,291.812256,0,0,2.56E-05,1.52E-05,19.16,23.68,14.57,13.93,46.46875
201.244019,2.71E-06,0,293.722687,72.2263565,0,293.722687,0,0,2.93E-05,1.81E-05,19.44,23.69,15.62,14.72,41.796875
200.208939,3.95E-06,0,292.874817,58.5184593,0,292.874817,0,0,2.37E-05,1.33E-05,19.14,24.25,15.37,16.44,37.4375
198.160187,2.08E-06,0,294.847229,93.9351044,0,294.847229,0,0,3.81E-05,2.47E-05,21.73,27.93,16.06,15.07,33.96875
195.910629,1.01E-06,0,295.631287,86.4406967,0,295.631287,0,0,3.50E-05,2.23E-05,21.77,27.96,15.26,15.45,30.46875
194.153305,2.35E-06,0,295.773926,81.6008072,0,295.773926,0,0,3.31E-05,1.98E-05,21.59,27.27,14.99,15.96,27.234375
193.045776,5.28E-06,0,296.151276,83.7208557,0,296.151276,0,0,3.39E-05,1.85E-05,21.53,27.57,15.3,15.97,24.359375
192.366028,5.05E-06,0,296.257019,73.4667969,0,296.257019,0,0,2.98E-05,1.61E-05,21.51,27.38,15.77,16.91,21.84375
193.058441,7.61E-06,0,295.613647,70.1261673,0,295.613647,0,0,2.84E-05,1.20E-05,20.49,27.5,15.81,16.98,19.90625
195.552094,1.54E-05,0,294.942261,83.670311,0,294.942261,0,0,3.39E-05,9.20E-06,20.49,25.72,16.58,18,20.671875
212.87886,1.50E-05,0,291.434174,55.276516,0,291.434174,0,0,2.24E-05,3.04E-06,16.99,20.34,13.82,16.7,26.5625
212.656235,1.02E-05,0,294.146942,90.3049316,0,294.146942,0,0,3.66E-05,1.59E-05,20.38,24.67,16.87,16.8,40.09375
210.348953,9.74E-06,0,294.241882,89.4103928,0,294.241882,0,0,3.62E-05,1.46E-05,20.27,24.66,16.92,17.92,40.75
208.659546,7.18E-06,0,295.086548,80.9582367,0,295.086548,0,0,3.28E-05,1.54E-05,20.99,26.16,16.84,18.82,37.625
205.854401,5.61E-06,0,297.303223,104.820267,0,297.303223,0,0,4.25E-05,2.42E-05,23.29,28.67,18.58,19.27,34.71875
208.694733,7.30E-06,0,295.906799,73.7016678,0,295.906799,0,0,2.99E-05,1.44E-05,21.6,26.5,17.79,19.66,33.515625
205.440094,7.67E-06,0,298.189606,124.844078,0,298.189606,0,0,5.06E-05,2.65E-05,23.49,29.11,18.28,18.41,34.90625
217.044556,2.03E-05,0,292.783112,67.3348465,0,292.783112,0,0,2.73E-05,2.63E-06,19.29,23.53,16.81,18.55,62.359375
227.332077,1.45E-05,0,290.589294,51.7277451,0,290.589294,0,0,2.10E-05,3.01E-06,15.89,18.39,12.28,15.33,86.125
223.330612,1.45E-05,0,293.56955,136.854126,0,293.56955,0,0,5.55E-05,2.61E-05,18.51,22.37,15.74,16.6,96.078125
231.668427,1.57E-05,0,289.441376,53.1130257,0,289.441376,0,0,2.15E-05,2.34E-06,15.15,16.59,12.86,14.94,98.703125
225.702316,1.49E-06,0,291.196655,118.70385,0,291.196655,0,0,4.81E-05,2.90E-05,17.07,21.53,12.58,13.44,107.484375
218.403793,1.90E-07,0,293.244293,150.831802,0,293.244293,0,0,6.12E-05,3.78E-05,18.93,24.96,12.71,13.09,99.46875
214.69754,4.03E-06,0,293.749908,93.0494766,0,293.749908,0,0,3.77E-05,2.29E-05,20.64,25.07,16.68,16.08,88.765625
221.06308,1.65E-05,0,289.845886,60.8979492,0,289.845886,0,0,2.47E-05,2.93E-06,15.85,17.39,13.37,15.58,85.8125
217.389023,2.20E-06,0,291.732666,100.510307,0,291.732666,0,0,4.08E-05,2.26E-05,18.1,23.91,12.08,13.92,84.921875
212.244827,7.10E-08,0,294.591125,136.565857,0,294.591125,0,0,5.54E-05,3.62E-05,20.64,27.26,14.66,13.85,77.734375
208.518875,1.62E-07,0,295.100281,96.6876526,0,295.100281,0,0,3.92E-05,2.83E-05,21.75,28.07,15.33,16.2,69.734375
205.944107,3.07E-07,0,295.933411,83.3143616,0,295.933411,0,0,3.38E-05,2.32E-05,22.26,27.77,15.91,16.8,62.4375
204.245911,5.54E-06,0,296.12326,90.5085449,0,296.12326,0,0,3.67E-05,1.93E-05,20.73,27.57,15.1,17.59,54.890625
203.550858,7.79E-06,0,295.647583,81.9331818,0,295.647583,0,0,3.32E-05,1.42E-05,21.05,26.88,15.98,18.27,51.71875
203.147781,1.28E-05,0,295.623505,86.7915039,0,295.623505,0,0,3.52E-05,1.25E-05,21.21,25.54,17.6,18.83,47.265625
202.819321,1.34E-05,0,296.409027,87.4654846,0,296.409027,0,0,3.55E-05,1.20E-05,21.61,25.53,18.51,19.41,43.71875
202.160065,1.05E-05,0,297.158295,81.8581619,0,297.158295,0,0,3.32E-05,1.28E-05,22.55,26.77,19.21,20.04,40.96875
201.640427,9.94E-06,0,297.629608,83.6165771,0,297.629608,0,0,3.39E-05,1.33E-05,23.03,27.51,18.58,20.39,38.03125
203.068207,1.70E-05,0,297.245331,108.806427,0,297.245331,0,0,4.41E-05,1.38E-05,22.97,27.46,19.44,20.71,35.21875
205.733917,1.35E-05,0,295.395142,82.9831848,0,295.395142,0,0,3.36E-05,1.01E-05,20.73,24.22,18.18,18.25,35.734375
206.465073,2.08E-05,0,296.126312,116.136795,0,296.126312,0,0,4.71E-05,1.22E-05,22.05,26.95,18.02,19.31,34.25
210.825424,2.11E-05,0,294.02478,91.4779587,0,294.02478,0,0,3.71E-05,7.85E-06,19.33,24.64,16.85,17.65,35.9375
215.475723,2.16E-05,0,294.124359,89.5462494,0,294.124359,0,0,3.63E-05,7.72E-06,19.93,24.52,17.43,18.61,43.453125
222.227432,2.17E-05,0,292.950928,96.0082932,0,292.950928,0,0,3.89E-05,8.34E-06,18.93,23.34,15.27,17.38,73.8125
230.954147,5.96E-06,0,292.301971,111.774574,0,292.301971,0,0,4.53E-05,2.18E-05,18.61,24.85,14.42,15.02,98.6875
225.634827,6.09E-06,0,290.927734,61.4651146,0,290.927734,0,0,2.49E-05,1.01E-05,17.43,20.87,13.32,15.45,92.71875
220.739883,2.77E-06,0,293.032959,95.370224,0,293.032959,0,0,3.87E-05,2.47E-05,18.62,24.77,13.8,15.6,83.28125
220.57872,3.46E-06,0,291.359406,55.8804283,0,291.359406,0,0,2.27E-05,1.12E-05,17.89,23.62,13.14,15.58,74.671875
219.451462,3.63E-06,0,291.280609,64.2924042,0,291.280609,0,0,2.61E-05,1.41E-05,17.26,23.15,12.2,14.81,71.625
216.444092,2.25E-06,0,292.852631,88.9565506,0,292.852631,0,0,3.61E-05,2.10E-05,17.99,24.07,12.02,13.77,70.28125
213.756332,5.99E-06,0,292.900543,88.8393784,0,292.900543,0,0,3.60E-05,1.62E-05,18.02,24.11,13.38,14.54,64.109375
212.534058,7.71E-06,0,292.953491,74.1760406,0,292.953491,0,0,3.01E-05,1.11E-05,18.38,22.57,14.6,16.1,59.234375
210.740707,4.15E-06,0,294.593842,76.9375916,0,294.593842,0,0,3.12E-05,1.48E-05,19.96,25.32,14.6,16.34,55.015625
208.911499,2.67E-06,0,295.309082,70.7040863,0,295.309082,0,0,2.87E-05,1.52E-05,21.79,26.78,16.8,17.49,49.390625
207.114044,1.46E-06,0,295.532684,73.3499756,0,295.532684,0,0,2.97E-05,1.69E-05,21.95,26.87,16.56,17.77,45.0625
205.13623,2.18E-07,0,296.047943,82.1279144,0,296.047943,0,0,3.33E-05,1.89E-05,21.37,27.54,14.95,17.24,40.640625
203.350266,5.35E-06,0,295.33902,89.9555969,0,295.33902,0,0,3.65E-05,1.60E-05,20.91,25.47,17.69,16.14,36.515625
204.307236,1.03E-05,0,294.629272,60.3371811,0,294.629272,0,0,2.45E-05,6.75E-06,19.71,21.95,17.69,18.1,34.578125
208.296951,1.81E-05,0,292.697296,71.2031174,0,292.697296,0,0,2.89E-05,3.08E-06,18.32,22.23,15.56,17.71,42.546875
224.871735,1.73E-05,0,288.247742,56.5187912,0,288.247742,0,0,2.29E-05,1.04E-06,13.46,15.79,12,13.23,111.203125
242.004578,1.60E-05,0,287.589294,54.5331192,0,287.589294,0,0,2.21E-05,1.73E-06,12.9,14.18,11.91,12.78,156.89062
242.716736,5.55E-06,0,288.936554,68.3651581,0,288.936554,0,0,2.77E-05,1.02E-05,14.39,18.42,11.65,13.1,164.07812
235.023605,2.31E-06,0,290.808228,95.1761169,0,290.808228,0,0,3.86E-05,2.20E-05,17.29,22.97,11.8,12.4,149.71875
229.499039,1.11E-05,0,290.16925,99.9926529,0,290.16925,0,0,4.05E-05,1.52E-05,16.97,20.69,13.13,12.42,131.65625
227.330872,1.41E-05,0,289.638641,69.6765442,0,289.638641,0,0,2.82E-05,5.78E-06,15.48,17.49,13.59,13.1,116.609375
239.585876,1.10E-05,0,287.592743,33.9492569,0,287.592743,0,0,1.38E-05,6.41E-07,13.38,14.3,11.67,13.24,116.90625
236.637405,3.13E-06,0,291.531219,84.0673904,0,291.531219,0,0,3.41E-05,1.93E-05,17.8,23.76,12.1,13.98,128.40625
236.525543,7.60E-06,0,289.309753,75.1607971,0,289.309753,0,0,3.05E-05,1.02E-05,14.92,19.48,11.51,12.68,122.984375
231.312393,1.13E-06,0,291.003754,75.9189148,0,291.003754,0,0,3.08E-05,1.90E-05,16.59,22.54,11.69,12.61,116.32031
227.096405,5.32E-06,0,292.6474,95.4068527,0,292.6474,0,0,3.87E-05,1.87E-05,18.51,23.96,12.99,14,105.41406
229.532471,1.57E-05,0,290.042053,79.7550354,0,290.042053,0,0,3.23E-05,5.48E-06,15.84,20.37,10.56,14.98,112.11719
250.904892,1.50E-05,0,283.988861,59.1721344,0,283.988861,0,0,2.40E-05,1.22E-06,9.09,10.46,7.23,8.86,178.71875
