rzsm,sd,asst,lhnf,sm,sst,se,sdwe,Evap,Tran,at,tmax,tmin,dpt,FengRO,runoff
209.370941,0,284.37854,22.852354,0,284.37854,0,0,9.27E-06,7.85E-07,10.67,13.91,6.75,5.89,9.0859375,27.960938
209.23999,0,284.23645,29.5698643,0,284.23645,0,0,1.20E-05,2.56E-06,10.54,14.41,5.54,5.56,9.140625,27.828125
208.768082,0,286.253632,32.4268456,0,286.253632,0,0,1.31E-05,3.38E-06,11.19,15.21,6.24,6.48,9.0625,27.625
211.973053,0,283.12735,24.079958,0,283.12735,0,0,9.76E-06,1.22E-07,8.08,10.32,6.33,7.07,9.375,27.773438
217.945145,0,281.959076,11.0279789,0,281.959076,0,0,4.47E-06,9.17E-10,7.68,10,6.02,6.97,11.609375,33.851562
217.585037,0,283.377625,24.79702,0,283.377625,0,0,1.01E-05,1.12E-06,8.1,10.69,5.15,6.47,15.078125,43.109375
215.947815,0,283.310669,31.4872704,0,283.310669,0,0,1.28E-05,3.30E-06,7.86,13.49,2.77,3.9,16.398438,45.882812
214.62645,0,282.302246,23.9520607,0,282.302246,0,0,9.71E-06,1.72E-06,7.35,11.31,3.55,4.8,15.3671875,42.601562
213.588135,0,283.683838,28.4231548,0,283.683838,0,0,1.15E-05,1.58E-06,8.55,12.88,5.01,3.38,14.140625,38.820312
214.844788,0,282.815704,10.6109705,0,282.815704,0,0,4.30E-06,6.42E-08,7.98,9.29,4.73,6.33,13.609375,36.242188
215.101334,0,283.44223,30.7696266,0,283.44223,0,0,1.25E-05,2.40E-06,8.28,13.23,4.38,4.7,16.125,41.484375
214.219299,0,281.020966,26.1600647,0,281.020966,0,0,1.06E-05,1.67E-06,7.29,13.12,1.71,2.6,15.8984375,41.09375
213.518082,0,284.051147,21.0289555,0,284.051147,0,0,8.53E-06,1.20E-06,8.95,12.49,2.08,5.75,14.421875,37.46875
213.45285,0,284.913757,20.929718,0,284.913757,0,0,8.49E-06,7.04E-07,9.91,11.86,7.49,7.9,13.4765625,35.101562
213.466415,0,281.044617,40.950531,0,281.044617,0,0,1.66E-05,2.65E-07,5.36,9.42,3.22,2.12,13.1015625,35.078125
212.741791,0,280.490814,27.3188057,0,280.490814,0,0,1.11E-05,1.42E-07,5.08,7.54,3.47,0.79,14.0546875,36.445312
212.839233,0,279.709625,20.7336979,0,279.709625,0,0,8.41E-06,3.73E-14,3.92,5.09,2.97,1.11,13.9765625,36.210938
212.513062,0,282.521118,24.6111107,0,282.521118,0,0,9.98E-06,9.90E-07,6.23,9.02,3.14,2.92,13.703125,35.804688
212.677444,0,276.920502,19.6039333,0,276.920502,0,0,7.95E-06,1.33E-09,3.21,6.19,-1.82,-0.16,13.375,35.273438
211.880814,0,278.703339,26.5219669,0,278.703339,0,0,1.08E-05,1.54E-06,4.8,9.52,-1.64,-3.1,12.71875,34.25
211.051376,0,279.138428,24.8350849,0,279.138428,0,0,1.01E-05,1.76E-06,6.39,10.99,0.05,-0.35,11.671875,32.304688
210.338135,0,278.783234,25.102005,0,278.783234,0,0,1.02E-05,2.08E-06,6.1,12.64,-0.22,-0.37,10.6953125,30.59375
209.767487,0,278.997192,23.1131401,0,278.997192,0,0,9.37E-06,1.77E-06,4.7,12.28,-1.4,-0.12,9.9609375,29.328125
209.159775,0,277.940948,24.8321896,0,277.940948,0,0,1.01E-05,1.83E-06,6.33,12,-1.4,-2.99,9.4921875,28.375
208.739105,0,278.906799,19.8418121,0,278.906799,0,0,8.04E-06,1.46E-06,6.6,12.01,1.18,1.8,9.1875,27.65625
208.342514,0,279.735901,21.1281242,0,279.735901,0,0,8.57E-06,1.78E-06,5.94,12.89,-0.13,0.95,9,27.101562
208.671219,0,282.305115,16.7234745,0,282.305115,0,0,6.78E-06,4.86E-07,6.45,10.07,-0.14,4.57,8.8828125,26.726562
211.554749,0,280.014618,16.6706982,0,280.014618,0,0,6.76E-06,2.71E-09,4.64,7.71,1.64,4.1,12.0703125,30.890625
215.188843,4.09E-09,273.136902,19.6249447,0,273.136902,0,6.14E-07,7.96E-06,3.04E-14,-0.3,2.08,-3.35,-3.71,15.71875,41.820312
214.56958,0,273.269775,20.7956676,0,273.269775,0,0,8.43E-06,1.50E-07,0,4.89,-3.48,-7.12,15.3125,43.34375
213.415878,0,274.478821,17.8126106,0,274.478821,0,0,7.22E-06,4.26E-07,1.72,7.31,-2.71,-4.09,13.765625,39.203125
212.574417,0,274.594788,17.4710655,0,274.594788,0,0,7.08E-06,1.42E-07,1.39,6.13,-3.14,-5.25,12.7890625,36.492188
211.728653,0,272.832947,19.5632534,0,272.832947,0,0,7.93E-06,2.29E-08,0.08,4.51,-3.75,-9.28,11.5625,33.546875
211.007645,0,272.00119,19.2902641,0,272.00119,0,0,7.82E-06,1.95E-09,-0.38,4.8,-4,-10.59,10.3984375,30.546875
210.46788,0,273.448608,15.2685575,0,273.448608,0,0,6.19E-06,6.90E-08,1.8,6.69,-2.67,-5.92,9.578125,28.398438
209.966843,0,274.720154,18.0010757,0,274.720154,0,0,7.30E-06,5.22E-07,2.62,9.37,-2.7,-5.74,9.1875,27.1875
209.477921,0,275.084869,17.753046,0,275.084869,0,0,7.20E-06,5.95E-07,3.76,9.35,-1.56,-4.07,8.9609375,26.703125
209.258545,0,275.013641,11.1384888,0,275.013641,0,0,4.52E-06,2.29E-07,2.57,8.41,-2.43,-1.63,9.078125,27.3125
208.892761,0,274.709442,18.056881,0,274.709442,0,0,7.32E-06,6.21E-07,1.95,9.11,-3.81,-5.84,8.953125,27.078125
208.581985,0,276.728241,16.5406857,0,276.728241,0,0,6.71E-06,3.49E-07,3.32,8.8,-3.17,-2.5,8.7265625,26.296875
208.183868,0,274.303436,19.0529137,0,274.303436,0,0,7.72E-06,2.90E-07,1.5,7.73,-3.37,-6.62,9.078125,26.242188
207.895859,0,274.943085,15.1616201,0,274.943085,0,0,6.15E-06,3.87E-07,3.72,8.85,-3.05,-2.03,8.9609375,26.101562
207.708542,0,278.16095,14.1556816,0,278.16095,0,0,5.74E-06,4.91E-07,5.06,10.02,0.18,0.66,8.6796875,25.65625
207.41214,0,273.482971,26.0348625,0,273.482971,0,0,1.06E-05,7.96E-14,0.85,4.85,-2.78,-8.69,9.2109375,26.054688
207.008362,0,273.244324,16.7572937,0,273.244324,0,0,6.79E-06,2.99E-08,-0.21,5.13,-3.56,-9.09,9.15625,26.03125
206.715958,0,271.998444,19.7432232,0,271.998444,0,0,8.00E-06,4.82E-14,-0.36,5.26,-3.64,-13.21,8.6953125,25.367188
206.464432,0,272.970642,14.5157223,0,272.970642,0,0,5.89E-06,-6.69E-09,1.05,5.04,-3.52,-9.49,8.453125,24.914062
206.338043,0,273.740112,13.2951937,0,273.740112,0,0,5.39E-06,1.26E-07,1,6.71,-3.34,-6.52,8.34375,24.625
206.2229,0,274.067169,13.2085104,0,274.067169,0,0,5.36E-06,1.12E-07,2.23,7.45,-3.38,-3.84,8.25,24.375
206.213013,0,274.019684,17.6536007,0,274.019684,0,0,7.16E-06,-1.02E-08,0.37,4.72,-3.53,-7.04,8.171875,24.125
206.219803,0,273.241882,14.5571289,0,273.241882,0,0,5.90E-06,4.71E-08,0.99,5.33,-2.89,-7.39,8.09375,23.90625
206.081421,0,272.80722,12.4479189,0,272.80722,0,0,5.05E-06,5.86E-09,1.5,6.71,-2.54,-5.66,8.015625,23.6875
206.00589,2.42E-07,273.096771,10.2478113,0,273.096771,0,3.63E-05,4.15E-06,-1.56E-08,0.81,6.32,-3.28,-4.6,7.953125,23.453125
205.937881,2.41E-06,274.005188,11.2080364,0,274.005188,0,0.000361201,4.54E-06,-1.83E-08,0.46,4.89,-2.96,-4.44,7.875,23.234375
206.058472,8.07E-06,274.706238,12.4736366,3.49E-09,274.706238,0,0.001210087,5.06E-06,-1.90E-09,0.33,3.12,-2.93,-3.74,7.796875,23
206.353577,2.84E-06,273.151703,14.3551464,3.40E-08,273.151703,0,0.00042641,5.82E-06,-5.26E-09,-0.6,2.93,-2.71,-5.64,7.71875,22.78125
206.29277,5.38E-06,273.042786,14.1941233,3.86E-09,273.042786,0,0.000807091,5.75E-06,-2.66E-08,-0.27,3.35,-2.31,-5.36,7.640625,22.5625
206.260864,1.17E-06,273.546539,10.9467859,2.32E-08,273.546539,0,0.000175163,4.44E-06,-1.44E-08,0.22,2.96,-1.84,-3.95,7.578125,22.359375
206.229095,1.50E-08,274.639191,10.7486591,7.53E-09,274.639191,0,2.25E-06,4.36E-06,-2.70E-08,1.01,4,-1.5,-3.25,7.5,22.140625
206.70462,0,274.164978,6.61162806,0,274.164978,0,0,2.68E-06,-5.59E-09,0.53,3.07,-1.49,-1.82,7.4375,22
206.838013,1.45E-08,273.342377,21.5077209,0,273.342377,0,2.18E-06,8.72E-06,6.24E-14,-0.03,4.1,-3.08,-8.85,7.40625,21.90625
206.322678,4.94E-07,270.514069,17.3355236,0,270.514069,0,7.40E-05,7.03E-06,3.06E-14,-3.06,-0.45,-5,-16.64,7.328125,21.703125
205.927795,0,271.795319,14.6913967,0,271.795319,0,0,5.96E-06,-6.61E-10,-1.69,2.55,-5.11,-12.57,7.25,21.484375
205.614594,0,271.7323,13.2733374,0,271.7323,0,0,5.38E-06,4.76E-10,-1.77,2.38,-4.62,-12.84,7.1875,21.265625
205.377289,0,272.103088,11.7427988,0,272.103088,0,0,4.76E-06,-2.84E-09,-0.51,3.11,-3.33,-9.29,7.109375,21.0625
205.109375,0,272.424286,14.9265223,0,272.424286,0,0,6.05E-06,2.67E-12,0.38,5.34,-3.39,-11.36,7.046875,20.84375
204.827957,0,273.025085,13.5134811,0,273.025085,0,0,5.48E-06,1.43E-08,0.88,6.86,-3.98,-8.62,6.984375,20.640625
204.652786,9.57E-07,273.213745,11.0176439,0,273.213745,0,0.000143517,4.47E-06,-5.50E-09,1.1,6.3,-3.92,-6.03,6.90625,20.453125
204.358826,0,272.67514,17.9951935,0,272.67514,0,0,7.30E-06,6.63E-14,0.75,6.12,-3.4,-11.23,6.859375,20.265625
203.9711,0,272.678375,16.8371086,0,272.678375,0,0,6.83E-06,5.63E-09,1.54,6.37,-3.36,-12.88,6.8125,20.09375
203.689957,0,273.32019,14.0056591,0,273.32019,0,0,5.68E-06,4.77E-08,0.98,7.49,-4.1,-9.78,6.734375,19.890625
203.617691,0,275.022766,9.04423809,0,275.022766,0,0,3.67E-06,-4.72E-09,1.48,5.4,-2.91,-4.64,6.671875,19.71875
204.374023,4.72E-07,273.38089,6.40469837,8.36E-09,273.38089,0,7.07E-05,2.60E-06,-6.41E-09,0,2.56,-3.06,-3.39,6.625,19.578125
204.22995,4.98E-06,272.392212,27.8257484,7.89E-08,272.392212,0,0.000746844,1.13E-05,5.75E-14,-1.48,2.26,-4.78,-13.94,6.609375,19.59375
203.682678,0,271.201569,17.1384869,0,271.201569,0,0,6.95E-06,6.37E-14,-2.16,1.77,-5.07,-13.76,6.53125,19.34375
203.438644,8.68E-06,273.247498,12.5326595,5.84E-08,273.247498,0,0.001302622,5.08E-06,-8.51E-09,-0.95,2.36,-4.27,-7.15,6.46875,19.140625
203.888885,3.07E-06,272.323303,10.725852,8.08E-09,272.323303,0,0.000461025,4.35E-06,-4.95E-09,-1.34,3.14,-4.36,-6.09,6.40625,18.953125
203.820755,9.67E-08,272.684845,19.5008278,8.37E-09,272.684845,0,1.45E-05,7.91E-06,7.40E-14,-1.03,2.72,-4.28,-10.46,6.34375,18.765625
203.372208,0,271.707855,16.5395508,0,271.707855,0,0,6.71E-06,2.61E-10,-1.16,2.65,-3.96,-16.1,6.28125,18.59375
203.04599,0,272.417236,12.725688,0,272.417236,0,0,5.16E-06,-2.44E-08,-0.28,4.26,-4.1,-9.29,6.21875,18.40625
202.843399,0,273.787598,10.5583467,0,273.787598,0,0,4.28E-06,-1.89E-08,0.51,6.03,-3.42,-5.61,6.15625,18.234375
202.801758,0,273.46524,8.28382969,0,273.46524,0,0,3.36E-06,-8.76E-09,0.41,3.14,-2.05,-3.4,6.109375,18.078125
202.663086,0,273.2742,10.744463,0,273.2742,0,0,4.36E-06,3.27E-08,1.37,6.36,-3.77,-4.34,6.046875,17.90625
202.347778,0,273.97229,15.045948,0,273.97229,0,0,6.10E-06,1.17E-07,0.84,7.56,-3.8,-7.15,6,17.765625
202.50029,0,275.849396,10.9389734,0,275.849396,0,0,4.44E-06,-1.93E-08,1.02,5,-2.99,-2.04,5.9375,17.59375
202.304962,0,273.168304,24.4585876,0,273.168304,0,0,9.92E-06,3.52E-08,0.59,4.9,-2.63,-13.03,5.90625,17.46875
201.770737,0,273.378571,17.386898,0,273.378571,0,0,7.05E-06,1.27E-07,1.56,7.05,-3.49,-8.7,5.859375,17.328125
201.454346,0,273.923981,13.9404268,0,273.923981,0,0,5.65E-06,1.16E-07,1.01,7.44,-3.36,-5.27,5.796875,17.171875
201.19754,0,274.249054,13.4310799,0,274.249054,0,0,5.45E-06,1.23E-07,2.35,7.49,-2.71,-4.1,5.734375,17
200.952347,0,277.773285,14.1899281,0,277.773285,0,0,5.75E-06,3.12E-07,4,9.37,-2.52,-1.38,5.6875,16.84375
200.615723,0,275.294525,20.1620045,0,275.294525,0,0,8.17E-06,1.90E-07,2.17,8.76,-3.47,-7.13,6.40625,18.3125
200.210312,0,277.302917,17.401371,0,277.302917,0,0,7.06E-06,2.87E-07,3.32,9.2,-3.19,-5.78,6.484375,18.859375
200.126755,0,279.477203,14.5700598,0,279.477203,0,0,5.91E-06,1.18E-07,3.45,7.26,-1.88,-1.18,6.828125,18.890625
200.406769,0,277.661438,14.2293139,0,277.661438,0,0,5.77E-06,1.72E-07,2.78,8.08,-3.01,-1.61,6.8125,18.84375
200.055176,0,276.94519,16.9666309,0,276.94519,0,0,6.88E-06,2.73E-07,3.65,9.32,-3.31,-3.85,6.46875,18.328125
199.787537,0,277.997253,14.579196,0,277.997253,0,0,5.91E-06,3.58E-07,4.83,10.65,-0.48,0.75,6.125,17.6875
199.479874,0,279.324554,18.8742352,0,279.324554,0,0,7.65E-06,6.90E-07,5.55,12.26,-0.3,0.79,6.28125,17.71875
199.46817,0,278.051086,11.0713634,0,278.051086,0,0,4.49E-06,2.44E-07,6,11.13,1.51,2.31,7.15625,18.5
199.144165,0,279.859009,19.7499847,0,279.859009,0,0,8.01E-06,9.11E-07,7.48,14.45,-1.64,2.08,7.65625,19.375
198.789902,0,280.769348,21.7261162,0,280.769348,0,0,8.81E-06,9.97E-07,6.36,14.6,-1.59,1.25,7.9375,20.375
198.255722,0,279.734009,32.6126213,0,279.734009,0,0,1.32E-05,5.77E-07,3.97,9.96,-2.09,-5.83,8.15625,21.53125
201.166321,0.000685947,275.908905,15.0400009,0,275.908905,2.32E-08,0.102892093,6.12E-06,2.23E-14,0.84,2.77,-2.49,-1.11,7.90625,21.4375
202.364609,0.00806411,273.410583,14.6131372,0,273.410583,3.08E-07,1.20962071,6.23E-06,3.79E-14,-1.85,0.92,-4.52,-6.19,7.90625,22.84375
202.015366,0.018343061,270.660309,11.6662512,0,270.660309,7.90E-07,2.75148225,5.52E-06,3.19E-14,-4.03,-0.8,-7.26,-8.74,7.25,21.34375
202.380905,0.01476553,273.364288,17.7862244,1.60E-05,273.364288,3.55E-07,2.21485543,7.57E-06,-5.39E-09,-1.52,2.76,-5.15,-7.4,6.59375,19.375
202.156235,0.020901766,270.745575,13.6310616,0,270.745575,1.35E-06,3.13531852,6.88E-06,1.73E-14,-4.53,-1.94,-7.65,-9.27,6.1875,18.1875
201.762375,0.024616871,270.818115,17.14604,2.29E-06,270.818115,1.89E-06,3.69260931,8.84E-06,1.93E-14,-4.92,-0.97,-7.71,-10.87,5.9375,17.40625
201.53067,0.02283052,271.387268,13.9146843,2.96E-06,271.387268,1.27E-06,3.42466426,6.92E-06,1.60E-09,-3.19,-0.89,-5.43,-8.84,5.8125,16.9375
201.951782,0.017451581,273.28952,17.3129196,1.38E-05,273.28952,7.72E-07,2.6178124,7.79E-06,-1.26E-09,-2.12,1.22,-5.11,-6.98,5.75,16.71875
201.899673,0.024906706,270.974426,14.3227139,1.11E-07,270.974426,1.35E-06,3.73613572,7.16E-06,5.14E-14,-3.68,-0.54,-5.8,-8.56,5.6875,16.5625
202.195679,0.019401696,271.403137,15.6054974,1.32E-05,271.403137,8.66E-07,2.91036296,7.19E-06,-1.64E-09,-2.39,0.86,-5.15,-7.75,5.625,16.40625
202.576202,0.012731327,273.294769,14.7564955,1.08E-05,273.294769,4.00E-07,1.90977538,6.38E-06,-4.69E-09,-0.8,1.67,-4.74,-5.38,5.59375,16.25
203.258804,0.009603556,273.828735,11.406148,1.60E-06,273.828735,8.40E-08,1.44059575,4.71E-06,-4.09E-09,-0.81,1.96,-4.03,-3.85,5.53125,16.125
203.983459,0.012110319,273.904999,15.16922,4.29E-06,273.904999,2.11E-07,1.81663609,6.36E-06,4.74E-14,-2.32,1.55,-5.5,-5.58,5.59375,16.375
204.547897,0.011552766,273.02536,20.3371677,5.48E-06,273.02536,3.48E-07,1.73300493,8.59E-06,7.31E-14,-2.49,1.2,-5.98,-6.6,5.53125,16.34375
204.441452,0.006248857,273.357605,21.2995052,9.57E-06,273.357605,9.76E-08,0.937378943,8.73E-06,1.19E-07,-1.68,3.27,-5.63,-7.23,5.40625,15.9375
203.896057,0.00305622,273.740021,17.3161087,4.49E-06,273.740021,6.40E-08,0.458458215,7.08E-06,4.51E-08,0.37,4.07,-3.64,-4.33,5.34375,15.75
203.394455,0.001516979,277.484894,17.1203308,2.33E-06,277.484894,1.28E-08,0.227559775,6.95E-06,1.07E-07,1.81,4.29,-1.24,-2.27,5.40625,16.25
203.238647,0.000640997,277.883118,13.4523144,0,277.883118,-1.93E-09,0.096155115,5.45E-06,2.50E-08,2.21,4.74,-0.69,-0.18,5.65625,17.15625
202.888397,0.000243143,279.801605,18.4920845,0,279.801605,-9.49E-10,0.03647361,7.50E-06,2.15E-07,2.88,5.47,0.13,0.39,6,17.96875
202.685394,3.50E-05,280.295074,16.7630978,0,280.295074,-3.86E-10,0.005246847,6.80E-06,1.18E-07,3.37,6.24,0.98,1.34,6.75,19.625
202.639709,0,280.558472,12.8073044,0,280.558472,0,0,5.19E-06,7.69E-08,3.73,6.52,0.27,2.17,8.0625,22.84375
202.499435,0,281.497711,19.4458637,0,281.497711,0,0,7.88E-06,2.93E-07,4.57,7.77,0.41,2.03,9.21875,25.84375
202.586655,0,277.753021,21.0940628,0,277.753021,0,0,8.55E-06,4.05E-08,2.54,5.16,-1.03,-1.4,11.1875,29.875
202.715897,0,279.889587,21.0352974,0,279.889587,0,0,8.53E-06,1.40E-07,2.81,6.21,-0.57,-0.16,11.65625,31.0625
204.695129,0,276.496216,16.9917221,0,276.496216,0,0,6.89E-06,-1.01E-08,1.74,5.09,-2.02,-0.62,11.84375,32.40625
204.123108,0,278.414459,23.2342415,0,278.414459,0,0,9.42E-06,3.03E-07,1.4,5.75,-2.45,-2.47,11.34375,32.15625
204.443924,0,278.560242,16.5730152,0,278.560242,0,0,6.72E-06,4.59E-09,2.38,5.15,-0.71,-0.57,10.46875,30.15625
205.121475,0,276.462036,10.923501,0,276.462036,0,0,4.43E-06,5.00E-11,0.81,4.37,-5.77,-0.7,9.8125,28.5
204.378113,0,281.472748,34.7273979,0,281.472748,0,0,1.41E-05,1.07E-06,3.82,9.06,-5.19,-2,9.71875,28.5625
204.929398,0,278.725067,19.103981,0,278.725067,0,0,7.75E-06,8.38E-09,2.58,5.81,-0.49,0.75,9.71875,29.46875
205.32074,0,279.887115,27.7914677,0,279.887115,0,0,1.13E-05,2.88E-07,3.06,7.05,-0.3,-0.58,10,31.4375
206.015717,3.72E-07,277.043549,11.8879089,0,277.043549,0,5.58E-05,4.82E-06,-2.67E-09,1.12,3.99,-2.44,-0.28,9.78125,31.34375
205.010666,0,279.090363,28.3350239,0,279.090363,0,0,1.15E-05,1.19E-06,3.36,9.07,-1.81,-1.5,9.25,30.3125
203.926453,0,280.144684,24.004961,0,280.144684,0,0,9.73E-06,6.70E-07,5,9.03,-1.39,0.66,8.96875,28.96875
203.282089,0,282.004791,21.8669853,0,282.004791,0,0,8.87E-06,4.43E-07,6.14,9.08,1.79,2.62,10.28125,29.75
203.488159,0,280.184937,18.4247952,0,280.184937,0,0,7.47E-06,1.99E-07,5,10.67,-2.01,1.36,13.59375,34.34375
202.435913,0,278.821899,37.1729507,0,278.821899,0,0,1.51E-05,1.00E-06,3.24,9.35,-2.41,-6.17,16.09375,39
201.19841,0,280.142212,36.6899605,0,280.142212,0,0,1.49E-05,1.64E-06,5.55,11.42,-1.46,-5.62,15.5,37.84375
200.126938,0,281.351471,35.89394,0,281.351471,0,0,1.46E-05,1.75E-06,7.08,12.74,-0.26,-1.31,15.125,36.15625
199.258057,0,282.737427,31.8040237,0,282.737427,0,0,1.29E-05,2.00E-06,8.46,14.83,2.58,2.23,15.15625,35.34375
198.547379,0,283.658478,29.7384109,0,283.658478,0,0,1.21E-05,1.92E-06,9.7,16.5,2.88,4.24,14.59375,34.25
197.460968,0,287.054962,51.9196053,0,287.054962,0,0,2.10E-05,3.18E-06,10.95,17.77,3.88,0.69,13.8125,33.65625
196.473129,0,287.495117,35.201355,0,287.495117,0,0,1.43E-05,2.53E-06,10.47,17.75,4.39,5.14,12.78125,32.65625
195.758667,0,283.394714,53.2627563,0,283.394714,0,0,2.16E-05,1.39E-06,8.35,12.55,2.01,-7.36,11.5625,30.875
194.879227,0,280.460297,31.0884266,0,280.460297,0,0,1.26E-05,9.95E-07,4.53,9.17,0.05,-6.7,10.375,28.5
194.53801,0,281.969604,26.9840298,0,281.969604,0,0,1.09E-05,9.62E-07,5.92,10.66,1.63,-0.66,9.34375,26.15625
194.602448,0,282.067169,21.171814,0,282.067169,0,0,8.58E-06,4.51E-07,6.84,10.03,3.44,1.99,8.4375,24.1875
194.625504,0,282.742126,24.0947685,0,282.742126,0,0,9.77E-06,8.22E-07,7.42,11.64,3.45,2.65,7.75,22.71875
194.197052,0,284.925873,34.3718071,0,284.925873,0,0,1.39E-05,2.45E-06,9.51,15.66,3.52,2.67,7.3125,21.71875
193.484329,0,286.280304,41.6225815,0,286.280304,0,0,1.69E-05,3.46E-06,10.84,18.42,4.74,4.38,6.9375,20.90625
192.859344,0,286.104675,36.5940094,0,286.104675,0,0,1.48E-05,2.78E-06,11.66,17.78,6.29,5.4,6.59375,20.21875
195.268295,0,283.628479,21.4475765,0,283.628479,0,0,8.70E-06,4.57E-07,8.03,12.7,2.99,6.08,6.34375,19.5625
195.008057,0,285.577881,46.1181145,0,285.577881,0,0,1.87E-05,3.34E-06,10.68,18.09,3.39,1.04,8.5625,22.4375
194.54715,0,290.024231,55.6721916,0,290.024231,0,0,2.26E-05,4.34E-06,13.18,20.15,5.74,6.37,8.96875,23.15625
197.549301,0,283.986603,15.3430882,0,283.986603,0,0,6.22E-06,1.31E-07,9.14,11.46,6.38,7.48,10.84375,26.3125
197.252258,0,284.800079,38.3997307,0,284.800079,0,0,1.56E-05,2.44E-06,9.95,15.24,3.71,1.33,12.96875,30.8125
196.042648,0,287.406525,43.0337105,0,287.406525,0,0,1.74E-05,3.67E-06,11.25,16.95,5.59,2.82,12.40625,29.71875
196.988327,0,283.429657,24.718998,0,283.429657,0,0,1.00E-05,7.60E-07,8.68,14.19,1.84,5.08,11.34375,27.6875
196.488571,0,284.890717,36.1552429,0,284.890717,0,0,1.47E-05,2.07E-06,9.97,15.19,4.56,3.64,11,27.65625
196.816574,0,284.172943,22.508894,0,284.172943,0,0,9.13E-06,7.58E-07,9.92,13.6,4.16,5.84,10.53125,27.09375
196.274689,0,286.45047,35.9990196,0,286.45047,0,0,1.46E-05,2.82E-06,10.26,16.71,3.26,3.72,11.1875,26.875
195.939148,0,286.514801,34.0991135,0,286.514801,0,0,1.38E-05,1.72E-06,10,12.91,5.87,5.14,11.5,26.53125
195.215668,0,287.04184,39.7047043,0,287.04184,0,0,1.61E-05,3.65E-06,11.22,17.61,4.19,5.16,10.96875,25.375
194.107635,0,288.425659,42.9435387,0,288.425659,0,0,1.74E-05,4.38E-06,13.45,19.71,6.82,6.73,10.03125,23.71875
194.392532,0,289.562286,23.9451408,0,289.562286,0,0,9.71E-06,1.14E-06,13.28,15.75,9.79,9.7,9.0625,22.1875
198.098328,0,289.525818,42.1639671,0,289.525818,0,0,1.71E-05,1.37E-06,13.84,18.12,10.02,11.07,8.46875,21.4375
203.400742,0,285.993866,20.2248039,0,285.993866,0,0,8.20E-06,4.39E-07,10.38,12.39,7.19,8.12,13.21875,33.28125
201.781616,0,289.286133,50.2015991,0,289.286133,0,0,2.04E-05,5.10E-06,12.05,18.32,6.32,6.99,15.8125,40.125
200.229309,0,290.444092,45.9853172,0,290.444092,0,0,1.86E-05,4.39E-06,14.11,19.65,9.05,9.53,15.0625,37.71875
201.059418,0,288.856598,28.1874714,0,288.856598,0,0,1.14E-05,9.03E-07,12.71,15.3,9.91,10.35,14,34.9375
201.759125,0,289.682556,27.6253796,0,289.682556,0,0,1.12E-05,1.58E-06,13.95,17.7,10.91,11.61,13.28125,34.0625
201.807678,0,287.23114,31.4848309,0,287.23114,0,0,1.28E-05,1.96E-06,12.37,17.73,7.65,8.93,13.03125,34.75
201.239258,0,290.016205,47.8395386,0,290.016205,0,0,1.94E-05,3.36E-06,12.86,18.12,9.67,10.1,12.34375,33.3125
206.613556,0,285.961182,30.632164,0,285.961182,0,0,1.24E-05,6.67E-07,10.31,13.37,6.89,7.92,15.6875,38.71875
206.01445,0,288.489655,54.9793968,0,288.489655,0,0,2.23E-05,4.13E-06,12.34,16.37,9.24,7.66,22.3125,51.65625
206.974655,0,286.192902,26.4414272,0,286.192902,0,0,1.07E-05,4.75E-07,10.49,13.03,8.06,9,23.71875,54.875
207.443741,0,282.376434,27.8900051,0,282.376434,0,0,1.13E-05,1.15E-06,7.98,11.86,2.53,4.46,25.875,59.1875
204.712814,0,289.262817,59.168087,0,289.262817,0,0,2.40E-05,7.93E-06,12.73,17.95,6.81,6.94,25.6875,58.78125
203.034241,0,290.085815,43.6400604,0,290.085815,0,0,1.77E-05,4.52E-06,13.85,17.77,10.56,9.93,23.375,53.375
205.526688,0,288.374146,73.6944122,0,288.374146,0,0,2.99E-05,5.14E-06,12.37,19.18,2.05,9.53,22.40625,49.15625
211.086502,0,281.391754,34.5548477,0,281.391754,0,0,1.40E-05,1.17E-06,5.92,11.49,1.92,1.87,33.09375,75.21875
207.968002,0,283.024017,52.34655,0,283.024017,0,0,2.12E-05,5.48E-06,8.11,15.77,0.87,0.69,35.8125,84.03125
205.287949,0,286.210602,50.3094215,0,286.210602,0,0,2.04E-05,6.71E-06,11.21,16.9,4.92,4.85,32.875,76.9375
202.870331,0,289.170959,64.2648926,0,289.170959,0,0,2.61E-05,1.01E-05,13.34,19.19,6.43,5.51,29.40625,68.34375
200.95752,0,289.949615,62.7575455,0,289.949615,0,0,2.54E-05,9.35E-06,13.96,20.31,7.49,7.01,26.375,60.875
199.769409,0,288.969849,48.264061,0,288.969849,0,0,1.96E-05,5.89E-06,14.36,19.79,8.32,8.23,24.0625,54.875
201.235489,0,283.310638,38.9041939,0,283.310638,0,0,1.58E-05,1.15E-06,10.1,14.77,3.42,2.93,21.6875,49.875
199.575851,0,286.984802,63.5970459,0,286.984802,0,0,2.58E-05,9.02E-06,11.33,17.55,5.64,2.21,19.71875,46.4375
200.088898,0,282.981537,19.855154,0,282.981537,0,0,8.05E-06,6.18E-07,10.2,15.78,3.77,5.67,18.375,42.875
198.578751,0,286.190338,70.4945679,0,286.190338,0,0,2.86E-05,9.32E-06,11.49,17.84,4.26,-0.66,17.9375,40.84375
