rzsm,sd,asst,lhnf,sst,se,sdwe,Evap,Tran,at,tmax,tmin,dpt,FengRO,CiRO,runoff
198.063644,0,282.653442,53.5452995,282.653442,0,0,2.17E-05,1.52E-06,7.89,13.57,0.54,-0.49,9.21875,24.625,28.5
196.738464,0,280.43335,36.795105,280.43335,0,0,1.49E-05,1.14E-06,5.98,9.75,2.7,-4.88,11.65625,28.78125,32.75
196.293716,0,280.173157,24.3424358,280.173157,0,0,9.87E-06,6.40E-07,6.83,10.67,2.95,-0.35,11.71875,29.28125,34.46875
196.009094,0,280.864197,30.6881809,280.864197,0,0,1.24E-05,1.06E-06,6.74,13.15,1.25,0.46,11.21875,27.65625,32.84375
195.584488,0,280.574066,23.3743477,280.574066,0,0,9.48E-06,1.03E-06,7.51,13.41,1.46,2.36,10.65625,26.53125,31.53125
194.86615,0,281.144867,63.7048645,281.144867,0,0,2.58E-05,1.21E-06,6.64,12.91,-0.77,-3.38,10.09375,25.78125,30.6875
193.202209,0,274.916443,57.4832039,274.916443,0,0,2.33E-05,6.03E-07,-0.21,2.58,-4.65,-12.67,9.53125,24.90625,29.9375
192.315384,0,274.952759,28.670866,274.952759,0,0,1.16E-05,6.81E-07,2.44,7.22,-3.81,-12.39,8.71875,23.3125,28.34375
191.838821,0,279.111084,39.4905586,279.111084,0,0,1.60E-05,1.01E-06,3.7,9.81,-1.59,-5.95,7.90625,21.65625,26.46875
191.200165,0,280.584351,39.0084114,280.584351,0,0,1.58E-05,1.14E-06,6.17,11.3,-1.02,-1.78,7.3125,20.34375,24.90625
190.818039,0,281.629822,38.5065994,281.629822,0,0,1.56E-05,9.56E-07,5.45,10.3,1.18,-2.65,7,19.59375,23.90625
192.422195,0,277.217896,16.8185787,277.217896,0,0,6.82E-06,1.81E-07,1.42,4.57,-2.25,-1.84,7,19.8125,24
195.329727,0,275.983215,28.9795647,275.983215,0,0,1.17E-05,8.01E-08,-0.26,1.43,-2.97,-2.46,6.96875,20.1875,24.53125
196.12291,1.18E-06,273.571686,40.2143402,273.571686,0,0.000177206,1.63E-05,2.05E-07,-2.13,-0.39,-4.35,-7.21,7.09375,21.34375,26.8125
195.48172,4.68E-06,275.796783,24.2490921,275.796783,0,0.000702342,9.83E-06,7.55E-07,1.12,3.56,-3.27,-4.55,6.6875,20.375,26.4375
194.991119,0,277.403809,37.7521591,277.403809,0,0,1.53E-05,6.19E-07,0.44,4.27,-4.35,-5.58,6.375,20.09375,26.15625
193.913635,0,276.476196,35.3346176,276.476196,0,0,1.43E-05,8.47E-07,1.21,6.39,-3.3,-9.46,6.09375,19.625,25.65625
193.120026,0,278.174347,29.7080097,278.174347,0,0,1.20E-05,1.06E-06,4.74,9.58,-0.94,-4.14,5.90625,19.03125,24.65625
192.517456,0,280.097015,32.6405754,280.097015,0,0,1.32E-05,1.25E-06,5.26,11.31,-0.49,-2.65,6.8125,22.875,26.96875
192.292755,0,278.859192,24.3116627,278.859192,0,0,9.86E-06,7.12E-07,4.65,9.74,-2.42,-1.1,8.875,28.875,32.6875
191.652878,0,282.350739,39.8984032,282.350739,0,0,1.62E-05,1.86E-06,6.58,13.66,-1.15,-3.52,10.5,32.03125,36.875
190.474335,0,284.129272,51.8105125,284.129272,0,0,2.10E-05,2.37E-06,8.28,13.44,1.43,0.43,12.0625,33,37.9375
189.841187,0,285.016541,33.9697571,285.016541,0,0,1.38E-05,1.41E-06,10.15,14.7,5.84,5.11,13.65625,34.15625,39.375
190.490952,0,284.651825,28.2813683,284.651825,0,0,1.15E-05,8.68E-07,9.76,11.71,7.69,6.66,13.6875,33.84375,39.625
191.912186,0,284.099335,19.4168987,284.099335,0,0,7.87E-06,8.18E-07,9.2,15.05,3.89,5.68,13.3125,33.1875,39
191.852982,0,284.963654,37.0917587,284.963654,0,0,1.50E-05,1.94E-06,10.09,16.14,5.18,4.62,13.84375,34.375,39.75
192.667297,0,281.253204,22.2703819,281.253204,0,0,9.03E-06,5.41E-07,7.83,13.43,3.17,3.63,13.3125,34.125,40.5625
193.378418,0,280.407013,24.7232704,280.407013,0,0,1.00E-05,5.31E-07,6.04,7.89,4.55,2.75,11.9375,31.3125,38.03125
195.587692,0,281.041992,19.3440876,281.041992,0,0,7.84E-06,3.00E-07,6.85,8.84,2.25,4.33,11.03125,29.90625,36.09375
195.074768,0,284.875336,49.7041092,284.875336,0,0,2.02E-05,2.25E-06,9.97,14.54,4.27,2.51,10.84375,30.5,36.53125
193.764694,0,282.003021,43.6129112,282.003021,0,0,1.77E-05,1.94E-06,8.07,12.36,4.16,-1.15,10.53125,30.28125,36.71875
192.71315,0,282.881775,33.972271,282.881775,0,0,1.38E-05,2.12E-06,8.51,14.24,2.21,0.67,9.9375,28.75,35.09375
191.740662,0,285.378174,41.5570068,285.378174,0,0,1.68E-05,3.02E-06,10.75,16.98,5.07,4.43,9,26.34375,32.5625
190.287384,0,286.947021,66.8456345,286.947021,0,0,2.71E-05,4.20E-06,11.03,17.87,4.95,-0.02,8.09375,24.25,30.375
190.339066,0,283.604828,21.2514267,283.604828,0,0,8.62E-06,6.25E-07,10.32,14.28,7.28,5.22,7.40625,22.84375,28.90625
190.399323,0,286.358459,29.4406452,286.358459,0,0,1.19E-05,1.97E-06,11.98,16.32,7.99,7.52,7.15625,22.1875,27.8125
189.84494,0,287.808472,32.1910858,287.808472,0,0,1.31E-05,2.68E-06,14.19,20.19,8.28,8.74,6.8125,21.46875,26.9375
189.081299,0,292.175018,58.7990112,292.175018,0,0,2.38E-05,3.83E-06,15.98,22.7,8.93,7.11,6.4375,20.46875,25.75
187.816238,0,289.875275,52.6382256,289.875275,0,0,2.13E-05,3.24E-06,15.72,20.98,10.33,5.37,6.21875,19.75,24.71875
187.003128,0,289.913239,50.3601608,289.913239,0,0,2.04E-05,3.79E-06,15.41,21.4,10.17,7.31,6.09375,19.25,24
185.545456,0,290.833282,89.0695953,290.833282,0,0,3.61E-05,6.01E-06,15.02,22.95,5.78,0.16,6.15625,19,23.5
183.881012,0,289.305542,54.7289543,289.305542,0,0,2.22E-05,4.55E-06,14.79,22.34,6.63,2.38,6.0625,18.71875,23.125
183.410339,0,289.712738,59.7445145,289.712738,0,0,2.42E-05,3.98E-06,15.7,20.55,10.51,8.48,5.96875,18.34375,22.59375
186.198196,0,288.004822,26.3061047,288.004822,0,0,1.07E-05,1.12E-06,14.32,19.6,9.22,9.78,6.0625,18.90625,23.15625
185.286942,0,290.051727,72.9106827,290.051727,0,0,2.96E-05,5.00E-06,15.11,21.79,6.54,0.7,6.125,19.5625,24.09375
183.47644,0,289.480988,77.509346,289.480988,0,0,3.14E-05,5.53E-06,15.11,21.46,7,-2.94,6,19.03125,23.78125
182.085739,0,290.29068,58.2423515,290.29068,0,0,2.36E-05,4.75E-06,17.07,22.77,10.73,-0.41,5.90625,18.375,22.84375
180.933884,0,292.550507,68.5195847,292.550507,0,0,2.78E-05,5.34E-06,17.49,24.82,10.3,1.2,5.8125,17.96875,22.1875
179.973053,0,293.02301,58.8204803,293.02301,0,0,2.38E-05,4.58E-06,18.36,25.17,12.6,6.1,5.78125,17.71875,21.78125
179.10817,0,295.013153,78.1263123,295.013153,0,0,3.17E-05,4.91E-06,19.49,27.26,10.58,5.15,5.71875,17.46875,21.4375
178.210693,0,293.094849,47.7531853,293.094849,0,0,1.94E-05,3.92E-06,18.79,25.7,12.09,6.44,5.75,17.375,21.21875
177.674545,0,296.241821,61.407177,296.241821,0,0,2.49E-05,4.86E-06,21.3,27.58,14.4,11.82,5.71875,17.21875,21.03125
177.492218,0,294.567596,80.3687897,294.567596,0,0,3.26E-05,3.82E-06,18.94,26.91,10.13,9.51,5.65625,17.03125,20.78125
176.454987,0,292.289703,80.0502701,292.289703,0,0,3.25E-05,3.65E-06,18.1,22.91,14.23,-2.98,7.40625,19,21.84375
179.114563,0,284.998566,53.9671097,284.998566,0,0,2.19E-05,9.75E-07,11.85,16.85,6.69,2.16,8.875,21.5625,24.59375
183.115829,0,286.750336,40.9414597,286.750336,0,0,1.66E-05,3.19E-06,13.52,20.77,7.75,3.4,9.5625,22.78125,26.40625
182.439056,0,289.527527,44.5253563,289.527527,0,0,1.81E-05,3.52E-06,14.26,20.73,7.95,4.39,9.09375,22.3125,26.59375
181.429886,0,290.947845,50.9903717,290.947845,0,0,2.07E-05,4.87E-06,16.26,22.4,10.73,8.27,8.125,20.625,24.96875
180.910706,0,290.914154,29.15979,290.914154,0,0,1.18E-05,2.88E-06,17.77,23.72,12.36,10.07,7.375,19.25,23.34375
180.617966,0,293.789551,40.7920799,293.789551,0,0,1.65E-05,3.81E-06,19.23,25.4,13.16,12.18,6.78125,18.28125,22.1875
180.505951,0,295.236725,53.6922073,295.236725,0,0,2.18E-05,4.90E-06,20.7,24.77,16.4,15.94,6.3125,17.59375,21.34375
185.979843,0,293.587738,53.0787697,293.587738,0,0,2.15E-05,1.66E-06,19.07,23.94,14.74,16.51,6.03125,17.53125,21.15625
205.003036,0,288.662811,60.746357,288.662811,0,0,2.46E-05,1.41E-06,13.36,16.83,9.32,12.46,18.03125,36.8125,36.875
203.888062,0,292.012299,95.8694229,292.012299,0,0,3.89E-05,1.37E-05,16.88,23.34,10.5,9.48,32.09375,79.59375,85.34375
199.150925,0,289.256989,87.6755905,289.256989,0,0,3.55E-05,8.74E-06,14.59,19.5,7.07,6.2,31.46875,83.625,99.1875
195.01123,0,289.735504,88.8563309,289.735504,0,0,3.60E-05,9.81E-06,14.47,19.54,10.16,3.33,27.25,73.375,87.84375
198.973221,0,283.653168,37.4623184,283.653168,0,0,1.52E-05,6.68E-07,9.24,12.46,6.85,6.92,23.6875,64.25,77.03125
199.408417,0,287.769226,39.2717552,287.769226,0,0,1.59E-05,4.64E-06,12.98,16.75,8.53,7.89,27.4375,76.15625,86.875
196.658371,0,291.608917,59.1637383,291.608917,0,0,2.40E-05,8.05E-06,18.19,23.58,12.82,8.61,26.34375,74.5,88.78125
193.279114,0,294.387695,87.4650421,294.387695,0,0,3.55E-05,1.30E-05,18.51,25.44,12.61,8.58,23.4375,66.0625,79.21875
190.965744,0,294.189697,57.3057976,294.189697,0,0,2.32E-05,8.84E-06,18.93,25.64,13.08,13.2,20.71875,58.28125,69.96875
189.290359,0,296.188843,53.3963661,296.188843,0,0,2.16E-05,8.38E-06,21.35,26.78,14.81,14.19,18.3125,51.4375,61.78125
189.486496,0,295.4133,97.7724915,295.4133,0,0,3.96E-05,9.46E-06,20.35,27.08,12.58,14.34,16.375,45.65625,54.71875
201.722488,0,285.940552,70.1590881,285.940552,0,0,2.84E-05,1.72E-06,11.03,17.58,5.37,8.97,28.5,68.3125,71.96875
215.704025,0,281.727905,53.2829208,281.727905,0,0,2.16E-05,1.30E-06,5.86,7.25,4.67,4.22,41.9375,113.09375,123.65625
213.019608,0,284.668274,49.7058258,284.668274,0,0,2.02E-05,6.64E-06,10.75,15.46,6.08,5.22,48.09375,135.78125,156.1875
208.370575,0,287.091431,60.233448,287.091431,0,0,2.44E-05,9.51E-06,13.46,17.85,9.66,8.05,44.40625,126.15625,148.5625
204.727768,0,288.314392,53.6894722,288.314392,0,0,2.18E-05,9.38E-06,13.26,18.28,7.92,8.33,40.375,115.3125,135.5
201.599335,0,291.12442,60.6957321,291.12442,0,0,2.46E-05,1.05E-05,17.03,21.62,10.43,11.36,36.15625,102.71875,121.09375
199.784866,0,292.864105,66.5035477,292.864105,0,0,2.70E-05,9.57E-06,17.23,22.95,9.81,12.72,33.40625,94.5,110.59375
197.644806,0,293.26709,67.3412781,293.26709,0,0,2.73E-05,1.06E-05,18.13,22.51,13.44,13.99,31.28125,86.59375,101.03125
199.335663,0,290.930481,39.4077644,290.930481,0,0,1.60E-05,1.51E-06,17.47,20.21,14.67,15.04,28.625,78.84375,92.1875
203.013062,0,290.768158,35.8905144,290.768158,0,0,1.46E-05,1.55E-06,18.17,21.62,14.66,14.62,30.75,79.8125,91.0625
201.988327,0,289.665802,56.0024071,289.665802,0,0,2.27E-05,7.19E-06,14.35,17.66,10.15,10.89,29.4375,76.28125,88.59375
199.099915,0,293.117462,78.7464066,293.117462,0,0,3.19E-05,1.57E-05,17.66,23.96,11.97,10.65,26.84375,69.8125,81.4375
197.254639,0,290.729553,37.2649002,290.729553,0,0,1.51E-05,6.60E-06,16.65,19.9,12.82,11.04,24,62.46875,73.21875
195.708481,0,291.585571,60.7153053,291.585571,0,0,2.46E-05,9.17E-06,16.63,21.38,11.44,11.29,21.375,55.46875,65.125
194.566132,0,291.074982,46.9265022,291.074982,0,0,1.90E-05,6.61E-06,16.28,19.93,10.38,12.18,19.0625,49.3125,58.0625
193.126282,0,294.72937,61.6332283,294.72937,0,0,2.50E-05,1.20E-05,19.41,24.78,14.13,13.35,17,44.03125,52.0625
192.247849,0,293.327759,41.3728981,293.327759,0,0,1.68E-05,7.00E-06,18.23,22.38,11.81,13.98,15.125,39.34375,46.8125
190.821014,0,295.878479,69.968544,295.878479,0,0,2.84E-05,1.38E-05,20.98,27.44,15.65,13.36,13.5,35.625,42.5
188.98996,0,297.974884,74.0021286,297.974884,0,0,3.00E-05,1.48E-05,22.04,29.68,14.94,14.85,12.0625,32.46875,38.9375
187.346985,0,297.422577,87.737114,297.422577,0,0,3.56E-05,1.40E-05,22.7,28.12,15.66,14.74,10.8125,29.59375,35.65625
186.270569,0,293.094971,64.8351822,293.094971,0,0,2.63E-05,9.18E-06,18.2,23.98,11.64,10.98,9.96875,28.125,33.875
184.957108,0,296.116852,64.3234406,296.116852,0,0,2.61E-05,1.26E-05,21.72,27.21,15.43,11.81,9.1875,26.5625,32.34375
184.136734,0,296.010651,57.0796928,296.010651,0,0,2.31E-05,9.62E-06,20.89,26.47,13.68,14.51,8.5,24.75,30.25
183.374741,0,296.362732,63.5121803,296.362732,0,0,2.57E-05,1.05E-05,21.46,26.8,15.9,14.58,8.125,23.625,28.75
185.267288,0,292.098511,35.3498726,292.098511,0,0,1.43E-05,1.68E-06,17.92,20.19,13.88,15.83,7.75,22.71875,27.71875
185.432755,0,294.914124,50.5537682,294.914124,0,0,2.05E-05,1.04E-05,19.59,25.83,13.83,14.76,9.59375,29.8125,34.375
184.528305,0,296.421783,57.6301727,296.421783,0,0,2.34E-05,1.06E-05,21.65,26.99,16.73,15.8,9.6875,30.875,38.1875
190.471542,0,293.164429,58.0476227,293.164429,0,0,2.35E-05,1.82E-06,19.2,22.16,16.37,16.93,8.71875,27.625,34.875
203.29158,0,292.115051,44.8795547,292.115051,0,0,1.82E-05,3.76E-06,17.2,21.27,12.19,14.34,12.65625,41.40625,47.46875
200.684631,0,293.698059,64.713974,293.698059,0,0,2.62E-05,1.07E-05,19.24,24.03,15.53,15.13,15.28125,50.0625,60.625
199.765076,0,293.378815,61.5116577,293.378815,0,0,2.49E-05,6.01E-06,19.31,21.82,17.18,16.36,14.6875,47.21875,58.5625
205.397247,0,291.998352,45.0908508,291.998352,0,0,1.83E-05,1.17E-06,19.15,21.05,17.5,16.98,15.09375,46.0625,56.0625
213.355789,0,293.742157,66.4501724,293.742157,0,0,2.69E-05,3.58E-06,19.31,21.89,16.78,17.94,17.375,49.9375,60.15625
218.315979,0,292.79248,81.6247559,292.79248,0,0,3.31E-05,6.39E-06,18.05,22.5,11.16,16.27,18,51.125,62.6875
211.411087,0,296.55188,153.244507,296.55188,0,0,6.21E-05,3.79E-05,23.11,28.51,16.6,14.01,20.21875,55.0625,66.28125
204.465103,0,297.722321,142.172424,297.722321,0,0,5.76E-05,3.57E-05,23.86,30.77,15.5,13.94,19.34375,52.21875,64.4375
201.413025,0,296.732697,95.7512589,296.732697,0,0,3.88E-05,1.59E-05,22.72,28.62,17.6,17.48,17.28125,46.34375,57.53125
206.5121,0,291.421234,44.0373802,291.421234,0,0,1.79E-05,2.95E-06,17.49,22.27,12.32,16.1,16.25,43.28125,53.28125
203.800095,0,296.776733,117.112518,296.776733,0,0,4.75E-05,2.75E-05,20.58,26.66,15.17,15.13,18.09375,51.28125,62.625
200.400406,0,296.550476,89.7738037,296.550476,0,0,3.64E-05,1.63E-05,20.97,25.83,15.25,16.16,17.34375,51.3125,65.5
197.230179,0,296.741394,93.7437515,296.741394,0,0,3.80E-05,2.01E-05,22.16,26.67,15.33,16.29,15.5,45.875,58.96875
195.181686,0,297.651215,98.3336487,297.651215,0,0,3.99E-05,1.56E-05,22.78,27.5,17.57,17.25,13.78125,40.6875,52.3125
195.014969,0,296.880127,92.8888016,296.880127,0,0,3.77E-05,8.75E-06,22.89,24.91,20.74,18.92,12.25,36.21875,46.5
199.007828,0,296.22821,66.1792145,296.22821,0,0,2.68E-05,3.56E-06,22.23,24.67,20.05,20.24,11.71875,34.46875,43.40625
208.9478,0,295.751343,75.5178223,295.751343,0,0,3.06E-05,3.86E-06,20.89,24.35,17.53,19.78,25.21875,56.84375,63.84375
210.417908,0,296.986755,89.3311768,296.986755,0,0,3.62E-05,8.93E-06,22.81,28.05,20.05,20.11,42.1875,95.375,108.34375
226.477753,0,292.12381,86.8437881,292.12381,0,0,3.52E-05,3.63E-06,19.11,21.98,16.84,17.91,59.78125,132.03125,151.03125
232.441116,0,293.246857,137.768723,293.246857,0,0,5.59E-05,2.22E-05,17.91,23.21,12.01,14.95,73.34375,169.09375,194.5625
221.416229,0,294.873596,192.497986,294.873596,0,0,7.80E-05,5.18E-05,20.91,26.31,15.47,11.6,72.65625,170.9375,201.90625
213.424545,0,297.065002,154.214828,297.065002,0,0,6.25E-05,3.89E-05,21.98,27.86,16.27,14.51,64.15625,152.875,181.59375
209.236755,0,294.952301,63.0135307,294.952301,0,0,2.55E-05,1.48E-05,20.15,23.84,15.26,16.38,56.96875,136.15625,161.53125
206.837677,0,294.099976,68.5332565,294.099976,0,0,2.78E-05,1.55E-05,19.84,24.41,14.71,15.68,51.359375,122.8125,145.35938
205.078613,0,292.856445,56.6055984,292.856445,0,0,2.29E-05,1.27E-05,19.54,23.99,15.13,14.46,46.46875,110.46875,131.07812
202.820923,0,295.028076,79.0648499,295.028076,0,0,3.21E-05,1.96E-05,20.04,23.78,16.82,14.96,41.796875,99.078125,117.765625
201.432693,0,294.637726,61.965786,294.637726,0,0,2.51E-05,1.35E-05,19.33,24.26,14.59,15.97,37.4375,88.734375,105.5
199.13504,0,296.607849,101.571419,296.607849,0,0,4.12E-05,2.50E-05,21.56,28.21,15.99,15.73,33.96875,81.484375,96.640625
196.949341,0,296.600494,82.8686829,296.600494,0,0,3.36E-05,2.01E-05,21.87,28.02,16.43,16.7,30.46875,73.171875,87.25
195.095749,0,296.915405,83.7715302,296.915405,0,0,3.40E-05,1.92E-05,22.31,27.57,16.14,16.1,27.234375,65.359375,78.109375
193.449219,0,298.075531,96.9221039,298.075531,0,0,3.93E-05,1.97E-05,22.35,28.21,16.37,16.43,24.359375,58.4375,69.984375
192.487091,0,297.701172,74.6014557,297.701172,0,0,3.02E-05,1.46E-05,22.67,27.69,16.93,17.18,21.84375,52.65625,63.109375
192.619827,0,297.469666,82.8553848,297.469666,0,0,3.36E-05,1.19E-05,22.13,27.92,17.65,17.46,19.90625,48.109375,57.65625
196.085388,0,296.190277,87.5728226,296.190277,0,0,3.55E-05,8.45E-06,21.8,26.8,18.04,18.67,20.671875,47.796875,56.4375
216.505234,0,293.356598,57.7293854,293.356598,0,0,2.34E-05,6.20E-06,18.78,22.08,16.92,17.65,26.5625,67.953125,81.078125
213.333786,0,296.052155,109.727272,296.052155,0,0,4.45E-05,2.11E-05,21.26,25.47,17.77,17.54,40.09375,103.78125,122.015625
212.407333,0,295.354431,90.3037567,295.354431,0,0,3.66E-05,1.01E-05,21.33,25.53,18.31,18.28,40.75,105.703125,129.95312
210.405487,0,297.011108,98.7305908,297.011108,0,0,4.00E-05,1.81E-05,21.86,26.95,17.43,18.87,37.625,97.828125,120.265625
207.198013,0,298.865387,116.858139,298.865387,0,0,4.74E-05,2.46E-05,23.87,28.94,19.45,19.31,34.71875,90.296875,110.6875
210.400391,0,297.745758,79.3392181,297.745758,0,0,3.22E-05,1.51E-05,22.97,27.27,19.03,20.31,33.515625,84.5,103.34375
207.758484,0,298.867035,121.88578,298.867035,0,0,4.94E-05,1.98E-05,24.36,29.37,20.21,20.17,34.90625,83.046875,99.921875
221.095932,0,293.611908,93.8508148,293.611908,0,0,3.81E-05,4.67E-06,19.4,22.53,17.14,18.28,62.359375,117.859375,129.375
229.490768,0,292.26123,65.2624664,292.26123,0,0,2.65E-05,5.44E-06,17.23,20.78,13.89,15.54,86.125,175.46875,196.04688
225.404968,0,294.831055,127.360596,294.831055,0,0,5.16E-05,2.54E-05,18.37,23.17,16.32,16.68,96.078125,206.95312,239.45312
232.983047,0,290.904327,55.6317177,290.904327,0,0,2.26E-05,3.55E-06,16.1,17.82,12.72,15.38,98.703125,217.1875,254.53125
225.877884,0,293.884033,158.560242,293.884033,0,0,6.43E-05,3.86E-05,18.41,23.17,13.51,13.51,107.484375,243.76562,282.03125
218.209961,0,295.322693,150.39328,295.322693,0,0,6.10E-05,3.88E-05,20.67,26.4,14.18,13.9,99.46875,228.48438,269.79688
214.744614,0,295.002136,105.913986,295.002136,0,0,4.29E-05,2.18E-05,20.81,24.79,17.35,16.25,88.765625,204.21875,241.46875
218.859879,0,291.791901,67.913887,291.791901,0,0,2.75E-05,5.62E-06,17.18,19.8,12.93,15.13,85.8125,198.14062,232.14062
214.428116,0,294.722168,127.295586,294.722168,0,0,5.16E-05,3.07E-05,20.06,25.76,14.15,14.43,84.921875,193.8125,225.84375
210.24324,0,296.593658,111.493134,296.593658,0,0,4.52E-05,3.07E-05,21.59,28.08,15.24,15.15,77.734375,176.95312,207.45312
207.294128,0,296.710571,90.4461823,296.710571,0,0,3.67E-05,2.37E-05,22.29,28.09,15.97,17.04,69.734375,157.98438,185.23438
205.090988,0,297.368469,82.0786285,297.368469,0,0,3.33E-05,1.91E-05,22.44,27.92,16.07,17.66,62.4375,141.1875,165.15625
203.865601,0,297.283966,90.4900208,297.283966,0,0,3.67E-05,1.56E-05,21.75,27.73,16.68,18.32,54.890625,125.203125,146.59375
203.502975,0,297.154602,88.3797836,297.154602,0,0,3.58E-05,1.37E-05,22.18,27.04,17.47,18.74,51.71875,117.03125,136.29688
203.597321,0,296.793243,87.3745728,296.793243,0,0,3.54E-05,9.56E-06,22.38,26.32,19.44,19.54,47.265625,107.546875,125.453125
203.609482,0,297.702087,91.444313,297.702087,0,0,3.71E-05,1.07E-05,22.92,26.4,20.02,19.88,43.71875,99.609375,116.25
202.845978,0,298.678284,94.0976562,298.678284,0,0,3.82E-05,1.36E-05,23.39,27.13,20.17,20.29,40.96875,93.75,109.125
202.358093,0,298.705872,84.3078461,298.705872,0,0,3.42E-05,1.15E-05,24.04,27.95,19.99,20.8,38.03125,87.09375,101.625
204.208649,0,298.38504,102.580673,298.38504,0,0,4.16E-05,1.17E-05,24.13,28.51,20.24,20.97,35.21875,81,94.515625
208.498871,0,296.410492,70.5359955,296.410492,0,0,2.86E-05,6.40E-06,22.2,24.87,19.04,19.24,35.734375,86.640625,99.1875
210.653732,0,297.175903,115.074768,297.175903,0,0,4.67E-05,1.03E-05,22.8,27.11,18.3,20.01,34.25,84.6875,99.40625
214.899094,0,295.816742,93.3018265,295.816742,0,0,3.78E-05,1.05E-05,20.8,24.37,18.45,18.31,35.9375,89.1875,102.34375
218.731735,0,296.215759,102.850273,296.215759,0,0,4.17E-05,1.03E-05,21.11,25.14,18,18.78,43.453125,108.171875,121.125
224.851349,0,294.64856,102.26178,294.64856,0,0,4.15E-05,8.40E-06,20.63,24.76,16.54,18.22,73.8125,158.14062,170.375
232.137787,0,294.521362,127.372604,294.521362,0,0,5.16E-05,2.66E-05,20.78,26.23,16.66,15.67,98.6875,228.5625,252.48438
226.953018,0,292.653717,63.5211487,292.653717,0,0,2.58E-05,9.38E-06,18.43,21.2,13.42,15.54,92.71875,222.34375,256.45312
221.840775,0,294.569672,103.776947,294.569672,0,0,4.21E-05,2.43E-05,19.75,25.02,15,15.54,83.28125,201.90625,232.98438
220.690033,0,293.590424,74.5786667,293.590424,0,0,3.02E-05,1.48E-05,19.13,24.23,14.6,16.22,74.671875,182.04688,210.21875
219.606598,0,292.944214,60.0903473,292.944214,0,0,2.44E-05,1.25E-05,18.6,23.94,13.14,15.49,71.625,171.98438,196.54688
216.650452,0,293.983124,93.4721146,293.983124,0,0,3.79E-05,1.85E-05,18.93,24.54,12.94,14.54,70.28125,165.5625,188.53125
214.476212,0,293.617706,78.0651703,293.617706,0,0,3.17E-05,1.16E-05,19.11,24.16,14.75,15.69,64.109375,150.67188,172.25
213.435013,0,294.389679,85.8040619,294.389679,0,0,3.48E-05,1.05E-05,19.35,23.75,16.15,16.41,59.234375,137.26562,156.48438
211.544403,0,295.996399,81.969429,295.996399,0,0,3.32E-05,1.35E-05,20.84,25.86,16.13,17.1,55.015625,127.53125,145.875
209.621826,0,296.473389,74.5916595,296.473389,0,0,3.02E-05,1.39E-05,22.29,26.61,17.52,18.21,49.390625,114.828125,131.70312
207.937515,0,297.275879,71.1612701,297.275879,0,0,2.89E-05,1.57E-05,22.71,27.29,17.63,18.63,45.0625,104.515625,120.28125
206.101532,0,297.281006,80.6473312,297.281006,0,0,3.27E-05,1.71E-05,22.15,27.46,16.02,18.12,40.640625,94.09375,108.515625
204.177902,0,296.632874,88.316124,296.632874,0,0,3.58E-05,1.63E-05,22.05,25.62,17.79,17.44,36.515625,84.46875,97.75
205.928558,0,295.499664,51.7771034,295.499664,0,0,2.10E-05,4.39E-06,20.8,23.47,18.54,18.78,34.578125,78.71875,90.390625
209.650391,0,294.615479,72.2044678,294.615479,0,0,2.93E-05,3.55E-06,20.31,23.99,17.19,18.59,42.546875,89.96875,99.90625
224.059509,0,290.415283,64.1041107,290.415283,0,0,2.60E-05,1.72E-06,15.17,17.73,13.27,14.4,111.203125,214.96875,217.32812
240.453705,0,289.649933,65.8639984,289.649933,0,0,2.67E-05,3.04E-06,14.25,15.78,12.92,13.62,156.89062,335.76562,364.09375
241.23671,0,290.945343,72.9700241,290.945343,0,0,2.96E-05,1.20E-05,15.78,20.13,13.03,13.76,164.07812,378.17188,426.35938
233.883698,0,292.434448,107.475136,292.434448,0,0,4.36E-05,2.00E-05,17.73,22.45,13.75,13.83,149.71875,353.90625,407.26562
228.522736,0,291.215515,82.0603867,291.215515,0,0,3.33E-05,1.23E-05,17.81,20.81,14.1,13.83,131.65625,314.0625,363.28125
227.271255,0,290.473633,57.6952133,290.473633,0,0,2.34E-05,3.95E-06,16.46,18.29,14.75,14.21,116.609375,279.92188,324.04688
238.845535,0,288.799042,36.1986694,288.799042,0,0,1.47E-05,8.47E-07,14.12,16.1,11.45,13.73,116.90625,279.875,320.84375
235.397598,0,292.815674,102.91098,292.815674,0,0,4.17E-05,2.17E-05,18.02,23.01,12.29,13.77,128.40625,317.76562,363.78125
235.00618,0,290.727234,77.5690842,290.727234,0,0,3.14E-05,1.21E-05,16.35,20.72,11.78,12.9,122.984375,309.67188,362.5
230.043228,0,291.627411,77.6325836,291.627411,0,0,3.15E-05,1.61E-05,16.97,22.43,12.06,13.36,116.32031,293.96094,344.33594
225.995819,0,293.94165,92.515152,293.94165,0,0,3.75E-05,1.73E-05,18.85,23.18,12.96,14.87,105.41406,266.98438,314.46875
228.332382,0,291.60672,82.6007004,291.60672,0,0,3.35E-05,4.80E-06,17.42,20.97,12.35,15.56,112.11719,266.73438,305.89844
248.696289,0,286.146881,69.3563385,286.146881,0,0,2.81E-05,1.88E-06,10.75,12.52,8.88,9.79,178.71875,432.51562,484.75
262.556946,0,283.283813,58.073822,283.283813,0,0,2.35E-05,2.35E-06,7.71,9.4,6.13,5.96,217.21094,558.3047,643.46875
