asst,sst,Evap,Tran,at,tmax,tmin,dpt,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,runoff
284.087219,284.087219,1.67E-05,2.64E-06,10.27,13.9,3.48,5.52,6.53125,19.375,23.28125,109.4375,164.71875,318.6875,319.625,406.5
284.687531,284.687531,1.59E-05,2.14E-06,11.91,15.39,6.4,5.82,7.46875,21.25,24.625,108.28125,163.875,318.6875,320.15625,405.75
286.584961,286.584961,1.46E-05,2.24E-06,12.25,16.7,9.42,7.11,9.25,25,28.34375,111.84375,162.65625,317.21875,319.4375,404.53125
284.98349,284.98349,1.07E-05,1.34E-06,12.46,16.42,7.44,8.34,11.0625,28.8125,32.71875,121.90625,161.5,315.65625,317.9375,402.5625
286.616455,286.616455,1.82E-05,4.17E-06,12.46,18.31,7.25,8.46,11.90625,30.8125,35.46875,137.28125,163.53125,315.125,316.78125,400.09375
288.492371,288.492371,2.14E-05,5.12E-06,13.91,19.3,7.53,9.24,12.40625,31.75,36.65625,156.3125,170.46875,318.03125,317.65625,398.53125
288.616882,288.616882,2.80E-05,2.93E-06,15.91,19.93,11.56,6.16,12.8125,33.53125,38.75,174.90625,183.46875,328.15625,323.71875,399.28125
282.334412,282.334412,1.92E-05,6.62E-07,8.6,12.15,5.51,2.29,12.40625,33.25,39.21875,191.75,201.96875,348.625,338.90625,404.03125
280.256561,280.256561,7.87E-06,2.21E-07,7.56,10.51,5.19,3.92,11.34375,30.65625,36.6875,198.4375,221.09375,378.1875,364.34375,417.78125
284.167633,284.167633,1.67E-05,3.37E-06,10.45,15.5,4.57,5.01,10.375,28.34375,34,190.90625,235.03125,410.375,395.84375,441.25
284.89505,284.89505,1.99E-05,4.82E-06,10.55,16.42,4.21,5.49,9.5625,26.84375,32.1875,177.5625,238.875,435.4375,425.09375,470.34375
287.486145,287.486145,2.51E-05,6.50E-06,13.33,19.68,4.69,7.27,8.90625,25.625,30.71875,164.78125,232.84375,444.28125,441.875,499.25
287.586212,287.586212,1.99E-05,4.72E-06,15.03,21.14,8.86,10,8.5,24.8125,29.6875,154.46875,221.3125,436.28125,441.5,519.3125
288.443268,288.443268,2.39E-05,7.30E-06,15.05,22.93,8.27,9.83,8.1875,24.625,29.40625,148.78125,209.1875,418.5,428.09375,524.65625
290.307922,290.307922,2.98E-05,9.27E-06,17.21,24.94,8.38,9.6,7.78125,24.25,29.21875,148.75,198.875,399.59375,409.625,517.03125
293.113892,293.113892,4.38E-05,1.08E-05,20.92,27.42,11.79,7.48,7.3125,23.375,28.71875,150.21875,191.96875,385.9375,393.21875,502.375
291.473541,291.473541,3.21E-05,5.96E-06,18.35,23.98,14.95,10.08,6.9375,22.40625,27.625,150,189,381.40625,384.3125,486.5625
289.219971,289.219971,2.17E-05,2.62E-06,15.72,20.09,13.28,10.58,6.65625,21.4375,26.40625,147.65625,189.28125,385.4375,384.46875,475.59375
286.719757,286.719757,2.05E-05,4.37E-06,14.29,20.55,6.96,8.69,7.15625,22.0625,26.59375,143.5,191.3125,394.15625,390.96875,472.4375
289.192505,289.192505,3.04E-05,7.98E-06,16.07,21.96,8.1,7.96,6.96875,21.59375,26.5,140.1875,190.6875,403.65625,400.125,476.28125
288.863525,288.863525,2.49E-05,5.35E-06,15.96,20.27,12.21,6.94,6.5625,20.53125,25.15625,136.25,186.09375,410.4375,408.21875,485.65625
289.589264,289.589264,2.05E-05,3.37E-06,16.66,20.1,13.37,9.51,6.40625,19.9375,24.28125,130.625,181.59375,418.6875,415.46875,495.5625
290.305847,290.305847,1.93E-05,3.21E-06,17.37,21.96,12.9,12.17,6.25,19.5,23.71875,125.21875,176.5625,434.25,427.6875,502.0625
290.289948,290.289948,2.84E-05,8.65E-06,17.89,23.7,12.67,9.83,6.59375,20.21875,24,121.40625,170.90625,452.28125,444.96875,509.0625
291.540375,291.540375,2.62E-05,7.28E-06,17.32,22.51,12.99,10.44,6.40625,19.84375,24.09375,122,165.6875,466.25,460.90625,520.75
286.483795,286.483795,1.12E-05,1.97E-06,14.36,18.95,9,10.61,6.15625,19.03125,23.09375,123.4375,161.96875,482.0625,475.84375,536.96875
290.067627,290.067627,2.56E-05,8.46E-06,15.9,22.33,9.62,11.36,6.0625,18.59375,22.5,121.21875,160.28125,506.03125,496.5,554.28125
292.109802,292.109802,3.28E-05,9.27E-06,19.17,24.61,12.61,12.31,5.96875,18.3125,22.09375,117.0625,159.25,526.3125,519.0625,571.53125
288.627869,288.627869,2.67E-05,5.45E-06,17.11,22.53,12.74,9.07,6.75,19.3125,22.5625,113.4375,157.46875,529.1875,529.75,589.8125
287.176636,287.176636,1.56E-05,3.70E-06,13.59,18.94,9.54,10.55,6.8125,19.53125,23.25,112,154.59375,515.625,523.03125,601.71875
291.081421,291.081421,3.14E-05,9.62E-06,17.21,23.06,10.55,11.39,6.40625,18.65625,22.4375,111.09375,151,496.28125,505.71875,598.96875
285.459442,285.459442,1.35E-05,1.03E-06,13.92,18.94,8.64,9.02,6.25,18.21875,21.8125,109.15625,148.34375,480.875,488.78125,585.625
289.41983,289.41983,3.07E-05,9.96E-06,15.85,21.47,9.49,7.41,6.5,19,22.5,109.4375,147.21875,470.28125,476.1875,568.90625
290.235443,290.235443,3.25E-05,1.12E-05,16.89,23.22,9.95,9.36,6.28125,18.5,22.34375,119.40625,147.21875,461.9375,466.625,552.625
291.615326,291.615326,3.54E-05,1.23E-05,18.55,25.12,11.03,9.7,6.03125,17.90625,21.53125,131.5,147.90625,459.71875,461.375,539.46875
291.641235,291.641235,3.46E-05,1.17E-05,18.31,24.58,11.86,10.04,5.9375,17.625,21.15625,133.6875,152.53125,465,463.53125,530.75
293.019104,293.019104,3.66E-05,1.26E-05,19.23,25.36,13.24,10.88,5.875,17.4375,20.90625,128.34375,159.6875,470.0625,468.875,527.65625
291.365814,291.365814,2.94E-05,8.97E-06,19.23,24.11,13.08,10.51,5.8125,17.28125,20.71875,121.625,163.65625,469.5,470.96875,529.1875
293.585144,293.585144,3.15E-05,1.08E-05,19.97,26.05,14.87,12.16,5.78125,17.25,20.75,116.09375,163,462.46875,466.90625,530.9375
291.409332,291.409332,2.54E-05,4.93E-06,19.07,23.14,15.61,12.53,5.75,17.21875,20.71875,114,164.84375,453.6875,458.625,529.46875
292.712982,292.712982,2.63E-05,7.73E-06,19.35,23.66,15.44,12.9,7.34375,21.0625,23.75,120.625,177.15625,459.21875,456.78125,526.5625
291.245026,291.245026,2.70E-05,4.71E-06,18.49,21.29,14.37,10.64,7.875,23.03125,27.09375,137.25,191.8125,495.8125,479.375,531.75
280.952026,280.952026,9.33E-06,5.22E-09,8.98,12.51,6.68,4.37,9.59375,26.78125,30.5625,156.3125,202.25,545.0625,525.15625,560.8125
286.847198,286.847198,3.27E-05,9.94E-06,13.28,19.21,7.26,3.75,9.65625,27.125,32.21875,175.6875,216.09375,584.25,569.25,611.875
288.014374,288.014374,2.73E-05,8.49E-06,14.9,21.34,8.54,6.32,8.75,24.53125,29.5,182.3125,228.78125,616.5625,604.46875,663
290.849976,290.849976,3.72E-05,1.14E-05,18.31,23.7,10.84,6.83,7.9375,22.15625,26.78125,172.9375,237.1875,639.96875,632.28125,700.875
285.491364,285.491364,1.62E-05,2.46E-06,13.65,17.05,11,6.41,7.59375,20.9375,25.15625,157.90625,236.53125,642.125,643.53125,725.84375
289.600952,289.600952,2.50E-05,6.71E-06,15.21,19.36,11.24,9.51,7.0625,19.625,23.84375,143.90625,226.1875,622.1875,632.25,735.375
289.412231,289.412231,2.67E-05,7.68E-06,15.9,20.58,11.15,8.34,6.5,18.46875,22.40625,131.75,210.4375,589.09375,604.1875,725.3125
289.818237,289.818237,2.68E-05,7.71E-06,16.66,22.03,10.13,8.71,6.15625,17.875,21.5625,121.59375,193.875,552.0625,568.8125,698.65625
291.059631,291.059631,3.54E-05,1.17E-05,18.04,24.31,11.03,8.03,5.96875,17.53125,21.09375,114.09375,179,515.53125,532.3125,662.84375
292.174652,292.174652,3.67E-05,1.34E-05,19.95,27.14,13.48,9.47,5.875,17.25,20.71875,108.8125,166.1875,481.1875,497.34375,624.28125
292.516724,292.516724,3.26E-05,9.75E-06,20.03,25.56,13.45,10.66,5.78125,17.03125,20.40625,105.40625,155.96875,450.03125,465.09375,586.84375
294.809387,294.809387,4.20E-05,1.58E-05,23.2,30.94,15.14,9.57,5.75,16.9375,20.3125,103.09375,148.46875,423.75,436.84375,551.8125
295.743744,295.743744,4.16E-05,1.63E-05,23.59,30.71,16.11,13.03,5.6875,16.8125,20.15625,101.4375,142.84375,403.5,413.875,520.03125
297.899567,297.899567,4.74E-05,1.48E-05,25.21,32.32,18.38,16.58,5.65625,16.625,19.9375,100.46875,140.8125,392.34375,398.9375,493.53125
289.412476,289.412476,3.56E-05,3.61E-06,15.81,20.29,13,10.31,6.28125,17.78125,21.125,102.28125,148.71875,396.53125,396.65625,480.15625
290.566284,290.566284,2.79E-05,6.57E-06,15.87,17.53,13.42,9.75,7.125,19.375,23.1875,109.5,164.6875,421.21875,411.75,486.96875
292.696106,292.696106,2.89E-05,7.99E-06,19.26,22.86,16.32,12.56,6.96875,18.96875,23.125,116.3125,174.875,457.90625,443.28125,515.46875
292.161041,292.161041,3.13E-05,9.65E-06,19.28,23.91,15.14,12.38,6.625,18.25,22.3125,117.0625,179.09375,493.90625,479.78125,558.625
293.460815,293.460815,3.92E-05,1.35E-05,20.72,25.56,16.41,12.21,6.46875,18.5,22.75,116.0625,180.28125,530.34375,515.59375,599.625
293.757904,293.757904,3.03E-05,1.10E-05,20.72,26.05,15.99,12.65,6.0625,17.8125,22.15625,120.65625,178.5625,579.6875,559.4375,633.375
294.622528,294.622528,3.88E-05,1.56E-05,20.76,27.05,13.79,13.59,5.8125,17.15625,21.03125,131.375,175,656.4375,627.03125,671.78125
294.803375,294.803375,3.89E-05,1.47E-05,22.68,28.08,16.36,13.02,5.65625,16.8125,20.5,139.96875,173.28125,739.28125,710.8125,728.6875
297.232422,297.232422,5.03E-05,2.05E-05,25.28,31.83,18.86,12.82,5.59375,16.59375,20.15625,139.53125,175.53125,785.34375,770.78125,795.25
298.535767,298.535767,4.53E-05,1.77E-05,25.8,32.3,19.33,16.86,5.5625,16.40625,19.875,134.75,181.25,793.3125,791.90625,848.90625
292.586609,292.586609,3.77E-05,8.61E-06,19.7,25.23,16.84,11.66,8.5625,28.25,31.96875,141.625,196.3125,795.25,794.65625,880
294.180054,294.180054,3.39E-05,1.22E-05,20.32,24.82,17.82,13.85,10.0625,33.125,41.1875,195.625,218.78125,864.3125,837.15625,905
290.871246,290.871246,1.16E-05,1.42E-06,17.65,20.27,15.36,15.33,9.5625,30.65625,39.09375,243.78125,238.53125,1019.78125,975.4375,980.1875
293.833099,293.833099,3.56E-05,1.37E-05,19.21,23.19,15.53,14.51,8.65625,27.375,34.875,242.84375,274.09375,1121.8438,1101.7812,1127.1875
294.767303,294.767303,3.69E-05,1.53E-05,21.2,26.26,16.66,14.97,7.9375,24.8125,31.375,223.8125,299.40625,1147.4688,1144.7812,1244.25
295.352966,295.352966,4.15E-05,1.53E-05,22.66,26.18,19.21,14.51,7.375,23.5625,29.40625,204.625,298.125,1131.75,1139.4375,1280.75
292.058472,292.058472,1.21E-05,1.41E-06,19.15,20.51,18.44,17.28,7.59375,24.90625,30.53125,192.25,292.5625,1090.75,1105.5625,1269.0312
292.936798,292.936798,1.54E-05,3.61E-06,20.04,22.47,18.35,18.02,11.96875,32.5625,38.09375,196.40625,295.78125,1051.6875,1064.75,1240.6562
294.91684,294.91684,3.09E-05,1.19E-05,20.91,24.33,18.36,18.22,14.34375,36.375,44.03125,212.75,297.78125,1033.8438,1040.75,1223.0312
293.565643,293.565643,3.59E-05,8.37E-06,20.46,24.24,17.39,16.21,15.625,39.15625,47.21875,225.3125,301.96875,1034.5625,1036.5312,1226.25
291.432343,291.432343,3.36E-05,1.24E-05,19.06,23.23,15.12,11.02,15.4375,38.9375,48.53125,234.09375,312.0625,1053.3125,1050.0625,1243.3438
293.93927,293.93927,4.87E-05,2.34E-05,20.96,26.86,15.02,13.29,14,35.8125,45.28125,237.9375,318.15625,1077.0938,1072.625,1268.75
294.124847,294.124847,4.47E-05,2.12E-05,21.17,26.78,14.25,13.53,12.4375,32.125,40.65625,229.0625,316.9375,1090.875,1090,1290.3438
296.42868,296.42868,5.15E-05,2.62E-05,23.3,29.53,17.91,15.33,11.09375,28.75,36.375,212.25,308.3125,1076.125,1084.5,1291
298.743652,298.743652,5.55E-05,2.79E-05,25.62,31.76,20.2,17.64,10,25.96875,32.65625,195.4375,291.65625,1033,1049.8125,1265.9688
293.149139,293.149139,1.44E-05,2.00E-06,21.49,26.6,19.37,18.32,9.0625,23.6875,29.65625,180.09375,271.46875,975.84375,997.65625,1222.5
294.44754,294.44754,2.49E-05,5.97E-06,21.83,24.54,19.33,17.55,8.625,22.09375,27.46875,172.25,261.625,930.09375,947.125,1171.0938
293.113464,293.113464,2.37E-05,5.89E-06,19.44,20.54,17.66,17.29,11.9375,27.71875,31.9375,188,283.3125,956.5625,948.875,1134.9688
289.473602,289.473602,5.69E-06,1.95E-07,17.15,18.83,15.29,15.47,16.53125,39.84375,45.9375,255.46875,328.15625,1088.625,1053.4375,1184.2812
294.305817,294.305817,4.21E-05,1.93E-05,20.97,25.73,16.85,16.08,20.1875,50.0625,59.21875,354.5,387.1875,1264.625,1220.8438,1356.0938
295.355896,295.355896,3.81E-05,1.82E-05,22.12,25.84,17.9,17.73,19.28125,48.21875,59.59375,408.625,468.40625,1450.0625,1407.5,1577.1875
296.495514,296.495514,4.87E-05,2.57E-05,23.58,28.73,17.64,18.08,17.1875,42.90625,53.375,396.125,531.09375,1558.7188,1541.4688,1763.2812
297.914246,297.914246,5.45E-05,3.17E-05,24.6,30.67,18.54,18.57,15.21875,38.09375,47.4375,363.3125,536.90625,1578.5938,1580.1562,1851.125
299.264252,299.264252,5.78E-05,3.42E-05,26.81,32.51,20.13,19.58,13.5,34.15625,42.40625,329.78125,504.1875,1568.0938,1579.4688,1858.8438
300.513489,300.513489,6.66E-05,3.64E-05,28.59,33.77,24.11,19.47,12.15625,30.96875,38.34375,336.71875,466.03125,1512.6875,1536.5312,1829.1875
296.115021,296.115021,2.83E-05,9.32E-06,23,26.63,20.42,18.75,16.1875,42.34375,48.625,460.375,478.0625,1494,1497.0938,1765.4062
293.637665,293.637665,8.66E-06,1.60E-06,20.29,22.67,17.26,18.83,20.78125,57.28125,67.09375,589.84375,594.84375,1699.3125,1638.8438,1760.8125
298.049286,298.049286,5.47E-05,3.15E-05,24.51,29.93,19.21,19.47,24.9375,66.96875,79.21875,608.03125,727.0625,2007.4688,1947.5625,1966.8125
299.868408,299.868408,6.44E-05,3.55E-05,27.14,31.54,23.36,20.75,23.90625,63.875,77.90625,557.71875,757.8125,2109.2188,2109.4375,2253.875
294.004791,294.004791,4.84E-05,1.15E-05,20.52,25.7,15.46,16.15,26.21875,69.6875,81.9375,515.03125,712.59375,1981.9688,2025.8438,2354.0938
289.093506,289.093506,2.27E-05,3.38E-06,16.8,18.66,15.58,11,32.34375,81.125,94.1875,527.0625,674.5,1820,1855.0625,2270.9062
291.022156,291.022156,2.42E-05,8.39E-06,17.53,21.11,14.81,13.79,33.71875,82.90625,97.96875,554.875,679.15625,1774.0312,1778.4688,2207.75
293.016632,293.016632,2.89E-05,1.31E-05,18.68,21.43,16.51,15.28,31.15625,76.21875,91.0625,532.75,696.15625,1817.9688,1809.5938,2203.9062
293.704956,293.704956,2.46E-05,1.19E-05,21.08,25.94,15.95,16.99,27.90625,67.9375,81.46875,491.375,672.9375,1831.9688,1840.5938,2203.5625
297.135437,297.135437,5.19E-05,3.14E-05,23.57,28.9,18.62,18.22,24.84375,60.15625,72.28125,445.875,623.1875,1766.4062,1793.1875,2178.0312
298.575348,298.575348,5.77E-05,3.54E-05,26.07,31.18,19.89,19.7,22.34375,53.46875,64.21875,400.6875,569.90625,1656.3125,1690.625,2089.2812
299.164856,299.164856,6.43E-05,3.96E-05,27.07,32.21,21.77,20.07,20.03125,47.75,57.375,359.65625,517.375,1531.9062,1568,1954.6562
297.312286,297.312286,3.83E-05,1.70E-05,24.43,30.38,20.22,20.83,17.875,42.6875,51.3125,323.96875,470.28125,1416.9062,1450.1875,1810.2812
297.432953,297.432953,4.56E-05,2.39E-05,24.65,29.01,20.4,20.57,16.34375,39.1875,46.875,293.375,431.5625,1324.5625,1352.875,1690.0625
298.753906,298.753906,4.95E-05,2.98E-05,26.33,30.47,22.76,21.16,14.90625,36.09375,43.28125,273.59375,394.4375,1245.0312,1271.4688,1602.4062
296.571625,296.571625,3.15E-05,1.04E-05,24.08,29.55,19.02,20.57,13.40625,32.78125,39.5,262.0625,364.6875,1172.6562,1197.1562,1539.1875
291.618622,291.618622,1.60E-05,1.93E-06,20.04,21.34,18.54,15.98,19.25,49.25,54.21875,272.90625,354.78125,1125.4062,1142.1562,1477.7812
294.498322,294.498322,5.64E-05,3.10E-05,23.22,28.66,17.82,15.62,19.90625,52.96875,63.28125,344.09375,362.40625,1128.6562,1127.9062,1436.4375
296.494873,296.494873,5.83E-05,3.56E-05,23.94,28.89,17.93,16.55,18.09375,47.46875,57.40625,376.875,391.78125,1192.9062,1175.75,1433.6562
297.656311,297.656311,6.95E-05,4.07E-05,25.61,30.16,21.98,17.56,16.15625,41.9375,50.84375,354.59375,428.65625,1253.5938,1240.7188,1463.0312
298.048309,298.048309,5.96E-05,3.31E-05,26.27,30.11,23.6,18.28,14.375,37.25,45.1875,320.5625,429.28125,1257.0312,1260.7812,1488
298.817657,298.817657,5.77E-05,3.25E-05,26.47,30.59,23.82,18.83,14.84375,35.625,42.21875,288.84375,404.46875,1209.7812,1226.8438,1474.6875
299.999237,299.999237,6.69E-05,4.04E-05,28,32.08,24.75,20.37,14.84375,34.65625,41.25,263.6875,375.46875,1150.1875,1169.6875,1422.75
301.101959,301.101959,6.77E-05,4.05E-05,28.82,33.32,24.73,21.44,13.75,32.96875,39.625,244.5,347.84375,1095.0938,1114.25,1357.25
302.441833,302.441833,5.70E-05,3.24E-05,30.05,33.78,26.4,23.49,12.5,30.71875,37.34375,230.84375,323.40625,1041.25,1060.25,1293.625
303.314697,303.314697,5.81E-05,3.24E-05,31.01,34.71,26.85,24.31,11.34375,29.125,35.53125,219.40625,303.3125,990.65625,1008.375,1228.7188
302.713409,302.713409,5.11E-05,2.49E-05,29.81,35.2,25.62,24.78,10.6875,28.40625,34.6875,216.625,303.9375,1013.21875,1002.03125,1182.5625
301.141113,301.141113,4.95E-05,1.83E-05,29.22,33.18,24.16,24.89,16.6875,43.875,49.5625,267.65625,350.8125,1186.6562,1138.5938,1292.1562
301.75708,301.75708,6.07E-05,3.13E-05,27.93,32.39,23.8,24,24.625,73.5625,85.40625,455.09375,459.84375,1413.1875,1357.0625,1550.3125
300.427765,300.427765,4.45E-05,2.36E-05,27.13,30.55,24.47,24.08,26.96875,77.96875,95.65625,626.53125,618.78125,1667.5,1615.9375,1822.625
299.952087,299.952087,4.53E-05,2.22E-05,25.37,28.06,23.35,23.34,25.15625,71.3125,88.3125,617.8125,778.3125,1865.2188,1830.1562,2099.1562
296.811615,296.811615,3.06E-05,1.12E-05,24.51,28.08,20.94,22.1,23,65.4375,81.03125,556.40625,852.0625,2031.8438,2002.8125,2335.1875
299.809326,299.809326,5.27E-05,3.33E-05,26.44,30.21,22.49,22,22.75,64.40625,79.34375,515.15625,857.46875,2166.1562,2152.1875,2562.5938
297.432556,297.432556,3.89E-05,2.09E-05,24.84,30.57,19.77,22.01,21.71875,61.4375,76.375,485.03125,806.46875,2155.6875,2181.5312,2737.2812
299.042358,299.042358,4.62E-05,3.04E-05,25.6,29.91,21.12,20.79,19.65625,55.40625,69.5,452.53125,747.84375,2017.4375,2061.5625,2704
300.739807,300.739807,6.59E-05,4.34E-05,28.01,32.26,24.69,22.06,18.0625,49.9375,62.46875,416.625,692.78125,1880.5312,1919.8125,2528.1875
301.259369,301.259369,6.84E-05,4.10E-05,29.22,32.51,26.11,22.93,16.375,44.875,56.25,379.875,639.65625,1785.0625,1813.4375,2351.5938
299.498627,299.498627,2.94E-05,8.68E-06,27.14,29.71,25.41,24.84,16.375,45.75,56.46875,360.71875,612.53125,1870.1562,1853.0625,2477.2188
299.14212,299.14212,2.70E-05,8.51E-06,26.77,28.83,25.48,24.77,17.1875,54.96875,71.1875,403.875,656.0625,2388.6875,2286,3158.8438
300.962585,300.962585,5.61E-05,2.63E-05,29.32,32.62,26.47,23.66,35.8125,95.6875,115.375,510.96875,759,3120.0625,3017.0938,3947.1562
301.512024,301.512024,8.14E-05,4.54E-05,29.64,33.08,26.85,23.16,52.265625,138.85938,166.51562,617.3281,875.40625,3552.3594,3518.4531,4544.7812
300.267395,300.267395,6.15E-05,3.22E-05,27.52,32.71,24.17,23.19,56.078125,145.5625,178.9375,702.21875,972.53125,3689.7969,3702.6562,4783.7344
298.073578,298.073578,2.38E-05,9.49E-06,26.76,31.05,23.34,23.69,66.34375,168.5625,200.0625,788.5,1081.25,3755.3594,3767.625,4790.7656
300.603424,300.603424,4.87E-05,2.92E-05,28,31.67,24.36,24.06,61.296875,156.9375,190.78125,814.25,1158.4688,3889.2969,3896.3906,4827.2656
302.97644,302.97644,7.24E-05,4.23E-05,30.05,33.48,27.15,24.35,54.484375,140.79688,169.98438,734.6875,1144.875,3865.3281,3917.9844,4843.453
301.856537,301.856537,8.32E-05,5.09E-05,29.49,33.03,26.64,24.18,52.03125,134.875,161.59375,682.875,1061.0938,3618.5938,3698.8125,4674.078
301.166901,301.166901,7.36E-05,4.28E-05,29.11,32.23,26.07,23.12,61.28125,169.92188,199.46875,781.15625,1042.4844,3542.4844,3552.0156,4399.125
301.065399,301.065399,6.19E-05,3.54E-05,28.22,31.86,26.14,23.65,73.375,211.54688,247.07812,1008.03125,1200.2656,4033.5,3924.1562,4431.6562
301.057922,301.057922,6.29E-05,3.78E-05,28.9,31.88,26.04,23.85,77.171875,218.70312,257.32812,1160.5938,1443.9688,4776.125,4659.9375,5035.3594
301.911865,301.911865,7.39E-05,4.99E-05,29.7,33.45,26.01,23.76,77.234375,214.14062,250.67188,1225.4844,1596.2656,5241,5194.3594,5722.1562
303.819366,303.819366,7.31E-05,4.09E-05,30.49,34.8,26.26,24.55,99.625,233.59375,266.20312,1216.7812,1632.2969,5333.6094,5349.297,6040.7344
303.195496,303.195496,6.80E-05,4.45E-05,31.13,35.35,27.11,24.49,121.359375,247.1875,278.32812,1184.6719,1595.7969,5178.2656,5231.578,6013.4375
303.081787,303.081787,8.47E-05,4.95E-05,31.06,36.49,26.42,21.9,114.8125,234.125,266.84375,1126.2656,1534.4062,4895.8125,4966.7188,5790.0312
299.811188,299.811188,3.15E-05,1.28E-05,27.25,31.9,24.74,24.04,108.296875,228.375,261.48438,1098.25,1477.375,4617.7812,4682.25,5479.2812
300.618591,300.618591,4.42E-05,2.08E-05,27.58,30.75,25,24.62,124.828125,242.5625,271.42188,1185.8906,1505.8438,4602.5938,4601.2812,5306.6875
298.356537,298.356537,1.78E-05,5.02E-06,26.44,30.02,23.79,24.03,148.21875,298.48438,333.03125,1364.9531,1694.0312,4930.2188,4872.6875,5640.6094
298.280701,298.280701,1.76E-05,5.80E-06,25.26,27.13,23.89,23.49,136.29688,282.0625,325.92188,1429.2031,1888.3438,5276.8125,5247.6875,6344.3594
300.135315,300.135315,4.88E-05,2.33E-05,26.86,29.41,24.52,23.9,119.921875,250.09375,289.45312,1307.8438,1893.0781,5266.75,5309.0938,6731.7344
300.434631,300.434631,5.11E-05,2.13E-05,28.09,31.76,25.36,24.17,178.76562,423.60938,489.23438,1590.7344,2102.5,5330.5938,5303.1875,6707.297
299.487488,299.487488,3.16E-05,1.46E-05,26.45,29.47,23.98,24.23,200.75,509.76562,601.125,2055.3594,2710.6719,6145.547,5988.5625,7044.2812
302.039337,302.039337,6.90E-05,3.27E-05,27.95,31.49,25.37,23.89,186.1875,478.34375,570.375,2093.1875,3047.4844,6850.2188,6769.7812,7930.2656
301.594482,301.594482,7.83E-05,4.56E-05,30.08,33.43,26.95,22.89,162.59375,418.60938,499.54688,1877.9375,2952.5781,6788.5156,6842.047,8409.422
302.485474,302.485474,8.80E-05,5.90E-05,30.65,34.66,26.6,23.7,144.1875,373.10938,444.26562,1672.0469,2690.3906,6338.6562,6445.203,8155.1562
302.845459,302.845459,8.63E-05,5.98E-05,30.81,35.06,26.54,24.36,130.59375,343.90625,408.15625,1548.3438,2440.0938,5850.5312,5961.2344,7603.2344
303.90625,303.90625,8.91E-05,5.43E-05,30.95,35.65,27.2,24.36,118.59375,316.5,375.90625,1475.7969,2257.9688,5463.1406,5552.797,7036.6094
303.02948,303.02948,7.86E-05,4.19E-05,30.38,35.44,23.94,23.69,109.515625,290.85938,346.3125,1397.1406,2119.2656,5160.3594,5239.172,6575.9688
299.669281,299.669281,5.09E-05,2.90E-05,26.94,30.61,23.86,22.14,108.15625,278.70312,329.67188,1298.8594,1982.7969,4899.875,4969.9844,6222.078
301.064941,301.064941,6.38E-05,4.43E-05,29.16,33.73,25.69,22.79,99.046875,253.76562,302.03125,1200.9062,1834.8438,4672.6406,4737.3594,5941.1562
302.874878,302.874878,6.97E-05,4.22E-05,30.22,34.65,25.02,24.59,88.875,227.45312,270.89062,1086.125,1680.1875,4430.375,4506.1094,5657.1875
298.664978,298.664978,2.88E-05,1.25E-05,25.32,28.67,23.48,23.4,83.5,212.20312,251.73438,984.9219,1530.0469,4100.953,4194.2656,5364.2344
299.501007,299.501007,5.45E-05,3.36E-05,26.93,30.26,23.96,22.55,76.578125,196.01562,232.82812,905.375,1397.2188,3769.6562,3855.5469,5027.1406
300.691223,300.691223,5.64E-05,3.50E-05,27.91,31.78,24.1,23.74,69.265625,177.46875,211.23438,812.5625,1267.5938,3478.4062,3557.5625,4636.6406
300.313568,300.313568,6.33E-05,3.87E-05,28.51,32.58,25.07,23.02,63.640625,161.5,191.46875,731.5,1133.2344,3148.5,3229.7344,4228.922
301.837494,301.837494,7.79E-05,5.17E-05,30.41,34.53,27.02,22.41,56.984375,145.73438,172.95312,670.5156,1017.4375,2821.7031,2891.7969,3800.4375
302.61795,302.61795,7.74E-05,4.80E-05,31.61,35.4,28.25,23.1,55.65625,137.59375,162.90625,633.78125,950.8594,2599.7031,2633.2656,3405.3594
299.203308,299.203308,6.65E-05,3.36E-05,27.39,34.72,20.8,20.35,71.671875,177.40625,204.71875,679.7969,1079.3906,2762.3438,2686.1406,3232.7969
296.423035,296.423035,3.36E-05,1.83E-05,24.35,28.29,21.09,18.94,86.609375,216.14062,251.5,855.375,1302.8281,3293.3281,3182.2656,3709.8906
300.13446,300.13446,5.16E-05,3.54E-05,27.58,31.92,23.68,22.02,88.75,218.14062,256.51562,921.9844,1485.8594,3722.2031,3667.8125,4439.297
301.095062,301.095062,5.14E-05,3.06E-05,29.65,33.7,25.17,22.93,81.140625,198.90625,235.3125,855.2969,1487.1094,3794.1562,3828.8594,4822.3906
300.828949,300.828949,5.59E-05,3.25E-05,29.35,35.55,24.39,23.09,73.6875,181.375,214.46875,773.7344,1365.7031,3534.8438,3617.2812,4753.0625
299.791473,299.791473,4.33E-05,2.63E-05,27.02,30.84,23.49,23.24,69.421875,173.29688,204.5,716.78125,1256.0156,3228.6875,3296.8125,4438.9844
300.308014,300.308014,4.97E-05,2.97E-05,27.84,31.3,24.31,24.1,63.59375,159.625,189.65625,676.28125,1162.9062,3004.4844,3055.25,4124.1562
302.144012,302.144012,5.65E-05,3.89E-05,30.11,34.7,25.77,24.32,56.984375,143.90625,170.84375,623.6094,1077.3438,2786.8594,2838.3594,3826.0625
