time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,runoff
20100102,5.4251852,6.01268625,648.96582,111.176765,262.067749,1.21E-08,4.61E-08,911.034546,4.84E-06,275.925079,911.033569,13.605094,0,15.9445848,275.925079,0,6.92E-06,-75.6113586,5.52E-06,6.68E-07,0.000953672,893.08,3.33,8.15,-2.82,0,-1.77,0.66,-0.12,-0.06,10169714,11604988,7.171875,22.570312,27.976562,130.19531
20100103,5.42258835,-3.56526399,648.501648,78.4197922,261.938416,5.61E-07,0,910.443665,5.03E-06,275.293579,910.440063,14.5970898,0,1.39000177,275.293579,0,0,-65.9966431,5.92E-06,3.30E-07,0.003617425,890.61,0.78,6.36,-3.74,0.04,-2.75,1.36,-1.08,0.42,8485276,9568200,7.171875,22.554688,27.984375,129.75
20100104,5.39750624,3.28955483,648.031128,114.138649,261.429993,2.30E-08,0,909.462708,9.39E-06,276.985382,909.461304,25.1659508,0,30.4586067,276.985382,0,0,-55.2210197,1.02E-05,7.89E-07,0.001592836,891.72,3.51,7.38,-3.8,0.02,-3.47,0.79,-0.06,-0.36,9818678,10997812,7.15625,22.4375,27.84375,128.82031
20100105,5.38965034,0.133753523,647.53241,91.0650787,260.915558,5.42E-07,0,908.453369,8.72E-06,277.019257,908.447815,24.3466682,0,12.6354885,277.019257,0,0,-53.9474869,9.87E-06,6.10E-07,0.005440784,893.28,1.6,6.69,-1.67,0.32,-2.8,1.33,0.74,-1.06,9422238,10504144,7.046875,22.125,27.484375,127.734375
20100106,5.40316391,-7.73700333,647.012756,52.3256149,260.73349,1.26E-06,0,907.766296,4.41E-06,275.785461,907.746216,14.6237392,0,19.2646027,275.785461,0,0,-26.179493,5.93E-06,2.56E-07,0.020056149,895.35,2.18,4.42,-0.9,0.29,-0.77,0.92,0.09,-0.13,5219044,5850180,6.953125,21.859375,27.125,126.546875
20100107,5.38894844,6.06064844,646.500793,107.926521,260.595581,6.82E-07,0,907.102356,6.87E-06,278.083252,907.096497,20.2309017,0,8.68612099,278.083252,0,0,-72.9414825,8.20E-06,6.50E-07,0.006009604,895.49,3.32,8.4,-0.99,0.25,-0.58,0.95,0.42,-0.47,10833320,12083148,6.890625,21.65625,26.84375,125.1875
20100108,5.40037394,-9.44540787,645.991516,51.1771927,260.565796,1.20E-06,0,906.565613,4.56E-06,275.954956,906.557251,14.8116322,0,6.10463238,275.954956,0,0,-39.7127419,6.01E-06,2.54E-07,0.008323734,890.52,1.86,5.18,-1.54,1.52,-0.21,1.29,-0.03,0.01,5504682,6158904,6.828125,21.453125,26.609375,124.125
20100109,5.38262844,3.86482191,645.490051,95.3938446,260.345917,1.68E-07,0,905.840576,6.49E-06,277.970367,905.835938,17.9161415,0,31.7879257,277.970367,0,0,-41.8200455,7.26E-06,6.08E-07,0.004607794,892.35,3.89,8.01,-1.28,0.14,-0.19,0.64,-0.35,-0.11,7611654,8479188,6.796875,21.296875,26.40625,123.828125
20100110,5.35051966,-6.18344545,644.984497,87.2291565,259.799072,7.84E-07,0,904.787048,1.36E-05,276.771332,904.783508,37.0021896,0,-0.513071835,276.771332,0,0,-56.9272079,1.50E-05,6.00E-07,0.003465856,898.43,1.65,5.96,-3.69,0.13,-5.31,1.74,-1.62,0.48,5898538,6564812,6.734375,21.125,26.1875,123.265625
20100111,5.33234978,-23.534502,644.440369,98.0435028,258.874298,3.22E-07,0,903.315979,1.22E-05,273.431396,903.314758,32.2162933,0,20.3188267,273.431396,0,0,-69.054985,1.31E-05,4.97E-07,0.001292225,902.44,-0.03,4.17,-3.64,0.07,-9.05,1.95,-1.87,0.39,7928622,8824724,6.671875,20.921875,25.953125,121.984375
20100112,5.33981228,-11.9790125,643.850403,124.034409,258.468781,3.98E-09,0,902.319519,6.73E-06,273.061798,902.319153,17.6692371,0,34.9708061,273.061798,0,0,-83.3702316,7.16E-06,4.25E-07,0.000303707,899.34,1.05,5.12,-2.92,0,-6.72,1.09,-0.04,0.03,11999248,13349400,6.609375,20.71875,25.703125,120.546875
20100113,5.32550907,11.9721222,643.251526,114.987068,258.15274,1.01E-07,0,901.40625,9.60E-06,276.53476,901.404297,25.2197838,0,16.7921638,276.53476,0,0,-60.9909973,1.02E-05,5.21E-07,0.002023855,897.66,1.31,6.48,-1.35,0.2,-3.7,1.57,1.23,-0.61,10857232,12055048,6.546875,20.515625,25.453125,119.171875
20100114,5.33390856,-1.79811728,642.644653,62.2372398,257.9646,1.25E-06,0,900.619019,5.66E-06,276.425354,900.609314,17.6799641,0,11.3532152,276.425354,0,0,-35.0038528,7.17E-06,2.52E-07,0.009780243,896.77,1.09,4.24,-1.38,0.32,-1.55,1.16,-0.51,0.22,4919950,5514176,6.46875,20.3125,25.203125,117.96875
20100115,5.31304693,7.30951595,642.039734,111.860847,257.609375,3.75E-07,0,899.652161,1.03E-05,278.607086,899.649231,28.0473003,0,17.6192875,278.607086,0,0,-58.8788033,1.14E-05,7.24E-07,0.003070657,900.45,2.44,8.84,-1.6,0.04,-2.58,1.39,0.58,-0.96,11690280,13034904,6.421875,20.140625,24.984375,116.828125
20100116,5.34433174,-13.739749,641.431885,42.195961,257.691956,1.16E-06,0,899.132324,4.29E-06,275.768402,899.123962,13.9995155,0,10.0741987,275.768402,0,0,-31.8757153,5.68E-06,2.25E-07,0.00845445,899.9,1.53,5.04,-3.56,1.28,-0.53,1.03,0.09,-0.19,4677620,5216760,6.359375,19.953125,24.765625,115.828125
20100117,5.33286953,-6.46449614,640.848206,103.465775,257.742462,1.13E-07,0,898.594604,3.79E-06,275.548096,898.590881,10.4873686,0,40.1842155,275.548096,0,0,-59.2563705,4.25E-06,3.52E-07,0.003938115,897.7,3.15,8.4,-3.46,0.07,0.09,0.8,0.2,0.01,11526024,12825780,6.296875,19.75,24.546875,114.828125
20100118,5.33380556,11.2703333,640.279419,92.4912643,257.684692,9.78E-07,0,897.986572,5.84E-06,278.472046,897.964233,17.8968716,0,37.2836266,278.472046,0,0,-26.0287323,7.26E-06,4.36E-07,0.022448892,890.99,3.9,7.52,-0.57,1.38,1.5,1.37,0.89,-0.21,8826756,9806132,6.265625,19.59375,24.328125,113.75
20100119,5.32657671,3.35914135,639.725647,64.3717346,257.781982,2.57E-06,0,897.52063,1.10E-05,279.48645,897.507446,34.4916,0,-0.726005554,279.48645,0,0,-27.2510319,1.40E-05,4.09E-07,0.012974513,892.11,4.41,7.79,0.58,0.57,0.21,1.8,-1.26,0.65,4831100,5365128,6.8125,20.375,24.984375,113.25
20100120,5.26699162,-15.2285748,639.165527,68.5855942,256.7211,2.33E-07,1.44E-08,895.888,1.69E-05,275.169739,895.886841,43.1584358,2.70E-11,1.12157774,275.169739,0,2.16E-06,-39.5398636,1.75E-05,4.07E-07,0.001358902,899.6,0.32,3.31,-2.7,0.05,-9.87,2.78,-2.65,0.78,5560798,6179616,7.171875,21.03125,25.9375,114.125
20100121,5.31324768,-7.11607838,638.545776,65.2243042,256.446106,1.43E-06,6.46E-07,894.997559,1.07E-05,275.541992,894.991882,30.4551907,8.68E-09,13.2780876,275.541992,0,9.69E-05,-28.6064854,1.23E-05,2.06E-07,0.005575761,901.28,1.06,4.95,-2.26,0.41,-6.85,2.16,-1.27,0.08,7861488,8748848,6.84375,20.40625,25.484375,115.25
20100122,5.27899599,-4.30689096,637.925842,119.824211,256.094696,2.14E-07,0,894.029358,9.54E-06,275.337769,894.020447,24.9021626,0,58.6780396,275.337769,0,0,-40.546608,1.01E-05,3.44E-07,0.008831187,901.92,0.73,3.92,-2.43,0.35,-7.68,1.16,-0.38,-0.16,9702484,10838824,6.46875,19.75,24.609375,114.546875
20100123,5.31035709,0.496136874,637.308472,55.3718605,256.091492,2.04E-06,0,893.416992,6.21E-06,276.483032,893.399963,20.8303967,0,27.474226,276.483032,0,0,-6.5670805,8.45E-06,1.90E-07,0.017041136,895.77,0.83,2.88,-0.98,1.75,-2.63,1.11,0.55,-0.67,4463200,5108824,6.28125,19.359375,24.0625,112.578125
20100124,5.26408291,-1.18634605,636.720276,93.032341,255.876633,8.10E-07,1.27E-06,892.600586,1.49E-05,277.913116,892.596863,40.4305153,0,-11.2723732,277.913116,0,0.000190083,-65.0676422,1.64E-05,6.91E-07,0.003471204,898.02,2.49,9.63,-2.74,0.31,-5.17,2.08,-1.96,0.55,10260726,12091580,6.1875,19.125,23.765625,110.625
20100125,5.25618124,5.96445608,636.110168,121.597481,255.129669,6.29E-07,0,891.24292,1.34E-05,278.672119,891.239807,36.3324852,0,23.8284874,278.672119,0,0,-55.4611855,1.47E-05,7.31E-07,0.003130223,898.64,2.2,7.91,-2.8,0.19,-4.1,1.75,1.11,-0.77,12163220,13992148,6.140625,19,23.578125,109.25
20100126,5.32000113,-8.92950726,635.484619,57.8271408,255.584595,1.75E-06,0,891.078125,7.32E-06,276.710785,891.069336,22.9122276,0,7.7577486,276.710785,0,0,-36.095871,9.29E-06,2.16E-07,0.008884283,891.42,1.44,4.72,-1.81,0.96,-1.6,1.8,0.13,-0.22,4670770,5332704,6.078125,18.84375,23.40625,108.65625
20100127,5.25834799,-0.474352479,634.90332,136.035873,255.352112,1.56E-08,0,890.255798,1.03E-05,277.775177,890.255432,27.2211819,0,31.4473267,277.775177,0,0,-77.8386841,1.10E-05,7.43E-07,0.000394863,891.18,4.36,9.55,-1.58,0.01,-3.22,1.21,0.09,-0.08,12832956,14529488,6.03125,18.671875,23.203125,107.984375
20100128,5.2586503,-0.989266038,634.307312,131.780533,254.889648,6.54E-08,0,889.202393,8.59E-06,278.397888,889.197083,23.1729946,0,43.4603233,278.397888,0,0,-66.1414566,9.40E-06,7.44E-07,0.005415594,894.81,4.69,10.13,-1.74,0.16,-1.36,0.94,-0.65,-0.06,11640592,13096052,6.140625,18.828125,23.21875,107.140625
20100129,5.25652742,1.74076355,633.698547,91.9590912,254.686661,9.89E-07,0,888.397095,7.73E-06,278.369263,888.385254,22.7226868,0,29.9498348,278.369263,0,0,-37.5396919,9.21E-06,4.90E-07,0.011910798,892.29,4.51,8.39,0.89,0.04,-0.1,1.32,0.38,-0.71,7536888,8458728,6.234375,18.9375,23.375,107.3125
20100130,5.24566364,1.37357461,633.08844,122.376869,254.414719,2.38E-07,0,887.505188,7.98E-06,279.080627,887.503174,21.8766804,0,38.2412491,279.080627,0,0,-60.886261,8.87E-06,6.52E-07,0.002036666,892.23,5.56,10.07,0.53,0,-0.35,0.87,-0.74,0.03,9794344,10980668,6.0625,18.640625,23.171875,109.1875
20100131,5.23499298,-4.82522202,632.473328,99.3521271,254.076584,1.97E-07,0,886.551697,9.41E-06,277.778137,886.549988,24.95504,0,25.4534779,277.778137,0,0,-53.7699013,1.01E-05,5.12E-07,0.001800222,892.15,4.02,8.81,-0.96,0.1,-0.91,1.43,0.03,-0.5,8592998,9632960,5.984375,18.40625,22.84375,111.703125
20100201,5.2218008,-2.82403779,631.876953,131.728851,253.588882,1.43E-07,0,885.468567,9.90E-06,277.760773,885.465881,26.3361187,0,43.4485855,277.760773,0,0,-64.7659683,1.07E-05,6.31E-07,0.002743715,891.33,4.12,8.8,-0.37,0.37,-2.12,0.97,-0.06,-0.45,11325860,12701324,5.921875,18.25,22.65625,113.453125
20100202,5.21453094,-3.2304678,631.283386,132.013412,253.179672,2.30E-07,0,884.472046,9.71E-06,278.007965,884.463013,26.3086624,0,50.9901924,278.007965,0,0,-57.9488525,1.07E-05,7.27E-07,0.008975917,892.76,4.68,9.08,0.16,0.69,-2.28,0.87,-0.31,-0.27,10535566,11822480,5.890625,18.109375,22.484375,114.46875
20100203,5.22298479,-10.6246595,630.681396,90.3104172,253.049606,1.02E-06,0,883.745361,7.26E-06,276.104889,883.731201,21.317522,0,36.9772186,276.104889,0,0,-42.6447487,8.64E-06,3.62E-07,0.014316834,893.37,2.41,5.77,-0.36,0.4,-1.91,0.99,0.63,-0.7,7383262,8306660,5.859375,18,22.359375,115.125
20100204,5.22627878,-1.02834618,630.093994,100.80275,253.02269,5.65E-07,0,883.12915,6.84E-06,276.816589,883.116821,19.1807251,0,41.8362198,276.816589,0,0,-40.8067131,7.78E-06,3.75E-07,0.012439004,891.44,3.02,6.66,-0.35,0.27,-0.9,1.32,0.9,-0.82,8055334,9074976,5.828125,17.890625,22.234375,115.15625
20100205,5.22954416,3.6546855,629.528748,73.3344421,253.08223,1.97E-06,0,882.623047,7.31E-06,278.107208,882.611023,23.6244946,0,25.5571003,278.107208,0,0,-20.4937134,9.58E-06,3.01E-07,0.012096182,890.15,3.38,6.92,0.77,0.78,0.6,1.48,1.14,-0.91,6895568,7771988,5.78125,17.765625,22.078125,114
20100206,5.29613495,0.424568236,628.996521,41.0642204,253.679794,1.96E-06,0,882.689636,4.58E-06,277.96521,882.676392,16.4505672,0,25.1534634,277.96521,0,0,0.966741085,6.67E-06,1.26E-07,0.013300986,889.33,3.87,6.81,1.06,2.6,1.47,1.99,1.43,-1.23,5616322,6332760,5.75,17.625,21.9375,111.875
20100207,5.28867722,-3.0967679,628.53717,46.8637924,254.630508,1.32E-06,0,883.18988,3.37E-06,278.248627,883.167603,11.9283285,0,17.452774,278.248627,0,0,-20.5874977,4.84E-06,1.48E-07,0.022218151,887.39,3.66,6.96,-0.57,1.71,1.86,1.5,0.23,-0.2,5138106,5792796,5.71875,17.59375,22,110.28125
20100208,5.26208067,7.40332842,628.127686,97.4165268,254.576721,1.06E-06,0,882.726562,6.68E-06,280.357635,882.704407,20.1881371,0,42.6554718,280.357635,0,0,-27.165041,8.18E-06,4.46E-07,0.02217596,883.53,6.94,11.88,-0.84,0.39,3.39,1.22,0.8,-0.58,13157222,14840328,5.71875,17.5625,22.125,110.28125
20100209,5.32935667,1.9986583,627.72052,87.2326584,254.955048,2.16E-06,0,882.695435,5.19E-06,279.7901,882.675659,18.8786449,0,55.686512,279.7901,0,0,-10.6646309,7.65E-06,3.02E-07,0.019834492,883.29,5.58,9.4,2.08,4.06,3.47,1.2,0.27,-0.53,7683090,8670340,6.21875,18.8125,22.875,111.375
20100210,5.43833494,-20.0812759,627.469116,20.6148033,257.465302,2.14E-06,1.24E-05,884.951355,4.50E-06,275.257416,884.934387,16.4716778,3.95E-08,11.0451899,275.257416,0,0.001853429,-13.173914,6.68E-06,3.58E-08,0.015137184,888.86,0.87,2.63,-1.58,7.39,-0.67,1.24,-0.99,0.21,2205798,2672352,6.625,20.40625,24.75,117.46875
20100211,5.30873442,-15.9130211,627.41571,144.927032,257.293091,2.80E-07,0.000472814,884.783447,1.02E-05,274.127045,884.708862,26.9781208,0,60.8619003,274.127045,3.34E-08,0.070922136,-72.9107819,1.10E-05,4.10E-07,0.003707841,899.79,1.16,5.5,-2.4,0.21,-6.94,1.47,-1.42,0.11,11942660,15043828,6.40625,20.34375,25.71875,133.96875
20100212,5.31671476,0.560952783,627.281006,150.135849,256.615906,1.46E-06,0.000789971,884.021973,1.09E-05,276.163849,883.896973,31.5725594,1.49E-06,65.5067978,276.163849,1.03E-07,0.118495956,-51.6549683,1.29E-05,4.83E-07,0.006616746,897.24,1.68,6.65,-1.34,1.39,-4.51,1.28,0.74,-0.86,13119610,15937714,6.03125,19.09375,24.40625,147.03125
20100213,5.40112495,-11.0599375,627.163025,49.527092,257.725281,1.53E-06,0.00055783,884.991028,4.84E-06,274.196289,884.888306,15.8941622,0,26.2848434,274.196289,6.79E-08,0.083675146,-18.1226749,6.51E-06,7.26E-08,0.019032901,892.33,-0.65,1.62,-3.7,3.74,-3.01,1.25,0.09,-0.45,3301462,4486506,5.8125,18.28125,23.28125,145.5625
20100214,5.30996466,-6.00302458,627.132996,108.451752,257.310303,1.56E-06,0.001095146,884.613708,1.07E-05,275.051117,884.443298,31.0196323,2.03E-07,49.8255692,275.051117,2.08E-07,0.164273962,-32.7884827,1.28E-05,3.45E-07,0.006183843,896.07,0.31,4.26,-4.2,0.91,-6.93,1.67,-1.56,0.46,8128952,11910004,5.71875,18.03125,23.4375,137.96875
20100215,5.34257841,-13.4162149,627.032288,87.4704208,257.128235,9.90E-07,0.002114874,884.487366,5.78E-06,273.573853,884.160522,17.1516018,0,45.4226799,273.573853,6.69E-08,0.317236483,-37.5444794,7.02E-06,1.86E-07,0.009558237,899.38,-1.22,0.48,-2.94,2.29,-4.83,0.71,-0.07,0.06,3847046,5873964,5.59375,17.46875,22.84375,130.75
20100216,5.34005213,-4.3944931,626.942322,87.0526199,257.264526,1.11E-06,0.002428527,884.576111,9.48E-06,274.165222,884.206726,26.6371746,8.38E-09,8.65219307,274.165222,3.21E-07,0.364286572,-54.4533577,1.11E-05,2.06E-07,0.005016213,899.81,-0.27,1.96,-2.69,2.02,-6.03,1.09,-0.93,0.3,3784354,6767280,5.53125,17.15625,22.21875,123.15625
20100217,5.2922554,-13.2437811,626.825806,124.264999,256.507202,4.67E-07,0.001446423,883.553833,8.42E-06,273.389893,883.333069,22.7349052,1.07E-06,52.6470222,273.389893,2.10E-07,0.216968492,-61.1811714,9.43E-06,3.28E-07,0.00384929,900.71,0.56,3.56,-3.76,0.01,-8.86,0.84,-0.53,0.3,6893754,12103020,5.46875,16.96875,21.8125,116.125
20100218,5.28509188,-9.41295147,626.629211,138.038666,255.937378,6.05E-07,0.000742712,882.682129,6.77E-06,273.976593,882.566528,19.3143215,1.14E-06,54.9401932,273.976593,1.82E-08,0.111409642,-72.7621155,7.85E-06,4.54E-07,0.004158626,898.69,2.04,5.41,-1.31,0,-6.54,0.61,-0.1,0.42,8821730,13880336,5.4375,16.8125,21.5,110.9375
20100219,5.27486801,-4.75428629,626.383118,129.924423,255.481232,5.88E-07,0.000252513,881.90509,6.48E-06,273.874451,881.86438,18.2368851,6.53E-07,56.8460884,273.874451,4.48E-08,0.037877873,-59.2195549,7.44E-06,3.24E-07,0.002817385,893.64,1.53,6.72,-1.27,0,-3.08,1.26,1.12,0.01,12245220,17058186,5.375,16.6875,21.34375,107.3125
20100220,5.26066017,9.03988552,626.100464,153.039627,254.997284,1.68E-07,3.36E-05,881.104675,7.38E-06,276.53302,881.097839,19.9822388,1.10E-07,49.6679306,276.53302,7.39E-10,0.005042316,-74.295105,8.10E-06,5.55E-07,0.00191407,890.28,2.86,9.13,-2.99,0,-1.49,1.1,0.68,0.02,13921526,17701184,5.5,17.9375,22.21875,104.90625
20100221,5.24744081,11.5244875,625.776062,158.915405,254.465454,1.07E-07,0,880.244507,7.77E-06,278.969147,880.241699,21.4177341,0,52.2144737,278.969147,0,0,-73.75383,8.68E-06,8.07E-07,0.002993444,890.42,5.93,11.97,-3,0.01,0.22,0.79,-0.41,0.48,14760604,17695078,6.75,21.9375,25.59375,105.5625
20100222,5.22342539,14.6853666,625.413757,153.739044,253.799545,3.56E-08,0,879.215759,1.04E-05,281.559052,879.213318,28.3162403,0,35.846981,281.559052,0,0,-74.8861389,1.15E-05,1.05E-06,0.002425394,889.34,7.38,13.97,-0.4,0,2.37,1.22,0.88,-0.28,14924710,17330396,11.75,32.8125,35.3125,113.25
20100223,5.22591448,1.72607672,625.01532,100.257919,253.363068,7.90E-07,0,878.387939,7.07E-06,279.663513,878.378296,20.6095963,0,27.0664825,279.663513,0,0,-50.8545074,8.36E-06,4.99E-07,0.009608258,880.02,5.64,11.34,-0.32,0.05,2.21,1.47,0.83,0.02,13747962,15737566,17.65625,45.90625,50.03125,134.59375
20100224,5.15589619,21.9663544,624.593567,166.86026,252.334824,4.45E-07,0,876.930176,2.15E-05,284.278564,876.928467,58.2652473,0,8.14054489,284.278564,0,0,-78.4807892,2.36E-05,1.63E-06,0.001775476,882.04,7.86,16.62,0.33,0.01,0.68,2.36,-2.18,0.87,16009182,18228896,22.15625,53.3125,59.4375,170.5625
20100225,5.12991714,14.6867237,624.085022,170.720016,250.760773,4.03E-08,0,874.847778,1.84E-05,285.289886,874.845825,49.7809334,0,21.6100388,285.289886,0,0,-84.6414871,2.02E-05,1.77E-06,0.002028434,886.63,10.29,16.76,2.28,0.55,1.67,1.28,0.09,-0.35,16548720,18811604,26.34375,61.9375,68.4375,208.8125
20100226,5.17090368,3.29410291,623.493042,84.0390549,250.438705,7.92E-07,0,873.944336,7.49E-06,283.271515,873.931763,21.789299,0,24.4439697,283.271515,0,0,-34.510273,8.83E-06,5.48E-07,0.012596571,886.73,8.43,13.96,3.81,0.09,4.92,1.38,0.78,-1.03,9650740,10967690,29.21875,71.3125,79.40625,266.1875
20100227,5.24341249,13.3652868,622.920044,60.9637527,250.86972,2.20E-06,0,873.80304,7.43E-06,284.614258,873.789673,24.7925606,0,10.8103027,284.614258,0,0,-11.9894896,1.01E-05,4.16E-07,0.013308907,883.86,10.15,14.62,3.59,3.18,7.24,1.85,1.25,-0.62,9408880,10692074,29.8125,73.4375,83.28125,350
20100228,5.2788806,-6.5605669,622.467102,70.2379684,252.984207,1.03E-06,0,875.461609,9.01E-06,282.284515,875.451355,26.3139858,0,3.68287206,282.284515,0,0,-46.8128967,1.07E-05,6.27E-07,0.01028798,885.94,7.85,14.14,1.96,0.17,2.89,2.01,-1.92,0.36,9506404,10805864,30.1875,74.625,84.75,419.96875
20100301,5.30992556,3.56501055,622.114014,79.0583954,253.501053,1.98E-06,0,875.628723,6.39E-06,282.497192,875.615051,21.6373196,0,47.2878075,282.497192,0,0,-6.5635848,8.77E-06,4.03E-07,0.013683938,886.85,7.78,11.82,1.79,2.7,5.44,1.43,-0.02,-0.5,9853530,11202126,29.4375,72.09375,82.71875,452.34375
20100302,5.56684303,-13.0711222,621.968994,37.4081879,256.887054,1.99E-06,0,878.877319,3.67E-06,279.214844,878.856201,14.3084888,0,34.5539818,279.214844,0,0,-1.62583506,5.80E-06,1.34E-07,0.021239402,889.03,4.02,6.39,0.98,11.9,2.9,1.09,-0.89,0.51,2899454,3298138,28.5625,68.96875,79.1875,448.125
20100303,5.36443758,-14.0427094,622.508057,91.7057953,259.153351,1.14E-06,0,881.668396,7.13E-06,277.438416,881.661499,21.5287132,0,44.5506859,277.438416,0,0,-39.6727943,8.73E-06,4.52E-07,0.006946205,887.83,2.58,7.47,-1.38,0.68,-0.6,1.29,0.5,-0.83,8766542,10547356,28.125,69.71875,80.71875,445.375
20100304,5.37966061,2.10004282,622.979797,86.701149,258.323914,2.06E-06,0,881.316956,7.53E-06,279.229095,881.303589,24.8063183,0,41.4766922,279.229095,0,0,-18.3133297,1.01E-05,4.63E-07,0.013272454,886.3,4.08,8.04,-0.71,2.94,0.61,1.18,-0.33,-0.02,8048242.5,9454410,25.5,63.75,75.6875,445.25
20100305,5.45661926,-6.54706621,623.394226,63.4186745,259.134674,2.18E-06,0,882.545837,6.46E-06,278.175842,882.528931,22.0835648,0,39.8398666,278.175842,0,0,-8.04419136,8.95E-06,3.10E-07,0.0168911,890.07,2.61,5.76,0.11,4.27,0.82,0.99,-0.48,0.24,3982136.5,4880617,23.34375,58.8125,69.84375,421.5
20100306,5.36970949,-10.3680763,623.944763,102.974075,259.185699,1.99E-06,0,883.138367,9.28E-06,277.125458,883.130615,29.0026245,0,51.7671127,277.125458,0,0,-32.5776367,1.18E-05,4.91E-07,0.007889919,894.87,1.58,6.1,-2.33,1.07,-1.76,1.32,0.83,-1,8594845,10593140,20.96875,53.1875,64.03125,397.4375
20100307,5.4169898,-7.08216906,624.362122,71.7108688,258.946106,2.37E-06,0,883.316467,9.16E-06,276.525574,883.308289,29.0574207,0,35.4366341,276.525574,0,0,-14.2995319,1.18E-05,2.53E-07,0.008218626,893.93,1.53,4.09,-0.63,3.23,-1.67,2.25,0.01,-0.48,4969074.5,5994496,18.6875,47.5,57.46875,370
20100308,5.27763653,-20.2476387,624.708496,137.514511,257.80899,3.56E-07,7.53E-09,882.518555,2.22E-05,274.320068,882.517517,57.336956,5.48E-10,25.9624062,274.320068,0,1.13E-06,-74.4732361,2.32E-05,7.12E-07,0.001100527,905.47,0.73,6.11,-4.72,0.24,-11.55,3.28,-3.2,0.33,10678853,13173736,16.65625,42.625,52.125,338.40625
20100309,5.27302599,-19.4242172,624.748535,199.751266,256.126892,1.16E-09,0,880.875549,1.09E-05,272.866211,880.875549,28.1049385,0,96.6984558,272.866211,0,0,-94.3684311,1.14E-05,5.40E-07,0.000116265,905.1,0.66,4.83,-4.64,0,-11.12,1.15,-1.02,0.34,18079376,21886078,14.6875,37.59375,46.34375,307.40625
20100310,5.25051689,16.0181961,624.631775,195.610382,255.172318,4.45E-10,0,879.804138,1.15E-05,278.166809,879.804016,30.736496,0,60.138752,278.166809,0,0,-88.7072144,1.25E-05,9.37E-07,7.09E-05,896.96,4.01,9.53,-1.37,0,-3.26,1.51,1.2,-0.39,18124624,21390016,12.9375,33.1875,40.9375,275.28125
20100311,5.24093056,7.75065184,624.417969,163.567841,254.370834,1.72E-10,0,878.788879,8.90E-06,279.735626,878.788818,24.3723354,0,63.4974403,279.735626,0,0,-67.9445648,9.88E-06,9.83E-07,5.00E-05,891.42,5.99,12.09,-0.85,0,1.19,1.28,0.69,0.01,17800754,20543812,12.6875,32.40625,38.6875,246.9375
20100312,5.20698214,18.9586201,624.138062,194.063431,253.460068,-7.84E-09,0,877.598267,1.29E-05,283.868286,877.598083,36.0735703,0,59.7757378,283.868286,0,0,-79.2496796,1.46E-05,1.77E-06,9.28E-05,889.24,10.24,16.72,-0.11,0,4.36,0.95,0.73,-0.08,18712234,21390682,16,38.03125,42.5,229.0625
20100313,5.39435768,23.0708866,623.805664,124.246407,253.536255,1.85E-06,0,877.349548,1.38E-05,286.087006,877.341858,41.4681168,0,45.3694229,286.087006,0,0,-14.3355112,1.68E-05,1.20E-06,0.007617493,886.39,11.51,15.79,4.63,4.67,7.3,2.16,0.85,-0.34,12636442,14407651,17.8125,42.40625,48.5625,231.96875
20100314,5.26469469,-8.88008308,623.716064,68.3576126,256.365143,7.28E-07,0,880.082642,2.36E-05,281.122559,880.081116,62.8603516,0,-37.7938004,281.122559,0,0,-52.1749611,2.55E-05,1.16E-06,0.00146734,894.63,5.2,9.17,-0.86,0.53,-1.93,2.94,-2.77,0.85,5689861,6482841,23.0625,57.78125,63.84375,257.59375
20100315,5.24933863,-8.11172867,623.61853,115.37841,254.827209,6.75E-07,0,878.447388,1.18E-05,279.38443,878.445801,32.8771515,0,23.0542889,279.38443,0,0,-67.5631027,1.33E-05,8.44E-07,0.001623252,899.34,5.19,10.98,-0.49,0,-3.18,1.56,-0.32,-0.31,14668340,16715464,23.71875,60.9375,71.1875,295.8125
20100316,5.22436333,5.92150116,623.402222,163.636444,253.935043,2.43E-07,0,877.340088,1.18E-05,281.396423,877.337463,32.496376,0,60.7743073,281.396423,0,0,-64.4393082,1.32E-05,1.12E-06,0.00280833,895.87,6.62,12.23,0.1,0.08,1.66,2.07,0.89,0.08,19195718,21884228,21.5625,55.09375,65.28125,304.40625
20100317,5.16272163,16.3088398,623.109436,203.416443,252.534821,2.61E-08,0,875.644592,1.95E-05,285.545319,875.644409,54.5406799,0,45.2372322,285.545319,0,0,-87.324501,2.21E-05,2.56E-06,0.000280614,896.5,11.44,17.92,3.14,0,3.37,1.75,1.26,-0.15,19540362,22287422,19.34375,49.34375,58.53125,285.0625
20100318,5.13669395,16.8116894,622.718872,202.862579,251.086578,-1.32E-08,0,873.805603,1.74E-05,287.316345,873.805359,49.1099586,0,49.9917717,287.316345,0,0,-86.9455261,1.99E-05,2.48E-06,0.000151403,891.16,12.57,19.74,5.28,0,6.8,1.4,1.03,-0.28,19539828,22297326,17.25,44.75,53.3125,261.71875
