time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,runoff
20121017,5.42819738,4.42202663,665.108154,169.085495,263.976501,2.76E-07,0,929.090942,2.07E-05,287.067749,929.084656,71.3376007,0,22.1284714,287.067749,0,0,-71.185997,2.89E-05,7.92E-06,0.006304005,894.87,12.35,16.77,7.45,0.89,6.28,1.84,1.4,-0.96,15071102,17158846,16.5,49.460938,59.898438,309.28125
20121018,5.56186199,-9.49747944,664.456421,28.9254723,264.906891,4.74E-06,0,929.39325,3.28E-06,285.472198,929.363281,21.5134449,0,-12.950366,285.472198,0,0,-29.8648605,8.72E-06,7.11E-07,0.029877519,892.42,12.02,13.33,9.9,2.48,9.37,0.81,-0.04,-0.26,3485682,3967296,15.0234375,45.132812,54.898438,302.65625
20121019,5.47566223,-1.47976804,663.937317,108.636055,264.996918,8.04E-07,0,928.937561,9.98E-06,286.928528,928.934021,36.6189117,0,23.5224628,286.928528,0,0,-49.9722748,1.48E-05,4.06E-06,0.003361249,892.23,12.89,16.55,9.95,0.01,9.22,0.98,0.61,-0.61,8601270,9787652,14.2421875,42.78125,51.875,289.41406
20121020,5.46678162,4.52229071,663.392151,102.891708,264.375397,2.03E-06,0,927.784851,1.09E-05,288.10025,927.767578,41.7959175,0,16.7977238,288.10025,0,0,-39.7704391,1.69E-05,3.99E-06,0.017270647,891.85,13.92,17.62,10.05,0.2,10.63,1.32,1,-0.6,9347746,10634416,13.0625,39.5625,48.625,277.3047
20121021,5.48126554,-18.3657036,662.839172,61.5977478,264.405731,4.44E-06,0,927.25116,2.44E-05,283.971069,927.244873,80.4167557,0,-50.2617493,283.971069,0,0,-49.820591,3.26E-05,3.78E-06,0.006298648,899.04,9.8,14.38,3.85,0.7,2.46,2.98,-2.7,1.19,5377636,6116080,11.96875,36.601562,45.078125,258.6953
20121022,5.42481852,-7.44014835,662.220398,166.136185,262.755463,5.13E-07,0,924.98407,1.79E-05,284.495758,924.975769,63.1221275,0,28.4340534,284.495758,0,0,-82.0176468,2.56E-05,7.17E-06,0.00821608,897.52,11.31,16.36,4.18,0.72,2.24,1,-0.23,-0.19,15508610,17633644,11.78125,36.648438,44.234375,240.46875
20121023,5.54011822,-13.8820171,661.59845,26.6191521,264.350861,4.12E-06,0,925.973755,4.81E-06,282.231506,925.949158,23.7534389,0,-13.1077127,282.231506,0,0,-29.8577385,9.63E-06,7.07E-07,0.024481047,894.43,7.67,9.5,4.75,5.85,6.15,0.77,-0.38,0.1,2039156,2317816,11.1171875,35.0625,43.0625,227.20312
20121024,5.43944311,-2.89872956,661.092651,150.214966,263.749939,4.84E-08,0,924.843262,1.26E-05,284.921844,924.842651,44.6865616,0,30.7246323,284.921844,0,0,-77.703064,1.81E-05,5.51E-06,0.000653456,892.07,11.54,16.71,5.3,0.01,5.95,0.85,0.27,-0.38,14217778,16157372,12.5546875,36.65625,43.523438,217.38281
20121025,5.44166231,-2.42239809,660.525208,103.793839,263.21933,2.01E-06,0,923.75531,8.90E-06,284.655457,923.744507,33.53722,0,30.0780277,284.655457,0,0,-42.5995712,1.36E-05,2.69E-06,0.01081328,891.15,10.42,13.7,5.8,0.13,7.52,1.02,0.4,-0.33,7427462,8438288,12.484375,35.882812,43.742188,210.99219
20121026,5.42859173,-1.52152073,659.93042,153.993546,262.683807,5.25E-08,0,922.615417,8.24E-06,285.698181,922.614319,31.7177868,0,42.2888145,285.698181,0,0,-81.5069275,1.29E-05,4.56E-06,0.001228448,893.95,13.05,17.89,5.93,0.1,7.99,0.64,-0.42,0.26,14179064,16104908,11.953125,34.210938,41.632812,201.23438
20121027,5.39781952,5.26500607,659.295837,135.840164,261.949829,1.01E-07,0,921.246887,1.33E-05,287.236481,921.245483,44.9982948,0,22.8802948,287.236481,0,0,-62.6925697,1.82E-05,4.89E-06,0.001219381,895.22,13.27,18.02,9.68,0.07,9.27,1.3,1.02,-0.67,12612040,14321052,11.25,32.976562,40.109375,190.53906
20121028,5.42982578,2.66987729,658.615417,93.037735,261.643982,4.68E-06,0,920.296692,8.66E-06,287.072327,920.259338,40.0262756,0,19.7554874,287.072327,0,0,-30.583107,1.62E-05,2.89E-06,0.037288528,894.25,12.29,15.04,9.77,0.72,10.02,1.04,0.19,-0.43,5247890,5957380,10.4375,31.75,38.632812,182.14062
20121029,5.33681488,-5.41315269,657.941956,106.906319,260.9104,1.90E-06,0,918.854858,2.80E-05,286.652863,918.852234,88.7919312,0,-55.4982147,286.652863,0,0,-79.0357666,3.60E-05,6.14E-06,0.002490058,898.2,10.97,17.31,4.58,0.23,3.27,2.35,-2.18,0.83,8483866,9628080,10.3671875,31.382812,37.867188,175.92188
20121030,5.31161451,-10.7610245,657.12854,148.609894,259.048401,2.14E-09,0,916.177124,1.99E-05,284.549805,916.177002,62.4425545,0,-3.21906614,284.549805,0,0,-100.150978,2.53E-05,5.40E-06,0.000179416,898.75,9.81,16.15,2.89,0,1.47,1.09,-0.83,0.62,13791088,15647580,10.0234375,30.875,37.382812,172.51562
20121031,5.33942986,-2.08402681,656.199463,150.752899,258.100769,4.70E-07,0,914.312622,1.51E-05,285.118073,914.300354,50.1240425,0,25.616148,285.118073,0,0,-77.0904312,2.03E-05,4.76E-06,0.012418482,895.28,11.27,16.85,3.53,0.71,3.96,1.2,0.64,-0.6,14069288,15959120,9.6484375,30.117188,36.445312,170.75781
20121101,5.44999647,-14.6259985,655.530457,34.8745842,260.192932,2.96E-06,0,915.763367,2.44E-06,282.427338,915.723389,14.3392239,0,8.40885353,282.427338,0,0,-26.7575417,5.81E-06,4.20E-07,0.039998509,891.71,10.1,13.78,6.98,0.53,7.72,1.12,0.57,-0.65,6521598,7395520,9.453125,29.625,35.78125,169.15625
20121102,5.44296169,-10.3965569,655.20282,94.5675812,261.044525,5.99E-06,0,916.258667,1.65E-05,283.096802,916.247314,61.1608467,0,7.32939196,283.096802,0,0,-36.4824333,2.48E-05,2.32E-06,0.011302258,891.97,9.1,14.84,2.49,2.1,2.26,3.19,-0.84,0.31,8035240,9109648,9.7265625,30.148438,36.101562,167.75
20121103,5.31533241,-23.7549152,654.938538,155.343826,260.20636,1.61E-08,0,915.145081,2.69E-05,278.523895,915.144897,75.5366974,0,-4.70224524,278.523895,0,0,-108.26799,3.06E-05,3.73E-06,0.000170032,898.95,3.34,9.21,-1.43,0,-9.7,2.61,-2.41,0.82,14324664,16236716,12.1171875,35.625,40.953125,169.07031
20121104,5.33303881,-8.37566757,654.570557,149.718964,259.124817,1.81E-10,0,913.695435,1.34E-05,280.24704,913.695374,40.2184563,0,22.0524902,280.24704,0,0,-95.8208008,1.63E-05,2.88E-06,6.59E-05,894.94,5.55,11.6,-1.07,0,-2.64,0.95,-0.8,0.41,13608194,15420336,12.25,35.726562,42.84375,175.99219
20121105,5.32943821,3.02531028,654.139587,146.03421,258.69516,1.23E-10,0,912.834839,1.16E-05,282.75116,912.834839,35.7004051,0,35.081131,282.75116,0,0,-72.2162399,1.45E-05,2.88E-06,7.52E-05,894.67,8.09,13.37,-0.29,0,2.4,1.23,0.79,-0.65,13112630,14854524,11.1484375,32.703125,39.726562,176.75
20121106,5.46013451,0.552130342,653.700989,60.1040688,259.430145,4.38E-06,0,913.163635,6.20E-06,283.146973,913.131226,28.8707714,0,21.7027493,283.146973,0,0,-8.9773674,1.17E-05,1.13E-06,0.0325137,894.22,8.31,10.13,5.2,8.64,5.78,0.98,0.21,-0.01,4020370,4552832,10.1484375,30.648438,37.1875,171.67188
20121107,5.44014168,-23.1890163,653.459412,36.9815903,261.69043,3.26E-06,0,915.158813,8.08E-06,279.170288,915.149841,29.894804,0,-9.54974079,279.170288,0,0,-39.8392258,1.21E-05,7.86E-07,0.008972965,893.85,4.98,8.42,0.35,2.94,2.03,1.98,-1.85,0.6,4198570,4753676,14.4609375,41.421875,46.765625,174.13281
20121108,5.45044756,1.8459059,653.342102,107.069435,261.882355,2.68E-06,0,915.24469,6.11E-06,281.572205,915.22467,24.5628719,0,62.1130257,281.572205,0,0,-18.5348454,9.96E-06,1.16E-06,0.020178026,887.63,7.28,11.02,0.94,1.16,4.67,1.7,1.06,-1.22,9799236,11092536,16,45.976562,54.945312,201.25
20121109,5.52623796,-7.94414806,653.30072,24.9922829,263.636841,5.27E-06,0,916.990051,2.50E-06,281.049042,916.9375,19.7589149,0,9.51900196,281.049042,0,0,-3.66575098,8.01E-06,2.46E-07,0.052519951,890.56,6.53,7.79,3.91,1.79,5.55,1.17,0.16,-0.47,1431598,1619980,15.65625,45.054688,54.007812,223.97656
20121110,5.41637516,-23.4676266,653.365601,78.7167892,263.419037,9.85E-07,0,916.786621,1.95E-05,277.750275,916.784485,55.0094147,0,-26.4789791,277.750275,0,0,-73.6646729,2.23E-05,1.81E-06,0.001979087,900.21,2.8,5.82,-0.22,0.06,-5.85,2.55,-2.38,0.84,6752122,7653024,16.757812,49.257812,57.59375,229.75
20121111,5.43143511,6.47237444,653.359619,140.028824,262.363678,1.47E-06,0,915.733215,1.30E-05,281.527985,915.723328,41.9644012,0,39.7583351,281.527985,0,0,-51.8179779,1.70E-05,2.53E-06,0.009873794,895.6,6.07,9.16,-0.08,1.96,0.04,1.03,0.25,-0.38,8663038,9812308,15.84375,47.445312,57.15625,233.02344
20121112,5.42294979,1.62181294,653.306885,92.2508087,262.332489,6.23E-07,0,915.64679,8.08E-06,282.853424,915.639343,26.2389832,0,9.08322906,282.853424,0,0,-55.3047256,1.06E-05,1.94E-06,0.00746457,895.02,8.49,12.82,4.67,0.37,4.46,1.04,0.26,-0.31,9289964,10512464,15.234375,45.21875,54.125,227.33594
20121113,5.42998934,-8.36937141,653.241394,62.3166084,262.258972,1.59E-06,0,915.517944,4.77E-06,281.429016,915.500427,18.037632,0,14.5459261,281.429016,0,0,-38.1080551,7.31E-06,9.57E-07,0.017593507,891.39,7.9,11.18,4.21,0.18,5.69,0.92,0.49,0.07,6207582,7019832,14.1171875,42.007812,50.890625,215.69531
20121114,5.50262642,7.48510218,653.178223,77.1975861,262.587311,3.32E-06,0,915.7948,6.61E-06,283.807068,915.765503,27.7239113,0,28.1815872,283.807068,0,0,-13.7980299,1.12E-05,1.32E-06,0.029283455,891.44,8.72,11.47,4,3.98,6.81,1.05,0.65,-0.53,5592530,6321648,12.796875,38.25,46.523438,201.63281
20121115,5.57120848,-18.121973,653.31012,16.6536121,265.674835,3.18E-06,0,919.000061,1.52E-05,279.851074,918.985168,47.2240105,0,-46.0811195,279.851074,0,0,-33.6447296,1.91E-05,7.89E-07,0.015084789,898.71,5.82,8.81,2.29,4.54,0.16,2.15,-1.89,0.94,2154220,2434024,13.21875,39.34375,46.640625,191.99219
20121116,5.46158266,-11.4122696,653.54303,127.390282,264.566772,3.22E-07,0,918.111023,1.14E-05,279.799164,918.109802,35.2394104,0,16.8039379,279.799164,0,0,-86.7620316,1.43E-05,2.57E-06,0.001206421,897.69,6.63,11.02,1.96,0.47,-1.73,0.98,0.11,-0.33,11667442,13172460,14.21875,43.273438,51.125,197.15625
20121117,5.46006441,0.714380145,653.649475,117.935188,264.022247,3.39E-07,0,917.67572,7.68E-06,281.441162,917.671753,24.001709,0,25.917099,281.441162,0,0,-67.2963409,9.73E-06,1.71E-06,0.003955625,892.71,6.44,11.67,0.76,0.02,2.81,1.49,0.48,0.01,11860346,13379332,14.4453125,42.148438,50.679688,205.04688
20121118,5.38998747,-4.47334814,653.699097,124.923714,262.838745,7.00E-08,0,916.53833,2.28E-05,281.828583,916.537842,66.0026932,0,-24.4058723,281.828583,0,0,-87.8056259,2.68E-05,3.91E-06,0.000470078,894.32,6.04,12.72,1.1,0,-1.69,2.08,-1.94,0.69,10915038,12303092,13.9140625,39.5625,47.640625,201.09375
20121119,5.42668629,0.641696334,653.633118,83.8236923,261.974945,2.02E-06,0,915.63623,9.00E-06,281.886932,915.608032,31.2727795,0,30.6453667,281.886932,0,0,-21.2541294,1.27E-05,1.66E-06,0.02815445,891.87,7.12,11.52,1.94,0.44,2.32,1.22,0.65,-0.92,8142382,9170272,12.765625,36.46875,44.054688,190.39062
20121120,5.44447565,-6.63589239,653.541992,38.3017807,262.349854,2.94E-06,0,915.928833,4.01E-06,281.156097,915.891968,18.4523888,0,12.6253462,281.156097,0,0,-13.8626852,7.48E-06,5.35E-07,0.036983416,890.38,7.05,9.44,4.95,1.03,4.94,0.8,0.39,-0.56,3814484,4292648,12.078125,34.671875,41.476562,179.69531
20121121,5.44067574,-5.84637213,653.481689,58.2125092,262.599121,4.37E-06,0,916.102234,7.97E-06,280.965027,916.080994,32.5175858,0,5.08055401,280.965027,0,0,-26.4618301,1.32E-05,8.42E-07,0.02141114,890.18,7.88,10.34,4.73,1.07,4.63,1.17,-0.29,-0.04,5783108,6503020,11.5859375,33.703125,40.242188,171.98438
20121122,5.37083101,-23.9039192,653.424194,49.049614,261.791718,1.57E-06,0,915.218445,2.19E-05,277.021027,915.215881,61.1932449,0,-46.7774391,277.021027,0,0,-58.5497246,2.48E-05,1.34E-06,0.00255492,898.42,2.98,5,0.71,1.21,-5.53,3.35,-3.15,1.1,3974848,4488956,11.3359375,32.875,39.398438,167.59375
20121123,5.38513088,-7.61240864,653.286743,126.031631,260.953705,5.25E-07,0,914.243896,1.05E-05,277.879395,914.240417,30.2183361,0,40.3147545,277.879395,0,0,-63.1049118,1.23E-05,1.24E-06,0.00342032,895.11,2.79,7.08,-0.35,0.35,-2.67,1.28,0.27,-0.63,10982796,12423012,10.8359375,32,38.5,165.5
20121124,5.54698706,-13.5056429,653.117065,27.9312935,262.15509,4.93E-06,0,915.293152,5.98E-06,276.797791,915.272217,27.3887424,0,7.78665066,276.797791,0,0,-6.26531792,1.11E-05,1.87E-07,0.020993851,890.17,1.96,3.91,-0.26,6.48,-0.13,2.09,-0.62,-0.02,2345940,2681060,10.25,30.695312,37.054688,163.71094
20121125,5.40724468,-18.7548485,653.11499,84.1720047,263.144501,1.04E-06,0,916.261169,2.09E-05,275.437805,916.259521,57.039341,0,-23.3045673,275.437805,0,0,-69.1995773,2.31E-05,1.18E-06,0.00172878,900.22,0.76,4.12,-1.74,0.17,-8.97,2.87,-2.68,0.98,5912454,7162724,10.625,33.289062,39.929688,165.30469
20121126,5.41242599,-12.454319,653.096985,124.26268,262.236877,1.02E-09,0,915.334045,1.02E-05,275.709625,915.333984,28.1055279,0,20.7397213,275.709625,0,0,-87.8697815,1.14E-05,1.17E-06,0.000173182,895.67,2.5,6.7,-1.32,0,-6.89,1.23,0.79,-0.62,10481270,12540656,10.21875,32.148438,39.742188,172.55469
20121127,5.40401936,-5.98793173,653.030701,86.7236862,261.940399,1.44E-09,0,914.971313,1.15E-05,276.699646,914.97113,30.0274525,0,-15.5650969,276.699646,0,0,-78.2476959,1.22E-05,7.18E-07,0.000173846,892.92,0.75,5.69,-3.34,0.18,-4.4,1.41,-0.81,0.43,7559948,8905924,9.78125,30.445312,37.421875,171.67188
20121128,5.39057159,-1.20037472,652.93103,114.668312,261.313202,2.28E-07,0,914.249207,1.09E-05,277.867371,914.244324,30.5840015,0,18.1266785,277.867371,0,0,-67.1511154,1.24E-05,1.28E-06,0.00498923,892,2.91,7.72,-2.01,0.25,-3.7,1.13,0.37,-0.71,9937058,11608472,9.4609375,29.445312,35.804688,165.21875
20121129,5.41380692,-13.026701,652.796448,61.236496,261.328247,1.45E-06,0,914.139954,3.90E-06,276.400299,914.124634,14.4360094,0,20.6759148,276.400299,0,0,-39.157032,5.85E-06,5.06E-07,0.01524888,891.95,3.22,6.57,0.34,0.17,-0.79,0.58,0.09,-0.37,6163856,7111184,9.234375,28.789062,34.851562,159.25781
20121130,5.52175617,-4.64224243,652.669983,42.9744987,262.491608,3.54E-06,0,915.208801,2.55E-06,276.50528,915.161499,15.4006243,0,22.6509609,276.50528,0,0,-9.55894279,6.24E-06,1.50E-07,0.047190614,892.34,1.9,4.63,-0.9,2.91,0.6,1.42,0.25,-0.66,4071388,4657068,9.1171875,28.4375,34.34375,155.3125
20121201,5.45826435,-0.987347126,652.57782,81.0399399,263.53775,1.70E-06,0,916.126099,5.74E-06,278.399384,916.11554,20.2814007,0,6.41627216,278.399384,0,0,-55.3282471,8.22E-06,7.78E-07,0.010559586,895.67,2.22,8.06,-2.14,0.18,-1.63,1.43,0.12,-0.76,8205820,9363160,9.6640625,30.1875,35.90625,153.89844
20121202,5.47845459,-14.20397,652.454529,34.2651291,263.913605,2.37E-06,0,916.379761,9.08E-06,276.720367,916.368164,28.8632889,0,-29.1134167,276.720367,0,0,-48.7315826,1.17E-05,2.50E-07,0.011639935,895.36,2.02,6.96,-3.84,2.68,-2.12,1.96,-0.84,0.17,4802630,5457380,9.4296875,29.429688,35.726562,154.78906
20121203,5.4451437,-1.97862065,652.328796,119.786415,263.274445,5.11E-07,0,915.621521,8.41E-06,277.161499,915.60321,24.384737,0,40.5207863,277.161499,0,0,-56.8476143,9.89E-06,9.70E-07,0.018259235,894.47,2.95,6.76,-3.27,0.37,-4.68,0.97,0.24,-0.56,10830916,12216344,9.125,28.484375,34.515625,153.89844
20121204,5.41567087,-7.77420473,652.166565,67.2820435,262.814636,1.47E-06,0,914.986145,1.47E-05,277.809845,914.981262,42.3620529,0,-39.9635468,277.809845,0,0,-72.6687546,1.72E-05,1.03E-06,0.004921177,896.8,2.6,8.71,-2.79,0.07,-3.59,1.89,-1.69,0.8,7405352,8392692,8.9296875,27.859375,33.742188,151.65625
20121205,5.40978336,5.28680038,651.947571,111.841591,261.919067,5.66E-07,0,913.87738,1.10E-05,279.110992,913.866821,31.6826897,0,18.397234,279.110992,0,0,-56.4607964,1.28E-05,1.25E-06,0.010746338,894.06,3.48,8.32,-0.92,0.78,-2.07,1.6,0.98,-0.61,10710956,12042704,8.8046875,27.539062,33.289062,149.1875
20121206,5.41909695,-7.06970358,651.68634,54.4839668,261.925598,1.92E-06,0,913.624023,7.96E-06,278.532471,913.611938,25.5894451,0,-13.090682,278.532471,0,0,-49.0631104,1.04E-05,4.96E-07,0.012085979,893.79,3.63,8.53,-1.97,0.32,-0.12,1.36,-0.87,0.46,7462614,8346164,8.71875,27.296875,32.984375,147.32812
20121207,5.39971876,-7.6198678,651.413513,113.722267,261.450989,6.00E-09,0,912.864868,8.68E-06,277.88446,912.864563,24.3777637,0,18.8231316,277.88446,0,0,-78.1419449,9.88E-06,1.20E-06,0.000391182,895.8,3.47,8.38,-2,0,-3,1.02,-0.46,0.07,9557956,10655040,9.140625,27.671875,33.109375,145.98438
20121208,5.39644766,-1.10029495,651.121399,99.1209869,261.13739,5.13E-07,0,912.264771,7.57E-06,278.703613,912.25885,22.353241,0,31.8296871,278.703613,0,0,-46.0337906,9.06E-06,9.77E-07,0.005985667,893.69,4.54,8.28,-1.59,0.03,0.47,1.18,0.23,-0.53,8350706,9287480,9.2890625,27.71875,33.304688,145.07031
20121209,5.40578508,-3.98987389,650.824219,53.9136696,261.128479,2.00E-06,0,911.976318,5.15E-06,278.252258,911.952637,18.6282749,0,21.1290894,278.252258,0,0,-18.1442432,7.55E-06,4.09E-07,0.023629665,892.8,3.89,6.45,2.36,0.46,0.78,0.85,0.26,-0.48,4424582,4912192,9.0390625,27.28125,32.898438,144.20312
20121210,5.40488195,-6.2478404,650.531189,81.9923325,261.063782,4.02E-07,0,911.601135,5.50E-06,278.08728,911.595032,16.6223907,0,14.7972679,278.08728,0,0,-56.8208122,6.74E-06,8.34E-07,0.006176938,893.95,4.51,9.24,-0.02,0.03,0.07,1,-0.11,-0.27,7922744,8784192,8.765625,26.867188,32.429688,142.98438
20121211,5.45054007,-5.17902565,650.259949,31.8581429,261.698486,3.81E-06,0,911.980652,3.66E-06,277.704437,911.958435,18.8572483,0,12.6914434,277.704437,0,0,-5.48957777,7.65E-06,1.75E-07,0.022224758,893.78,3.58,6.16,0.65,0.72,1.38,1.53,1.03,-1.08,4163860,4611436,8.578125,26.585938,32.140625,141.72656
20121212,5.53626728,-9.57390118,650.055054,30.0695381,262.983887,3.02E-06,0,913.072083,2.46E-06,276.723633,913.039001,13.7991629,0,28.0281563,276.723633,0,0,2.18196392,5.59E-06,1.15E-07,0.033120394,888.48,2.28,4.25,0.94,4.75,1.13,1.79,1.03,-1.45,2993740,3321476,8.46875,26.3125,31.851562,141.3125
20121213,5.51015043,-11.1866589,650.03186,28.2053394,264.51535,2.76E-06,0,914.589905,1.91E-06,275.847961,914.54718,11.7037001,0,17.6441879,275.847961,0,0,-10.0460281,4.75E-06,7.24E-08,0.042706363,888.38,2.03,3.76,-0.06,1.34,0.46,1.11,0.22,-0.75,2861828,3315976,8.484375,26.257812,31.65625,142.17969
20121214,5.48822737,-1.65167713,650.102905,89.573967,264.483826,1.15E-06,0,914.599548,4.01E-06,277.619507,914.586853,14.3972197,0,22.5432873,277.619507,0,0,-54.2799683,5.84E-06,6.80E-07,0.012832172,890.96,3.3,8.78,-0.72,0.12,0.31,0.96,0.23,-0.68,9300358,10597620,8.4140625,26.046875,31.46875,143.69531
20121215,5.50878048,-7.56842947,650.177551,37.8672066,264.747498,2.14E-06,0,914.943237,2.67E-06,277.175751,914.924927,12.2539968,0,-3.09631062,277.175751,0,0,-36.2859917,4.97E-06,1.59E-07,0.018212343,891.46,2.27,6.26,-2.01,1.17,0.47,1.2,-0.11,-0.11,3873272,4356852,8.3046875,25.796875,31.179688,143.25781
20121216,5.48022366,-2.63142276,650.267395,75.6428986,264.593506,2.04E-06,0,914.872498,6.39E-06,277.668884,914.860779,21.8803959,0,15.9519682,277.668884,0,0,-40.4377899,8.87E-06,4.37E-07,0.011624648,894.25,3.65,8.24,-1.78,0.37,0.65,1.5,-0.55,-0.12,7480744,8356364,8.234375,25.570312,30.914062,141.32031
20121217,5.46002626,-14.9870014,650.309448,53.6714935,264.016388,1.58E-06,0,914.334229,9.44E-06,275.334473,914.325684,28.2097588,0,0.625627637,275.334473,0,0,-39.8297272,1.14E-05,4.14E-07,0.008416879,900.4,1.73,6.04,-1.52,0.14,-5.42,1.8,-1.7,0.42,7517456,8371020,8.1953125,25.398438,30.6875,139.25781
20121218,5.49093723,-3.86795568,650.286438,81.2672577,263.815002,2.53E-06,0,914.119385,5.95E-06,276.103668,914.10144,21.8267078,0,44.0612259,276.103668,0,0,-19.2411098,8.85E-06,3.70E-07,0.017968349,896.07,2.35,5.24,-0.07,2.18,-1.8,1.64,1.3,-0.83,8072588,8984888,8.1171875,25.1875,30.453125,137.55469
20121219,5.57908201,-9.72300434,650.331726,17.5126991,265.297852,2.82E-06,0,915.661621,2.51E-06,275.248444,915.629639,13.2884016,0,12.3099213,275.248444,0,0,-1.63878548,5.39E-06,5.29E-08,0.032065831,889.21,1.13,2.92,-0.07,4.92,-0.01,1.26,0.82,-0.94,2956908,3634896,8.0390625,24.96875,30.203125,136.5
20121220,5.54925203,-11.2439966,650.593262,36.78685,266.369202,2.09E-06,8.14E-09,916.973877,7.98E-06,274.927399,916.962524,25.2399845,0,-10.2040272,274.927399,0,1.22E-06,-32.9996986,1.02E-05,1.65E-07,0.011434042,894.36,-1.04,2.84,-5.22,1.84,-3.71,1.37,-1.09,0.32,3217764,4578768,8.1328125,25.804688,31.328125,137.21094
20121221,5.46730947,-21.0445442,650.850403,91.8687363,265.280792,9.52E-09,0,916.13147,1.48E-05,272.74292,916.131226,37.3706207,0,6.98502398,272.74292,0,0,-68.5650864,1.52E-05,3.37E-07,0.000312128,899.8,-1.01,3.73,-5.29,0.02,-9.28,2.38,-2.21,0.85,6984646,9674656,7.9609375,25.34375,31.296875,139.53125
20121222,5.44501352,-36.4851112,650.929932,107.822151,264.155609,4.53E-09,3.53E-08,915.085754,1.38E-05,270.305023,915.085571,34.4670868,0,21.7894344,270.305023,0,5.29E-06,-88.0569839,1.40E-05,1.31E-07,0.000263935,905.46,-2.46,2.08,-5.98,0,-14.59,2.36,-2.29,0.42,8065346,10927564,7.8515625,24.703125,30.304688,139.0625
20121223,5.44838095,3.7598896,650.884338,113.492599,263.414398,9.68E-07,1.08E-06,914.308777,9.03E-06,273.482819,914.298523,25.1286221,0,31.2397118,273.482819,0,0.000161915,-53.3481712,1.02E-05,1.89E-07,0.009902225,897.16,-1.25,2.31,-5.24,0.08,-8.54,1.73,1.45,-0.66,8882482,11799876,7.7734375,24.265625,29.546875,135.84375
20121224,5.45400476,2.15775299,650.787292,51.3181229,263.345459,1.31E-06,2.24E-07,914.142456,5.28E-06,273.786438,914.13269,16.5933113,8.73E-11,-17.7465248,273.786438,0,3.37E-05,-50.315712,6.73E-06,1.33E-07,0.009649228,893.23,-0.65,3.72,-4.5,0.06,-4.46,1.39,-0.52,0.26,6663790,8637136,7.6953125,24.007812,29.148438,132.63281
20121225,5.45483541,-7.18118238,650.675415,66.1049728,263.133423,1.52E-06,1.36E-05,913.843689,5.29E-06,273.509491,913.808899,17.2960739,5.23E-08,25.2013168,273.509491,0,0.002045261,-30.7677422,7.01E-06,2.04E-07,0.032798708,897.89,-0.13,3.18,-4.49,0.68,-5.68,0.94,-0.24,0,6447668,8099620,7.6171875,23.765625,28.851562,130.45312
20121226,5.45765591,-12.4660692,650.566284,64.7492828,263.25235,2.45E-06,1.55E-05,913.836914,5.24E-06,272.629547,913.818665,19.2386112,9.28E-09,26.62957,272.629547,0,0.002323582,-31.319519,7.80E-06,1.11E-07,0.015978709,895.17,-1.78,1.28,-4.37,0.38,-5,1.42,0.9,-1.08,5507736,7049976,7.546875,23.53125,28.570312,128.96094
20121227,5.47887135,-1.68631327,650.470459,48.4340897,263.415039,2.04E-06,2.21E-05,913.919373,3.34E-06,273.529816,913.885437,13.3897247,3.34E-08,24.49823,273.529816,0,0.003314732,-12.190011,5.43E-06,5.04E-08,0.030565023,891.37,-0.29,1.81,-2.2,0.89,-3.06,1.24,0.84,-0.75,4497024,5757052,7.46875,23.304688,28.296875,127.6875
20121228,5.42689943,-27.1956863,650.417114,51.2234573,263.366699,3.39E-06,1.21E-05,913.794006,1.96E-05,271.759338,913.783936,57.0939865,3.32E-08,-19.3916302,271.759338,0,0.001822138,-40.7118378,2.31E-05,1.79E-07,0.008341883,897.76,-2.11,1.69,-6.19,0.37,-13.05,3.9,-3.73,1.01,2683688,3546400,7.3984375,23.078125,28.023438,126.375
20121229,5.37908888,-61.5012283,650.288879,95.3858566,261.877563,1.69E-07,5.02E-07,912.167053,1.88E-05,269.164001,912.166382,46.8763885,6.14E-08,20.4242916,269.164001,0,7.52E-05,-89.5845032,1.90E-05,1.57E-13,0.000553768,906.72,-4.8,-2.13,-6.42,0.04,-23.67,2.95,-2.78,0.86,5948552,7650396,7.328125,22.851562,27.75,125.125
20121230,5.3960495,-38.3792381,650.048096,116.776283,261.16925,3.29E-10,0,911.217468,7.65E-06,270.394592,911.217468,19.3736172,0,41.0541115,270.394592,0,0,-94.730835,7.85E-06,2.07E-07,0.000110643,899.7,-1.06,2.79,-5.35,0,-14.66,0.65,-0.1,-0.08,9991660,12629096,7.25,22.625,27.476562,123.97656
20121231,5.40380096,-12.7577772,649.777771,117.567558,261.133972,1.33E-10,0,910.911865,5.13E-06,271.083008,910.911743,13.2312107,0,27.3696003,271.083008,0,0,-89.7241669,5.36E-06,2.30E-07,9.69E-05,894.05,-0.17,3.57,-3.05,0,-7.73,0.49,0.13,0.05,10001830,12352148,7.1796875,22.398438,27.210938,122.828125
