time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,JinRO,WuRO,runoff
20110424,7.08698368,2.52827835,881.11853,187.756638,350.391235,-2.05E-08,0,1231.51025,2.75E-05,293.872742,1231.50977,105.961678,0,6.86197138,293.872742,0,0,-72.4036026,4.30E-05,1.55E-05,0.00047781,974.17,20.81,26.88,13.91,0,13.17,1.69,1.36,-0.11,20664120,23912996,5.8125,17.96875,22.1875,135.09375,186.90625,715.71875,722.1875,829.15625,899.3125,1795.5
20110425,7.03030777,6.52906466,879.950134,226.904266,347.593872,2.63E-08,0,1227.54456,2.76E-05,294.557129,1227.54407,115.730797,0,19.5423603,294.557129,0,0,-85.1007843,4.69E-05,1.93E-05,0.000529801,968.66,21.28,28.25,14.16,0,12.76,1.76,1.16,-0.93,22861120,26467352,5.78125,17.71875,21.78125,129.96875,179.46875,696.09375,704.125,806.71875,881.03125,1756.125
20110426,6.96758747,11.4078932,878.400269,228.260269,344.82193,-7.34E-09,0,1223.22241,2.89E-05,295.909149,1223.22217,126.423996,0,6.50942326,295.909149,0,0,-83.9155426,5.13E-05,2.24E-05,0.00023476,967.66,23.7,30.21,17.6,0,14.3,1.24,0.38,-0.67,23113578,26770628,5.71875,17.46875,21.4375,125.71875,173.34375,670.96875,681.15625,783.875,858.46875,1710.3438
20110427,6.90678883,20.7163048,876.492981,226.535416,342.057526,8.21E-09,0,1218.55078,2.99E-05,298.720123,1218.55042,135.077988,0,-6.12874031,298.720123,0,0,-76.8642578,5.48E-05,2.48E-05,0.00030568,966.91,24.88,31.7,18.9,0,15.96,1.34,0.01,-1.06,22427292,25986708,5.75,17.375,21.21875,121.8125,168.3125,645.03125,655.65625,759.25,834.5625,1659.4688
20110428,6.82297993,18.399292,874.304932,208.346848,339.43692,1.31E-09,0,1213.74194,3.86E-05,299.516357,1213.7417,158.042496,0,-36.2976341,299.516357,0,0,-68.201889,6.41E-05,2.55E-05,0.00013443,963.04,26.58,32.84,20.83,0,16.93,2.41,1.8,-1.38,20564248,23838184,5.71875,17.21875,21.03125,118.90625,163.90625,624.59375,633.125,733.15625,810.78125,1605.9688
20110429,6.783535,12.1980257,871.829712,198.14299,336.583679,3.88E-07,0,1208.41479,3.21E-05,299.21344,1208.41333,142.015411,0,-13.4623098,299.21344,0,0,-57.3894348,5.76E-05,2.51E-05,0.001413458,959.79,26.77,32.96,19.98,0,17.65,3.13,1.55,-2.28,19551012,22673656,5.65625,17.03125,20.78125,118.8125,160.375,616.09375,620.34375,709.75,787.0625,1555
20110430,6.75238085,18.5300713,869.173401,202.827454,334.366272,2.83E-07,0,1203.54395,3.23E-05,301.22699,1203.53979,146.576111,0,-13.6748333,301.22699,0,0,-51.395031,5.94E-05,2.69E-05,0.004272549,963.85,27.65,33.26,22.81,0.02,18.63,1.87,0.13,-1.76,20678428,23991148,7.40625,19,21.84375,121.8125,158.4375,618.78125,619.28125,695.375,764.53125,1512.6562
20110501,7.73925877,-8.17005062,866.772339,148.250748,341.781616,2.47E-06,0,1208.57959,2.50E-05,296.900391,1208.55359,102.432922,0,24.9549026,296.900391,0,0,-29.0592976,4.15E-05,1.40E-05,0.025662953,966.66,22.81,32.42,13.73,23.75,16.75,3.68,-1.77,-0.37,16643220,19317166,8.875,21.5625,24.59375,124.96875,164.25,642.78125,650.75,734.0625,772.375,1512.2812
20110502,7.37761927,-26.8926754,867.065613,57.0099068,355.754395,2.02E-06,0,1222.83521,1.13E-05,288.224915,1222.81995,38.1036758,0,18.2632484,288.224915,0,0,-27.5294724,1.54E-05,2.11E-06,0.015170916,974.75,14.88,17.49,13.02,4.28,10.83,1.92,-1.22,-0.23,6092636,7076654,9.5625,22.78125,26.40625,126.375,182.5625,678.0625,684,871.625,885.90625,1716.625
20110503,7.13347769,3.90516782,868.137756,206.520416,352.326111,1.23E-07,0,1220.46631,2.51E-05,292.978485,1220.46387,99.7507629,0,48.2797508,292.978485,0,0,-54.5805626,4.04E-05,1.52E-05,0.002435463,974.06,19.08,23.3,15.14,0,11.86,1.39,0,-1.09,19302226,22425232,9.09375,22.3125,26.59375,125.125,198.15625,724.75,722.59375,996.375,982.59375,1980.6875
20110504,7.05742121,5.58559752,868.186462,217.182922,348.815125,7.84E-08,0,1217.00244,2.70E-05,294.334991,1217.00159,113.515617,0,22.1912594,294.334991,0,0,-75.8874512,4.60E-05,1.89E-05,0.000829754,968.89,20.33,25.86,14.21,0,13.04,1.74,0.53,-1.29,22664352,26339080,8.125,20.625,24.96875,121.84375,196.75,749.96875,753.625,1079.9688,1057.7188,2083.8438
20110505,6.99117851,17.3354721,867.716064,226.142258,345.471802,-1.71E-08,0,1213.18823,2.63E-05,297.234741,1213.18799,119.626007,0,21.0954266,297.234741,0,0,-68.075676,4.85E-05,2.22E-05,0.000340403,963.25,24.02,29.91,18.18,0,16.56,2.06,0.23,-1.85,23193832,26966132,7.375,19.25,23.34375,117.65625,189.15625,739.96875,753.375,1091.375,1148.25,2138.25
20110506,6.92929888,19.4145908,866.820068,204.256683,342.501404,6.31E-08,0,1209.32288,2.69E-05,299.454346,1209.32129,124.160027,0,8.42921066,299.454346,0,0,-52.2483864,5.03E-05,2.34E-05,0.001409009,961.17,26.51,31.82,21.83,0,19.28,2.04,0.4,-1.66,19423602,22590016,6.78125,18.28125,22.1875,114.25,180.03125,708.9375,727.1875,1051.1875,1190.9375,2166.8438
20110507,6.81924725,22.1110916,865.518982,224.305038,339.070648,-7.41E-09,0,1204.59021,3.75E-05,301.502838,1204.58948,167.80954,0,-17.9028912,301.502838,0,0,-52.2810173,6.80E-05,3.05E-05,0.000562909,957.97,29.41,34.35,24.98,0,19.82,3.06,1.8,-2.29,22136508,25758140,6.3125,17.59375,21.34375,112.03125,171.3125,675.40625,692.875,989.40625,1170.2812,2160.9375
20110508,6.68329287,18.617384,863.710083,222.089554,334.527985,1.54E-07,0,1198.23926,4.68E-05,302.380432,1198.23804,209.204132,0,-53.2951241,302.380432,0,0,-47.5608902,8.48E-05,3.79E-05,0.001193546,956.26,30.65,35.89,26.88,0.11,20.34,3.81,2.38,-2.79,21760296,25331080,6.03125,17.53125,21.15625,111.21875,166.96875,660.25,671,928.3125,1113.0312,2134.0938
20110509,6.72032356,5.70309067,861.346497,209.603546,330.602478,9.21E-07,0,1191.96533,3.83E-05,301.460602,1191.94885,184.785645,0,-14.0061026,301.460602,0,0,-33.1387291,7.49E-05,3.57E-05,0.016381264,955.02,28.94,36.82,21.21,1.76,20.16,3.62,0,-0.3,19394624,22586212,18.03125,36.8125,36.875,127.15625,192.1875,725.5625,709.0625,916.0625,1050.2188,2085.2812
20110510,6.95241785,-14.3752432,859.052917,50.3778915,334.299408,1.89E-06,0,1193.39502,7.53E-06,294.132965,1193.35193,31.4000549,0,11.502739,294.132965,0,0,-21.8491001,1.27E-05,3.31E-06,0.042650838,964.48,21.84,24.96,20.25,9.91,17.78,1.67,0.1,1.12,4879148,5685500,32.09375,79.59375,85.34375,212.59375,279.28125,906.90625,851.375,1103.375,1031.6562,2062.75
20110511,6.8501482,8.73249531,857.311157,141.2444,335.064972,2.51E-06,0,1192.40393,1.63E-05,297.589539,1192.37634,81.2581253,0,15.040144,297.589539,0,0,-36.2117767,3.29E-05,1.41E-05,0.027858468,968.27,24.01,28.22,20.09,0.58,18.97,1.68,-1.24,-0.94,13397378,15619390,31.46875,83.625,99.1875,335.78125,363.09375,1193.4062,1114.875,1365.8438,1139.5,2210.3125
20110512,6.90796328,-1.31466949,855.755127,125.103615,335.959229,2.68E-06,0,1191.74133,1.35E-05,296.1185,1191.71423,63.955986,0,34.2618904,296.1185,0,0,-28.204958,2.59E-05,9.75E-06,0.026974769,973.7,22.94,25.92,19.7,1.26,16.66,2.01,0.85,-0.91,10335732,12055676,27.25,73.375,87.84375,360.59375,442.28125,1366.375,1331.1875,1598.0312,1345.1875,2552.0312
20110513,7.03950405,-6.34717321,854.448181,63.5923729,337.487244,3.41E-06,0,1191.96643,1.10E-05,294.227234,1191.93542,47.4124718,0,3.25106621,294.227234,0,0,-19.2824974,1.92E-05,4.81E-06,0.030990562,973.27,21.25,24.17,17,7.78,15.6,2.43,-1.25,-1.95,4951954,5775000,23.6875,64.25,77.03125,338.28125,508.25,1439.3438,1425.4375,1750.1875,1571.0625,2964.9375
20110514,7.14016438,-13.4345398,853.618042,36.2207069,341.451935,2.45E-06,0,1195.11401,5.88E-06,290.959351,1195.06995,24.5501556,0,8.31766987,290.959351,0,0,-16.7895889,9.95E-06,1.63E-06,0.044083759,977.03,17.65,18.82,16.14,4.91,13.93,1.28,-0.03,-1.01,2634550,3075244,27.4375,76.15625,86.875,330.125,538.21875,1491.75,1483.0625,1817.5,1759.3125,3349.625
20110515,7.09495115,-0.907880127,853.309692,72.3733597,344.58609,1.99E-06,0,1197.91187,9.49E-06,292.439178,1197.89563,38.4579391,0,7.10535002,292.439178,0,0,-27.712059,1.56E-05,4.12E-06,0.016098516,979.36,17.95,20.67,15.81,0.6,14.44,1.34,1.09,-0.02,6645376,7760180,26.34375,74.5,88.78125,363.4375,543.78125,1541.9688,1535.6875,1877.75,1871.5938,3615.4062
20110516,6.94762468,7.81907845,853.069031,220.820328,342.152252,-3.30E-07,0,1195.22754,1.95E-05,295.835968,1195.22119,100.760811,0,30.7632751,295.835968,0,0,-81.4743423,4.09E-05,2.17E-05,0.006295069,976.19,21.95,28.43,14.5,0,15.64,1.41,0.8,-0.67,22411300,26178648,23.4375,66.0625,79.21875,366.1875,538.4375,1548,1556.625,1921.1562,1938.3438,3742.9375
20110517,6.85462809,7.80099201,852.47644,240.779144,338.788422,3.91E-07,0,1191.26636,2.59E-05,296.453583,1191.26489,135.898727,0,3.77928424,296.453583,0,0,-93.2982483,5.51E-05,2.88E-05,0.001451258,967.96,24.16,32.66,15.37,0,14.66,1.84,0.96,-1.44,24042048,28096324,20.71875,58.28125,69.96875,339.8125,529.21875,1504.6562,1523.9375,1900.6562,1981.1875,3787.5312
20110518,6.75865173,15.7563419,851.421326,244.165939,334.901642,-9.95E-09,0,1186.32324,2.93E-05,298.694702,1186.323,156.882858,0,-18.8794174,298.694702,0,0,-90.3997345,6.36E-05,3.44E-05,0.000319165,963.7,27.2,36.01,18.86,0,14.78,2.19,0.48,-1.83,24694052,28871532,18.3125,51.4375,61.78125,304.9375,499.96875,1429.4688,1455.9062,1824.4688,1972.9688,3753.75
20110519,6.62427902,21.971962,849.888245,240.552094,330.759094,1.24E-08,0,1180.64771,4.11E-05,300.982361,1180.64734,198.412048,0,-55.8520012,300.982361,0,0,-76.0169449,8.04E-05,3.93E-05,0.000348114,961.79,30.46,37.08,24.65,0,15.14,3.18,2.25,-2,23951334,28015972,16.375,45.65625,54.71875,273.09375,457.40625,1333.4688,1366.1875,1721.0938,1906.6875,3621.6562
20110520,7.15096092,7.66831541,847.928406,172.683075,330.174713,1.15E-06,0,1178.12415,2.78E-05,300.019592,1178.10303,140.06694,0,-9.51889992,300.019592,0,0,-34.4756317,5.68E-05,2.78E-05,0.021058982,960.82,28.76,34.42,22.04,19.93,18.46,3.22,0.96,-2.21,16815682,19678090,28.5,68.3125,71.96875,287.3125,425.5,1236.2812,1268.9688,1609.8125,1813.5,3430.8438
20110521,7.89889288,-29.9908199,847.824219,20.9267464,351.488953,2.46E-06,0,1199.40173,2.66E-06,290.654999,1199.31335,13.8729324,0,28.5149708,290.654999,0,0,-8.54672432,5.62E-06,5.02E-07,0.088537537,968.3,16.86,21.94,13.19,50.77,15.44,2.24,0.01,1.39,2217562,2596256,41.9375,113.09375,123.65625,443,471.34375,1211.375,1218.7812,1540.4688,1780.9062,3367.4062
20110522,7.31146002,-20.1630592,851.040894,46.0976486,355.384247,2.72E-06,0,1206.47913,4.92E-06,288.221924,1206.42468,21.8455906,0,14.7646914,288.221924,0,0,-29.644474,8.86E-06,1.21E-06,0.053945325,975.59,14.72,16.28,12.65,0.14,11.31,1.42,-0.75,-0.05,4855458,5690144,48.09375,135.78125,156.1875,656.9375,658.9375,1386.1875,1331.9062,1594.375,1808.8125,3474.1875
20110523,7.15585852,5.08482695,853.564941,149.41304,351.572815,1.29E-06,0,1205.14746,1.79E-05,292.510742,1205.1377,76.9650345,0,29.3340569,292.510742,0,0,-38.0276985,3.12E-05,1.20E-05,0.009694044,974.1,18.72,22.18,15.23,0,12.73,1.24,-0.74,-0.88,16388766,19206672,44.40625,126.15625,148.5625,738.3125,883.21875,1739.2812,1654.0312,1835.6875,1867,3677.75
20110524,7.13483286,-1.27103424,854.730713,78.5606308,349.336212,1.47E-06,0,1204.08301,9.34E-06,291.986786,1204.06689,39.9881058,0,1.35242522,291.986786,0,0,-38.4871902,1.62E-05,5.39E-06,0.016119581,974.78,17.78,20.49,15.07,0.02,13.78,1.12,0.89,0.09,5797030,6798440,40.375,115.3125,135.5,696.28125,964.625,1967.1875,1932.1562,2170.0312,2039.125,4005.2188
20110525,7.03244257,5.39771938,855.148621,204.975891,346.22525,3.33E-07,0,1201.37805,1.95E-05,294.409882,1201.37366,102.759079,0,33.7908058,294.409882,0,0,-63.0242691,4.17E-05,2.19E-05,0.004213226,973.34,21,25.31,17.08,0.01,15.2,1.25,0.25,-0.88,18515186,21717860,36.15625,102.71875,121.09375,636.75,915.53125,1978.625,1992.1562,2359.0312,2314.4062,4354.6562
20110526,6.96461344,11.6792316,854.960022,221.903976,342.914703,2.17E-08,0,1197.87659,1.93E-05,296.354309,1197.87488,113.148941,0,24.5690136,296.354309,0,0,-72.5029449,4.59E-05,2.66E-05,0.001889861,971.41,23.17,28.31,17.05,0,16.58,0.99,0.26,-0.8,23398094,27458092,33.40625,94.5,110.59375,578.84375,833.09375,1875.9688,1909.5,2339.9062,2496.2812,4554.7188
20110527,6.86392879,20.6292782,854.353577,239.185501,339.249451,5.93E-08,0,1193.604,2.66E-05,299.18103,1193.60315,147.982101,0,1.31663024,299.18103,0,0,-69.2525024,6.00E-05,3.33E-05,0.000975362,967.55,25.57,31.17,20.17,0,18,2,-0.17,-1.8,23756526,27891060,31.28125,86.59375,101.03125,536,758.59375,1746.8438,1783.3438,2208.7188,2491.5625,4523.6562
20110528,6.72379017,15.6724348,853.227051,227.123489,334.683411,2.62E-08,0,1187.91125,3.74E-05,300.029541,1187.91052,191.499298,0,-38.3976631,300.029541,0,0,-58.3503494,7.76E-05,4.02E-05,0.000771608,965.97,28.18,32.98,23.37,0,16.34,3.39,1.44,-2.91,22009684,25851670,28.625,78.84375,92.1875,500.375,702.34375,1635.375,1666.7188,2053.4688,2366.0625,4309.0938
20110529,6.72108316,3.02730012,851.576782,177.948944,331.406036,7.70E-07,0,1182.99597,2.24E-05,298.430573,1182.98279,126.864723,0,8.87742615,298.430573,0,0,-39.1855507,5.14E-05,2.82E-05,0.01320624,969.8,24.68,29.53,19.97,1.93,18.09,2.18,-1.19,0.1,10955574,12872948,30.75,79.8125,91.0625,470.15625,663.8125,1556.0312,1580.25,1927.8438,2209.0312,4026.4375
20110530,7.25309134,-12.7871876,849.964661,95.8432083,335.556702,3.68E-06,0,1185.5863,9.02E-06,293.789795,1185.52136,47.2517815,0,41.8255043,293.789795,0,0,-19.5639648,1.92E-05,6.45E-06,0.064949401,972.19,19.77,22.82,16.38,12.57,17.33,2.25,-1.3,1.69,5739492,6746948,29.4375,76.28125,88.59375,452.09375,637.71875,1520.3125,1534.7812,1864.7188,2082.625,3778.75
20110531,6.96399117,-4.50786495,849.213501,113.167839,340.0672,2.76E-06,0,1189.30347,1.19E-05,293.294739,1189.28064,62.2336388,0,10.2662439,293.294739,0,0,-45.1681328,2.52E-05,1.06E-05,0.022763284,972.92,19.97,24.3,16.71,0,14.65,1.4,0.99,-0.47,15521642,18260820,26.84375,69.8125,81.4375,429.59375,614.375,1514.875,1521.875,1849.1562,2016.0312,3645.7188
20110601,6.87620497,12.1881914,848.484253,207.147247,337.671112,5.28E-07,0,1186.16125,1.86E-05,296.857697,1186.15552,111.164963,0,32.4150543,296.857697,0,0,-51.3771935,4.51E-05,2.60E-05,0.005840292,969.93,23.27,27.21,19.65,0,17.46,1.45,-0.4,-1.24,19375040,22801700,24,62.46875,73.21875,399.5,583.375,1533.7188,1536.875,1844.75,1986.8125,3615.5
20110602,6.85499907,-5.19180584,847.362793,127.792549,336.393463,9.22E-07,0,1183.76147,1.70E-05,294.203827,1183.75635,84.1020813,0,0.181022167,294.203827,0,0,-48.7016945,3.41E-05,1.62E-05,0.005244805,969.78,21.51,26.02,16.12,0,15.44,1.69,0.74,-1.44,14355370,16903776,21.375,55.46875,65.125,361.875,543.21875,1516.2812,1531.5625,1839.1562,1974.5625,3627.9062
20110603,6.82770538,3.78011417,846.11908,124.708702,334.901917,6.39E-07,0,1181.03455,1.55E-05,295.01062,1181.021,78.4391632,0,11.0901442,295.01062,0,0,-31.3966579,3.18E-05,1.56E-05,0.013534469,965.49,21.13,23.77,18.91,0.01,15.94,1.49,-0.64,-1.01,7764450,9144572,19.0625,49.3125,58.0625,324.09375,497.28125,1448.4688,1475.3125,1795.375,1961.5312,3658.9688
20110604,6.86557293,9.82801723,844.747375,154.218765,333.547394,8.76E-07,0,1178.31079,1.52E-05,297.052795,1178.29443,91.0812607,0,19.0026646,297.052795,0,0,-34.3067322,3.69E-05,2.09E-05,0.016060393,965.42,23.81,27.52,20.48,0.21,17.82,0.84,-0.27,-0.42,19749616,23274996,17,44.03125,52.0625,290.15625,450.6875,1350.4375,1384.3125,1707.0625,1915.7812,3659.7188
20110605,7.16818857,4.56263828,843.600464,95.7214813,337.976196,2.69E-06,0,1181.62988,8.56E-06,296.220276,1181.5769,48.1485214,0,16.8627605,296.220276,0,0,-26.1479359,1.95E-05,8.28E-06,0.05320026,968.08,22.77,24.62,20.54,7.05,19.2,0.92,-0.71,-0.15,8209466,9678984,15.125,39.34375,46.8125,262.1875,407.65625,1246.5,1281.5312,1594.125,1831.2812,3569.7188
20110606,6.95588827,8.69281387,842.962036,151.762665,339.200226,3.24E-06,0,1182.17822,1.38E-05,297.735443,1182.16248,90.8522797,0,8.78610516,297.735443,0,0,-43.4269295,3.68E-05,1.98E-05,0.015991064,967.41,23.95,28.36,19.96,1.38,19.26,1.07,0.37,-0.39,15682834,18499364,13.5,35.625,42.5,237.15625,369.5625,1152.1875,1184.8438,1478.3125,1724.4688,3396.7812
20110607,6.82849073,12.2808628,842.225952,211.913544,336.065948,1.55E-07,0,1178.2948,1.81E-05,299.371002,1178.29163,123.136703,0,12.2169695,299.371002,0,0,-64.2754364,4.99E-05,3.17E-05,0.002918415,964.95,26.47,32.16,19.62,0,20.22,1.7,0.97,-1.23,22937374,27067356,12.0625,32.46875,38.9375,214.84375,335.71875,1073.375,1102.0625,1370.875,1611.4062,3189.1875
20110608,6.84110641,18.9109898,841.051575,238.146744,332.217804,4.69E-07,0,1173.27478,2.83E-05,301.437378,1173.26917,172.23201,0,-9.2296772,301.437378,0,0,-56.2330322,6.98E-05,4.10E-05,0.005403257,960.19,29.1,33.96,25.1,0,20.33,2.42,-0.19,-2.32,23789682,28085940,10.8125,29.59375,35.65625,195.5,305.5,1000.90625,1028.4688,1275.7812,1501.0625,2979.375
20110609,7.14649057,-3.84776044,840.001526,147.181595,337.427856,2.94E-06,0,1177.44568,2.13E-05,297.731934,1177.42957,105.014229,0,13.0829849,297.731934,0,0,-32.9382248,4.26E-05,1.83E-05,0.016285937,962.45,24.67,29.24,20.15,7.05,20.46,2.18,-1.62,0.04,11705222,13824452,9.96875,28.125,33.875,180.53125,280.875,931.8125,957.6875,1189.7188,1402.25,2792.3438
20110610,6.83355951,6.30623722,839.328125,191.612534,335.273956,7.82E-07,0,1174.61096,2.08E-05,298.653625,1174.60205,126.789368,0,15.7909536,298.653625,0,0,-42.7265892,5.14E-05,2.99E-05,0.008907099,965.14,24.62,28.18,21.18,0.18,18.27,1.95,0.89,0.75,11482406,13565640,9.1875,26.5625,32.34375,178.65625,261.78125,884.8125,901.6875,1110.5625,1317.4688,2637.1875
20110611,6.81578922,0.207499281,838.336975,123.536415,333.837097,5.34E-07,0,1172.1864,1.17E-05,297.176056,1172.17407,71.9089279,0,8.86277294,297.176056,0,0,-42.5541916,2.92E-05,1.69E-05,0.012352562,967.19,24.05,27.65,20.53,0.01,19.01,1.36,1.15,-0.61,10109100,11954312,8.5,24.75,30.25,184.03125,245.84375,876.96875,880.375,1046.5312,1239.9688,2503.5938
20110612,6.8351512,10.7581825,837.182068,180.709244,331.651947,9.15E-07,0,1168.84753,1.78E-05,299.258453,1168.83411,117.337105,0,8.85996819,299.258453,0,0,-43.7532654,4.76E-05,2.89E-05,0.01348689,965.28,26.07,30.23,22,0.18,19.89,1.71,-0.12,-1.59,18198372,21525296,8.125,23.625,28.75,180.75,237.59375,887.03125,886.03125,1011.125,1167.5312,2378.8125
20110613,7.55377436,-0.245207548,836.33905,95.8296204,340.659698,3.07E-06,0,1177.11169,9.04E-06,297.362152,1176.9989,49.3940163,0,23.9641685,297.362152,0,0,-22.7203732,2.00E-05,7.92E-06,0.112978049,962.75,24.37,26.61,21.37,12.79,21.62,1.66,-0.77,-0.88,8084896,9570828,7.75,22.71875,27.71875,170.96875,234.25,882.46875,887.3125,1000.40625,1113.2812,2276.125
20110614,7.00140953,2.90521574,836.94574,185.116669,343.164276,3.14E-06,0,1180.13464,1.75E-05,297.718689,1180.10999,114.685867,0,21.2610836,297.718689,0,0,-46.2599068,4.65E-05,2.59E-05,0.024585353,963.51,24.92,29.41,19.72,0.05,19.69,1.34,-0.39,-0.54,19015412,22513748,9.59375,29.8125,34.375,162.21875,230.53125,856.09375,868.1875,992.46875,1082.5625,2200.25
20110615,6.87886858,10.9982243,836.946838,204.490067,338.869171,5.45E-07,0,1175.8186,2.04E-05,299.417145,1175.81592,134.460892,0,5.87965584,299.417145,0,0,-53.147995,5.45E-05,3.36E-05,0.002607073,962.08,26.59,31.61,22.38,0,20.12,1.77,0.2,-1.61,21472408,25433580,9.6875,30.875,38.1875,161.3125,224.1875,818.65625,834,971.21875,1064.3438,2135.875
20110616,7.0750947,13.4638395,836.314026,216.554535,335.126129,1.42E-06,0,1171.45911,2.81E-05,301.135376,1171.44019,176.927673,0,-7.76953411,301.135376,0,0,-33.9368935,7.17E-05,4.22E-05,0.018953854,959.33,28.75,33.21,24,25.09,21.36,3.16,1.76,-2.58,19840952,23499772,8.71875,27.625,34.875,160.6875,222.53125,813.84375,817.1875,970.78125,1047.5312,2073.6562
20110617,7.60592937,-1.45014262,837.02478,49.7989616,349.895355,1.86E-06,0,1187.07605,2.64E-06,297.872162,1186.92017,16.9462376,0,16.4253082,297.872162,0,0,-17.8792973,6.87E-06,2.37E-06,0.155856445,961.31,23.95,27.31,20.24,18.09,21.64,1.95,0.1,0.94,6130040,7263788,12.65625,41.40625,47.46875,168.5,243.5625,836.4375,853.28125,1193.5,1079.4062,2094.6875
20110618,7.07426786,7.21339989,839.305969,177.704742,346.986511,3.57E-06,0,1186.31384,1.71E-05,299.344086,1186.29224,114.693031,0,18.8771896,299.344086,0,0,-36.9134827,4.65E-05,2.59E-05,0.021339292,963.15,25.65,29.53,21.71,0.06,21.15,1.36,-0.9,-0.2,19522496,23130528,15.28125,50.0625,60.625,226.4375,274.34375,896.78125,899.40625,1395.4062,1300.0312,2476.7188
20110619,7.02647448,10.3484716,840.042969,180.601715,343.130737,5.44E-06,0,1183.19641,2.13E-05,300.579163,1183.17395,132.989304,0,3.90774345,300.579163,0,0,-33.3582001,5.39E-05,2.72E-05,0.022687726,962.03,27.45,30.42,23.98,1.75,21.87,2.39,0.84,-2.15,15815560,18737108,14.6875,47.21875,58.5625,284.3125,298.6875,983.53125,974.1875,1450.7812,1546.0312,3240.4688
20110620,7.03405333,12.9128962,839.903259,179.709076,340.214844,3.04E-06,0,1180.13794,2.24E-05,301.589203,1180.11804,138.023148,0,0.231304094,301.589203,0,0,-28.5371437,5.60E-05,3.05E-05,0.019848032,959.9,28.22,31.58,24.91,4,23.29,2.49,0.85,-1.98,16376998,19402016,15.09375,46.0625,56.0625,294.5625,356.0625,1099.5625,1081.7812,1508.8438,1619.625,3955.4375
20110621,7.61959839,7.82295227,839.754028,139.387711,345.21933,1.34E-06,0,1185.09143,1.55E-05,301.406372,1184.97351,95.8688507,0,9.53173447,301.406372,0,0,-26.1689205,3.89E-05,2.20E-05,0.118054248,959.99,27.73,31.43,24.04,13.63,24.41,1.58,0.03,0.39,12282592,14550524,17.375,49.9375,60.15625,296.59375,440.625,1263.5,1239.875,1771.1562,1718.875,4363.0312
20110622,8.04751301,-1.95569551,842.41272,68.9141083,358.293121,4.63E-06,0,1200.8667,6.10E-06,299.050232,1200.70569,44.4320793,0,11.7537193,299.050232,0,0,-14.6912727,1.80E-05,7.29E-06,0.160910606,960.1,25.34,28.38,21.9,59,23.75,1.29,-0.16,0.86,6400030,7582672,18,51.125,62.6875,307.90625,511.8125,1433.4688,1423.2812,2226.7812,2092.0938,4900
20110623,7.43444252,-1.90869296,848.311096,146.038025,363.361206,4.85E-06,0,1211.72131,1.70E-05,298.168762,1211.67224,100.537003,0,10.782855,298.168762,0,0,-36.6209297,4.08E-05,1.90E-05,0.049025953,961.94,23.88,29,19.48,8.44,20.76,1.82,0.36,0.31,10897714,12923496,20.21875,55.0625,66.28125,328.59375,544.875,1553.4375,1559.875,2638.5625,2611.7812,5811.7812
20110624,7.18998051,14.1220732,852.552917,237.536942,354.422729,4.66E-07,0,1206.98743,2.06E-05,301.450989,1206.97522,151.404297,0,13.5154467,301.450989,0,0,-58.4884796,6.14E-05,4.04E-05,0.011800994,962.1,28.08,32.32,23.85,0,23.24,1.09,0.24,-0.5,23337132,27657964,19.34375,52.21875,64.4375,341.1875,545.1875,1625.875,1638.8438,2772.2812,3026.8438,6938.4688
20110625,7.02947807,13.5195789,853.886169,203.1763,347.726013,8.05E-07,0,1201.61755,2.97E-05,302.722229,1201.61206,172.154709,0,-34.9584122,302.722229,0,0,-52.4632034,6.98E-05,3.93E-05,0.005372632,962.32,29.25,33.95,25.29,0.01,24.01,1.59,0.77,-1.23,18784602,22260992,17.28125,46.34375,57.53125,323.84375,537.15625,1657.4062,1678.5938,2697.25,3143.8438,7703.875
20110626,6.98629475,2.75062585,853.532227,211.289673,342.04007,2.55E-07,0,1195.61609,2.35E-05,300.834625,1195.57227,163.200317,0,0.729934454,300.834625,0,0,-44.6136513,6.62E-05,4.24E-05,0.043852516,963.09,27.7,31.6,23.14,0.08,22.21,1.93,-0.11,-0.83,15404254,18256944,16.25,43.28125,53.28125,295.875,529.59375,1636.8438,1668.1875,2589.3125,3043.2188,7746.2812
20110627,7.01145983,-8.92838287,852.793213,121.526039,341.604034,4.26E-06,0,1194.42383,1.21E-05,297.422394,1194.39685,82.3107376,0,-1.08679235,297.422394,0,0,-49.2290077,3.34E-05,1.70E-05,0.026625557,963.26,25.09,29.7,19.97,0.32,20.73,1.86,1.36,-0.1,16675406,19770332,18.09375,51.28125,62.625,283.34375,519.65625,1601.1562,1632.3125,2526.8125,2903.125,7279.875
20110628,6.85611725,11.382041,851.846313,239.461075,337.773834,2.01E-07,0,1189.62207,2.03E-05,300.618866,1189.62024,157.398148,0,8.42274666,300.618866,0,0,-62.2530975,6.38E-05,4.33E-05,0.001924797,960.84,27.42,31.97,22.7,0,21.69,1.43,0.12,-1.33,23591976,27966884,17.34375,51.3125,65.5,303.34375,503.25,1575.25,1601.4375,2431.4375,2801.7812,6753.9375
