time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,runoff
20130811,6.15716648,3.5565815,1252.98706,188.440475,287.087585,2.44E-06,0,1540.10168,2.09E-05,300.828949,1540.07483,137.806305,0,9.32366753,300.828949,0,0,-37.7566109,5.59E-05,3.25E-05,0.027054248,962.14,29.35,35.55,24.39,10.02,23.09,1.86,0.85,-0.58,18962094,22439120,73.6875,181.375,214.46875,773.7344,1365.7031,3534.8438,3617.2812,4753.0625
20130812,5.97579288,0.421297878,1251.8999,159.919159,288.900574,2.62E-06,0,1540.83899,1.44E-05,299.791473,1540.80029,106.911743,0,16.7345467,299.791473,0,0,-35.8489799,4.33E-05,2.63E-05,0.038630061,963.03,27.02,30.84,23.49,15.96,23.24,1.26,-0.78,-0.41,11781528,13938850,69.421875,173.29688,204.5,716.78125,1256.0156,3228.6875,3296.8125,4438.9844
20130813,5.88570595,4.12594461,1250.84888,175.915253,287.94516,3.38E-06,0,1538.80969,1.66E-05,300.308014,1538.79419,122.48011,0,11.2750044,300.308014,0,0,-38.0317421,4.97E-05,2.97E-05,0.015611432,961.06,27.84,31.3,24.31,1.58,24.1,1.53,-0.74,-0.87,17087856,20219320,63.59375,159.625,189.65625,676.28125,1162.9062,3004.4844,3055.25,4124.1562
20130814,5.78029203,10.0501451,1249.67444,206.92009,285.432922,8.46E-07,0,1535.11572,1.67E-05,302.144012,1535.10706,139.274612,0,15.5072384,302.144012,0,0,-42.085392,5.65E-05,3.89E-05,0.008452873,959.77,30.11,34.7,25.77,0.58,24.32,1.28,-1.04,-0.37,19684504,23290164,56.984375,143.90625,170.84375,623.6094,1077.3438,2786.8594,2838.3594,3826.0625
20130815,5.63260984,7.84801292,1248.30518,212.587265,282.080688,1.07E-06,0,1530.39319,2.00E-05,302.484985,1530.38574,156.479584,0,4.26748419,302.484985,0,0,-43.9921989,6.34E-05,4.24E-05,0.007375376,959.22,30.46,35.85,25.88,0.33,23.6,1.83,-0.33,-1.23,20140980,23830568,52.125,130.76562,155.34375,570.3281,995.7344,2573.25,2625.5938,3534.6719
20130816,5.58876991,9.00729275,1246.7002,209.191315,278.778137,1.17E-06,0,1525.50232,1.85E-05,303.104919,1525.47827,148.741013,0,13.3137712,303.104919,0,0,-38.1296196,6.03E-05,4.06E-05,0.02391205,958.47,31.38,36.48,25.52,1.74,23.76,1.53,-0.45,-0.65,20060430,23722906,47.578125,119.5625,142.35938,526.4375,914.2969,2359.8125,2411.9219,3242.5781
20130817,5.52136183,4.33099365,1244.90125,198.521759,276.444275,1.14E-06,0,1521.35327,1.80E-05,302.556274,1521.34558,135.083893,0,15.2010002,302.556274,0,0,-43.9069939,5.48E-05,3.56E-05,0.007735675,959.49,30.97,35.97,25.77,0.31,24.48,1.34,-0.73,-0.43,18783510,22201244,43.453125,108.421875,129.45312,483.60938,841.5469,2160.7031,2212.2969,2962.4844
20130818,5.43455362,6.28505135,1242.91553,218.232132,273.411499,1.06E-06,0,1516.34778,2.16E-05,302.852509,1516.32715,155.314819,0,13.7355738,302.852509,0,0,-42.8987846,6.30E-05,4.03E-05,0.020773878,960.93,31.28,37.45,26.61,0.13,22.62,2.16,0.03,-1.79,19160424,22634574,39.515625,98.640625,117.984375,442.1875,772.90625,1972.3125,2021.2344,2702.5781
20130819,5.73496628,0.274356812,1240.8269,187.391647,273.840729,2.28E-06,0,1514.70374,2.05E-05,301.420197,1514.66748,124.716919,0,20.9410343,301.420197,0,0,-41.4607773,5.06E-05,2.78E-05,0.036125165,962.13,30.71,35.9,25.43,0.54,21.96,1.77,0.94,-0.27,17553240,20724546,35.734375,89.125,106.796875,406.28125,708.6875,1802.6094,1847.6875,2470.5781
20130820,5.64853239,5.3000021,1238.92358,188.455231,274.473907,4.28E-06,0,1513.41394,2.36E-05,302.354156,1513.39746,142.349823,0,-7.94727802,302.354156,0,0,-48.7502174,5.77E-05,2.98E-05,0.01649528,962.61,30.18,34.11,26.32,0.04,22.07,1.2,-0.63,0.44,17749880,20946566,32.390625,80.890625,96.984375,372.75,653.59375,1662.0625,1700.4375,2273.75
20130821,5.47174215,4.34102488,1237.04236,192.543121,273.015442,1.05E-06,0,1510.06653,1.72E-05,301.956024,1510.05798,121.718742,0,23.7661095,301.956024,0,0,-42.7160416,4.93E-05,3.11E-05,0.008698138,961.3,30.68,34.45,27.51,0.09,22.72,1,-0.81,0.04,16072888,18957282,29.171875,72.8125,87.53125,343.25,604.3594,1543.2969,1579.2656,2114.5156
20130822,5.33518076,5.56100273,1235.00281,200.740326,270.66748,8.88E-07,0,1505.67517,2.44E-05,302.487518,1505.67029,147.098358,0,1.0165031,302.487518,0,0,-47.065979,5.96E-05,3.43E-05,0.00493391,959.5,31.69,35.98,27.68,0.09,22.85,1.87,-1.75,-0.12,18396420,21687228,26.1875,65.28125,78.609375,314.57812,558.3281,1430.4062,1465.1406,1968.7656
20130823,5.12500668,7.0142231,1232.78333,224.074783,266.91391,2.17E-08,0,1499.69788,3.68E-05,302.871826,1499.69714,191.397018,0,-30.9334583,302.871826,0,0,-56.5969315,7.76E-05,4.08E-05,0.000632835,958.91,32.38,36.8,28.45,0,19.51,4.48,-3.59,-2.64,20881148,24603868,23.75,59.140625,71.375,289.28125,513.65625,1324.6562,1359.5938,1832.5312
20130824,5.30092525,-2.8953104,1230.33093,181.55864,264.222809,3.73E-06,0,1494.58215,2.44E-05,301.0961,1494.55371,139.191132,0,15.214818,301.0961,0,0,-30.0545998,5.64E-05,2.83E-05,0.028386813,960.92,29.04,35.36,24.35,6.79,21.4,3.73,-1.71,-2.58,15662870,18448460,21.546875,53.734375,65.234375,268.25,471.20312,1217.5469,1253.4688,1699.7969
20130825,5.56292295,-5.62260342,1227.95642,78.2199707,267.515259,4.56E-06,0,1495.50867,9.45E-06,298.648895,1495.47168,49.9292679,0,9.77668667,298.648895,0,0,-24.1327019,2.02E-05,6.24E-06,0.037020981,962.9,26.07,27.95,24.76,5.55,22.91,2.16,-1.28,-1.63,6386834,7517204,19.421875,48.765625,59.59375,248.67188,435.57812,1120.5938,1153.9688,1570.75
20130826,5.48592854,5.83934784,1225.84839,158.801895,268.787415,5.61E-06,0,1494.6593,1.74E-05,300.937378,1494.63599,99.8814926,0,20.5498695,300.937378,0,0,-32.5265083,4.05E-05,1.74E-05,0.023428161,960.13,28.8,32.69,25.21,0.53,23.25,2.05,-0.26,-1.25,12987682,15277850,17.765625,44.96875,55.109375,231.8125,409.60938,1041.8438,1070.2344,1457.2656
20130827,5.44947577,8.91666985,1223.78687,192.997101,267.507782,2.94E-06,0,1491.31189,2.61E-05,302.680908,1491.29443,147.844467,0,3.56591797,302.680908,0,0,-32.672554,5.99E-05,3.09E-05,0.017243708,957.94,31.92,36.41,28.06,0.04,22.45,2.87,0.09,-1.58,18343556,21568282,16.828125,43.640625,53.265625,220.1875,396.625,993.9844,1011.09375,1362.7031
20130828,5.89372253,-9.01775169,1221.79541,146.196716,270.797668,3.59E-06,0,1492.60632,3.20E-05,299.392181,1492.59363,134.412903,0,-7.66707468,299.392181,0,0,-28.4793816,5.45E-05,1.89E-05,0.013124893,961.03,27.29,34.74,22.05,10.86,20.53,4.18,-4.08,-0.34,13114966,15412132,27.703125,73.484375,81.171875,233.78125,415.1875,999.5625,998.375,1298.5781
20130829,5.76210976,-7.75162888,1220.11658,155.746964,273.528412,1.80E-06,0,1493.69897,1.71E-05,297.531952,1493.64514,94.0361862,0,34.2584953,297.531952,0,0,-35.2036819,3.81E-05,1.92E-05,0.053997107,965.32,23.44,26.26,21.7,4.56,19.16,2.25,-1.37,-1.57,8385122,9850622,33.546875,87.3125,102.4375,301.92188,447.76562,1052.8125,1039.4375,1296.1094
20130830,5.69532537,-6.1949048,1218.70215,98.1121674,276.820648,5.80E-06,0,1495.58704,1.26E-05,296.840302,1495.52283,72.9461441,0,7.04864788,296.840302,0,0,-24.3129158,2.96E-05,1.12E-05,0.064167202,966.67,23.31,26.83,20.8,13.74,18.52,2.84,-0.06,-2.75,7339564,8618422,31.703125,81.828125,97.84375,347.23438,474.04688,1090.1094,1081.4531,1370.1562
20130831,5.51921272,-9.32923126,1217.42981,119.175102,276.238098,3.48E-06,0,1493.68884,1.96E-05,295.921753,1493.66785,96.6469193,0,12.3517447,295.921753,0,0,-19.5097923,3.92E-05,1.61E-05,0.020926364,968.28,22.97,24.71,21.62,0.99,16.13,2.4,0.44,-2.16,6268728,7356796,28.84375,74.828125,89.515625,345.01562,506.70312,1130.3125,1117.7656,1427.875
20130901,5.88001013,-10.7488928,1216.15161,53.4309578,276.982788,4.35E-06,0,1493.20007,9.45E-06,294.127838,1493.1344,46.9468117,0,6.43478823,294.127838,0,0,-10.8001976,1.90E-05,5.23E-06,0.065701336,968.74,21.33,23.94,19.36,13.31,17.37,2.58,-1.43,-2.07,3427618,4019218,34.28125,79.109375,90.8125,325.10938,517.53125,1180.2656,1168.2969,1451.9531
20130902,5.81405401,-10.5612297,1215.13696,42.787941,281.937164,4.15E-06,0,1497.10339,7.07E-06,293.088226,1497.0741,33.6872711,0,2.35111904,293.088226,0,0,-17.3073673,1.37E-05,2.44E-06,0.029253846,969.8,20.18,21.54,19.39,2.25,17.65,1.93,-0.95,-1.6,2352344,2757770,36.109375,84,97.265625,313.23438,516.4375,1205.2188,1202.8906,1487.0156
20130903,5.66504431,-6.5429616,1214.29199,100.537582,281.057251,4.16E-06,0,1495.38379,1.54E-05,294.179077,1495.34924,77.7638474,0,8.71104145,294.179077,0,0,-20.6115074,3.15E-05,1.20E-05,0.034528717,969.5,20.9,24.85,18.51,3.26,15.93,2.67,-0.65,-2.36,6743348,7901348,35.03125,85.265625,99.171875,312.51562,507.73438,1204.2656,1210.0781,1520.0156
20130904,6.01711273,-14.5198412,1213.50562,26.8397503,284.339966,4.09E-06,0,1497.91272,4.05E-06,291.265228,1497.8457,22.0872879,0,1.52754152,291.265228,0,0,-17.7441883,8.95E-06,8.14E-07,0.067119703,971.23,18.87,19.53,18.03,5.15,17.01,1.65,-1.07,-1.22,2035990,2384262,32.5625,79.625,93.8125,316.40625,494.73438,1180.3906,1192,1522
20130905,5.79852581,-7.46884918,1212.92102,62.5352287,284.934631,3.07E-06,0,1497.94568,6.20E-06,292.182648,1497.85571,34.3310623,0,7.11804628,292.182648,0,0,-28.5542488,1.39E-05,4.64E-06,0.089985423,973.74,19.97,22.76,18.67,0.13,15.79,1.03,0.1,-0.84,7418350,8684422,32.421875,78.109375,90.78125,311.6875,486.70312,1164.0156,1171.7812,1494.6406
20130906,5.84954977,-3.53399539,1212.35535,97.7104034,285.037628,5.44E-06,0,1497.47205,8.53E-06,293.010101,1497.3927,52.6001663,0,21.8986988,293.010101,0,0,-26.7484665,2.13E-05,7.35E-06,0.079088278,974.64,19.06,20.26,17.6,2.4,16.46,1.44,0.09,-1.41,2668468,3122018,30.75,74.21875,87.28125,310.92188,474.92188,1160.4844,1164.4531,1464.0156
20130907,6.05853605,-4.92884541,1211.83337,53.8567352,286.447083,5.57E-06,0,1498.35461,7.31E-06,292.4487,1498.28064,41.1077309,0,3.96098137,292.4487,0,0,-13.7154779,1.67E-05,3.78E-06,0.074117146,972.2,18.7,19.55,17.79,7.97,16.45,2.21,-1.15,-1.68,2621186,3064962,28.046875,67.921875,80.515625,308.39062,463.10938,1162.9062,1164.9219,1440.1719
20130908,6.27712297,-3.42147446,1211.57129,36.2787323,292.470093,3.44E-06,0,1504.1593,3.36E-06,292.636261,1504.04138,20.7916088,0,5.39188194,292.636261,0,0,-13.5140343,8.43E-06,1.63E-06,0.11791043,971.78,19.15,20.59,18.08,7.37,17.77,1.17,-0.37,-0.89,2562582,2995744,31.8125,79.65625,91.515625,312.07812,466.25,1173.6875,1173.0625,1426.4844
20130909,6.06243801,1.54862869,1211.6991,102.620132,294.331451,4.13E-06,0,1506.0813,9.17E-06,294.472931,1506.0304,57.1580849,0,16.7647324,294.472931,0,0,-27.1461639,2.32E-05,9.87E-06,0.050792996,970.08,20.84,24.29,18.53,1.7,18.04,1.13,0.39,-0.62,7973834,9314098,30.953125,79.015625,94.34375,335.84375,475.71875,1198.4062,1193.5781,1432.375
20130910,5.94354534,4.37123108,1211.87012,130.933655,293.303192,2.64E-06,0,1505.19446,1.18E-05,295.76709,1505.17322,73.9137955,0,16.3305721,295.76709,0,0,-36.3168297,3.00E-05,1.55E-05,0.021150393,969.62,22.9,27.09,19.68,0.61,19.12,1.01,0.53,0.03,12029100,14043780,28.125,71.65625,86.03125,334.34375,480.95312,1221.4531,1218.3906,1451.2188
20130911,5.94119406,-1.35751414,1211.88281,66.2889328,292.343811,2.31E-06,0,1504.27185,7.02E-06,294.591919,1504.22632,36.8324966,0,4.93747044,294.591919,0,0,-25.8774281,1.49E-05,5.61E-06,0.045141567,971.38,22.76,26.42,20.06,1.15,19.65,1.5,1.25,-0.48,10142242,11833748,27.578125,69.5625,82.828125,316.8125,481.42188,1226.4688,1228.8438,1464.3906
20130912,5.86476612,-3.07424641,1211.79297,135.182816,290.765259,2.62E-06,0,1502.57324,1.28E-05,294.712158,1502.55835,74.9271927,0,19.2226639,294.712158,0,0,-44.1072273,3.04E-05,1.49E-05,0.014993737,971.68,22.34,26.53,18.64,0.63,18.72,1.65,1.47,0.22,11048870,12884970,26.078125,66.296875,79.625,306.96875,468.35938,1221.9844,1226.4844,1461.4062
20130913,5.82681561,-0.451072156,1211.56311,132.022583,288.917175,7.28E-07,0,1500.48901,1.25E-05,294.938507,1500.48047,70.2340775,0,18.7914467,294.938507,0,0,-43.447567,2.85E-05,1.53E-05,0.00862933,968.53,22.45,26.99,17.57,0.23,18.21,1.49,0.29,-0.87,12734496,14843004,23.65625,60.390625,73.140625,294.39062,445.32812,1203.4531,1213.3125,1445.25
20130914,5.70515251,11.4935884,1211.19568,200.249634,285.878265,1.57E-07,0,1497.07605,1.70E-05,297.664398,1497.0741,107.936516,0,27.1599522,297.664398,0,0,-53.6543274,4.38E-05,2.66E-05,0.00211381,965.71,24.55,29.27,20.12,0.02,19.18,1.51,-0.8,-1.23,17604866,20508376,21.25,54.484375,66.359375,276,422.07812,1161.9375,1178.7031,1415.8438
20130915,5.6275301,10.3523569,1210.61499,183.954559,282.673431,6.89E-07,0,1493.29614,2.11E-05,298.898499,1493.28857,119.381599,0,2.13003302,298.898499,0,0,-52.0901985,4.84E-05,2.66E-05,0.007671076,963.38,26.75,31.58,23.14,0.25,20.34,2.4,0.79,-1.79,16423410,19122192,19.15625,49.640625,60.59375,257.21875,396.9375,1103.5469,1125.3594,1367.3281
20130916,5.88316584,9.30043316,1209.81055,187.779266,280.141541,1.12E-06,0,1489.96899,2.64E-05,299.248016,1489.95239,140.188446,0,-3.99768257,299.248016,0,0,-42.2867012,5.68E-05,2.93E-05,0.01685909,962.15,27.7,32.28,23.14,6.16,19.33,3.46,0.96,-2.94,17236792,20053928,18.21875,48.984375,59.109375,242.65625,374.9375,1040.1719,1063.0938,1302.9844
20130917,6.83905172,5.11070585,1209.24609,119.522568,291.551758,5.53E-06,0,1500.84106,2.01E-05,298.65567,1500.79761,91.5789337,0,-2.4699955,298.65567,0,0,-25.3028259,3.71E-05,1.15E-05,0.043173809,963.67,25.82,30.05,23.41,9.69,22.21,2.69,-0.78,-2.05,10753400,12500648,17.140625,47.28125,57.90625,238.90625,368.4375,1004.1875,1017.5781,1245.1094
20130918,6.43575525,5.37147808,1210.09058,118.55043,300.619904,3.33E-06,0,1510.73438,2.05E-05,299.136475,1510.71057,91.7952881,0,-4.4748311,299.136475,0,0,-25.8591232,3.72E-05,1.33E-05,0.02395503,965.72,27.34,30.72,24.55,0.82,22.42,2.56,-0.15,-2.27,9210356,10698792,23.4375,54.375,62.484375,260.60938,395.375,1067.3594,1045.1719,1240.8281
20130919,6.03818083,-6.25096512,1211.49609,109.050636,299.28186,2.37E-06,0,1510.78784,1.89E-05,296.814484,1510.77795,88.139061,0,-8.76717758,296.814484,0,0,-35.9323311,3.57E-05,1.44E-05,0.009835294,968.31,25.18,30.36,21.76,0.16,19.91,2.56,-2.38,-0.46,11488564,13334782,38.59375,95.828125,104.390625,381.04688,469.14062,1346.8438,1264.3125,1372.7188
20130920,5.9459548,1.78680384,1212.34192,145.609894,295.75946,1.30E-06,0,1508.11316,1.60E-05,297.44873,1508.1012,84.1352234,0,18.9710102,297.44873,0,0,-40.716362,3.41E-05,1.68E-05,0.011874068,967.92,25.19,28.94,21.91,0.65,20.42,2.06,-0.1,-0.32,13332218,15464164,47.28125,120.03125,138.29688,562.9375,597.6719,1776.2031,1675.5,1702.9219
20130921,5.83858109,3.03293467,1212.55493,175.474213,292.205688,3.10E-07,0,1504.76599,1.75E-05,298.305695,1504.76013,103.737228,0,19.5606594,298.305695,0,0,-49.1423531,4.21E-05,2.42E-05,0.005358542,965.92,25.52,30.1,20.95,0,20.1,1.03,-0.78,0.15,12454196,14433454,52.203125,129.92188,150.4375,666.7031,764.9531,2120.7031,2054.2188,2125.5
20130922,5.79881573,3.71763754,1212.37964,169.847382,289.228973,9.03E-07,0,1501.61572,1.90E-05,298.343628,1501.60889,103.210159,0,12.5101118,298.343628,0,0,-50.4110985,4.18E-05,2.20E-05,0.007129239,964.68,25.92,30.34,21.7,0.12,19.92,1.94,-0.68,-0.76,15134158,17527664,48.546875,121.203125,142.01562,675.8594,881.90625,2294.1719,2265.25,2441.9375
20130923,5.59330893,-1.38440144,1211.99939,186.239044,285.399658,1.73E-07,0,1497.40088,3.34E-05,297.313324,1497.39929,147.243576,0,-13.0450459,297.313324,0,0,-53.4272881,5.97E-05,2.61E-05,0.00181977,967.03,24.88,29.5,21.64,0.42,15.4,4.72,-4.65,0.05,16933208,19596780,57.640625,151.3125,172.01562,722.5781,919.4844,2340.7344,2335.125,2581.6875
20130924,5.51863432,-6.22446632,1211.33911,154.898254,281.226288,2.74E-06,0,1492.57642,3.18E-05,295.945892,1492.56555,139.899765,0,-22.7966557,295.945892,0,0,-44.0247879,5.67E-05,2.21E-05,0.011009336,971.68,24.02,28.5,21.09,0.31,13.07,4.75,-3.92,-2.55,12212711,14123358,60.65625,163.78125,190.76562,877.9844,978.46875,2402.6562,2386.9844,2621.2969
20130925,5.62500334,-16.3935242,1210.48145,46.2780075,280.057709,2.89E-06,0,1490.55188,1.80E-05,291.928101,1490.53931,61.8653793,0,-14.003355,291.928101,0,0,-14.8120899,2.51E-05,4.16E-06,0.012741335,976.43,20.59,23.01,19.31,0.37,12.74,3.51,-3.21,-1.24,3938264,4549471.5,54.609375,149.67188,176.73438,889.03125,1086.2969,2557.6719,2530.9844,2696.9688
20130926,6.17342091,-20.64328,1209.64148,26.3568611,282.455017,3.94E-06,0,1492.15149,6.47E-06,289.619904,1492.09631,28.3704071,0,4.59572458,289.619904,0,0,-14.0425854,1.15E-05,1.09E-06,0.055111114,975.78,16.79,19.47,15.11,14.63,13.91,2.09,-1.83,-0.82,1595401.2,1841973,49.328125,134.71875,158.76562,804.8906,1094.1562,2607.375,2614.0625,2821.0781
20130927,5.85538149,-12.9845819,1209.14209,72.2761383,287.132812,2.60E-06,0,1496.31055,7.68E-06,289.827698,1496.27515,35.5584679,0,17.3743896,289.827698,0,0,-32.324852,1.44E-05,4.14E-06,0.035604563,973.75,18.15,20.91,13.98,0.29,14.65,1.03,0.54,0.15,7982512,9210651,44.546875,120.953125,142.54688,730.46875,1021.15625,2518.2188,2545.0938,2835.1094
20130928,5.7372961,-2.50775504,1208.75439,135.405472,285.820251,4.87E-07,0,1494.57886,1.20E-05,291.856628,1494.57458,56.533844,0,36.233799,291.856628,0,0,-45.1449394,2.29E-05,1.04E-05,0.004090558,972.75,18.8,23.56,14.23,0,14.62,1.17,0.08,-0.35,13385584,15431392,40.359375,108.6875,127.890625,658.1094,930.4219,2375.9375,2411.25,2740.2031
20130929,5.68171072,-2.56448531,1208.26001,177.346527,283.963623,3.80E-08,0,1492.2251,1.43E-05,292.276337,1492.22363,70.0658798,0,35.7070961,292.276337,0,0,-74.1365585,2.84E-05,1.41E-05,0.001437572,971.61,19.51,24.82,15.05,0,14.8,1.58,-1.25,-0.79,16529627,19041372,36.3125,97.859375,115.3125,599.4531,839.7031,2195.2656,2235.6562,2581.875
20130930,5.60580873,8.6209774,1207.63391,184.598907,281.769928,2.22E-08,0,1489.40479,1.86E-05,294.881744,1489.40393,87.2181396,0,20.3544388,294.881744,0,0,-68.4000244,3.54E-05,1.68E-05,0.000937248,972.47,22.18,28.21,16.42,0.01,15.55,1.87,-1.58,-0.68,17672400,20343032,32.609375,88.125,104.03125,544.4844,762.4219,2019.9844,2061.0312,2392.25
20131001,5.66343784,-6.26831198,1207.44482,64.7544632,281.011505,2.81E-08,0,1488.45935,7.78E-06,292.533661,1488.45618,30.5580387,0,2.73971415,292.533661,0,0,-37.7264938,1.24E-05,4.58E-06,0.003085781,975.92,20.67,25.36,15.89,0,14.7,1.48,-1.13,-0.4,6784823.5,7803936,29.609375,79.859375,94.265625,502.07812,696.25,1852.4688,1892.2188,2205.9375
20131002,5.66869259,-4.85713243,1207.81775,66.0818481,280.999084,5.92E-07,0,1488.85059,7.45E-06,292.111816,1488.81653,29.5800896,0,7.33686352,292.111816,0,0,-34.0222931,1.20E-05,3.95E-06,0.033863682,976.53,19.84,23.66,15.49,0.13,15.55,1.33,-1.16,0.42,5948769.5,6837102.5,26.703125,71.953125,85.21875,471.125,644.28125,1722.9844,1754.5781,2033.5938
20131003,5.59058952,3.89224935,1208.16602,144.435104,280.007599,7.37E-07,0,1488.17981,1.52E-05,294.230194,1488.17358,69.079483,0,27.8562222,294.230194,0,0,-43.6045303,2.80E-05,1.21E-05,0.006164561,974.86,21.17,25.41,16.73,0,16.06,1.16,0.56,0.41,12098224,13895207,23.96875,64.515625,76.6875,435.73438,601.8125,1614.7031,1644.1719,1894.0781
20131004,5.61001015,0.983659565,1208.44238,121.906319,279.266022,1.12E-06,0,1487.71912,1.34E-05,294.128387,1487.70813,58.1174011,0,22.8553963,294.128387,0,0,-39.9502525,2.36E-05,9.07E-06,0.010757638,972.39,21.56,26.09,18.64,0.09,16.54,1.46,1,0.25,12182415,13981233,21.59375,58.09375,69.3125,396.84375,560,1510.0156,1539.5938,1773.5312
20131005,5.70889664,-14.4067392,1208.69324,53.4262886,279.958649,1.34E-06,0,1488.67224,4.82E-06,290.714722,1488.6521,20.3398056,0,7.33827877,290.714722,0,0,-40.1584129,8.25E-06,2.08E-06,0.020386657,973.84,19.03,22.77,15.15,0.4,16.39,1.1,0.31,-0.34,5491167,6297679,19.625,52.875,63.25,360.82812,516.9375,1405.7969,1437.5781,1662.9219
20131006,5.57202101,4.77932453,1208.96118,158.0466,279.190826,5.09E-07,0,1488.15637,1.55E-05,293.9151,1488.15198,69.4288101,0,28.3071709,293.9151,0,0,-55.5284119,2.81E-05,1.21E-05,0.004336152,976.43,21.38,26.63,15.76,0.05,15.65,1.45,-0.75,1.18,14283276,16367577,18.109375,48.703125,58.34375,330.70312,475.20312,1303.0156,1335.5312,1558.6562
20131007,5.50389767,2.57029653,1209.14539,170.72316,277.556549,3.01E-08,0,1486.70288,1.94E-05,294.618225,1486.70215,84.9193115,0,19.4731236,294.618225,0,0,-63.7615356,3.44E-05,1.50E-05,0.000944927,975.93,22.93,28.9,17.71,0,14.82,1.86,-0.94,1.47,16084738,18417512,16.578125,44.8125,53.90625,304.51562,436.75,1207.6562,1238.7812,1456.0625
20131008,5.48230028,0.003721518,1209.21326,173.160599,276.012756,-3.66E-08,0,1485.22693,1.75E-05,294.339661,1485.2262,77.9976273,0,20.5021744,294.339661,0,0,-74.6564865,3.16E-05,1.42E-05,0.000856222,973.07,22.73,29.29,16.75,0,16.1,1.58,1.17,-0.54,16443529,18814240,16.09375,43.171875,51.25,281.85938,402.84375,1120.9375,1150.1719,1357.2031
20131009,5.45199108,1.97264445,1209.17822,173.550095,274.725372,4.71E-08,0,1483.90466,1.80E-05,294.752502,1483.90369,77.6847229,0,20.17136,294.752502,0,0,-73.7224884,3.15E-05,1.34E-05,0.001085881,971.03,22.55,29.31,16.06,0,15.34,1.81,-0.18,-1,16763549,19165900,15.015625,40.75,48.875,267.5,373.92188,1045.9062,1071.8281,1265.2031
20131010,5.42079973,2.1306808,1209.05225,171.208603,273.425964,2.13E-09,0,1482.47876,1.80E-05,295.041473,1482.47839,78.8912354,0,22.0031128,295.041473,0,0,-68.1826401,3.20E-05,1.40E-05,0.000473889,973.52,24.11,29.99,17,0,15.18,1.16,0.23,-0.08,16085014,18376232,13.71875,37.78125,45.5,253.96875,350.64062,984.2344,1006.5,1183.6719
20131011,5.38009024,-0.570418477,1208.84338,171.631805,272.172241,1.71E-09,0,1481.01599,1.96E-05,294.611145,1481.01575,81.8370056,0,15.7949781,294.611145,0,0,-74.571167,3.32E-05,1.36E-05,0.000376221,970.59,23.14,30.4,16.36,0,13.67,2,0.65,-1.44,16710182,19076172,12.53125,35.0625,42.359375,237.57812,331.6875,929.2344,950.1094,1114.2656
20131012,5.3135581,-0.430735528,1208.55127,173.471481,270.743103,3.52E-09,0,1479.29468,2.43E-05,294.383911,1479.29419,94.7519302,0,-0.248819232,294.383911,0,0,-79.3987198,3.84E-05,1.42E-05,0.000290435,967.97,23.81,31.17,17.52,0,11.23,2.67,0.2,-2,16871548,19245894,11.46875,32.6875,39.5625,220.46875,313.75,874.1719,895.6406,1053.9375
20131013,5.2927742,7.05342054,1208.16357,155.403732,269.371002,1.80E-09,0,1477.53491,2.27E-05,295.812317,1477.53467,86.9390411,0,6.52851677,295.812317,0,0,-54.8793602,3.52E-05,1.25E-05,0.000354217,968.23,24.62,30.73,19.38,0.01,14.4,2.15,0.18,-1.32,13637036,15544308,10.5625,30.75,37.21875,205.70312,295.67188,819.2656,841,997.5469
20131014,5.33388519,-6.49587059,1207.71814,85.7501144,268.870331,2.41E-06,0,1476.5957,2.69E-05,293.236755,1476.58862,86.1335068,0,-15.3391342,293.236755,0,0,-21.4602699,3.49E-05,5.56E-06,0.007194538,975.77,20.06,22.49,18.3,1.35,10.94,5.36,-5.01,-1.07,5043340,5743960,11.875,35.03125,40.414062,202.17188,281.3125,768.33594,788.8047,942.60156
20131015,6.85714531,-23.7634296,1207.35242,10.1413927,280.997375,2.20E-06,0,1488.40479,4.69E-06,287.61734,1488.34985,17.302599,0,13.5811377,287.61734,0,0,-3.02567077,7.02E-06,1.21E-07,0.055003185,978.28,15.12,17.03,13.56,39.92,13.22,3.26,-0.71,-2.44,855076,973246,12.953125,37.632812,44.289062,229.46875,280.9375,743.8203,756.9219,899.90625
20131016,6.18573713,-21.4039078,1208.05237,14.5078068,293.064819,2.16E-06,0,1501.17261,3.35E-06,285.921173,1501.11682,13.8910885,0,7.7540493,285.921173,0,0,-14.2689133,5.63E-06,1.24E-07,0.055389468,981.25,13.57,14.39,12.66,6.58,11.39,1.93,-0.49,-1.85,1307962,1488240,14.1640625,40.609375,47.664062,260.3672,310.1797,776.9531,770.0078,899.0625
20131017,5.91733408,-9.02752686,1209.32275,78.9946442,292.705933,1.63E-06,0,1502.05969,1.00E-05,287.768799,1502.02832,36.7064056,0,19.7196331,287.768799,0,0,-31.595377,1.49E-05,3.22E-06,0.030965583,981.06,14.95,18.27,12.06,0.36,10.69,1.29,0.4,-1.01,8161244,9283408,14.4453125,41.78125,49.921875,275.39844,355.78906,876.7422,848.47656,961.97656
