time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,runoff
20100102,5.933043,-10.7901459,1238.63464,85.4063568,293.846497,4.79E-08,0,1532.48279,7.10E-06,278.435516,1532.48132,18.8537598,0,21.5970345,278.435516,0,0,-55.7447548,7.64E-06,4.91E-07,0.001639081,978.33,6.06,10.71,0.69,0,2.46,1.45,-0.46,0.3,9500892,10736784,7.171875,22.570312,27.976562,130.19531,186.36719,413.9922,418.20312,518.46875
20100103,5.93884516,-14.3386259,1238.14062,66.2060699,293.642639,3.04E-07,0,1531.78699,5.49E-06,276.957794,1531.78357,14.6162987,0,18.5899105,276.957794,0,0,-47.3418617,5.93E-06,1.28E-07,0.003632513,973.42,5.1,10.65,0.84,0,2.17,2.01,-1.58,-0.26,8267936,9344156,7.171875,22.554688,27.984375,129.75,184.64844,410.20312,414.28906,513.2422
20100104,6.07322502,15.7258835,1237.63904,83.1265411,293.872253,2.28E-07,7.63E-10,1531.52881,6.72E-06,281.760406,1531.51123,18.0443172,0,28.755455,281.760406,0,1.14E-07,-20.5798149,7.32E-06,3.63E-07,0.017443365,973.69,6.74,8.93,2.14,5.61,4.3,1.07,-0.56,-0.22,4537906,5129048,7.15625,22.4375,27.84375,128.82031,183.13281,406.3047,410.45312,508.46875
20100105,6.16776133,-7.81416273,1237.26978,18.0290642,297.122162,7.22E-07,0,1534.42615,2.05E-06,279.510345,1534.39197,6.83786535,0,14.9108782,279.510345,0,0,-4.09787464,2.77E-06,1.76E-14,0.034158427,977.96,6.79,8.09,5.84,2.6,5.1,2.23,-0.36,-2.18,1730378,1955848,7.046875,22.125,27.484375,127.734375,182.21875,402.76562,407.17188,506.53125
20100106,6.05054998,-10.4353514,1237.07715,37.0907898,297.409882,7.84E-07,0,1534.50208,4.97E-06,279.384949,1534.48682,14.3716755,0,6.98943472,279.384949,0,0,-26.1751633,5.83E-06,6.94E-08,0.014987805,979.76,6.74,9.38,2.89,0.19,3.52,1.6,-1.01,-0.72,4345530,4912224,6.953125,21.859375,27.125,126.546875,181.48438,399.85938,404.17188,508.59375
20100107,5.99469233,-3.37836218,1236.8822,80.96772,296.888519,2.12E-07,0,1533.77527,7.83E-06,280.437897,1533.77075,21.4824944,0,15.7103109,280.437897,0,0,-47.1553726,8.71E-06,6.65E-07,0.004571109,980.91,7.29,11.18,2.5,0,3.52,1.15,0.5,-0.38,7427784,8397168,6.890625,21.65625,26.84375,125.1875,180.35938,397.48438,401.34375,508.1875
20100108,5.97658157,-2.45730805,1236.62915,76.8929901,296.257416,1.03E-07,0,1532.88855,8.27E-06,280.213257,1532.88647,21.8854103,0,14.5238562,280.213257,0,0,-42.9349594,8.87E-06,5.01E-07,0.001912504,973.43,7.59,12.22,2.85,0,3.54,2.09,-1.37,-0.71,9083684,10269468,6.828125,21.453125,26.609375,124.125,178.89062,395.0625,398.6875,503.17188
20100109,5.98945093,7.65483618,1236.32507,50.7794952,295.830017,1.84E-07,0,1532.16785,6.30E-06,282.015228,1532.15503,16.526947,0,13.7219067,282.015228,0,0,-12.8670368,6.70E-06,2.13E-07,0.012829017,974.59,7.55,9.55,4.75,0.04,4.75,0.91,-0.7,-0.31,2243010,2536084,6.796875,21.296875,26.40625,123.828125,177.32812,392.17188,395.875,496.40625
20100110,5.99615431,-6.02703905,1235.99988,42.8973465,295.756256,1.51E-06,0,1531.76941,1.02E-05,280.911621,1531.75598,29.1563892,0,2.90560961,280.911621,0,0,-16.867054,1.18E-05,7.95E-08,0.013365845,980.27,8.32,10.5,6.49,0.26,2.23,2.49,-1.53,-1.79,4762132,5384812,6.734375,21.125,26.1875,123.265625,175.90625,388.70312,392.5625,489.70312
20100111,5.90076351,-16.1997795,1235.65869,74.8214874,294.795319,4.65E-08,0,1530.45483,1.55E-05,279.046722,1530.45422,39.3080711,0,3.94701815,279.046722,0,0,-47.7816315,1.59E-05,3.76E-07,0.000907839,985.4,6.84,10.75,1.17,0,-2.69,2.84,-2.36,-1.43,3993328,4515352,6.671875,20.921875,25.953125,121.984375,174.71875,385.0625,388.92188,483.95312
20100112,5.91534185,-9.55523014,1235.24951,117.321312,293.846375,8.57E-08,0,1529.09839,1.01E-05,278.595062,1529.09595,27.4152298,0,24.524025,278.595062,0,0,-74.9334946,1.11E-05,9.05E-07,0.002402079,984.43,5.78,10.6,0.93,0.02,0.22,1.42,0.1,-0.58,11036224,12480536,6.609375,20.71875,25.703125,120.546875,173.5,381.84375,385.46875,478.92188
20100113,5.90204,-0.882132769,1234.79395,109.855614,293.197083,5.87E-08,0,1527.99329,1.02E-05,280.16333,1527.99121,27.7278347,0,26.2502422,280.16333,0,0,-56.7580223,1.12E-05,1.01E-06,0.002201313,983.52,6.82,11.23,1.36,0,1.17,1.01,0.23,-0.65,9228234,10436476,6.546875,20.515625,25.453125,119.171875,171.9375,378.92188,382.42188,474.45312
20100114,5.88140726,8.26661396,1234.31091,99.1547089,292.5513,4.43E-08,0,1526.86377,1.17E-05,281.839935,1526.86218,31.0341854,0,27.6164341,281.839935,0,0,-32.2241516,1.26E-05,7.92E-07,0.001571993,979.66,8.44,12.28,0.94,0,2.43,2.04,-1.51,-0.41,10938646,12371476,6.46875,20.3125,25.203125,117.96875,170.1875,375.76562,379.32812,470.20312
20100115,5.88358259,-3.31260467,1233.7915,68.6650162,291.937683,1.27E-07,0,1525.7323,9.14E-06,281.882019,1525.72876,24.7458267,0,11.3111801,281.882019,0,0,-35.9301414,1.00E-05,7.65E-07,0.003226677,985.29,8.11,13.81,3.12,0,3.79,1.65,1.16,-0.34,9102188,10295328,6.421875,20.140625,24.984375,116.828125,168.4375,372.35938,376.03125,466.1875
20100116,5.88136911,-3.06719065,1233.24329,84.4065704,291.52774,2.05E-07,0,1524.77405,9.33E-06,281.557709,1524.771,25.6695194,0,19.0171852,281.557709,0,0,-42.7880859,1.04E-05,8.73E-07,0.003037926,984.45,7.95,12.03,3.01,0.01,4.13,1.64,-1.13,-0.57,7850828,8881488,6.359375,19.953125,24.765625,115.828125,166.79688,368.82812,372.59375,462.29688
20100117,5.86696863,-4.23379326,1232.67102,95.3582687,291.085999,1.61E-08,0,1523.75793,8.73E-06,281.196533,1523.75732,24.0329266,0,21.9877434,281.196533,0,0,-53.5727654,9.74E-06,9.96E-07,0.000872625,982.23,8.32,12.93,3.16,0,4.49,1.37,-1.12,-0.6,10144550,11478408,6.296875,19.75,24.546875,114.828125,165.34375,365.39062,369.09375,458.29688
20100118,5.8602705,15.7471199,1232.07324,113.074989,290.611908,1.52E-07,0,1522.69177,1.07E-05,284.32962,1522.68506,29.8604889,0,37.1116753,284.32962,0,0,-30.3371906,1.21E-05,1.26E-06,0.006593627,974.27,10.52,13.79,3.54,0.55,6.32,1.58,-1.06,-0.93,9811144,11103024,6.265625,19.59375,24.328125,113.75,163.875,362.10938,365.67188,453.95312
20100119,5.9149251,6.29581833,1231.4585,46.2410965,290.765198,8.01E-07,0,1522.24829,5.29E-06,284.742126,1522.22363,16.123024,0,13.4930601,284.742126,0,0,-10.3279305,6.54E-06,4.48E-07,0.024627002,972.37,11.48,14.18,9.37,1.39,8.93,1.67,-1.5,-0.18,3277848,3710260,6.8125,20.375,24.984375,113.25,162.64062,358.92188,362.45312,449.79688
20100120,5.94001102,-9.74800777,1230.89111,20.0859871,291.521332,1.30E-06,0,1522.42456,9.45E-06,281.600403,1522.41248,26.5246944,0,2.09994578,281.600403,0,0,-1.21536386,1.08E-05,9.66E-09,0.012121606,979.09,9.41,10.45,7.35,0.04,-0.03,3.75,-3.66,-0.06,1554226,1759612,7.171875,21.03125,25.9375,114.125,162.07812,356.10938,359.32812,445.89062
20100121,5.97136211,-3.36790085,1230.36121,42.2048264,291.475037,1.09E-06,0,1521.85059,7.74E-06,282.17749,1521.8363,22.2342148,0,15.6474552,282.17749,0,0,-7.69279337,9.01E-06,1.81E-07,0.014279299,982.41,9.25,11.93,5.85,2.62,3.9,2.76,-2.18,-1.44,7596518,8602560,6.84375,20.40625,25.484375,115.25,161.95312,354.625,357.0625,442.0625
20100122,5.95399141,-9.5556612,1229.86951,30.9402752,292.389465,1.08E-06,0,1522.27246,8.22E-06,280.013916,1522.25928,22.9516907,0,12.0405693,280.013916,0,0,-5.50274944,9.31E-06,5.26E-14,0.013496507,985.5,5.47,6.29,4.82,4.8,2.35,3.31,-2.58,-1.9,1837456,2081028,6.46875,19.75,24.609375,114.546875,161.39062,355.0625,356.64062,440.54688
20100123,5.96677399,-6.43818426,1229.41919,30.6051216,292.858521,9.77E-07,0,1522.30151,5.25E-06,280.374847,1522.27759,15.3605165,0,12.7011213,280.374847,0,0,-8.98335838,6.23E-06,1.55E-09,0.023847967,980.29,6.65,7.73,5.41,0.97,4.05,1.85,0.07,-1.39,2022948,2291312,6.28125,19.359375,24.0625,112.578125,161.26562,357.375,358.29688,442.76562
20100124,5.9288168,-16.8561459,1228.98999,69.6959076,292.790314,5.27E-07,0,1521.78662,7.82E-06,279.255035,1521.78003,21.838171,0,17.3339787,279.255035,0,0,-47.3964615,8.85E-06,5.08E-07,0.006371764,981.28,6.63,11.45,1.22,0.12,2.93,1.51,0.31,0.23,4805470,5444612,6.1875,19.125,23.765625,110.625,161.70312,361.32812,361.54688,446.98438
20100125,5.88006878,10.3569908,1228.55701,115.257401,292.218964,7.84E-08,0,1520.77881,1.07E-05,282.450165,1520.77588,29.2701511,0,35.2086868,282.450165,0,0,-40.405777,1.19E-05,1.12E-06,0.002777955,983.73,8.01,12.84,0.77,0.02,3.73,1.63,0.59,-1.35,9827652,11136308,6.140625,19,23.578125,109.25,161.29688,365.48438,365.5625,449.75
20100126,5.8679533,-13.7781,1228.0968,67.2068634,291.55658,1.23E-07,0,1519.65564,1.03E-05,279.905396,1519.65356,27.2588234,0,5.7389102,279.905396,0,0,-48.0001259,1.11E-05,5.80E-07,0.002345411,974.39,7.86,12,3.43,0,1.22,2.14,-0.64,-0.85,7365474,8347836,6.078125,18.84375,23.40625,108.65625,159.4375,365.59375,367.60938,450.95312
20100127,5.84817743,-1.00653458,1227.60388,123.069756,290.812012,8.55E-08,0,1518.41809,1.12E-05,281.309143,1518.41577,31.7815266,0,21.5812416,281.309143,0,0,-70.71064,1.29E-05,1.65E-06,0.002156779,974.36,7.62,13.52,2.33,0.03,2.94,1.99,-0.13,-0.65,10412088,11802850,6.03125,18.671875,23.203125,107.984375,157.84375,361.67188,365.5,450.875
20100128,5.82871199,7.42743731,1227.06116,129.470505,290.023682,1.78E-08,0,1517.08594,1.13E-05,282.907013,1517.08472,32.991993,0,28.5123615,282.907013,0,0,-60.5263443,1.34E-05,2.09E-06,0.001140427,976.56,9.34,14.91,1.91,0,4.03,1.19,-0.74,0.11,12453392,14119080,6.140625,18.828125,23.21875,107.140625,156.60938,356.82812,361.0625,448.42188
20100129,5.83160782,3.74966598,1226.47351,91.3540802,289.468689,1.52E-07,0,1515.94507,1.05E-05,283.855347,1515.94238,29.8089771,0,17.5307465,283.855347,0,0,-40.2678719,1.21E-05,1.43E-06,0.002783934,974.78,9.8,14.9,4.08,0.01,5.76,2.06,-0.03,-1.19,7218560,8186580,6.234375,18.9375,23.375,107.3125,155.73438,351.98438,356.25,443.90625
20100130,5.83830261,7.13996267,1225.85913,93.8036957,289.069305,1.90E-07,0,1514.93469,1.02E-05,284.457611,1514.92834,29.0780716,0,26.1724072,284.457611,0,0,-31.4060879,1.18E-05,1.41E-06,0.006214057,973.74,10.88,15.59,3.65,0.64,6.14,1.76,-1.6,-0.57,9378036,10636428,6.0625,18.640625,23.171875,109.1875,155.39062,347.59375,351.57812,438.54688
20100131,5.89055061,-8.95217037,1225.24109,57.4826241,289.385864,8.19E-07,0,1514.63757,6.64E-06,282.150116,1514.6272,19.9031487,0,4.51653719,282.150116,0,0,-42.0220985,8.07E-06,6.08E-07,0.010619012,974.24,10,13.86,6.67,0.8,6.38,2.16,-1.6,-1.39,6645172,7538180,5.984375,18.40625,22.84375,111.703125,155.82812,344.875,348.03125,433.70312
20100201,5.84886599,4.6071825,1224.62341,100.332474,289.062378,3.23E-07,0,1513.69373,1.21E-05,283.766937,1513.6853,34.1872177,0,26.2578449,283.766937,0,0,-35.2746696,1.39E-05,1.39E-06,0.007987729,973.08,10.28,13.49,6.68,0.67,5.53,2.02,-1.22,-1.42,7225094,8197804,5.921875,18.25,22.65625,113.453125,156.65625,344.10938,346.26562,429.90625
20100202,5.93120956,-0.820019364,1223.97327,69.1196671,289.414703,8.06E-07,0,1513.401,9.74E-06,283.182037,1513.38794,27.7170658,0,20.6628933,283.182037,0,0,-21.5594501,1.12E-05,6.95E-07,0.013095528,974.81,9.49,12.29,7.7,3.82,5.99,2.25,-0.91,-1.76,3776504,4285744,5.890625,18.109375,22.484375,114.46875,157.60938,344.625,346.10938,427.29688
20100203,5.97439528,-14.5663328,1223.39294,31.2628078,290.795868,1.01E-06,0,1514.20581,6.12E-06,280.300964,1514.18872,17.6889153,0,6.46154356,280.300964,0,0,-21.6891079,7.17E-06,4.60E-08,0.016936733,976.44,7.55,9.76,4.71,3.56,4.75,2.49,-1.27,-1.99,2811314,3190632,5.859375,18,22.359375,115.125,158.8125,346.23438,347.375,426.79688
20100204,5.92762136,-3.62674952,1222.8783,80.7041779,291.110443,4.40E-07,0,1513.99829,8.90E-06,281.649323,1513.98877,25.0478992,0,19.8694534,281.649323,0,0,-39.4146996,1.02E-05,8.11E-07,0.009484939,975.01,8.09,11.74,3.98,1.36,4.78,1.45,-0.85,-0.65,4316716,4899664,5.828125,17.890625,22.234375,115.15625,160.29688,349.25,349.84375,429.34375
20100205,5.91355562,-0.372657627,1222.38,97.807724,291.067322,2.99E-07,0,1513.45398,1.05E-05,282.50177,1513.44727,30.0613632,0,23.4283791,282.50177,0,0,-44.6896782,1.22E-05,1.35E-06,0.006751204,973.58,8.53,12.39,4.09,0.79,4.7,1.31,-0.25,-0.98,6958104,7900540,5.78125,17.765625,22.078125,114,160.96875,353.35938,353.39062,432.65625
20100206,5.88489771,-2.22398663,1221.88977,87.7491913,291.095734,3.05E-07,0,1512.98926,1.04E-05,282.42099,1512.98523,29.5327759,0,15.8971119,282.42099,0,0,-44.5439034,1.20E-05,1.24E-06,0.003779591,973.41,9.56,13.9,4.68,0.09,5.18,2,0.7,-1.64,7546618,8570340,5.75,17.625,21.9375,111.875,160.71875,356.34375,356.8125,435.125
20100207,5.84070253,5.43307781,1221.39014,105.966499,290.391571,3.23E-08,0,1511.78284,1.09E-05,283.507446,1511.78174,30.5495262,0,24.617363,283.507446,0,0,-45.3588409,1.24E-05,1.49E-06,0.001144101,969.03,10.53,15.6,5.35,0,5.58,2.08,-1.26,-0.91,13423238,15246264,5.71875,17.59375,22,110.28125,160.34375,356.625,358.34375,436.28125
20100208,5.83727312,1.87327683,1220.85693,80.0935211,289.695343,1.22E-08,0,1510.55627,9.46E-06,284.124969,1510.55237,26.6168079,0,14.0436459,284.124969,0,0,-37.562767,1.08E-05,1.31E-06,0.003988824,964.81,11.1,16.48,6.33,0.01,6.83,1.88,-0.72,-1.04,10356384,11766548,5.71875,17.5625,22.125,110.28125,160.25,354.28125,357.1875,436.125
20100209,5.78794193,15.4754829,1220.28638,120.926094,288.80014,4.66E-07,0,1509.09131,1.58E-05,287.275665,1509.08655,47.5231934,0,23.6422577,287.275665,0,0,-34.2739143,1.93E-05,2.98E-06,0.004705435,961.65,13.14,17.86,6.14,1.84,8.42,2.4,-1.75,-1.37,12163578,13821352,6.21875,18.8125,22.875,111.375,159.4375,350.96875,354.28125,434.5
20100210,6.00062561,-18.0496693,1219.69446,41.871727,289.841248,1.66E-06,0,1509.54785,8.87E-06,281.263824,1509.53564,26.3810425,0,30.7724705,281.263824,0,0,-2.77785134,1.07E-05,1.61E-07,0.012050624,966.99,7.58,10.23,5.34,2.31,2.86,4.29,-3.74,-2.1,2425942,2757576,6.625,20.40625,24.75,117.46875,162.28125,348.34375,351.28125,432.3125
20100211,5.84934235,-16.990242,1219.16724,33.4199486,289.775421,1.10E-06,0,1508.95093,1.26E-05,278.487122,1508.94287,33.8488388,0,9.91818523,278.487122,0,0,-6.64660978,1.37E-05,7.81E-14,0.008246559,982.6,5.65,7,4.46,0.62,-2.32,3.66,-2.49,-2.62,3236018,3679196,6.40625,20.34375,25.71875,133.96875,171.6875,351.03125,351.0625,431.65625
20100212,5.88155031,-3.4013679,1218.64038,55.852047,289.538513,9.02E-07,0,1508.19543,8.62E-06,280.368866,1508.17871,23.7872944,0,20.6034336,280.368866,0,0,-14.8593588,9.64E-06,1.27E-07,0.016639637,982.42,6.44,8.05,4.32,1.82,2.99,1.55,0.06,-1.46,4554910,5178414,6.03125,19.09375,24.40625,147.03125,180.9375,363.40625,358.625,434.5
20100213,5.94980192,-19.5018272,1218.12671,46.3950882,290.44165,1.06E-06,0,1508.58264,5.90E-06,277.777771,1508.56787,17.1926022,0,14.3610487,277.777771,0,0,-34.3542633,6.97E-06,1.01E-08,0.01422388,976.02,4.72,7.11,0.74,2.11,2.3,1.88,-0.14,-1.47,3445082,3917310,5.8125,18.28125,23.28125,145.5625,191.875,383.3125,375.34375,443.15625
20100214,5.89548159,-2.76716232,1217.64575,100.220505,290.285614,7.48E-07,0,1507.94141,1.26E-05,279.319977,1507.93115,34.162693,0,29.5366306,279.319977,0,0,-39.2818413,1.39E-05,4.88E-07,0.010068175,979.5,5.24,8.89,1.13,1.76,0.05,2.36,-1.86,-1.36,8399536,9552444,5.71875,18.03125,23.4375,137.96875,202.28125,406.25,397.59375,460.28125
20100215,5.97215986,-15.879117,1217.17273,50.2172813,291.084015,1.14E-06,0,1508.2688,7.74E-06,276.946686,1508.25684,21.8887577,0,12.0455923,276.946686,0,0,-32.1672974,8.87E-06,3.06E-14,0.0120384,983.44,4.09,6.8,1.98,2.38,1.16,2.68,-1.71,-1.99,4257670,4843160,5.59375,17.46875,22.84375,130.75,203.5625,423.25,418.375,485.4375
20100216,5.91984081,-2.48259306,1216.74268,100.621941,291.378357,5.14E-07,0,1508.12671,1.20E-05,278.91745,1508.12109,31.7437496,0,29.3201523,278.91745,0,0,-42.0373611,1.29E-05,3.95E-07,0.005586075,984.06,5.33,9.29,1.2,0.23,0.4,1.75,-1.4,-0.62,7542412,8580548,5.53125,17.15625,22.21875,123.15625,197.8125,425.5625,427.65625,511.34375
20100217,5.87034655,-0.836269379,1216.31726,118.754616,290.737885,2.83E-07,0,1507.07397,1.27E-05,280.073608,1507.05518,34.4794922,0,41.4467087,280.073608,0,0,-43.6642799,1.40E-05,9.55E-07,0.018779011,985.04,6.69,11.11,0.94,0.97,-0.69,2.1,-1.49,-1.2,12924254,14705640,5.46875,16.96875,21.8125,116.125,189.15625,414.96875,422.65625,525.59375
20100218,5.90632772,-9.51381302,1215.87402,68.8488083,290.730957,9.29E-07,0,1506.61682,6.95E-06,278.802185,1506.60486,20.0936527,0,18.1519413,278.802185,0,0,-40.1222076,8.15E-06,2.67E-07,0.011842383,985.18,4.61,7.61,0.67,1.4,1.98,1.13,0.27,0.09,6108058,6951496,5.4375,16.8125,21.5,110.9375,180.03125,398.0625,408.5,522.9375
20100219,5.89593458,-12.8505125,1215.43811,62.9818535,290.670471,7.11E-07,0,1506.11951,6.84E-06,277.412048,1506.10876,18.9878922,0,17.6454659,277.412048,0,0,-39.2035027,7.70E-06,1.46E-07,0.01088432,980.08,4.71,7.69,0.83,0.01,1.19,1.32,-0.29,-0.41,7053146,8028396,5.375,16.6875,21.34375,107.3125,171.28125,379.71875,390.78125,508.3125
20100220,5.82264996,5.40062618,1214.99353,145.863922,289.864655,1.10E-07,0,1504.86047,1.18E-05,280.834564,1504.85803,34.3929825,0,45.0935059,280.834564,0,0,-60.9703331,1.39E-05,2.08E-06,0.002262973,975.43,5.88,10.54,0.51,0,1.54,1.45,-1.07,-0.13,14164158,16123158,5.5,17.9375,22.21875,104.90625,163.28125,362.25,372.84375,487.59375
20100221,5.81396866,2.81481624,1214.50574,132.176331,289.005432,6.01E-08,0,1503.51294,1.03E-05,281.446045,1503.51074,30.3317719,0,38.4753914,281.446045,0,0,-60.5523834,1.23E-05,1.93E-06,0.001787724,974.38,8.21,12.8,1.47,0,3.43,1.09,-0.35,0.32,13398748,15255538,6.75,21.9375,25.59375,105.5625,157.09375,347.09375,356.53125,465.53125
20100222,5.80146074,3.01545477,1213.97791,111.453133,288.261353,1.11E-08,0,1502.24023,9.81E-06,282.21347,1502.23926,28.8716412,0,27.7312489,282.21347,0,0,-51.832592,1.17E-05,1.88E-06,0.000956424,973.3,9.56,14.5,3.45,0,5.11,0.87,0.07,-0.09,14778332,16828962,11.75,32.8125,35.3125,113.25,155.4375,335.34375,343.03125,445.15625
20100223,5.77996683,14.835619,1213.4137,116.67128,287.502228,4.64E-08,0,1500.92004,1.09E-05,284.880859,1500.91577,32.3460426,0,35.8406792,284.880859,0,0,-33.6395683,1.31E-05,2.21E-06,0.004115562,961.76,10.5,14.71,3.58,0.16,6.73,1.46,-1.06,-0.3,10419762,11868164,17.65625,45.90625,50.03125,134.59375,162.125,329.96875,334.1875,428.34375
20100224,5.79612875,7.88223267,1212.80811,86.2305222,286.955292,2.51E-07,0,1499.76904,9.24E-06,285.230896,1499.76355,28.0210323,0,16.6111279,285.230896,0,0,-33.7129021,1.14E-05,1.87E-06,0.005572512,961.49,13.08,17.68,8.68,0.07,9.02,1.36,0.09,0.85,8806662,10033746,22.15625,53.3125,59.4375,170.5625,173.40625,335.15625,333.875,417.40625
20100225,5.73570395,11.5894575,1212.17273,142.107086,286.112396,1.44E-07,0,1498.28711,1.36E-05,287.276489,1498.28491,44.5253258,0,26.7686939,287.276489,0,0,-59.2246704,1.81E-05,4.31E-06,0.002001149,967.55,13.62,19.74,9.88,0.01,9.55,2,0.61,-0.92,12840510,14629936,26.34375,61.9375,68.4375,208.8125,192.71875,350.46875,343.9375,415.65625
20100226,5.74891949,7.71528816,1211.48242,122.37397,285.33728,1.28E-07,0,1496.82288,1.20E-05,287.521179,1496.81995,39.2962379,0,22.5103531,287.521179,0,0,-52.8529243,1.59E-05,3.82E-06,0.003216148,967.51,13.35,19.45,7.27,0.01,9.55,1.37,-0.82,-0.86,10528294,11996486,29.21875,71.3125,79.40625,266.1875,229.5625,376.65625,364.40625,425.0625
20100227,5.67063665,21.8025093,1210.745,158.331924,284.191162,6.90E-08,0,1494.9375,1.68E-05,290.254883,1494.93616,55.1492805,0,32.8162155,290.254883,0,0,-48.5504684,2.24E-05,5.50E-06,0.001287019,963.96,16.72,21.36,7.25,0.1,11.9,1.87,-0.7,-1.49,14658220,16705140,29.8125,73.4375,83.28125,350,287.875,424.15625,401.5,446.90625
20100228,5.65542698,10.19841,1209.93701,112.822105,283.023315,1.82E-07,0,1492.96228,1.76E-05,290.358887,1492.96057,54.8584099,0,7.84312391,290.358887,0,0,-39.9258385,2.22E-05,4.51E-06,0.001898632,963.71,16.14,21.1,11.38,0.57,12.06,2.68,-2.36,-0.95,6601318,7524156,30.1875,74.625,84.75,419.96875,376.03125,510.96875,472.75,488.90625
20100301,5.61688232,9.03744793,1209.1604,121.152184,281.819214,6.63E-07,0,1490.98425,1.98E-05,290.4086,1490.97949,62.6209602,0,15.4984035,290.4086,0,0,-33.9950714,2.54E-05,4.88E-06,0.004698014,964.47,16.28,22.83,12.21,0.41,10.98,3.35,-2.09,-2.06,10475008,11941680,29.4375,72.09375,82.71875,452.34375,466.34375,638.46875,589.9375,569.4375
20100302,5.93740463,-14.1966324,1208.41882,66.762146,282.248047,1.38E-06,0,1490.6792,1.39E-05,284.956421,1490.66663,41.5551643,0,31.4186459,284.956421,0,0,-7.99517202,1.68E-05,1.52E-06,0.01234072,967.07,11.05,15.07,7.02,10.6,5.17,4.68,-3.79,-2.66,4153366,4735138,28.5625,68.96875,79.1875,448.125,521.03125,765.34375,724,701.5
20100303,5.7825923,-12.7520819,1207.85266,67.1101456,285.208679,1.23E-06,0,1493.07373,9.82E-06,282.432861,1493.06152,28.5613365,0,31.1704941,282.432861,0,0,-20.1299515,1.16E-05,5.28E-07,0.012325362,970.26,8.09,10.31,6.32,0.56,3.59,2.53,-1.54,-1.78,3496830,3989184,28.125,69.71875,80.71875,445.375,548.78125,866.09375,834.875,863.8125
20100304,5.79222012,1.44736791,1207.38159,64.8581619,285.190552,1.27E-06,0,1492.58374,1.06E-05,284.35672,1492.57202,31.2897072,0,20.4731522,284.35672,0,0,-11.6440334,1.27E-05,8.09E-07,0.011654259,967.07,10.96,13.52,7.55,0.62,6.29,2.16,-1.47,-0.73,6313800.5,7201194,25.5,63.75,75.6875,445.25,557.4375,955.09375,926.75,1017.65625
20100305,5.8732481,-5.960917,1206.92456,61.2881508,285.772858,2.12E-06,0,1492.71252,1.09E-05,283.690674,1492.69739,33.8723946,0,21.1597023,283.690674,0,0,-12.2203569,1.37E-05,7.55E-07,0.01512439,970.29,9.92,13,6.59,3.15,6.1,3.15,-2.41,-1.9,4150174.5,4734881,23.34375,58.8125,69.84375,421.5,548.4375,1008.375,993.46875,1128.6875
20100306,5.74932718,-4.79085588,1206.52405,98.7011566,285.96286,8.47E-07,0,1492.49353,1.46E-05,283.184418,1492.48682,41.0051346,0,39.0232239,283.184418,0,0,-23.4630985,1.66E-05,1.20E-06,0.006561899,977.78,8.14,9.43,6.56,0.82,3.25,3.04,-1.82,-2.37,2976195.5,3395488,20.96875,53.1875,64.03125,397.4375,530.25,1011.84375,1012.34375,1186.5
20100307,5.84167814,-4.73878717,1206.12439,41.4194717,286.046234,1.82E-06,0,1492.18762,8.87E-06,282.665985,1492.17065,26.9900265,0,8.37440109,282.665985,0,0,-10.7957115,1.09E-05,2.57E-07,0.016995266,976.36,9.4,11.03,6.99,2.43,5.3,2.33,-1.11,-1.31,3291380.5,3755142,18.6875,47.5,57.46875,370,504.75,983.78125,993.625,1195.4688
20100308,5.75407553,-15.1267166,1205.75012,61.1843147,286.104614,1.10E-06,0,1491.85986,1.58E-05,280.330688,1491.85486,41.8331909,0,6.20313406,280.330688,0,0,-28.2820301,1.70E-05,2.74E-08,0.005168761,987.48,7.55,9.67,5.15,2.9,0,4.44,-3.38,-2.7,5625753.5,6420388,16.65625,42.625,52.125,338.40625,478.875,942.0625,956.21875,1168.5625
20100309,5.66912127,-14.5173111,1205.34167,179.656387,284.590607,1.18E-08,0,1489.93262,1.69E-05,280.266205,1489.93237,48.6538582,0,60.0846405,280.266205,0,0,-85.4413071,1.97E-05,2.79E-06,0.000412875,990.49,7.33,11.68,3.95,0,-3.34,2.08,-1.6,0.03,18025866,20574978,14.6875,37.59375,46.34375,307.40625,448.34375,897.25,913.8125,1125.3125
20100310,5.66540527,0.504201531,1204.84131,186.010651,283.420135,1.09E-09,0,1488.26172,1.47E-05,282.241638,1488.2616,45.6161804,0,52.9173927,282.241638,0,0,-86.9680252,1.85E-05,3.81E-06,0.000207605,982.47,8.65,13.55,2.52,0,1.51,1.38,0.86,-0.51,18200496,20777664,12.9375,33.1875,40.9375,275.28125,411.375,841.84375,863.53125,1075.5
20100311,5.63365602,10.9574299,1204.26953,183.499435,282.278564,6.74E-10,0,1486.54834,1.59E-05,284.985107,1486.5481,50.7957344,0,45.2833633,284.985107,0,0,-76.4545288,2.06E-05,4.70E-06,0.000212576,974.32,10.52,16.45,3.39,0,5.21,1.63,-1.02,-0.96,18276462,20867476,12.6875,32.40625,38.6875,246.9375,374.125,777.4375,802.71875,1015.625
