time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,runoff
20100102,5.85987186,-3.62834501,1705.62415,106.079544,291.590759,-3.23E-08,0,1997.21912,4.79E-06,277.824127,1997.21533,14.7591295,0,24.6907845,277.824127,0,0,-70.2513657,5.98E-06,1.22E-06,0.004229901,941.85,3.46,9.14,-1.45,0.01,0.85,0.71,0.37,-0.04,8718736,9731072,7.171875,22.570312,27.976562,130.19531,186.36719
20100103,5.88301277,-9.54590034,1705.20691,55.2306938,291.661987,8.29E-07,0,1996.87744,2.61E-06,276.651978,1996.86829,9.42526627,0,-6.7398119,276.651978,0,0,-62.0931702,3.82E-06,3.84E-07,0.008591627,938.05,1.12,5.45,-2.98,0.04,-0.86,1.04,-0.68,-0.02,3915720,4368512,7.171875,22.554688,27.984375,129.75,184.64844
20100104,5.84737062,12.8096943,1704.79175,114.447517,291.307465,9.02E-07,0,1996.10706,9.20E-06,281.30484,1996.09912,29.5636883,0,25.1924038,281.30484,0,0,-46.8707161,1.20E-05,1.88E-06,0.007753714,938.24,6.47,11.86,-3.03,0.61,1.39,1.25,-1.2,-0.21,9526382,10630876,7.15625,22.4375,27.84375,128.82031,183.13281
20100105,5.8475852,-3.64520836,1704.36316,77.2462997,290.972473,4.76E-07,0,1995.35474,6.17E-06,280.0401,1995.33557,19.4552593,0,19.0742531,280.0401,0,0,-42.365181,7.89E-06,1.24E-06,0.019132162,941.62,5.39,9.31,2.95,0.33,2.57,1.18,0.7,-0.31,6747974,7532140,7.046875,22.125,27.484375,127.734375,182.21875
20100106,5.90380383,-11.8023224,1703.93164,35.9069557,291.38501,1.23E-06,0,1995.34753,3.23E-06,277.993378,1995.31665,11.9312229,0,0.272625297,277.993378,0,0,-35.5123863,4.84E-06,3.74E-07,0.030857114,943.76,3.86,5.7,0.61,0.92,2.15,0.88,0.11,-0.04,2371356,2645432,6.953125,21.859375,27.125,126.546875,181.48438
20100107,5.84311104,2.78489637,1703.51794,103.076927,291.171967,8.48E-07,0,1994.7002,6.55E-06,280.182373,1994.69043,21.9126987,0,9.22649479,280.182373,0,0,-69.1466446,8.88E-06,1.48E-06,0.010289343,944.29,5.17,10.68,0.39,0.04,2.03,0.93,0.68,-0.15,9762696,10896764,6.890625,21.65625,26.84375,125.1875,180.35938
20100108,5.87756538,-9.26689053,1703.10144,43.5750351,291.2146,1.37E-06,0,1994.32739,3.78E-06,278.413757,1994.3158,13.9132385,0,-4.93633842,278.413757,0,0,-43.8706818,5.64E-06,4.87E-07,0.011400051,938.33,3.6,7.31,-0.22,0.25,1.96,1.15,-0.25,-0.09,3169810,3536800,6.828125,21.453125,26.609375,124.125,178.89062
20100109,5.83415127,3.14404082,1702.68372,89.1093979,290.913422,9.57E-08,0,1993.59863,7.03E-06,280.533691,1993.5968,21.1439228,0,11.985898,280.533691,0,0,-52.8305969,8.57E-06,1.45E-06,0.001437021,939.16,5.43,9.79,-0.29,0,2.49,1.13,-1.08,-0.07,4221854,4713720,6.796875,21.296875,26.40625,123.828125,177.32812
20100110,5.76690006,0.795475006,1702.25427,94.3060226,290.141296,2.26E-07,0,1992.39685,1.70E-05,280.942719,1992.39551,47.2745895,0,-13.8489017,280.942719,0,0,-60.0850792,1.92E-05,1.96E-06,0.001326013,945.26,6.23,11.19,0.82,0.12,-1.62,2.18,-2.14,-0.28,7946088,8871868,6.734375,21.125,26.1875,123.265625,175.90625
20100111,5.72596455,-17.3311729,1701.7843,106.240646,288.702698,2.16E-07,0,1990.48792,1.66E-05,277.779541,1990.48682,46.2712364,0,-4.7035594,277.779541,0,0,-82.0191498,1.88E-05,1.95E-06,0.000823914,950.35,3.75,9,-0.02,0.22,-5.99,2.27,-2.21,-0.3,9160050,10228296,6.671875,20.921875,25.953125,121.984375,174.71875
20100112,5.76390266,-14.2492485,1701.25049,126.876366,287.928864,1.63E-09,0,1989.17944,8.20E-06,276.185028,1989.17932,23.6347218,0,29.452158,276.185028,0,0,-88.037262,9.58E-06,1.39E-06,0.000176466,948.09,4,8.45,-0.29,0,-3.08,0.86,0.28,-0.26,12009000,13412524,6.609375,20.71875,25.703125,120.546875,173.5
20100113,5.75262594,5.05137014,1700.68677,112.536003,287.526855,2.86E-07,0,1988.21741,9.67E-06,279.019379,1988.2135,28.0496368,0,27.2731247,279.019379,0,0,-52.1488571,1.14E-05,1.42E-06,0.003831209,946.84,4.65,9.41,0.16,0.02,-0.26,1.28,1.11,-0.26,9958976,11124240,6.546875,20.515625,25.453125,119.171875,171.9375
20100114,5.78216076,1.03422773,1700.11194,47.5540848,287.433777,1.28E-06,0,1987.55396,6.17E-06,279.466156,1987.54602,19.7682114,0,-2.12598991,279.466156,0,0,-28.8728447,8.01E-06,5.58E-07,0.008120857,944.57,4.31,7.3,2.27,0.01,1.21,1.08,-0.62,0.08,4927098,5502428,6.46875,20.3125,25.203125,117.96875,170.1875
20100115,5.73136711,5.84919882,1699.53418,104.796188,286.912567,1.14E-08,0,1986.4519,1.04E-05,281.94165,1986.44702,30.8475838,0,11.6185923,281.94165,0,0,-56.480957,1.25E-05,2.09E-06,0.005103212,948.77,6.72,13.1,2.06,0,1.57,1.12,0.53,-0.34,11154612,12464284,6.421875,20.140625,24.984375,116.828125,168.4375
20100116,5.81805372,-14.3288813,1698.9447,36.1486893,287.220612,1.01E-06,0,1986.18347,3.26E-06,278.428284,1986.16589,11.4661922,0,0.965310991,278.428284,0,0,-38.0581207,4.65E-06,3.80E-07,0.018224996,948.49,5.12,7.73,1.31,0.13,3.4,0.81,0.07,-0.06,3222362,3599924,6.359375,19.953125,24.765625,115.828125,166.79688
20100117,5.78429365,-4.8953824,1698.36877,82.4481735,287.381897,3.43E-07,0,1985.77209,3.44E-06,278.660492,1985.75061,10.8510904,0,33.3544083,278.660492,0,0,-43.1341362,4.40E-06,6.15E-07,0.021397894,946.43,4.84,9.15,1.28,0.08,2.36,0.66,0.11,0.06,7750958,8663764,6.296875,19.75,24.546875,114.828125,165.34375
20100118,5.79623079,9.49899578,1697.80457,73.0288773,287.483948,1.37E-06,0,1985.31958,4.24E-06,281.155212,1985.28845,15.4643364,0,28.4814053,281.155212,0,0,-19.5723019,6.27E-06,6.55E-07,0.031177353,939.15,6.6,9.22,1.76,0.28,3.96,0.91,0.26,0.02,5589676,6247216,6.265625,19.59375,24.328125,113.75,163.875
20100119,5.79771376,6.54664469,1697.25061,46.2495651,287.83075,2.08E-06,0,1985.09998,8.53E-06,282.90567,1985.08105,27.8936081,0,-11.414484,282.90567,0,0,-23.2249699,1.13E-05,6.99E-07,0.018689625,938.52,7.44,9.95,4.06,0.4,3.46,1.77,-1.74,0.07,2853186,3191256,6.8125,20.375,24.984375,113.25,162.64062
20100120,5.63883829,-9.89224625,1696.70764,39.2364769,286.617126,3.48E-07,0,1983.32581,2.36E-05,279.585449,1983.32471,62.6212616,0,-36.5691261,279.585449,0,0,-23.0806389,2.54E-05,1.47E-06,0.001105257,945.8,4.62,5.7,3.06,0.2,-9.25,3.31,-3.3,-0.3,2361084,2652228,7.171875,21.03125,25.9375,114.125,162.07812
20100121,5.73186159,-5.39894533,1696.1062,61.989994,285.746307,1.32E-06,0,1981.85864,1.16E-05,280.014496,1981.85254,34.2071114,0,8.10588646,280.014496,0,0,-25.0782051,1.39E-05,9.39E-07,0.00604271,947.96,5.65,9.37,1.89,0.05,-3.37,2.48,-2.13,-0.41,6881084,7737620,6.84375,20.40625,25.484375,115.25,161.95312
20100122,5.69721699,-7.2833786,1695.46936,72.4581299,285.215424,2.11E-07,0,1980.6969,1.05E-05,278.654755,1980.68457,28.9059601,0,25.8041725,278.654755,0,0,-25.0305119,1.17E-05,1.04E-06,0.012117918,949.83,4.09,6.94,1.84,0.72,-3.98,1.62,-1.55,-0.38,5302472,5970348,6.46875,19.75,24.609375,114.546875,161.39062
20100123,5.8398757,-3.7621057,1694.82458,33.3870392,285.859985,1.57E-06,0,1980.71179,3.61E-06,279.01712,1980.68445,13.4508133,0,13.3834534,279.01712,0,0,-10.3133039,5.45E-06,2.72E-07,0.02727337,944.16,4.21,5.56,2.66,2.02,2.47,0.84,0.31,-0.37,2455360,2772104,6.28125,19.359375,24.0625,112.578125,161.26562
20100124,5.75002432,-9.23709774,1694.22327,84.3483505,286.339722,1.15E-06,0,1980.5741,7.93E-06,279.013855,1980.56311,25.5124321,0,9.22383308,279.013855,0,0,-58.8598251,1.03E-05,1.26E-06,0.011122141,945.2,6.24,12,-1.1,0.09,0.46,1.6,-1.53,-0.22,8457302,9514228,6.1875,19.125,23.765625,110.625,161.70312
20100125,5.72293234,7.45054293,1693.64563,131.280396,285.899658,5.34E-07,0,1979.55176,1.19E-05,281.285065,1979.54553,35.4654427,0,25.4401283,281.285065,0,0,-62.9126511,1.44E-05,1.93E-06,0.006409992,947.23,6.01,11.82,-1.27,0.32,0.57,1.43,0.92,-0.54,11940414,13403360,6.140625,19,23.578125,109.25,161.29688
20100126,5.86799288,-7.77540636,1693.06519,73.5597076,286.73288,1.57E-06,0,1979.8114,4.79E-06,279.406982,1979.79797,16.9516315,0,18.3548927,279.406982,0,0,-46.0360527,6.87E-06,5.18E-07,0.013348402,939.11,4.89,8.69,0.38,0.69,2.3,1.54,0.11,-0.11,4877694,5469448,6.078125,18.84375,23.40625,108.65625,159.4375
20100127,5.73059273,-0.186059535,1692.52087,135.799149,286.706421,1.35E-07,0,1979.22852,9.83E-06,280.831177,1979.22742,29.5574036,0,20.2436466,280.831177,0,0,-86.1819153,1.20E-05,2.01E-06,0.00119831,938.74,6.71,12.98,0.24,0,0.53,1.16,0.16,-0.3,13012734,14587564,6.03125,18.671875,23.203125,107.984375,157.84375
20100128,5.73620415,3.62187171,1691.96997,129.174683,286.157623,1.93E-07,0,1978.13135,1.01E-05,282.031311,1978.12793,31.080225,0,24.8367519,282.031311,0,0,-69.6352081,1.26E-05,2.30E-06,0.0038085,941.34,8.17,14.29,0.42,0.01,2.26,1.05,-0.99,-0.21,11540672,12936320,6.140625,18.828125,23.21875,107.140625,156.60938
20100129,5.74191093,2.11951494,1691.39856,100.064713,285.932892,3.12E-07,0,1977.34949,7.82E-06,282.021118,1977.3313,23.7418995,0,21.0587654,282.021118,0,0,-53.1423988,9.63E-06,1.49E-06,0.018068925,939.42,7.89,12.84,3.11,0.17,3.81,1.3,0.14,-0.49,7348038,8237612,6.234375,18.9375,23.375,107.3125,155.73438
20100130,5.71102619,2.30850816,1690.8219,110.827774,285.567566,8.55E-07,0,1976.39465,1.01E-05,282.387207,1976.38916,31.5019321,0,22.461338,282.387207,0,0,-54.5536652,1.28E-05,1.83E-06,0.00530029,938.78,8.28,13.61,2.57,0.02,3.21,1.33,-1.25,-0.36,9330906,10462224,6.0625,18.640625,23.171875,109.1875,155.39062
20100131,5.71497917,-6.50214195,1690.23108,91.1657257,285.182007,2.94E-07,0,1975.41589,7.92E-06,280.845886,1975.41296,23.5920448,0,10.3251448,280.845886,0,0,-63.7541199,9.56E-06,1.35E-06,0.002834202,939.11,7.08,11.93,1.15,0.24,3.07,1.05,-0.01,-0.45,6421302,7201372,5.984375,18.40625,22.84375,111.703125,155.82812
20100201,5.67071724,-0.323026985,1689.66455,131.974976,284.565979,3.37E-07,0,1974.23303,1.28E-05,281.485748,1974.23047,38.0812149,0,19.3149185,281.485748,0,0,-74.8996887,1.54E-05,2.32E-06,0.002493079,938.15,7.59,12.38,0.99,0.29,1.19,1.13,-0.53,-0.22,9298502,10429592,5.921875,18.25,22.65625,113.453125,156.65625
20100202,5.67003441,-2.35585594,1689.09912,130.347122,283.82724,3.71E-07,0,1972.93579,1.16E-05,281.416748,1972.92651,35.4057961,0,34.2479057,281.416748,0,0,-63.0508766,1.44E-05,2.35E-06,0.009459348,939.38,8.72,13.43,4.28,0.63,1.74,1.22,-1.06,-0.41,10696656,12000848,5.890625,18.109375,22.484375,114.46875,157.60938
20100203,5.72089577,-11.639967,1688.51025,62.8671989,283.878632,1.03E-06,0,1972.41711,5.36E-06,279.109558,1972.38867,17.5631256,0,13.161561,279.109558,0,0,-43.7900467,7.12E-06,7.36E-07,0.028143214,940.91,6.02,9.24,3.37,1.56,2.6,0.71,-0.14,-0.49,4817290,5406344,5.859375,18,22.359375,115.125,158.8125
20100204,5.73340988,-6.06524849,1687.92908,86.2627182,284.168274,1.01E-06,0,1972.11316,5.86E-06,279.107788,1972.09766,19.1579399,0,22.5624561,279.107788,0,0,-50.6045799,7.77E-06,8.99E-07,0.015785893,939.22,7.31,9.75,3.54,1.17,3.53,0.84,0.57,-0.27,6703410,7523936,5.828125,17.890625,22.234375,115.15625,160.29688
20100205,5.74048471,-0.583419502,1687.36829,70.3152542,284.471924,8.92E-07,0,1971.85217,5.60E-06,280.056732,1971.84021,17.9156914,0,18.8776684,280.056732,0,0,-34.1021576,7.26E-06,7.70E-07,0.011916,937.91,7.37,10.17,4.96,0.48,4.15,0.7,0.33,-0.04,5842398,6558460,5.78125,17.765625,22.078125,114,160.96875
20100206,5.75966692,7.62354326,1686.83313,65.8932266,284.803589,1.56E-06,0,1971.65076,7.38E-06,281.967896,1971.63708,24.1873188,0,13.2430973,281.967896,0,0,-20.8309593,9.81E-06,8.62E-07,0.014019584,937.5,7.95,10.88,4.92,0.35,4.36,1.38,1.3,-0.03,6141662,6895428,5.75,17.625,21.9375,111.875,160.71875
20100207,5.76078606,-4.56376457,1686.32141,49.6283493,285.21402,1.29E-06,0,1971.5564,4.50E-06,281.046356,1971.5354,15.6215534,0,-1.31616759,281.046356,0,0,-39.8941803,6.33E-06,5.43E-07,0.021044068,934.67,6.6,9.96,2.48,0.12,4.2,1.26,-0.08,0.01,3890754,4368528,5.71875,17.59375,22,110.28125,160.34375
20100208,5.703403,6.25794458,1685.82288,130.373993,284.924072,2.46E-08,0,1970.76917,8.75E-06,283.333527,1970.74683,26.3890171,0,36.76548,283.333527,0,0,-60.9593468,1.07E-05,1.92E-06,0.022172669,930.14,9.73,15.29,1.93,0.02,5.52,1.25,0.06,-0.26,12381234,13909292,5.71875,17.5625,22.125,110.28125,160.25
20100209,5.72318077,6.2937789,1685.3158,100.166885,284.673065,2.47E-06,0,1970.00171,9.16E-06,283.997864,1969.98889,32.6047592,0,25.9597015,283.997864,0,0,-35.303669,1.32E-05,1.59E-06,0.012760544,928.24,10.24,14.99,4.31,2.13,6.19,1.69,-1.56,-0.11,8449114,9493608,6.21875,18.8125,22.875,111.375,159.4375
20100210,5.87806559,-18.9017944,1684.81897,25.2347221,286.238556,1.71E-06,0,1971.06494,6.48E-06,278.493591,1971.0575,20.6370182,0,5.4962821,278.493591,0,0,-18.0110626,8.37E-06,1.70E-07,0.007468872,933.82,4.31,5.92,2.62,2.21,0.39,3.1,-3.07,-0.33,1709392,1921296,6.625,20.40625,24.75,117.46875,162.28125
20100211,5.74659777,-13.0574656,1684.36121,121.51976,286.06601,3.27E-07,0,1970.42957,1.39E-05,278.051666,1970.42725,38.6352043,0,29.9420319,278.051666,0,0,-66.0052414,1.57E-05,1.40E-06,0.002354601,946.86,3.81,8.7,0.57,0.03,-3.91,2.43,-2.38,-0.43,10017764,11271272,6.40625,20.34375,25.71875,133.96875,171.6875
20100212,5.76129341,-0.080939554,1683.9104,140.212509,285.713013,3.36E-07,0,1969.63159,1.14E-05,279.708557,1969.62354,33.0768509,0,58.3386307,279.708557,0,0,-48.8720093,1.34E-05,1.69E-06,0.008203805,945.68,5.43,9.96,0.94,3.25,-1.14,1,0.6,-0.32,13092712,14729632,6.03125,19.09375,24.40625,147.03125,180.9375
20100213,5.9237771,-18.3735962,1683.48706,41.5379601,287.688965,1.23E-06,0,1971.19897,3.26E-06,276.338928,1971.17603,11.6401901,0,7.57904339,276.338928,0,0,-40.6988297,4.72E-06,2.25E-07,0.022930987,940.03,2.12,5.33,-1.15,4.09,0.79,0.95,-0.62,-0.38,2574804,3234136,5.8125,18.28125,23.28125,145.5625,191.875
20100214,5.80101824,-4.00661802,1683.12524,96.9450302,287.788971,1.47E-06,0,1970.92139,1.06E-05,277.826385,1970.91443,32.1908531,0,25.213398,277.826385,0,0,-43.5458717,1.31E-05,9.64E-07,0.007182472,943.56,3.76,7.58,-0.95,1.06,-2.84,1.76,-1.67,-0.4,8162262,10005720,5.71875,18.03125,23.4375,137.96875,202.28125
20100215,5.85577583,-17.059248,1682.78259,99.3022003,288.340302,1.11E-06,5.75E-06,1971.13489,7.84E-06,275.605621,1971.12231,23.9339828,0,34.9043961,275.605621,0,0.000862828,-57.5212631,9.70E-06,7.58E-07,0.0111414,947.58,1.88,4.84,-1.12,1.29,-3.08,1.7,-1.63,-0.39,5890114,7276708,5.59375,17.46875,22.84375,130.75,203.5625
20100216,5.81883335,-1.99632895,1682.46436,112.930489,288.615204,6.84E-07,0,1971.08264,1.22E-05,277.121796,1971.07947,34.2585983,0,22.5959778,277.121796,0,0,-58.0661736,1.39E-05,9.78E-07,0.003093061,948.01,2.58,7.04,-1.21,0.65,-3.34,1.46,-1.41,-0.26,8071466,10127596,5.53125,17.15625,22.21875,123.15625,197.8125
20100217,5.7344203,-7.43119192,1682.14417,123.148026,287.712708,2.01E-07,0,1969.86096,1.21E-05,277.221039,1969.85706,34.0415268,0,39.9703407,277.221039,0,0,-56.571949,1.38E-05,1.51E-06,0.00398141,949.22,3.49,7.37,-0.34,0.11,-5.09,1.43,-1.41,0.03,8338470,10126960,5.46875,16.96875,21.8125,116.125,189.15625
20100218,5.76075697,-10.2471676,1681.78967,113.81237,287.151398,2.04E-07,1.73E-09,1968.94421,7.40E-06,276.643921,1968.94092,21.735363,0,35.8171043,276.643921,0,2.60E-07,-66.5121536,8.81E-06,1.21E-06,0.003195453,947.94,3.34,8.15,-0.63,0,-2.83,0.82,0.51,-0.18,9147724,10844172,5.4375,16.8125,21.5,110.9375,180.03125
20100219,5.77332544,-12.2808599,1681.41602,93.5496597,287.00882,6.12E-07,0,1968.43176,5.77E-06,275.270111,1968.42517,17.2391205,0,38.9891853,275.270111,0,0,-49.6037865,6.99E-06,6.11E-07,0.006947753,943.21,2.52,5.66,-0.55,0.01,-0.82,1.11,1.05,-0.16,8071886,9390750,5.375,16.6875,21.34375,107.3125,171.28125
20100220,5.74356127,2.71056437,1681.03662,154.479965,286.63678,4.94E-08,0,1967.67883,7.40E-06,277.984528,1967.67371,21.661005,0,54.7982712,277.984528,0,0,-75.3043365,8.78E-06,1.34E-06,0.005352388,939.19,3.44,7.79,-0.19,0,-0.15,1,0.65,0.01,12029558,13793712,5.5,17.9375,22.21875,104.90625,163.28125
20100221,5.73689365,5.21243382,1680.64307,154.683563,286.189545,6.87E-08,0,1966.8429,7.52E-06,279.726654,1966.83252,22.9280872,0,49.2242126,279.726654,0,0,-77.3134766,9.30E-06,1.71E-06,0.010223993,938.37,6.08,11.83,-0.02,0,1.47,0.64,0.19,-0.02,14994218,17031934,6.75,21.9375,25.59375,105.5625,157.09375
20100222,5.71524143,9.96086121,1680.23242,164.842133,285.660889,2.82E-07,0,1965.89844,8.87E-06,282.016205,1965.89319,28.0496807,0,46.248436,282.016205,0,0,-80.5798035,1.14E-05,2.22E-06,0.005158751,937.38,8,14.66,1.84,0,3.84,1.02,0.84,-0.32,15265578,17258574,11.75,32.8125,35.3125,113.25,155.4375
20100223,5.71522713,8.39108467,1679.80469,109.820396,285.229187,4.08E-07,0,1965.0437,7.56E-06,282.267517,1965.03418,23.218914,0,29.9747677,282.267517,0,0,-48.2279282,9.41E-06,1.45E-06,0.009770579,927.11,8.06,12.65,3.35,0.01,4.18,1.02,0.21,-0.04,11195372,12635666,17.65625,45.90625,50.03125,134.59375,162.125
20100224,5.63985205,18.9148922,1679.35559,160.952759,284.289368,4.72E-07,0,1963.64709,1.70E-05,285.782623,1963.64478,52.3743973,0,11.4517889,285.782623,0,0,-78.2049026,2.12E-05,3.81E-06,0.002027367,927.12,11.61,19.26,4.5,0,3.75,1.82,-1.77,-0.18,15395784,17372220,22.15625,53.3125,59.4375,170.5625,173.40625
20100225,5.5799613,15.3929968,1678.85645,169.909393,282.499481,-1.67E-07,0,1961.35901,1.87E-05,287.730103,1961.35596,59.092205,0,11.083065,287.730103,0,0,-84.3405914,2.40E-05,5.43E-06,0.003009359,932.77,12.55,20.58,4.73,0,5.6,1.32,-0.33,-0.34,16366030,18468730,26.34375,61.9375,68.4375,208.8125,192.71875
20100226,5.67988777,3.71915174,1678.29993,80.1107941,282.202759,2.33E-07,0,1960.51733,8.03E-06,285.92984,1960.50269,24.52388,0,3.95527506,285.92984,0,0,-47.9169388,9.94E-06,1.68E-06,0.014657019,933.02,12.85,17.45,7.33,0.06,9.09,0.78,0.24,-0.38,8631634,9743814,29.21875,71.3125,79.40625,266.1875,229.5625
20100227,5.7349453,15.2633028,1677.73401,75.7323761,282.390381,9.78E-07,0,1960.14441,7.45E-06,287.289001,1960.12415,24.303587,0,19.4602184,287.289001,0,0,-16.69314,9.85E-06,1.42E-06,0.020077635,930.09,13.94,17.56,8.31,2.61,10.06,0.9,0.36,-0.25,7671706,8660844,29.8125,73.4375,83.28125,350,287.875
20100228,5.73527288,2.52539349,1677.21106,68.6862869,283.493866,1.31E-06,0,1960.7179,9.94E-06,286.500488,1960.70508,31.5558147,0,-21.1570892,286.500488,0,0,-55.767971,1.28E-05,1.54E-06,0.012886652,930.85,10.77,17.08,5.4,0.61,6.29,2,-1.95,-0.37,7710230,8707980,30.1875,74.625,84.75,419.96875,376.03125
20100301,5.73227787,5.41934299,1676.76672,74.2599411,283.374329,2.22E-06,0,1960.1488,1.01E-05,286.887817,1960.14087,34.724617,0,9.85383129,286.887817,0,0,-24.2620068,1.41E-05,1.78E-06,0.0076589,931.42,12.84,18.71,6.56,2.84,8.47,2.06,-1.35,-0.63,10894638,12309158,29.4375,72.09375,82.71875,452.34375,466.34375
20100302,6.08614779,-16.0576992,1676.37732,32.7846947,285.799042,1.88E-06,0,1962.19067,5.36E-06,281.859039,1962.17639,19.0353508,0,17.2359886,281.859039,0,0,-12.5814943,7.72E-06,4.76E-07,0.014275299,934.13,6.58,8.91,3.62,12.21,5.16,2.56,-2.55,-0.07,1770286,2000514,28.5625,68.96875,79.1875,448.125,521.03125
20100303,5.77224827,-11.5241423,1676.15967,155.79129,288.190857,1.49E-07,0,1964.35669,1.10E-05,281.361267,1964.35107,34.4738083,0,66.0084534,281.361267,0,0,-66.8381042,1.40E-05,2.83E-06,0.006116526,934.52,8.05,12.85,3.48,0.19,2.57,1.42,-0.55,-0.65,11365040,12847184,28.125,69.71875,80.71875,445.375,548.78125
20100304,5.86409903,3.02122426,1676.0022,91.7459259,288.100983,2.00E-06,0,1964.11462,8.92E-06,282.512573,1964.10327,30.5573406,0,28.6266327,282.512573,0,0,-29.5335484,1.24E-05,1.47E-06,0.01145745,932.58,7.87,11.02,4.23,1.38,3.84,1.25,-0.81,-0.02,7210960.5,8152734,25.5,63.75,75.6875,445.25,557.4375
20100305,5.99004936,-8.93915939,1675.84119,65.2431564,289.600067,1.81E-06,0,1965.4552,6.15E-06,281.139191,1965.44141,21.8701916,0,15.247118,281.139191,0,0,-37.0704193,8.87E-06,9.11E-07,0.013951328,936.17,6.23,9.67,3.3,1.82,3.2,1.87,-1.84,-0.15,3211992.5,3632947,23.34375,58.8125,69.84375,421.5,548.4375
20100306,5.83895636,-4.51838303,1675.73352,134.37558,290.407135,6.95E-07,0,1966.15393,1.01E-05,281.207336,1966.14038,32.0123711,0,59.2320747,281.207336,0,0,-47.6476212,1.30E-05,2.23E-06,0.013266216,941.88,7.87,11.97,3.19,0.07,1.67,1.08,-0.54,-0.63,11826631,13380454,20.96875,53.1875,64.03125,397.4375,530.25
20100307,5.98441076,-6.99037933,1675.63879,54.4777718,290.998108,2.53E-06,0,1966.65149,6.20E-06,279.972321,1966.63696,22.9522095,0,19.6203823,279.972321,0,0,-18.8974438,9.31E-06,5.69E-07,0.014467608,941.48,5.33,6.81,2.54,3.4,2.32,1.97,-0.09,-0.49,3027074.5,3425722,18.6875,47.5,57.46875,370,504.75
20100308,5.73085356,-14.2684841,1675.59119,127.021042,290.642334,5.74E-07,0,1966.23474,2.49E-05,278.791473,1966.23364,68.7460022,0,-4.22290325,278.791473,0,0,-76.7765732,2.79E-05,2.42E-06,0.001184562,952.63,4.95,10.09,-0.57,0.09,-8.17,3.57,-3.5,-0.56,10517581,11927520,16.65625,42.625,52.125,338.40625,478.875
20100309,5.73405457,-18.6622887,1675.51392,199.274323,288.657013,3.43E-09,0,1964.17102,1.43E-05,276.370941,1964.17078,41.5680809,0,79.4727478,276.370941,0,0,-96.8976593,1.69E-05,2.54E-06,0.000140381,954.03,4.48,9.19,-0.57,0,-7.91,1.22,-0.84,-0.26,19269976,21847606,14.6875,37.59375,46.34375,307.40625,448.34375
20100310,5.72581148,8.65336895,1675.37354,198.224792,287.527344,5.33E-10,0,1962.901,1.31E-05,280.540344,1962.90088,38.8852005,0,54.8723297,280.540344,0,0,-95.8033752,1.58E-05,2.67E-06,7.16E-05,945.93,6.37,12,0.86,0,-0.78,1.58,1.41,-0.23,18692748,21190552,12.9375,33.1875,40.9375,275.28125,411.375
20100311,5.72777843,4.36003113,1675.18604,165.033157,286.594879,-1.72E-08,0,1961.78125,9.59E-06,281.920441,1961.78064,29.9836502,0,57.3152313,281.920441,0,0,-73.3718948,1.22E-05,2.59E-06,0.000422121,939.18,8.29,13.13,2.36,0,3.18,1.09,0.46,-0.14,15915643,18039576,12.6875,32.40625,38.6875,246.9375,374.125
20100312,5.68411064,15.8244371,1674.95667,196.788361,285.509125,-2.73E-08,0,1960.4668,1.28E-05,285.478119,1960.46582,42.6477509,0,53.8301582,285.478119,0,0,-84.4790344,1.73E-05,4.49E-06,0.00095415,936.09,11.53,18.15,3.26,0,6.09,0.97,0.3,-0.28,18616428,21101798,16,38.03125,42.5,229.0625,341.03125
20100313,5.7686758,25.8807087,1674.68787,135.338394,284.680725,1.11E-06,0,1959.37793,1.49E-05,289.00531,1959.36853,49.0112267,0,33.3338432,289.00531,0,0,-27.1058331,1.99E-05,3.84E-06,0.009455813,932.14,14.78,19.72,6,2.88,9.75,1.63,0.35,-0.41,13014538,14754671,17.8125,42.40625,48.5625,231.96875,316.875
20100314,5.67692375,-4.88253403,1674.4353,67.2900467,285.38623,1.02E-06,0,1959.82312,2.59E-05,284.743958,1959.82141,73.2589874,0,-56.2213402,284.743958,0,0,-55.1402626,2.97E-05,2.82E-06,0.001561657,939.92,8.56,12.08,4.02,0.91,0.77,3.14,-3.12,-0.21,4305157,4882311,23.0625,57.78125,63.84375,257.59375,309.0625
20100315,5.62419796,-12.0353422,1674.14807,121.12397,283.526031,2.84E-07,0,1957.6748,1.50E-05,282.19574,1957.67407,44.9135475,0,15.9492712,282.19574,0,0,-72.3044205,1.82E-05,2.96E-06,0.000778875,947.31,8.07,14.73,1.78,0.01,-0.53,1.84,-0.47,-0.39,13452056,15259246,23.71875,60.9375,71.1875,295.8125,319.53125
20100316,5.61976099,7.44218779,1673.79553,181.468613,282.560394,1.64E-07,0,1956.35864,1.34E-05,284.499817,1956.35571,41.1279526,0,62.0619392,284.499817,0,0,-70.8296814,1.67E-05,3.09E-06,0.002721346,943.63,9.24,14.95,3.08,0.01,4.01,2.03,0.85,-0.13,16737344,18995358,21.5625,55.09375,65.28125,304.40625,342.4375
