time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,runoff
20131113,6.11283255,-11.7485561,1770.76807,44.240654,305.656372,2.11E-06,0,2076.43066,1.40E-05,283.959045,2076.42407,44.8315048,0,-48.275116,283.959045,0,0,-59.4381828,1.82E-05,2.03E-06,0.006282448,943.75,9.06,11.46,3.56,1.25,5.68,1.75,-1.74,0.09,1867146,2079244,13.375,35.273438,41.703125,230.78906,351.52344
20131114,6.04431009,-14.8486576,1770.2583,136.941544,303.696381,2.28E-09,0,2073.95483,1.46E-05,282.820526,2073.95483,51.7064514,0,7.83266878,282.820526,0,0,-92.2558517,2.10E-05,6.37E-06,0.000177027,945.92,9.98,15.26,3.48,0,3.27,0.97,-0.85,-0.24,12808742,14262216,12.71875,34.25,40.664062,225.27344,343.21094
20131115,6.05095243,-3.77242661,1769.63953,130.693848,302.485352,4.14E-10,0,2072.125,9.24E-06,284.006012,2072.125,34.3438034,0,19.2096767,284.006012,0,0,-80.9089966,1.39E-05,4.68E-06,0.000119998,945.47,10.18,14.85,4.79,0,5.96,0.63,0.04,-0.04,8334154,9278032,11.671875,32.304688,38.789062,221.02344,332.35938
20131116,6.02967167,-1.31359732,1768.97217,134.126877,301.421478,-4.72E-09,0,2070.3938,9.41E-06,285.307159,2070.39307,37.1695938,0,4.16210699,285.307159,0,0,-94.1108322,1.51E-05,5.67E-06,0.000180459,945.7,11.01,17.37,4.52,0,7.05,0.78,-0.05,-0.26,12375116,13775652,10.6953125,30.59375,36.867188,213.04688,318.4375
20131117,6.04550266,-6.93126106,1768.26233,77.6534424,300.936432,5.98E-07,0,2069.20312,5.30E-06,284.114471,2069.19873,20.4888859,0,-2.69929886,284.114471,0,0,-66.7924881,8.31E-06,2.41E-06,0.004436384,945.48,9.58,15.62,3.98,0.06,6.84,0.89,-0.62,0.16,8232542,9163172,9.9609375,29.328125,35.40625,202.47656,303.64844
20131118,6.00489902,-6.23258257,1767.5238,132.6819,300.09137,4.89E-09,0,2067.61621,9.06E-06,284.446228,2067.61475,35.9333572,0,10.2513475,284.446228,0,0,-92.7338791,1.46E-05,5.50E-06,0.001158869,945.43,11.42,17.52,4.25,0,6.32,0.57,-0.32,-0.24,12320820,13714304,9.4921875,28.375,34.234375,192.13281,287.79688
20131119,6.01151133,-2.07411385,1766.74304,104.819839,299.544464,-2.44E-07,0,2066.3042,6.75E-06,284.784851,2066.2876,23.694912,0,21.9228077,284.784851,0,0,-61.271862,9.61E-06,3.10E-06,0.016679119,942.73,11.05,15.77,5.88,0.09,7.78,0.97,0.04,-0.09,8486424,9445776,9.1875,27.65625,33.34375,182.82812,271.79688
20131120,5.99128819,1.1476016,1765.93652,121.426842,298.902405,8.01E-07,0,2064.84961,7.91E-06,285.828796,2064.83911,33.0012016,0,20.6991444,285.828796,0,0,-66.5727844,1.34E-05,4.67E-06,0.010695668,940.39,12.56,17.37,5.77,0.3,8.57,0.59,-0.2,-0.25,10989666,12232100,9,27.101562,32.671875,175.25781,256.8828
20131121,6.19742823,0.045829579,1765.12146,43.1558151,300.30722,-1.55E-06,0,2065.53247,1.15E-06,285.652771,2065.42822,-0.007503789,0,21.4888344,285.652771,0,0,-21.6249123,-3.04E-09,3.98E-07,0.103699632,940.43,10.73,12.38,9.34,6.9,10.25,0.68,-0.64,-0.08,2132394,2372436,8.8828125,26.726562,32.179688,169.88281,244.5
20131122,6.43666887,-8.95524693,1764.40491,19.9683609,304.681061,7.96E-07,0,2069.20898,1.79E-06,284.559875,2069.08569,6.73484707,0,10.0713758,284.559875,0,0,-12.1248789,2.73E-06,1.42E-07,0.123021938,940.43,10.29,11.98,8.02,10.29,9.07,1.67,-1.65,-0.19,1155436,1285684,12.0703125,30.890625,35.09375,169.375,242.17969
20131123,6.29714012,-28.2424679,1764.09167,11.0468311,307.928375,2.78E-06,0,2072.02539,1.85E-05,279.347961,2072.02026,54.9350662,0,-66.3391571,279.347961,0,0,-50.7097054,2.23E-05,9.66E-07,0.005331824,944.83,4.67,7.68,0.36,7.12,-1.3,4.1,-4.07,-0.23,1704130,1896992,15.71875,41.820312,47.351562,187.99219,260.8828
20131124,6.12393332,-18.3460236,1763.95947,124.34111,306.481171,3.53E-09,0,2070.44092,9.71E-06,279.277863,2070.44043,31.2203217,0,22.7212429,279.277863,0,0,-88.7443542,1.27E-05,2.94E-06,0.000281105,944.11,5.6,10.75,0.01,0,0.15,0.86,0.07,0.1,11227294,12494128,15.3125,43.34375,52.734375,230.63281,291.21094
20131125,6.12340927,-7.79657888,1763.64294,125.835609,305.477142,9.71E-10,0,2069.12109,6.67E-06,280.361115,2069.11987,23.2973976,0,28.8793087,280.361115,0,0,-81.450531,9.45E-06,2.77E-06,0.001006492,940.92,7.14,11.76,0.53,0,3.26,0.56,-0.27,-0.07,10866112,12091488,13.765625,39.203125,48.53125,253.92188,319.22656
20131126,6.03751755,0.350101829,1763.23987,94.1916046,304.270874,7.70E-08,0,2067.51147,2.05E-05,282.523407,2067.5105,59.1235962,0,-45.6319885,282.523407,0,0,-80.3475952,2.40E-05,3.38E-06,0.000783964,942.79,7.83,12.49,2.39,0,-0.25,1.99,-1.96,-0.02,7456120,8296536,12.7890625,36.492188,44.445312,245.82812,342.25
20131127,5.97318077,-14.6004925,1762.71436,122.662163,301.902466,1.18E-09,0,2064.61694,2.16E-05,280.362244,2064.6167,64.8639984,0,-30.2055149,280.362244,0,0,-102.608231,2.63E-05,4.70E-06,0.000110517,950.15,4.83,11.15,-1.17,0,-3.92,1.84,-1.82,-0.21,11251824,12520432,11.5625,33.546875,40.84375,228.00781,347.375
20131128,5.9606123,-18.8133602,1762.06799,124.646141,300.047058,3.11E-10,0,2062.11523,1.68E-05,278.416687,2062.11523,51.4319229,0,-5.37328243,278.416687,0,0,-97.406311,2.09E-05,4.06E-06,6.48E-05,950.6,5.27,11.42,-1.33,0,-3.31,1.32,-1.21,-0.36,11778250,13105472,10.3984375,30.546875,37.179688,209.96875,332.70312
20131129,5.97968578,-7.07015514,1761.33081,122.609062,298.976288,8.38E-11,0,2060.30713,9.44E-06,279.457092,2060.30713,30.8839912,0,15.8103189,279.457092,0,0,-82.9797592,1.25E-05,3.08E-06,5.39E-05,945.48,6.27,11.5,0.87,0,-0.28,0.82,0.06,-0.23,11324236,12599828,9.578125,28.398438,34.421875,193.36719,309.21094
20131130,5.97221756,-5.46742916,1760.54175,112.571709,298.303009,2.56E-09,0,2058.84521,8.71E-06,280.534607,2058.84473,29.4582691,0,-1.71547973,280.534607,0,0,-90.2986984,1.19E-05,3.23E-06,0.000493887,946.38,7.24,13.57,1.27,0,1.32,0.72,-0.62,-0.18,10974584,12210380,9.1875,27.1875,32.851562,179.69531,284.85938
20131201,5.96428776,-1.75267637,1759.85828,123.49334,297.694702,-8.91E-08,0,2057.55518,7.62E-06,281.374237,2057.55322,26.1321678,0,14.3086824,281.374237,0,0,-84.7987976,1.06E-05,3.07E-06,0.002170807,945.43,7.38,13.3,1.75,0,2.92,0.95,0.55,-0.36,11362270,12641276,8.9609375,26.703125,32.242188,170.10156,262.875
20131202,5.99597311,-6.71800089,1759.30054,49.5092583,297.749695,1.19E-06,0,2057.06079,3.63E-06,280.719513,2057.05029,13.9675598,0,-21.0982647,280.719513,0,0,-63.3588257,5.66E-06,8.41E-07,0.010473285,942.3,5,10.74,-0.62,0.02,2.76,1.04,-0.81,0.07,4907928,5458632,9.078125,27.3125,32.601562,164.63281,244.99219
20131203,5.92653751,-5.48718262,1758.73914,123.7323,297.004303,3.11E-08,0,2055.7439,1.20E-05,281.271301,2055.74341,40.6104088,0,-10.5013256,281.271301,0,0,-99.1125183,1.65E-05,4.47E-06,0.000472626,943.96,7.83,14.81,-0.6,0,1.26,1.02,-0.57,-0.41,11521846,12817768,8.953125,27.078125,32.703125,162.96875,231.66406
20131204,5.9308238,4.15594959,1758.14343,82.71978,296.656067,1.17E-06,0,2054.80444,1.28E-05,282.795929,2054.79932,39.0036125,0,-26.2064857,282.795929,0,0,-65.7597122,1.58E-05,1.87E-06,0.005055578,941.74,7,12.5,1.22,0.07,2.82,1.56,-0.74,-0.14,6426914,7148444,8.7265625,26.296875,31.804688,161.76562,222.92188
20131205,5.84677172,-13.4858313,1757.50623,119.802406,295.029724,2.10E-09,0,2052.53613,1.77E-05,280.896729,2052.53613,56.6104431,0,-22.0996552,280.896729,0,0,-98.7872696,2.30E-05,5.29E-06,0.000123708,943.12,7.13,13.78,0.62,0,-1.82,1.42,-1.29,-0.37,11435764,12721204,9.078125,26.242188,31.398438,159.50781,218.11719
20131206,5.89938831,-6.71117926,1756.79382,118.326874,294.373718,-3.12E-08,0,2051.16846,7.23E-06,280.81192,2051.16772,25.0153236,0,14.5889273,280.81192,0,0,-85.432991,1.01E-05,2.94E-06,0.000862602,941.04,7.81,13.68,1.8,0.01,3.82,0.7,0.13,-0.21,9751468,10847516,8.9609375,26.101562,31.34375,157.5625,215.07031
20131207,5.92940378,4.45464516,1756.06323,93.5085602,294.396851,6.84E-07,0,2050.4812,5.31E-06,282.57196,2050.45996,18.9199924,0,30.5037251,282.57196,0,0,-39.6176796,7.67E-06,1.67E-06,0.021135055,938.33,8.43,12.8,2.71,0.16,5.63,0.99,-0.04,-0.19,7993308,8890864,8.6796875,25.65625,30.859375,156.02344,212.42188
20131208,5.80863571,-9.12096214,1755.37097,39.5438919,294.042328,1.42E-06,0,2049.41748,2.65E-05,281.455872,2049.41333,75.8465271,0,-97.7680206,281.455872,0,0,-70.5955658,3.08E-05,2.84E-06,0.004103886,943.22,7.18,10.99,2.26,0.17,-5.12,3.64,-3.63,-0.17,5084258,5657312,9.2109375,26.054688,30.921875,154.49219,209.92969
20131209,5.80126429,-14.6033516,1754.61633,113.896019,292.277008,2.32E-09,0,2046.89343,1.64E-05,279.339569,2046.89331,49.3616905,0,-6.16521835,279.339569,0,0,-85.3030777,2.00E-05,3.61E-06,0.000174296,941.74,5.47,10.55,1.5,0,-3.66,1.15,-0.32,-0.41,10919006,12144260,9.15625,26.03125,31.140625,153.6875,207.78906
20131210,5.75611162,-9.58149052,1753.77917,98.5701141,291.185883,2.32E-08,0,2044.96533,2.12E-05,279.571533,2044.96484,60.5984688,0,-41.032486,279.571533,0,0,-88.5907898,2.46E-05,3.39E-06,0.000300757,943,4.86,11.61,-0.18,0,-5.38,2.29,-2.26,-0.32,10202034,11347360,8.6953125,25.367188,30.5,153.1875,205.97656
20131211,5.79664755,-13.8655491,1752.87769,111.579857,290.271698,1.21E-09,0,2043.15027,1.00E-05,278.277191,2043.14954,31.5413532,0,10.2117634,278.277191,0,0,-83.6950226,1.28E-05,2.79E-06,0.000900291,941.37,5.36,10.3,-0.44,0.11,-2.54,0.78,0.06,-0.33,10782124,11991376,8.453125,24.914062,29.9375,151.85156,204.53125
20131212,5.81664896,-9.47329426,1751.94141,116.346245,290.20575,2.41E-08,0,2042.14795,7.49E-06,278.467957,2042.14709,24.3400593,0,13.6491642,278.467957,0,0,-87.8301849,9.87E-06,2.36E-06,0.000770887,941.99,5.8,11.02,0.67,0,-0.06,0.57,-0.26,-0.06,10706058,11906552,8.34375,24.625,29.5625,150,203.26562
20131213,5.81398058,-0.001919464,1751.01343,108.887444,290.169159,1.38E-07,0,2041.18726,7.59E-06,280.199402,2041.1825,24.2120399,0,17.5276051,280.199402,0,0,-67.143692,9.82E-06,2.09E-06,0.004578667,944.47,6.23,11.52,0.8,0.01,1.91,1.02,0.1,-0.25,8384464,9324588,8.25,24.375,29.25,148.20312,201.65625
20131214,5.84722424,-7.28783894,1750.10571,41.5339928,290.57373,2.31E-06,0,2040.68542,1.18E-05,279.151123,2040.6792,37.2009888,0,-34.5028954,279.151123,0,0,-46.1239815,1.51E-05,9.59E-07,0.006018288,948.65,5.01,8.45,0.77,0.89,-1.48,2.17,-2.16,-0.17,3682538,4095796,8.171875,24.125,28.96875,146.625,199.65625
20131215,5.80514765,-18.1735382,1749.21558,88.4341965,290.273102,9.59E-09,0,2039.48901,8.90E-06,277.428864,2039.48828,27.0395031,0,-0.992527902,277.428864,0,0,-80.5712357,1.10E-05,2.05E-06,0.000328954,950.1,5.06,10.1,-0.22,0,-1.96,0.97,-0.85,-0.26,7832280,8710528,8.09375,23.90625,28.703125,145.21875,197.67188
20131216,5.81671047,-8.77450848,1748.32129,117.986305,290.195099,-1.88E-08,0,2038.51672,7.21E-06,277.825439,2038.51587,22.996315,0,12.7808228,277.825439,0,0,-90.9820938,9.32E-06,2.13E-06,0.000379454,945.36,5,11.03,-0.41,0,-0.75,0.76,0.35,-0.2,11007530,12242156,8.015625,23.6875,28.4375,143.875,195.76562
20131217,5.85965061,-8.22273636,1747.44031,57.1689682,290.619537,4.47E-07,0,2038.08386,2.72E-06,277.492584,2038.05981,9.0868721,0,9.2763176,277.492584,0,0,-47.0266724,3.68E-06,5.17E-07,0.024083855,944.77,4.31,8.41,0.17,0.09,1.19,0.76,-0.08,0.07,6231166,6930724,7.953125,23.453125,28.15625,142.54688,193.85938
20131218,5.83947468,-2.67817521,1746.59717,101.37294,290.833344,7.41E-07,0,2037.44299,6.19E-06,278.87262,2037.43042,20.9226398,0,19.8255367,278.87262,0,0,-63.2990952,8.48E-06,1.55E-06,0.012499503,945.32,4.96,9.65,0.2,0.08,1,0.89,0.46,-0.33,7606558,8462380,7.875,23.234375,27.890625,141.1875,192.01562
20131219,5.89808369,-13.6514969,1745.78064,41.1737137,291.475037,7.29E-07,0,2037.30627,1.75E-06,276.642731,2037.25598,6.75560141,0,7.03007603,276.642731,0,0,-41.0404358,2.74E-06,2.56E-07,0.050621275,945.67,4.3,7.34,0.73,0.53,1.62,0.86,-0.07,-0.1,4222280,4697292,7.796875,23,27.609375,139.875,190.28125
20131220,5.87565041,-3.08285165,1745.01001,79.9865112,291.901886,3.37E-06,0,2036.9325,6.75E-06,278.370453,2036.91187,27.2367058,0,6.97460604,278.370453,0,0,-48.8567619,1.10E-05,9.25E-07,0.020573264,948.47,4.45,8.37,0.52,1.6,1.24,1.11,-1.02,-0.21,6842010,7614736,7.71875,22.78125,27.34375,138.625,188.78125
20131221,5.88120508,-15.3449707,1744.26831,67.0521545,292.123993,1.04E-06,0,2036.41345,3.99E-06,276.406403,2036.39209,14.3766222,0,11.5495491,276.406403,0,0,-56.4762344,5.83E-06,7.96E-07,0.021124655,948.21,4.17,7.42,0.56,1.08,1.26,0.79,0.29,-0.48,7166860,7977856,7.640625,22.5625,27.09375,137.48438,187.625
20131222,5.90547323,-9.47046947,1743.54822,66.8931503,292.571747,1.35E-06,0,2036.15454,3.58E-06,276.522461,2036.12012,13.7298222,0,14.0734873,276.522461,0,0,-48.5589523,5.57E-06,6.32E-07,0.034509022,946.24,4.6,7.24,1.23,0.65,1.54,0.65,0.21,-0.28,4724966,5259620,7.578125,22.359375,26.84375,136.29688,186.48438
20131223,5.88454485,-1.92439222,1742.8573,80.259407,292.731476,1.17E-06,0,2035.61646,5.07E-06,278.024597,2035.58899,18.1456051,0,15.9860516,278.024597,0,0,-48.0485535,7.36E-06,1.11E-06,0.027731126,947.58,5.42,8.67,1.16,0.18,1.1,0.61,0,-0.13,6050194,6735832,7.5,22.140625,26.609375,135.09375,185.0625
20131224,5.91631889,-4.19255066,1742.18323,56.4921494,293.04657,1.24E-06,0,2035.27856,3.34E-06,278.233521,2035.22998,13.1109295,0,5.74619341,278.233521,0,0,-41.8253975,5.32E-06,7.36E-07,0.048677556,947.95,5.78,8.83,2.32,0.72,1.92,0.54,0.07,-0.21,5395754,6008808,7.4375,22,26.40625,134.15625,183.45312
20131225,5.8849287,-2.10022449,1741.54382,49.5706711,293.355988,2.38E-06,0,2034.91382,1.12E-05,278.826294,2034.90002,35.3497314,0,-42.7556076,278.826294,0,0,-59.0771217,1.43E-05,7.88E-07,0.013992859,948.26,4.57,8.55,1.7,1.05,-0.48,1.76,-1.74,-0.05,6144112,6843288,7.40625,21.90625,26.390625,133.65625,182.10938
20131226,5.81100464,-18.2098198,1740.9082,95.6495514,292.362244,1.07E-08,0,2033.27075,1.50E-05,276.229156,2033.27014,41.6761551,0,-9.69534683,276.229156,0,0,-81.8885422,1.69E-05,1.90E-06,0.000274252,950.43,2.76,7.42,-0.13,0.02,-6.78,1.95,-1.89,-0.38,7533446,8397840,7.328125,21.703125,26.15625,133.3125,181.73438
20131227,5.84421349,-10.5361681,1740.22742,102.337914,291.890686,6.13E-10,0,2032.11829,8.62E-06,275.790619,2032.11792,24.5013733,0,7.54515696,275.790619,0,0,-80.8238678,9.93E-06,1.32E-06,0.000150655,947.5,3.71,7.99,-0.25,0,-3.64,0.56,-0.43,-0.1,8773850,9782352,7.25,21.484375,25.859375,132.42188,181.625
20131228,5.82883453,-9.03530121,1739.52356,110.910789,291.504181,3.84E-10,0,2031.02783,9.64E-06,276.143311,2031.02771,28.1518383,0,12.1074228,276.143311,0,0,-79.6879883,1.14E-05,1.77E-06,0.000111875,946.2,3.95,8.65,-0.46,0,-3.99,0.73,-0.57,-0.34,10063126,11217812,7.1875,21.265625,25.609375,130.89062,179.98438
20131229,5.85161161,-8.88449764,1738.80688,84.2151413,291.376678,3.39E-07,0,2030.19116,5.70E-06,276.216309,2030.18445,17.7040462,0,10.3531723,276.216309,0,0,-65.0461044,7.18E-06,1.14E-06,0.007571206,945.54,4.13,7.78,0.2,0.09,-1.31,0.55,-0.11,-0.1,7240226,8071056,7.109375,21.0625,25.359375,129.375,178.04688
20131230,5.83768559,-7.539186,1738.09351,117.924927,291.252472,1.13E-07,0,2029.34729,7.40E-06,276.397705,2029.3457,23.0714951,0,13.0462847,276.397705,0,0,-89.3479156,9.35E-06,1.84E-06,0.001382177,946.37,4.49,10.09,-0.11,0,-2.05,0.69,0.01,-0.23,11144072,12423972,7.046875,20.84375,25.109375,127.984375,176.15625
20131231,5.84484816,-7.52278996,1737.37891,117.903458,291.15625,-2.11E-08,0,2028.53589,5.79E-06,276.492279,2028.53479,18.0534973,0,19.7698345,276.492279,0,0,-87.603714,7.32E-06,1.55E-06,0.000757236,944.94,3.81,9.31,-0.65,0,-1.18,0.72,0.33,-0.17,11139692,12419832,6.984375,20.640625,24.859375,126.671875,174.1875
20140101,5.84359312,0.79682672,1736.72827,115.431664,291.148834,4.14E-08,0,2027.8783,6.29E-06,277.345276,2027.87695,18.7200947,0,26.3984413,277.345276,0,0,-69.5037308,7.59E-06,1.26E-06,0.00120984,939.56,3.69,8.94,-1.04,0,-0.93,0.88,0.06,-0.16,10664602,11891104,6.90625,20.453125,24.609375,125.421875,172.28125
20140102,5.7660203,3.37971354,1736.14453,89.1961136,290.676666,3.55E-07,0,2026.823,1.96E-05,279.684967,2026.82117,54.3781967,0,-54.7392731,279.684967,0,0,-86.1805801,2.20E-05,2.13E-06,0.001891223,942.35,4.1,11.16,-2.45,0.11,-4.06,1.82,-1.8,0.05,8707520,9710972,6.859375,20.265625,24.390625,124.15625,170.4375
20140103,5.75909948,-13.3019114,1735.51697,120.253441,289.432312,1.76E-09,0,2024.94934,1.34E-05,277.278931,2024.9491,39.7661476,0,-0.47669664,277.278931,0,0,-94.2739182,1.61E-05,2.77E-06,0.000153217,945.21,5.02,11.49,-2.41,0.01,-4.96,1.06,-1.03,-0.12,11330840,12637368,6.8125,20.09375,24.171875,122.953125,168.65625
20140104,5.77342653,-1.1511749,1734.8324,121.515694,288.955505,4.38E-10,0,2023.78796,1.03E-05,277.924072,2023.78772,31.109827,0,4.60972691,277.924072,0,0,-86.9357986,1.26E-05,2.30E-06,9.97E-05,941.69,4.56,11.14,-0.65,0,-1.12,1.09,0.31,-0.47,11374410,12687668,6.734375,19.890625,23.953125,121.8125,167.03125
20140105,5.81321335,5.59758329,1734.13635,43.4415512,288.962402,1.25E-06,0,2023.11584,7.40E-06,279.583771,2023.09875,23.4859619,0,-5.43030453,279.583771,0,0,-19.7830887,9.52E-06,8.69E-07,0.017067608,937.15,5.24,9.06,0.58,2.51,1.91,0.82,-0.5,-0.37,4051992,4521720,6.671875,19.71875,23.71875,120.6875,165.5625
20140106,5.89351225,-5.62720823,1733.46741,22.7325859,290.042389,1.91E-06,0,2023.5321,3.20E-06,278.502502,2023.50989,12.9818935,0,-11.5345259,278.502502,0,0,-26.9156609,5.26E-06,1.45E-07,0.02229229,937.85,3.69,5.85,1.36,1.89,2.11,1.62,-1.59,-0.14,2173534,2425180,6.625,19.578125,23.546875,119.8125,164.8125
20140107,5.72444439,-7.75984478,1732.85486,78.4060135,289.574188,3.54E-07,0,2022.43018,2.12E-05,278.165405,2022.42908,57.3495789,0,-46.3675079,278.165405,0,0,-75.1895599,2.33E-05,1.71E-06,0.001125792,945.25,4.59,8.04,0.77,0.01,-8.1,3.26,-3.24,-0.23,8084462,9024036,6.609375,19.59375,23.640625,119.65625,164.60938
20140108,5.73961496,-18.6628799,1732.20654,120.356133,288.458496,1.51E-09,0,2020.66516,1.30E-05,275.559875,2020.66504,36.1689568,0,17.5890141,275.559875,0,0,-85.2695389,1.47E-05,1.62E-06,0.000123215,948.56,2.83,7.75,-0.12,0,-6.69,1.63,-1.53,-0.31,11263344,12572680,6.53125,19.34375,23.375,120.265625,163.65625
20140109,5.80541182,1.6409899,1731.51562,96.4831161,288.352142,8.28E-07,0,2019.8877,7.81E-06,277.577301,2019.86768,23.8238735,0,26.1349411,277.577301,0,0,-44.8725739,9.66E-06,1.02E-06,0.019901509,944.66,3.63,7.48,-0.21,2.79,-0.33,1.1,0.53,-0.29,7912550,8835836,6.46875,19.140625,23.09375,119.25,162.40625
20140110,5.82595015,-7.81990862,1730.83936,64.1876907,288.980164,1.48E-06,0,2019.83606,4.67E-06,277.079834,2019.81909,16.5617657,0,2.54389071,277.079834,0,0,-52.9047661,6.71E-06,5.72E-07,0.016628251,945.34,2.88,7.05,-1.32,0.27,-0.29,1.13,-1.09,-0.19,5481196,6202804,6.40625,18.953125,22.859375,117.390625,162.04688
20140111,5.75003338,-0.951632977,1730.19666,102.427505,288.796356,3.81E-07,0,2018.99512,1.47E-05,278.285065,2018.99292,40.7741508,0,-10.7676678,278.285065,0,0,-73.3701706,1.65E-05,1.43E-06,0.002096739,950.53,3.52,9.25,-1.04,0.02,-4.11,1.98,-1.94,-0.25,8921782,10044268,6.34375,18.765625,22.640625,115.796875,161.4375
20140112,5.73424673,-17.6127052,1729.53552,118.041687,287.941772,7.67E-09,0,2017.47754,1.24E-05,275.799652,2017.47681,35.5275459,0,13.5552483,275.799652,0,0,-86.5840759,1.44E-05,1.96E-06,0.000257124,951.85,3.31,8.44,-0.72,0,-7.35,1.3,-1.19,-0.21,10280842,11530832,6.28125,18.59375,22.453125,114.59375,159.40625
20140113,5.75688457,-0.578019381,1728.84338,122.923286,287.700562,8.54E-10,0,2016.54419,8.74E-06,277.089447,2016.54407,24.6140251,0,25.4870911,277.089447,0,0,-73.3901367,9.98E-06,1.24E-06,0.000196934,946.95,3.82,8.63,-0.45,0,-3.01,1.24,0.76,-0.28,11885030,13308528,6.21875,18.40625,22.234375,113.515625,157.23438
20140114,5.7802372,-3.74425793,1728.14783,76.7523804,287.77005,1.93E-07,0,2015.92468,5.21E-06,277.499603,2015.9187,15.5156021,0,16.2683868,277.499603,0,0,-48.7146072,6.29E-06,8.88E-07,0.006809623,946.92,5.52,9.15,-0.04,0.05,0.24,0.55,-0.25,0.01,8845638,9894968,6.15625,18.234375,22.015625,112.390625,155.32812
20140115,5.80473518,-0.244542211,1727.46228,64.1750259,288.114441,8.25E-07,0,2015.59521,4.42E-06,278.238373,2015.57703,14.489625,0,5.28711224,278.238373,0,0,-44.6388664,5.87E-06,6.25E-07,0.018424107,945.87,4.73,7.77,0.09,0.36,1.61,0.92,0.19,-0.28,4620652,5166348,6.109375,18.078125,21.8125,111.390625,153.76562
20140116,5.78343773,-4.73972082,1726.80164,104.801933,288.223602,3.06E-07,0,2015.03137,6.19E-06,278.519257,2015.02539,19.6439991,0,17.5207062,278.519257,0,0,-72.3825989,7.96E-06,1.47E-06,0.006110036,947.01,5.23,10.75,0.46,0,1.19,0.8,-0.04,-0.25,9042214,10110568,6.046875,17.90625,21.625,110.46875,152.48438
20140117,5.78895903,-0.672061324,1726.15503,110.146141,288.291809,3.30E-08,0,2014.4519,5.52E-06,278.839783,2014.4469,16.7128391,0,29.6063614,278.839783,0,0,-64.4965439,6.78E-06,1.22E-06,0.005156926,950.03,5.6,11.37,0.23,0.01,1.71,0.89,0.56,-0.19,11167974,12486632,6,17.765625,21.421875,109.453125,151.1875
20140118,5.87135696,2.07904363,1725.52173,53.8472824,288.951599,1.90E-06,0,2014.50085,3.44E-06,278.796234,2014.47327,13.9258699,0,19.0833855,278.796234,0,0,-18.7480831,5.65E-06,3.06E-07,0.027640665,948.16,4.84,7.3,0.84,1.02,2.38,1.51,-0.21,-0.22,3222418,3601616,5.9375,17.59375,21.234375,108.53125,149.92188
20140119,5.70381308,-9.48268604,1724.93225,99.4466705,288.512634,1.19E-07,0,2013.44531,2.06E-05,278.629639,2013.44495,57.7650566,0,-27.2418671,278.629639,0,0,-78.4218826,2.34E-05,2.65E-06,0.000427202,950.89,5.4,10.91,-0.7,0,-7.58,2.37,-2.35,-0.2,10032130,11222556,5.90625,17.46875,21.125,107.921875,149.29688
20140120,5.71288967,-2.04717731,1724.3136,133.465317,287.400146,6.16E-10,0,2011.71387,1.44E-05,278.903015,2011.71375,42.3909225,0,-5.17287159,278.903015,0,0,-98.2907639,1.72E-05,2.80E-06,9.25E-05,950.22,5.97,12.46,-0.77,0,-3,1.11,0.49,-0.35,12694566,14200748,5.859375,17.328125,20.953125,107.40625,149.01562
20140121,5.74327898,-2.74769783,1723.64319,131.128677,286.980164,1.72E-10,0,2010.62354,8.40E-06,278.923645,2010.62317,25.5256977,0,17.9808159,278.923645,0,0,-90.3703156,1.03E-05,1.95E-06,6.81E-05,947.45,6.07,11.81,0.72,0,0.13,0.85,0.39,-0.27,11961746,13383508,5.796875,17.171875,20.75,106.4375,147.79688
20140122,5.72952127,-1.13257682,1722.9585,133.42955,286.695282,8.51E-11,0,2009.65393,9.76E-06,279.294128,2009.65381,29.3597775,0,15.3891087,279.294128,0,0,-89.8109207,1.19E-05,2.15E-06,6.13E-05,941.49,6.37,11.97,0.45,0,-0.01,0.98,0.31,-0.43,12242294,13700336,5.734375,17,20.546875,105.21875,146.26562
20140123,5.73287821,7.07290697,1722.26721,132.321045,286.473602,-1.12E-10,0,2008.74097,8.65E-06,281.016022,2008.74072,26.1628246,0,18.8663406,281.016022,0,0,-80.2103043,1.06E-05,1.95E-06,7.23E-05,934.48,6.54,13.17,-0.21,0,1.88,1.12,-0.12,-0.21,12006450,13439408,5.6875,16.84375,20.34375,104.09375,144.73438
20140124,5.6408205,7.21421623,1721.57581,122.349098,285.705353,3.19E-10,0,2007.28113,2.14E-05,282.644562,2007.28113,61.0255547,0,-28.5630989,282.644562,0,0,-82.6717987,2.47E-05,3.32E-06,4.77E-05,938.18,6.72,14.97,-0.34,0,-2.97,2.1,-2.07,-0.17,11943852,13372524,6.40625,18.3125,21.28125,103.3125,143.17188
20140125,5.70620394,8.26433468,1720.83569,100.186203,284.74234,7.11E-07,0,2005.58362,1.41E-05,283.252808,2005.57825,43.0963173,0,4.05806351,283.252808,0,0,-44.7620888,1.75E-05,2.66E-06,0.005604026,941.86,8.63,14.74,-0.42,0.17,1.17,0.85,-0.62,-0.36,9203488,10306484,6.484375,18.859375,22.53125,104.4375,142.14062
