time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,runoff
20100102,6.50886202,-7.80869055,1917.19141,85.7968063,323.915924,1.43E-07,0,2241.11206,6.66E-06,277.316162,2241.10693,17.8105145,0,19.4574184,277.316162,0,0,-56.3328209,7.22E-06,4.13E-07,0.004791364,953.64,4.58,9.59,-0.12,0.01,1.73,1.01,-0.11,0.6,7286702,8129072,7.171875,22.570312,27.976562,130.19531,186.36719,413.9922
20100103,6.52253389,-14.4484434,1916.77356,42.1263809,323.877045,2.44E-07,0,2240.66748,3.18E-06,275.386444,2240.65039,8.44357777,0,2.59604478,275.386444,0,0,-45.54002,3.42E-06,3.88E-09,0.01680493,949.25,2.28,7.18,-2.14,0.03,0.22,1.67,-1.26,0.03,3674380,4099936,7.171875,22.554688,27.984375,129.75,184.64844,410.20312
20100104,6.5593977,20.2750664,1916.13391,103.106949,323.833069,2.54E-07,0,2239.99585,8.49E-06,281.70517,2239.96704,23.3504543,0,23.36273,281.70517,0,0,-36.098362,9.47E-06,7.22E-07,0.028990347,949.44,6.87,11.78,-2.14,3.21,3.14,1.39,-0.73,-0.35,8106286,9044868,7.15625,22.4375,27.84375,128.82031,183.13281,406.3047
20100105,6.56388712,-7.90349007,1915.77344,38.9960938,324.792267,7.96E-07,0,2240.60718,2.98E-06,278.929138,2240.56592,9.31645966,0,12.4431458,278.929138,0,0,-25.144207,3.78E-06,3.21E-09,0.041483294,953.52,5.58,7.43,3.72,1.08,3.64,1.69,0.42,-1.36,2933434,3273200,7.046875,22.125,27.484375,127.734375,182.21875,402.76562
20100106,6.56979465,-12.6248684,1915.64661,34.5860176,325.090668,7.74E-07,0,2240.77979,3.27E-06,277.911469,2240.73755,9.96996117,0,4.5006032,277.911469,0,0,-32.7520447,4.04E-06,1.37E-09,0.04243863,955.36,4.96,7.27,0.76,0.69,2.32,1.43,-0.21,-0.6,3091412,3450476,6.953125,21.859375,27.125,126.546875,181.48438,399.85938
20100107,6.51213264,-3.63932967,1915.43372,93.5409164,324.545502,6.65E-07,0,2239.99146,7.54E-06,278.836548,2239.979,22.1939011,0,15.6957207,278.836548,0,0,-59.2872314,9.00E-06,7.90E-07,0.012187633,956.19,6.41,10.7,0.68,0.04,2.63,1.04,0.62,-0.2,7847778,8759584,6.890625,21.65625,26.84375,125.1875,180.35938,397.48438
20100108,6.52729416,-5.115417,1915.05457,56.5715828,324.28476,6.19E-07,0,2239.3562,5.43E-06,278.499084,2239.3396,15.2286549,0,4.72310686,278.499084,0,0,-41.7381325,6.17E-06,1.25E-07,0.016793881,949.52,5.58,9.57,1.6,0.06,2.58,1.73,-0.72,-0.33,5434410,6066964,6.828125,21.453125,26.609375,124.125,178.89062,395.0625
20100109,6.50887775,6.05842113,1914.53809,78.1477966,323.945862,2.72E-07,0,2238.48999,7.40E-06,280.718262,2238.48389,20.1766319,0,13.850009,280.718262,0,0,-38.0566444,8.18E-06,5.04E-07,0.006053215,950.33,6.84,10.08,1.39,0,3.09,1.1,-0.8,-0.13,3844342,4291672,6.796875,21.296875,26.40625,123.828125,177.32812,392.17188
20100110,6.49988461,0.220521614,1913.74805,83.8396225,323.601685,2.15E-07,0,2237.354,1.42E-05,280.901794,2237.34961,37.1643829,0,-1.2280556,280.901794,0,0,-47.6826706,1.51E-05,6.86E-07,0.004320418,956.21,7.62,11.53,3.41,0.05,-0.4,2.41,-1.67,-0.8,6293354,7026984,6.734375,21.125,26.1875,123.265625,175.90625,388.70312
20100111,6.49356461,-17.7318535,1912.32324,94.7671585,323.243164,1.02E-07,0,2235.56836,1.68E-05,277.691376,2235.56689,42.8788986,0,2.78710103,277.691376,0,0,-66.8465042,1.74E-05,4.64E-07,0.001905785,961.3,5.25,10.76,-2.06,0.03,-5.73,3.34,-3.24,-0.51,8806592,9833608,6.671875,20.921875,25.953125,121.984375,174.71875,385.0625
20100112,6.48332834,-13.0137491,1911.25842,117.018471,322.878174,4.15E-09,0,2234.13745,1.07E-05,276.566223,2234.13672,27.8091164,0,18.9720726,276.566223,0,0,-83.2511597,1.13E-05,6.18E-07,0.000823518,959.73,3.54,9.37,-2.63,0,-3.05,1.46,-0.34,-0.14,12081322,13492668,6.609375,20.71875,25.703125,120.546875,173.5,381.84375
20100113,6.48354626,2.96174788,1910.36255,106.230209,322.642761,9.42E-08,0,2233.00879,1.03E-05,278.737122,2233.00586,27.3557034,0,22.4022121,278.737122,0,0,-53.4987297,1.11E-05,6.68E-07,0.003399763,958.74,5.72,10.2,-1.93,0,-0.02,1.35,0.71,-0.18,10051828,11227132,6.546875,20.515625,25.453125,119.171875,171.9375,378.92188
20100114,6.49125195,4.82736158,1909.56836,62.0163536,322.605774,5.62E-07,0,2232.18237,8.01E-06,279.949402,2232.17456,21.6067238,0,7.72445869,279.949402,0,0,-27.8499107,8.76E-06,1.90E-07,0.00831219,955.66,6.9,9.7,2.27,0,0.91,1.84,-1.37,-0.09,7903028,8828792,6.46875,20.3125,25.203125,117.96875,170.1875,375.76562
20100115,6.47216988,1.55075061,1908.60083,92.1622772,322.340881,6.24E-09,0,2230.94604,1.13E-05,281.346497,2230.94141,30.6888008,0,9.3075428,281.346497,0,0,-50.619236,1.24E-05,1.14E-06,0.004426532,960.5,7.75,14.18,2.24,0,1.9,1.64,0.41,-0.74,10312202,11520472,6.421875,20.140625,24.984375,116.828125,168.4375,372.35938
20100116,6.50451994,-11.263463,1907.84753,49.8795395,322.520538,6.40E-07,0,2230.38647,5.07E-06,278.838745,2230.36816,14.4663305,0,8.90464687,278.838745,0,0,-37.7818146,5.87E-06,1.54E-07,0.018410217,960.05,6.2,9.85,0.69,0.01,3.19,1.21,-0.16,-0.17,5652790,6316872,6.359375,19.953125,24.765625,115.828125,166.79688,368.82812
20100117,6.47518206,-2.01563811,1907.19128,85.7928619,322.378418,2.00E-07,0,2229.58667,7.20E-06,279.661469,2229.57007,19.6287899,0,20.2846069,279.661469,0,0,-47.8919907,7.96E-06,5.59E-07,0.016980987,957.91,6.5,10.76,0.26,0.03,3.45,1.02,-0.58,0.11,7528268,8414452,6.296875,19.75,24.546875,114.828125,165.34375,365.39062
20100118,6.48717976,14.1189194,1906.43115,89.3813095,322.245575,7.27E-07,0,2228.70337,7.75E-06,282.414612,2228.67676,22.4611721,0,26.054821,282.414612,0,0,-26.7299252,9.11E-06,6.30E-07,0.026598156,950.42,8.52,11.38,2.74,0.32,4.69,1.21,-0.59,-0.15,7294350,8154944,6.265625,19.59375,24.328125,113.75,163.875,362.10938
20100119,6.51216221,5.37878323,1905.84949,37.2998352,322.644287,1.47E-06,0,2228.53442,6.69E-06,283.161163,2228.49365,20.6156807,0,-5.34232426,283.161163,0,0,-16.6499367,8.36E-06,2.03E-07,0.040620953,949.01,9.41,11.62,7.4,0.32,4.68,2.67,-2.65,0.04,2789930,3119592,6.8125,20.375,24.984375,113.25,162.64062,358.92188
20100120,6.4770956,-11.4989672,1904.34985,30.6273956,322.532715,5.49E-07,0,2226.88525,2.42E-05,279.582428,2226.88306,61.1222343,0,-29.8548775,279.582428,0,0,-10.8646345,2.48E-05,1.27E-13,0.002664414,955.75,6.98,7.83,5.44,0,-8.35,4.91,-4.9,-0.2,1999014,2235492,7.171875,21.03125,25.9375,114.125,162.07812,356.10938
20100121,6.49981165,-1.87564504,1902.91638,55.3726959,322.359314,1.04E-06,0,2225.28833,1.30E-05,280.858673,2225.27563,35.1307259,0,4.08525038,280.858673,0,0,-18.0320625,1.42E-05,1.76E-07,0.012545073,958.62,7.69,10.54,3.92,0.1,-1.71,3.32,-2.56,-1.08,8480876,9486340,6.84375,20.40625,25.484375,115.25,161.95312,354.625
20100122,6.49159718,-6.16133881,1901.64319,47.6048965,322.436249,2.97E-07,0,2224.09375,1.31E-05,279.389343,2224.07959,33.1591415,0,5.77653837,279.389343,0,0,-14.8287172,1.34E-05,2.04E-14,0.014222101,961.3,4.71,6.62,3.6,2.2,-2.33,2.56,-1.78,-1.32,2937124,3304684,6.46875,19.75,24.609375,114.546875,161.39062,355.0625
20100123,6.5674367,-3.78129888,1901.07483,28.8136711,323.159271,8.11E-07,0,2224.27783,3.64E-06,279.61554,2224.23389,10.9840364,0,12.9373207,279.61554,0,0,-8.67338657,4.45E-06,3.06E-10,0.04371769,955.79,5.13,6.24,4.15,1.73,3.45,1.76,0.08,-1.51,1958714,2200208,6.28125,19.359375,24.0625,112.578125,161.26562,357.375
20100124,6.50913763,-14.2649584,1900.60571,78.4267197,323.46225,9.28E-07,0,2224.08936,8.40E-06,278.829437,2224.06812,24.2159328,0,15.6241283,278.829437,0,0,-52.8672295,9.82E-06,4.89E-07,0.021338612,956.59,6.22,12.24,-0.41,0.06,1.4,1.84,-1.08,-0.11,7110544,7972868,6.1875,19.125,23.765625,110.625,161.70312,361.32812
20100125,6.49932289,5.56191349,1899.91858,124.333534,323.072784,3.69E-07,0,2223.0022,1.18E-05,280.931,2222.99146,32.578167,0,26.7878933,280.931,0,0,-59.3932838,1.32E-05,1.05E-06,0.010831914,959.04,6.54,11.94,-0.6,0.08,1.88,1.72,0.82,-1.19,12083854,13541316,6.140625,19,23.578125,109.25,161.29688,365.48438
20100126,6.53342152,-6.25383139,1899.27124,71.1228027,323.359467,9.19E-07,0,2222.6521,8.38E-06,279.757904,2222.63086,23.6022396,0,10.0503511,279.757904,0,0,-43.7306824,9.57E-06,2.72E-07,0.02139464,950.32,6.86,10.41,2.8,0.14,1.93,2.1,-0.24,-0.36,6757324,7570828,6.078125,18.84375,23.40625,108.65625,159.4375,365.59375
20100127,6.47319984,-1.72097039,1898.64038,123.468208,322.875519,4.55E-07,0,2221.52173,1.18E-05,280.664337,2221.51562,34.083828,0,13.1995945,280.664337,0,0,-77.9054565,1.38E-05,1.55E-06,0.005838475,950.11,6.56,13.45,0.43,0,0.74,1.81,-0.3,-0.27,12579270,14091516,6.03125,18.671875,23.203125,107.984375,157.84375,361.67188
20100128,6.47614622,3.97111106,1897.76575,121.029968,322.367981,4.34E-09,0,2220.14087,1.21E-05,281.710541,2220.13379,34.2648239,0,19.5771656,281.710541,0,0,-63.2101631,1.39E-05,1.75E-06,0.00725693,952.44,8.62,14.92,0.26,0.01,2.67,1.52,-0.9,-0.12,11303738,12664204,6.140625,18.828125,23.21875,107.140625,156.60938,356.82812
20100129,6.47862196,3.81164122,1896.88269,90.9442062,322.199615,1.26E-07,0,2219.09888,1.06E-05,282.477325,2219.08276,29.0690136,0,13.160305,282.477325,0,0,-44.9034882,1.18E-05,1.08E-06,0.016600743,950.7,9.04,13.61,3.75,0.04,4.3,1.98,-0.08,-1.03,7749152,8682680,6.234375,18.9375,23.375,107.3125,155.73438,351.98438
20100130,6.46481943,5.76612663,1896.07971,91.2238541,321.918365,6.20E-07,0,2218.00781,9.41E-06,283.11377,2217.99854,27.5363503,0,18.7829132,283.11377,0,0,-39.1322021,1.12E-05,1.14E-06,0.009749274,949.84,10.18,14.69,3.42,0.36,4.68,1.34,-1.04,-0.3,8689292,9738036,6.0625,18.640625,23.171875,109.1875,155.39062,347.59375
20100131,6.46280003,-9.20795155,1895.28418,74.067543,321.677917,4.22E-07,0,2216.96973,8.98E-06,281.002716,2216.96167,25.1053982,0,7.96128035,281.002716,0,0,-50.2173615,1.02E-05,7.78E-07,0.007624526,950.42,7.9,12.02,3.47,0.76,4.13,1.92,-0.64,-1.3,6149858,6893068,5.984375,18.40625,22.84375,111.703125,155.82812,344.875
20100201,6.47396183,1.07122362,1894.27905,110.629883,321.458069,1.76E-07,0,2215.74365,1.39E-05,281.834595,2215.73682,38.1608429,0,13.0100536,281.834595,0,0,-58.3853455,1.55E-05,1.41E-06,0.006644847,949.26,8.86,12.63,4.56,0.28,2.44,1.69,-0.96,-0.65,7387744,8282736,5.921875,18.25,22.65625,113.453125,156.65625,344.10938
20100202,6.46940899,2.16868401,1893.18481,101.586716,321.521118,4.08E-07,0,2214.72241,1.33E-05,282.354767,2214.70654,37.1435509,0,17.6483421,282.354767,0,0,-44.6213074,1.51E-05,1.32E-06,0.016521242,950.68,9.21,14.37,6.18,1.8,2.45,2.01,-0.45,-1.5,8503426,9534656,5.890625,18.109375,22.484375,114.46875,157.60938,344.625
20100203,6.4944973,-15.0450268,1892.57385,32.3313942,321.911285,9.74E-07,0,2214.51147,4.68E-06,278.923309,2214.48511,13.948308,0,4.91141844,278.923309,0,0,-28.5280666,5.66E-06,3.81E-09,0.026349932,952.48,5.22,8.43,2.13,1.91,2.57,2.03,-1.1,-1.31,3332778,3737808,5.859375,18,22.359375,115.125,158.8125,346.23438
20100204,6.48273039,-2.44457054,1892.01721,77.8671265,321.949158,5.92E-07,0,2213.97876,8.56E-06,280.302338,2213.9668,23.8648548,0,16.2328949,280.302338,0,0,-40.2094841,9.68E-06,5.20E-07,0.012292218,950.82,7.19,10.1,2.62,0.68,3.52,1.37,0.05,-0.36,5780286,6484068,5.828125,17.890625,22.234375,115.15625,160.29688,349.25
20100205,6.48404598,1.48763084,1891.48071,75.4778442,321.899017,4.18E-07,0,2213.39014,8.64E-06,281.392151,2213.38013,23.929882,0,16.230135,281.392151,0,0,-33.8290634,9.70E-06,6.42E-07,0.010354964,949.42,6.9,10.94,2.43,0.57,3.6,1.29,-0.38,-0.07,6512984,7308428,5.78125,17.765625,22.078125,114,160.96875,353.35938
20100206,6.48570251,5.14286709,1890.83264,75.8019867,322.009399,5.80E-07,0,2212.85718,9.81E-06,282.485718,2212.84229,27.2458248,0,16.4747658,282.485718,0,0,-26.9323902,1.10E-05,6.56E-07,0.015115036,949.16,8.96,12.18,3.16,0.13,4.21,1.57,0.92,-0.76,8072674,9060228,5.75,17.625,21.9375,111.875,160.71875,356.34375
20100207,6.46877956,-3.87373281,1890.29761,56.7189217,321.855408,9.84E-07,0,2212.17285,6.52E-06,281.562347,2212.15381,19.4252815,0,5.9844923,281.562347,0,0,-35.1885796,7.88E-06,3.71E-07,0.019761251,945.61,8.98,12.47,5.95,0.02,4.33,1.94,-0.98,-0.37,7060604,7926992,5.71875,17.59375,22,110.28125,160.34375,356.625
20100208,6.45130682,4.71769047,1889.51746,106.971016,321.468964,1.43E-07,0,2210.99951,1.19E-05,283.601868,2210.98633,33.8237381,0,19.293829,283.601868,0,0,-49.1356621,1.37E-05,1.68E-06,0.013019456,941.21,10.8,16.11,5.21,0,5.67,1.89,-0.34,-0.67,12089864,13573920,5.71875,17.5625,22.125,110.28125,160.25,354.28125
20100209,6.45933676,12.7884302,1888.6405,101.117661,321.099792,9.49E-07,0,2209.75488,1.31E-05,285.521423,2209.74048,39.1384773,0,15.8706875,285.521423,0,0,-33.3097534,1.59E-05,1.87E-06,0.014526724,938.54,12.42,16.58,5.45,1.68,7.07,2.44,-1.85,-0.6,10574430,11875440,6.21875,18.8125,22.875,111.375,159.4375,350.96875
20100210,6.58185625,-15.5118027,1888.13062,23.9730339,322.710754,1.76E-06,0,2210.86304,7.40E-06,280.237213,2210.84131,22.6222324,0,9.12577343,280.237213,0,0,-7.74506569,9.17E-06,3.71E-09,0.021697996,943.67,7.58,9.61,5.59,1.23,2.13,3.76,-3.69,-0.66,1947082,2187008,6.625,20.40625,24.75,117.46875,162.28125,348.34375
20100211,6.49885225,-15.7250271,1887.31348,69.4378815,322.634644,2.05E-07,0,2209.95508,1.39E-05,278.488129,2209.94824,35.053196,0,12.7497749,278.488129,0,0,-37.3657608,1.42E-05,1.32E-07,0.006953985,958.04,6.03,9.4,3.56,0.02,-2.64,2.42,-1.53,-1.22,6685146,7509896,6.40625,20.34375,25.71875,133.96875,171.6875,351.03125
20100212,6.53146744,-0.187389404,1886.56323,101.369614,322.440033,3.09E-07,0,2209.01733,1.42E-05,280.341583,2209.00342,37.0338135,0,33.7083015,280.341583,0,0,-30.8097935,1.50E-05,5.45E-07,0.014076849,957.61,6.09,9.19,3.15,4.36,0.07,1.65,0.77,-1.32,9916858,11142720,6.03125,19.09375,24.40625,147.03125,180.9375,363.40625
20100213,6.60178185,-18.8533916,1886.50891,33.5529022,324.34259,9.15E-07,0,2210.88379,3.64E-06,276.809814,2210.85181,11.241004,0,12.3003683,276.809814,0,0,-28.872591,4.56E-06,2.88E-10,0.03234062,951.5,3.91,6.31,1.27,4.2,1.99,1.71,-0.01,-1.31,3048236,3426076,5.8125,18.28125,23.28125,145.5625,191.875,383.3125
20100214,6.5555644,-2.76706386,1886.70984,78.4650192,324.008759,1.04E-06,0,2210.73755,9.00E-06,278.709351,2210.71851,25.0074844,0,21.4140167,278.709351,0,0,-34.8076401,1.01E-05,9.65E-08,0.018906098,955.04,4.12,7.73,1.05,2.57,0.55,1.71,-1.16,-0.96,7580232,8521368,5.71875,18.03125,23.4375,137.96875,202.28125,406.25
20100215,6.57203007,-18.95084,1886.82251,71.9136963,324.586365,1.15E-06,4.44E-06,2211.43115,7.48E-06,275.882294,2211.40918,21.3007622,0,24.9050541,275.882294,0,0.000666512,-44.6605301,8.64E-06,3.89E-09,0.021603493,958.94,2.81,6.26,-1.18,1.07,-1.71,2.16,-1.79,-1.03,5804618,6552472,5.59375,17.46875,22.84375,130.75,203.5625,423.25
20100216,6.55405807,-3.20147038,1886.95752,103.841751,324.497314,7.41E-07,0,2211.46313,1.25E-05,277.522064,2211.45508,33.158802,0,24.5261059,277.522064,0,0,-49.3524437,1.34E-05,1.96E-07,0.008279026,959.49,4.08,7.92,-0.91,0.09,-2.79,1.62,-1.24,-0.6,8069040,9100972,5.53125,17.15625,22.21875,123.15625,197.8125,425.5625
20100217,6.48478842,-4.73304796,1886.61511,113.083534,323.548553,1.88E-07,0,2210.17383,1.44E-05,278.240997,2210.16382,37.4364014,0,30.4982567,278.240997,0,0,-49.8861313,1.52E-05,5.93E-07,0.010135506,960.64,5.02,9.08,0.89,0.05,-4.1,1.9,-1.67,-0.09,10673802,12040148,5.46875,16.96875,21.8125,116.125,189.15625,414.96875
20100218,6.47541142,-10.5432911,1886.43762,91.6201324,322.761383,3.41E-07,5.91E-08,2209.20508,9.82E-06,277.403137,2209.19922,26.2136726,5.18E-16,20.5503693,277.403137,0,8.86E-06,-55.4052849,1.06E-05,4.69E-07,0.006130772,960.04,3.89,7.94,0.14,0.17,-0.67,0.94,0.56,-0.07,8260186,9310116,5.4375,16.8125,21.5,110.9375,180.03125,398.0625
20100219,6.48602104,-13.6158352,1886.1814,77.4656067,322.432373,5.93E-07,1.03E-06,2208.62988,7.33E-06,275.609253,2208.61475,19.5742092,0,25.8312721,275.609253,0,0.000154109,-45.67519,7.94E-06,1.05E-08,0.015960826,955.21,3.51,6.58,-0.72,0.01,0.21,1.06,0.77,-0.32,6807046,7669998,5.375,16.6875,21.34375,107.3125,171.28125,379.71875
20100220,6.45278597,3.36507845,1885.68188,132.007278,321.877075,2.42E-07,0,2207.56372,1.10E-05,278.68103,2207.55859,30.031189,0,39.1276855,278.68103,0,0,-59.478466,1.22E-05,9.72E-07,0.004802515,950.94,4.59,8.46,-0.23,0,0.71,1.22,-0.11,0.4,10220912,11515462,5.5,17.9375,22.21875,104.90625,163.28125,362.25
20100221,6.43669224,3.7153132,1885.1416,128.026749,321.231232,-1.05E-09,0,2206.38159,1.04E-05,279.943481,2206.3728,29.0407429,0,29.2761993,279.943481,0,0,-65.9902039,1.18E-05,1.38E-06,0.008733558,950,6.02,11.97,-0.21,0,1.77,1.4,-0.45,0.63,14488158,16321768,6.75,21.9375,25.59375,105.5625,157.09375,347.09375
20100222,6.42459106,5.90663576,1884.39417,139.542648,320.652496,2.77E-07,0,2205.05103,1.22E-05,281.470367,2205.04688,36.2850876,0,27.4450588,281.470367,0,0,-69.9031906,1.47E-05,2.24E-06,0.004413871,949.03,8.71,14.31,1.3,0,4.06,1.16,0.34,-0.04,15347486,17291882,11.75,32.8125,35.3125,113.25,155.4375,335.34375
20100223,6.42313814,9.96107864,1883.49023,113.243217,320.247833,-2.01E-08,0,2203.74438,1.14E-05,282.737854,2203.73877,32.021225,0,23.5012131,282.737854,0,0,-47.7524567,1.30E-05,1.64E-06,0.006316027,938.2,9.44,14.14,3.82,0,5.05,1.31,-0.51,-0.28,12302644,13864266,17.65625,45.90625,50.03125,134.59375,162.125,329.96875
20100224,6.41646624,13.5934067,1882.37927,120.730736,319.903809,2.92E-07,0,2202.28833,1.29E-05,284.834564,2202.28271,39.1920204,0,13.4718189,284.834564,0,0,-54.4684067,1.59E-05,2.72E-06,0.005272389,937.85,12.04,19.32,6.75,0.01,6.27,2.02,-1.21,0.17,13715366,15459798,22.15625,53.3125,59.4375,170.5625,173.40625,335.15625
20100225,6.38848066,16.5237789,1880.94812,154.983246,319.234192,-8.60E-08,0,2200.18677,1.90E-05,287.18335,2200.18286,59.5441742,0,9.14133453,287.18335,0,0,-69.7688751,2.41E-05,5.23E-06,0.004544472,943.79,13.54,21.43,6.67,0,6.06,2.22,-0.66,-0.86,15608420,17598910,26.34375,61.9375,68.4375,208.8125,192.71875,350.46875
20100226,6.41450739,3.73343325,1879.7854,94.1168671,319.074402,2.92E-07,0,2198.86914,1.13E-05,285.953461,2198.86035,34.524662,0,12.2410154,285.953461,0,0,-43.6231575,1.40E-05,2.37E-06,0.009308361,944.1,12.83,18.52,6.59,0.02,8.79,1.5,-0.34,-0.67,9421364,10625800,29.21875,71.3125,79.40625,266.1875,229.5625,376.65625
20100227,6.42870426,22.0246849,1878.68616,92.7346725,319.082092,6.05E-07,0,2197.77954,1.20E-05,288.590729,2197.76831,36.6457596,0,15.3324718,288.590729,0,0,-18.7161369,1.49E-05,2.28E-06,0.011334823,940.96,15.33,19.36,7.38,1.05,10.29,1.57,-0.32,-0.72,11204674,12641606,29.8125,73.4375,83.28125,350,287.875,424.15625
20100228,6.43123293,2.8379066,1877.3894,85.3569565,319.494537,9.95E-07,0,2196.88965,1.43E-05,287.303589,2196.88403,42.8785706,0,-3.35235715,287.303589,0,0,-42.9984207,1.74E-05,2.14E-06,0.005710262,941.03,13.6,19.26,9.06,0.53,7.67,2.82,-2.77,-0.28,7830732,8836552,30.1875,74.625,84.75,419.96875,376.03125,510.96875
20100301,6.45298338,10.7515926,1876.19312,87.443985,319.494598,1.60E-06,0,2195.70581,1.51E-05,288.565582,2195.68799,47.7644997,0,7.93911457,288.565582,0,0,-20.9882927,1.94E-05,2.66E-06,0.018034894,941.75,14.62,19.55,10,4.35,9.81,2.99,-1.85,-1.55,10775836,12163120,29.4375,72.09375,82.71875,452.34375,466.34375,638.46875
20100302,6.74866629,-14.6685705,1875.61646,29.3654728,322.106079,1.38E-06,0,2197.75122,6.42E-06,283.049133,2197.72314,19.7541599,0,15.1252041,283.049133,0,0,-9.16295815,8.01E-06,2.15E-07,0.028711075,944.22,9.04,11.34,5.88,12.72,5.96,3.66,-3.56,-0.74,1710222,1931158,28.5625,68.96875,79.1875,448.125,521.03125,765.34375
20100303,6.50514078,-14.8182678,1875.84131,108.304588,324.491913,6.56E-07,0,2200.34253,1.49E-05,281.732361,2200.33447,42.684063,0,28.1874409,281.732361,0,0,-52.2591209,1.73E-05,1.73E-06,0.00923761,946.12,7.72,12.49,2.43,0.05,2.36,2.08,-0.59,-1.43,9166604,10352442,28.125,69.71875,80.71875,445.375,548.78125,866.09375
20100304,6.54217863,5.16545343,1876.11938,85.529129,323.66571,1.00E-06,0,2199.79907,1.30E-05,283.365906,2199.78491,36.6622353,0,21.0260773,283.365906,0,0,-22.666338,1.49E-05,8.94E-07,0.013882662,943.5,9.35,12.18,2.99,0.65,4.13,2.16,-1.27,-0.71,8488267,9589460,25.5,63.75,75.6875,445.25,557.4375,955.09375
20100305,6.58927345,-8.1584959,1876.41602,60.8214378,324.081238,1.37E-06,0,2200.5249,8.92E-06,282.142242,2200.49731,26.5941639,0,12.824029,282.142242,0,0,-29.5689411,1.08E-05,4.94E-07,0.027579574,946.83,8.36,11.03,6.02,1.13,4.18,2.62,-2.18,-1,3348132.5,3783681,23.34375,58.8125,69.84375,421.5,548.4375,1008.375
20100306,6.50333595,-4.99850368,1876.63928,113.158836,323.87439,8.78E-07,0,2200.52319,1.50E-05,281.798584,2200.51392,42.4057922,0,31.3581142,281.798584,0,0,-44.3907089,1.72E-05,1.33E-06,0.009465955,953.62,7.46,10.74,4.46,0.92,1.65,2.1,-0.37,-1.75,8448353,9548790,20.96875,53.1875,64.03125,397.4375,530.25,1011.84375
20100307,6.58788061,-5.02768707,1877.01587,42.3159523,323.803192,1.51E-06,0,2200.85229,6.18E-06,280.967834,2200.81934,19.0679588,0,15.9243755,280.967834,0,0,-12.3529892,7.73E-06,4.09E-08,0.033254009,952.59,6.68,7.5,4.35,2.06,2.88,2.83,-1.17,-1.38,2789210.5,3153560,18.6875,47.5,57.46875,370,504.75,983.78125
20100308,6.48370409,-16.166687,1877.00378,87.0715485,323.567535,1.03E-06,0,2200.57593,2.40E-05,279.381378,2200.57153,62.7478905,0,-9.96039677,279.381378,0,0,-50.4632301,2.54E-05,3.99E-07,0.004663659,963.42,6.45,10.34,1.48,0.54,-5.86,4.17,-3.77,-1.28,7730553.5,8742744,16.65625,42.625,52.125,338.40625,478.875,942.0625
20100309,6.43961096,-16.7713432,1876.04614,181.248169,322.212799,4.20E-09,0,2198.25928,1.98E-05,277.849152,2198.25928,53.5752449,0,50.212265,277.849152,0,0,-94.2345047,2.17E-05,1.90E-06,0.000336035,965.75,4.94,10.33,0.74,0,-7.44,1.99,-1.32,0.32,19107144,21616572,14.6875,37.59375,46.34375,307.40625,448.34375,897.25
20100310,6.43033743,-0.246360928,1875.38257,182.10643,321.233948,-9.24E-09,0,2196.6167,1.66E-05,280.005402,2196.61646,47.1512947,0,49.018383,280.005402,0,0,-86.1776962,1.91E-05,2.51E-06,0.000294941,957.8,7.96,12.61,1.6,0,-0.17,1.57,1.01,0.1,18610514,21060628,12.9375,33.1875,40.9375,275.28125,411.375,841.84375
20100311,6.4166441,7.89771128,1874.67126,156.182526,320.49054,-2.04E-08,0,2195.1626,1.44E-05,282.455963,2195.16187,42.5622406,0,36.4265976,282.455963,0,0,-69.2889252,1.73E-05,2.92E-06,0.000878609,950.47,9.24,14.75,2.4,0,3.75,1.45,-0.08,-0.28,17086320,19341436,12.6875,32.40625,38.6875,246.9375,374.125,777.4375
20100312,6.38120937,15.6619921,1873.90588,179.850159,319.470612,-2.20E-08,0,2193.37793,1.73E-05,285.825989,2193.37671,56.3830261,0,30.8974705,285.825989,0,0,-76.9013367,2.29E-05,5.60E-06,0.001431134,947.21,12.07,18.74,3.22,0,6.51,1.36,-0.32,0.02,18335922,20761516,16,38.03125,42.5,229.0625,341.03125,712.46875
20100313,6.43812132,31.3404388,1872.63049,150.00119,318.914795,2.65E-07,0,2191.55591,1.98E-05,290.069611,2191.54541,63.0189095,0,24.2221107,290.069611,0,0,-31.4039021,2.55E-05,5.51E-06,0.010622027,942.99,16.33,20.96,5.8,2.39,9.88,1.8,0.18,-0.43,15641164,17715128,17.8125,42.40625,48.5625,231.96875,316.875,654.21875
20100314,6.51063967,-14.8923016,1871.60339,34.7022591,320.705933,1.80E-06,0,2192.31836,1.87E-05,283.437103,2192.30933,51.8286819,0,-37.7874146,283.437103,0,0,-35.56884,2.10E-05,5.43E-07,0.009071971,949.94,10.84,13.26,8.53,1.22,1.85,4.54,-4.52,-0.3,2591557,2935851,23.0625,57.78125,63.84375,257.59375,309.0625,613.125
