time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,runoff
20100905,7.84511614,-6.08683395,2057.05347,17.1347485,354.370148,-1.14E-06,0,2411.75,4.43E-07,294.256409,2411.42407,-1.30909634,0,8.23089027,294.256409,0,0,-16.3088913,-5.31E-07,1.65E-07,0.326389253,941.63,21.54,22.61,20.7,16.65,19.47,1.77,-1.42,-0.77,3097568,3606066,56.921875,148.34375,178.26562,812.53125,1007.5469,2298.0781
20100906,7.24345684,-4.20175838,2062.64868,59.5494041,361.172333,3.61E-06,0,2423.89429,7.24E-06,294.483063,2423.82178,38.0748215,0,-8.49502659,294.483063,0,0,-34.1610146,1.54E-05,4.59E-06,0.073313043,940.54,21.48,25.19,17.74,8.3,19.38,1.41,-1.11,-0.08,4968136,5780424,61.796875,161.39062,192.21875,828.2969,1074.7969,2403.2188
20100907,7.04174662,11.909687,2066.13135,191.23819,353.113403,4.01E-07,0,2419.29419,2.06E-05,297.948029,2419.24487,114.682175,0,10.3222065,297.948029,0,0,-54.3204422,4.65E-05,2.55E-05,0.049308941,942.28,24.67,29.01,20.3,0.33,19.85,1.34,-0.8,-0.43,18388950,21384000,60.734375,161.79688,194.23438,857.25,1111.8594,2514.125
20100908,7.37428904,3.78636265,2066.24927,160.076385,350.230896,3.72E-06,0,2416.61011,1.97E-05,298.154022,2416.48047,117.29258,0,1.23774111,298.154022,0,0,-37.7653236,4.76E-05,2.41E-05,0.12988627,943.6,23.89,27.82,19.99,37.2,20.23,2.22,-1.92,-0.38,9646620,11212400,55.4375,149.34375,180.76562,891.2969,1148.625,2568.3281
20100909,7.5211916,-16.2702293,2069.40479,53.6140442,362.375153,5.51E-06,0,2431.83008,1.07E-05,292.291931,2431.78027,50.2049141,0,-25.1631222,292.291931,0,0,-44.8469582,2.04E-05,4.17E-06,0.050137915,943.95,19.66,23.18,16.25,24.89,15.94,3.32,-3.27,0.19,5044468,5859480,68.90625,191.3125,228.59375,1030.5938,1280.3906,2743.5781
20100910,7.06766653,1.22086561,2072.92676,180.128143,354.901764,-8.59E-07,0,2427.8457,2.13E-05,295.188934,2427.82886,105.069702,0,9.83027744,295.188934,0,0,-64.0030212,4.26E-05,2.21E-05,0.017196046,944.72,22.04,27.83,16.9,0.01,17.66,1.11,-0.83,-0.04,14981198,17393914,71.359375,199.5,244.64062,1159.5,1467.1562,3154.7188
20100911,6.94693089,7.69511032,2072.79102,189.345428,348.887573,5.59E-07,0,2421.69165,3.28E-05,297.406158,2421.67896,151.40274,0,-42.6507454,297.406158,0,0,-72.8966217,6.14E-05,2.80E-05,0.013104331,945.74,22.31,27.7,16.83,0,18.91,1.24,0.2,-0.27,17478076,20281006,65.140625,181.82812,224.17188,1101.3906,1536.7344,3398.0156
20100912,6.96828461,4.83510113,2070.87231,148.327652,346.377838,-4.02E-07,0,2417.32739,1.78E-05,296.401611,2417.25049,83.1616516,0,11.8786278,296.401611,0,0,-48.4494743,3.37E-05,1.63E-05,0.077117451,944.45,22.93,27.43,19.21,0.4,19.38,1.65,-0.1,-1.22,16436304,19062424,57.15625,160.95312,197.875,981.8281,1454.75,3284.4219
20100913,7.0326705,8.54244518,2068.70557,121.820259,345.722382,2.73E-06,0,2414.56396,1.43E-05,297.411896,2414.42798,71.7826004,0,12.44802,297.411896,0,0,-29.045042,2.91E-05,1.21E-05,0.136098981,943.22,23.96,27.46,21.23,2.58,20.29,1.66,0.94,-0.99,13652780,15825722,51.625,145.375,178.39062,866.2344,1311.375,2975.8438
20100914,7.10863924,3.45233417,2067.21973,83.1846695,347.343842,2.85E-06,0,2414.75146,7.56E-06,297.140808,2414.56396,39.2653046,0,10.512517,297.140808,0,0,-29.9520645,1.59E-05,5.51E-06,0.18792583,943.65,23.91,27.66,21.63,3.12,21.27,1.69,0.45,-0.96,9562226,11078774,47.703125,135.1875,165.71875,773.3281,1171.7969,2666.3594
20100915,7.06045675,7.68406773,2066.00024,136.393707,347.509796,3.99E-06,0,2413.6731,1.33E-05,298.4505,2413.51025,74.2595978,0,14.6949673,298.4505,0,0,-39.7532654,3.01E-05,1.29E-05,0.163156554,942.9,24.6,28.48,21.2,1.6,21.36,1.98,0.46,-1,13578274,15722748,43.734375,126.4375,155.71875,724.15625,1063.8281,2451.8906
20100916,6.97039461,6.28589296,2063.85913,164.853394,346.057861,7.04E-06,0,2409.96631,2.41E-05,298.85498,2409.91724,132.368698,0,-11.756074,298.85498,0,0,-37.9563789,5.37E-05,2.25E-05,0.049331229,940.69,26,30.15,22.4,0.38,21.16,2.29,0.25,-1.19,16608508,19215572,40.640625,118.890625,146.73438,700.03125,1005.5625,2318.4531
20100917,6.91163445,9.83882046,2060.62378,175.634064,343.573425,2.04E-06,0,2404.22021,2.88E-05,299.927612,2404.19751,145.436646,0,-15.7170458,299.927612,0,0,-36.0746193,5.90E-05,2.81E-05,0.022944888,939.68,26.68,30.68,23.34,1.3,21.85,2.26,-0.22,-1.19,15657390,18100464,37.859375,112.671875,139.375,669.8906,975.5,2241.4688
20100918,6.90023232,9.55391312,2057.22705,163.594345,341.83078,1.58E-06,0,2399.11865,2.28E-05,300.6203,2399.05786,129.452011,0,-15.1669264,300.6203,0,0,-39.7546844,5.25E-05,2.81E-05,0.060739745,940.66,27.1,31.7,23.52,0.71,22.81,1.99,-0.85,-0.53,15379052,17764066,36.4375,108.03125,133.53125,635.1719,942.65625,2170.1875
20100919,6.95038605,9.47860241,2054.19482,145.338776,341.404572,3.44E-06,0,2395.71484,1.76E-05,301.038086,2395.59937,107.446869,0,-12.4889669,301.038086,0,0,-40.899437,4.36E-05,2.26E-05,0.115597419,939.69,27.23,32.18,23.66,1.72,23.62,1.8,-0.62,-0.52,14229844,16423216,33.875,101.734375,126.453125,600.9375,901.3594,2085.9844
20100920,6.91823626,3.7746315,2050.95801,155.252655,340.943085,8.42E-06,0,2391.93994,2.63E-05,300.675415,2391.90161,150.092285,0,-40.4011307,300.675415,0,0,-41.7971802,6.09E-05,2.61E-05,0.038728867,939.33,27.61,31.93,22.6,0.76,22.58,2.7,-1.14,-0.93,15471030,17841232,32.078125,96.609375,120.203125,572.0156,857.21875,1982.8125
20100921,6.83297253,-16.3594704,2045.60022,150.089615,340.025879,2.20E-06,0,2385.63306,6.60E-05,295.476318,2385.62622,229.246262,0,-105.053612,295.476318,0,0,-42.2622986,9.29E-05,2.47E-05,0.006923629,948.14,22.98,25.35,20.92,0.13,11.72,7.08,-7.06,-0.37,13602492,15673834,35.8125,114.296875,140.01562,585.6875,836.03125,1898.4062
20100922,6.8008523,-10.4336815,2040.66064,80.3622971,338.389557,2.71E-07,0,2379.05273,2.34E-05,293.949036,2379.05005,86.7367935,0,-16.8945599,293.949036,0,0,-20.9564571,3.52E-05,1.15E-05,0.002516773,951.37,21.24,22.52,19.54,0.23,13.35,2.81,-2.64,-0.17,6037718,6951204,34.921875,112.15625,141.09375,624.25,849.3125,1882.8906
20100923,7.03013325,-12.6158295,2038.24963,46.0833054,339.052795,-4.96E-07,0,2377.41772,9.71E-06,292.027039,2377.30298,31.7556343,0,11.7314272,292.027039,0,0,-15.2115679,1.29E-05,3.66E-06,0.11532408,947.88,18.35,20.34,17.26,10.52,15.05,1.66,-0.12,-1.59,2363794.8,2719253.8,35.078125,111,137.32812,602.4531,858.6406,1872.4844
20100924,7.0706377,-13.6098471,2037.80908,22.7381649,343.772644,1.89E-06,0,2381.84351,7.36E-07,291.079193,2381.58179,7.30789089,0,12.3574505,291.079193,0,0,-16.6890182,2.96E-06,3.40E-07,0.261699706,946.08,17.37,18.12,15.84,5.77,15.25,2.18,-1.47,-1.19,1752095.5,2013971,38.671875,123.109375,151.14062,608.1719,856.375,1858.75
20100925,6.90630579,-19.0225353,2038.02173,33.3676796,342.816803,3.00E-06,0,2380.87842,5.55E-06,288.89975,2380.83838,24.6680241,0,-4.56941938,288.89975,0,0,-32.2912178,1.00E-05,1.46E-06,0.039961856,950,16.39,18.37,12.96,0.52,13.86,1.24,-1.01,-0.24,2105694.2,2418366.2,45.96875,142.8125,173.875,672.34375,880.71875,1886.2344
20100926,6.8455286,-4.76089621,2037.2926,102.04525,340.830322,2.21E-07,0,2378.13306,1.17E-05,290.676758,2378.12256,47.4139175,0,6.26576376,290.676758,0,0,-53.1228409,1.92E-05,7.29E-06,0.010188892,950.63,17.63,21.65,14.21,0.14,14.26,1.13,0.05,-0.6,11158006,12804744,44.71875,137.98438,171.01562,721.7969,938,1950.3438
20100927,7.03111029,4.96571159,2035.76636,116.04557,340.205261,-2.25E-06,0,2376.06104,1.41E-05,292.928253,2375.97217,52.1628075,0,20.9688091,292.928253,0,0,-37.948307,2.11E-05,9.32E-06,0.089369193,949.94,19.11,22.38,15.59,6.49,15.45,0.99,0.06,-0.21,9429532,10812104,40.5,124.5,154.8125,692.5156,968.375,2023.875
20100928,6.97831631,-15.7098141,2035.58557,34.4502373,343.543243,4.46E-06,0,2379.21411,3.23E-06,289.620392,2379.12866,20.4657135,0,-1.26725698,289.620392,0,0,-30.9684887,8.30E-06,6.07E-07,0.085382946,952.2,16.92,18.2,14.38,3.61,13.85,1.88,-1.85,-0.2,1762495.8,2019425,37.304688,113.52344,141,636.64844,932.03906,2054.0078
20100929,6.87930059,5.4777422,2034.97925,126.194473,341.183868,-2.91E-07,0,2376.20215,1.67E-05,292.611359,2376.16357,65.5140533,0,20.2187271,292.611359,0,0,-34.976963,2.66E-05,1.02E-05,0.03903985,952.1,19.14,22.6,15.06,0.72,14.49,1.49,0.09,-1.17,12464007,14268694,38.289062,113.96875,138.22656,602.5,875.58594,2017.1016
20100930,7.1486578,-7.36781836,2034.78088,15.7854319,343.412659,-6.27E-06,0,2378.47412,3.19E-08,290.575134,2378.1936,-15.3596735,0,13.255765,290.575134,0,0,-25.2591724,-6.23E-06,1.20E-08,0.28059867,950.47,17.73,18.39,17.25,3.42,15.81,1.45,-0.88,-0.82,1239649.2,1418008,36.242188,108.50781,133.05469,594.1719,833.9844,1946.8203
20101001,7.13898373,-10.3097839,2036.47559,28.6179008,347.207214,3.66E-06,0,2383.81323,4.84E-06,289.675018,2383.68311,21.6438885,0,-23.5249405,289.675018,0,0,-40.8128433,8.78E-06,2.71E-07,0.130344301,951.93,17.19,18.38,15.64,14.02,13.49,2.41,-2.37,-0.04,2331888.5,2665208,35.492188,109.140625,133.35938,597.7969,822.2969,1906.9531
20101002,6.86936331,-8.19194031,2037.05798,164.415161,343.373322,4.55E-08,0,2380.43311,2.30E-05,290.197906,2380.43188,93.5187988,0,0.5055691,290.197906,0,0,-78.5840225,3.79E-05,1.49E-05,0.001784445,954.69,18.47,24.46,12.68,0,10.78,1.65,-1.27,0.09,15250733,17416718,35.859375,111.53906,137.05469,630.1797,846.64844,1945.6953
20101003,6.82506943,-0.872965932,2036.6062,135.404953,340.51001,-2.34E-07,0,2377.12183,1.65E-05,291.033752,2377.11597,68.8749924,0,8.83490562,291.033752,0,0,-58.5655327,2.79E-05,1.16E-05,0.005574408,954.76,18.17,23.71,13.06,0,13.25,1.16,-0.08,0.33,10678293,12184996,33.117188,102.96875,128.04688,632.34375,875.03906,2050.1562
20101004,6.79679775,0.257113516,2035.46094,134.547409,338.614624,-2.08E-08,0,2374.08521,1.53E-05,291.673767,2374.07471,64.828804,0,13.5367546,291.673767,0,0,-55.9237251,2.63E-05,1.10E-05,0.009703999,953.22,18.46,22.98,12.99,0.15,14.48,1.21,0.19,0.28,12231746,13946452,29.8125,92.42969,115.17969,586.46875,856.1406,2093.3672
20101005,6.80804014,-0.444815964,2034.1969,80.3081284,337.785553,2.88E-07,0,2372.00073,8.46E-06,291.492859,2371.98291,33.5764618,0,9.27045155,291.492859,0,0,-37.9061508,1.36E-05,4.87E-06,0.018262742,950.88,18.88,23.22,15.01,0.4,15.03,1.24,-0.17,0.46,10338213,11777986,26.804688,83.30469,103.9375,535.5078,798.25,2022.7812
20101006,6.79537487,-14.3005838,2032.68628,96.5606689,337.346558,7.55E-07,0,2370.0542,1.15E-05,289.07782,2370.03296,45.2610512,0,11.2471218,289.07782,0,0,-54.3580437,1.84E-05,6.08E-06,0.021383213,950.78,16.23,19.64,11.39,0.01,12.84,1.22,-0.13,-0.34,6073084,6913286,24.1875,75.44531,94.203125,488,734.1719,1891.1484
20101007,6.7544508,1.15045857,2030.89587,152.399933,336.221069,1.02E-07,0,2367.12842,1.65E-05,290.953979,2367.11646,69.1019211,0,21.2063503,290.953979,0,0,-60.9378548,2.80E-05,1.14E-05,0.011501822,949.68,18.6,23.12,13.14,0.01,14.45,1.28,0.81,0.19,13160008,14968768,22.390625,69.96875,87,445.51562,673.1406,1749.1641
20101008,6.80769587,3.02972817,2029.07397,80.9823761,336.285919,1.30E-06,0,2365.38599,1.03E-05,291.085999,2365.35986,39.8826408,0,9.8193655,291.085999,0,0,-28.2458153,1.62E-05,4.57E-06,0.026068712,945.81,18.75,22.16,15.14,0.27,14.8,1.6,0.35,-0.94,10414341,11836198,20.351562,63.8125,79.71094,412.57812,616.75,1616.2031
20101009,7.29061174,8.34690571,2027.73792,49.868721,339.697021,-5.20E-06,0,2367.57178,6.26E-06,292.881744,2367.43481,8.56189156,0,17.6111851,292.881744,0,0,-15.3458614,3.47E-06,2.42E-06,0.136832193,940.47,19.05,22.1,17.44,14.63,16.54,1.6,-0.38,-1.3,3688775.8,4188989.8,18.453125,58.257812,72.85156,387.39062,576.125,1513.2656
20101010,7.14637089,-18.2672024,2029.20056,23.4722633,348.970673,2.62E-06,0,2378.21875,3.50E-05,288.632111,2378.1709,96.8903961,0,-77.7053375,288.632111,0,0,-22.5667191,3.93E-05,1.63E-06,0.047441259,944.94,17.1,17.94,15.59,5.22,6.26,4.99,-4.88,-0.74,3499976,3971460,25.054688,78.796875,93.47656,410.60156,584.125,1491.0234
20101011,6.92645693,5.89125967,2029.69446,147.24826,344.125122,-1.21E-06,0,2373.87891,2.35E-05,291.864777,2373.81958,82.9171219,0,17.3864746,291.864777,0,0,-41.0473557,3.36E-05,1.13E-05,0.059366852,949.54,16.99,20.98,14.98,1.45,9.9,1.7,-0.76,-0.89,5411884,6136022,33.742188,101.34375,120.69531,522.7344,633.6328,1582.1719
20101012,6.96170568,-10.3140192,2030.86462,36.4457626,343.228271,3.79E-06,0,2374.19019,3.56E-06,289.21106,2374.09302,20.1223049,0,4.84449625,289.21106,0,0,-21.796566,8.16E-06,8.01E-07,0.097301997,950.56,15.66,17.45,13.72,0.72,12.11,1.77,-1.64,-0.5,2780628,3150208,35.539062,103.27344,125.25781,583.96094,708.3047,1674.5859
20101013,6.88784885,-2.23086882,2031.15771,101.796715,341.413025,1.44E-06,0,2372.60596,1.35E-05,290.469574,2372.57056,50.9804192,0,12.4480715,290.469574,0,0,-40.598835,2.07E-05,5.75E-06,0.035208695,950.27,16.12,18.32,12.76,0.27,12.55,1.36,-0.82,-0.39,4336760,4909238,33.914062,97.41406,118.84375,583.7656,768.2031,1738.25
20101014,6.80431795,0.21089156,2030.44507,158.455826,339.387573,5.02E-07,0,2369.83813,1.78E-05,291.375671,2369.83252,72.6804962,0,22.6302147,291.375671,0,0,-62.9324608,2.95E-05,1.12E-05,0.005531739,952.87,18.12,23.69,13.43,0,12.2,1.28,-0.39,-0.13,14487922,16387046,31.789062,90.33594,110.078125,550.4922,773.2031,1751.1094
20101015,6.79070473,-4.46652985,2029.06726,125.63015,337.861694,6.73E-08,0,2366.93994,1.63E-05,290.465668,2366.92969,61.4073181,0,13.9835358,290.465668,0,0,-54.7069931,2.49E-05,8.49E-06,0.011040162,952.8,17.88,22.82,13.35,0.03,13.78,1.49,1,-0.41,13033294,14729948,28.882812,81.94531,100.171875,511.26562,735.3047,1706.5703
20101016,6.82330132,-1.24221182,2027.79517,71.3887634,337.561035,-1.68E-07,0,2365.39941,8.86E-06,290.410126,2365.35693,29.8889027,0,-0.063926302,290.410126,0,0,-42.8047829,1.21E-05,3.43E-06,0.043214701,951.24,17.8,22.16,13.89,0.42,14.21,1.59,-0.65,-0.4,9735488,10998836,26.296875,74.0625,90.546875,469.95312,685.6719,1627.6562
20101017,6.76199865,4.60535383,2026.37317,135.472076,336.493073,1.76E-06,0,2362.88354,1.49E-05,292.273712,2362.86646,64.3077011,0,17.6473885,292.273712,0,0,-48.9085007,2.61E-05,9.39E-06,0.017287549,952.04,19.17,23.95,14.29,0.02,14.66,1.07,-0.26,-0.03,11210074,12660276,23.8125,67.1875,82.3125,429.52344,636.2969,1537.7266
20101018,6.83462191,0.157874212,2025.06079,74.9020233,336.64978,-7.61E-07,0,2361.80664,7.33E-06,291.489532,2361.71094,24.2080994,0,15.241457,291.489532,0,0,-35.2952156,9.81E-06,3.25E-06,0.09609624,953.58,18.8,22.67,15.11,1.18,15.65,1.01,0,-0.22,9478828,10701280,21.421875,60.5,74.328125,391.77344,587.0703,1438.8516
20101019,6.80293941,-0.864510953,2023.80823,115.044289,336.686493,1.27E-06,0,2360.56641,1.16E-05,291.772858,2360.49561,47.3907661,0,18.1673908,291.772858,0,0,-50.3512039,1.92E-05,6.31E-06,0.0717149,953.33,18.36,22.65,14.69,0.81,15.84,1.17,-0.37,-0.02,10132310,11434928,19.789062,55.820312,68.203125,357.35156,539.125,1332.5312
20101020,6.82595491,4.19587612,2022.41333,117.042122,336.472717,1.49E-06,0,2358.97729,1.25E-05,292.572723,2358.88599,50.8475952,0,17.4412117,292.572723,0,0,-44.5543098,2.06E-05,6.62E-06,0.091318674,950.41,18.9,23.31,14.92,1.73,15.63,1.44,0,-0.37,11425186,12889404,19.382812,53.382812,64.703125,330.78906,497.35938,1231.1484
20101021,6.88502789,0.416163296,2021.19531,93.4144745,337.4776,2.75E-06,0,2358.78149,9.04E-06,292.400177,2358.67285,38.7369423,0,7.30594063,292.400177,0,0,-46.9596977,1.57E-05,3.92E-06,0.108659841,945.88,19.19,23.61,15.56,1.98,15.67,2.4,1,-1.86,11061028,12474120,18.101562,49.976562,61.101562,311.21875,464.82812,1146.8203
20101022,6.76887846,-6.30238676,2019.48804,137.607925,336.898743,2.40E-06,0,2356.39624,2.26E-05,290.831787,2356.38672,83.52771,0,-2.75615644,290.831787,0,0,-63.1401863,3.39E-05,8.91E-06,0.009480529,945.15,18.53,23.37,15.32,0,11.89,2.16,0.16,-1.97,13091872,14759140,17.007812,47.5625,58.164062,303.34375,454.64062,1092.9141
20101023,6.74665928,-0.024737442,2017.58484,87.168869,335.744598,1.63E-08,0,2353.33105,1.98E-05,291.115417,2353.32983,63.5580559,0,-1.53277826,291.115417,0,0,-25.1657619,2.58E-05,5.91E-06,0.001550231,945.07,17.81,19.82,16.65,0,11.7,1.48,-0.99,-0.53,3579004,4033348,15.6171875,44.351562,54.828125,307.28906,453.60938,1080.5469
20101024,6.7591114,-21.1557503,2015.56604,28.2745323,335.17807,1.55E-06,0,2350.75098,2.76E-05,287.445862,2350.74463,76.422699,0,-43.0604897,287.445862,0,0,-16.0839443,3.10E-05,1.81E-06,0.006844685,950.53,14.56,18.1,9.52,0.69,6.7,5.05,-5.04,-0.18,1550190,1746364,14.21875,41,50.84375,304.70312,441.96094,1064.1875
20101025,6.98845673,-28.5649929,2013.60071,17.2960224,336.599579,2.69E-06,0,2350.2439,7.38E-06,282.143097,2350.20068,24.8858833,0,12.8329163,282.143097,0,0,-8.14660645,1.01E-05,1.73E-08,0.043582391,957.32,8.49,9.65,6.87,10.17,4.49,4.99,-4.99,-0.11,1078712,1214792,17.195312,49.671875,58.476562,309.8203,440.03906,1036.9062
20101026,7.03325605,-18.2481079,2013.9447,19.1455116,340.397217,1.64E-06,0,2354.44409,1.50E-06,281.843018,2354.3418,7.75891018,0,18.3416672,281.843018,0,0,-11.2903719,3.15E-06,5.21E-09,0.102217168,960.9,7.9,8.36,6.82,12.69,6.09,2.91,-2.82,-0.55,1209938,1362080,18.007812,54.359375,66.265625,340.1875,463.42188,1049.8984
20101027,6.86728621,-9.31754303,2014.9718,50.5021706,339.868011,2.25E-06,0,2354.88843,6.01E-06,283.643677,2354.83984,21.948061,0,12.6622915,283.643677,0,0,-25.2086258,8.90E-06,6.38E-07,0.048555829,960.82,9.81,11.66,8.05,1.52,6.52,1.24,-0.2,-0.36,3912160,4402492,17.515625,53.328125,65.640625,356.60938,500.89062,1123.6719
20101028,6.8230257,-17.9043427,2015.3866,52.3779984,338.754944,1.78E-06,0,2354.16943,6.49E-06,282.400055,2354.1416,22.0715427,0,8.07360363,282.400055,0,0,-40.1439209,8.95E-06,6.78E-07,0.027922073,961.36,9.11,12.24,5.63,0.66,5.79,1.58,-1.15,-0.46,5022624,5650172,18.265625,54,65.25781,350.875,525.0156,1192.5078
20101029,6.77671909,-12.7714443,2014.96631,110.52507,337.236115,3.38E-07,0,2352.2124,1.31E-05,282.986633,2352.20312,41.3781013,0,21.4324684,282.986633,0,0,-60.4886742,1.68E-05,3.32E-06,0.010028637,962.13,10.81,14.85,6.13,0.03,6.24,1.14,0.18,0.07,8835164,9935528,18.226562,53.359375,64.765625,344.83594,526.8047,1212.9062
20101030,6.77905512,-7.49767733,2014.1521,87.5863495,336.388275,3.36E-07,0,2350.55591,9.95E-06,283.13916,2350.54004,30.1042061,0,18.0245762,283.13916,0,0,-46.9515533,1.22E-05,1.92E-06,0.015491198,960.02,11.98,15.26,6.55,0.05,7.61,1.18,0.64,-0.3,9748926,10959156,17.328125,50.054688,61.007812,334.48438,511.07812,1194.5391
20101031,6.76820755,8.03662014,2013.20422,86.4840622,335.700745,9.60E-07,0,2348.92261,1.04E-05,285.990723,2348.90552,33.5710831,0,6.18867922,285.990723,0,0,-38.676342,1.36E-05,2.21E-06,0.01774052,955,13.14,15.95,9.14,0,7.88,1.94,-1.7,0.02,7641830,8587488,16.070312,46.171875,56.484375,313.96094,488.83594,1149.1797
20101101,6.76451492,0.483749717,2012.20776,38.4974442,335.475159,1.05E-06,0,2347.70459,8.40E-06,286.324921,2347.68335,25.5599594,0,-13.5290909,286.324921,0,0,-25.9826469,1.04E-05,9.14E-07,0.021694677,956.3,13.76,16.1,12.13,0.48,8.36,2.11,-2,-0.18,2922274,3282672,15,43.085938,52.773438,292.58594,462.14062,1088.4609
20101102,6.73448372,-11.9380999,2010.70142,101.355698,334.744751,8.27E-08,0,2345.45044,1.45E-05,285.136108,2345.44653,46.1659889,0,10.8019857,285.136108,0,0,-56.3344345,1.87E-05,4.10E-06,0.004307041,959.26,13.9,18.75,9.59,0,6.76,1.5,-0.63,-0.47,11047436,12405544,15.1875,43.648438,52.820312,277.6953,435.5,1023.3125
20101103,6.70837688,-6.27211428,2009.39038,133.461014,333.831177,2.88E-08,0,2343.22461,1.30E-05,285.347107,2343.22192,44.8296471,0,21.002882,285.347107,0,0,-73.9015579,1.82E-05,5.16E-06,0.002999838,959.12,13.51,18.16,8.15,0.01,8.66,0.97,0.39,0.38,12323376,13833472,14.265625,41.335938,51.0625,266.02344,411.32812,964.6797
20101104,6.72546244,-6.77619648,2007.97815,96.2198029,333.487823,1.54E-07,0,2341.47852,1.04E-05,284.7995,2341.46582,33.3769875,0,14.1276035,284.7995,0,0,-55.4921265,1.35E-05,3.01E-06,0.012558638,956.88,13.17,17.89,8.24,0.01,9.51,1.34,0.32,0.27,9905222,11115044,12.9296875,37.75,46.757812,249.35938,387.0547,913.3906
20101105,6.74887085,-4.84767866,2006.75806,63.6862183,333.669006,-2.51E-08,0,2340.45044,6.62E-06,284.527435,2340.42773,19.8408546,0,8.82601452,284.527435,0,0,-39.8634491,8.04E-06,1.45E-06,0.023456765,954.03,13.51,17.37,9.72,0.16,9.75,1.15,0.31,0.13,8266996,9273524,12.375,35.945312,44.09375,232.53125,362.4453,864.46875
20101106,6.71854973,1.99956977,2005.37122,97.4467468,333.456146,1.22E-06,0,2338.8396,1.34E-05,286.306061,2338.82764,43.1821709,0,-10.742651,286.306061,0,0,-63.0068512,1.75E-05,2.90E-06,0.012251749,953.1,13.23,17.56,10.33,0.07,9.1,2.08,-1.86,-0.01,7020658,7872712,11.671875,34.570312,42.507812,229.39844,338.375,814.5156
20101107,6.70013475,-4.68083191,2003.29761,127.860558,332.899323,1.17E-07,0,2336.20483,1.81E-05,285.947296,2336.19629,57.1564903,0,5.49363947,285.947296,0,0,-69.8942261,2.32E-05,4.98E-06,0.007955114,955.54,14.12,20.21,7.15,0.01,6.09,2.12,-2.05,-0.01,11876462,13312892,10.953125,33.21875,40.882812,233.22656,320.5625,766.90625
20101108,6.68368673,-5.93612862,2001.50769,130.622299,332.278992,9.87E-08,0,2333.79126,1.41E-05,285.565857,2333.78711,47.0973663,0,15.1123667,285.565857,0,0,-74.3500977,1.91E-05,4.92E-06,0.00447217,958.26,13.49,19.82,7.17,0,8.34,1.29,-0.58,-0.07,13006822,14574764,10.2890625,32.085938,39.5625,229.46094,311.29688,729.0625
20101109,6.69729424,5.62224865,1999.84937,110.835762,332.056152,-1.55E-07,0,2331.92212,1.13E-05,287.216309,2331.90576,36.1227341,0,20.087553,287.216309,0,0,-48.9956779,1.46E-05,3.47E-06,0.01656677,955.06,15.44,20.13,7.61,0.06,11.22,1.69,0.5,-0.67,10657414,11937932,9.859375,31.203125,38.40625,218.40625,304.2578,700.0547
20101110,6.68317175,3.47882318,1998.36646,86.0143051,331.825439,1.34E-06,0,2330.20532,1.68E-05,288.232391,2330.19165,52.008316,0,-28.0315228,288.232391,0,0,-58.5611458,2.11E-05,2.92E-06,0.013455496,953.11,15.67,19.06,11.38,0.07,9.25,2.37,-1.82,0,8376968,9380292,9.6328125,30.632812,37.601562,206.39844,294.35156,672.7344
20101111,6.66707039,-5.5263238,1995.95264,130.348526,331.193573,-1.05E-07,0,2327.15356,1.83E-05,286.201447,2327.146,58.1512146,0,5.2370882,286.201447,0,0,-72.4812012,2.36E-05,5.41E-06,0.00731734,952.23,14.21,19.78,9.62,0.47,6.65,1.99,-0.7,-1.2,13035812,14591736,9.9453125,31.71875,38.539062,197.77344,283.28125,645.3047
20101112,6.70106936,-0.450129837,1994.30872,77.1713867,331.483917,1.62E-06,0,2325.80737,1.09E-05,286.956573,2325.79248,36.5133286,0,-10.7823105,286.956573,0,0,-51.8913956,1.48E-05,2.33E-06,0.014749337,947.78,14.39,19.86,10.19,0.05,9.14,2.27,-1.62,-0.74,10883954,12178828,9.6953125,31.132812,38.4375,195.8125,273.6172,621.1875
20101113,6.86401463,7.08997154,1992.38074,98.9197845,331.800323,5.85E-07,0,2324.21411,1.70E-05,288.93222,2324.18115,54.2358932,0,7.61945009,288.93222,0,0,-29.9716091,2.20E-05,4.41E-06,0.033107359,952.91,15.51,19.9,11.68,9.32,9.67,2.2,-1.41,-1.03,7143004,7989980,9.5,30.523438,37.539062,193.97656,265.71094,602.59375
20101114,6.97394419,-20.326685,1992.30457,13.776226,338.050598,1.94E-06,0,2330.38403,9.27E-06,283.621246,2330.35522,27.843338,0,-23.1594009,283.621246,0,0,-29.429039,1.13E-05,7.97E-08,0.028883046,960.18,11.64,13.45,9.01,5.71,6.63,2.97,-2.89,-0.6,1840784,2058252,9.890625,30.78125,37.609375,191.04688,265.85938,593.64844
20101115,6.74272203,-18.9220943,1992.50842,110.713539,335.944244,9.54E-08,0,2328.45825,1.49E-05,282.773682,2328.45264,43.8337631,0,12.5287666,282.773682,0,0,-73.2827911,1.78E-05,2.80E-06,0.005625502,959.57,9.61,15.36,4.17,0,4.94,1.76,-0.2,-1.06,10302390,11515508,9.6796875,30.453125,37.40625,188.47656,271.9375,603.53906
