time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,runoff
20190902,4.13364983,-0.540549695,518.824829,156.673248,196.353836,7.02E-06,0,715.225891,8.32E-06,292.810608,715.17865,55.5532265,0,64.0774689,292.810608,0,0,-37.581356,2.25E-05,7.18E-06,0.047230728,876.41,18.73,21.1,16.19,0.19,13.74,1.19,1,-0.14,8163030,9773744,28.078125,60.40625,68.78125
20190903,4.35787439,-3.20324183,517.830688,63.8780823,197.315582,1.19E-05,0,715.208984,5.15E-06,291.994293,715.146179,49.2098389,0,7.45161438,291.994293,0,0,-10.4193535,2.00E-05,2.93E-06,0.062755622,873.84,17.48,19.43,15.99,3.51,15.11,1.35,1.15,-0.64,3202536,3837698,26.578125,57.171875,66.53125
20190904,4.3794198,-1.5407939,517.07196,74.2870102,199.899094,1.02E-05,0,717.009521,5.28E-06,292.267426,716.97113,45.8137321,0,10.5626049,292.267426,0,0,-19.4500999,1.86E-05,3.08E-06,0.038479727,872.43,17.67,19.5,15.68,1.45,15.62,1.29,1.16,-0.47,3507296,4206614,25.375,55.6875,64.421875
20190905,4.19564438,4.54759645,516.483765,117.121315,199.437622,3.43E-06,0,715.938904,7.93E-06,293.743225,715.921387,44.4074326,0,36.073101,293.743225,0,0,-32.0905304,1.80E-05,6.64E-06,0.017516123,870.77,19.38,22.77,16.75,0.46,15.89,1.49,1.33,-0.29,8979128,10779226,23.953125,54.15625,63.28125
20190906,4.20774746,6.4260211,515.862366,128.145309,198.8582,6.43E-06,0,714.778137,8.33E-06,294.830139,714.720459,53.6145401,0,36.5049934,294.830139,0,0,-31.5973988,2.17E-05,6.98E-06,0.057579313,869.42,20.69,23.91,18.1,1.14,16.96,1.44,1.33,-0.23,8982366,10792822,22.09375,50.625,59.84375
20190907,4.37407207,3.23594904,515.241455,89.8316803,199.816055,9.45E-06,0,715.124268,6.08E-06,294.527069,715.057495,46.6912994,0,15.7900648,294.527069,0,0,-24.1142406,1.89E-05,3.40E-06,0.066745058,869.69,20.69,24.29,16.98,5.73,17.95,0.77,0.43,-0.16,9126430,10976334,20.765625,47.59375,56.265625
20190908,4.54251862,5.21786356,514.715637,109.551582,200.981476,1.07E-05,0,715.798462,7.34E-06,295.205017,715.697083,56.2331085,0,26.8468075,295.205017,0,0,-21.2547302,2.28E-05,4.79E-06,0.101386264,869.11,21.04,24.87,18.24,2.52,18.28,1.1,0.72,-0.46,8575424,10322696,19.8125,47.21875,56.078125
20190909,5.36085939,-1.77910554,514.886841,73.9584274,211.581375,1.79E-05,0,726.501587,1.26E-05,294.08139,726.46814,83.8656616,0,-23.6509666,294.08139,0,0,-15.5274315,3.40E-05,3.54E-06,0.03337922,870.79,19.38,22.72,16.9,28.69,18.39,1.06,-0.62,0.64,3737042,4502944,23.25,51.125,59.234375
20190910,5.35715342,-2.2253654,516.864014,62.3407822,218.208618,1.29E-05,0,735.139282,6.95E-06,292.942352,735.072632,58.3352509,0,-2.99466109,292.942352,0,0,-9.22396374,2.37E-05,3.77E-06,0.066669591,873.01,18.44,21.18,17.13,26.77,17.45,0.83,0.09,-0.18,3536362,4264852,37.203125,80.0625,87.34375
20190911,5.05855513,4.74066114,520.09491,67.8141937,225.061615,1.42E-05,0,745.194031,8.68E-06,294.031128,745.156555,66.0159531,0,-16.2060966,294.031128,0,0,-13.2590122,2.68E-05,3.91E-06,0.037515666,873,18.86,20.2,17.81,6.13,18.2,1.41,1.06,-0.78,2528442,3051936,51.03125,114.46875,129.35938
20190912,5.79810095,-15.2583246,523.856201,80.8230515,230.725067,1.46E-05,0,754.601868,2.22E-05,291.554077,754.581177,107.51387,0,-21.9009094,291.554077,0,0,-10.4851217,4.36E-05,6.81E-06,0.020613264,875.4,17.37,23.31,12.62,20.4,15.08,2.45,-0.63,0.43,5219142,6305658,63.3125,132.45312,152.07812
20190913,6.0567255,-23.9663296,529.476196,37.1212769,243.126755,1.27E-05,0,772.631775,1.43E-05,286.119232,772.603027,75.2382965,0,-23.4078045,286.119232,0,0,-9.26145554,3.05E-05,3.49E-06,0.028834757,879.88,11.13,12.68,10.25,34.83,9.95,2.24,-2.22,0.09,1919920,2321530,97.53125,199.42188,218.34375
20190914,5.65091228,-15.2796993,536.960449,31.5580082,250.388077,9.67E-06,0,787.399475,5.67E-06,285.62146,787.348328,42.5065651,0,-16.8820744,285.62146,0,0,-21.2110825,1.72E-05,1.90E-06,0.050952971,877.86,10.71,12.1,9.07,12.73,9.88,1.2,-1.11,-0.44,2271310,2748850,118.53125,261.21875,292.5625
20190915,5.22657251,-5.73094893,544.117188,60.7897758,244.359528,3.78E-06,0,788.535522,6.23E-06,287.235962,788.476685,35.5992813,0,-1.30026591,287.235962,0,0,-32.2183456,1.44E-05,4.43E-06,0.058816865,877.47,12.89,17.74,8.95,6.94,11.03,1,-0.71,-0.62,4949078,5995398,121.9375,278,316.875
20190916,5.15012217,5.64093256,549.610107,135.995682,237.910278,5.13E-06,0,787.610657,7.96E-06,290.139404,787.520325,58.4035378,0,49.6298294,290.139404,0,0,-22.3199158,2.37E-05,1.06E-05,0.090276025,875.95,14.89,17.24,10.3,5.5,12.63,0.61,0.03,0.04,5931394,7167650,112.484375,260.71875,301.5625
20190917,5.01628351,-8.33083916,553.904175,110.657799,235.053116,5.59E-06,0,788.971191,1.91E-05,288.558929,788.957458,88.8231354,0,-17.710228,288.558929,0,0,-47.8796196,3.60E-05,1.13E-05,0.013887673,880.98,13.14,16.42,10.05,4.94,10.53,1.72,-1.55,-0.61,4484148,5405100,104.15625,245.42188,284.79688
20190918,5.18435717,-5.28407478,557.203369,52.9619827,231.934753,8.49E-06,0,789.226562,4.97E-06,287.586945,789.138062,40.7659492,0,6.40895271,287.586945,0,0,-11.0701866,1.65E-05,3.07E-06,0.088456251,881.25,13.28,15.4,11.53,10.07,11.55,0.5,-0.07,0.05,2733534,3286934,98.78125,233.95312,271.3125
20190919,4.9189043,0.626492739,560.085876,73.846756,231.184341,5.15E-06,0,791.287598,1.12E-05,288.947906,791.270142,55.284977,0,-16.5460682,288.947906,0,0,-34.4781418,2.24E-05,6.11E-06,0.017410148,881.29,15.07,18.98,11.55,4.37,11.3,0.97,-0.91,-0.14,5936074,7120032,98.796875,236.78125,273.70312
20190920,4.67200708,-1.87687528,562.147156,147.9785,225.895203,7.75E-07,0,788.044495,2.42E-05,289.842041,788.042358,105.661964,0,-28.4718227,289.842041,0,0,-72.6673431,4.28E-05,1.78E-05,0.002119359,881.72,16.04,21.3,9.24,0.01,9.03,1.53,-1.26,-0.5,13793378,16504460,94.625,228.67188,266.42188
20190921,4.58845234,-2.96679974,563.007568,172.023514,221.48967,1.23E-08,0,784.497681,2.10E-05,289.657959,784.49707,92.1552811,0,1.78455651,289.657959,0,0,-81.0520554,3.74E-05,1.63E-05,0.000448149,882.31,15.37,21.77,8.38,0,7.71,1.49,-1.05,-0.88,17534612,20929740,85.921875,208.17188,244.04688
20190922,4.56188726,-1.13258231,563.05719,187.723099,218.598541,2.25E-07,0,781.657593,1.54E-05,289.388123,781.655762,70.2649841,0,44.6571693,289.388123,0,0,-73.9322662,2.85E-05,1.28E-05,0.001880434,882.66,15.4,20.98,10.16,0.07,9.71,1.13,0.49,-0.31,16749870,19944308,77.25,186.9375,218.71875
20190923,4.57513475,-2.59323645,562.74707,109.645241,217.075211,8.68E-07,0,779.829468,8.54E-06,288.802795,779.822266,39.5803032,0,23.1755676,288.802795,0,0,-49.4814453,1.60E-05,6.64E-06,0.007206416,884.15,14.89,18.9,10.49,0.08,11,0.82,0.14,-0.1,9707906,11531557,69.453125,167.04688,195.0625
20190924,4.55864906,-5.19176197,562.290955,96.7126541,216.123581,1.91E-07,0,778.417725,7.65E-06,288.550232,778.414612,34.6965218,0,6.85055923,288.550232,0,0,-60.3595543,1.41E-05,6.22E-06,0.003166128,883.95,14.81,20.28,8.23,0.08,10.98,0.96,0.32,-0.22,12016961,14239467,61.5,148.35938,172.54688
20190925,4.49293423,0.44810608,561.747803,153.213486,214.872238,5.79E-07,0,776.622803,1.32E-05,289.443939,776.619873,55.5234642,0,23.9518929,289.443939,0,0,-73.2893524,2.25E-05,8.71E-06,0.002766015,882.59,14.8,20.08,8.99,0.13,9.97,1.47,1.05,-0.29,16816468,19878128,55.140625,133.09375,155.1875
20190926,4.47508717,2.8503499,561.087524,152.04303,213.571548,1.98E-06,0,774.666748,1.23E-05,289.910583,774.65918,55.8289185,0,36.2679214,289.910583,0,0,-57.0939636,2.26E-05,8.31E-06,0.00771123,881.94,14.66,19.66,9.63,0.05,10.35,1.5,0.99,-0.22,13036680,15373597,49.734375,120.453125,140.73438
20190927,4.47992516,0.857589483,560.325745,123.972748,212.77565,3.12E-06,0,773.108582,1.12E-05,289.988281,773.101379,51.6034088,0,21.1248245,289.988281,0,0,-50.3857155,2.09E-05,6.59E-06,0.007215299,880.57,15.18,20.24,10.06,0.51,11.81,1.63,1.24,-0.24,10003828,11768088,45.71875,109.78125,128.14062
20190928,4.45426321,6.09941292,559.50415,126.053284,212.012772,2.63E-06,0,771.530823,1.13E-05,291.13736,771.516907,51.6718483,0,20.3238544,291.13736,0,0,-47.9551506,2.09E-05,6.99E-06,0.013891293,878.5,15.59,20.2,12.13,0.64,12.41,1.72,1.35,-0.34,9158993,10748242,41.640625,99.765625,116.609375
20190929,4.47036171,1.92496252,558.637756,99.0944366,211.606522,4.17E-06,0,770.252075,9.98E-06,291.193787,770.244324,48.3398628,0,2.98427439,291.193787,0,0,-45.8448029,1.96E-05,5.45E-06,0.007823668,876.44,16.46,20.5,12.71,0.65,13.71,1.87,1.48,-0.58,9361598,10959771,37.609375,90.328125,105.890625
20190930,4.6381855,10.8215256,557.754517,137.976715,211.482498,7.80E-06,0,769.253235,1.55E-05,292.959686,769.236938,77.0251846,0,12.1291809,292.959686,0,0,-37.9987793,3.12E-05,7.93E-06,0.016260395,873.87,17.6,21.99,13.91,8.93,14.75,1.9,1.44,-0.8,11262909,13154224,34.328125,82.5625,96.72656
20191001,4.86353302,-11.7969742,557.202332,50.1874771,216.756119,4.70E-06,0,773.974976,7.31E-06,289.243561,773.958374,34.754303,0,-0.914942443,289.243561,0,0,-28.1511402,1.41E-05,2.08E-06,0.016567335,874.47,15.6,17.89,12.69,10.73,14.13,1.2,0.83,-0.8,3919998,4566915,38.148438,94.515625,107.3125
20191002,4.82380247,7.48963785,557.012939,82.7000275,217.352142,6.25E-06,0,774.415222,8.37E-06,291.288757,774.365051,45.2025909,0,20.9219818,291.288757,0,0,-9.08010769,1.83E-05,3.70E-06,0.050176524,873.49,16.76,19.74,13.56,5.19,14.56,1.2,1.01,-0.2,6771646,7871612,41.039062,108.21875,126.4375
20191003,5.05270386,0.725287378,557.275818,41.6613846,221.736328,1.17E-05,0,779.060059,8.06E-06,291.11618,779.012085,53.9010544,0,-22.6319065,291.11618,0,0,-9.66995716,2.19E-05,2.10E-06,0.04793774,875.68,16.54,18.23,14.73,7.22,15.48,0.83,-0.6,0.05,3020898,3503032,40.921875,108.83594,130.94531
20191004,4.97161722,-15.8392334,558.280762,32.2980537,223.909058,5.05E-06,0,782.20166,1.17E-05,287.411774,782.189697,47.4468307,0,-19.8622303,287.411774,0,0,-20.5584431,1.92E-05,2.44E-06,0.01184885,879.7,12.56,14.53,10.91,8.55,11.36,1.68,-1.61,0.02,1585403.8,1834004,44.539062,114.36719,135.47656
20191005,4.92754221,-4.69214439,559.391968,79.0905609,223.262741,5.41E-06,0,782.690125,8.40E-06,288.186096,782.654785,43.5242119,0,30.6280613,288.186096,0,0,-9.63192081,1.76E-05,3.83E-06,0.035420615,878.01,13.57,16.86,11.32,9.43,11.65,0.67,0.2,-0.28,3666778,4231766,55.320312,134.07031,155.91406
20191006,4.92150068,-11.2312374,560.635071,47.3065414,225.652374,4.55E-06,0,786.302124,1.11E-05,286.416626,786.287231,45.2194786,0,-20.4060688,286.416626,0,0,-33.7265625,1.83E-05,2.70E-06,0.014693985,880.94,12.22,15.19,9.9,5.9,9.95,1.44,-1.27,-0.55,3741873.5,4308262,56.570312,138.92188,166.02344
20191007,4.74155092,-9.91043854,561.80896,54.287262,223.486572,3.44E-06,0,785.349243,7.14E-06,285.770569,785.295471,33.4197197,0,1.45166564,285.770569,0,0,-29.3270988,1.35E-05,2.97E-06,0.053695798,881.75,12.07,14.3,10.5,1.13,8.99,1.06,-0.98,-0.26,3587377.8,4120784,57.304688,142.04688,169.20312
20191008,4.91013718,-6.02721691,562.542114,44.0919762,222.901993,6.26E-06,0,785.495117,5.40E-06,285.770294,785.444031,32.78759,0,11.3604202,285.770294,0,0,-5.97079992,1.33E-05,1.63E-06,0.05103793,878.24,12.13,14.28,10.64,5.51,10.06,0.75,0.63,-0.03,3737966,4283762,53.921875,135,161.90625
20191009,4.95015383,-1.02733719,563.418579,53.0073547,224.784241,7.90E-06,0,788.22876,8.08E-06,286.857941,788.20282,45.0443268,0,-20.4941921,286.857941,0,0,-29.4829178,1.83E-05,2.29E-06,0.02595211,876.12,12.12,14.49,9.17,8.37,10.13,0.78,-0.66,0.22,3278100,3747673,53.101562,132.48438,159.17969
20191010,4.72156048,-2.87112427,564.346191,89.1329498,223.50737,2.12E-06,0,787.86084,1.16E-05,287.422699,787.853455,47.3709602,0,9.26019192,287.422699,0,0,-35.3742256,1.92E-05,5.47E-06,0.007263707,877.1,13.72,16.83,9.89,1.73,9.87,0.79,-0.21,-0.24,7655966,8732928,54.890625,136.40625,163.75781
20191011,4.68059349,-6.94385338,564.815186,91.0035858,221.70372,3.09E-07,0,786.522461,7.82E-06,286.58844,786.518921,31.1375027,0,14.9321508,286.58844,0,0,-51.8806229,1.26E-05,4.50E-06,0.003561153,877.72,13.73,19.55,7.19,0.11,8.66,0.8,0.16,-0.41,12290632,13986234,50.1875,125.234375,151.96875
20191012,4.64301014,-4.1951375,564.925659,141.683655,220.240921,-3.30E-08,0,785.167908,8.62E-06,286.724487,785.166626,35.3205719,0,45.0847511,286.724487,0,0,-65.4728088,1.43E-05,5.73E-06,0.001370097,879.66,13.07,19.02,7.18,0.01,9.07,1.05,0.62,-0.21,15004642,17034742,45.492188,113.57031,138.21094
20191013,4.85395384,-0.053185277,564.874023,75.2228699,220.812393,4.06E-06,0,785.712341,6.03E-06,286.697662,785.68634,30.0994358,0,21.0235691,286.697662,0,0,-24.1492214,1.22E-05,2.11E-06,0.025915759,883.53,12.85,18.35,8.69,4.91,10.16,0.9,-0.46,0.15,11402468,12915182,40.984375,102.046875,124.28125
20191014,4.86203098,0.014700168,564.958435,115.750923,220.917374,3.68E-06,0,785.899292,1.11E-05,287.543365,785.875732,48.7922668,0,37.0951157,287.543365,0,0,-29.8512478,1.98E-05,4.97E-06,0.02349261,884.9,13.32,16.33,10.08,7.57,10.23,1.12,0.75,-0.52,10016086,11318520,42.054688,104.25,124.125
20191015,5.20830774,-18.5745335,565.727783,21.6724529,227.956451,5.35E-06,0,793.733887,3.70E-06,283.464874,793.684082,23.5931969,0,-3.14446783,283.464874,0,0,-19.805891,9.57E-06,5.14E-07,0.049666613,883.01,9.85,11.11,5.51,9.47,8.81,1.03,0.15,-0.4,1517106,1710448,43.867188,110.35156,131.52344
20191016,4.74798203,-5.14517927,567.144592,165.52327,225.942871,5.32E-07,0,793.102783,1.22E-05,284.878876,793.087341,48.1200485,0,54.1185875,284.878876,0,0,-68.4273834,1.95E-05,6.73E-06,0.015325665,883.94,11.13,16.09,6.14,0,5.72,1.05,-0.37,-0.33,15670888,17673212,55.015625,138.77344,161.0625
20191017,4.69238758,2.13890743,567.910156,125.359917,223.540237,1.06E-06,0,791.456116,1.30E-05,286.288025,791.450317,47.6904869,0,20.0611191,286.288025,0,0,-55.464325,1.93E-05,5.29E-06,0.005733785,881.54,11.64,16.84,7.37,0.03,7.2,1.91,1.58,-0.4,13817400,15587780,51.695312,131.35938,157.42969
20191018,4.75084782,1.11163592,568.206543,59.3411293,222.579102,5.20E-06,0,790.802124,9.70E-06,286.584259,790.785461,42.473526,0,-9.52624035,286.584259,0,0,-25.2799702,1.72E-05,2.33E-06,0.016487459,879.51,12.67,15.08,9.29,1.11,9.31,2.23,2.15,-0.19,5947428,6711328,46.828125,118.72656,142.03906
20191019,4.75039196,-4.7831192,568.338928,55.1876869,222.014206,3.89E-06,0,790.380981,6.61E-06,286.045563,790.353027,30.759779,0,-0.898316562,286.045563,0,0,-30.1118526,1.25E-05,1.98E-06,0.027811434,880.44,12.28,15.19,8.33,0.62,9.13,1.13,0.33,-0.08,6357116,7176102,42.5,108.53125,130.39062
20191020,4.65663099,-0.767307699,568.35083,123.664284,220.959503,1.74E-06,0,789.319275,1.03E-05,286.887787,789.310181,42.0904312,0,34.6308098,286.887787,0,0,-47.710247,1.71E-05,5.02E-06,0.00889977,879.26,13.12,17.6,8.75,0.11,8.65,0.97,-0.21,-0.72,10708688,12091914,38.703125,99.640625,119.85156
20191021,4.82812071,-5.31633663,568.271973,44.3708305,221.619965,3.19E-06,0,789.919067,3.81E-06,285.478577,789.891785,19.772047,0,9.28603172,285.478577,0,0,-20.6292725,8.02E-06,1.01E-06,0.027115686,875.61,11.8,14.25,8.42,0.98,9.37,0.7,-0.31,-0.18,5168990,5838804,34.921875,90.08594,108.6875
20191022,4.68470621,0.903705835,568.259766,108.330086,220.975891,1.77E-06,0,789.264587,8.06E-06,286.956757,789.235535,33.7792435,0,37.1421738,286.956757,0,0,-36.5046654,1.37E-05,3.86E-06,0.028939491,874.97,13.21,17.25,8.89,0.13,9.86,0.93,0.27,-0.37,9277860,10482820,33.890625,84.80469,101.13281
20191023,4.92514658,-7.34419727,568.146973,65.1590881,221.331329,7.36E-06,0,789.509766,1.05E-05,285.857086,789.478149,49.6637611,0,8.44356918,285.857086,0,0,-14.4079323,2.01E-05,2.30E-06,0.03147031,877.61,12.45,15.05,5.67,17.73,9.84,1.78,0.31,-0.03,4141246,4680472,31.523438,78.4375,93.859375
20191024,5.17500687,-28.9644985,568.532104,24.9391823,226.11647,5.59E-06,0,794.671021,8.30E-06,279.174866,794.648621,35.9363976,0,8.50808239,279.174866,0,0,-9.46052551,1.46E-05,6.81E-07,0.022439933,885.12,4.42,6.09,3.1,8.68,2.4,2.15,-2.11,-0.26,3296546,3727176,35.351562,92.25781,108.85156
20191025,4.846385,-9.61641216,569.685608,48.185524,226.987381,2.65E-06,0,796.717773,5.61E-06,281.015961,796.672974,23.4227047,0,14.1667118,281.015961,0,0,-20.2097874,9.50E-06,1.23E-06,0.04481744,884.37,6.05,8.04,3.01,4.21,3.03,0.87,-0.69,-0.28,3856720,4399212,38.554688,103.58594,124.17969
20191026,4.75414896,-7.57274628,570.593201,91.1394272,225.248413,8.88E-07,0,795.843079,8.46E-06,282.188446,795.841614,31.3847389,0,18.4482651,282.188446,0,0,-48.8817863,1.27E-05,3.37E-06,0.0014887,881.63,8.65,12.65,3.44,0,3.64,0.8,0,-0.35,9829434,11170212,38.328125,103.921875,125.61719
20191027,4.70321465,-3.06133723,571.020813,135.609329,223.482025,5.50E-08,0,794.506836,1.09E-05,283.223969,794.502808,38.5723457,0,26.5927105,283.223969,0,0,-73.5049286,1.56E-05,4.73E-06,0.003992888,880.36,10.15,14.7,4.3,0.04,4.05,0.89,-0.08,-0.02,13608914,15433500,37.101562,98.89844,119.78906
20191028,4.65620279,1.80154943,571.069885,151.833481,221.707977,1.20E-07,0,792.783081,1.15E-05,284.227325,792.777893,44.0401306,0,29.0265923,284.227325,0,0,-76.9580536,1.79E-05,6.23E-06,0.00517218,881.07,10.36,16.06,4.9,0,3.36,1.13,0.33,-0.39,14447436,16369344,34.679688,91.859375,111.78125
20191029,4.68873024,-3.6442256,570.886292,75.2946396,220.98468,2.30E-06,0,791.88031,5.66E-06,283.869049,791.871033,24.0473919,0,12.6465521,283.869049,0,0,-42.2476807,9.75E-06,1.79E-06,0.009361447,880.89,9.68,14.66,3.58,0.11,6.79,1.27,0.57,-0.16,10108554,11450960,31.5,83.203125,101.63281
20191030,4.6542964,4.84787893,570.615723,111.268456,220.240753,3.08E-07,0,790.865173,8.15E-06,285.437958,790.856445,29.9088154,0,30.7428093,285.437958,0,0,-45.7638779,1.21E-05,3.66E-06,0.008697171,881.5,10.76,16.19,4.5,0.11,6.85,0.88,-0.24,-0.24,10742582,12169196,28.359375,74.765625,91.36719
20191031,4.95837116,-4.69272709,570.432373,18.5904446,222.608551,3.44E-06,0,793.116943,2.60E-06,283.820282,793.040894,15.8186522,0,-1.42780674,283.820282,0,0,-8.89238358,6.41E-06,3.76E-07,0.076062448,880.27,10.26,12.17,8,9.02,9.06,0.4,0.12,-0.19,2459600,2786988,25.515625,67.171875,82.11719
20191101,4.79299736,-9.97169876,570.609375,47.9025307,223.184998,2.72E-06,0,793.809998,4.26E-06,283.214386,793.794495,20.4945927,0,-5.6657548,283.214386,0,0,-43.0506592,8.31E-06,1.33E-06,0.015614818,880.76,9.3,13.89,4.12,1.09,7.17,0.75,0.06,-0.37,4878256,5528852,28.117188,75.42969,89.78125
20191102,4.70879221,-3.21863818,570.783752,111.420906,222.317093,1.99E-07,0,793.105225,5.59E-06,283.823242,793.100708,21.3879662,0,31.3529282,283.823242,0,0,-61.8975906,8.67E-06,2.88E-06,0.004406067,880.65,9.49,15.33,4.49,0,6.48,0.87,-0.1,-0.39,11879542,13468140,27.757812,76.13281,92.99219
20191103,4.69073439,2.64457965,570.801453,84.2305984,221.568909,3.90E-07,0,792.376282,6.08E-06,284.825104,792.370178,21.6090984,0,25.425169,284.825104,0,0,-34.5487175,8.76E-06,2.29E-06,0.005935301,882.04,10.41,15.1,5.5,0.22,7.93,0.84,0.14,-0.15,7064700,8011892,25.351562,69.64844,85.78125
20191104,4.66057587,0.778268933,570.703552,83.087204,220.791992,1.48E-06,0,791.52063,8.41E-06,285.133118,791.495422,30.4880409,0,24.0232449,285.133118,0,0,-27.7966137,1.24E-05,2.46E-06,0.025065472,880.92,11.23,15.18,6.6,0.37,7.88,1.01,0.76,-0.28,7665288,8695760,23.148438,63.132812,77.67969
20191105,4.92171144,-4.75789165,570.530273,31.383009,221.660553,3.93E-06,0,792.249451,3.99E-06,283.887085,792.190857,21.0862522,0,6.4145956,283.887085,0,0,-8.64069176,8.55E-06,6.27E-07,0.058568463,876.61,9.75,11.26,8.16,7.09,8.68,0.95,0.82,-0.24,2726138,3093628,21.03125,57.523438,70.83594
20191106,4.73935461,-13.7605639,570.632202,74.5342255,222.792862,3.33E-06,0,793.439819,6.64E-06,282.670776,793.424927,29.5783272,0,5.13509083,282.670776,0,0,-53.5911217,1.20E-05,2.03E-06,0.014794136,877.87,9.2,13.61,3.64,0.79,6.41,1.14,-0.62,-0.37,7965714,9042304,25.007812,69.84375,82.46094
20191107,4.6670208,4.83659792,570.724731,124.661446,221.685638,1.80E-06,0,792.427124,1.10E-05,284.410095,792.4104,39.9568787,0,34.7079391,284.410095,0,0,-45.1503983,1.62E-05,3.36E-06,0.016702442,880.48,9.92,13.59,3.77,0.04,6.1,1.15,0.81,-0.31,9392064,10664788,26.6875,74,89.640625
20191108,4.71338034,-1.05556822,570.647644,31.6370373,221.024094,4.08E-06,0,791.690247,7.87E-06,284.143066,791.67157,32.2293472,0,-10.4345827,284.143066,0,0,-10.8963223,1.31E-05,1.12E-06,0.0185147,880.2,10.45,12.52,8.52,0.92,7.3,1.68,1.42,-0.69,3732330,4239448,24.945312,68.86719,84.33594
20191109,4.71812582,-20.7963963,570.55072,31.0828686,221.289322,2.92E-06,0,791.852295,6.68E-06,281.412048,791.839905,25.7476425,0,-20.723608,281.412048,0,0,-46.8721008,1.04E-05,8.39E-07,0.012245623,882.08,7.6,12.63,-0.03,0.53,4.83,1.2,-0.48,-0.2,2639614,2999100,23.5,65.61719,79.75
20191110,4.64222765,6.08654785,570.425293,134.347397,220.415756,6.91E-07,0,790.848328,9.79E-06,283.705566,790.841187,34.09729,0,29.6925602,283.705566,0,0,-64.457283,1.38E-05,3.34E-06,0.007238602,877.39,8.21,14.34,0.38,0.02,3.05,1.18,0.5,-0.74,12544262,14257164,23.515625,65.140625,78.11719
20191111,4.6932106,-3.94229865,570.192139,34.6394997,220.10173,3.24E-06,0,790.334229,6.06E-06,283.215118,790.293823,25.2671585,0,-3.9539206,283.215118,0,0,-17.2704182,1.02E-05,9.41E-07,0.040361416,874.24,8.89,10.81,4.88,1.46,6.32,0.84,-0.15,-0.46,2654866,3018300,21.84375,60.484375,73.3125
20191112,4.61202574,-16.1994286,569.950928,37.5767593,219.745239,2.50E-06,0,789.70282,1.66E-05,281.047852,789.696167,50.7283211,0,-47.324482,281.047852,0,0,-50.383213,2.06E-05,1.42E-06,0.006640323,883.26,5.45,10.93,0.03,1.34,0.9,2.21,-2.17,-0.21,3409084,3877068,20.273438,56.265625,68.140625
20191113,4.58939457,-18.6189289,569.616943,114.833565,218.55835,4.15E-09,0,788.175659,1.03E-05,278.785736,788.175293,31.3441467,0,22.3718071,278.785736,0,0,-79.7398911,1.27E-05,2.37E-06,0.000336923,887.36,4.85,10.61,0.59,0,-1.67,1.16,0.17,-0.51,10459770,11899436,19.414062,53.734375,64.8125
20191114,4.58100748,-6.10269785,569.179321,127.841179,217.837601,4.95E-09,0,787.018372,1.00E-05,280.048828,787.016846,31.0521469,0,30.3749084,280.048828,0,0,-72.5133362,1.26E-05,2.55E-06,0.001461931,878.07,6.57,11.55,0.9,0,0.46,1.62,1.2,-0.54,11813172,13443008,17.8125,49.351562,60.039062
20191115,4.59831095,1.97920096,568.68811,120.981125,217.465515,1.83E-07,0,786.156311,6.43E-06,281.637848,786.153564,21.5566902,0,38.8577766,281.637848,0,0,-58.5786667,8.74E-06,2.12E-06,0.002704536,874.52,7.72,13.06,1.78,0,4.05,0.92,0.24,-0.3,11087324,12621024,16.078125,44.671875,54.40625
20191116,4.57854843,2.28425765,568.182129,61.4095345,217.233978,1.76E-06,0,785.427368,1.17E-05,282.887909,785.416199,37.3560753,0,-10.6884241,282.887909,0,0,-32.4570732,1.51E-05,1.69E-06,0.011204618,873.36,8.1,12.5,2.64,0.7,5.6,1.45,0.05,-0.17,5565668,6328956,14.5,40.625,49.546875
20191117,4.56878614,-37.5776291,567.671692,38.6171684,216.809982,1.52E-06,0,784.484192,1.79E-05,275.425323,784.481506,50.4919319,0,-26.714613,275.425323,0,0,-52.4414177,2.05E-05,1.01E-06,0.002516353,886.37,1.66,6.05,-2.23,3.65,-5.57,2.55,-2.41,-0.5,5065500,5867424,13.421875,38.398438,46.539062
20191118,4.58343649,-5.16682148,567.126831,113.630539,216.440674,1.09E-06,0,783.585999,8.21E-06,277.475281,783.567444,26.3001747,0,45.2462502,277.475281,0,0,-47.2358284,1.07E-05,1.36E-06,0.018494554,884.22,3.66,7.87,-1.92,0.21,-3.76,0.99,0.65,-0.41,9861480,11783316,12.34375,36.148438,44.234375
20191119,4.60955715,0.424612194,566.577698,34.4121475,216.511871,6.95E-07,0,783.119751,5.77E-06,279.444305,783.089417,17.4143734,0,9.14153004,279.444305,0,0,-7.42767811,7.06E-06,5.90E-07,0.030236123,881.8,5.13,6.77,1.78,2.41,1.57,0.6,0.42,-0.14,3069264,3626816,11.6484375,34.164062,41.640625
20191120,4.61600828,-16.1398125,566.078552,51.472393,216.915359,1.59E-06,0,783.006042,4.20E-06,277.883728,782.993774,16.0563946,0,5.4908886,277.883728,0,0,-46.0744858,6.51E-06,7.19E-07,0.012120022,881.07,4.19,7.4,-0.37,0.55,1.72,0.85,0.49,-0.32,3737690,4346728,12.5703125,36.59375,43.492188
