time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,runoff
20100102,4.32346678,13.1851559,525.594421,111.358223,204.514389,1.55E-08,3.21E-08,730.109619,4.53E-06,275.223694,730.108826,12.515274,4.44E-16,8.44356632,275.223694,0,4.81E-06,-77.2117996,5.07E-06,5.24E-07,0.000764058,876.58,2.38,7.29,-2.3,0,-3.04,0.97,0.28,-0.13,10107164,11749020,7.171875,22.570312,27.976562
20100103,4.32164001,-0.540449977,525.135864,79.0688095,204.405029,3.89E-07,3.20E-07,729.543884,5.14E-06,275.053467,729.540771,14.3184376,0,-3.0677743,275.053467,0,4.80E-05,-68.3564911,5.81E-06,2.75E-07,0.002924737,874.48,0.83,6.13,-3.89,0,-3.38,1.25,-0.84,-0.24,8852356,10126748,7.171875,22.554688,27.984375
20100104,4.27661705,2.03099871,524.670471,113.472862,203.915878,5.78E-09,0,728.586853,8.29E-06,276.106079,728.586182,21.8608799,0,31.2243366,276.106079,0,0,-58.353447,8.86E-06,5.72E-07,0.000506048,875.51,1.46,6.6,-3.97,0.01,-5.64,0.93,-0.72,-0.49,9827118,11131036,7.15625,22.4375,27.84375
20100105,4.28189373,1.33857989,524.174561,82.9400711,203.521439,3.30E-07,0,727.700745,7.14E-06,276.448456,727.695923,19.5133629,0,8.60827446,276.448456,0,0,-53.4775925,7.91E-06,4.42E-07,0.004772082,876.51,1.03,6.35,-2.51,0.08,-3.68,1.19,0.84,-0.44,8621156,9697680,7.046875,22.125,27.484375
20100106,4.31921673,-7.67965269,523.663574,54.8953972,203.41716,1.20E-06,8.31E-08,727.102783,3.50E-06,275.101562,727.08075,12.0470448,0,23.4826183,275.101562,0,1.25E-05,-27.0504093,4.88E-06,1.88E-07,0.022030281,878.89,1.23,4.4,-1.59,0.08,-1.76,0.82,0.33,-0.13,5797378,6502652,6.953125,21.859375,27.125
20100107,4.29117155,6.91187763,523.165405,107.723351,203.332138,7.05E-07,0,726.503662,5.92E-06,277.514954,726.497437,17.6390686,0,11.1386786,277.514954,0,0,-72.0258942,7.15E-06,5.30E-07,0.00611368,878.86,2.14,7.2,-2.05,0.18,-1.47,1.36,0.92,-0.2,10499476,11731876,6.890625,21.65625,26.84375
20100108,4.32297421,-10.3827562,522.673828,49.6269035,203.352417,1.12E-06,0,726.035339,3.48E-06,275.130493,726.026123,11.9315634,0,7.87432909,275.130493,0,0,-40.2104568,4.84E-06,2.39E-07,0.009083215,874.22,1.51,4.78,-2.45,0.53,-1,1.25,0.4,-0.3,5206494,5816772,6.828125,21.453125,26.609375
20100109,4.27360821,4.85682201,522.197266,98.7802048,203.134354,2.63E-07,0,725.334717,7.29E-06,277.559326,725.331665,19.9486141,0,26.3459091,277.559326,0,0,-47.6247864,8.09E-06,5.38E-07,0.003141843,876.18,1.95,7.32,-2.21,0.02,-2.63,1.03,-0.88,-0.35,7727958,8606372,6.796875,21.296875,26.40625
20100110,4.20473623,-7.56896496,521.707275,93.3869553,202.460938,6.24E-07,1.03E-08,724.170593,1.40E-05,275.760529,724.168274,37.3646622,0,1.33915091,275.760529,0,1.55E-06,-62.2554588,1.51E-05,5.23E-07,0.002364981,882.43,0.22,4.28,-4.2,0.08,-7.68,2.1,-2.03,-0.4,6320632,7030384,6.734375,21.125,26.1875
20100111,4.19514894,-26.1938686,521.161865,92.8812714,201.58287,2.93E-07,7.16E-09,722.746033,1.13E-05,272.487366,722.744751,29.3620262,0,22.8094139,272.487366,0,1.07E-06,-66.9144135,1.19E-05,3.32E-07,0.001264723,886.15,-1.04,2.19,-3.99,0.1,-11.1,1.99,-1.73,-0.76,7110334,7922800,6.671875,20.921875,25.953125
20100112,4.23458147,-10.0300913,520.56842,123.140526,201.258347,4.65E-09,0,721.827087,6.36E-06,272.636841,721.826904,16.4116039,0,32.0686913,272.636841,0,0,-84.6874771,6.65E-06,2.94E-07,0.000331051,882.85,-0.19,4.17,-3.82,0,-9.03,1.09,-0.04,-0.38,11859784,13220264,6.609375,20.71875,25.703125
20100113,4.21344137,13.1690931,519.968201,116.542351,200.984909,1.21E-07,0,720.955139,8.38E-06,275.740692,720.953186,21.9179115,0,17.5290356,275.740692,0,0,-63.914547,8.89E-06,3.85E-07,0.002004768,880.79,1.01,5.84,-2.28,0.2,-4.78,1.95,1.79,-0.16,11145194,12400432,6.546875,20.515625,25.453125
20100114,4.24899626,-2.79071689,519.364807,64.0984421,200.902985,1.08E-06,0,720.276855,4.28E-06,275.572845,720.267639,13.7104197,0,12.0152807,275.572845,0,0,-41.1678543,5.56E-06,1.99E-07,0.009073947,880.44,0.54,3.86,-2.74,0.3,-2.4,1,-0.13,-0.02,5297654,5944856,6.46875,20.3125,25.203125
20100115,4.204422,8.37696362,518.769592,112.010345,200.64769,4.14E-07,0,719.420349,8.97E-06,277.891693,719.417236,24.5876255,0,18.5976467,277.891693,0,0,-60.4397812,9.97E-06,5.87E-07,0.003036224,883.7,1.58,8,-2.7,0.01,-4.02,1.38,0.83,-0.63,11654252,13025808,6.421875,20.140625,24.984375
20100116,4.27534103,-14.4070292,518.175171,42.1391258,200.756363,1.10E-06,1.30E-07,718.940735,3.65E-06,275.021088,718.931519,12.1266842,1.58E-09,13.1236725,275.021088,0,1.94E-05,-31.3090973,4.92E-06,1.69E-07,0.009191711,883.34,1.23,4.65,-3.71,0.31,-1.22,1.08,0.65,-0.3,4962262,5535188,6.359375,19.953125,24.765625
20100117,4.25169086,-6.83078909,517.605652,105.298203,200.826797,1.27E-07,2.54E-08,718.435181,3.22E-06,274.820679,718.43219,8.96952343,0,40.8883553,274.820679,0,3.82E-06,-62.2690773,3.64E-06,2.89E-07,0.00272456,881.24,2.16,7.75,-3.83,0.02,-0.86,0.88,0.38,-0.33,11094696,12366168,6.296875,19.75,24.546875
20100118,4.25846004,12.7122793,517.057068,91.7204132,200.818726,1.00E-06,1.87E-07,717.896973,4.72E-06,277.845581,717.875732,15.1917419,0,39.0773506,277.845581,0,2.81E-05,-24.7266884,6.16E-06,4.39E-07,0.021177528,874.38,3.61,7.77,-1.31,0.96,0.86,1.41,1.26,0.08,9078660,10106972,6.265625,19.59375,24.328125
20100119,4.2493844,1.22674417,516.529907,61.9605179,201.004532,2.46E-06,0,717.546936,9.67E-06,278.398682,717.534302,30.6357918,0,0.594609976,278.398682,0,0,-29.5093288,1.24E-05,2.87E-07,0.012518966,876.36,3.2,7.43,-1.32,0.66,-0.17,1.58,-0.95,0.39,4992166,5555128,6.8125,20.375,24.984375
20100120,4.11344624,-16.9894981,516.003235,77.9036942,199.999039,1.37E-07,6.32E-08,716.003479,1.55E-05,273.934387,716.002319,39.2685776,6.45E-10,4.52633572,273.934387,0,9.48E-06,-51.1047287,1.59E-05,3.01E-07,0.001216271,883.76,-1.4,1.46,-4.33,0.06,-11.37,2.56,-2.41,-0.49,6664882,7421888,7.171875,21.03125,25.9375
20100121,4.23248243,-7.01214218,515.415222,71.4450607,199.744614,1.28E-06,4.74E-06,715.165161,1.08E-05,274.6073,715.159851,30.2935467,9.19E-08,13.2746811,274.6073,0,0.000710959,-34.881031,1.23E-05,1.65E-07,0.004590433,885.14,-0.13,4.98,-4,0.28,-9.55,2.12,-1.51,-0.5,7875606,8784984,6.84375,20.40625,25.484375
20100122,4.15768576,-4.38475323,514.822937,121.83728,199.323334,1.68E-07,0,714.153015,9.25E-06,274.256714,714.146301,23.838974,0,56.6249237,274.256714,0,0,-45.7528648,9.67E-06,2.43E-07,0.00680384,885.31,-0.72,3.06,-4.26,0.05,-11.17,1.26,-1.09,-0.48,11083012,12444080,6.46875,19.75,24.609375
20100123,4.24330091,2.41472507,514.22583,59.2189751,199.303726,1.82E-06,0,713.547546,5.13E-06,275.939667,713.529358,17.5517273,0,30.6658344,275.939667,0,0,-8.58174419,7.12E-06,1.68E-07,0.018031664,879.04,0.68,2.68,-0.93,0.57,-3.85,1.08,0.61,-0.35,4581902,5156684,6.28125,19.359375,24.0625
20100124,4.12863779,-1.00353181,513.656067,101.201187,199.102142,8.05E-07,6.58E-05,712.771179,1.51E-05,277.284027,712.758179,40.8261948,0,-9.05316257,277.284027,1.23E-08,0.009865269,-70.4053192,1.66E-05,6.37E-07,0.003138515,882.19,1.25,8,-3.01,0.34,-7.6,1.99,-1.79,-0.61,10864604,12378332,6.1875,19.125,23.765625
20100125,4.13863373,5.98300409,513.06366,121.94429,198.34079,1.63E-06,0.000395555,711.46875,1.20E-05,277.815094,711.404358,35.0270882,1.49E-06,22.814949,277.815094,9.03E-08,0.059333369,-57.2951317,1.43E-05,5.77E-07,0.004929572,881.78,1.56,6.91,-2.93,0.23,-5.68,1.92,1.55,-0.39,11996558,13699840,6.140625,19,23.578125
20100126,4.27201796,-9.07068157,512.44635,54.7886581,198.739471,1.69E-06,0,711.193176,7.32E-06,276.02359,711.18573,22.6818333,0,3.67538023,276.02359,0,0,-37.512249,9.20E-06,1.88E-07,0.007364215,875.05,1.3,4.17,-1.78,0.5,-2.29,1.79,0.71,-0.2,5094096,5794376,6.078125,18.84375,23.40625
20100127,4.14830208,-0.410650164,511.868805,135.204788,198.554642,1.23E-08,0,710.423828,8.83E-06,276.957184,710.423462,23.292469,0,34.0679092,276.957184,0,0,-78.2514954,9.44E-06,5.97E-07,0.000405565,875.05,2.96,8.85,-2.71,0.02,-4.4,1.21,0.16,-0.62,12718886,14401548,6.03125,18.671875,23.203125
20100128,4.14542484,3.03351688,511.284821,131.016724,198.126389,1.89E-07,0,709.414062,8.86E-06,278.419922,709.411316,23.9388847,0,34.5969429,278.419922,0,0,-69.4501877,9.71E-06,6.58E-07,0.002850288,878.71,2.73,9.49,-2.64,0.32,-3.62,1.14,-0.84,-0.47,11447728,12909812,6.140625,18.828125,23.21875
20100129,4.15884161,-0.294990122,510.684631,97.7059479,197.853043,8.34E-07,0,708.545593,6.77E-06,277.71991,708.53772,19.9038467,0,32.8363838,277.71991,0,0,-45.2568817,8.07E-06,4.66E-07,0.007939392,875.97,3.22,7.53,-2.42,0.03,-1.21,1.49,0.43,-0.74,7450362,8391328,6.234375,18.9375,23.375
20100130,4.1441803,1.17398322,510.082092,119.694839,197.634537,1.25E-07,0,707.717957,7.36E-06,278.457764,707.716553,19.8636322,0,33.4805679,278.457764,0,0,-65.1772995,8.05E-06,5.66E-07,0.001350526,876.22,3.55,9.22,-1.77,0,-2.16,1.16,-0.86,-0.43,10622464,11955916,6.0625,18.640625,23.171875
20100131,4.12101126,-3.57951784,509.476196,103.643188,197.28241,1.56E-07,0,706.760071,9.37E-06,277.390411,706.758484,24.7293873,0,24.9453297,277.390411,0,0,-57.5489616,1.00E-05,5.05E-07,0.001459576,875.88,3.2,8.91,-1.85,0.01,-2.92,1.38,0.13,-0.47,9579184,10782660,5.984375,18.40625,22.84375
20100201,4.10712147,-2.92040086,508.878784,132.496002,196.800095,1.77E-07,0,705.681274,8.99E-06,277.228302,705.678833,24.0412159,0,42.0367813,277.228302,0,0,-69.3366776,9.75E-06,5.75E-07,0.002373463,875.06,3.03,8.03,-1.66,0.2,-4.4,0.9,-0.12,-0.38,11284386,12708776,5.921875,18.25,22.65625
20100202,4.08366251,0.065070219,508.279663,134.482437,196.358475,3.97E-07,0,704.643982,1.07E-05,277.960541,704.638123,28.9998894,0,46.6121559,277.960541,0,0,-58.8059082,1.18E-05,6.65E-07,0.005862002,876.6,2.68,7.88,-1.9,0.44,-5.81,1.33,-1.13,-0.6,10341356,11660916,5.890625,18.109375,22.484375
20100203,4.14131927,-10.5532017,507.661346,83.8861237,196.239288,1.06E-06,1.34E-07,703.917786,6.07E-06,275.979767,703.900696,18.3075104,0,35.8890266,275.979767,0,2.01E-05,-40.248291,7.42E-06,2.95E-07,0.017113397,876.64,2.17,6.07,-1.79,0.5,-2.73,0.95,0.74,-0.23,7702640,8765856,5.859375,18,22.359375
20100204,4.13363028,-3.18653369,507.060516,107.75985,196.239792,6.58E-07,0,703.31311,5.85E-06,276.116791,703.300232,16.8937416,0,47.4572487,276.116791,0,0,-46.5906372,6.85E-06,3.40E-07,0.012790289,874.88,2.65,6.16,-1.48,0.23,-1.86,1.38,1.08,-0.34,8322210,9481344,5.828125,17.890625,22.234375
20100205,4.14988136,3.52761149,506.483551,77.8363953,196.317734,1.86E-06,0,702.815063,5.81E-06,277.430054,702.80127,19.7157936,0,29.1667709,277.430054,0,0,-25.4205761,7.99E-06,3.18E-07,0.013761523,873.49,3.19,6.51,-0.35,0.21,-0.43,1.52,1.46,-0.14,6466796,7351140,5.78125,17.765625,22.078125
20100206,4.28023577,0.608546019,505.939056,44.0917473,196.982666,1.91E-06,0,702.933899,3.50E-06,277.418518,702.92157,13.800971,0,26.1807003,277.418518,0,0,-3.49967098,5.60E-06,1.90E-07,0.012177121,872.54,3.48,5.86,0.66,1.2,0.32,2.34,2.16,-0.64,5044174,5728452,5.75,17.625,21.9375
20100207,4.24982929,-3.10310411,505.480408,55.3733749,197.918594,1.42E-06,0,703.417114,2.89E-06,277.679871,703.399048,11.1871653,0,21.3600388,277.679871,0,0,-25.9368572,4.54E-06,2.30E-07,0.018114962,871.11,3.58,6.62,-0.87,0.97,1.5,1.47,0.79,-0.11,5247500,5954864,5.71875,17.59375,22
20100208,4.19266129,8.76651192,505.08847,103.925522,197.904022,8.25E-07,0,703.016968,5.35E-06,279.95462,702.992493,16.335062,0,45.9959488,279.95462,0,0,-32.822113,6.62E-06,4.46E-07,0.02447583,867.41,5.69,11.37,-1.05,0.12,2.19,1.21,0.74,-0.46,12476154,14157488,5.71875,17.5625,22.125
20100209,4.31417179,2.01004696,504.710693,88.4860382,198.364517,2.48E-06,0,703.089783,5.37E-06,279.526794,703.075195,20.1920547,0,50.591465,279.526794,0,0,-15.6901121,8.19E-06,3.46E-07,0.014574511,867.2,5.17,10.73,-0.43,1.48,1.26,1.47,-0.29,-0.51,7651588,8686684,6.21875,18.8125,22.875
20100210,4.45552349,-19.4354649,504.483002,25.1870613,200.46965,2.12E-06,1.28E-05,704.963684,7.14E-06,275.019531,704.952637,22.9692993,5.33E-08,7.9825778,275.019531,0,0.001923417,-13.664381,9.31E-06,4.69E-08,0.009089625,872.85,-0.17,3.02,-3.45,4.54,-4.17,2.01,-1.9,-0.61,2796222,3379244,6.625,20.40625,24.75
20100211,4.17077684,-15.629775,504.433441,148.835464,200.04599,2.66E-07,0.000450597,704.549255,1.12E-05,273.763794,704.479492,29.1564255,6.22E-08,58.5848885,273.763794,4.94E-08,0.067589626,-76.5855179,1.19E-05,3.33E-07,0.002231027,883.51,-0.75,3.79,-3.9,0.66,-8.86,1.93,-1.81,-0.62,11993474,15572408,6.40625,20.34375,25.71875
20100212,4.19310856,0.225980863,504.286621,150.383133,199.28212,1.10E-06,0.001131018,703.7453,9.16E-06,275.634552,703.568604,26.2920418,1.31E-06,65.7820206,275.634552,9.65E-08,0.169653311,-57.3398132,1.08E-05,4.05E-07,0.006935834,880.44,1.09,5.73,-2.98,1.06,-6.11,1.09,0.76,-0.38,12790406,16400774,6.03125,19.09375,24.40625
20100213,4.39946508,-9.29405117,504.118683,48.3049164,200.192947,1.44E-06,0.003795796,704.895508,5.46E-06,274.104553,704.311523,17.1278439,0,19.0843983,274.104553,5.90E-07,0.569373846,-19.155592,7.53E-06,5.01E-08,0.014531936,875.7,-0.67,1.87,-5.19,4.04,-3.63,1.18,-0.15,-0.29,3133890,4216154,5.8125,18.28125,23.28125
20100214,4.17446852,-9.29516983,504.047516,115.551147,199.821548,1.14E-06,0.003366472,704.377197,1.16E-05,274.10318,703.868958,32.0115662,9.57E-07,48.1861572,274.10318,1.21E-06,0.504976928,-40.7663727,1.42E-05,2.84E-07,0.003179099,879.87,-2.93,1.53,-7.14,0.7,-8.41,2.21,-2.06,-0.62,8278546,12668004,5.71875,18.03125,23.4375
20100215,4.27567196,-11.0906162,503.906647,89.2508469,199.627243,8.66E-07,0.003480397,704.06543,5.43E-06,273.335358,703.533875,15.8672018,1.42E-08,45.192749,273.335358,1.18E-07,0.522067904,-38.0221291,6.55E-06,1.41E-07,0.009459494,882.48,-1.69,0.22,-5.81,1.23,-6.45,0.63,-0.3,0.05,4384212,6836036,5.59375,17.46875,22.84375
20100216,4.2610302,-4.81746769,503.778687,87.6181107,199.802994,1.10E-06,0.003176886,704.062134,1.06E-05,273.911285,703.581482,29.3820267,5.25E-09,7.24973726,273.911285,5.64E-07,0.476542383,-53.2510033,1.25E-05,1.65E-07,0.003922489,883.34,-1.31,1.24,-4.03,1.77,-8.08,1.49,-1.43,-0.19,3900736,6664360,5.53125,17.15625,22.21875
20100217,4.17128754,-14.0482121,503.633759,128.814316,199.071304,4.58E-07,0.001948537,703.000977,8.05E-06,272.945282,702.705017,21.6110973,1.28E-06,52.5174599,272.945282,2.75E-07,0.292287052,-67.5304489,9.04E-06,2.52E-07,0.003627179,884.06,-0.71,2.08,-5.65,0,-10.63,0.95,-0.86,-0.22,8054512,13743392,5.46875,16.96875,21.8125
20100218,4.17896461,-10.7735224,503.412811,144.162766,198.554291,5.61E-07,0.001063916,702.130859,6.20E-06,273.334595,701.96698,17.5479927,1.44E-06,58.6249466,273.334595,3.54E-08,0.159591317,-78.1733856,7.15E-06,3.50E-07,0.004187037,882.09,0.85,3.55,-1.96,0,-7.96,0.88,0.06,0.4,9460020,14978952,5.4375,16.8125,21.5
20100219,4.17213869,-3.44597173,503.14743,139.41156,198.166428,5.82E-07,0.000443904,701.383362,5.75E-06,273.548218,701.313782,16.353569,9.04E-07,56.9168434,273.548218,6.99E-08,0.066587269,-69.0746613,6.70E-06,3.02E-07,0.002911911,876.78,1.13,6.8,-2.56,0,-4.1,1.5,1.36,-0.02,12446086,17792104,5.375,16.6875,21.34375
20100220,4.15599442,9.14362717,502.849762,155.577118,197.754227,3.82E-07,0.000149349,700.629028,6.07E-06,275.841858,700.604065,17.0737667,3.63E-07,50.0353355,275.841858,1.67E-09,0.022402963,-79.1867752,6.92E-06,4.67E-07,0.002652031,873.72,2.81,8.91,-2.52,0,-2.15,1.17,0.9,-0.12,13545060,17654524,5.5,17.9375,22.21875
20100221,4.13979626,14.4488859,502.517059,161.850555,197.302399,1.40E-07,2.23E-05,699.824341,6.97E-06,278.878998,699.819397,19.3424606,8.31E-08,50.8466568,278.878998,3.68E-10,0.003349612,-77.1743011,7.84E-06,7.37E-07,0.001527267,874.29,5.64,11.29,-2.14,0.01,-0.13,0.86,-0.11,-0.03,14278662,17466584,6.75,21.9375,25.59375
20100222,4.10645628,12.0474758,502.149353,154.480179,196.719376,-2.14E-08,0,698.870789,8.81E-06,280.802124,698.868652,24.0402374,0,41.3128319,280.802124,0,0,-77.0775681,9.75E-06,9.57E-07,0.002077561,872.96,6.56,13.59,0.71,0,1.19,1.43,1.13,-0.18,15094704,17795352,11.75,32.8125,35.3125
20100223,4.1326828,3.14080524,501.743439,107.488823,196.386246,8.19E-07,0,698.139404,5.67E-06,279.213196,698.129639,17.4612331,0,31.8529453,279.213196,0,0,-55.0310287,7.08E-06,5.93E-07,0.009729761,863.81,5.79,11.19,-0.15,0.08,1.78,1.68,1.22,0.04,13921684,16122130,17.65625,45.90625,50.03125
20100224,4.00330448,21.1916714,501.316193,166.187164,195.505219,4.12E-07,0,696.823059,1.91E-05,283.613159,696.821472,51.8704567,0,16.7465782,283.613159,0,0,-76.3723984,2.10E-05,1.57E-06,0.001651334,866.85,7.18,15.08,0.59,0.03,-0.49,2.06,-1.91,-0.56,15910248,18301140,22.15625,53.3125,59.4375
20100225,3.98429561,14.2979717,500.810059,170.73262,194.209793,3.82E-08,0,695.022095,1.53E-05,284.610107,695.019775,41.9578171,0,28.0668259,284.610107,0,0,-86.4092026,1.70E-05,1.67E-06,0.00224908,870.69,8.97,15.81,0.95,0.53,0.07,1.43,0.02,-0.61,16405380,18831986,26.34375,61.9375,68.4375
20100226,4.10087299,3.76568675,500.233429,92.6588898,194.01384,8.22E-07,0,694.260559,6.20E-06,282.747559,694.247314,18.7913456,0,31.9201794,282.747559,0,0,-38.1794434,7.62E-06,6.01E-07,0.013261981,870.52,7.78,13.99,2.26,0.06,3.75,1.54,1.11,-0.64,9372712,10756106,29.21875,71.3125,79.40625
20100227,4.22968578,14.140152,499.671967,67.5932846,194.519363,2.19E-06,0,694.205261,5.49E-06,284.110199,694.191162,20.3626499,0,19.5328102,284.110199,0,0,-13.550971,8.26E-06,5.77E-07,0.013935417,867.73,10.11,13.81,2.22,2.31,6.56,1.95,1.67,-0.06,9225812,10588734,29.8125,73.4375,83.28125
20100228,4.24019623,-8.04453468,499.235016,75.601799,196.296799,1.13E-06,0,695.537048,1.09E-05,281.594116,695.531799,31.3686619,0,-6.16853428,281.594116,0,0,-58.4593239,1.27E-05,6.54E-07,0.005228029,870.53,5.89,11.94,-0.37,0.26,1.49,2.12,-1.63,-0.54,9199834,10563264,30.1875,74.625,84.75
20100301,4.29238605,6.65919924,498.905151,92.4197235,196.648224,1.82E-06,0,695.561584,7.22E-06,282.548615,695.553284,23.5907516,0,47.9958153,282.548615,0,0,-14.1675558,9.56E-06,5.17E-07,0.008207592,870.95,7.46,12.86,-0.26,1.17,3.6,1.49,-0.5,-0.51,9732682,11179254,29.4375,72.09375,82.71875
20100302,4.66861773,-13.8041935,498.745331,47.3972397,199.584457,2.08E-06,0,698.342834,6.32E-06,278.844086,698.329712,21.2235069,0,31.7763977,278.844086,0,0,-8.21150494,8.60E-06,2.02E-07,0.013040389,872.98,3.04,6.25,0.25,7.52,0.55,1.47,-1.36,-0.24,3708534,4266300,28.5625,68.96875,79.1875
20100303,4.27365494,-13.4020138,499.174713,100.674942,201.57309,1.03E-06,0,700.754883,6.68E-06,277.23526,700.747742,20.1146622,0,51.238163,277.23526,0,0,-42.7271881,8.16E-06,4.44E-07,0.007074601,871.21,2.31,7.29,-2.19,0.98,-1.51,1.16,0.66,-0.38,7944708,10340450,28.125,69.71875,80.71875
20100304,4.29884624,1.9138118,499.581573,85.6096039,200.860062,2.17E-06,0,700.452332,7.33E-06,278.812439,700.441406,24.4043999,0,34.9857368,278.812439,0,0,-24.3013611,9.89E-06,3.93E-07,0.010709413,870.25,3.44,7.36,-0.73,3.2,-1.06,1.41,-0.83,-0.31,7321770.5,9053364,25.5,63.75,75.6875
20100305,4.44775581,-7.82841301,499.924072,68.3058243,201.506943,2.22E-06,0,701.443176,7.90E-06,277.55899,701.430969,25.6462994,0,37.0137978,277.55899,0,0,-13.4770918,1.04E-05,2.83E-07,0.01213568,873.85,1.64,6.23,-1.31,2.41,-2.2,1.35,-1.09,-0.38,4222628.5,5513323,23.34375,58.8125,69.84375
20100306,4.29360247,-8.18073082,500.368103,89.8877487,201.556213,1.99E-06,0,701.933533,8.03E-06,276.882477,701.924194,25.6106281,0,41.7140923,276.882477,0,0,-30.7465973,1.04E-05,3.61E-07,0.009221431,877.91,1.52,6.33,-1.99,0.72,-2.56,1.17,0.82,-0.32,7360301.5,9821310,20.96875,53.1875,64.03125
20100307,4.36127281,-7.61776781,500.728363,77.426918,201.356094,2.29E-06,1.87E-07,702.091431,1.03E-05,276.142426,702.084473,31.5717392,0,34.8246994,276.142426,0,2.81E-05,-18.6503391,1.28E-05,2.30E-07,0.006948592,877.36,1.45,3.65,-1.61,2.44,-2.33,2.49,0.33,-0.34,4853364.5,6234368,18.6875,47.5,57.46875
20100308,4.08089924,-24.8204765,501.015686,138.960312,200.113495,1.14E-07,4.50E-08,701.129822,2.12E-05,273.220673,701.12915,53.887619,2.14E-09,33.5328941,273.220673,0,6.74E-06,-76.3703613,2.18E-05,5.16E-07,0.000637795,889.58,-1.3,3.63,-5.79,0.28,-13.37,3.42,-3.21,-0.97,10637855,13800472,16.65625,42.625,52.125
20100309,4.12651157,-19.1237564,501.035065,199.181305,198.537064,8.13E-10,0,699.572205,9.98E-06,272.353546,699.572021,25.6494312,0,95.4790039,272.353546,0,0,-97.1716232,1.04E-05,4.13E-07,0.00010211,888.31,-0.37,3.57,-5.63,0,-13.2,1.26,-0.66,-0.08,17115100,21920868,14.6875,37.59375,46.34375
20100310,4.1225605,15.578433,500.905823,194.64418,197.699829,-1.83E-09,0,698.605713,9.38E-06,277.167084,698.605469,25.0863953,0,66.2192001,277.167084,0,0,-87.7535172,1.02E-05,7.90E-07,7.33E-05,880.24,3.08,8.88,-1.93,0,-4.42,1.69,1.47,-0.25,17270246,21392774,12.9375,33.1875,40.9375
20100311,4.12469864,13.0654602,500.690552,164.226089,197.054398,1.63E-09,0,697.745056,7.75E-06,279.703888,697.744934,21.3484955,0,57.3752251,279.703888,0,0,-72.4303589,8.66E-06,9.01E-07,0.000137024,875.07,5.88,11.96,-0.8,0,0.66,1.57,1.1,-0.29,17234612,20516548,12.6875,32.40625,38.6875
20100312,4.07620525,19.012722,500.412811,193.364899,196.261719,-2.71E-09,0,696.674622,1.08E-05,283.573242,696.674377,30.4766674,0,61.7045898,283.573242,0,0,-82.1660919,1.24E-05,1.59E-06,8.36E-05,873.2,9.48,16.39,0.08,0,3.28,1.24,0.79,-0.37,18298912,21328916,16,38.03125,42.5
20100313,4.43600702,20.8565044,500.079468,125.88871,196.623581,1.86E-06,0,696.710205,1.25E-05,285.32196,696.703064,38.4866371,0,50.767498,285.32196,0,0,-15.7763023,1.56E-05,1.20E-06,0.007144409,870.43,10.95,15.88,2.73,6.98,6.62,2.32,1.01,0.11,11981358,13869661,17.8125,42.40625,48.5625
20100314,4.15417099,-9.42031956,500.050385,73.8124008,199.708008,6.83E-07,0,699.759827,2.33E-05,280.335571,699.758362,61.9526596,0,-32.7224617,280.335571,0,0,-54.0062027,2.51E-05,1.09E-06,0.001422796,879.26,3.96,8.26,-1.8,0.7,-3.14,2.72,-2.56,-0.4,7019727,8109383,23.0625,57.78125,63.84375
20100315,4.13302946,-7.78645611,500.053802,120.378716,198.169647,5.69E-07,0,698.224854,1.05E-05,278.750275,698.223389,29.2597179,0,28.3682747,278.750275,0,0,-70.54142,1.19E-05,7.91E-07,0.001418803,882.87,3.63,9.76,-1.28,0.03,-4.72,1.82,0.03,-0.51,14046466,16234154,23.71875,60.9375,71.1875
20100316,4.12356281,5.37063313,499.916229,162.19838,197.356232,1.79E-07,0,697.274353,9.64E-06,280.680176,697.272461,26.7361736,0,64.3500519,280.680176,0,0,-65.737854,1.08E-05,1.02E-06,0.001899039,879.51,6.85,11.96,-0.68,0.01,0.91,2.05,1.38,-0.24,19052700,22025726,21.5625,55.09375,65.28125
20100317,4.01527262,17.4237118,499.690186,202.49173,196.102951,1.77E-08,0,695.793396,1.64E-05,284.93692,695.793152,46.9256668,0,49.6444893,284.93692,0,0,-88.4911346,1.90E-05,2.56E-06,0.00023676,880.29,10.66,17.25,1.47,0,2.32,2.08,1.67,-0.38,19209716,22210758,19.34375,49.34375,58.53125
20100318,4.00958347,17.4329891,499.345856,202.059235,194.861404,-1.11E-08,0,694.207397,1.41E-05,286.885925,694.207214,41.0029526,0,55.1534767,286.885925,0,0,-88.4658203,1.66E-05,2.54E-06,0.000143958,875.09,12.39,19.72,6.26,0,5.94,1.58,1.33,-0.28,19243134,22256662,17.25,44.75,53.3125
20100319,3.86989474,16.6255493,498.908173,194.919159,193.518921,1.14E-08,0,692.427307,2.81E-05,288.442871,692.427063,76.6962891,0,11.5677948,288.442871,0,0,-90.0337143,3.11E-05,2.97E-06,0.000209032,872.63,12.98,21.26,4.01,0,2.82,2.07,-1.95,0.19,18549136,21461844,15.3125,40.71875,49.1875
