time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,runoff
20141207,4.44632626,0.310525656,542.893372,115.979652,210.789108,6.23E-08,0,753.683716,7.13E-06,274.279053,753.682495,19.9656601,0,1.84035552,274.279053,0,0,-93.8567963,8.09E-06,9.04E-07,0.00122217,868.56,0.91,7.11,-3.73,0,-5.93,0.94,0.52,-0.58,10831942,12135828,8.890625
20141208,4.57598543,4.07382727,542.645935,48.0563278,211.021194,3.02E-06,3.98E-07,753.698242,3.81E-06,275.520782,753.666992,17.2877522,0,17.5918655,275.520782,0,5.97E-05,-9.09554863,7.01E-06,1.77E-07,0.03105923,865.9,1.18,3.82,-3.14,3.27,-0.99,1.6,0.94,-1.09,3688340,4122348,8.734375
20141209,4.56884956,-27.212326,542.535583,19.8246727,212.381195,1.51E-06,0.005099527,755.689697,7.76E-06,271.519409,754.916809,22.9031563,0,-9.59834862,271.519409,1.06E-06,0.764930308,-30.7768478,1.03E-05,1.26E-08,0.007948694,872.83,-3.17,1.04,-7.6,3.65,-7.03,1.81,-1.64,-0.53,1747076,2199700,9.078125
20141210,4.41977549,-20.4132881,542.476624,76.3959732,211.526993,3.30E-08,0.006649069,755.001709,1.29E-05,271.468597,754.003662,32.1212044,1.62E-08,16.5708694,271.468597,2.44E-06,0.997365117,-41.2727356,1.55E-05,6.22E-08,0.000733193,873.73,-3.58,0.28,-6.98,0.65,-12.77,1.63,-1.48,-0.64,6915426,9287800,8.90625
20141211,4.41641855,-37.0245857,542.293823,69.2278214,210.676849,2.30E-09,0.008915128,754.308167,1.03E-05,270.38858,752.970764,25.3604641,0,8.64675713,270.38858,2.38E-06,1.3372817,-65.5848999,1.27E-05,1.40E-08,0.000254002,874.76,-3.76,-1.24,-7.52,0.14,-13.43,1.43,-1.23,-0.71,6336242,8651308,8.65625
20141212,4.43137121,-43.7707253,542.029602,115.125641,210.163956,2.76E-07,0.008102183,753.412109,6.94E-06,270.416809,752.193542,18.1383076,3.14E-07,42.0018845,270.416809,1.11E-06,1.21534252,-95.5631943,8.46E-06,1.42E-07,0.003248565,873.58,-2.59,0.43,-4.71,0,-12.17,0.67,0.39,0.09,9102094,12227796,8.5
20141213,4.46553707,-18.3541718,541.737366,111.803993,210.075867,8.44E-07,0.006012882,752.725708,4.92E-06,271.779877,751.813171,14.9144144,3.83E-06,29.3028507,271.779877,3.62E-07,0.901945174,-83.631218,6.41E-06,2.80E-07,0.010548978,870.18,-0.4,3.83,-2.92,0,-7.63,0.76,0.41,-0.13,8766384,11531232,8.40625
20141214,4.44981718,11.9650526,541.459717,98.3937378,210.143051,2.09E-06,0.003933258,752.205017,9.78E-06,273.538086,751.602783,29.9618511,3.86E-06,2.64741445,273.538086,9.82E-07,0.589998126,-49.6373863,1.31E-05,2.71E-07,0.012213026,868.22,0.01,4.48,-4.02,0.3,-8.25,1.67,-0.45,-0.24,7059174,9090720,8.328125
20141215,4.35623789,-42.343544,541.157715,83.618988,209.277863,5.99E-09,0.002948224,750.878052,1.36E-05,269.135956,750.435608,33.6760674,0,20.7360973,269.135956,2.25E-06,0.442241162,-65.2653046,1.59E-05,6.02E-14,0.000249892,878.16,-3.99,-1.74,-5.48,0.18,-18.72,2.23,-2.18,-0.36,5660020,7260948,8.28125
20141216,4.38532352,-21.2680168,540.778809,104.660622,208.701019,6.96E-08,0.002482633,749.853699,8.45E-06,269.179016,749.479736,21.4028168,8.73E-08,15.1888123,269.179016,4.66E-07,0.372402132,-88.0098419,9.14E-06,1.54E-07,0.001552381,877.66,-2.03,1.46,-5.32,0,-16.42,0.8,-0.33,0.19,8764032,11116048,8.1875
20141217,4.40213299,-8.00471115,540.371887,99.4393768,208.492355,6.99E-07,0.001899367,749.154968,6.09E-06,271.264771,748.864075,17.505476,9.95E-07,13.9280033,271.264771,1.27E-07,0.284911066,-75.2974854,7.22E-06,3.11E-07,0.005769534,872.46,0.1,4.08,-2.99,0,-10.29,0.67,0.48,0.04,8432012,10557856,8.109375
20141218,4.4054966,-10.6118574,539.963196,106.705612,208.375961,6.74E-07,0.001383694,748.551697,5.05E-06,271.271606,748.338989,14.9412184,6.83E-07,12.5067101,271.271606,1.38E-07,0.2075589,-89.2558365,6.20E-06,3.34E-07,0.004962952,870.51,0.02,4.1,-2.29,0,-5.85,0.85,0.41,0.3,9273092,11436008,8.03125
20141219,4.40741825,0.414049208,539.560486,111.946571,208.345993,7.81E-07,0.000872539,748.043518,5.12E-06,272.585754,747.906494,15.5223579,8.70E-07,11.6084356,272.585754,3.19E-08,0.130883962,-84.0124359,6.33E-06,3.95E-07,0.006155961,867.9,-0.21,5.83,-4.13,0,-6.61,0.91,-0.3,-0.71,9100390,11019260,7.953125
20141220,4.36178732,-16.6066685,539.161316,81.095871,208.071854,5.36E-07,0.000759638,747.349609,1.03E-05,271.029816,747.233032,27.1861172,0,-10.5445185,271.029816,2.84E-07,0.11394877,-80.2613983,1.13E-05,1.71E-07,0.002494078,872.63,-2.46,1.68,-6.29,0.05,-11.93,1.77,-1.66,-0.46,6392286,7649876,7.875
20141221,4.37481642,-13.6419821,538.73761,116.296555,207.688675,8.64E-08,0.000629496,746.52301,7.00E-06,270.190308,746.426208,17.8995686,1.06E-07,16.9682446,270.190308,7.15E-08,0.094427124,-94.8088303,7.33E-06,1.73E-07,0.002321129,871.76,-2.42,1.46,-5.07,0,-14.28,0.83,0.42,-0.35,10345832,12322552,7.796875
20141222,4.39054632,0.633909583,538.302368,90.7349548,207.564041,5.49E-07,0.000517859,745.973633,4.91E-06,272.703186,745.866455,14.0150442,1.82E-07,26.5202808,272.703186,3.89E-08,0.077681251,-49.3757782,5.72E-06,2.20E-07,0.029526942,865.66,-0.59,2.74,-4.37,0.81,-5.89,0.84,0.55,0.12,6018216,7127720,7.71875
20141223,4.40136337,1.43950486,537.879395,110.510689,207.633972,9.06E-07,0.000387669,745.580505,3.66E-06,273.03241,745.513367,12.1581745,4.26E-07,16.2202606,273.03241,6.05E-09,0.058152225,-80.5276337,4.94E-06,3.63E-07,0.008991334,867.03,0.11,5.68,-3.96,0,-4.77,0.89,0.08,-0.29,9717858,11642004,7.65625
20141224,4.37143373,28.2630634,537.471436,108.083603,207.463806,1.10E-06,0.000251983,744.984985,9.09E-06,274.676025,744.935059,26.3183422,3.22E-07,2.760396,274.676025,3.92E-08,0.037798714,-50.5184441,1.07E-05,4.82E-07,0.011985274,870.42,0.83,6.05,-3.9,0.63,-7.39,1.6,-1.07,-1.15,9387132,11043900,7.59375
20141225,4.47040796,8.38378525,537.076294,40.9742508,207.928131,2.46E-06,0.000176229,745.069214,3.18E-06,273.684387,745.004272,14.0612564,0,6.55501699,273.684387,1.48E-08,0.026435254,-11.9109573,5.72E-06,6.50E-08,0.038394645,867.84,-0.13,2.1,-1.65,1.65,-3.65,1.26,0.94,-0.73,3834752,4613480,7.59375
20141226,4.42998409,-0.320174456,536.744202,62.7421265,208.22171,1.55E-06,0.000114317,745.000977,2.15E-06,273.124481,744.965881,9.51566505,0,11.9518518,273.124481,4.16E-12,0.017148124,-41.5620613,3.86E-06,1.57E-07,0.017935932,869.35,0.42,3.17,-3.26,0.28,-2.56,0.78,0,-0.11,3263664,4039768,7.546875
20141227,4.39383364,-8.08555984,536.437866,74.1829834,208.110428,2.19E-07,2.13E-05,744.55365,6.27E-06,272.645569,744.548218,16.7471085,2.40E-08,0.943515897,272.645569,3.37E-09,0.003190444,-64.5615616,6.79E-06,2.96E-07,0.002213514,874.13,0.77,4.73,-2.3,0,-6.26,0.72,-0.47,-0.09,6291464,7704168,7.4375
20141228,4.38000202,-4.08569431,536.114929,113.835754,207.753571,6.94E-09,0,743.868958,6.41E-06,272.882172,743.868469,17.4158421,0,7.18386745,272.882172,0,0,-93.3213425,7.06E-06,6.39E-07,0.000404347,869.75,1.91,7.22,-1.95,0,-5.58,0.96,0.57,0.27,10095606,12145816,7.359375
20141229,4.39716434,-4.52039957,535.775818,111.024162,207.646454,6.67E-09,1.26E-08,743.422791,4.23E-06,272.838043,743.422302,11.5826139,0,13.6875563,272.838043,0,1.89E-06,-90.2743835,4.70E-06,4.58E-07,0.00056449,864.44,1.52,6.97,-2.41,0,-4.13,0.82,0.19,-0.1,9937072,11724004,7.34375
20141230,4.3398757,22.9272995,535.434753,114.408607,207.316925,3.48E-09,0,742.752014,1.13E-05,274.732483,742.75177,29.7217464,0,-34.2993126,274.732483,0,0,-96.0585403,1.21E-05,7.00E-07,0.000302993,869.63,0.5,8.31,-5.17,0,-9.82,1.42,-1.08,-0.82,10504474,12187248,7.296875
20141231,4.34390545,-12.0898771,535.052551,113.205452,206.720398,6.46E-10,0,741.773132,7.69E-06,272.279449,741.77301,19.9891701,0,19.21558,272.279449,0,0,-86.0911789,8.10E-06,4.14E-07,0.000161313,873.5,-1.51,5.02,-5.44,0,-11.14,1.27,-0.81,-0.89,10499040,12069316,7.21875
20150101,4.38267326,20.6058311,534.63562,78.9763794,206.629135,5.23E-07,0,741.302429,4.29E-06,274.735046,741.264771,12.5717211,0,24.3897228,274.735046,0,0,-21.4000511,5.10E-06,2.85E-07,0.037656546,870.75,0.85,4.95,-3.08,0.28,-4.53,0.88,0.62,-0.47,6397842,7315984,7.140625
20150102,4.39192009,-3.18187904,534.218811,69.0630951,206.802231,9.76E-07,4.14E-07,741.036133,2.65E-06,274.216614,741.020935,9.65060139,0,12.2663155,274.216614,0,6.22E-05,-50.3324585,3.91E-06,2.83E-07,0.015003335,867.63,1.4,4.69,-2.74,0.07,-1.7,0.84,0.6,-0.11,4991468,5712304,7.078125
20150103,4.39365721,4.10598707,533.829163,86.4892731,206.881332,3.86E-07,0,740.735474,2.83E-06,274.930756,740.710449,8.75615406,0,21.3386345,274.930756,0,0,-52.2870712,3.55E-06,3.35E-07,0.024991257,861.06,2.12,6.34,-2.4,0.11,-0.79,0.92,0.64,-0.23,7874436,8934416,7.015625
20150104,4.38815689,4.09630728,533.462402,75.8167877,206.991455,2.50E-06,0,740.475037,5.30E-06,276.072906,740.453918,20.000927,0,8.18455791,276.072906,0,0,-43.5340614,8.11E-06,3.06E-07,0.021167567,859.61,1.47,5.91,-2.76,0.9,-0.89,0.94,-0.56,0.28,5512032,6207280,6.953125
20150105,4.29014349,-3.89948893,533.100525,102.436516,206.277985,8.61E-07,0.000381633,739.440125,1.55E-05,274.725006,739.37854,41.8110504,0,15.1386576,274.725006,3.57E-08,0.057244945,-49.2871857,1.70E-05,5.96E-07,0.004307346,866.9,0.03,4.02,-3.11,1,-10.57,2.18,-2.04,-0.61,8853196,9928216,7.125
20150106,4.37361336,-24.5079155,532.686035,78.8427887,206.058411,7.64E-07,0.003169979,739.22821,4.01E-06,271.891846,738.744446,12.1725264,1.23E-06,30.2522526,271.891846,1.72E-07,0.475498259,-59.8321114,5.11E-06,1.64E-07,0.008247669,866.95,-0.24,2.99,-2.17,0.48,-5.59,1,0.57,-0.2,6604008,7668988,7.09375
20150107,4.37081528,6.55976915,532.276123,113.58831,206.155685,9.49E-07,0.001905471,738.726807,4.85E-06,274.096619,738.431885,15.2621078,2.24E-06,23.3367081,274.096619,4.61E-08,0.285822451,-67.5463791,6.23E-06,3.88E-07,0.009128851,871.75,1.16,6.88,-2.15,0.22,-3.65,0.77,-0.53,-0.28,10650280,12255908,6.921875
20150108,4.36195612,-13.6976795,531.883606,95.5710831,206.083939,1.06E-06,0.001095012,738.139526,4.70E-06,273.101562,737.967407,15.2223101,9.08E-07,19.3709679,273.101562,1.92E-08,0.164253324,-74.2485352,6.19E-06,4.17E-07,0.007753531,873.49,2.12,5.75,-0.29,0.2,-5.09,0.62,0.03,-0.15,8184500,9409068,6.828125
20150109,4.35043049,-4.72256088,531.494507,118.046722,205.939117,7.09E-07,0.000595788,737.52887,5.21E-06,273.508209,737.433594,15.992156,7.91E-07,17.0592327,273.508209,9.04E-09,0.089369237,-89.4288864,6.49E-06,5.70E-07,0.005869886,871.4,2.74,7.6,-0.47,0,-4.47,0.89,0.59,-0.02,11023476,12567280,6.78125
20150110,4.35716677,-6.51438189,531.105408,115.414841,205.861191,4.55E-07,0.000313771,737.019226,4.10E-06,273.265289,736.966614,12.3041391,4.38E-07,23.1065865,273.265289,-3.75E-10,0.047066283,-86.3674393,4.99E-06,4.31E-07,0.005530532,869.95,1.92,6.26,-1.38,0,-2.61,0.75,0.43,0.18,10139676,11471356,6.71875
20150111,4.35283184,5.19222593,530.721069,118.111137,205.773422,2.50E-07,0.00015659,736.521729,4.40E-06,274.430878,736.494568,12.7750864,2.27E-07,16.0077763,274.430878,7.10E-11,0.023488864,-84.0587311,5.18E-06,5.28E-07,0.003722431,870.14,2.17,7.65,-2.29,0,-2.66,0.91,0.64,-0.26,10242928,11513332,6.65625
20150112,4.35602999,5.19221115,530.341858,95.748291,205.702393,2.68E-07,2.40E-05,736.070251,4.56E-06,274.80661,736.044312,12.7902908,7.66E-09,30.0256844,274.80661,1.49E-09,0.003599048,-47.7026443,5.19E-06,3.57E-07,0.022387581,868.98,2.29,6.88,-0.75,0.04,-2.44,1.16,1.05,0.1,9608316,10749416,6.609375
20150113,4.36317968,-5.61307621,529.974182,75.1855316,205.739685,1.69E-06,1.78E-07,735.73999,4.14E-06,274.229034,735.713867,15.0267344,0,24.5349331,274.229034,0,2.67E-05,-41.2404747,6.09E-06,2.70E-07,0.026128599,868.2,1.51,4.35,-0.85,0.28,-1.75,0.83,0.5,0.27,5517426,6164232,6.5625
20150114,4.35652304,1.80513489,529.619568,107.128288,205.675247,5.74E-07,0,735.306702,4.11E-06,275.026062,735.294678,12.6078129,0,27.966917,275.026062,0,0,-64.7435379,5.11E-06,4.23E-07,0.011874459,868.51,2.27,6.59,-1.36,0.16,-2.54,0.91,0.43,-0.34,9501494,10636104,6.5
20150115,4.36890364,-18.4296875,529.278931,66.5990372,205.780869,1.21E-06,0,735.066956,5.25E-06,272.9021,735.059814,16.490036,0,5.93219614,272.9021,0,0,-62.6138878,6.69E-06,2.29E-07,0.007117548,870.47,0.77,4.56,-2.43,0.51,-4.31,1.02,-0.8,-0.47,6097868,6892268,6.4375
20150116,4.32189417,3.47374463,528.94397,123.105164,205.43187,1.89E-08,0,734.376587,7.24E-06,274.209595,734.375732,19.3467426,0,17.6418686,274.209595,0,0,-82.6359634,7.84E-06,5.89E-07,0.000707924,870.6,1.59,7.05,-2.52,0.09,-8.03,0.98,-0.06,-0.88,11877238,13389864,6.390625
20150117,4.47104788,-21.8806038,528.606079,39.9296608,206.112961,9.03E-07,0,734.742432,2.31E-06,271.923828,734.718933,8.06833744,0,6.4285574,271.923828,0,0,-47.3235283,3.27E-06,5.92E-08,0.023405241,871.41,-0.62,2.36,-2.76,2.85,-2.73,0.77,-0.16,-0.14,2390082,2729604,6.328125
20150118,4.34481382,-7.33938742,528.347107,128.924606,206.094116,3.22E-07,0,734.443604,6.31E-06,272.645721,734.441223,17.5010586,0,25.2705517,272.645721,0,0,-93.4877777,7.10E-06,4.65E-07,0.002400466,870.91,0.99,6.27,-2.81,0,-6.81,0.94,0.59,0.02,11529830,13880720,6.28125
20150119,4.36537647,17.6157436,528.078064,100.650192,205.866547,8.02E-07,1.10E-07,733.97821,5.06E-06,274.957214,733.944702,15.3210173,0,32.1075401,274.957214,0,1.65E-05,-35.6009865,6.21E-06,3.51E-07,0.033638448,865.92,2.16,5.66,-2.34,0.31,-2.23,1.46,1.21,0.36,8285594,9804948,6.28125
20150120,4.31608582,-15.5126696,527.801941,118.40699,205.556549,9.77E-07,0,733.365173,8.67E-06,273.569855,733.358521,25.2714577,0,20.2837505,273.569855,0,0,-88.37323,1.02E-05,6.03E-07,0.006667474,869.51,1.87,7.35,-1.79,0.01,-7.48,1.24,-0.85,-0.52,11071330,12965588,6.234375
20150121,4.31093073,1.86549711,527.489136,130.206314,205.046982,2.97E-09,0,732.536438,7.35E-06,273.97168,732.536194,19.5672493,0,21.474371,273.97168,0,0,-87.2945633,7.93E-06,5.83E-07,0.000276456,866.91,1.5,7.23,-2.74,0,-7.71,1.19,0.68,-0.35,12152754,14062824,6.171875
20150122,4.33098698,2.36623764,527.141724,113.515892,204.831741,1.46E-08,0,731.974243,4.46E-06,274.681122,731.97345,12.1075201,0,25.6531277,274.681122,0,0,-73.3872604,4.91E-06,4.38E-07,0.000787162,863.19,1.8,7.37,-2.7,0,-3.2,1.05,0.6,-0.41,10406896,11919564,6.109375
20150123,4.37647057,19.3331757,526.788635,118.645622,204.792801,6.07E-07,0,731.607483,5.56E-06,278.300873,731.581299,16.6267128,0,45.6256714,278.300873,0,0,-37.0471611,6.74E-06,5.75E-07,0.026090058,858.69,2.79,7.93,-2.26,2.12,-0.16,1.27,0.54,-0.66,8399344,9532072,6.0625
20150124,4.36108351,-9.26616478,526.474792,74.8423843,205.243073,1.19E-06,0,731.725403,4.04E-06,275.576447,731.717834,13.7781086,0,17.5702286,275.576447,0,0,-52.7706604,5.59E-06,3.55E-07,0.007479013,863.66,1.58,7.03,-2.51,0.07,-1.52,1.2,-0.84,-0.75,7032370,7944456,6.640625
20150125,4.34845829,2.63722706,526.187805,92.3681183,205.119675,3.03E-07,0,731.320251,4.32E-06,276.505127,731.307373,12.4955654,0,25.2436218,276.505127,0,0,-51.9902534,5.07E-06,4.43E-07,0.012747922,865.35,2.55,8.19,-1.56,0.03,-1.49,1.03,0.48,-0.56,9519100,10699252,6.46875
20150126,4.32961655,2.24634314,525.901428,99.0278625,204.877609,2.32E-06,0,730.788269,1.10E-05,276.977478,730.779236,34.1219292,0,32.8144417,276.977478,0,0,-29.8431816,1.38E-05,5.39E-07,0.009189222,866.88,1.57,5.38,-1.25,1.3,-4.42,1.7,-1.19,-1.16,4480834,5022276,6.234375
20150127,4.49629116,-15.9896135,525.625427,28.0433655,205.982635,1.08E-06,0.00304057,732.069458,5.53E-06,272.722748,731.608093,16.3491879,0,26.9282951,272.722748,3.77E-07,0.456086308,0.29269439,7.01E-06,2.07E-08,0.005259849,864.2,-1,1.33,-3.06,7.44,-3.89,1.81,-0.6,-1.65,2800804,3297292,6.25
20150128,4.34948349,-35.6171532,525.445496,30.1828403,205.929337,7.88E-09,0.016847665,733.902527,5.61E-06,270.157654,731.374695,13.8685493,0,29.0919704,270.157654,2.70E-06,2.52716208,-15.3004847,8.33E-06,4.68E-14,0.00055116,865.93,-4.38,-1.61,-7.13,3.59,-7.83,1.74,-1.18,-0.93,2179792,3490864,6.84375
20150129,4.31097746,-37.5266533,525.263245,99.0264587,205.384796,6.76E-08,0.017255358,733.237366,8.59E-06,270.319641,730.648071,21.4112206,1.89E-08,47.0477867,270.319641,3.85E-06,2.58832407,-57.2632141,1.25E-05,2.20E-08,0.000946634,869.97,-5.47,-2.24,-8.43,0.07,-12.49,1.7,-1.37,-0.95,6151302,10340028,6.671875
20150130,4.31956673,-38.3494415,525.019653,71.4007874,204.942856,2.35E-07,0.020484421,733.037109,6.04E-06,270.521851,729.962341,15.5392599,0,62.616272,270.521851,3.28E-06,3.07269955,-22.365387,9.58E-06,2.24E-08,0.001879917,870.5,-4.7,-0.43,-8.5,1.1,-9.76,1.71,-0.6,-1.49,4451948,7355216,6.34375
20150131,4.32979488,-16.0967541,524.740601,84.9815903,204.713486,1.81E-07,0.024253834,733.094299,4.16E-06,270.101959,729.453979,10.7522135,0,47.3899918,270.101959,2.87E-06,3.63813329,-34.8590088,7.22E-06,1.76E-08,0.002098658,870,-3.67,-0.26,-7.66,0.58,-7.93,1.52,1.27,-0.6,4658516,7965056,6.109375
20150201,4.35240078,-6.54510641,524.455627,95.8069763,204.718094,6.07E-07,0.023402898,732.689331,3.91E-06,271.417114,729.173828,11.3063984,2.04E-06,42.3574867,271.417114,2.60E-06,3.51050353,-40.0102119,7.19E-06,6.40E-08,0.005146114,866.86,-2.62,0.4,-5.38,0.15,-6.64,1.31,1.28,-0.05,5578464,9451120,5.96875
20150202,4.43711805,-11.383769,524.18927,106.845947,205.310043,6.14E-07,0.018595206,732.298401,3.32E-06,271.150116,729.49939,9.9467907,1.15E-05,33.8304672,271.150116,6.78E-07,2.78934288,-68.2697525,4.71E-06,1.01E-07,0.009716839,869.57,-1.35,2.42,-3.94,0.02,-5.56,0.89,-0.2,-0.2,5759588,9501556,5.875
20150203,4.41013479,1.95823634,524.011841,137.929626,205.741089,8.33E-07,0.01185844,731.537292,7.05E-06,272.647888,729.75293,20.0081367,1.03E-05,29.1084785,272.647888,1.26E-06,1.77880716,-79.7873077,9.37E-06,2.33E-07,0.005524498,873.91,-0.86,3.38,-4.09,0.01,-7.23,1.51,-1.29,-0.78,8933310,13902660,5.84375
20150204,4.31119156,-11.0300627,523.865967,119.626869,205.332062,6.31E-07,0.009071359,730.56134,9.03E-06,271.541229,729.197876,24.1577263,2.70E-07,34.1574173,271.541229,2.84E-06,1.36073804,-64.1900406,1.26E-05,1.34E-07,0.002579343,874.25,-3.05,1.41,-6.26,0.08,-11.04,1.9,-1.42,-1.24,8809444,13117872,5.78125
20150205,4.34627056,-5.84388828,523.664001,126.77961,204.963135,5.89E-07,0.006680912,729.635376,5.91E-06,271.735199,728.627014,16.5033836,3.70E-06,43.2433281,271.735199,5.17E-07,1.00216341,-70.1437531,7.21E-06,1.96E-07,0.00612755,870.41,-0.75,2.62,-5.57,0.04,-8.68,1.05,0.55,-0.17,8943534,12915428,5.71875
20150206,4.36930752,16.9347057,523.444214,109.784988,205.043198,1.18E-06,0.004051009,729.106018,6.63E-06,273.780945,728.487488,19.7929783,3.83E-06,24.7106342,273.780945,2.25E-07,0.607667804,-46.1102753,8.25E-06,2.12E-07,0.010917685,867.72,-0.93,3.47,-5.46,0.25,-6.11,1.19,-0.51,0.13,7348724,10156432,5.65625
20150207,4.28267813,-26.3729019,523.221619,147.246109,204.481796,2.94E-07,0.003196854,728.185242,8.98E-06,270.960144,727.70343,23.4285469,3.02E-07,51.4249077,270.960144,1.11E-06,0.479542375,-95.5721512,1.06E-05,2.23E-07,0.002247798,871.87,-1.34,3.66,-6.19,0,-11.34,1.74,-1.13,-0.52,11550410,15553272,5.6875
20150208,4.31452847,26.452034,522.943665,143.071442,204.06485,7.86E-07,0.002262446,727.37207,7.02E-06,274.21759,727.008362,20.027874,1.05E-06,53.4877701,274.21759,6.06E-07,0.339377433,-40.9972343,8.73E-06,3.12E-07,0.024218611,868.58,0.91,5.17,-4.88,0.41,-6.2,1.58,1.33,-0.44,10115610,13243744,5.59375
20150209,4.34313345,17.6648655,522.650879,102.220909,204.159195,1.42E-06,0.001253447,727.021057,4.25E-06,274.214691,726.81012,14.5471821,4.62E-07,32.7655411,274.214691,2.70E-08,0.188022733,-36.5751953,5.92E-06,2.29E-07,0.022919623,868.06,2.16,5.32,-0.62,0.31,-2.83,1.07,0.97,0.25,6484046,8391356,5.59375
20150210,4.31591988,1.91353476,522.372803,95.0993195,204.042847,1.07E-06,0.000801397,726.543884,4.88E-06,273.258423,726.41571,15.3290815,1.10E-06,13.7112179,273.258423,3.09E-08,0.120213382,-63.6856003,6.25E-06,2.68E-07,0.007990678,866.14,2.81,7.27,-0.28,0.1,-4.29,0.87,-0.38,0.19,9295084,11704168,5.65625
20150211,4.26966476,17.6226387,522.079773,154.254761,203.54631,6.47E-07,0.000335982,725.679871,8.26E-06,274.383392,725.626099,23.868803,6.96E-07,23.3226929,274.383392,2.38E-08,0.050398946,-89.1406708,9.70E-06,7.70E-07,0.003363047,864.46,4.48,9.88,-1.31,0,-5.17,1.05,0.35,0.24,13935818,16900128,5.84375
20150212,4.27220583,15.7908297,521.746033,153.249237,203.119858,2.80E-07,0.000121319,724.88678,6.87E-06,275.875458,724.865723,19.6320457,2.75E-07,32.3426743,275.875458,1.65E-09,0.018198384,-85.3850784,7.96E-06,8.07E-07,0.00268222,863.12,4.72,10.72,-1.93,0,-1.4,0.91,-0.11,-0.31,13101732,15407400,7.125
20150213,4.25016165,30.8108578,521.381531,154.799988,202.617508,2.25E-07,5.95E-06,724.007202,1.02E-05,280.318909,723.999084,28.3615284,6.82E-09,37.2154999,280.318909,9.61E-11,0.000892943,-58.3891792,1.15E-05,1.11E-06,0.007281553,859.43,7.03,12.6,-2.12,0.47,0.81,1.53,1.3,-0.44,14390142,16560372,9.46875
20150214,4.32177162,5.37821531,520.994324,61.6376305,202.76297,1.92E-06,0,723.772217,6.08E-06,279.288849,723.757263,20.5193214,0,2.66212392,279.288849,0,0,-33.0884552,8.32E-06,3.19E-07,0.014926209,859.27,5.18,8.83,-0.74,0.57,2.65,0.89,-0.44,0.12,4168348,4736832,12.25
20150215,4.1891861,-11.7763195,520.617004,154.626785,202.081467,2.40E-08,0,722.698792,1.33E-05,276.007294,722.698425,35.4090309,0,49.0116119,276.007294,0,0,-81.9917145,1.44E-05,1.02E-06,0.000297754,867.35,3.9,9.33,-1.39,0,-5.45,1.56,-1.03,-0.83,14846832,16807864,13.59375
20150216,4.18954468,6.13703012,520.184265,160.81572,201.287643,2.17E-09,0,721.472656,1.12E-05,277.730042,721.471863,30.5755692,0,33.7317009,277.730042,0,0,-90.3652191,1.24E-05,1.22E-06,0.000760893,863.85,5.38,11.36,-1.53,0.02,-3.26,1.51,1.05,-0.16,15512536,17515092,13.09375
20150217,4.24658632,16.0441914,519.706726,105.757309,201.055939,1.56E-06,0,720.783386,6.44E-06,279.859955,720.762756,21.2499466,0,36.2533607,279.859955,0,0,-32.1973152,8.62E-06,6.10E-07,0.020663034,862.35,6.27,10.56,0.84,0.33,1.43,1.28,0.47,0.04,9374682,10567860,12.1875
20150218,4.496593,2.44840002,519.231995,46.9801903,202.22113,1.82E-06,0,721.469116,3.72E-06,278.832153,721.453064,14.0714846,0,30.4221115,278.832153,0,0,-0.040888656,5.71E-06,1.64E-07,0.016004151,862.39,4.38,7.69,1.86,4.37,2.71,1.68,0.29,-1.58,4125784,4651060,11.875
20150219,4.53561687,-2.96435642,518.979858,27.9046535,204.72377,1.57E-06,0,723.729858,2.21E-06,277.159668,723.703613,9.47676182,0,22.1409378,277.159668,0,0,0.747516632,3.84E-06,5.61E-08,0.026249729,860.45,2.85,4.44,1.27,3.32,1.99,1.13,0.16,-1.01,2906144,3303188,13.34375
20150220,4.39557505,-13.5209026,518.983826,84.8387299,205.430725,1.06E-06,0,724.421021,6.45E-06,275.386139,724.41449,19.5393085,0,20.1054115,275.386139,0,0,-58.7257462,7.92E-06,4.06E-07,0.006468171,862.35,2.17,9.19,-2.45,1.03,-1.85,1.5,-1.16,-0.78,9462902,10844752,14.03125
20150221,4.23821163,7.81354856,518.98877,157.25676,204.348846,5.68E-07,0,723.341431,1.56E-05,278.251038,723.337524,42.597496,0,44.1969185,278.251038,0,0,-62.6422195,1.73E-05,1.12E-06,0.00380931,865.08,4.19,9.65,-1.73,0.03,-6.25,1.93,-1.41,-1.29,13588644,15465712,13.125
20150222,4.53892279,-0.776167393,518.882324,77.749176,204.801331,2.03E-06,0,723.701172,6.54E-06,276.808075,723.683411,21.714756,0,40.2571487,276.808075,0,0,-16.5517921,8.80E-06,2.33E-07,0.017517455,862.45,2.44,4.94,-0.12,4.96,-1.71,1.3,0.33,-0.81,9787682,11140710,11.9375
20150223,4.38521099,-0.958495855,518.907227,140.804459,205.52562,6.68E-07,0,724.444275,8.08E-06,277.406494,724.432739,23.5803547,0,59.0291481,277.406494,0,0,-59.1549835,9.56E-06,8.10E-07,0.011442782,861.52,3.05,8.95,-1.66,0.42,-2.22,1.19,-0.12,-0.77,12738376,14906998,11.96875
