time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,runoff
20100102,4.36193228,20.9797554,530.514221,112.393372,206.177933,5.16E-07,0.000347028,736.749634,4.42E-06,273.998047,736.692139,13.399888,5.11E-07,-3.97648764,273.998047,6.80E-09,0.05205496,-81.7937317,5.44E-06,4.92E-07,0.005439887,864.03,1.54,7.86,-3.31,0,-4.12,0.91,0.54,-0.17,9948070,11830504,7.171875
20100103,4.33859587,23.3036327,530.065674,97.2270737,205.9729,3.84E-07,0.00017871,736.068726,7.66E-06,274.586578,736.038452,20.6590481,1.94E-07,-30.1457291,274.586578,2.29E-08,0.026806867,-83.2583389,8.40E-06,3.37E-07,0.003365526,862.21,0.15,6.36,-4.82,0,-5.3,1.17,-0.7,-0.53,9168632,10692280,7.171875
20100104,4.29881811,9.01464176,529.600159,113.867004,205.342361,9.12E-08,5.62E-05,734.952454,9.43E-06,273.800781,734.942505,24.4131966,6.74E-08,16.6949844,273.800781,2.13E-08,0.008422744,-63.658474,9.92E-06,3.82E-07,0.001524491,863.36,0.05,5.78,-4.98,0.04,-8.14,1.48,-0.81,-1.16,9820716,11319440,7.15625
20100105,4.33875656,4.70469475,529.098633,80.2846298,205.072128,1.74E-08,1.83E-06,734.173706,3.95E-06,273.490875,734.170898,10.5124559,3.26E-15,4.07488108,273.490875,0,0.000274775,-60.9923897,4.26E-06,2.97E-07,0.002610104,864.13,-0.15,5.44,-3.47,0.05,-4.72,1.1,0.66,-0.2,7978044,9135616,7.046875
20100106,4.35449505,3.71793747,528.590637,84.7849884,205.065308,6.26E-07,1.06E-05,733.676941,3.32E-06,273.42453,733.655945,10.2985458,1.27E-07,22.7970238,273.42453,0,0.001585119,-47.9532204,4.18E-06,2.30E-07,0.019380059,866.3,0.58,4.71,-2.92,0.02,-3.03,0.68,0.3,0.07,7222994,8218528,6.953125
20100107,4.34289837,23.3657951,528.101562,105.361221,205.070267,6.57E-07,3.45E-08,733.178711,3.97E-06,275.056396,733.171936,12.543478,7.18E-09,-4.72184896,275.056396,0,5.17E-06,-74.1703491,5.09E-06,4.61E-07,0.006879671,866.3,1.33,6.59,-2.52,0.06,-2.35,1.05,0.62,0.11,10009800,11311052,6.890625
20100108,4.34453583,-4.34497166,527.626282,81.1333618,205.008133,9.12E-07,0,732.644531,3.83E-06,273.826996,732.63446,12.3940239,0,14.1387796,273.826996,0,0,-58.949379,5.02E-06,2.86E-07,0.010137792,861.81,0.3,4.91,-3.95,0.44,-2.52,1.11,0.07,-0.21,5991400,6775992,6.828125
20100109,4.30527115,5.35080671,527.15979,106.789589,204.744919,5.89E-07,3.84E-06,731.910278,7.85E-06,274.961456,731.904541,21.9650993,4.03E-09,21.2564545,274.961456,0,0.000575588,-58.2101097,8.91E-06,4.63E-07,0.00502843,864,0.76,7.38,-3.97,0.07,-4.3,1.33,-0.93,-0.89,8131796,9150680,6.796875
20100110,4.26275635,-10.6992521,526.675781,99.6847687,204.182571,4.21E-07,3.62E-07,730.860779,1.16E-05,273.004486,730.858337,30.3120518,3.09E-08,14.4592209,273.004486,0,5.43E-05,-65.615448,1.23E-05,2.67E-07,0.002370908,869.92,-0.68,2.81,-3.59,0.22,-8.64,1.98,-1.77,-0.87,7118214,7994376,6.734375
20100111,4.25580215,-37.9176025,526.14856,88.9123688,203.529694,4.29E-07,2.37E-06,729.680847,9.55E-06,270.395752,729.678223,24.7444382,1.24E-08,35.6751785,270.395752,0,0.00035541,-66.4111252,1.00E-05,4.90E-08,0.002199705,873.47,-2.13,0.39,-3.7,0.22,-12.34,1.72,-1.16,-0.83,6495472,7337844,6.671875
20100112,4.2647872,-21.5229416,525.585022,123.208458,203.164108,1.44E-08,0,728.749634,8.01E-06,271.819824,728.749023,20.3604488,0,34.4266129,271.819824,0,0,-89.9419174,8.25E-06,2.29E-07,0.000503701,870.32,-1.3,3.54,-4.98,0,-11.64,1.11,-0.06,-0.09,11635112,13154828,6.609375
20100113,4.26587248,2.67776895,525.005493,119.924484,202.85321,1.24E-08,3.08E-06,727.861633,6.76E-06,273.335663,727.858765,17.4351864,0,21.3059788,273.335663,0,0.000461357,-78.4958878,7.07E-06,2.94E-07,0.002444274,868.14,0.22,4.99,-2.94,0.17,-6.79,1.23,1.03,0.28,11203816,12632360,6.546875
20100114,4.2948184,12.0616884,524.423706,92.020401,202.836426,6.16E-07,5.24E-07,727.269775,3.72E-06,273.940582,727.260071,11.2744684,3.24E-08,7.96200371,273.940582,0,7.85E-05,-60.7228355,4.57E-06,2.33E-07,0.009601423,867.89,0.1,4.6,-3.9,0.21,-3.96,0.86,-0.28,-0.25,6782128,7673844,6.46875
20100115,4.27275801,23.6645374,523.854797,113.123001,202.708862,1.13E-07,4.46E-06,726.567932,5.85E-06,274.944855,726.56366,15.7647429,0,2.9512682,274.944855,0,0.000669465,-70.7332535,6.39E-06,4.30E-07,0.00360448,871.28,0.55,7.56,-3.83,0.01,-5.31,1.25,0.75,-0.54,11483568,12930268,6.421875
20100116,4.29347277,-5.73686218,523.294434,78.9452515,202.690323,1.14E-06,4.09E-07,725.995728,3.94E-06,273.795074,725.984558,13.1427336,1.60E-08,18.5993595,273.795074,0,6.13E-05,-52.943367,5.33E-06,2.56E-07,0.010926791,870.71,0.45,4.58,-3.96,0.26,-2.63,0.92,0.59,-0.05,6804250,7645096,6.359375
20100117,4.28173304,1.80150402,522.748474,115.330315,202.622421,1.61E-07,0,725.372742,4.45E-06,274.588348,725.37085,12.4702349,0,28.0730057,274.588348,0,0,-72.9830551,5.06E-06,4.49E-07,0.001850496,868.66,1.82,8.05,-4.03,0,-2.34,0.98,0.47,-0.3,11034308,12355220,6.296875
20100118,4.289114,14.2621622,522.211304,113.615425,202.519257,2.64E-07,0,724.757019,5.34E-06,276.861298,724.730591,15.1375284,0,36.5255394,276.861298,0,0,-47.6832466,6.14E-06,5.34E-07,0.026502185,861.8,3.23,8.94,-2.55,0.98,-0.5,0.95,0.7,-0.02,10796536,12042320,6.265625
20100119,4.29076147,2.77981758,521.689453,79.2768707,202.684067,2.66E-06,1.41E-07,724.387451,8.16E-06,277.148438,724.373535,27.5014381,0,10.4821634,277.148438,0,2.12E-05,-38.5181122,1.11E-05,3.34E-07,0.013902358,864.01,2.22,6.43,-2.09,1.04,-2.4,1.3,-0.69,-0.19,5341186,5944912,6.8125
20100120,4.19504404,-27.8447151,521.175293,85.2453156,202.001831,6.84E-07,2.91E-06,723.180664,1.23E-05,271.356689,723.177124,32.1287689,1.19E-08,23.4186077,271.356689,0,0.000435889,-57.5426407,1.30E-05,6.19E-08,0.003113294,871.2,-2.63,-0.38,-4.63,0.25,-13.22,2.33,-2.01,-1.08,5769056,6421944,7.171875
20100121,4.22728491,-11.1308193,520.608154,95.3950577,201.573532,6.31E-07,0.00087745,722.315979,1.06E-05,272.554749,722.181641,28.1602154,0,27.6719685,272.554749,7.03E-07,0.131617635,-48.7274895,1.21E-05,2.15E-07,0.002713806,872.62,-1.41,4.52,-5.75,0.33,-11.2,2.21,-1.28,-1.2,7333942,8201864,6.84375
20100122,4.19053364,-19.3905926,520.013794,125.333107,200.980194,6.31E-08,0.001719036,721.252808,1.02E-05,271.776855,720.99408,25.4650326,6.74E-08,59.2230911,271.776855,5.71E-07,0.257856458,-58.4107132,1.09E-05,9.70E-08,0.000888629,872.77,-2.02,2.16,-5.88,0.06,-15.02,1.61,-1.07,-1.16,11448560,12884752,6.46875
20100123,4.25680351,4.57977247,519.415833,70.0325089,200.860886,8.37E-07,0.001786399,720.565491,4.08E-06,273.470276,720.276855,12.4549475,2.28E-07,26.3243618,273.470276,2.09E-07,0.267962158,-25.736517,5.26E-06,1.30E-07,0.020821821,866.52,-0.32,2.22,-2.25,0.45,-5.13,1.03,0.42,-0.43,4656042,5247760,6.28125
20100124,4.18529129,14.6090183,518.834778,111.993561,200.678528,1.26E-06,0.001780293,719.78418,1.35E-05,274.658752,719.513245,37.3828888,2.45E-06,-22.4539661,274.658752,7.16E-07,0.267047167,-79.5882568,1.59E-05,4.43E-07,0.003832679,869.84,0.11,6.53,-4.25,0.53,-9.96,1.66,-1.31,-0.9,10579568,12014788,6.1875
20100125,4.20372581,7.51154804,518.239014,123.032738,200.167587,1.05E-06,0.002182556,718.739075,9.23E-06,275.138611,718.406433,26.2847347,2.64E-06,21.7785816,275.138611,5.01E-07,0.327388585,-65.1362534,1.12E-05,3.79E-07,0.005069025,869.29,0.83,6.24,-3.69,0.33,-6.84,1.46,0.95,-0.54,11432102,13153756,6.140625
20100126,4.33738136,-11.1501007,517.634216,56.1321106,200.658783,1.46E-06,0.00084775,718.442322,4.46E-06,273.696838,718.292908,14.948123,0,18.1966801,273.696838,2.15E-07,0.127164677,-32.9708252,6.28E-06,1.42E-07,0.022210114,862.6,0.82,3.73,-2.35,0.47,-2.4,1.23,0.57,0.07,5790898,6639972,6.078125
20100127,4.21882296,5.28927183,517.09259,135.808701,200.803833,1.02E-06,0.00035269,717.955078,7.46E-06,275.449554,717.896362,22.3243084,6.52E-07,26.8221321,275.449554,1.58E-08,0.052904565,-81.1069412,9.07E-06,5.73E-07,0.005730331,862.85,1.52,8.02,-3.35,0.06,-4.59,1.17,-0.05,-0.55,12566524,14408440,6.03125
20100128,4.18393517,5.19713545,516.559998,130.767868,200.305725,3.87E-07,0.000132412,716.889221,1.03E-05,276.716675,716.865601,28.0272064,2.96E-07,24.7841587,276.716675,1.29E-08,0.019862132,-72.6211243,1.14E-05,6.76E-07,0.003660881,866.53,2.06,9.24,-3.65,0.21,-5.16,1.49,-0.87,-1.16,11130154,12648928,6.140625
20100129,4.21242714,-5.18550825,516.000793,114.262886,199.99469,6.67E-07,1.31E-05,716.005615,6.43E-06,275.396912,715.995422,18.6710129,2.38E-08,43.538681,275.396912,1.70E-09,0.001958301,-57.22509,7.57E-06,4.74E-07,0.008202351,863.85,1.67,6.29,-3.49,0.06,-2.51,1.36,0.22,-0.71,7321726,8280896,6.234375
20100130,4.18862629,5.47267342,515.43396,130.425842,199.740082,1.19E-07,0,715.175293,7.89E-06,276.778351,715.174011,21.2462597,0,30.7618656,276.778351,0,0,-72.9413528,8.61E-06,6.01E-07,0.001218864,864.09,2.12,8.46,-2.48,0,-3.47,1.18,-0.83,-0.77,11466898,12913720,6.0625
20100131,4.17458296,-6.73384666,514.858582,106.513168,199.360504,9.87E-09,0,714.219788,8.29E-06,275.081299,714.219055,21.6408119,0,23.0723972,275.081299,0,0,-68.5373993,8.77E-06,4.70E-07,0.000648957,863.73,2,7.94,-2.54,0,-5.36,1.34,0.03,-0.77,9829490,11033924,5.984375
20100201,4.16095734,-0.177176237,514.308533,136.723007,198.947937,4.70E-08,1.62E-08,713.258118,8.77E-06,275.380127,713.256348,23.1591053,0,37.3506165,275.380127,0,2.42E-06,-76.3865356,9.39E-06,5.68E-07,0.001677578,862.84,1.61,7.5,-2.49,0.01,-6.49,1.16,-0.32,-0.9,11255884,12617076,5.921875
20100202,4.11983919,-0.327141047,513.776001,137.894302,198.429688,5.13E-07,6.67E-08,712.209534,1.20E-05,275.577881,712.205627,32.3562584,0,40.0971565,275.577881,0,1.00E-05,-65.7685852,1.31E-05,5.63E-07,0.003864392,864.42,1.24,6.22,-2.55,0.4,-7.71,1.62,-1.12,-1.14,10487914,11750832,5.890625
20100203,4.19951773,-9.95640755,513.21405,93.6350555,198.307312,8.12E-07,1.94E-06,711.546082,4.86E-06,274.248474,711.521362,14.6236067,1.74E-08,42.3621597,274.248474,0,0.000291227,-46.6067619,5.93E-06,2.60E-07,0.024442345,864.23,1.58,5.34,-1.98,0.73,-3.61,0.96,0.52,-0.69,7480292,8485584,5.859375
20100204,4.17766237,-6.98916769,512.669312,119.998482,198.342621,6.55E-07,1.95E-06,711.022705,5.30E-06,274.18454,711.011902,15.6440172,9.95E-09,47.2763214,274.18454,0,0.000292875,-64.0643768,6.34E-06,3.83E-07,0.010464562,862.49,2.16,5.68,-1.85,0.46,-2.65,1.07,0.84,-0.03,8835864,10063160,5.828125
20100205,4.18469429,9.87512112,512.142456,122.734947,198.286697,1.06E-06,7.26E-08,710.44696,5.68E-06,276.070862,710.429199,17.8799152,1.88E-09,44.6000938,276.070862,0,1.09E-05,-50.3704262,7.25E-06,5.12E-07,0.017822594,861.12,2.35,6.05,-1.07,0.2,-1.44,1.24,1.11,-0.26,7511570,8575004,5.78125
20100206,4.25271988,-0.422382861,511.634155,76.3492432,198.640305,1.83E-06,0,710.296387,4.44E-06,275.671173,710.274475,16.2090969,0,29.414484,275.671173,0,0,-31.1494484,6.57E-06,3.09E-07,0.021923346,860.3,1.02,4.24,-1.2,1.03,-1.33,1.76,1.43,-0.56,5309228,6056252,5.75
20100207,4.21714687,-2.59940648,511.170654,109.341286,198.934235,1.24E-06,0,710.135254,4.53E-06,276.181915,710.104858,15.2053614,0,41.5578232,276.181915,0,0,-55.1844406,6.16E-06,3.98E-07,0.030351816,858.8,2.21,6.81,-2.41,0.77,-0.3,1.07,0.39,-0.29,7112332,8127988,5.71875
20100208,4.20622396,8.61682129,510.733887,138.723114,198.863388,8.84E-07,0,709.62677,5.51E-06,278.077576,709.597229,17.3622875,0,46.8330879,278.077576,0,0,-65.9030228,7.04E-06,6.46E-07,0.029465554,855.41,4.23,10.76,-2.76,0.13,0.77,1.27,0.37,-0.68,12974652,14706676,5.71875
20100209,4.29533005,3.041996,510.305756,103.15049,199.201202,2.79E-06,0,709.518677,6.79E-06,277.735382,709.506897,24.6986752,0,55.2605286,277.735382,0,0,-20.1484394,1.00E-05,4.31E-07,0.011709476,855.47,3.32,9.85,-1.72,2,-0.28,1.86,-0.7,-1.34,8262004,9315568,6.21875
20100210,4.41055775,-28.3113689,509.969055,29.6085739,200.99649,1.03E-06,0.002406721,711.330811,6.69E-06,271.985565,710.965454,19.1095581,0,29.6648769,271.985565,7.84E-07,0.361008584,-6.96350002,8.53E-06,2.64E-08,0.004230351,860.76,-2.49,1.37,-6.57,6.09,-6.17,2.22,-1.62,-1.39,2893104,3513616,6.625
20100211,4.19671774,-26.873394,509.764008,146.031723,200.621872,3.27E-07,0.005832,711.26239,8.92E-06,271.01886,710.385742,23.1002598,3.14E-07,69.2925568,271.01886,1.95E-06,0.874803245,-74.967392,1.13E-05,1.19E-07,0.001691238,871.08,-4.11,-0.12,-6.85,0.61,-10.4,1.88,-1.53,-1.06,10537728,14761732,6.40625
20100212,4.24661303,3.49798679,509.530701,151.687805,200.28772,7.44E-07,0.005134939,710.594727,6.89E-06,273.328186,709.81842,19.635294,5.05E-06,53.1030312,273.328186,2.97E-07,0.770246744,-72.8205109,8.26E-06,3.22E-07,0.00606298,867.95,-0.23,3.3,-4.24,0.83,-6.67,1.07,0.51,-0.61,11965294,16669042,6.03125
20100213,4.38824224,-8.19036865,509.296997,65.5360184,201.106689,1.01E-06,0.00772432,711.567871,5.86E-06,272.474731,710.403809,17.088274,0,23.4884148,272.474731,1.41E-06,1.15866244,-28.4901276,8.34E-06,5.34E-08,0.005516784,863.32,-2.49,0.34,-6.76,5.62,-4.94,1.37,-0.46,-0.86,2738914,4094764,5.8125
20100214,4.19484711,-24.9042435,509.146118,131.433075,200.818375,5.14E-07,0.00826449,711.205811,1.01E-05,271.28183,709.964417,26.4067574,2.53E-07,69.0803528,271.28183,3.75E-06,1.2396934,-50.2393341,1.45E-05,1.12E-07,0.001660438,867.38,-4.57,-0.44,-7.58,0.77,-9.54,2.01,-1.54,-1.28,7085904,12450700,5.71875
20100215,4.27420616,-16.6180744,508.952087,92.2083359,200.570572,6.51E-07,0.009666515,710.976013,5.72E-06,271.926788,709.522644,15.9105253,1.37E-07,49.0800629,271.926788,8.72E-07,1.45000589,-40.3827629,7.32E-06,7.79E-08,0.003344839,869.74,-2.78,-0.04,-7.75,1.19,-7.48,0.84,-0.54,-0.53,4317194,7717880,5.59375
20100216,4.23883438,-26.2418633,508.763,92.8374863,200.474991,8.10E-07,0.010913757,710.877686,9.67E-06,271.452637,709.238037,26.0367565,0,25.2306538,271.452637,3.70E-06,1.63710237,-57.2623024,1.43E-05,7.97E-08,0.002578993,870.71,-2.56,-0.21,-4.48,1.61,-9.16,1.26,-1.1,-0.55,3741564,7201696,5.53125
20100217,4.18473577,-26.7968674,508.548157,137.954285,199.835281,5.02E-07,0.009166099,709.761047,7.93E-06,271.077271,708.383484,21.1556015,7.94E-07,63.2049866,271.077271,1.78E-06,1.37495089,-75.062645,1.04E-05,1.42E-07,0.002672053,871.43,-2.39,0.74,-6.93,0,-11.44,0.96,-0.58,-0.72,7652294,14623672,5.46875
20100218,4.22668839,-9.04942226,508.280609,152.901199,199.585754,6.50E-07,0.006511373,708.848328,6.71E-06,271.715057,707.866272,18.8066444,4.48E-06,53.4052315,271.715057,7.55E-07,0.976733625,-86.010704,8.38E-06,2.60E-07,0.005227695,869.33,-0.63,2.92,-3.41,0,-8.54,0.96,0.43,0.53,9147448,15837544,5.4375
20100219,4.23535919,-1.64527988,508.001648,165.610916,199.52301,6.74E-07,0.003604877,708.070679,5.75E-06,272.418396,707.524597,16.5510387,4.52E-06,58.8556671,272.418396,4.49E-07,0.540747583,-89.0125427,7.16E-06,2.88E-07,0.005289541,864.12,0.29,4.28,-3.11,0,-4.86,1.09,0.91,0.33,11622858,18107416,5.375
20100220,4.21540737,19.8697357,507.72287,170.095001,199.355087,7.02E-07,0.001502679,707.309998,6.03E-06,273.949005,707.07782,17.739378,3.13E-06,43.7066498,273.949005,6.29E-08,0.225408271,-87.5319977,7.26E-06,4.58E-07,0.006609298,861.21,2.24,7.75,-2.37,0,-3.27,1.02,0.63,-0.02,12790816,17940520,5.5
20100221,4.19520044,45.0687637,507.430725,169.636093,199.053116,7.02E-07,0.000505749,706.569031,5.76E-06,276.042389,706.483765,17.7017479,1.31E-06,31.7087517,276.042389,1.86E-09,0.075864554,-74.7103195,7.18E-06,7.14E-07,0.009351122,861.94,5.17,11.71,-1.29,0.03,-1.44,0.71,-0.21,-0.3,13853784,17732916,6.75
20100222,4.15715694,29.1039753,507.114716,160.730118,198.563995,5.68E-07,8.15E-05,705.694763,8.11E-06,278.735168,705.678528,24.0217113,4.73E-07,25.1991005,278.735168,7.64E-12,0.012223763,-82.2431564,9.74E-06,1.06E-06,0.003808453,860.71,6.19,13.22,-0.27,0,-0.16,1.21,0.87,-0.22,15091410,18145418,11.75
20100223,4.15323114,10.3613777,506.760956,162.533585,198.093369,1.42E-07,0,704.863159,7.23E-06,278.616364,704.854309,20.4115276,0,62.0225563,278.616364,0,0,-69.7336731,8.28E-06,9.04E-07,0.008810763,851.47,5.81,11.79,1.16,0.06,1.11,1.14,0.79,-0.05,15442632,17945440,17.65625
20100224,4.06155729,23.6018372,506.376373,163.499786,197.303894,5.80E-07,0,703.683044,1.77E-05,281.992035,703.680298,48.6134682,0,16.3563995,281.992035,0,0,-74.9186478,1.97E-05,1.47E-06,0.002777245,854.93,6.51,13.23,0.42,0,-1.27,1.65,-1.44,-0.74,15937556,18200970,22.15625
20100225,4.04682541,12.8432827,505.916077,171.774002,196.1064,8.65E-08,0,702.024231,1.41E-05,282.565308,702.0224,39.1691132,0,30.2228622,282.565308,0,0,-89.5410767,1.59E-05,1.69E-06,0.001779035,858.81,8.03,15.27,0.18,0.66,-0.14,1.3,-0.01,-1,16535604,18742858,26.34375
20100226,4.16663599,2.25250411,505.397736,86.2477036,196.133743,5.90E-07,0,701.543213,5.78E-06,280.671051,701.531433,17.1068344,0,21.8226414,280.671051,0,0,-45.0670204,6.94E-06,5.62E-07,0.011735822,858.61,6.31,12.66,0.1,0.25,2.89,1.35,0.94,-0.46,7925294,8955912,29.21875
20100227,4.19569111,18.5224857,504.894806,142.168121,196.098633,1.81E-06,0,701.015137,8.13E-06,283.177307,700.993408,27.3556957,0,52.1867256,283.177307,0,0,-44.0918045,1.11E-05,1.15E-06,0.02169466,855.69,8.79,13.74,0.2,1.97,5.35,1.54,1.21,-0.23,11704656,13208872,29.8125
20100228,4.37485504,-13.5769997,504.508484,58.3108597,198.607422,1.33E-06,0,703.126526,6.46E-06,278.661621,703.115967,20.109333,0,-2.43469954,278.661621,0,0,-54.2307167,8.15E-06,3.58E-07,0.01062727,858.59,3.97,9.9,-2.45,1.33,1.27,1.7,-1.13,-0.71,7353864,8293714,30.1875
20100301,4.30583858,9.08106613,504.290771,114.892876,198.883133,2.21E-06,0,703.182007,8.25E-06,280.799316,703.173767,27.4788857,0,60.2743759,280.799316,0,0,-18.0495224,1.11E-05,6.85E-07,0.008110042,859.13,5.58,11.67,-1.92,2.27,2.49,1.54,-0.5,-0.89,9505314,10720748,29.4375
20100302,4.64436769,-13.2285328,504.204346,60.1523438,201.170593,2.52E-06,0,705.384644,7.64E-06,276.676208,705.374939,25.6072369,0,41.5218544,276.676208,0,0,-6.2598033,1.04E-05,2.24E-07,0.009689333,860.8,1.84,5.14,-0.69,7.41,-0.78,1.88,-1.36,-1.25,4233882,4809818,28.5625
20100303,4.3237958,-10.5651903,504.594696,107.136879,203.200104,1.28E-06,2.66E-06,707.807068,6.02E-06,275.930359,707.7948,19.1665401,1.78E-15,52.299942,275.930359,0,0.00039912,-46.2367096,7.77E-06,4.73E-07,0.011875644,858.92,1.43,5.98,-2.49,0.45,-2.17,1.18,0.62,-0.46,7407192,9751642,28.125
20100304,4.31344271,4.43204784,505.023315,124.834587,202.37851,2.64E-06,0,707.411682,8.48E-06,277.931091,707.401733,28.9505253,0,60.3173637,277.931091,0,0,-31.1287556,1.17E-05,6.22E-07,0.009847564,858.1,2.38,7.03,-1.89,2.62,-1.79,1.6,-0.77,-0.89,7769964.5,9795778,25.5
20100305,4.42842484,-9.72717667,505.363617,95.036026,202.834808,1.99E-06,0.000711075,708.311462,8.44E-06,275.452606,708.198364,26.5052891,0,61.6834793,275.452606,5.87E-08,0.106661364,-16.4119759,1.08E-05,3.07E-07,0.006368944,861.68,-0.11,4.18,-3.95,2.25,-3.98,1.97,-1.22,-1.4,4089736.5,5372441,23.34375
20100306,4.35072899,-6.26422548,505.767151,97.6366653,202.920807,1.61E-06,0.001937923,708.987305,6.19E-06,275.40686,708.687866,19.9841194,6.07E-08,49.6778221,275.40686,8.17E-08,0.290689439,-32.9239998,8.18E-06,3.04E-07,0.008679489,865.54,-0.35,3.91,-4.19,1.15,-3.28,1.1,0.53,-0.79,6677287.5,9246484,20.96875
20100307,4.35827494,-6.02443695,506.113403,127.052147,202.631821,1.85E-06,0.000649332,708.849182,1.02E-05,275.279297,708.745178,30.633688,1.41E-06,65.3484726,275.279297,2.46E-07,0.097400375,-35.3168831,1.27E-05,4.17E-07,0.006539802,864.95,0.02,2.94,-3.89,3.08,-2.93,1.99,0.4,-0.71,6035484.5,8210490,18.6875
20100308,4.16092587,-40.6367722,506.378723,138.274216,201.670578,4.92E-08,0.0003642,708.104431,1.65E-05,270.298004,708.049377,41.0615349,0,61.936161,270.298004,4.12E-07,0.054630432,-74.7633133,1.71E-05,1.20E-07,0.000493834,876.88,-4.56,0.26,-11.16,0.22,-13.16,2.9,-2.54,-1.36,9685561,14283476,16.65625
20100309,4.18167639,-30.0426826,506.437439,202.499649,200.382278,4.41E-08,0.0002292,706.856567,9.19E-06,271.115997,706.819641,23.625845,7.86E-08,101.755035,271.115997,5.70E-08,0.034380406,-106.965309,9.64E-06,3.43E-07,0.00246781,875.46,-2.12,1.67,-7.39,0,-13.37,0.89,-0.03,-0.2,15383745,22074278,14.6875
20100310,4.17243862,29.8001499,506.362122,199.913864,199.584656,2.48E-07,5.05E-05,705.955566,8.85E-06,275.225098,705.946716,24.4679222,2.01E-07,54.7238579,275.225098,1.72E-08,0.007574897,-90.7976227,9.94E-06,8.25E-07,0.00122458,867.65,2.15,7.71,-2.67,0,-5.27,1.26,1,0.34,15760512,21497528,12.9375
20100311,4.16594982,19.8999023,506.201385,191.190506,198.936935,8.45E-09,0,705.138611,7.95E-06,278.104889,705.138306,22.320734,0,68.4657974,278.104889,0,0,-80.5002518,9.05E-06,1.09E-06,0.00028394,862.7,5.46,11.71,-0.74,0,-0.19,1.23,0.79,-0.01,16353245,20653972,12.6875
20100312,4.11290789,25.4292259,505.970001,197.393463,198.064224,-2.55E-08,0,704.034546,1.14E-05,282.599274,704.03418,33.3448715,0,52.615181,282.599274,0,0,-85.993515,1.35E-05,2.17E-06,0.000329424,861.15,8.56,16.1,0.11,0,2.2,1.2,0.62,-0.39,17973652,21279232,16
20100313,4.43749857,23.4267426,505.667908,159.707932,198.177444,1.73E-06,0,703.855652,1.22E-05,284.416626,703.845215,38.7967949,0,67.9862289,284.416626,0,0,-29.4998207,1.57E-05,1.81E-06,0.010325749,858.32,10.54,16.16,1.13,10.17,6.46,1.88,0.96,-0.42,12932108,14859739,17.8125
20100314,4.28500462,-14.7381916,505.678833,73.9797363,201.874557,1.02E-06,0,707.555969,1.80E-05,277.577209,707.553345,48.4156265,0,-12.6239338,277.577209,0,0,-52.9324226,1.96E-05,6.12E-07,0.002574106,866.99,2.81,6.23,-1.88,1.26,-3.6,2.36,-2.17,-0.85,6872339,7819977,23.0625
20100315,4.21984291,-12.7094774,505.796967,119.242264,200.690796,6.50E-07,0,706.489441,9.90E-06,275.801178,706.48761,27.6394882,0,35.0852585,275.801178,0,0,-69.2308731,1.12E-05,6.56E-07,0.001685305,870.44,2.56,8.43,-1.89,0.1,-4.99,1.36,-0.02,-0.64,13303638,15136986,23.71875
20100316,4.19202662,8.92906666,505.779205,201.910919,199.834686,3.81E-08,0,705.617493,9.83E-06,279.483337,705.613953,27.8707008,0,84.8705826,279.483337,0,0,-80.2350693,1.13E-05,1.43E-06,0.003597269,867.07,6.8,12.16,-0.78,0.03,0.29,1.62,0.96,0.38,19408580,22040448,21.5625
20100317,4.09030867,16.8330097,505.664276,205.812393,198.681244,9.36E-08,0,704.346069,1.55E-05,282.935638,704.345581,45.3467293,0,53.1326637,282.935638,0,0,-90.4944,1.84E-05,2.78E-06,0.000538066,868.08,10.3,16.29,3.2,0,1.28,1.52,1.14,0.34,19510128,22107148,19.34375
20100318,4.06807375,18.3958454,505.418488,206.102585,197.381348,-7.88E-09,0,702.800171,1.42E-05,285.095337,702.799805,42.8291626,0,51.2877502,285.095337,0,0,-93.5856018,1.74E-05,3.13E-06,0.000339878,862.93,12.01,19.7,5.35,0,4.92,1.24,0.92,0.16,19640204,22236384,17.25
20100319,3.92575216,16.6949921,505.065216,202.288727,195.866028,1.90E-08,0,700.931519,2.75E-05,286.68515,700.931152,76.896843,0,10.7017527,286.68515,0,0,-97.9998932,3.12E-05,3.68E-06,0.000265261,860.83,12,21.29,1.97,0,0.53,1.8,-1.39,-0.59,19308342,21858478,15.3125
20100320,3.93676972,-1.31029642,504.558075,210.193512,194.00119,1.02E-07,0,698.560852,1.84E-05,281.680206,698.559204,51.0393143,0,74.6002274,281.680206,0,0,-85.8581696,2.07E-05,2.23E-06,0.00157328,863.69,6.34,13.56,1.61,0.01,-4.96,1.94,-0.95,-1.38,20020348,22667728,13.5625
20100321,4.20006084,16.0374374,503.922028,163.057053,193.756012,2.23E-06,0,697.6828,1.94E-05,285.694336,697.677917,58.8799629,0,55.8008385,285.694336,0,0,-32.3387146,2.39E-05,2.22E-06,0.004753823,856.21,11.68,17.57,3.59,2.69,4.22,2.16,0.17,-0.52,15439178,17484762,12.0625
