time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,runoff
20130529,6.55809212,-17.0726604,1698.6731,68.928978,325.581421,1.68E-06,0,2024.26501,1.74E-05,289.230896,2024.25488,60.3982468,0,-9.33787823,289.230896,0,0,-34.9351501,2.45E-05,5.39E-06,0.010484007,964.89,17.45,20.28,15.57,0.21,9.52,3.56,-2.73,-1.17,9194134,10917868,32.34375,81.125,94.1875,527.0625,674.5,1820,1855.0625
20130530,6.39286518,0.572194338,1700.47815,178.862946,322.105133,8.05E-07,0,2022.59485,2.10E-05,292.34549,2022.58301,94.8580246,0,28.8579121,292.34549,0,0,-54.5715752,3.85E-05,1.66E-05,0.011583324,961.53,17.93,22.22,14.3,0,12.67,1.85,-0.01,-1.61,15512748,18425452,33.71875,82.90625,97.96875,554.875,679.15625,1774.0312,1778.4688
20130531,6.34110737,5.4510684,1701.78052,140.802017,319.08844,4.24E-07,0,2020.87878,1.54E-05,293.604706,2020.86926,71.1739883,0,15.6099138,293.604706,0,0,-48.5645332,2.89E-05,1.30E-05,0.009743544,959.12,19.48,22.92,16.6,0.19,14.9,1.4,0.95,-0.29,12968360,15406972,31.15625,76.21875,91.0625,532.75,696.15625,1817.9688,1809.5938
20130601,6.30485535,5.9080224,1702.27063,143.18631,316.952637,1.60E-07,0,2019.23096,1.47E-05,294.431213,2019.22327,68.8574829,0,9.98323822,294.431213,0,0,-58.4303474,2.79E-05,1.31E-05,0.00766054,958.68,21.47,27.16,15.54,0.23,16.84,1.98,1.37,-0.73,19081786,22674912,27.90625,67.9375,81.46875,491.375,672.9375,1831.9688,1840.5938
20130602,6.21632051,14.1335697,1701.86328,228.776627,313.968872,8.09E-08,0,2015.83752,2.34E-05,297.116547,2015.83252,126.630554,0,21.122097,297.116547,0,0,-66.8854446,5.13E-05,2.78E-05,0.005417791,957.06,23.63,29.22,18.54,0,17.44,1.99,0.84,-1.01,23667202,28130152,24.84375,60.15625,72.28125,445.875,623.1875,1766.4062,1793.1875
20130603,6.14043808,8.86840343,1701.17798,230.308807,310.461548,1.98E-07,0,2011.6427,2.47E-05,297.494781,2011.63977,140.241272,0,14.0864878,297.494781,0,0,-67.1129837,5.69E-05,3.20E-05,0.003170184,956.01,25.25,30.94,18.4,0,17.74,1.88,0.12,-1.15,20829438,24762948,22.34375,53.46875,64.21875,400.6875,569.90625,1656.3125,1690.625
20130604,6.05759287,15.7054157,1700.07031,231.832962,306.714478,1.07E-07,0,2006.79028,2.79E-05,299.002869,2006.78503,160.733139,0,0.984068692,299.002869,0,0,-54.4088478,6.52E-05,3.72E-05,0.005509784,955.64,27.49,32.61,22.5,0,18.37,2.2,1.28,-0.8,22768866,27074848,20.03125,47.75,57.375,359.65625,517.375,1531.9062,1568
20130605,6.67757988,3.62876868,1699.2478,117.324059,309.960266,4.48E-06,0,2009.27478,1.29E-05,297.205109,2009.20837,70.3112564,0,15.6999445,297.205109,0,0,-27.6884937,2.85E-05,1.11E-05,0.066646896,954.31,24.29,30.39,20.1,16.02,20.19,2.56,-1.11,-1.66,9471156,11264664,17.875,42.6875,51.3125,323.96875,470.28125,1416.9062,1450.1875
20130606,6.17000151,9.36754322,1698.30603,207.976974,312.003052,1.40E-06,0,2010.31421,2.39E-05,298.411133,2010.30884,134.559113,0,13.1038227,298.411133,0,0,-50.9409752,5.46E-05,2.92E-05,0.005183587,953.33,25.47,30.3,20.44,0.01,19.99,1.87,-0.71,-1.14,19299770,22960644,16.34375,39.1875,46.875,293.375,431.5625,1324.5625,1352.875
20130607,6.14159632,12.5678349,1698.04492,179.60965,309.019409,4.42E-07,0,2007.08789,1.81E-05,299.442993,2007.06421,108.304184,0,14.9580917,299.442993,0,0,-43.7785492,4.39E-05,2.54E-05,0.023595965,952.23,26.26,30.29,22.17,0.17,20.31,1.74,0.13,-1.5,18293142,21767700,14.90625,36.09375,43.28125,273.59375,394.4375,1245.0312,1271.4688
20130608,7.20785809,-8.21822548,1697.79285,93.4603806,316.872498,6.70E-06,0,2014.69543,1.71E-05,295.9086,2014.66541,78.0595093,0,2.25493526,295.9086,0,0,-21.3814983,3.16E-05,7.89E-06,0.030132795,952.26,23.84,28.36,19.75,14.47,18.24,4.98,-3.82,-1.55,7565686,9004776,13.40625,32.78125,39.5,262.0625,364.6875,1172.6562,1197.1562
20130609,6.64530706,-9.74388409,1699.39233,51.4138756,327.876282,2.58E-06,0,2027.28162,1.88E-05,292.498047,2027.26843,68.2215729,0,-37.8677444,292.498047,0,0,-30.7986946,2.77E-05,6.33E-06,0.01297549,958.68,20.39,23.88,18.39,7.96,15.17,3.48,-2.61,-0.69,4815952,5734024,19.25,49.25,54.21875,272.90625,354.78125,1125.4062,1142.1562
20130610,6.35403919,-1.16752803,1700.47717,226.781998,322.572845,3.05E-08,0,2023.05066,3.08E-05,294.442535,2023.05005,153.572784,0,-6.71279192,294.442535,0,0,-81.0878906,6.23E-05,3.14E-05,0.000645814,960.71,22.83,28.86,15.8,0,13.02,2.4,-1.43,0.02,22996982,27384404,19.90625,52.96875,63.28125,344.09375,362.40625,1128.6562,1127.9062
20130611,6.26136351,8.09674835,1700.95459,236.961349,317.460907,-3.95E-08,0,2018.41638,2.62E-05,296.257019,2018.41589,148.344757,0,10.9985476,296.257019,0,0,-69.5170288,6.01E-05,3.40E-05,0.00082259,958.42,23.88,29.06,17.77,0,15.88,1.68,0.83,-0.63,22201262,26442776,18.09375,47.46875,57.40625,376.875,391.78125,1192.9062,1175.75
20130612,6.18586588,9.86382484,1700.37842,220.393295,313.352325,7.49E-08,0,2013.73254,2.77E-05,297.21521,2013.73071,152.741516,0,6.63702822,297.21521,0,0,-51.1524811,6.19E-05,3.41E-05,0.00185204,955.61,25.24,29.88,20.65,0,16.59,2.5,0.91,-2.03,21661036,25805204,16.15625,41.9375,50.84375,354.59375,428.65625,1253.5938,1240.7188
20130613,6.1877923,8.69702148,1699.74011,123.635216,310.687744,3.12E-07,0,2010.43884,2.11E-05,297.422668,2010.42761,103.15844,0,-14.3019447,297.422668,0,0,-26.0807152,4.18E-05,2.05E-05,0.010989469,953.41,26.11,29.57,23.46,0.16,17.43,2.77,0.71,-2.4,16630322,19816500,14.375,37.25,45.1875,320.5625,429.28125,1257.0312,1260.7812
20130614,6.22285128,9.57049179,1699.3501,114.405373,310.022949,3.06E-06,0,2009.3894,1.72E-05,298.0495,2009.37317,91.8986359,0,-12.469183,298.0495,0,0,-25.401001,3.73E-05,1.70E-05,0.016350804,953.2,25.89,30.52,22.62,0.81,17.76,2.93,-0.41,-2.52,13052282,15556236,14.84375,35.625,42.21875,288.84375,404.46875,1209.7812,1226.8438
20130615,6.09896851,10.9213495,1698.69995,166.15062,307.438843,1.57E-06,0,2006.15491,2.03E-05,299.200775,2006.13904,121.681892,0,-1.48290527,299.200775,0,0,-35.0265579,4.93E-05,2.74E-05,0.016078057,952,27.8,32.3,24.15,0.01,19.61,3.05,1.34,-2.32,16766116,19987256,14.84375,34.65625,41.25,263.6875,375.46875,1150.1875,1169.6875
20130616,6.00527859,12.1491394,1697.8739,195.880219,304.007812,3.08E-07,0,2001.88452,2.30E-05,300.31488,2001.88147,145.736298,0,0.54918009,300.31488,0,0,-37.4459801,5.91E-05,3.58E-05,0.002822601,951.31,28.54,33.42,23.5,0,19.98,2.64,0.44,-2.26,17739300,21151008,13.75,32.96875,39.625,244.5,347.84375,1095.0938,1114.25
20130617,5.98319006,16.9162273,1696.95081,175.000031,301.025482,8.62E-07,0,1998.04309,1.93E-05,301.704529,1997.97656,130.04834,0,-4.68307066,301.704529,0,0,-32.7142067,5.27E-05,3.26E-05,0.066777393,947.37,29.91,33.65,25.89,0.53,22.09,2.71,0.52,-1.28,17197868,20509036,12.5,30.71875,37.34375,230.84375,323.40625,1041.25,1060.25
20130618,6.51439476,14.362916,1695.94812,179.116928,301.81366,3.31E-06,0,1997.86389,1.67E-05,302.762848,1997.76184,125.847801,0,3.17988443,302.762848,0,0,-35.7273903,5.10E-05,3.10E-05,0.102120392,945.22,30.62,35.33,25.44,4.41,23.15,2.68,-0.25,-0.82,18243220,21759240,11.34375,29.125,35.53125,219.40625,303.3125,990.65625,1008.375
20130619,7.35987711,9.44794083,1695.76196,115.968742,318.01297,3.55E-06,0,2013.89062,1.30E-05,301.723083,2013.77478,81.8664017,0,-5.24053669,301.723083,0,0,-29.9005184,3.32E-05,1.67E-05,0.115679041,946.77,27.98,33.34,24.49,35.83,24.03,2.57,-1.64,-0.82,12759096,15220588,10.6875,28.40625,34.6875,216.625,303.9375,1013.21875,1002.03125
20130620,7.72856951,-3.47708583,1699.27991,93.2105942,341.82489,8.76E-06,0,2041.16467,1.50E-05,299.26236,2041.10474,84.9452591,0,-8.43615055,299.26236,0,0,-20.1857605,3.44E-05,1.07E-05,0.059967112,950.63,26.27,29.78,21.78,29.6,22.97,3.39,-2.94,-0.62,9790318,11680780,16.6875,43.875,49.5625,267.65625,350.8125,1186.6562,1138.5938
20130621,6.97027588,5.9671731,1706.37195,152.84787,347.965057,5.58E-06,0,2054.39673,2.17E-05,299.426758,2054.33716,112.882545,0,6.14156628,299.426758,0,0,-27.8503342,4.58E-05,1.84E-05,0.05970512,954.63,25.78,30.02,22.62,8.57,20.69,3.55,-3.5,0.03,16296478,19446800,24.625,73.5625,85.40625,455.09375,459.84375,1413.1875,1357.0625
20130622,6.79385614,10.5603914,1713.12427,157.688293,340.679993,3.09E-06,0,2053.85693,1.95E-05,300.831146,2053.8042,117.487144,0,-4.38258123,300.831146,0,0,-34.0194283,4.76E-05,2.50E-05,0.052714422,954.01,26.82,29.94,23.72,16.5,22.57,1.58,-0.76,0.09,14528546,17340164,26.96875,77.96875,95.65625,626.53125,618.78125,1667.5,1615.9375
20130623,7.36652279,3.29209256,1719.01562,159.077179,341.492371,4.29E-06,0,2060.61548,1.78E-05,300.111267,2060.50806,106.187126,0,18.4482937,300.111267,0,0,-31.1537685,4.31E-05,2.10E-05,0.107366994,953.14,23.84,26.07,22.28,26.83,21.65,1.79,-1.38,0.62,6005506,7168748,25.15625,71.3125,88.3125,617.8125,778.3125,1865.2188,1830.1562
20130624,7.0970192,-12.5420322,1726.55786,46.7137375,347.656769,4.74E-06,0,2074.28516,3.74E-06,295.656067,2074.2146,26.0565033,0,0.044078596,295.656067,0,0,-33.1589279,1.06E-05,2.09E-06,0.070562638,952.67,22.81,25.72,19.01,6.32,20.67,2.04,-1.93,0.5,6048882,7221680,23,65.4375,81.03125,556.40625,852.0625,2031.8438,2002.8125
20130625,6.6800437,13.8443098,1733.32971,240.447769,338.217773,5.28E-07,0,2071.56592,2.39E-05,300.042572,2071.54785,147.720978,0,23.2047081,300.042572,0,0,-55.6739426,5.99E-05,3.55E-05,0.018399598,952.34,26.41,30.34,21.33,0.76,21.08,1.06,0.38,-0.03,21898616,26149996,22.75,64.40625,79.34375,515.15625,857.46875,2166.1562,2152.1875
20130626,6.56892681,2.73138976,1737.49426,166.199051,331.256531,2.64E-06,0,2068.76953,1.92E-05,299.347839,2068.75122,122.628494,0,-11.1272936,299.347839,0,0,-51.965992,4.97E-05,2.79E-05,0.018648163,952.03,25.95,32.11,20.65,0.34,21.56,1.7,-0.08,-0.78,18970934,22657704,21.71875,61.4375,76.375,485.03125,806.46875,2155.6875,2181.5312
20130627,6.47915602,3.97388577,1740.20422,136.338776,326.14624,1.11E-07,0,2066.36914,1.46E-05,298.792877,2066.35034,82.2416229,0,8.44935608,298.792877,0,0,-41.6703072,3.33E-05,1.86E-05,0.018646453,951.41,25.6,29.45,20.57,0,20.01,1.25,0.5,-0.47,16239656,19398480,19.65625,55.40625,69.5,452.53125,747.84375,2017.4375,2061.5625
20130628,6.41611862,12.4490623,1741.35767,207.127167,321.785645,2.05E-06,0,2063.16113,2.16E-05,301.011444,2063.14355,141.692383,0,-0.485419393,301.011444,0,0,-53.4698448,5.74E-05,3.38E-05,0.017762706,948.72,27.32,31.76,23.67,0,21.42,2.02,0.13,-1.55,22246430,26578072,18.0625,49.9375,62.46875,416.625,692.78125,1880.5312,1919.8125
20130629,6.71580648,8.84222889,1741.27673,136.366867,320.261383,2.55E-06,0,2061.59155,1.95E-05,300.740814,2061.53809,113.836487,0,-15.3361292,300.740814,0,0,-29.0284996,4.62E-05,2.41E-05,0.053433701,948.58,27.96,31.53,24.51,13.1,22.71,2.7,-0.41,-2.27,11683642,13960700,16.375,44.875,56.25,379.875,639.65625,1785.0625,1813.4375
20130630,8.16876698,3.03899622,1744.32947,31.790659,345.166473,-3.48E-06,0,2089.73242,1.61E-06,299.231018,2089.49609,1.21458936,0,10.2346478,299.231018,0,0,-17.3027573,4.92E-07,2.35E-06,0.236456409,947.9,25.51,27.24,24.46,56.99,24.05,3.4,-0.84,-3.24,5152680,6157832,16.375,45.75,56.46875,360.71875,612.53125,1870.1562,1853.0625
20130701,8.01077461,5.01943636,1754.8855,73.3476181,369.849243,1.50E-06,0,2124.91553,5.70E-06,299.608337,2124.73486,33.1267242,0,12.8379183,299.608337,0,0,-22.3574638,1.34E-05,6.23E-06,0.180751026,947.98,25.2,26.89,24.18,62.43,23.95,3.09,0.07,-2.5,4490632,5367584,17.1875,54.96875,71.1875,403.875,656.0625,2388.6875,2286
20130702,7.66099405,7.65963936,1769.0614,120.953636,374.428558,5.83E-06,0,2143.63184,1.38E-05,300.573212,2143.48999,84.3613663,0,2.0796771,300.573212,0,0,-26.8631229,3.42E-05,1.46E-05,0.141851634,949.54,28.07,31.7,25.84,1.48,23.77,2.72,0.76,-1.99,14008082,16746412,35.8125,95.6875,115.375,510.96875,759,3120.0625,3017.0938
20130703,7.08846998,9.37513256,1781.35388,177.007736,361.627441,6.66E-06,0,2143.02173,2.59E-05,301.493896,2142.98169,162.091202,0,-23.6458988,301.493896,0,0,-29.1807175,6.57E-05,3.32E-05,0.040369745,947.53,28.52,31.86,25.85,0.31,23.26,2.68,1.25,-1.77,15664300,18729640,52.265625,138.85938,166.51562,617.3281,875.40625,3552.3594,3518.4531
20130704,7.14463806,-4.24203444,1790.2196,108.218391,352.315613,7.35E-06,0,2142.5813,1.88E-05,298.723145,2142.53564,99.3364029,0,-12.3457251,298.723145,0,0,-25.4734402,4.03E-05,1.41E-05,0.046014518,948.68,25.76,31.22,23.04,12.44,21.92,3.08,-2.42,-0.26,10897034,13031528,56.078125,145.5625,178.9375,702.21875,972.53125,3689.7969,3702.6562
20130705,6.79464149,11.6278324,1796.59607,216.013809,343.478027,3.84E-06,0,2140.09692,2.80E-05,301.885132,2140.07446,159.512894,0,-7.91833353,301.885132,0,0,-52.790657,6.47E-05,3.29E-05,0.022796895,951.19,27.1,31.3,22.95,0.03,23.23,1.7,1.19,-0.71,19852066,23745100,66.34375,168.5625,200.0625,788.5,1081.25,3755.3594,3767.625
20130706,6.60984993,11.549264,1800.06787,166.654388,334.369995,2.04E-06,0,2134.46362,3.18E-05,302.452515,2134.43701,156.75235,0,-47.7673378,302.452515,0,0,-46.1154709,6.36E-05,2.97E-05,0.025711883,950.29,27.64,31.43,24.11,0.33,23.44,1.21,0.55,-0.53,15826814,18933580,61.296875,156.9375,190.78125,814.25,1158.4688,3889.2969,3896.3906
20130707,6.67526913,12.0976686,1801.37683,181.899124,329.393372,4.34E-06,0,2130.84546,1.82E-05,302.907166,2130.77002,135.40065,0,-5.407444,302.907166,0,0,-39.8088226,5.49E-05,3.24E-05,0.075358115,948.4,28.76,32.26,25.34,2.15,24.41,2.15,0.22,-1.34,18093394,21648588,54.484375,140.79688,169.98438,734.6875,1144.875,3865.3281,3917.9844
20130708,6.8388052,3.30028391,1801.74536,164.509003,329.030243,7.62E-06,0,2130.89526,1.43E-05,301.446503,2130.77588,118.514107,0,10.7369995,301.446503,0,0,-31.9601593,4.80E-05,2.62E-05,0.119605891,947.55,27.89,32.27,25.3,3.82,24.11,3.23,-0.38,-2.49,14251938,17055024,52.03125,134.875,161.59375,682.875,1061.0938,3618.5938,3698.8125
20130709,7.28974295,-1.11387253,1802.34216,168.45549,333.7323,6.87E-06,0,2136.18091,1.85E-05,300.281433,2136.07422,131.510849,0,11.1711102,300.281433,0,0,-26.8960934,5.33E-05,2.79E-05,0.106490791,947.51,26.94,31.2,24.02,9.52,22.99,3.32,-1.47,-1.99,12513900,14977588,61.28125,169.92188,199.46875,781.15625,1042.4844,3542.4844,3552.0156
20130710,7.03192472,-2.73614216,1805.05811,135.445511,338.499817,6.88E-06,0,2143.64014,1.76E-05,298.426208,2143.55811,100.089684,0,13.0868721,298.426208,0,0,-25.0014534,4.06E-05,1.61E-05,0.082234733,950.88,25.17,28.98,22.93,5.79,21.69,3.06,-2.83,-0.86,10703250,12812608,73.375,211.54688,247.07812,1008.03125,1200.2656,4033.5,3924.1562
20130711,7.01553869,8.41295147,1808.69861,128.778717,339.392395,6.69E-06,0,2148.21191,1.19E-05,300.515137,2148.09106,92.2771912,0,-5.03721046,300.515137,0,0,-33.1213799,3.74E-05,1.89E-05,0.121019125,953.03,27.2,30.37,24.44,2.26,23.7,2.49,-0.01,-1.33,12924074,15473700,77.171875,218.70312,257.32812,1160.5938,1443.9688,4776.125,4659.9375
20130712,6.75869083,9.5495615,1811.71326,175.728867,335.202179,7.17E-06,0,2146.96826,1.79E-05,301.628693,2146.91553,139.890015,0,-13.0686216,301.628693,0,0,-39.3544083,5.67E-05,3.17E-05,0.052848909,952.52,28.46,31.8,25.07,0.31,23.9,2.35,-0.21,-0.87,18133586,21714560,77.234375,214.14062,250.67188,1225.4844,1596.2656,5241,5194.3594
20130713,6.57256889,13.2972593,1812.88,214.219955,329.702789,3.57E-06,0,2142.61426,2.84E-05,303.599518,2142.58276,167.190628,0,-19.749733,303.599518,0,0,-53.4815102,6.78E-05,3.58E-05,0.031457711,951.35,29.39,33.86,25.35,0.31,24.52,1.56,-0.86,-0.2,20231628,24230964,99.625,233.59375,266.20312,1216.7812,1632.2969,5333.6094,5349.297
20130714,6.51145315,9.78564167,1812.3728,205.345444,324.940125,2.54E-06,0,2137.35889,2.05E-05,303.238007,2137.31299,160.061371,0,-10.8849754,303.238007,0,0,-46.3836708,6.49E-05,4.19E-05,0.045929629,949.88,29.86,33.81,26.02,0.49,25.03,1.64,0,-0.68,20102842,24080700,121.359375,247.1875,278.32812,1184.6719,1595.7969,5178.2656,5231.578
20130715,6.58941317,-0.55560118,1810.54456,184.056122,322.660645,5.76E-06,0,2133.22559,3.55E-05,301.674988,2133.20532,191.703583,0,-43.5701675,301.674988,0,0,-36.485611,7.77E-05,3.65E-05,0.020392835,950.02,29.1,35.19,24.63,0.82,20.99,3.37,-2.34,-0.47,16973870,20335944,114.8125,234.125,266.84375,1126.2656,1534.4062,4895.8125,4966.7188
20130716,6.90779972,2.82716322,1808.9491,124.901466,325.659882,1.50E-06,0,2134.73633,1.22E-05,300.360992,2134.60889,76.8112183,0,13.9578743,300.360992,0,0,-31.3048172,3.11E-05,1.75E-05,0.127308726,951.67,26.41,30.02,24.11,4.39,23.44,1.43,-0.32,-1.05,11426756,13689848,108.296875,228.375,261.48438,1098.25,1477.375,4617.7812,4682.25
20130717,7.62182808,0.449883401,1810.10657,128.314789,338.100586,9.31E-06,0,2148.35034,1.48E-05,300.339294,2148.20752,106.771461,0,-9.01811028,300.339294,0,0,-30.1109142,4.33E-05,1.92E-05,0.143222019,949.52,26.03,28.72,23.94,19.34,23.86,2.48,-1.04,-1.63,8639282,10350120,124.828125,242.5625,271.42188,1185.8906,1505.8438,4602.5938,4601.2812
20130718,7.72560835,-2.9235754,1815.76758,74.6949921,350.932281,2.11E-06,0,2166.86792,7.13E-06,298.612549,2166.69995,45.8792191,0,9.94631481,298.612549,0,0,-21.7958641,1.86E-05,9.36E-06,0.168109566,951.05,24.9,26.68,23.13,31.03,23.21,2.38,-2.06,-1.06,5283376,6329524,148.21875,298.48438,333.03125,1364.9531,1694.0312,4930.2188,4872.6875
20130719,7.35523891,0.375755042,1824.65942,112.458511,357.906708,4.83E-06,0,2182.72485,1.21E-05,298.652557,2182.56592,73.9018707,0,14.4848843,298.652557,0,0,-23.6961384,3.00E-05,1.30E-05,0.158645317,953.23,24.3,26.39,23.22,21.72,22.69,1.31,-0.61,-1,3603536,4316996,136.29688,282.0625,325.92188,1429.2031,1888.3438,5276.8125,5247.6875
20130720,7.2141223,5.65338421,1833.78296,128.374023,353.831146,6.58E-06,0,2187.74585,1.10E-05,300.030029,2187.61426,86.0481949,0,2.34208322,300.030029,0,0,-34.322834,3.49E-05,1.73E-05,0.131767154,952.33,25.66,28.85,23.47,3.2,23.29,1.98,-0.1,-1.79,9872246,11826602,119.921875,250.09375,289.45312,1307.8438,1893.0781,5266.75,5309.0938
20130721,7.83716774,5.99714136,1841.85022,131.199631,356.60022,7.86E-06,0,2198.59985,1.26E-05,300.399536,2198.4502,88.3465805,0,5.89010572,300.399536,0,0,-30.966795,3.58E-05,1.53E-05,0.149396509,949.34,26.44,30.07,24.32,15.79,23.64,2.37,-0.07,-1.81,12549406,15033490,178.76562,423.60938,489.23438,1590.7344,2102.5,5330.5938,5303.1875
20130722,7.64972782,-2.48003459,1853.82507,39.6569023,368.516205,3.00E-06,0,2222.56104,3.03E-06,298.357208,2222.34131,22.4804001,0,-0.384663969,298.357208,0,0,-20.044241,9.11E-06,3.09E-06,0.219668433,950.63,25.24,27.77,23.29,12.1,23.55,1.78,-0.5,-1.46,5147464,6166238,200.75,509.76562,601.125,2055.3594,2710.6719,6145.547,5988.5625
20130723,7.03392458,12.486165,1864.80481,170.50383,355.782379,6.44E-06,0,2220.71265,2.92E-05,302.448395,2220.58716,169.249756,0,-54.7916718,302.448395,0,0,-43.5559845,6.86E-05,3.30E-05,0.125508785,951.8,27.2,31.19,24.11,0.76,23.17,1.9,-0.35,-1.3,16419584,19669044,186.1875,478.34375,570.375,2093.1875,3047.4844,6850.2188,6769.7812
20130724,7.15935421,6.70426941,1871.58301,145.323502,349.087097,9.22E-06,0,2220.771,1.29E-05,301.497192,2220.67017,110.065781,0,-8.20197392,301.497192,0,0,-36.758667,4.46E-05,2.25E-05,0.100785017,949.32,28.58,32.21,25.58,0.18,23.54,2.89,-0.07,-1.92,17737624,21247546,162.59375,418.60938,499.54688,1877.9375,2952.5781,6788.5156,6842.047
20130725,6.88921833,9.33871841,1874.92175,209.441559,341.943695,3.15E-06,0,2216.93799,2.63E-05,302.397552,2216.86572,193.24231,0,-33.0685997,302.397552,0,0,-39.9243164,7.83E-05,4.89E-05,0.072453797,948.89,29.47,33.36,25.76,0.08,23.68,2.6,-0.33,-1.38,19684112,23578740,144.1875,373.10938,444.26562,1672.0469,2690.3906,6338.6562,6445.203
20130726,6.80326509,10.4172907,1876.03931,207.869781,337.007477,4.73E-06,0,2213.11035,2.21E-05,303.264618,2213.04736,172.469818,0,-18.8862286,303.264618,0,0,-43.869297,6.99E-05,4.31E-05,0.063629471,949.96,29.75,33.98,26.4,0.4,24.81,2.4,-0.18,-0.95,18934984,22680998,130.59375,343.90625,408.15625,1548.3438,2440.0938,5850.5312,5961.2344
20130727,6.70269203,8.50900269,1875.67065,204.742828,332.652496,5.69E-06,0,2208.35938,2.96E-05,303.64267,2208.323,189.124847,0,-38.172226,303.64267,0,0,-45.2815094,7.67E-05,4.14E-05,0.036285501,951.35,30.1,34.57,26.58,0.07,23.89,2.44,-1.2,-1.03,20112914,24091520,118.59375,316.5,375.90625,1475.7969,2257.9688,5463.1406,5552.797
20130728,6.84847736,-0.124852404,1874.06189,183.564133,331.258728,6.37E-06,0,2205.34497,3.46E-05,302.220337,2205.3208,189.827957,0,-49.8607674,302.220337,0,0,-43.7296829,7.70E-05,3.60E-05,0.024325009,953.5,28.66,34.22,22.79,7.29,22.72,3.13,-2.52,-0.62,18323186,21947372,109.515625,290.85938,346.3125,1397.1406,2119.2656,5160.3594,5239.172
20130729,6.6406064,-6.03269148,1872.35913,171.060898,330.431641,6.84E-07,0,2202.80444,2.25E-05,299.105591,2202.79004,146.317276,0,-22.5871201,299.105591,0,0,-53.3599167,5.93E-05,3.61E-05,0.013617017,954.3,25.33,29.34,21.34,2.43,20.75,1.89,-0.98,-0.21,14229540,17043712,108.15625,278.70312,329.67188,1298.8594,1982.7969,4899.875,4969.9844
20130730,6.50535202,6.63470697,1870.20435,213.656387,326.171356,4.33E-07,0,2196.37866,2.70E-05,301.280273,2196.37573,173.035202,0,-23.4724178,301.280273,0,0,-57.4569855,7.02E-05,4.27E-05,0.002958308,951.04,27.23,31.59,23.63,0,21.89,1.58,-0.52,-0.92,20564388,24630904,99.046875,253.76562,302.03125,1200.9062,1834.8438,4672.6406,4737.3594
20130731,6.63577223,13.0137339,1867.06714,210.135193,323.303223,8.80E-07,0,2190.40649,3.27E-05,303.275269,2190.36987,173.935226,0,-27.435524,303.275269,0,0,-50.6232338,7.05E-05,3.69E-05,0.036173098,949.23,28.08,32.28,23.42,22.96,23.92,2.47,-1.55,-0.97,17604772,21085702,88.875,227.45312,270.89062,1086.125,1680.1875,4430.375,4506.1094
20130801,6.90340042,-8.92545891,1865.64197,82.0042267,330.216736,4.87E-06,0,2195.95142,6.80E-06,298.494171,2195.85889,48.517952,0,11.273819,298.494171,0,0,-31.138319,1.97E-05,8.00E-06,0.09259522,952.58,24.96,28.34,21.99,5.25,22.54,1.81,-0.28,-1.32,9192152,11009546,83.5,212.20312,251.73438,984.9219,1530.0469,4100.953,4194.2656
20130802,6.57665443,2.99846578,1864.83618,191.789825,328.209747,2.93E-06,0,2193.06372,1.96E-05,300.208466,2193.04639,138.572678,0,1.31532395,300.208466,0,0,-48.9006767,5.62E-05,3.37E-05,0.017848551,955.21,26.48,30.27,22.81,0.05,22.37,1.54,-0.61,-1.15,16927310,20273574,76.578125,196.01562,232.82812,905.375,1397.2188,3769.6562,3855.5469
20130803,6.68443394,7.99206591,1863.20447,184.628693,326.313385,1.05E-06,0,2189.61426,1.94E-05,301.537109,2189.51782,133.180756,0,-1.34575379,301.537109,0,0,-44.8035889,5.40E-05,3.35E-05,0.096398592,956.07,26.95,30.32,23.5,1.52,22.92,1.9,0.29,-1.64,17240410,20648192,69.265625,177.46875,211.23438,812.5625,1267.5938,3478.4062,3557.5625
20130804,6.72818518,1.30643463,1861.84583,152.257095,328.352051,8.66E-06,0,2190.25732,1.38E-05,300.143677,2190.19727,111.8815,0,0.600738049,300.143677,0,0,-38.4646072,4.54E-05,2.29E-05,0.059441689,953.42,27.24,31.35,24.13,0.31,23.15,2.53,0.64,-1.83,15034558,18005944,63.640625,161.5,191.46875,731.5,1133.2344,3148.5,3229.7344
20130805,6.51097822,8.64040565,1860.08008,200.504486,325.462646,2.37E-06,0,2185.55469,2.24E-05,301.921051,2185.54199,174.014053,0,-27.0093269,301.921051,0,0,-44.857914,7.06E-05,4.58E-05,0.011941948,949.1,28.95,33.36,25.49,0.06,22.85,2.75,-0.31,-1.91,17592826,21069482,56.984375,145.73438,172.95312,670.5156,1017.4375,2821.7031,2891.7969
20130806,6.88425255,6.6567378,1857.68164,198.492218,325.014801,3.48E-06,0,2182.78418,2.16E-05,302.374573,2182.69629,176.761459,0,-25.2844963,302.374573,0,0,-40.3622665,7.17E-05,4.66E-05,0.087820068,949.21,29.29,34.22,24.99,1.4,23.66,3.08,-0.89,-1.47,19170300,22958278,55.65625,137.59375,162.90625,633.78125,950.8594,2599.7031,2633.2656
