time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,runoff
20100102,6.38349152,-7.96663523,1745.81982,77.4699249,318.551025,1.69E-07,0,2064.37524,6.52E-06,278.186737,2064.37061,17.5439358,0,15.8288155,278.186737,0,0,-52.060791,7.11E-06,4.20E-07,0.004444488,969.96,5.38,10.24,0.07,0,2.25,1.37,-0.43,0.72,6991596,7914156,7.171875,22.570312,27.976562,130.19531,186.36719,413.9922,418.20312
20100103,6.39716339,-15.0991783,1745.38867,42.2361717,318.494873,2.94E-07,0,2063.89624,3.41E-06,276.093842,2063.8833,9.13197327,0,4.55656767,276.093842,0,0,-43.6510925,3.70E-06,1.98E-09,0.012690127,965.35,3.82,8.7,-0.74,0.01,1.31,2.05,-1.5,0.04,4775992,5408188,7.171875,22.554688,27.984375,129.75,184.64844,410.20312,414.28906
20100104,6.46196127,19.0873089,1744.79163,100.072189,318.560333,-1.69E-08,0,2063.3811,7.72E-06,282.076965,2063.35181,20.5491314,0,27.1793232,282.076965,0,0,-33.2350349,8.33E-06,6.30E-07,0.029149519,965.48,7,10.6,-1.08,4.89,3.91,1.5,-0.76,-0.47,6622708,7500800,7.15625,22.4375,27.84375,128.82031,183.13281,406.3047,410.45312
20100105,6.47532368,-8.43598843,1744.56482,28.8925552,320.162842,4.98E-07,0,2064.78369,1.71E-06,279.303345,2064.72754,5.44596672,0,12.3652277,279.303345,0,0,-19.5212536,2.21E-06,1.26E-09,0.05598196,969.73,6.36,7.83,5.33,1.67,4.39,2.1,-0.14,-1.96,1982560,2246072,7.046875,22.125,27.484375,127.734375,182.21875,402.76562,407.17188
20100106,6.45824337,-11.9973955,1744.5741,34.5229607,320.410217,7.89E-07,0,2065.02466,3.27E-06,278.711243,2064.98438,10.0528955,0,3.72362065,278.711243,0,0,-32.7556496,4.08E-06,1.60E-08,0.040432602,971.56,5.81,8.66,1.36,0.17,2.8,1.75,-0.69,-0.79,3616300,4098712,6.953125,21.859375,27.125,126.546875,181.48438,399.85938,404.17188
20100107,6.39747715,-5.10988712,1744.45422,91.3327103,319.769348,6.18E-07,0,2064.2334,7.54E-06,279.42041,2064.22339,22.1820354,0,15.9955053,279.42041,0,0,-58.2648125,8.99E-06,8.37E-07,0.009887825,972.47,7.16,11.21,1.29,0,3.11,1.16,0.53,-0.3,7573792,8586456,6.890625,21.65625,26.84375,125.1875,180.35938,397.48438,401.34375
20100108,6.40508604,-3.3781743,1744.12939,64.5889511,319.346405,4.89E-07,0,2063.4856,6.14E-06,279.421783,2063.47607,16.9931049,0,7.17293739,279.421783,0,0,-43.8011551,6.89E-06,2.63E-07,0.009750703,965.46,6.77,10.87,2.66,0.02,3.09,2.06,-1.22,-0.36,6432460,7295176,6.828125,21.453125,26.609375,124.125,178.89062,395.0625,398.6875
20100109,6.39125824,7.70392752,1743.66321,76.9416656,318.948517,1.34E-07,0,2062.61719,7.25E-06,281.653564,2062.61182,19.4532833,0,15.7824745,281.653564,0,0,-33.9936523,7.89E-06,5.02E-07,0.005512545,966.35,7.45,9.91,2.54,0,4.02,1.14,-0.8,-0.13,3109060,3526760,6.796875,21.296875,26.40625,123.828125,177.32812,392.17188,395.875
20100110,6.38321257,-1.21356761,1742.93311,76.4524689,318.599274,5.07E-07,0,2061.54004,1.32E-05,281.45105,2061.53223,35.167099,0,1.93275023,281.45105,0,0,-40.5671425,1.43E-05,5.85E-07,0.007719777,972.21,8.3,11.49,5.71,0.01,0.96,2.6,-1.61,-1.28,6104886,6927676,6.734375,21.125,26.1875,123.265625,175.90625,388.70312,392.5625
20100111,6.37381554,-17.1804752,1741.62024,91.1995468,318.205444,9.07E-08,0,2059.82739,1.63E-05,278.58728,2059.82568,41.8424835,0,3.33382082,278.58728,0,0,-63.2176552,1.70E-05,5.89E-07,0.001736211,977.35,6.41,11.54,-0.33,0,-4.15,3.27,-2.99,-0.74,6532150,7414104,6.671875,20.921875,25.953125,121.984375,174.71875,385.0625,388.92188
20100112,6.36033297,-12.5640459,1740.64709,117.023277,317.755493,5.80E-09,0,2058.40332,1.06E-05,277.514801,2058.40283,28.2100048,0,17.5337639,277.514801,0,0,-83.8434525,1.14E-05,8.00E-07,0.000732264,976.05,4.48,10.26,-1.02,0,-1.73,1.6,-0.57,-0.27,11923488,13539072,6.609375,20.71875,25.703125,120.546875,173.5,381.84375,385.46875
20100113,6.35981417,0.539141297,1739.83008,107.203102,317.441498,7.82E-08,0,2057.27441,1.02E-05,279.292206,2057.27148,27.3261089,0,22.0830917,279.292206,0,0,-57.2463036,1.11E-05,8.37E-07,0.002855697,975.09,6.08,10.98,-1.21,0.01,0.79,1.51,0.61,-0.63,9503692,10794700,6.546875,20.515625,25.453125,119.171875,171.9375,378.92188,382.42188
20100114,6.3654108,6.17398787,1739.01367,73.8864288,317.327393,2.90E-07,0,2056.34595,9.28E-06,280.805023,2056.34082,24.5419807,0,12.5775251,280.805023,0,0,-30.5824299,9.95E-06,3.76E-07,0.004910327,971.64,7.96,11.16,1.7,0,1.53,2.19,-1.7,-0.22,9194456,10447300,6.46875,20.3125,25.203125,117.96875,170.1875,375.76562,379.32812
20100115,6.34731483,0.058475606,1738.09167,86.9766388,317.024048,1.60E-08,0,2055.11938,1.07E-05,281.876892,2055.11548,29.2901115,0,8.72012711,281.876892,0,0,-48.914402,1.19E-05,1.13E-06,0.003721763,976.77,8.02,14.43,2.09,0,2.7,1.81,0.59,-0.85,9660160,10979308,6.421875,20.140625,24.984375,116.828125,168.4375,372.35938,376.03125
20100116,6.36921406,-8.82926369,1737.30139,61.5700569,317.050354,5.81E-07,0,2054.3623,6.46E-06,279.972351,2054.35181,18.2412033,0,11.6983671,279.972351,0,0,-40.4669266,7.40E-06,3.52E-07,0.01058528,976.26,7,11,1.25,0.01,3.58,1.42,-0.59,-0.3,6360266,7231648,6.359375,19.953125,24.765625,115.828125,166.79688,368.82812,372.59375
20100117,6.34487104,-2.86116099,1736.59375,90.5681839,316.848145,6.63E-08,0,2053.45093,7.91E-06,280.474945,2053.44214,21.6113548,0,19.7854137,280.474945,0,0,-52.0311928,8.76E-06,7.88E-07,0.008998691,974.03,7.5,12.01,0.88,0.01,4.01,1.21,-0.91,-0.32,8557662,9733476,6.296875,19.75,24.546875,114.828125,165.34375,365.39062,369.09375
20100118,6.35686779,14.8876724,1735.78357,100.415817,316.663025,4.15E-07,0,2052.46411,8.82E-06,283.351105,2052.44678,25.0943184,0,29.6363411,283.351105,0,0,-30.7795792,1.02E-05,9.38E-07,0.017488567,966.28,9.77,12.78,3.46,0.51,5.05,1.44,-0.91,-0.45,8576586,9758284,6.265625,19.59375,24.328125,113.75,163.875,362.10938,365.67188
20100119,6.38730192,5.10956049,1735.15747,40.8655014,317.11084,1.32E-06,0,2052.30933,5.58E-06,283.888123,2052.26831,17.7064743,0,-1.36059046,283.888123,0,0,-19.4120941,7.18E-06,2.71E-07,0.040976621,964.57,10.71,13.1,8.53,0.27,6.39,2.58,-2.52,-0.01,3198096,3640032,6.8125,20.375,24.984375,113.25,162.64062,358.92188,362.45312
20100120,6.35412407,-10.8459988,1733.77966,32.04879,317.109283,6.42E-07,0,2050.8916,2.24E-05,280.503632,2050.88892,56.8216896,0,-25.1826038,280.503632,0,0,-11.2613783,2.30E-05,1.70E-13,0.002631771,971.46,8.34,9.42,6.26,0,-6.43,4.76,-4.73,-0.21,1891930,2153928,7.171875,21.03125,25.9375,114.125,162.07812,356.10938,359.32812
20100121,6.3819623,-1.65943694,1732.38501,55.7669868,316.984985,9.07E-07,0,2049.38135,1.19E-05,281.667114,2049.36963,32.2607193,0,7.38847923,281.667114,0,0,-17.7764034,1.31E-05,2.42E-07,0.01140066,974.55,8.83,11.39,5.5,0.4,0.42,3.38,-2.6,-1.36,8637818,9837880,6.84375,20.40625,25.484375,115.25,161.95312,354.625,357.0625
20100122,6.3817625,-7.47227764,1731.16638,43.8782768,317.274658,4.19E-07,0,2048.45264,1.30E-05,280.01181,2048.44092,33.2222176,0,4.84903574,280.01181,0,0,-13.2784176,1.35E-05,1.50E-09,0.011553679,977.57,5.29,6.83,4.33,3.04,-0.68,3.31,-2.56,-1.84,2495738,2847764,6.46875,19.75,24.609375,114.546875,161.39062,355.0625,356.64062
20100123,6.45057726,-4.32091141,1730.56201,27.8962688,318.140381,6.16E-07,0,2048.74414,3.49E-06,280.232941,2048.70239,10.1205225,0,12.3984728,280.232941,0,0,-9.69842434,4.10E-06,7.16E-10,0.04171079,971.99,6.06,7.13,4.94,1.38,4.2,2.01,-0.13,-1.72,1685534,1922336,6.28125,19.359375,24.0625,112.578125,161.26562,357.375,358.29688
20100124,6.39259386,-15.2967234,1730.08301,78.9815369,318.440186,9.87E-07,0,2048.54077,8.27E-06,279.330566,2048.52295,24.2626839,0,16.9130154,279.330566,0,0,-53.1187553,9.84E-06,5.80E-07,0.017558746,972.82,6.85,12.53,0.33,0.04,2.47,1.77,-0.57,0.15,6408966,7308932,6.1875,19.125,23.765625,110.625,161.70312,361.32812,361.54688
20100125,6.37676334,5.40094233,1729.42163,121.94088,318.051575,2.25E-07,0,2047.48145,1.08E-05,281.412262,2047.47327,29.6913357,0,29.6698151,281.412262,0,0,-57.166008,1.20E-05,1.06E-06,0.008308978,975.3,7.1,12.38,-0.05,0.1,2.83,1.96,0.79,-1.55,11208588,12784992,6.140625,19,23.578125,109.25,161.29688,365.48438,365.5625
20100126,6.39221859,-6.0581336,1728.71912,71.8276825,318.068176,6.57E-07,0,2046.80078,9.14E-06,280.468933,2046.78735,25.3516254,0,6.15256691,280.468933,0,0,-46.3880997,1.03E-05,4.77E-07,0.013600442,966.27,7.73,11.77,3.73,0.03,2,2.26,-0.37,-0.55,7510458,8569380,6.078125,18.84375,23.40625,108.65625,159.4375,365.59375,367.60938
20100127,6.34672356,-1.59747899,1728.03491,122.612602,317.519135,3.32E-07,0,2045.55847,1.16E-05,281.327209,2045.55396,33.7361794,0,12.3075457,281.327209,0,0,-78.1656876,1.37E-05,1.77E-06,0.00438052,966.1,7.47,13.68,1.89,0,1.96,2.03,-0.46,-0.48,11553784,13185732,6.03125,18.671875,23.203125,107.984375,157.84375,361.67188,365.5
20100128,6.34554482,5.01383591,1727.14233,121.136314,317.002716,1.50E-08,0,2044.15125,1.20E-05,282.481873,2044.14526,34.579689,0,19.079834,282.481873,0,0,-62.4549408,1.40E-05,1.97E-06,0.00620995,968.37,9.15,15.17,1.72,0,3.52,1.59,-0.92,0.16,11667722,13320628,6.140625,18.828125,23.21875,107.140625,156.60938,356.82812,361.0625
20100129,6.34870434,3.43179679,1726.21814,90.3833008,316.762299,1.52E-07,0,2042.98889,1.10E-05,283.318085,2042.98059,30.7040634,0,10.8247061,283.318085,0,0,-45.4242058,1.24E-05,1.33E-06,0.0084673,966.59,9.97,14.49,4.86,0.02,5.12,2.18,-0.29,-1.25,7824280,8935736,6.234375,18.9375,23.375,107.3125,155.73438,351.98438,356.25
20100130,6.34049892,6.19931936,1725.32874,92.3144989,316.519867,3.53E-07,0,2041.85571,9.47E-06,283.85257,2041.84863,27.4638939,0,20.0321846,283.85257,0,0,-38.612011,1.11E-05,1.31E-06,0.007067617,965.69,10.99,15.5,4.63,0.53,5.69,1.6,-1.07,-0.41,8739978,9984760,6.0625,18.640625,23.171875,109.1875,155.39062,347.59375,351.57812
20100131,6.33998966,-7.34554958,1724.47278,78.375351,316.325867,5.06E-07,0,2040.80554,9.53E-06,282.221283,2040.79858,27.4004555,0,9.67398167,282.221283,0,0,-48.6542397,1.11E-05,1.07E-06,0.006977026,966.28,9.14,12.84,5.41,0.82,5.04,2.35,-1.33,-1.66,5764064,6587144,5.984375,18.40625,22.84375,111.703125,155.82812,344.875,348.03125
20100201,6.36679888,0.012087701,1723.47583,103.314972,316.216827,1.02E-07,0,2039.69946,1.27E-05,282.546295,2039.6925,35.0147514,0,12.2491474,282.546295,0,0,-56.0381088,1.42E-05,1.43E-06,0.006857338,965.09,9.79,13.33,5.95,0.44,3.96,1.89,-1.15,-0.99,7454468,8522032,5.921875,18.25,22.65625,113.453125,156.65625,344.10938,346.26562
20100202,6.37048244,3.47342682,1722.46423,94.4732513,316.571991,5.44E-07,0,2039.05103,1.24E-05,283.308411,2039.0365,35.0582848,0,17.8059311,283.308411,0,0,-38.129509,1.42E-05,1.30E-06,0.014733478,966.68,9.68,14.07,7.05,2.69,4.26,2.35,-0.62,-1.88,6319624,7225988,5.890625,18.109375,22.484375,114.46875,157.60938,344.625,346.10938
20100203,6.396245,-15.6056404,1721.92529,27.9448414,317.3078,9.88E-07,0,2039.25464,3.89E-06,279.69342,2039.23328,12.0272779,0,5.98329926,279.69342,0,0,-25.5512028,4.88E-06,1.34E-09,0.021470157,968.47,6.48,9.22,3.54,2.1,3.57,2.6,-1.73,-1.68,2766496,3164580,5.859375,18,22.359375,115.125,158.8125,346.23438,347.375
20100204,6.37392807,-1.6076715,1721.40674,79.2292938,317.321442,4.00E-07,0,2038.73853,8.95E-06,281.422913,2038.72803,24.7915497,0,16.3107872,281.422913,0,0,-39.7313118,1.01E-05,6.98E-07,0.010337276,966.86,7.69,10.63,3.63,0.7,4.19,1.42,-0.51,-0.37,4349868,4977092,5.828125,17.890625,22.234375,115.15625,160.29688,349.25,349.84375
20100205,6.37862301,-0.546333969,1720.9104,78.8747635,317.233002,3.68E-07,0,2038.15344,8.76E-06,282.004913,2038.14355,24.6661377,0,16.0089016,282.004913,0,0,-38.7468338,1.00E-05,8.68E-07,0.010016912,965.39,8.11,12.27,3.44,0.65,3.99,1.26,-0.5,-0.28,7207216,8250832,5.78125,17.765625,22.078125,114,160.96875,353.35938,353.39062
20100206,6.36912489,2.74170017,1720.31421,79.7648773,317.332886,4.48E-07,0,2037.65515,1.01E-05,282.896942,2037.64722,28.4544373,0,14.3250008,282.896942,0,0,-34.2398376,1.15E-05,9.48E-07,0.008101635,965.13,9.79,13.53,3.72,0.03,4.75,1.86,0.78,-1.28,8183004,9370712,5.75,17.625,21.9375,111.875,160.71875,356.34375,356.8125
20100207,6.34925985,-0.702866912,1719.77747,62.944397,317.044769,5.78E-07,0,2036.83093,7.44E-06,282.553711,2036.82239,21.2706757,0,6.57796621,282.553711,0,0,-35.7994347,8.62E-06,6.03E-07,0.008687735,961.24,10.22,14.17,6.59,0.01,4.84,2.25,-1.47,-0.51,9893410,11334856,5.71875,17.59375,22,110.28125,160.34375,356.625,358.34375
20100208,6.33357906,4.82498598,1719.02808,104.473618,316.586945,3.88E-09,0,2035.6228,1.18E-05,284.46637,2035.61487,33.7353477,0,17.9451256,284.46637,0,0,-47.9687309,1.37E-05,1.92E-06,0.00780526,956.83,11.42,16.3,6.34,0,6.29,2.08,-0.63,-0.84,11822644,13548024,5.71875,17.5625,22.125,110.28125,160.25,354.28125,357.1875
20100209,6.33459187,14.1806173,1718.15784,109.793541,316.090576,6.63E-07,0,2034.25806,1.41E-05,286.641968,2034.24841,42.5421371,0,16.3222294,286.641968,0,0,-36.7372932,1.72E-05,2.50E-06,0.009617159,953.92,13.4,17.33,6.12,1.28,8.12,2.44,-1.82,-1.01,11350240,13011580,6.21875,18.8125,22.875,111.375,159.4375,350.96875,354.28125
20100210,6.45246363,-13.7560654,1717.54956,27.0453167,317.485535,1.82E-06,0,2035.05432,7.72E-06,281.569733,2035.03479,23.6435204,0,10.8774204,281.569733,0,0,-6.28768826,9.59E-06,4.60E-08,0.019332722,959.28,9.02,10.91,6.9,0.64,3.29,4.01,-3.6,-1.72,2035546,2334360,6.625,20.40625,24.75,117.46875,162.28125,348.34375,351.28125
20100211,6.3721509,-16.8166389,1716.60083,54.608387,317.448578,2.15E-07,0,2034.05505,1.44E-05,279.220703,2034.04944,36.2920609,0,7.06178093,279.220703,0,0,-28.0779686,1.47E-05,6.19E-08,0.005558487,974.33,6.82,9.13,5.02,0.03,-2.95,3.08,-1.59,-2.29,5536894,6351000,6.40625,20.34375,25.71875,133.96875,171.6875,351.03125,351.0625
20100212,6.41909409,-1.81962836,1715.79602,80.8359833,317.359497,2.79E-07,0,2033.17029,1.25E-05,280.795441,2033.15564,32.3591652,0,28.0261993,280.795441,0,0,-22.2656841,1.31E-05,3.77E-07,0.014752925,973.99,6.76,9.21,4.71,3.12,1.17,1.75,0.52,-1.54,7586312,8704032,6.03125,19.09375,24.40625,147.03125,180.9375,363.40625,358.625
20100213,6.48792839,-19.8169823,1715.63269,32.3191032,319.400177,1.02E-06,0,2035.05811,3.69E-06,277.443542,2035.03271,11.617362,0,10.6551991,277.443542,0,0,-29.8725014,4.71E-06,1.81E-09,0.025210138,967.71,4.81,7.13,1.71,3.33,2.64,1.88,-0.1,-1.44,3207450,3681968,5.8125,18.28125,23.28125,145.5625,191.875,383.3125,375.34375
20100214,6.44010544,-3.09062386,1715.65088,78.3996429,319.196106,8.90E-07,0,2034.86194,9.73E-06,279.242157,2034.84753,26.6069756,0,19.3001938,279.242157,0,0,-35.5789375,1.08E-05,1.67E-07,0.01486796,971.31,4.94,8.22,1.74,2.33,1.01,2.14,-1.44,-1.47,7551942,8672072,5.71875,18.03125,23.4375,137.96875,202.28125,406.25,397.59375
20100215,6.46448803,-18.5005741,1715.63403,58.1899834,319.802795,1.14E-06,0,2035.45483,6.73E-06,276.505615,2035.43689,19.4370384,0,16.3637524,276.505615,0,0,-40.8974876,7.88E-06,6.02E-09,0.018102309,975.26,3.79,6.61,0.89,1.62,-0.22,2.56,-1.8,-1.72,4774118,5483420,5.59375,17.46875,22.84375,130.75,203.5625,423.25,418.375
20100216,6.44706774,-3.47713971,1715.64893,100.983879,319.891876,6.05E-07,0,2035.54895,1.22E-05,278.242004,2035.54053,32.2864227,0,25.2415199,278.242004,0,0,-46.9279175,1.31E-05,2.55E-07,0.008198688,975.83,4.98,8.84,1.1,0.16,-1.2,1.91,-1.31,-0.84,7537746,8662444,5.53125,17.15625,22.21875,123.15625,197.8125,425.5625,427.65625
20100217,6.37981272,-3.44006634,1715.23169,115.835258,319.033081,2.43E-07,0,2034.27954,1.52E-05,279.181427,2034.26477,40.1151161,0,30.0540695,279.181427,0,0,-49.1089172,1.63E-05,8.06E-07,0.014720927,976.87,6.17,10.44,1.69,0.23,-2.96,2.37,-1.84,-0.41,11330634,13027244,5.46875,16.96875,21.8125,116.125,189.15625,414.96875,422.65625
20100218,6.37447596,-11.0463953,1715.05347,80.2479706,318.344391,5.23E-07,2.95E-08,2033.40552,9.12E-06,278.091431,2033.39746,24.8265438,2.22E-16,16.7362213,278.091431,0,4.43E-06,-49.7385101,1.01E-05,4.20E-07,0.007636171,976.61,4.41,8.3,0.73,0.55,0.89,1.13,0.36,0.07,7481380,8604348,5.4375,16.8125,21.5,110.9375,180.03125,398.0625,408.5
20100219,6.38009357,-12.7234097,1714.8783,70.7840652,318.006836,5.36E-07,5.35E-07,2032.90076,6.94E-06,276.549622,2032.88538,18.5702419,0,21.4885502,276.549622,0,8.03E-05,-43.4491959,7.53E-06,5.06E-08,0.015490758,971.65,4.37,7.58,0.2,0,0.64,1.22,0.31,-0.78,6866038,7900638,5.375,16.6875,21.34375,107.3125,171.28125,379.71875,390.78125
20100220,6.33816957,4.26935959,1714.48682,132.559692,317.323822,2.55E-07,0,2031.81445,1.13E-05,279.858643,2031.81055,31.7855015,0,38.9002151,279.858643,0,0,-57.5989418,1.29E-05,1.36E-06,0.003842281,967.16,5.37,9.59,0.41,0,1.22,1.16,-0.48,-0.19,11013940,12678836,5.5,17.9375,22.21875,104.90625,163.28125,362.25,372.84375
20100221,6.32592487,2.54261136,1714.00269,120.385574,316.625763,-4.84E-08,0,2030.6355,1.00E-05,280.62262,2030.6283,28.1261215,0,27.115612,280.62262,0,0,-62.5984535,1.14E-05,1.42E-06,0.007103979,966.11,7.14,12.64,0.89,0,2.71,1.58,-0.68,0.81,13992284,16113104,6.75,21.9375,25.59375,105.5625,157.09375,347.09375,356.53125
20100222,6.30930805,4.19444275,1713.38232,130.871597,315.948212,2.14E-07,0,2029.33423,1.17E-05,281.901581,2029.33105,35.1087112,0,25.3600655,281.901581,0,0,-66.2061844,1.42E-05,2.34E-06,0.00370424,965.04,9,14.57,2.22,0,4.35,1.2,0.11,0.01,14958078,17232648,11.75,32.8125,35.3125,113.25,155.4375,335.34375,343.03125
20100223,6.30316973,9.56147385,1712.5813,121.395264,315.395172,-5.09E-08,0,2027.98071,1.17E-05,283.454742,2027.97668,34.0135612,0,25.9134731,283.454742,0,0,-51.9008636,1.38E-05,2.17E-06,0.004252835,953.82,10.25,14.66,3.89,0,5.86,1.51,-0.81,-0.43,11946604,13769010,17.65625,45.90625,50.03125,134.59375,162.125,329.96875,334.1875
20100224,6.29967117,12.5055704,1711.5658,117.096222,314.968567,2.07E-07,0,2026.53894,1.24E-05,285.159607,2026.53479,38.2190857,0,16.5285606,285.159607,0,0,-49.836483,1.55E-05,2.88E-06,0.004512102,953.4,12.69,18.83,7.95,0,7.94,1.93,-0.7,0.59,12268108,14144972,22.15625,53.3125,59.4375,170.5625,173.40625,335.15625,333.875
20100225,6.26480198,16.4470577,1710.36157,154.190643,314.185333,7.64E-09,0,2024.55103,1.77E-05,287.742676,2024.54724,57.5454636,0,10.4080925,287.742676,0,0,-69.7852402,2.33E-05,5.64E-06,0.004157057,959.38,13.99,21.75,8.17,0,7.8,2.23,-0.32,-1.14,14713994,16972476,26.34375,61.9375,68.4375,208.8125,192.71875,350.46875,343.9375
20100226,6.28177261,5.2515502,1709.29504,105.312088,313.783417,2.57E-07,0,2023.08484,1.19E-05,286.89502,2023.07898,37.8646355,0,15.2905293,286.89502,0,0,-46.9095116,1.54E-05,3.16E-06,0.006378598,959.63,13.51,19.02,7.28,0.01,9.31,1.59,-0.74,-0.82,9495736,10958452,29.21875,71.3125,79.40625,266.1875,229.5625,376.65625,364.40625
20100227,6.27342844,22.7733479,1708.25269,108.39489,313.439667,4.80E-07,0,2021.70129,1.38E-05,289.634277,2021.69226,43.3885155,0,16.828825,289.634277,0,0,-25.3889084,1.76E-05,3.33E-06,0.008947474,956.24,16.31,20.61,7.51,0.38,10.85,1.84,-0.76,-1.01,12978186,14984344,29.8125,73.4375,83.28125,350,287.875,424.15625,401.5
20100228,6.27513552,4.65431213,1706.88696,95.7597275,313.345459,9.71E-07,0,2020.23682,1.60E-05,288.616455,2020.23242,49.3945465,0,-1.96657073,288.616455,0,0,-43.6828003,2.00E-05,3.09E-06,0.00436671,956.22,14.92,20.54,10.59,0.74,9.43,2.99,-2.9,-0.45,6832588,7891056,30.1875,74.625,84.75,419.96875,376.03125,510.96875,472.75
20100301,6.28554869,12.5826159,1705.62952,103.75885,313.022766,1.25E-06,0,2018.66492,1.77E-05,290.022064,2018.65234,56.7731285,0,9.35393047,290.022064,0,0,-25.0480385,2.30E-05,4.06E-06,0.01255863,957.01,15.63,20.9,11.88,2.09,10.74,3.36,-2.22,-2.14,9985140,11537460,29.4375,72.09375,82.71875,452.34375,466.34375,638.46875,589.9375
20100302,6.59058714,-15.1349134,1704.8446,31.6600132,315.306946,1.53E-06,0,2020.17737,7.94E-06,284.086029,2020.15137,24.44874,0,12.8785048,284.086029,0,0,-9.47648239,9.91E-06,4.49E-07,0.025722906,959.65,10.6,13.4,7.11,11.65,6.32,4.09,-3.66,-1.68,1968146,2275320,28.5625,68.96875,79.1875,448.125,521.03125,765.34375,724
20100303,6.36495686,-14.9109077,1704.19714,96.6413803,318.586334,7.18E-07,0,2022.79346,1.39E-05,282.377472,2022.78357,39.9960823,0,25.7454033,282.377472,0,0,-45.8164062,1.62E-05,1.63E-06,0.010027348,962.15,7.88,11.99,3.44,0.12,2.93,2.57,-1.09,-1.95,7656256,8853230,28.125,69.71875,80.71875,445.375,548.78125,866.09375,834.875
20100304,6.40140295,3.93689418,1704.11731,78.0130081,318.131561,1.15E-06,0,2022.26208,1.24E-05,284.066895,2022.24915,35.648304,0,18.654705,284.066895,0,0,-19.7657642,1.45E-05,9.43E-07,0.013215664,959.21,10.31,13.24,4.65,0.53,4.93,2.35,-1.45,-0.84,7632618.5,8829814,25.5,63.75,75.6875,445.25,557.4375,955.09375,926.75
20100305,6.45064831,-6.0698657,1704.07043,66.4892807,318.625336,1.53E-06,0,2022.72034,1.01E-05,283.335815,2022.69556,30.6122246,0,15.1321745,283.335815,0,0,-26.8203964,1.24E-05,7.52E-07,0.024555499,962.55,9.58,12,7.3,1.43,5.29,3.02,-2.24,-1.81,3733696.5,4321887,23.34375,58.8125,69.84375,421.5,548.4375,1008.375,993.46875
20100306,6.36627817,-5.66738462,1703.94861,110.95092,318.558563,7.49E-07,0,2022.51343,1.63E-05,282.708466,2022.50708,45.6795731,0,31.5793686,282.708466,0,0,-39.3584747,1.85E-05,1.52E-06,0.006174903,969.76,8.04,9.9,6.27,0.21,1.51,2.85,-1.11,-2.51,5607003.5,6490738,20.96875,53.1875,64.03125,397.4375,530.25,1011.84375,1012.34375
20100307,6.4622016,-4.84290552,1704.01501,39.8402901,318.679352,1.49E-06,0,2022.72815,6.01E-06,281.931549,2022.69446,18.790659,0,13.8695602,281.931549,0,0,-12.0239573,7.62E-06,1.14E-07,0.033780966,968.46,8.03,9.12,6.36,1.67,3.93,2.93,-1.51,-1.58,2473484.5,2865240,18.6875,47.5,57.46875,370,504.75,983.78125,993.625
20100308,6.35254049,-14.8229313,1703.9762,76.9116287,318.55368,1.13E-06,0,2022.53491,2.23E-05,280.480652,2022.52991,58.8101921,0,-10.2750216,280.480652,0,0,-43.2112732,2.38E-05,4.42E-07,0.005041633,979.51,7.43,10.75,3.31,1.31,-3.2,4.32,-3.46,-1.92,6372707.5,7384602,16.65625,42.625,52.125,338.40625,478.875,942.0625,956.21875
20100309,6.30132627,-16.4016571,1703.07532,179.346207,317.183716,2.99E-09,0,2020.25928,1.99E-05,279.058563,2020.25903,54.9784317,0,47.741581,279.058563,0,0,-93.03125,2.23E-05,2.41E-06,0.000283684,982.18,5.9,11.24,1.02,0,-5.81,2.21,-1.34,0.34,18509030,21458508,14.6875,37.59375,46.34375,307.40625,448.34375,897.25,913.8125
20100310,6.29121876,-1.15151227,1702.48267,180.933258,316.116638,-5.11E-09,0,2018.59961,1.62E-05,281.00589,2018.59949,47.8461227,0,48.498848,281.00589,0,0,-85.7350235,1.94E-05,3.22E-06,0.000234864,974.05,8.36,13.4,1.86,0,0.48,1.62,0.83,-0.16,18161754,21064960,12.9375,33.1875,40.9375,275.28125,411.375,841.84375,863.53125
20100311,6.2750144,9.67320442,1701.88513,163.639114,315.215057,-9.78E-09,0,2017.10071,1.45E-05,283.744568,2017.10022,45.2822037,0,35.3719788,283.744568,0,0,-73.3032532,1.84E-05,3.87E-06,0.000520879,966.32,9.83,15.78,2.44,0,4.34,1.68,-0.68,-0.58,17330268,20109456,12.6875,32.40625,38.6875,246.9375,374.125,777.4375,802.71875
20100312,6.23660803,15.4188652,1701.35376,177.902191,313.956207,-1.36E-08,0,2015.31079,1.67E-05,286.902435,2015.30994,57.0546646,0,29.8356705,286.902435,0,0,-75.5877151,2.31E-05,6.45E-06,0.000871711,962.81,13.19,19.38,4.72,0,7.32,1.45,-0.6,0.15,17827996,20695324,16,38.03125,42.5,229.0625,341.03125,712.46875,738.4375
