time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,runoff
20131008,4.37918139,-0.516736925,560.707886,170.27713,210.073181,4.69E-07,0,770.786499,1.33E-05,289.365356,770.781006,64.767807,0,18.9495697,289.365356,0,0,-87.0732574,2.63E-05,1.25E-05,0.005454849,866.12,14.95,21.75,9.11,0.01,9.03,1.31,0.77,-0.39,16644965,18889120,16.09375,43.171875
20131009,4.40793705,-2.10838866,559.40509,113.396111,209.561478,1.43E-06,0,768.981873,8.53E-06,288.991638,768.966492,40.1644135,0,20.6216011,288.991638,0,0,-54.7192917,1.63E-05,6.33E-06,0.015290445,865,15.81,20.17,9.77,0.13,12.34,1.47,0.76,0.13,9926057,11245735,15.015625,40.75
20131010,4.3467598,1.17347348,558.081421,164.118561,208.495865,2.47E-07,0,766.580261,1.28E-05,289.995361,766.577271,64.5987778,0,13.0159454,289.995361,0,0,-85.330513,2.62E-05,1.32E-05,0.002968159,867.3,16.18,23.46,9.07,0,9.95,1.05,0.08,-0.42,16276502,18419306,13.71875,37.78125
20131011,4.36339092,2.06414962,556.701599,118.389122,207.952316,1.54E-06,0,764.678589,1.02E-05,290.069031,764.654053,45.7704887,0,14.1250811,290.069031,0,0,-56.4286957,1.86E-05,6.85E-06,0.024659678,863.42,15.95,21.13,10.19,0.13,11.31,2.23,1.92,-0.55,11035556,12467410,12.53125,35.0625
20131012,4.3219018,-3.80486178,555.314026,148.103302,207.176926,6.96E-07,0,762.501892,1.22E-05,289.360382,762.490967,56.1282578,0,23.3831387,289.360382,0,0,-72.3997116,2.28E-05,9.85E-06,0.010952101,862.9,15.97,21.67,8.98,0,10.23,1.7,0.87,-0.52,14804638,16704850,11.46875,32.6875
20131013,4.41029978,10.3426476,553.885803,154.244659,206.44249,2.12E-06,0,760.34259,1.89E-05,291.666626,760.328247,78.5072861,0,13.9580145,291.666626,0,0,-51.4358635,3.18E-05,1.08E-05,0.014288974,864.53,16.59,21.84,9.16,5.73,9.61,1.44,-0.42,-0.1,13566010,15286684,10.5625,30.75
20131014,4.48895502,-29.6042957,552.614502,73.3776779,208.900681,2.42E-06,0,761.526794,1.11E-05,283.844269,761.515076,38.6190071,0,-4.44870949,283.844269,0,0,-68.823761,1.57E-05,2.12E-06,0.011625238,872.56,8.74,13.55,3.94,1.5,4.58,2.3,-1.97,-1.1,7407892,8338134,11.875,35.03125
20131015,4.58167124,-4.96037531,551.537598,85.4037628,209.308136,2.81E-06,0,760.918457,8.87E-06,285.061096,760.845642,33.9278946,0,28.3622169,285.061096,0,0,-28.0676346,1.38E-05,2.07E-06,0.072757661,870.25,9.34,12.33,4.79,6.82,6.07,0.98,0.54,-0.58,7662796,8614286,12.953125,37.632812
20131016,4.60268021,-16.3913689,550.687927,32.7437668,211.945435,3.67E-06,0,762.715027,2.81E-06,282.937439,762.633301,16.4741039,0,8.20626926,282.937439,0,0,-24.4572144,6.68E-06,2.06E-07,0.081662998,870.63,7.92,10.19,4.96,2.84,6.37,0.83,0.73,0.06,3273622,3677472,14.1640625,40.609375
20131017,4.45524645,-2.35937238,550.018066,113.173531,211.531738,1.07E-06,0,761.562256,7.84E-06,285.287262,761.549683,30.6969814,0,35.6625557,285.287262,0,0,-49.1705399,1.24E-05,3.53E-06,0.012444312,870.23,10.54,14.7,5.55,0.05,6.3,0.77,0.52,0.24,10741540,12061784,14.4453125,41.78125
20131018,4.45413208,-6.15539789,549.316162,103.12664,210.961777,1.37E-06,0,760.297913,7.36E-06,285.508453,760.278015,31.3337383,0,19.1713486,285.508453,0,0,-58.7798386,1.27E-05,3.97E-06,0.019932048,871.45,11.48,16.35,6,0.13,6.63,0.66,0.16,-0.01,9388468,10540248,13.359375,38.726562
20131019,4.44644165,4.7550149,548.572205,137.57933,210.138412,5.37E-07,0,758.758484,1.18E-05,287.179779,758.710571,45.7742004,0,31.0262966,287.179779,0,0,-56.0191956,1.86E-05,6.21E-06,0.047844041,870.55,12.61,17.34,6.72,0.63,6.47,0.88,0.1,-0.64,13058384,14652636,12.0390625,35
20131020,4.524333,-11.7259169,547.826294,65.547348,210.748672,4.38E-06,0,758.666992,4.62E-06,284.5065,758.574829,24.8702354,0,15.028327,284.5065,0,0,-37.3797836,1.01E-05,1.09E-06,0.09207055,868.98,10.69,14.01,5.8,0.21,6.29,1.01,0.75,-0.26,6978476,7826744,11.28125,32.851562
20131021,4.41654205,-5.65023422,547.128784,126.061974,210.205719,1.62E-06,0,757.345215,9.03E-06,285.330933,757.334351,37.6299553,0,30.1296711,285.330933,0,0,-63.9538078,1.53E-05,4.61E-06,0.010770366,868.16,11.14,15.93,5.88,0.03,5.68,1.1,0.67,-0.07,13021238,14598640,11.2890625,32.28125
20131022,4.41117954,-6.40070677,546.391663,110.750107,209.539139,7.45E-08,0,755.937317,7.89E-06,284.892822,755.930786,29.1152267,0,25.1140862,284.892822,0,0,-62.9226837,1.18E-05,3.84E-06,0.00652763,869.9,11.67,17.01,5.98,0.02,6.85,1.1,0.55,-0.1,12710630,14245414,10.8125,31.226562
20131023,4.38896418,-7.49020338,545.615173,129.23613,208.853836,1.13E-07,0,754.475037,8.58E-06,284.625214,754.468933,32.8956566,0,29.5813103,284.625214,0,0,-74.2517395,1.33E-05,4.64E-06,0.006033464,869.27,11.76,17.29,5.49,0,7.01,1.04,0.31,-0.16,13899174,15569500,10.09375,29.820312
20131024,4.38210964,-0.572679341,544.798767,116.639137,208.280289,5.29E-07,0,753.101318,8.19E-06,285.196167,753.078857,31.0163593,0,25.2494621,285.196167,0,0,-60.9416389,1.26E-05,3.86E-06,0.022260543,868.49,10.99,16.67,5.43,0.04,6.09,1.43,0.77,-0.47,12133264,13584820,9.5546875,28.867188
20131025,4.43670511,1.25431454,543.961975,91.752182,208.096588,2.75E-06,0,752.109558,7.68E-06,285.543365,752.058472,32.1805458,0,14.2913618,285.543365,0,0,-44.0218658,1.30E-05,2.62E-06,0.050993726,868.26,11.3,15.95,6.24,0.54,5.83,1.35,0.76,-0.57,10516924,11769924,9.234375,28.28125
20131026,4.53626919,-7.74052572,543.196289,57.3146248,209.370941,3.68E-06,0,752.631042,4.80E-06,284.37854,752.566956,22.852354,0,11.0515118,284.37854,0,0,-31.1553535,9.27E-06,7.85E-07,0.063839965,866.66,10.67,13.91,6.75,0.01,5.89,1.13,0.92,-0.37,6924488,7747420,9.0859375,27.960938
20131027,4.43514156,-8.15625763,542.52832,98.2031097,209.23999,2.01E-06,0,751.803223,7.42E-06,284.23645,751.768311,29.5698643,0,24.5689907,284.23645,0,0,-52.2249031,1.20E-05,2.56E-06,0.034905776,865.4,10.54,14.41,5.54,0.18,5.56,1.02,0.49,0.19,9610754,10746436,9.140625,27.828125
20131028,4.41466808,6.50630188,541.855713,109.726219,208.768082,1.64E-06,0,750.689819,8.13E-06,286.253632,750.623779,32.4268456,0,25.0332012,286.253632,0,0,-45.7513847,1.31E-05,3.38E-06,0.066025607,866.3,11.19,15.21,6.24,1.17,6.48,0.77,-0.01,-0.02,10370044,11592580,9.0625,27.625
20131029,4.93260527,-10.7878551,541.255737,26.2770958,211.973053,5.03E-06,0,753.319519,4.61E-06,283.12735,753.228638,24.079958,0,3.104599,283.12735,0,0,-9.88301563,9.76E-06,1.22E-07,0.090727709,867.27,8.08,10.32,6.33,9.31,7.07,1.43,-1.19,-0.79,2989342,3340916,9.375,27.773438
20131030,5.00664711,-12.1175718,541.498779,12.353591,217.945145,2.52E-06,0,759.578308,1.95E-06,281.959076,759.443787,11.0279789,0,1.49989557,281.959076,0,0,-11.9448462,4.47E-06,9.17E-10,0.134421647,867.4,7.68,10,6.02,7.88,6.97,0.81,-0.49,-0.56,2325574,2598072,11.609375,33.851562
20131031,4.65540886,-6.56380892,542.407166,69.2635422,217.585037,3.65E-06,0,760.082642,5.28E-06,283.377625,759.992004,24.79702,0,17.8042679,283.377625,0,0,-33.2313385,1.01E-05,1.12E-06,0.090449601,868.43,8.1,10.69,5.15,2.09,6.47,0.42,-0.11,-0.02,4696674,5245284,15.078125,43.109375
20131101,4.55400181,-5.87195921,543.049561,115.828285,215.947815,1.63E-06,0,759.010742,7.84E-06,283.310669,758.997314,31.4872704,0,24.7576752,283.310669,0,0,-65.4515533,1.28E-05,3.30E-06,0.013381773,868.71,7.86,13.49,2.77,0.03,3.9,1,0.03,-0.24,10332660,11535692,16.398438,45.882812
20131102,4.53326273,-9.4219656,543.361511,79.4589767,214.62645,9.27E-07,0,758.005676,7.06E-06,282.302246,757.988098,23.9520607,0,14.7932205,282.302246,0,0,-50.137989,9.71E-06,1.72E-06,0.017681504,870.21,7.35,11.31,3.55,0.94,4.8,0.99,-0.67,-0.61,5940994,6629536,15.3671875,42.601562
20131103,4.51115561,2.45106554,543.431152,80.8193893,213.588135,1.72E-06,0,757.053772,8.23E-06,283.683838,757.019287,28.4231548,0,18.5049019,283.683838,0,0,-31.4338474,1.15E-05,1.58E-06,0.034492649,870.99,8.55,12.88,5.01,0.49,3.38,0.95,-0.04,-0.83,7769292,8667584,14.140625,38.820312
20131104,4.82130766,-5.79013109,543.442505,22.7645741,214.844788,2.12E-06,0,758.419128,2.12E-06,282.815704,758.287292,10.6109705,0,5.28241444,282.815704,0,0,-12.6641455,4.30E-06,6.42E-08,0.131864607,870.8,7.98,9.29,4.73,7.97,6.33,0.57,0.19,-0.28,1896850,2115072,13.609375,36.242188
20131105,4.55776596,-4.05556202,543.714355,98.1392365,215.101334,2.79E-06,0,758.861511,7.29E-06,283.44223,758.815613,30.7696266,0,22.5507717,283.44223,0,0,-48.87257,1.25E-05,2.40E-06,0.045852955,869.22,8.28,13.23,4.38,0.15,4.7,0.99,0.47,-0.26,10006158,11153780,16.125,41.484375
20131106,4.53960562,-18.0759869,543.858704,79.7854462,214.219299,2.35E-06,0,758.098267,6.59E-06,281.020966,758.078064,26.1600647,0,9.55600071,281.020966,0,0,-62.1574326,1.06E-05,1.67E-06,0.020240439,869.14,7.29,13.12,1.71,0.41,2.6,1.09,-0.41,-0.73,6803530,7579368,15.8984375,41.09375
20131107,4.54410744,8.84737682,543.847778,78.9222107,213.518082,1.32E-06,0,757.444214,6.00E-06,284.051147,757.365906,21.0289555,0,22.9214821,284.051147,0,0,-26.1112556,8.53E-06,1.20E-06,0.078361735,863.62,8.95,12.49,2.08,0.78,5.75,1.07,0.82,-0.44,6890428,7673136,14.421875,37.46875
20131108,4.593678,3.72861171,543.766235,52.848362,213.45285,3.83E-06,0,757.313416,3.95E-06,284.913757,757.219116,20.929718,0,11.7994576,284.913757,0,0,-16.390234,8.49E-06,7.04E-07,0.094365135,862.32,9.91,11.86,7.49,3.47,7.9,0.87,0.29,-0.27,4289534,4775216,13.4765625,35.101562
20131109,4.531775,-17.5306969,543.70636,52.6741104,213.466415,6.02E-06,0,757.2099,1.03E-05,281.044617,757.172729,40.950531,0,10.0198336,281.044617,0,0,-19.2420158,1.66E-05,2.65E-07,0.03713584,870.73,5.36,9.42,3.22,2.17,2.12,2.13,-2.02,-0.52,2204192,2453404,13.1015625,35.078125
20131110,4.49829912,-11.1788445,543.589172,50.7773666,212.741791,3.66E-06,0,756.377625,7.27E-06,280.490814,756.330933,27.3188057,0,13.0213242,280.490814,0,0,-21.6178017,1.11E-05,1.42E-07,0.046677221,870.73,5.08,7.54,3.47,1.2,0.79,1.31,-1.01,-0.73,3997212,4460940,14.0546875,36.445312
20131111,4.58570147,-10.418087,543.410034,29.2540264,212.839233,3.24E-06,0,756.313293,5.16E-06,279.709625,756.249146,20.7336979,0,6.79088211,279.709625,0,0,-12.1463032,8.41E-06,3.73E-14,0.064023659,869.13,3.92,5.09,2.97,2.28,1.11,1.26,-1.05,-0.68,2372134,2643572,13.9765625,36.210938
20131112,4.51694441,1.44959998,543.250793,83.9514313,212.513062,2.14E-06,0,755.826416,6.84E-06,282.521118,755.763855,24.6111107,0,27.9265499,282.521118,0,0,-29.9621048,9.98E-06,9.90E-07,0.062532581,867.05,6.23,9.02,3.14,1.65,2.92,0.75,-0.3,-0.56,4871576,5423468,13.703125,35.804688
20131113,4.54649115,-31.0774231,543.071594,36.2817879,212.677444,2.94E-06,0,755.784119,5.00E-06,276.920502,755.748962,19.6039333,0,0.389395237,276.920502,0,0,-47.3844261,7.95E-06,1.33E-09,0.035116561,869.33,3.21,6.19,-1.82,1.76,-0.16,1.26,-1.09,-0.49,3190876,3548180,13.375,35.273438
20131114,4.45413733,-6.96903038,542.872437,119.056252,211.880814,2.25E-07,0,754.756592,8.99E-06,278.703339,754.753113,26.5219669,0,24.3838577,278.703339,0,0,-75.1132889,1.08E-05,1.54E-06,0.003385827,870.52,4.8,9.52,-1.64,0.04,-3.1,0.82,-0.17,-0.34,12219200,13578424,12.71875,34.25
20131115,4.44004774,-9.19835472,542.564941,118.947159,211.051376,8.78E-09,0,753.61731,8.30E-06,279.138428,753.616211,24.8350849,0,21.5330296,279.138428,0,0,-81.7816391,1.01E-05,1.76E-06,0.001004316,869.82,6.39,10.99,0.05,0,-0.35,0.88,0.06,-0.19,11557826,12836656,11.671875,32.304688
20131116,4.42610216,-9.24022579,542.170837,122.497704,210.338135,7.25E-10,0,752.509644,8.10E-06,278.783234,752.509216,25.102005,0,17.1912823,278.783234,0,0,-89.4448013,1.02E-05,2.08E-06,0.000673424,870.51,6.1,12.64,-0.22,0,-0.37,1.01,-0.21,-0.53,12265076,13616588,10.6953125,30.59375
20131117,4.41770267,-7.84765959,541.715576,113.210747,209.767487,4.85E-09,0,751.484741,7.59E-06,278.997192,751.482971,23.1131401,0,13.1645927,278.997192,0,0,-84.7832108,9.37E-06,1.77E-06,0.001698592,870.56,4.7,12.28,-1.4,0.04,-0.12,1.23,-0.69,-0.58,9918634,11007504,9.9609375,29.328125
20131118,4.39812613,-11.3682318,541.213501,121.144218,209.159775,9.42E-09,0,750.374512,8.23E-06,277.940948,750.373291,24.8321896,0,16.6639519,277.940948,0,0,-91.0171967,1.01E-05,1.83E-06,0.001248975,870.14,6.33,12,-1.4,0,-2.99,0.85,0.14,-0.25,12311086,13659792,9.4921875,28.375
20131119,4.40152454,-3.4801321,540.670776,117.450142,208.739105,-2.01E-08,0,749.411194,6.61E-06,278.906799,749.410156,19.8418121,0,20.2873688,278.906799,0,0,-80.7976761,8.04E-06,1.46E-06,0.001349598,867.5,6.6,12.01,1.18,0,1.8,0.98,0.09,-0.13,11875012,13172948,9.1875,27.65625
20131120,4.39146709,-1.71855688,540.105652,115.892036,208.342514,1.82E-08,0,748.449951,6.77E-06,279.735901,748.44812,21.1281242,0,17.6758804,279.735901,0,0,-78.8026276,8.57E-06,1.78E-06,0.001777977,865.71,5.94,12.89,-0.13,0.04,0.95,0.9,-0.2,-0.61,11724578,13003232,9,27.101562
20131121,4.5092721,12.4660435,539.524719,68.95858,208.671219,1.75E-06,0,748.264526,4.55E-06,282.305115,748.19574,16.7234745,0,16.1988163,282.305115,0,0,-23.5571117,6.78E-06,4.86E-07,0.068591937,865.62,6.45,10.07,-0.14,3.27,4.57,0.9,0.02,-0.71,4919736,5454800,8.8828125,26.726562
20131122,4.83146811,-9.13243866,539.071167,23.8097343,211.554749,3.55E-06,0,750.715454,3.20E-06,280.014618,750.625854,16.6706982,0,7.97699547,280.014618,0,0,-8.30194283,6.76E-06,2.71E-09,0.089550734,866.6,4.64,7.71,1.64,10.82,4.1,1.25,-0.99,-0.42,1738830,1927084,12.0703125,30.890625
20131123,4.83293772,-41.0752068,539.202393,17.5215321,215.188843,3.28E-06,4.09E-09,754.446411,4.68E-06,273.136902,754.391235,19.6249447,0,-4.99040604,273.136902,0,6.14E-07,-43.9831734,7.96E-06,3.04E-14,0.055145841,870.62,-0.3,2.08,-3.35,7.66,-3.71,1.93,-1.87,0.17,1946692,2276432,15.71875,41.820312
20131124,4.52304316,-23.5010223,539.750427,118.939095,214.56958,4.39E-07,0,754.325134,7.84E-06,273.269775,754.320068,20.7956676,0,25.5879192,273.269775,0,0,-96.0539474,8.43E-06,1.50E-07,0.005099339,867.18,0,4.89,-3.48,0,-7.12,0.94,0.03,-0.3,9533164,13351384,15.3125,43.34375
20131125,4.50460577,-7.9196291,540.018494,116.301079,213.415878,8.70E-09,0,753.435547,6.79E-06,274.478821,753.434265,17.8126106,0,20.0382442,274.478821,0,0,-86.3655396,7.22E-06,4.26E-07,0.001180683,864.96,1.72,7.31,-2.71,0,-4.09,0.77,-0.16,-0.39,9560000,12801844,13.765625,39.203125
20131126,4.48692703,-12.4198685,540.081909,78.2432709,212.574417,5.27E-08,0,752.659424,6.89E-06,274.594788,752.656189,17.4710655,0,4.1058569,274.594788,0,0,-69.0913162,7.08E-06,1.42E-07,0.003108861,868.03,1.39,6.13,-3.14,0.01,-5.25,1.3,-1.21,-0.15,5116480,6559652,12.7890625,36.492188
20131127,4.45931339,-22.1067104,540.003723,103.12352,211.728653,2.17E-08,0,751.733887,7.89E-06,272.832947,751.7323,19.5632534,0,16.9482384,272.832947,0,0,-88.7194595,7.93E-06,2.29E-08,0.001549648,874,0.08,4.51,-3.75,0,-9.28,1.12,-1.01,-0.41,9070014,11292068,11.5625,33.546875
20131128,4.44330025,-23.1284695,539.811768,115.770561,211.007645,5.73E-09,0,750.820251,7.81E-06,272.00119,750.819519,19.2902641,0,20.7635899,272.00119,0,0,-98.843811,7.82E-06,1.95E-09,0.000843989,873.73,-0.38,4.8,-4,0,-10.59,1.14,-0.72,-0.58,10598292,13005404,10.3984375,30.546875
20131129,4.44421053,-2.93264651,539.538757,111.84948,210.46788,1.97E-09,0,750.007263,6.12E-06,273.448608,750.006714,15.2685575,0,15.7698669,273.448608,0,0,-83.7411423,6.19E-06,6.90E-08,0.000617551,868.85,1.8,6.69,-2.67,0,-5.92,0.97,0.08,-0.17,10382008,12515196,9.578125,28.398438
20131130,4.42801523,-1.48576248,539.208496,106.084488,209.966843,1.28E-09,0,749.175842,6.77E-06,274.720154,749.175354,18.0010757,0,6.54036093,274.720154,0,0,-83.0303955,7.30E-06,5.22E-07,0.000496627,870.54,2.62,9.37,-2.7,0,-5.74,1.16,-0.8,-0.6,10461234,12330448,9.1875,27.1875
20131201,4.41770935,-4.07081842,538.850159,112.558754,209.477921,-7.27E-09,0,748.328674,6.61E-06,275.084869,748.328003,17.753046,0,15.7774429,275.084869,0,0,-83.096962,7.20E-06,5.95E-07,0.000583244,868.45,3.76,9.35,-1.56,0,-4.07,1.06,0.46,-0.24,10736270,12412452,8.9609375,26.703125
20131202,4.43352318,-5.71806669,538.477112,90.5468597,209.258545,2.67E-07,0,747.741943,4.02E-06,275.013641,747.735657,11.1384888,0,10.2960958,275.013641,0,0,-74.8322296,4.52E-06,2.29E-07,0.006314759,866.8,2.57,8.41,-2.43,0,-1.63,1.1,-0.46,-0.26,9453240,10774304,9.078125,27.3125
20131203,4.40485477,-10.0112486,538.088928,113.971367,208.892761,4.53E-08,0,746.983643,6.65E-06,274.709442,746.981567,18.056881,0,10.5386429,274.709442,0,0,-95.3863525,7.32E-06,6.21E-07,0.001976286,867.95,1.95,9.11,-3.81,0,-5.84,1.18,-0.08,-0.98,11185940,12616164,8.953125,27.078125
20131204,4.40282774,5.47322559,537.675415,99.4652863,208.581985,3.58E-08,0,746.263245,6.32E-06,276.728241,746.257263,16.5406857,0,12.6634521,276.728241,0,0,-64.7871857,6.71E-06,3.49E-07,0.005854039,866.63,3.32,8.8,-3.17,0.01,-2.5,1.38,-0.16,0.39,9244968,10363712,8.7265625,26.296875
20131205,4.382761,-17.3163815,537.239624,94.6169968,208.183868,9.62E-08,0,745.426086,7.34E-06,274.303436,745.423523,19.0529137,0,10.8350849,274.303436,0,0,-82.0471649,7.72E-06,2.90E-07,0.002579168,867.72,1.5,7.73,-3.37,0,-6.62,1.33,-0.63,-0.94,9997016,11155240,9.078125,26.242188
20131206,4.3892374,-5.54438972,536.781067,106.816368,207.895859,6.27E-09,0,744.678894,5.75E-06,274.943085,744.677124,15.1616201,0,17.4121189,274.943085,0,0,-79.7859802,6.15E-06,3.87E-07,0.001927952,864.8,3.72,8.85,-3.05,0,-2.03,1.03,0.36,-0.24,10619040,11814984,8.9609375,26.101562
20131207,4.39383459,14.9707403,536.311462,106.678123,207.708542,1.25E-07,0,744.037598,5.12E-06,278.16095,744.019836,14.1556816,0,18.5703068,278.16095,0,0,-58.9647713,5.74E-06,4.91E-07,0.01755953,862.65,5.06,10.02,0.18,0.19,0.66,0.89,0.27,-0.09,10670850,11840820,8.6796875,25.65625
20131208,4.35410452,-30.6553688,535.843994,59.3219948,207.41214,1.12E-06,0,743.264709,9.43E-06,273.482971,743.256042,26.0348625,0,-11.5274,273.482971,0,0,-75.4912872,1.06E-05,7.96E-14,0.008543804,869.53,0.85,4.85,-2.78,0.05,-8.69,2.27,-2.26,-0.16,5679770,6294328,9.2109375,26.054688
20131209,4.36086226,-11.5284576,535.353516,109.629402,207.008362,8.78E-09,0,742.362915,6.76E-06,273.244324,742.361816,16.7572937,0,18.2085514,273.244324,0,0,-86.1835251,6.79E-06,2.99E-08,0.001064843,865.2,-0.21,5.13,-3.56,0.01,-9.09,1.07,0.07,-0.61,11023412,12207476,9.15625,26.03125
20131210,4.34597301,-24.0043163,534.844116,91.6470184,206.715958,4.42E-08,0,741.561829,7.96E-06,271.998444,741.559998,19.7432232,0,11.7255974,271.998444,0,0,-84.1890717,8.00E-06,4.82E-14,0.001748364,867.73,-0.36,5.26,-3.64,0.02,-13.21,1.72,-1.48,-0.68,9822128,10874740,8.6953125,25.367188
20131211,4.35540247,-3.77733994,534.32196,106.908073,206.464432,6.55E-09,0,740.787415,5.89E-06,272.970642,740.786438,14.5157223,0,18.1523972,272.970642,0,0,-78.0130539,5.89E-06,-6.69E-09,0.001014826,864.53,1.05,5.04,-3.52,0.01,-9.49,0.82,0.33,-0.18,10693868,11832832,8.453125,24.914062
20131212,4.35842562,-4.32077789,533.796265,102.858131,206.338043,2.65E-09,0,740.13501,5.26E-06,273.740112,740.134216,13.2951937,0,11.5372219,273.740112,0,0,-82.3486252,5.39E-06,1.26E-07,0.000724738,865.46,1,6.71,-3.34,0,-6.52,0.98,-0.46,-0.55,10476082,11585356,8.34375,24.625
20131213,4.35665751,-3.01188898,533.276306,105.11261,206.2229,1.67E-09,0,739.499756,5.24E-06,274.067169,739.499023,13.2085104,0,13.4448595,274.067169,0,0,-81.4705658,5.36E-06,1.12E-07,0.000564637,867.87,2.23,7.45,-3.38,0,-3.84,1.13,0.05,-0.21,10385048,11476796,8.25,24.375
20131214,4.38016367,-3.63531709,532.758789,76.7381134,206.213013,6.06E-07,0,739.015625,6.56E-06,274.019684,738.971802,17.6536007,0,11.2307682,274.019684,0,0,-51.4901772,7.16E-06,-1.02E-08,0.043796472,872.79,0.37,4.72,-3.53,0.65,-7.04,1.34,-1.28,-0.18,6549750,7237072,8.171875,24.125
20131215,4.3589468,-16.070734,532.264587,96.496933,206.219803,9.46E-07,0,738.49646,4.91E-06,273.241882,738.484314,14.5571289,0,13.7035141,273.241882,0,0,-84.3084717,5.90E-06,4.71E-08,0.012057257,872.98,0.99,5.33,-2.89,0,-7.39,0.9,-0.42,-0.59,9349714,10473164,8.09375,23.90625
20131216,4.35466623,-13.6223249,531.782654,106.854286,206.081421,1.70E-08,0,737.865601,5.02E-06,272.80722,737.864136,12.4479189,0,17.2087841,272.80722,0,0,-90.8194733,5.05E-06,5.86E-09,0.00154958,867.9,1.5,6.71,-2.54,0,-5.66,0.94,0.37,-0.16,10697460,11941628,8.015625,23.6875
20131217,4.35997009,-4.69378376,531.30426,100.820358,206.00589,9.68E-09,2.42E-07,737.312744,4.16E-06,273.096771,737.310547,10.2478113,0,16.9324303,273.096771,0,3.63E-05,-78.3323441,4.15E-06,-1.56E-08,0.002574475,867.32,0.81,6.32,-3.28,0.01,-4.6,1.01,0.01,-0.13,10536658,11726884,7.953125,23.453125
20131218,4.36152267,4.44439411,530.834961,99.840683,205.937881,2.48E-07,2.41E-06,736.791931,4.31E-06,274.005188,736.772766,11.2080364,0,20.5646706,274.005188,0,0.000361201,-63.6144791,4.54E-06,-1.83E-08,0.018731065,867.61,0.46,4.89,-2.96,0.08,-4.44,1.01,0.51,-0.19,8888998,9876852,7.875,23.234375
20131219,4.38619041,3.63829398,530.382202,62.9816246,206.058472,1.72E-06,8.07E-06,736.496582,3.34E-06,274.706238,736.440674,12.4736366,3.49E-09,14.917551,274.706238,0,0.001210087,-31.937891,5.06E-06,-1.90E-09,0.054682896,868.23,0.33,3.12,-2.93,0.4,-3.74,1.02,0.21,-0.21,4278436,4768460,7.796875,23
20131220,4.40918541,-16.1097355,529.964844,53.4350777,206.353577,2.04E-06,2.84E-06,736.377197,3.78E-06,273.151703,736.318359,14.3551464,3.40E-08,15.0948792,273.151703,0,0.00042641,-40.0970535,5.82E-06,-5.26E-09,0.058341049,871.51,-0.6,2.93,-2.71,1.02,-5.64,1.15,-1.02,-0.45,6094876,6860100,7.71875,22.78125
20131221,4.3680172,-11.0242233,529.583801,90.6480255,206.29277,1.45E-06,5.38E-06,735.903809,4.33E-06,273.042786,735.876526,14.1941233,3.86E-09,25.0026569,273.042786,0,0.000807091,-62.4642792,5.75E-06,-2.66E-08,0.026422745,870.06,-0.27,3.35,-2.31,0.26,-5.36,1.04,0.74,-0.09,7232080,8302140,7.640625,22.5625
20131222,4.38104391,-2.71511078,529.209473,66.5999527,206.260864,1.28E-06,1.17E-06,735.511047,3.18E-06,273.546539,735.470337,10.9467859,2.32E-08,17.0378876,273.546539,0,0.000175163,-41.3279037,4.44E-06,-1.44E-08,0.040508542,868.43,0.22,2.96,-1.84,0.62,-3.95,1,0.72,0.02,5433372,6260236,7.578125,22.359375
20131223,4.38125038,4.63908243,528.845947,67.1384583,206.229095,1.22E-06,1.50E-08,735.110657,3.17E-06,274.639191,735.075073,10.7486591,7.53E-09,17.6511173,274.639191,0,2.25E-06,-34.0951462,4.36E-06,-2.70E-08,0.035622101,870.02,1.01,4,-1.5,0.66,-3.25,0.86,0.53,-0.11,5484090,6377424,7.5,22.140625
20131224,4.45046997,-5.52347565,528.510925,29.4948292,206.70462,1.17E-06,0,735.2901,1.52E-06,274.164978,735.215393,6.61162806,0,6.17435408,274.164978,0,0,-22.2347012,2.68E-06,-5.59E-09,0.07450071,870.52,0.53,3.07,-1.49,2.06,-1.82,0.8,0.47,-0.15,3198754,3815600,7.4375,22
20131225,4.39567184,-13.9290981,528.24054,53.0734291,206.838013,2.32E-06,1.45E-08,735.109314,6.40E-06,273.342377,735.078491,21.5077209,0,1.062132,273.342377,0,2.18E-06,-44.4357224,8.72E-06,6.24E-14,0.03078492,872.07,-0.03,4.1,-3.08,0.92,-8.85,1.81,-1.51,-0.93,5081770,6257048,7.40625,21.90625
20131226,4.34271765,-35.2737312,527.96637,61.8784294,206.322678,1.86E-07,4.94E-07,734.293396,6.84E-06,270.514069,734.289062,17.3355236,0,12.6664515,270.514069,0,7.40E-05,-67.1517181,7.03E-06,3.06E-14,0.004277732,873.3,-3.06,-0.45,-5,0.05,-16.64,1.57,-1.11,-1.04,5883652,7254776,7.328125,21.703125
20131227,4.34447861,-19.9908142,527.642578,96.3802032,205.927795,2.58E-08,0,733.572021,5.93E-06,271.795319,733.570374,14.6913967,0,20.197876,271.795319,0,0,-81.4793472,5.96E-06,-6.61E-10,0.001624928,870.05,-1.69,2.55,-5.11,0,-12.57,0.91,-0.45,-0.06,9560198,11672088,7.25,21.484375
