time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,runoff
20100102,4.38535976,12.8154049,531.575195,105.635574,207.175552,1.74E-07,0.000119803,738.775269,4.23E-06,273.808014,738.750305,10.9784861,1.63E-07,5.73565197,273.808014,-7.67E-10,0.01797078,-76.0525589,4.45E-06,4.86E-08,0.006611687,864.14,1.88,7.51,-3.24,0,-3.67,0.9,0.29,-0.19,10032678,11797440,7.171875,22.570312
20100103,4.38656712,8.78011417,531.101624,81.3677292,207.028778,3.05E-07,2.43E-05,738.14093,4.26E-06,273.669434,738.130493,11.2648697,0,-7.81347799,273.669434,1.18E-10,0.003650039,-69.1154251,4.57E-06,-1.66E-09,0.006918101,862.17,0.52,6.35,-4.31,0,-4.34,1.2,-0.82,-0.43,8983880,10375000,7.171875,22.554688
20100104,4.34734058,17.6017189,530.619507,107.240288,206.586243,3.50E-08,0,737.207275,7.13E-06,274.3815,737.205872,17.6929512,0,12.1204786,274.3815,0,0,-59.8205795,7.17E-06,3.59E-09,0.001504261,863.22,0.51,6.3,-4.41,0.03,-7.3,1.24,-0.78,-0.9,9848216,11250056,7.15625,22.4375
20100105,4.36779213,5.29170656,530.109314,74.9037704,206.311523,3.64E-09,0,736.426758,4.01E-06,274.061371,736.420837,9.86185169,0,6.96952534,274.061371,0,0,-52.7813644,4.00E-06,-1.90E-08,0.005923767,864.15,0.45,5.71,-3.06,0.05,-4.38,1.12,0.64,-0.34,8276542,9389956,7.046875,22.125
20100106,4.38468456,2.4610424,529.596313,63.1954231,206.250656,9.11E-07,0,735.87677,3.14E-06,274.364075,735.846985,9.96884155,0,14.7206154,274.364075,0,0,-36.0453033,4.04E-06,-1.34E-08,0.029797304,866.41,0.89,4.66,-2.51,0.04,-2.37,0.76,0.25,-0.04,6474996,7310520,6.953125,21.859375
20100107,4.35846376,6.72096157,529.096375,100.657196,206.095901,5.36E-07,0,735.204041,4.99E-06,275.858673,735.192017,14.1601973,0,10.4519091,275.858673,0,0,-69.3193359,5.74E-06,2.13E-07,0.011803974,866.42,1.62,6.77,-1.9,0.14,-1.99,1.14,0.69,-0.05,10233380,11492520,6.890625,21.65625
20100108,4.37792444,-12.359046,528.598877,57.7147598,206.042923,9.96E-07,0,734.65979,3.30E-06,274.063599,734.641663,10.5756521,0,13.4619818,274.063599,0,0,-46.0430679,4.29E-06,-6.27E-09,0.018009897,861.86,0.87,4.9,-3.14,0.58,-1.75,1.14,0.17,-0.24,5368910,6035176,6.828125,21.453125
20100109,4.32899904,8.2154789,528.108826,99.846344,205.699677,2.89E-07,0,733.816528,7.40E-06,276.36853,733.808533,19.4323769,0,15.1823282,276.36853,0,0,-57.0136223,7.88E-06,1.94E-07,0.007984757,863.89,0.99,7.18,-3.18,0.06,-3.63,1.16,-0.89,-0.7,7889692,8832832,6.796875,21.296875
20100110,4.30251741,-10.9678154,527.592712,92.7933197,205.17334,5.21E-07,1.98E-10,732.772095,9.43E-06,274.195251,732.765991,24.5345192,0,14.6797533,274.195251,0,2.96E-08,-64.549202,9.95E-06,8.09E-14,0.006022285,869.91,-0.46,3.18,-3.92,0.14,-8.45,2,-1.83,-0.75,6635150,7419836,6.734375,21.125
20100111,4.30373955,-27.1509876,527.037903,82.5795975,204.667755,4.36E-07,1.59E-07,731.71051,7.31E-06,271.501587,731.705566,19.1112862,0,25.5207615,271.501587,0,2.38E-05,-65.1050415,7.75E-06,-7.71E-10,0.004828533,873.5,-1.89,0.98,-3.87,0.14,-12.19,1.8,-1.4,-0.92,6722216,7541972,6.671875,20.921875
20100112,4.30616188,-10.560071,526.455383,116.433228,204.355499,3.39E-08,0,730.812378,6.26E-06,272.389923,730.810669,15.5316191,0,23.9488335,272.389923,0,0,-87.5107498,6.30E-06,-1.28E-09,0.001549857,870.33,-1.1,3.55,-4.9,0,-10.6,1.08,-0.11,-0.23,11743306,13180816,6.609375,20.71875
20100113,4.30599213,11.9089394,525.860474,112.747963,204.092484,8.18E-09,1.40E-06,729.956848,5.56E-06,274.108704,729.953003,13.7221565,0,18.2056236,274.108704,0,0.00020979,-68.8996811,5.56E-06,-4.75E-09,0.003721676,868.26,0.33,5.43,-3.15,0.24,-5.92,1.52,1.33,0.14,11166188,12502372,6.546875,20.515625
20100114,4.32448149,0.812973917,525.267273,72.2482147,204.045944,5.51E-07,0,729.335083,3.54E-06,274.557556,729.313171,10.0633974,0,10.6815109,274.557556,0,0,-50.6964455,4.08E-06,-1.18E-08,0.021857522,867.93,0.28,4.26,-3.41,0.29,-3.1,0.92,-0.21,-0.08,5951824,6721588,6.46875,20.3125
20100115,4.29776144,10.1098223,524.684937,107.684364,203.811676,3.28E-07,0,728.505432,6.13E-06,276.28363,728.496521,16.5120316,0,17.281271,276.28363,0,0,-63.7717552,6.69E-06,2.35E-07,0.008767102,871.27,0.93,7.48,-3.44,0.01,-4.83,1.27,0.63,-0.63,11553334,12974760,6.421875,20.140625
20100116,4.33605242,-12.0985279,524.106934,52.9948654,203.872971,1.14E-06,1.99E-07,727.999878,3.32E-06,274.489227,727.979797,11.0030346,2.08E-09,14.4631643,274.489227,0,2.99E-05,-39.6374702,4.46E-06,-3.46E-09,0.019941064,870.81,0.79,4.66,-3.9,0.3,-2,1,0.52,-0.18,5732288,6420940,6.359375,19.953125
20100117,4.30426407,-2.61191559,523.548828,104.26741,203.719986,2.24E-07,0,727.27301,4.68E-06,275.163239,727.268799,12.5550909,0,24.7578316,275.163239,0,0,-69.5647964,5.09E-06,1.89E-07,0.004189527,868.78,1.76,7.99,-4,0,-1.84,0.96,0.27,-0.35,10985318,12278224,6.296875,19.75
20100118,4.31926012,19.5872707,522.992676,98.016098,203.573624,4.63E-07,0,726.597656,4.93E-06,278.376221,726.566101,13.5799236,0,28.6329689,278.376221,0,0,-36.2024841,5.51E-06,1.10E-07,0.031385757,862,3.49,8.44,-1.61,1.25,0.18,1.06,0.75,0.09,9991708,11131980,6.265625,19.59375
20100119,4.33202696,0.720280647,522.451904,62.3716927,203.746628,2.32E-06,2.56E-08,726.228149,6.07E-06,278.281433,726.198486,20.9119072,0,4.57533789,278.281433,0,3.83E-06,-36.1731606,8.48E-06,8.70E-08,0.029604742,864.05,2.6,6.82,-1.67,1.05,-1.03,1.31,-0.78,0.09,4979178,5540852,6.8125,20.375
20100120,4.24884844,-24.7817383,521.926025,79.7265015,203.226242,4.70E-07,1.91E-06,725.159363,9.63E-06,272.714813,725.152344,24.9044323,2.05E-08,20.4037418,272.714813,0,0.000287194,-59.2035942,1.01E-05,6.22E-14,0.00678319,871.16,-1.83,0.73,-4.19,0.12,-12.15,2.39,-2.12,-0.9,6307104,7021140,7.171875,21.03125
20100121,4.28459358,-4.37279129,521.363953,78.7733536,202.908844,7.69E-07,0.000582424,724.367981,9.00E-06,274.302795,724.272705,24.1054935,0,12.8959427,274.302795,8.44E-08,0.087363675,-45.9098091,9.86E-06,4.67E-14,0.007804881,872.58,-0.74,4.53,-4.83,0.31,-10.44,2.13,-1.33,-0.94,7471930,8336024,6.84375,20.40625
20100122,4.23369789,-2.04665327,520.786987,117.63871,202.387253,3.85E-07,0.001277071,723.369812,9.11E-06,273.615845,723.174316,23.4148026,4.59E-07,40.1849899,273.615845,1.40E-07,0.191561311,-55.5286407,9.63E-06,8.67E-14,0.00399209,872.71,-1.6,2.59,-5.01,0.08,-13.06,1.41,-1.04,-0.89,11227334,12610420,6.46875,19.75
20100123,4.31435442,6.21091986,520.190918,61.710453,202.28447,8.20E-07,0.000952335,722.652344,4.34E-06,275.848328,722.475342,12.7201796,1.27E-07,22.9864197,275.848328,1.99E-08,0.142851338,-19.3591518,5.18E-06,-2.76E-09,0.034109421,866.56,0.09,2.36,-1.89,0.52,-4.81,1,0.43,-0.38,4535636,5104700,6.28125,19.359375
20100124,4.23607492,-6.74478722,519.619568,104.800835,202.204529,1.51E-06,0.000563811,721.920227,1.07E-05,275.736053,721.824097,30.3629971,5.81E-07,5.65626335,275.736053,2.45E-08,0.08457271,-75.2106705,1.23E-05,1.25E-07,0.011534874,869.8,0.55,7.08,-3.78,0.48,-9.05,1.8,-1.44,-0.87,10737142,12209976,6.1875,19.125
20100125,4.24710846,6.50090885,519.036377,116.938065,201.708374,9.02E-07,0.001282754,720.948059,8.28E-06,276.660889,720.74469,22.8834381,1.78E-06,22.8229218,276.660889,4.72E-08,0.192416459,-63.9289207,9.32E-06,9.58E-08,0.010843558,869.34,0.95,6.25,-3.87,0.3,-6.54,1.6,1.18,-0.46,11697330,13432980,6.140625,19
20100126,4.37074518,-12.1221628,518.448364,53.2505455,202.177811,1.39E-06,0.000553652,720.739319,4.12E-06,274.872284,720.62616,13.5745659,0,17.3227291,274.872284,7.97E-09,0.083049431,-34.1315117,5.51E-06,-9.22E-09,0.03006988,862.67,0.82,3.75,-2.16,0.46,-2.64,1.46,0.61,-0.01,5431842,6209364,6.078125,18.84375
20100127,4.24933243,3.31827927,517.921021,129.007339,202.123093,8.35E-07,0.000244254,720.090027,7.12E-06,276.592133,720.044006,20.5766621,4.37E-07,25.278986,276.592133,2.21E-10,0.036638942,-79.683075,8.34E-06,3.84E-07,0.009294844,862.81,1.86,8.1,-3.45,0.02,-4.71,1.16,-0.03,-0.58,12625088,14395920,6.03125,18.671875
20100128,4.21695089,4.39679718,517.387085,125.246513,201.547913,2.58E-07,5.05E-05,718.948486,9.78E-06,278.03656,718.934998,26.1298561,1.86E-07,20.2953548,278.03656,5.03E-10,0.007577812,-74.3609009,1.06E-05,5.55E-07,0.005899444,866.43,2.13,9.29,-3.7,0.26,-4.68,1.28,-0.82,-0.89,11304942,12786488,6.140625,18.828125
20100129,4.23674679,-1.31698167,516.815186,107.216789,201.157364,4.66E-07,0,717.989319,6.63E-06,277.219452,717.972534,18.1011372,0,32.888485,277.219452,0,0,-57.5444946,7.34E-06,2.39E-07,0.016782269,863.78,2.02,6.6,-3.54,0.03,-2.13,1.44,0.27,-0.75,7278100,8206672,6.234375,18.9375
20100130,4.21201324,3.76455903,516.225647,121.486816,200.772675,3.10E-07,0,717.002319,7.70E-06,278.225983,716.998352,21.1070995,0,22.5127964,278.225983,0,0,-74.0991211,8.56E-06,5.46E-07,0.003938544,864,2.31,8.75,-2.58,0,-3.05,1.15,-0.82,-0.66,11153588,12538764,6.0625,18.640625
20100131,4.20283318,-5.15498686,515.619019,102.901138,200.362213,1.85E-08,0,715.982788,7.65E-06,276.675171,715.981201,19.5784264,0,22.3622684,276.675171,0,0,-66.1182404,7.94E-06,2.68E-07,0.001587419,863.65,2.21,8.17,-2.55,0.01,-4.34,1.37,0.09,-0.63,9811710,11008508,5.984375,18.40625
20100201,4.18298292,-0.714191794,515.034058,128.867966,199.888535,3.48E-08,0,714.925842,8.68E-06,277.01297,714.922607,22.5536156,0,29.4636593,277.01297,0,0,-77.5630569,9.14E-06,4.25E-07,0.003229263,862.79,1.99,7.51,-2.46,0.07,-5.8,1.03,-0.21,-0.65,11251544,12616428,5.921875,18.25
20100202,4.15256739,2.17863917,514.467773,130.503387,199.376648,3.03E-07,0,713.852539,1.09E-05,277.437164,713.844299,28.2081509,0,34.5568161,277.437164,0,0,-65.5557098,1.14E-05,2.72E-07,0.008119552,864.33,1.5,6.69,-2.6,0.47,-6.94,1.54,-1.14,-0.98,10416120,11684248,5.890625,18.109375
20100203,4.21459103,-7.21019506,513.876343,84.1611786,199.201279,8.05E-07,2.12E-07,713.107727,5.79E-06,276.335663,713.077576,16.4869595,0,27.3080254,276.335663,0,3.18E-05,-47.5819359,6.68E-06,8.45E-08,0.030038558,864.25,1.54,5.39,-2.42,0.61,-3.45,0.96,0.61,-0.5,7625982,8659588,5.859375,18
20100204,4.18816566,-5.96081781,513.292175,111.174583,199.097137,7.01E-07,0,712.405518,6.22E-06,275.920105,712.389282,17.514082,0,36.2647133,275.920105,0,0,-63.3560104,7.10E-06,1.83E-07,0.016165396,862.56,2.04,5.59,-2.18,0.38,-2.63,1.19,0.83,-0.22,8561048,9738800,5.828125,17.890625
20100205,4.20295334,7.51564121,512.716553,103.709885,198.994476,1.01E-06,0,711.738098,5.81E-06,277.551331,711.710693,17.1735497,0,32.879425,277.551331,0,0,-46.1310272,6.96E-06,1.44E-07,0.027113939,861.2,2.65,6,-1.31,0.16,-1.27,1.28,1.17,-0.21,6894216,7842432,5.78125,17.765625
20100206,4.30662298,1.46604156,512.161072,62.7231674,199.501709,1.51E-06,0,711.697571,3.78E-06,277.401276,711.662781,13.0441513,0,24.2444019,277.401276,0,0,-23.9676895,5.29E-06,-1.05E-09,0.034807183,860.3,2.23,4.9,0.13,1.2,-0.48,1.95,1.67,-0.54,5053208,5736756,5.75,17.625
20100207,4.2574749,-3.02720189,511.675049,86.2878342,199.993744,1.34E-06,0,711.704529,4.60E-06,277.893829,711.668762,14.9478788,0,27.5952892,277.893829,0,0,-46.7817764,6.06E-06,1.21E-07,0.035725404,858.86,2.97,6.94,-1.85,1.12,0.71,1.22,0.52,-0.15,6110516,6932196,5.71875,17.59375
20100208,4.2278862,11.2824306,511.226166,123.053398,199.828308,8.54E-07,0,711.088562,6.27E-06,280.300049,711.054504,18.8730431,0,32.8644714,280.300049,0,0,-60.0247803,7.65E-06,5.27E-07,0.034085516,855.38,4.81,11.1,-2.19,0.16,1.42,1.17,0.45,-0.56,12707834,14351532,5.71875,17.5625
20100209,4.30745935,6.35259914,510.779633,97.6406784,200.039719,2.29E-06,0,710.841309,8.22E-06,280.447784,710.819458,26.8536339,0,36.6834335,280.447784,0,0,-27.7478409,1.09E-05,3.76E-07,0.021940069,855.23,4.4,10.64,-1.56,1.69,0.32,1.68,-0.49,-1.02,8089658,9111620,6.21875,18.8125
20100210,4.43724871,-22.7127571,510.41748,29.5171394,201.718689,1.22E-06,0.001252736,712.335266,6.91E-06,274.269348,712.136169,20.0513306,0,19.8963833,274.269348,8.73E-08,0.18791078,-12.0511389,8.22E-06,5.70E-14,0.011184708,860.54,-1.06,2.5,-4.83,5.22,-5.2,2.18,-1.71,-1.23,2908218,3507016,6.625,20.40625
20100211,4.22640085,-19.4366283,510.189789,141.746368,201.393509,6.13E-07,0.003409697,712.09967,8.90E-06,273.263397,711.583313,23.472517,1.99E-06,56.4995995,273.263397,3.37E-07,0.511456966,-79.5915298,9.85E-06,6.23E-14,0.004936562,870.97,-2,2.51,-5.14,0.57,-9.91,1.88,-1.6,-0.95,11301856,15188360,6.40625,20.34375
20100212,4.25169945,5.20346403,509.938293,144.178787,200.918823,6.93E-07,0.00277194,711.290649,8.10E-06,275.914276,710.856934,22.2506008,3.98E-06,43.058239,275.914276,2.59E-08,0.415794551,-72.2232895,9.05E-06,2.25E-07,0.017727835,867.97,0.42,5.13,-3.97,0.84,-6.93,1.06,0.61,-0.47,12382606,16558254,6.03125,19.09375
20100213,4.4600296,-7.76152658,509.703491,55.9798508,202.042191,1.39E-06,0.003995764,712.368408,5.91E-06,274.550201,711.745605,18.0022964,0,16.4344254,274.550201,6.94E-08,0.599372685,-27.9351692,7.37E-06,4.00E-11,0.023371602,863.25,-1.66,0.92,-5.82,5.16,-4.26,1.22,-0.31,-0.59,2878082,4089376,5.8125,18.28125
20100214,4.23596287,-11.2196951,509.588867,122.182907,201.841583,9.20E-07,0.003881161,712.01825,1.00E-05,273.809998,711.430298,26.961071,2.01E-06,50.1665497,273.809998,4.29E-07,0.582184792,-54.2909698,1.14E-05,8.66E-14,0.005620281,867.31,-3.69,0.28,-6.9,0.77,-9.05,2.09,-1.74,-1.12,7515304,12642832,5.71875,18.03125
20100215,4.31787682,-6.85330153,509.413818,90.7046509,201.633423,7.68E-07,0.003819612,711.63501,6.34E-06,273.830658,711.047241,17.5326576,0,31.9746399,273.830658,8.38E-08,0.572954416,-46.6256065,7.19E-06,7.59E-14,0.014813228,869.79,-2.39,-0.19,-7.29,1.29,-7.26,0.59,-0.36,-0.24,4269254,7314888,5.59375,17.46875
20100216,4.31478643,-14.2209539,509.259003,90.065361,201.765274,1.15E-06,0.003519527,711.56189,8.68E-06,273.037323,711.024231,24.2565174,0,21.7689724,273.037323,2.13E-07,0.527942777,-56.6738281,1.00E-05,7.30E-14,0.009661583,870.72,-2.12,0.18,-4,1.76,-9,1.28,-1.18,-0.43,3678676,6920096,5.53125,17.15625
20100217,4.22910595,-10.5805531,509.096436,132.765091,201.173157,5.66E-07,0.00215604,710.599609,7.98E-06,273.12439,710.269653,21.1177864,2.15E-06,43.1374626,273.12439,1.17E-07,0.323415399,-78.0430527,8.68E-06,1.74E-08,0.006593952,871.43,-1.86,1,-6.55,0,-11.46,0.95,-0.72,-0.56,7645504,14292656,5.46875,16.96875
20100218,4.21771145,-8.75079155,508.862244,147.735397,200.589508,6.21E-07,0.00106755,709.619324,7.48E-06,273.649109,709.451721,20.280201,1.71E-06,45.8090591,273.649109,1.92E-08,0.160137519,-89.7724228,8.24E-06,1.20E-07,0.007443064,869.48,-0.35,2.83,-3.07,0,-8.48,0.9,0.23,0.42,9015476,15477628,5.4375,16.8125
20100219,4.20814514,-2.81353092,508.569855,153.685562,200.092896,6.03E-07,0.000469024,708.739197,6.55E-06,273.990326,708.663025,17.9166126,8.48E-07,50.2453804,273.990326,8.98E-09,0.070355915,-88.0280914,7.27E-06,1.15E-07,0.006091328,864.28,0.64,5.09,-3.05,0,-4.44,1.25,1.08,0.19,11656884,17970016,5.375,16.6875
20100220,4.18575859,7.26459026,508.231445,159.853897,199.557983,4.05E-07,0.000185105,707.821838,7.38E-06,275.648743,707.789307,20.1926155,3.95E-07,42.914917,275.648743,3.66E-10,0.027766679,-89.3430481,8.19E-06,3.99E-07,0.004625612,861.34,2.68,8.39,-2.57,0,-2.71,1.06,0.64,-0.05,12874036,17783830,5.5,17.9375
20100221,4.16292953,18.8598194,507.84314,160.580902,198.948257,1.63E-07,2.70E-05,706.797791,8.48E-06,279.037445,706.79126,23.5233784,1.09E-07,34.6199646,279.037445,7.35E-11,0.004056761,-83.5345993,9.54E-06,8.90E-07,0.002357779,862.04,4.89,11.3,-1.8,0,-0.84,0.88,-0.12,-0.15,13882876,17607212,6.75,21.9375
20100222,4.13737297,10.5468397,507.404541,152.097794,198.278412,1.04E-08,0,705.685547,9.34E-06,280.150726,705.682678,25.8993053,0,33.6904182,280.150726,0,0,-81.9590454,1.05E-05,1.15E-06,0.002597629,860.81,6.32,13.17,-0.62,0,0.44,1.24,0.83,-0.21,15023430,17995790,11.75,32.8125
20100223,4.14708471,8.91250896,506.921692,138.768204,197.804932,4.49E-07,0,704.739746,7.30E-06,280.070953,704.726501,20.7694969,0,41.9837761,280.070953,0,0,-67.0959854,8.42E-06,6.71E-07,0.013113373,851.67,5.97,11.45,0.26,0.09,1.43,1.32,0.82,0.06,14738044,17102998,17.65625,45.90625
20100224,4.08939934,16.4840088,506.411957,158.32103,197.126511,5.89E-07,0,703.544922,1.39E-05,282.755463,703.538391,38.7615738,0,29.3551865,282.755463,0,0,-73.7177277,1.57E-05,1.27E-06,0.00643298,854.91,6.53,13.96,0.37,0.01,-1.03,1.81,-1.6,-0.75,15957884,18250276,22.15625,53.3125
20100225,4.07157612,11.3384285,505.850464,164.391083,196.196945,5.75E-08,0,702.050781,1.24E-05,283.465546,702.047241,35.2412415,0,31.0984898,283.465546,0,0,-86.7108154,1.43E-05,1.86E-06,0.003368713,858.78,8.07,15.22,0.07,0.58,-0.42,1.33,-0.05,-0.85,16528740,18795426,26.34375,61.9375
20100226,4.16117334,4.67786074,505.251282,87.2377167,196.237244,7.32E-07,0,701.505066,6.34E-06,282.059906,701.488464,18.7677803,0,19.3089581,282.059906,0,0,-44.4811363,7.61E-06,5.33E-07,0.016527215,858.57,6.67,13.03,0.48,0.21,2.87,1.43,0.88,-0.59,8673572,9846846,29.21875,71.3125
20100227,4.23751497,19.198204,504.670135,109.396835,196.40419,1.54E-06,0,701.105713,7.04E-06,284.522369,701.07428,22.8401051,0,36.6662865,284.522369,0,0,-30.680479,9.26E-06,6.72E-07,0.03138883,855.8,9.27,13.72,0.58,2.13,5.82,1.62,1.3,-0.06,10459288,11858828,29.8125,73.4375
20100228,4.35104513,-15.940052,504.21579,62.5424042,198.649979,1.23E-06,0,702.880066,6.46E-06,279.71991,702.865784,19.5188675,0,3.89203906,279.71991,0,0,-55.0915642,7.91E-06,2.24E-07,0.014326965,858.52,4.73,10.69,-1.79,0.76,1.26,1.93,-1.32,-0.66,8155348,9255474,30.1875,74.625
20100301,4.29823637,15.4777279,503.933441,106.396797,198.825699,1.62E-06,0,702.775146,9.97E-06,283.600739,702.758972,30.4125385,0,34.7664375,283.600739,0,0,-25.727932,1.23E-05,7.42E-07,0.016021298,858.99,6.49,12.05,-1.43,1.7,3.03,1.48,-0.5,-0.72,9514394,10798020,29.4375,72.09375
20100302,4.63870573,-12.0244751,503.796997,62.5678864,201.100632,1.99E-06,0,704.91803,8.49E-06,279.023773,704.897583,25.9671154,0,34.3881836,279.023773,0,0,-14.2456236,1.05E-05,5.00E-08,0.020372007,860.72,2.47,5.82,-0.24,7.63,-0.23,1.61,-1.27,-0.9,4013790,4570842,28.5625,68.96875
20100303,4.29156065,-10.1967192,504.167297,106.942558,202.819382,1.18E-06,0,707.001038,8.09E-06,278.352051,706.986694,23.7590294,0,39.8740273,278.352051,0,0,-53.5117188,9.63E-06,3.63E-07,0.014352826,858.94,1.81,6.48,-2.53,0.78,-2,1.17,0.59,-0.48,7698626,10129766,28.125,69.71875
20100304,4.29546881,5.71146297,504.494873,104.694717,201.961441,2.03E-06,0,706.477051,9.19E-06,280.195679,706.456238,28.7800903,0,33.8439217,280.195679,0,0,-36.3526611,1.17E-05,4.42E-07,0.020761007,858.05,2.87,6.97,-1.42,2.52,-1.57,1.51,-0.79,-0.69,7599070.5,9522160,25.5,63.75
20100305,4.43595266,-8.28977489,504.734711,87.6406708,202.40799,2.08E-06,0,707.164673,9.43E-06,277.995544,707.142639,28.6778927,0,42.1129074,277.995544,0,0,-25.1431332,1.16E-05,1.10E-07,0.021975935,861.54,0.8,5.37,-2.2,2.48,-3.25,1.69,-1.11,-1.04,4297878.5,5551135,23.34375,58.8125
20100306,4.31668186,-3.1260376,505.049164,94.4288559,202.468399,1.60E-06,0,707.540771,7.67E-06,278.294098,707.517456,23.3250103,0,35.8568459,278.294098,0,0,-38.3732071,9.46E-06,1.84E-07,0.02322953,865.52,0.45,4.62,-2.87,1.01,-3.13,1.05,0.66,-0.56,7071249.5,9623288,20.96875,53.1875
20100307,4.35661888,-6.19230986,505.30127,105.752121,202.215408,2.32E-06,8.70E-07,707.536316,9.16E-06,277.583649,707.516541,28.4453678,3.39E-08,48.1145515,277.583649,0,0.000130544,-35.388916,1.15E-05,5.36E-08,0.019538421,864.95,0.66,3.38,-2.76,2.83,-2.64,2.16,0.36,-0.51,5340332.5,7068380,18.6875,47.5
20100308,4.18159819,-33.813446,505.498688,133.236221,201.45462,1.32E-07,4.76E-09,706.954712,1.34E-05,272.679291,706.953308,33.4580154,0,53.7791328,272.679291,0,7.14E-07,-79.8216019,1.36E-05,8.28E-14,0.001390511,876.87,-3.29,1.68,-9.08,0.25,-13.64,3.12,-2.79,-1.28,10287965,14214842,16.65625,42.625
20100309,4.17344904,-14.1468563,505.521606,192.855804,200.225906,3.51E-09,0,705.747864,9.77E-06,273.432343,705.747375,24.6324902,0,72.1404724,273.432343,0,0,-110.223595,9.99E-06,2.15E-07,0.000370475,875.55,-1.66,2.42,-6.64,0,-13.69,1.04,-0.43,-0.17,16255123,22038890,14.6875,37.59375
20100310,4.15767574,12.3759308,505.408417,189.136353,199.345291,-6.17E-09,0,704.754028,9.80E-06,277.061768,704.753601,25.9320831,0,57.7700005,277.061768,0,0,-93.0550461,1.05E-05,7.19E-07,0.00032075,867.79,2.84,8.31,-2.76,0,-4.75,1.36,1.11,0.09,16535074,21468436,12.9375,33.1875
20100311,4.14631844,13.6927786,505.196167,172.930099,198.575348,4.25E-09,0,703.771973,9.13E-06,279.897095,703.771484,25.2326813,0,51.3684654,279.897095,0,0,-82.631897,1.02E-05,1.10E-06,0.000449659,862.83,5.56,11.91,-1.03,0,0.16,1.38,0.81,-0.11,16840630,20550212,12.6875,32.40625
20100312,4.09670973,20.8423729,504.902466,187.487091,197.613281,-1.41E-08,0,702.516235,1.19E-05,283.753387,702.515808,35.1873322,0,44.1392326,283.753387,0,0,-87.3103333,1.43E-05,2.37E-06,0.000474927,861.2,8.67,16.16,-0.29,0,2.4,1.21,0.52,-0.4,18203476,21295460,16,38.03125
20100313,4.48226643,27.1913147,504.53833,141.069931,197.995132,1.17E-06,0,702.554565,1.13E-05,286.326843,702.533386,34.1489639,0,51.8754158,286.326843,0,0,-27.8482628,1.38E-05,1.38E-06,0.021132367,858.45,10.36,15.73,1.26,8.73,6.23,2.02,0.85,-0.09,12261240,14104177,17.8125,42.40625
20100314,4.29917622,-18.8172951,504.555267,73.9049683,202.037048,1.05E-06,0,706.598022,1.42E-05,278.773651,706.592285,37.8468437,0,2.31143403,278.773651,0,0,-52.5737572,1.53E-05,1.44E-07,0.005692862,866.98,3.24,7.1,-1.75,0.93,-3.56,2.46,-2.28,-0.69,7078495,8094397,23.0625,57.78125
20100315,4.2189188,-14.658824,504.706573,117.749184,200.882812,6.49E-07,0,705.592468,9.76E-06,277.14386,705.589355,26.7463608,0,35.7930756,277.14386,0,0,-69.8744812,1.08E-05,4.30E-07,0.003083884,870.49,2.88,8.83,-1.7,0.06,-5.18,1.5,0,-0.64,13730094,15706870,23.71875,60.9375
20100316,4.18681669,10.7040386,504.704285,181.756805,199.928635,5.20E-08,0,704.637024,9.99E-06,281.122528,704.632812,27.7287998,0,64.0384521,281.122528,0,0,-79.2789841,1.12E-05,1.20E-06,0.004102175,867.24,6.7,11.88,-0.59,0,0.47,1.84,1.14,0.13,19254766,22008830,21.5625,55.09375
20100317,4.10393047,14.1587152,504.580719,195.744598,198.738678,1.06E-07,0,703.320496,1.41E-05,283.931061,703.319397,41.600853,0,50.5947533,283.931061,0,0,-89.3850327,1.69E-05,2.69E-06,0.001107884,868.21,10.23,16.56,1.8,0,1.66,1.79,1.3,-0.01,19404474,22158414,19.34375,49.34375
20100318,4.07394695,16.5919533,504.315948,195.829559,197.423813,-8.38E-09,0,701.740356,1.37E-05,286.045898,701.739563,42.6016388,0,44.8115807,286.045898,0,0,-91.8202896,1.73E-05,3.56E-06,0.000582269,863.12,12.32,19.66,5.62,0,5.43,1.32,0.97,-0.02,19473594,22228828,17.25,44.75
20100319,3.97883129,18.4305191,503.934906,189.973969,196.006088,1.68E-08,0,699.941528,2.17E-05,288.169556,699.94104,63.4398766,0,10.4350901,288.169556,0,0,-97.6714096,2.57E-05,4.01E-06,0.00050679,860.82,12.4,21.12,2.91,0,1.74,1.8,-1.58,-0.24,18951492,21628334,15.3125,40.71875
20100320,3.9628253,-2.06532884,503.42984,199.989594,194.386612,1.31E-08,0,697.818787,1.65E-05,283.39621,697.816284,46.3893318,0,67.1864548,283.39621,0,0,-88.4743423,1.88E-05,2.27E-06,0.002352455,863.62,6.95,14.65,1.91,0,-4.27,1.95,-1.23,-1.22,19886534,22696256,13.5625,36.84375
20100321,4.21460485,21.6230717,502.81839,162.801529,194.213486,1.98E-06,0,697.043457,1.76E-05,288.038879,697.03186,54.0506096,0,47.9049644,288.038879,0,0,-39.2195663,2.19E-05,2.29E-06,0.011552438,856.22,11.9,17.38,3.53,2.17,4.52,2.35,0.12,-0.44,15307130,17475868,12.0625,33.375
