time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,JinRO,runoff
20100102,6.19370365,-13.4542789,770.102844,79.117897,300.803406,9.08E-10,0,1070.90796,8.08E-06,278.849426,1070.90625,20.8673038,0,16.8528099,278.849426,0,0,-54.8537483,8.46E-06,3.76E-07,0.001736192,986.59,7.14,12.44,1.34,0,3.03,1.78,-0.79,-0.45,9912228,11024512,7.171875,22.570312,27.976562,130.19531,186.36719,413.9922,418.20312,518.46875,574.8906
20100103,6.17878056,-5.31579924,769.638733,101.954025,300.27713,4.91E-08,0,1069.91724,8.78E-06,279.393738,1069.91565,22.8724117,0,27.510088,279.393738,0,0,-56.8807144,9.27E-06,4.48E-07,0.001425699,981.24,6.99,13.53,0.95,0.01,2.99,2.36,-1.92,-0.39,11484696,12777756,7.171875,22.554688,27.984375,129.75,184.64844,410.20312,414.28906,513.2422,568.89844
20100104,6.36929941,9.31878376,769.129028,54.4493065,300.579163,3.68E-07,0,1069.72534,5.82E-06,281.916016,1069.70825,15.5674477,0,21.449152,281.916016,0,0,-8.09971714,6.31E-06,1.27E-07,0.017130021,981.95,7.12,8.7,2.49,4.37,4.25,1.06,-0.73,0.2,3685460,4101904,7.15625,22.4375,27.84375,128.82031,183.13281,406.3047,410.45312,508.46875,563.0078
20100105,6.45545626,-9.9711237,769.103455,14.4539251,304.136566,2.61E-07,0,1073.27527,1.83E-06,280.410431,1073.24011,5.16629982,0,7.8355217,280.410431,0,0,-11.4304924,2.09E-06,2.43E-09,0.035229139,986.02,7.64,8.94,6.4,2.59,5.87,1.53,0.47,-1.29,1566256,1743804,7.046875,22.125,27.484375,127.734375,182.21875,402.76562,407.17188,506.53125,559.9844
20100106,6.30121946,-4.57828045,769.46344,49.4220009,303.625854,7.61E-07,0,1073.10107,7.13E-06,281.019348,1073.08936,19.8748646,0,10.4303036,281.019348,0,0,-23.698267,8.06E-06,1.71E-07,0.011807049,987.63,8.38,11.81,5.43,0.01,4.14,1.86,-1.35,-0.98,5758404,6413232,6.953125,21.859375,27.125,126.546875,181.48438,399.85938,404.17188,508.59375,560.8281
20100107,6.25415468,-6.78155613,769.633179,70.92733,303.028961,1.81E-07,0,1072.66626,8.13E-06,281.032257,1072.66211,21.5946865,0,12.5339317,281.032257,0,0,-43.5864449,8.76E-06,4.41E-07,0.004164723,989.28,8.67,12.42,3.73,0,4.42,1.2,0.34,-0.28,8278926,9223616,6.890625,21.65625,26.84375,125.1875,180.35938,397.48438,401.34375,508.1875,562.71875
20100108,6.20094872,4.05394554,769.602905,98.4451447,301.992218,5.96E-08,0,1071.59631,1.11E-05,282.158081,1071.59509,29.2832947,0,18.3834648,282.158081,0,0,-46.7107773,1.19E-05,7.06E-07,0.001207478,981.16,9.46,13.97,3.36,0,4.19,2.07,-1.44,-0.71,11285738,12577752,6.828125,21.453125,26.609375,124.125,178.89062,395.0625,398.6875,503.17188,562.3906
20100109,6.2446928,6.07188559,769.371887,41.1059647,301.394867,2.52E-07,0,1070.78284,6.29E-06,283.354034,1070.7666,16.6099167,0,11.8655272,283.354034,0,0,-6.55364847,6.73E-06,1.92E-07,0.016074395,982.74,9.31,11.34,7.75,0.5,5.62,0.94,-0.53,-0.1,2959204,3299100,6.796875,21.296875,26.40625,123.828125,177.32812,392.17188,395.875,496.40625,558.34375
20100110,6.3768301,-5.37768364,769.162842,26.6382256,302.32785,9.62E-07,0,1071.51392,4.88E-06,282.436218,1071.49072,14.5759678,0,11.327486,282.436218,0,0,-6.11828327,5.91E-06,6.31E-08,0.02319216,987.92,9.41,12.1,6.33,2.23,6.33,2.11,-1.73,-0.99,4207128,4691972,6.734375,21.125,26.1875,123.265625,175.90625,388.70312,392.5625,489.70312,551.3906
20100111,6.19941521,-15.8062658,769.12207,50.404686,302.03952,9.33E-07,0,1071.17102,1.29E-05,280.208923,1071.1615,34.4744682,0,3.9876771,280.208923,0,0,-27.762537,1.40E-05,1.70E-07,0.009406918,993.46,6.41,8.63,3.71,2.42,2.77,1.99,-1.74,-0.24,2000988,2232348,6.671875,20.921875,25.953125,121.984375,174.71875,385.0625,388.92188,483.95312,543.59375
20100112,6.20268583,-8.58218765,768.914307,91.0359116,301.142944,2.94E-07,0,1070.06067,1.01E-05,279.899719,1070.05725,26.8926716,0,21.6709461,279.899719,0,0,-51.0495911,1.09E-05,4.73E-07,0.003418009,992.68,6.67,11,2.32,0.01,1.92,1.83,0.19,-0.7,7944504,8866060,6.609375,20.71875,25.703125,120.546875,173.5,381.84375,385.46875,478.92188,536.1719
20100113,6.17241955,-4.81206417,768.569214,92.8261871,300.387817,6.82E-08,0,1068.95911,1.06E-05,280.961395,1068.95715,28.1243458,0,20.0242348,280.961395,0,0,-49.4933395,1.14E-05,7.41E-07,0.002077177,991.69,7.15,12.24,1.87,0,2.27,1.2,-0.13,-0.74,8847894,9877612,6.546875,20.515625,25.453125,119.171875,171.9375,378.92188,382.42188,474.45312,528.9844
20100114,6.13314486,9.38234234,768.107788,105.038467,299.547882,2.78E-08,0,1067.65674,1.43E-05,283.071716,1067.65564,37.2973213,0,25.9383831,283.071716,0,0,-32.4067383,1.51E-05,8.06E-07,0.001078419,987.51,9.65,13.85,1.37,0.04,2.92,2.01,-1.6,-0.4,11514338,12858784,6.46875,20.3125,25.203125,117.96875,170.1875,375.76562,379.32812,470.20312,522.5
20100115,6.15563107,-10.5892353,767.537476,53.5284386,298.93158,1.58E-07,0,1066.47241,8.50E-06,281.25766,1066.46912,22.214489,0,7.35334969,281.25766,0,0,-34.5624542,9.01E-06,3.50E-07,0.003385809,993.86,8.29,13.06,2.94,0.02,3.67,1.94,1.16,-0.39,7012536,7833956,6.421875,20.140625,24.984375,116.828125,168.4375,372.35938,376.03125,466.1875,517.0781
20100116,6.12490559,2.11739588,766.91864,100.091202,298.374176,6.70E-08,0,1065.29419,1.14E-05,282.741821,1065.29272,30.6099415,0,22.0997868,282.741821,0,0,-45.2575111,1.24E-05,9.66E-07,0.001433059,992.41,8.94,13.89,2.05,0,4.62,1.79,-1.39,-0.77,11288356,12614332,6.359375,19.953125,24.765625,115.828125,166.79688,368.82812,372.59375,462.29688,512.2969
20100117,6.12117958,-1.68748748,766.247742,88.2377167,297.851562,4.68E-09,0,1064.09973,1.02E-05,282.871338,1064.09937,27.2168674,0,16.935524,282.871338,0,0,-45.7755699,1.10E-05,8.24E-07,0.000456583,990.09,9.97,14.57,5.14,0,5.6,1.52,-1.25,-0.75,10370638,11592124,6.296875,19.75,24.546875,114.828125,165.34375,365.39062,369.09375,458.29688,507.75
20100118,6.10808897,14.1493044,765.538513,105.753319,297.326508,1.17E-07,0,1062.87024,1.19E-05,285.493286,1062.86499,32.4819069,0,34.9464264,285.493286,0,0,-24.160202,1.32E-05,1.10E-06,0.005159127,981.9,12.1,15.49,5.04,0.31,7.42,1.82,-1.58,-0.51,9010700,10074928,6.265625,19.59375,24.328125,113.75,163.875,362.10938,365.67188,453.95312,503.28125
20100119,6.21194983,6.65750694,764.810425,44.9637871,297.478271,5.42E-07,0,1062.30957,5.46E-06,285.720642,1062.28882,15.7114077,0,17.7651691,285.720642,0,0,-4.82696438,6.37E-06,3.69E-07,0.020846641,980.28,12.05,14.1,10.36,2.76,9.58,1.38,-0.98,0.38,3257872,3643692,6.8125,20.375,24.984375,113.25,162.64062,358.92188,362.45312,449.79688,498.95312
20100120,6.30376816,-11.0952139,764.267517,16.8363037,299.390656,9.61E-07,0,1063.68042,4.59E-06,282.767181,1063.6582,13.7637081,0,13.2267942,282.767181,0,0,-0.949967325,5.58E-06,2.77E-08,0.022296,987.15,10.15,12.32,7.36,0.35,3.57,2.4,-2.18,0.74,2146762,2401680,7.171875,21.03125,25.9375,114.125,162.07812,356.10938,359.32812,445.89062,495.45312
20100121,6.27280045,2.14960217,763.929199,63.3014641,299.389771,7.11E-07,0,1063.33179,9.60E-06,284.453979,1063.31885,26.8409138,0,21.5606613,284.453979,0,0,-12.749032,1.09E-05,5.70E-07,0.012815128,989.89,10.95,14.1,7.11,2.98,4.93,2.23,-1.56,-0.39,11320210,12668100,6.84375,20.40625,25.484375,115.25,161.95312,354.625,357.0625,442.0625,491.26562
20100122,6.3351016,-10.854269,763.774353,23.3141823,301.021637,8.77E-07,0,1064.81616,4.93E-06,281.38205,1064.79578,14.3115234,0,19.1200714,281.38205,0,0,-0.738891661,5.80E-06,3.89E-14,0.020201711,993.36,6.76,7.54,6.04,3.94,4.62,2.36,-1.59,-0.23,1352108,1513540,6.46875,19.75,24.609375,114.546875,161.39062,355.0625,356.64062,440.54688,487.95312
20100123,6.22652674,-12.8039236,763.834778,33.974659,300.973236,7.52E-07,0,1064.82129,6.41E-06,280.379883,1064.80811,17.7624454,0,14.9951572,280.379883,0,0,-14.0241451,7.20E-06,3.44E-08,0.013258239,988.24,7.74,10.37,5.82,0.12,3.46,1.91,0.13,-1.2,4283992,4796820,6.28125,19.359375,24.0625,112.578125,161.26562,357.375,358.29688,442.76562,487.92188
20100124,6.20591164,-15.0922194,763.795776,51.2419968,300.334595,2.40E-07,0,1064.13501,7.32E-06,279.774017,1064.13037,19.2193527,0,10.3382444,279.774017,0,0,-36.7881393,7.79E-06,2.32E-07,0.004648071,989.78,7.03,10.86,2.34,0,3.17,1.53,-0.02,0,4400642,4928892,6.1875,19.125,23.765625,110.625,161.70312,361.32812,361.54688,446.98438,489.57812
20100125,6.16220665,5.88565254,763.618286,100.313889,299.55484,1.39E-07,0,1063.17566,1.07E-05,282.611267,1063.17322,28.5699539,0,27.2885799,282.611267,0,0,-38.5604439,1.16E-05,7.78E-07,0.00254823,991.84,8.76,13.72,2.28,0.04,4.17,1.67,0.58,-1.26,9659378,10821984,6.140625,19,23.578125,109.25,161.29688,365.48438,365.5625,449.75,491.29688
20100126,6.11728621,-8.49913883,763.292175,71.3954239,298.616364,3.64E-08,0,1061.91028,1.36E-05,281.077362,1061.90857,34.9280243,0,1.93426549,281.077362,0,0,-43.0370178,1.42E-05,5.53E-07,0.001752576,982.19,9.17,13.35,4.95,0.32,0.59,2.38,-0.63,-1.06,8645022,9688296,6.078125,18.84375,23.40625,108.65625,159.4375,365.59375,367.60938,450.95312,492.35938
20100127,6.09921789,-3.27424908,762.810425,115.536919,297.58252,8.84E-08,0,1060.3949,1.31E-05,281.896576,1060.39319,35.6305046,0,17.3060608,281.896576,0,0,-65.8740311,1.44E-05,1.30E-06,0.00198288,982.4,8.68,14.9,3.48,0.01,2.6,2,-0.29,-0.65,11762796,13186142,6.03125,18.671875,23.203125,107.984375,157.84375,361.67188,365.5,450.875,492.57812
20100128,6.09013319,3.56883621,762.207397,126.547203,296.757782,1.03E-08,0,1058.96899,1.23E-05,283.327057,1058.96521,34.4094048,0,24.4661007,283.327057,0,0,-64.0979156,1.40E-05,1.63E-06,0.003780183,984.76,9.84,15.35,3.24,0,4.33,1.26,-1.1,0.31,12629552,14161888,6.140625,18.828125,23.21875,107.140625,156.60938,356.82812,361.0625,448.42188,491.78125
20100129,6.08369541,6.73900414,761.533813,103.589745,296.15741,3.75E-07,0,1057.69641,1.24E-05,284.788727,1057.69116,35.0431061,0,17.330452,284.788727,0,0,-44.4749336,1.42E-05,1.46E-06,0.005200645,982.66,10.61,15.87,6.55,0,5.96,2.02,0.09,-1.17,7764862,8709572,6.234375,18.9375,23.375,107.3125,155.73438,351.98438,356.25,443.90625,490.125
20100130,6.09130764,4.21909142,760.823853,90.9977875,295.792145,2.22E-07,0,1056.6239,1.09E-05,284.966919,1056.61597,30.4351807,0,21.049736,284.966919,0,0,-35.2903557,1.23E-05,1.21E-06,0.007922141,981.71,11.42,15.85,6.16,0.1,6.85,1.71,-1.36,0.05,7801928,8753692,6.0625,18.640625,23.171875,109.1875,155.39062,347.59375,351.57812,438.54688,487.23438
20100131,6.09932899,-1.22102761,760.106934,95.4557343,295.584564,6.30E-07,0,1055.698,1.10E-05,284.500824,1055.69153,31.825449,0,14.6274824,284.500824,0,0,-50.2235451,1.29E-05,1.27E-06,0.006487564,981.76,11.78,16.17,7.54,0.07,7.01,2.02,-0.95,-0.89,9263410,10396264,5.984375,18.40625,22.84375,111.703125,155.82812,344.875,348.03125,433.70312,482.9375
20100201,6.08822346,4.41464615,759.330811,87.2643051,295.181641,2.16E-07,0,1054.52173,1.14E-05,285.08493,1054.51233,31.4833965,0,22.5870094,285.08493,0,0,-28.7745934,1.28E-05,1.14E-06,0.009300272,980.77,11.45,14.8,7.69,0.84,7.25,1.35,-0.83,-0.9,7032686,7895068,5.921875,18.25,22.65625,113.453125,156.65625,344.10938,346.26562,429.90625,477.95312
20100202,6.24366474,-1.97915769,758.506714,54.9455299,295.950623,9.95E-07,0,1054.47729,8.37E-06,284.193665,1054.45728,24.2983418,0,17.010891,284.193665,0,0,-15.6160698,9.85E-06,4.85E-07,0.019965462,982.58,10.24,13.19,7.58,1.24,7.26,1.47,-0.71,-1.23,3280402,3683716,5.890625,18.109375,22.484375,114.46875,157.60938,344.625,346.10938,427.29688,473.21875
20100203,6.29692888,-14.3092661,757.919067,33.0283699,297.707214,8.99E-07,0,1055.64648,6.14E-06,281.614136,1055.62634,17.7123928,0,7.91628218,281.614136,0,0,-21.719944,7.18E-06,1.44E-07,0.020179205,984.03,9.67,11.67,7.1,0.47,4.85,2.1,-0.93,-1.31,3530450,3965544,5.859375,18,22.359375,115.125,158.8125,346.23438,347.375,426.79688,469.75
20100204,6.23559809,-4.74915028,757.601562,79.4000397,298.22937,4.96E-07,0,1055.83972,1.03E-05,282.430206,1055.83105,28.3186569,0,16.7203903,282.430206,0,0,-39.1107178,1.15E-05,7.24E-07,0.008787033,982.85,9.66,13.56,5.93,0.52,5.09,1.47,-0.73,-0.44,6320092,7101124,5.828125,17.890625,22.234375,115.15625,160.29688,349.25,349.84375,429.34375,468.95312
20100205,6.1683917,-1.78354335,757.378967,77.8780975,298.226837,2.35E-07,0,1055.61157,1.01E-05,282.917358,1055.60571,27.5152569,0,15.9388018,282.917358,0,0,-36.205555,1.12E-05,8.03E-07,0.005819807,981.58,9.28,12.69,6.3,0.25,5.22,1.44,-1.08,-0.82,5526448,6211268,5.78125,17.765625,22.078125,114,160.96875,353.35938,353.39062,432.65625,471.67188
20100206,6.141572,-5.18335342,757.096008,79.8047791,297.681946,3.24E-07,0,1054.78174,1.03E-05,282.677551,1054.77808,28.3593292,0,11.7885427,282.677551,0,0,-44.8450203,1.15E-05,8.95E-07,0.003766383,981.43,9.18,14.49,3.78,0.04,5.01,1.81,0.5,-1.59,5489458,6171592,5.75,17.625,21.9375,111.875,160.71875,356.34375,356.8125,435.125,475.59375
20100207,6.07555437,9.02700329,756.690857,124.741982,296.594879,3.15E-08,0,1053.2865,1.35E-05,284.818237,1053.28577,37.4485207,0,24.3232746,284.818237,0,0,-53.9320335,1.52E-05,1.67E-06,0.000808932,976.66,11.34,16.81,3.61,0,6.29,1.85,-1.1,-0.86,14177468,15943560,5.71875,17.59375,22,110.28125,160.34375,356.625,358.34375,436.28125,477.9375
20100208,6.078053,0.495874941,756.119934,78.2180939,295.679352,-3.10E-08,0,1051.80225,1.01E-05,284.926788,1051.79932,27.6100731,0,9.58868599,284.926788,0,0,-40.5276108,1.12E-05,1.15E-06,0.00297047,972.62,12.19,17.3,7.8,0.04,7.59,1.6,-0.78,-0.44,11849178,13329100,5.71875,17.5625,22.125,110.28125,160.25,354.28125,357.1875,436.125,478.09375
20100209,6.02143669,16.2738132,755.443787,122.078209,294.639954,2.44E-07,0,1050.0874,1.62E-05,288.246063,1050.08398,47.2912979,0,16.6868248,288.246063,0,0,-41.8139,1.92E-05,2.73E-06,0.003655811,969.09,14.19,19.41,8.36,1.36,9.71,2.05,-1.85,-0.35,13260870,14921432,6.21875,18.8125,22.875,111.375,159.4375,350.96875,354.28125,434.5,476.65625
20100210,6.10818386,-10.4214907,754.669556,73.2257996,294.252899,1.34E-06,0,1048.9325,1.31E-05,284.828644,1048.92261,38.5407486,0,30.1406879,284.828644,0,0,-14.9788027,1.56E-05,1.13E-06,0.009984444,974.01,10.57,16.06,5.73,1.43,6.42,3.4,-3.32,-0.46,5037130,5669800,6.625,20.40625,24.75,117.46875,162.28125,348.34375,351.28125,432.3125,474.625
20100211,6.21238613,-18.1333809,753.933228,28.9535503,294.96875,9.42E-07,0,1048.9165,7.52E-06,279.566803,1048.90198,20.880373,0,26.4405556,279.566803,0,0,0.235097155,8.47E-06,5.38E-14,0.01452092,990.38,6.13,6.58,5.59,3.43,2.32,2.7,-2.53,-0.83,1896474,2135268,6.40625,20.34375,25.71875,133.96875,171.6875,351.03125,351.0625,431.65625,472.8125
20100212,6.19960308,-9.22719955,753.411743,37.0801086,296.201172,8.50E-07,0,1049.63708,5.77E-06,280.632141,1049.61292,16.4821835,0,15.4273472,280.632141,0,0,-14.3993578,6.68E-06,6.71E-08,0.024189062,990.56,7.23,8.66,5.96,0.97,3.36,1.5,0.57,-0.92,2909174,3276288,6.03125,19.09375,24.40625,147.03125,180.9375,363.40625,358.625,434.5,472.5625
20100213,6.15089703,-14.2314205,753.043152,54.929882,296.253937,9.57E-07,0,1049.31543,7.32E-06,279.442108,1049.297,20.6551266,0,19.2942715,279.442108,0,0,-29.2169037,8.37E-06,9.26E-08,0.01838918,984.16,5.63,8.09,2.99,2.26,0.84,1.71,-0.41,-1.19,4630884,5216720,5.8125,18.28125,23.28125,145.5625,191.875,383.3125,375.34375,443.15625,473.9375
20100214,6.18134451,-2.87867236,752.674316,91.171669,296.103302,6.97E-07,0,1048.78857,1.21E-05,280.783173,1048.77771,32.917717,0,28.4699459,280.783173,0,0,-32.659687,1.33E-05,5.05E-07,0.010994228,987.37,6.44,10,1.52,2.06,2.04,1.92,-1.67,-0.81,7697288,8673660,5.71875,18.03125,23.4375,137.96875,202.28125,406.25,397.59375,460.28125,478.3125
20100215,6.25846624,-11.340806,752.405457,54.7569313,297.134918,1.04E-06,0,1049.55774,8.09E-06,279.256653,1049.54053,22.635601,0,20.4886742,279.256653,0,0,-22.9754391,9.18E-06,4.59E-08,0.017369824,991.21,5.9,8.56,3.44,3.56,3.11,1.92,-1.53,-0.99,5873978,6621108,5.59375,17.46875,22.84375,130.75,203.5625,423.25,418.375,485.4375,487.78125
20100216,6.20937872,-7.0261631,752.306396,78.4887848,297.326782,8.92E-07,0,1049.64453,9.94E-06,279.682495,1049.6333,27.3173447,0,23.6072502,279.682495,0,0,-34.5914993,1.11E-05,2.45E-07,0.011337761,992.29,5.76,9.54,1.97,0.99,1.84,1.78,-1.1,-0.39,7448026,8399100,5.53125,17.15625,22.21875,123.15625,197.8125,425.5625,427.65625,511.34375,505.125
20100217,6.1802392,0.413889915,752.17511,111.086891,296.804382,3.83E-07,0,1048.99622,1.31E-05,281.300659,1048.97949,35.4464111,0,37.4147491,281.300659,0,0,-37.8088799,1.44E-05,8.76E-07,0.016728159,993.21,7.55,11.04,2.06,2.11,0.94,1.67,-1.5,-0.57,12087144,13637560,5.46875,16.96875,21.8125,116.125,189.15625,414.96875,422.65625,525.59375,528.90625
20100218,6.26318836,-12.6651478,752.083984,62.8253212,297.745056,7.98E-07,0,1049.854,6.45E-06,279.376465,1049.82898,18.2522354,0,20.328907,279.376465,0,0,-36.9174004,7.40E-06,1.48E-07,0.024981607,993.7,5.57,7.99,3.13,2.73,3.35,1.06,0.08,0.18,5119732,5779276,5.4375,16.8125,21.5,110.9375,180.03125,398.0625,408.5,522.9375,553.09375
20100219,6.13350439,-10.5810947,752.077148,77.2569427,297.108337,8.41E-07,0,1049.19421,8.72E-06,278.912323,1049.18542,24.4700184,0,17.6016102,278.912323,0,0,-45.768486,9.92E-06,3.63E-07,0.008752238,988.16,5.97,9.4,1.46,0,1.77,1.72,-0.94,-0.81,8441626,9533638,5.375,16.6875,21.34375,107.3125,171.28125,379.71875,390.78125,508.3125,568.3125
20100220,6.0726018,6.8951664,751.862,139.764725,295.79538,4.42E-08,0,1047.65979,1.41E-05,282.250977,1047.65759,39.4067764,0,37.5506668,282.250977,0,0,-55.9044266,1.60E-05,1.85E-06,0.002403002,983.42,8.26,12.7,1.51,0.54,2.52,1.6,-1.33,-0.5,14940966,16881744,5.5,17.9375,22.21875,104.90625,163.28125,362.25,372.84375,487.59375,568.21875
20100221,6.08028507,1.77929139,751.451721,101.363174,295.108887,2.68E-07,0,1046.56409,1.05E-05,282.378723,1046.56079,29.3148861,0,26.7016087,282.378723,0,0,-43.567543,1.19E-05,1.10E-06,0.003450408,982.62,8.25,12.84,4,0.05,3.65,1.24,-0.47,-0.7,10755298,12158720,6.75,21.9375,25.59375,105.5625,157.09375,347.09375,356.53125,465.53125,555.25
20100222,6.0456934,1.15279388,750.930298,103.396416,294.222412,1.15E-08,0,1045.15405,1.03E-05,282.922882,1045.1521,29.088419,0,24.103735,282.922882,0,0,-49.0485649,1.18E-05,1.43E-06,0.001362673,981.42,9.92,15.39,3.25,0,5.59,1.05,-0.53,-0.39,14881792,16831308,11.75,32.8125,35.3125,113.25,155.4375,335.34375,343.03125,445.15625,535
20100223,6.01827765,11.9348078,750.298462,117.926193,293.324036,8.02E-08,0,1043.63184,1.21E-05,285.439514,1043.62256,35.0659904,0,34.3312645,285.439514,0,0,-36.5881882,1.42E-05,2.03E-06,0.009348187,969.58,11.7,15.58,6.38,0.27,7.42,1.64,-1.47,-0.07,10613758,12010190,17.65625,45.90625,50.03125,134.59375,162.125,329.96875,334.1875,428.34375,512.4375
20100224,6.02682304,4.46974134,749.575317,100.535843,292.636688,5.85E-07,0,1042.21875,1.07E-05,285.345398,1042.21191,32.1832733,0,28.0158253,285.345398,0,0,-35.8647385,1.30E-05,1.81E-06,0.006717852,969.81,12.88,16.88,8.54,0.04,8.46,1.37,0.11,0.3,10392370,11765838,22.15625,53.3125,59.4375,170.5625,173.40625,335.15625,333.875,417.40625,491.4375
20100225,6.01753902,5.01019096,748.812988,79.3549957,292.232574,1.07E-07,0,1041.04968,9.55E-06,285.719513,1041.04565,27.2942734,0,7.68953609,285.719513,0,0,-39.3618546,1.11E-05,1.41E-06,0.004154838,975.58,13.23,19,7.54,0,8.91,1.95,0.68,-1.14,8971546,10162508,26.34375,61.9375,68.4375,208.8125,192.71875,350.46875,343.9375,415.65625,473.84375
20100226,5.96615934,10.9847717,748.00946,144.414169,291.276245,1.94E-07,0,1039.28943,1.45E-05,288.135651,1039.28577,46.7319984,0,22.8530197,288.135651,0,0,-63.8432198,1.89E-05,4.24E-06,0.0037394,975.22,14.18,20.59,7.43,0.16,9.9,1.39,-1.08,-0.69,14107602,15986476,29.21875,71.3125,79.40625,266.1875,229.5625,376.65625,364.40625,425.0625,461.4375
20100227,5.8996911,20.2283821,747.115723,155.889572,289.95639,9.62E-08,0,1037.07324,1.84E-05,290.711731,1037.07202,58.1838799,0,27.4193401,290.711731,0,0,-50.0481987,2.36E-05,5.13E-06,0.001117341,971.39,17.75,22.72,7.69,0.02,12.48,1.43,-0.6,-1.05,14857664,16844928,29.8125,73.4375,83.28125,350,287.875,424.15625,401.5,446.90625,456.46875
20100228,5.88033247,14.4421787,746.089844,135.900589,288.608398,1.24E-07,0,1034.69958,1.86E-05,291.740753,1034.69824,59.6737518,0,15.3986883,291.740753,0,0,-46.3860474,2.42E-05,5.47E-06,0.001358761,971.08,17.78,23.54,11.7,0.07,13.38,1.81,-1.58,0.26,10436170,11837440,30.1875,74.625,84.75,419.96875,376.03125,510.96875,472.75,488.90625,462.0625
20100301,5.84703541,8.66177082,745.017639,124.389839,287.476471,1.10E-07,0,1032.49548,1.91E-05,291.124481,1032.49414,58.8517303,0,9.75572205,291.124481,0,0,-47.1212616,2.39E-05,4.68E-06,0.001423629,971.45,17.56,24.58,11.66,0.01,12.79,1.87,-0.53,-1.14,13500132,15320640,29.4375,72.09375,82.71875,452.34375,466.34375,638.46875,589.9375,569.4375,484.5625
20100302,6.19016409,-3.02458763,743.938782,91.5774155,288.014923,7.88E-07,0,1031.96692,1.50E-05,288.572144,1031.95349,45.6384773,0,35.5488472,288.572144,0,0,-13.4196529,1.85E-05,2.74E-06,0.013274079,973.83,13.93,18.32,9.3,6.46,9.57,3.03,-2.67,-1.03,5590302,6347720,28.5625,68.96875,79.1875,448.125,521.03125,765.34375,724,701.5,538.28125
20100303,6.13312244,-14.2146235,743.25,30.4089012,291.698639,1.08E-06,0,1034.97119,5.53E-06,283.664429,1034.94861,16.6623859,0,21.9459972,283.664429,0,0,-6.01479721,6.76E-06,1.42E-07,0.022607448,978.01,9.78,11.18,8.56,0.9,7.03,1.8,-1.71,-0.21,1802022,2047256,28.125,69.71875,80.71875,445.375,548.78125,866.09375,834.875,863.8125,642.15625
20100304,6.04605579,-0.953341961,742.842346,66.5177841,291.830597,1.38E-06,0,1034.68835,1.07E-05,285.558136,1034.67297,31.8817978,0,25.032341,285.558136,0,0,-10.555501,1.29E-05,8.74E-07,0.015421487,974.7,12.25,15.48,8.55,0.28,7.92,2.21,-1.73,-0.46,6985634.5,7939162,25.5,63.75,75.6875,445.25,557.4375,955.09375,926.75,1017.65625,792.5
20100305,6.23196363,-3.0038836,742.46344,64.0314636,292.469604,1.43E-06,0,1034.95325,1.00E-05,285.603577,1034.93311,30.6909904,0,22.2619629,285.603577,0,0,-14.085145,1.24E-05,9.96E-07,0.020190405,977.58,12.23,15.53,8.67,4.7,7.78,2.04,-1.64,-0.58,6810666.5,7744445,23.34375,58.8125,69.84375,421.5,548.4375,1008.375,993.46875,1128.6875,953.71875
20100306,6.1561327,-8.14048481,742.376099,44.2379799,293.994751,1.38E-06,0,1036.39197,7.96E-06,283.557373,1036.37109,23.7591858,0,20.3800964,283.557373,0,0,-8.23899555,9.63E-06,2.96E-07,0.021139378,985.2,10.49,12.74,8.74,4,7.16,2.05,-1.63,-0.93,3771003.5,4289672,20.96875,53.1875,64.03125,397.4375,530.25,1011.84375,1012.34375,1186.5,1091.5312
20100307,6.29935026,-5.2138052,742.430603,53.7213097,294.58017,1.16E-06,0,1037.02808,1.09E-05,283.80484,1037.01074,31.3247147,0,14.9017143,283.80484,0,0,-12.7108507,1.27E-05,5.94E-07,0.01726733,984.04,11.11,13.54,8.82,3.1,5.6,1.98,0.43,-1.12,6735674.5,7665300,18.6875,47.5,57.46875,370,504.75,983.78125,993.625,1195.4688,1184
20100308,6.19549799,-17.2561378,742.894348,37.5664825,296.396332,1.84E-06,0,1039.30444,1.13E-05,280.783051,1039.29077,32.4754715,0,8.504179,280.783051,0,0,-13.8496618,1.32E-05,5.76E-14,0.013732895,994.9,8.45,9.75,6.7,3,3.39,3.72,-3.38,-1.43,3747113.2,4267340,16.65625,42.625,52.125,338.40625,478.875,942.0625,956.21875,1168.5625,1224.5938
20100309,5.99981117,-10.5392532,743.280457,150.129242,294.305328,1.35E-07,0,1037.58789,1.65E-05,281.651978,1037.58569,46.5641174,0,47.4274712,281.651978,0,0,-66.6808929,1.89E-05,2.19E-06,0.002116922,998.76,8.72,12.54,5.18,0.1,0.56,2.24,-0.16,-0.36,13401269,15268802,14.6875,37.59375,46.34375,307.40625,448.34375,897.25,913.8125,1125.3125,1223.5938
20100310,5.97947025,-2.20408225,743.183838,159.550659,292.640289,1.92E-08,0,1035.82471,1.51E-05,282.933899,1035.82434,44.8554916,0,42.015152,282.933899,0,0,-74.8826141,1.82E-05,3.04E-06,0.000617597,990.69,9.45,14.69,3.77,0,3.12,1.5,0.49,-0.71,16831770,19186014,12.9375,33.1875,40.9375,275.28125,411.375,841.84375,863.53125,1075.5,1195.9062
