time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,JinRO,runoff
20130520,6.0739007,11.024909,758.909424,209.080597,299.550598,2.73E-07,0,1058.46289,2.34E-05,296.957947,1058.46008,115.680191,0,22.9583759,296.957947,0,0,-59.414917,4.69E-05,2.32E-05,0.002879971,970.96,23.2,28.39,16.85,0,18.02,1.58,1.13,-0.68,21256432,24786348,17.1875,42.90625,53.375,396.125,531.09375,1558.7188,1541.4688,1763.2812,1753.4062
20130521,5.95633173,12.9631062,759.067505,238.591995,295.188019,5.77E-08,0,1054.25647,2.63E-05,298.23645,1054.25562,137.947327,0,14.9785271,298.23645,0,0,-72.7005234,5.59E-05,2.96E-05,0.000963147,968.24,25.14,31.32,18.5,0,18.67,1.87,-0.1,-1.55,24177056,28197932,15.21875,38.09375,47.4375,363.3125,536.90625,1578.5938,1580.1562,1851.125,1923.5625
20130522,5.86597013,13.0202894,758.560913,235.983551,290.996124,1.09E-08,0,1049.5575,2.58E-05,299.216522,1049.55701,146.487534,0,10.8605804,299.216522,0,0,-65.6126938,5.94E-05,3.36E-05,0.000510661,970.12,27.44,33.1,21.75,0,19.3,1.08,-0.23,-0.96,23326504,27212324,13.5,34.15625,42.40625,329.78125,504.1875,1568.0938,1579.4688,1858.8438,2017.2812
20130523,5.77207184,16.0385056,757.480347,227.690445,287.05719,2.19E-07,0,1044.54138,3.30E-05,300.570068,1044.5376,170.459213,0,-9.7303896,300.570068,0,0,-50.9274864,6.91E-05,3.59E-05,0.003872106,969.94,28.92,33.71,24.54,0.07,20.17,1.78,0.05,-1.29,22255930,25969624,12.15625,30.96875,38.34375,336.71875,466.03125,1512.6875,1536.5312,1829.1875,2032.3438
20130524,7.02355623,-5.06525326,756.203674,74.1959229,293.876709,2.90E-06,0,1050.13318,1.42E-05,295.99472,1050.08057,57.1530457,0,13.5436735,295.99472,0,0,-8.57042885,2.32E-05,6.10E-06,0.052812167,971.05,23.56,25.91,21.26,22.3,20.97,1.73,-0.98,-0.79,6923746,8081296,16.1875,42.34375,48.625,460.375,478.0625,1494,1497.0938,1765.4062,2004.5
20130525,6.77026129,-5.88016653,757.714783,37.1134224,308.691925,2.82E-06,0,1066.48096,4.16E-06,294.172455,1066.40674,19.9189606,0,6.44698715,294.172455,0,0,-16.6256104,8.08E-06,1.09E-06,0.074275516,968,21.13,23.76,18.64,16.45,20.07,1.22,0.7,0.79,4980660,5815156,20.78125,57.28125,67.09375,589.84375,594.84375,1699.3125,1638.8438,1760.8125,1964.8125
20130526,6.15585375,9.85088539,760.402649,227.217636,303.701599,6.45E-07,0,1064.10693,2.38E-05,297.738098,1064.10437,124.660866,0,32.0224686,297.738098,0,0,-60.6771851,5.05E-05,2.61E-05,0.002700165,967.27,24.56,29.57,19.8,0,19.92,1.33,0.41,-0.52,23574260,27528140,24.9375,66.96875,79.21875,608.03125,727.0625,2007.4688,1947.5625,1966.8125,1993.75
20130527,6.15761423,18.8486462,761.288513,232.577194,298.633331,4.30E-07,0,1059.92981,3.17E-05,300.176392,1059.92188,161.766083,0,6.83864784,300.176392,0,0,-45.1187172,6.56E-05,3.35E-05,0.007992479,965.68,27.54,32.02,23.43,0.4,21.16,2.04,-1.02,-1.29,23497040,27444260,23.90625,63.875,77.90625,557.71875,757.8125,2109.2188,2109.4375,2253.875,2174.3125
20130528,6.88421965,-10.2040234,761.396851,162.415497,300.886078,4.91E-06,0,1062.30579,3.90E-05,297.054688,1062.28308,167.545898,0,-13.4998856,297.054688,0,0,-18.6004772,6.79E-05,2.40E-05,0.022812804,970.45,23.31,30.87,16.29,35.78,18.57,4.82,-4.74,-0.09,15510842,18120104,26.21875,69.6875,81.9375,515.03125,712.59375,1981.9688,2025.8438,2354.0938,2426.8438
20130529,6.50885105,-20.4835567,763.51825,50.0607986,309.016266,3.93E-06,0,1072.58167,1.26E-05,289.594818,1072.53442,47.4967461,0,12.8304358,289.594818,0,0,-10.2111483,1.93E-05,2.71E-06,0.047191557,980.57,17.35,19.67,16.21,0.98,12.54,2.42,-2.18,-0.09,5705254,6668032,32.34375,81.125,94.1875,527.0625,674.5,1820,1855.0625,2270.9062,2583.5
20130530,6.30389977,-4.03036261,765.964844,92.6331024,306.032806,2.75E-06,0,1072.01538,1.24E-05,291.887115,1071.99768,54.4678001,0,16.4001904,291.887115,0,0,-25.7925377,2.21E-05,6.90E-06,0.017725781,977.25,18.95,21.97,16.61,0.05,14.78,1.34,-0.69,-0.94,12293754,14370260,33.71875,82.90625,97.96875,554.875,679.15625,1774.0312,1778.4688,2207.75,2544.4062
20130531,6.20946026,2.87563181,767.300842,110.532188,303.185791,2.32E-07,0,1070.49402,1.43E-05,293.438354,1070.48669,59.967907,0,14.1297703,293.438354,0,0,-33.5561256,2.43E-05,9.78E-06,0.007376048,975.16,19,21.09,17.32,0.01,16.12,1.31,0.24,-0.52,4920860,5753696,31.15625,76.21875,91.0625,532.75,696.15625,1817.9688,1809.5938,2203.9062,2457.0312
20130601,6.16390038,2.98735213,767.764771,131.620804,300.911682,2.59E-07,0,1068.68054,1.36E-05,294.135193,1068.67651,63.9452133,0,13.6837769,294.135193,0,0,-50.9984665,2.59E-05,1.21E-05,0.004077351,974.64,20.98,25.41,16.97,0.01,17.12,1.61,1.09,-0.89,10303132,12049344,27.90625,67.9375,81.46875,491.375,672.9375,1831.9688,1840.5938,2203.5625,2420
20130602,6.03990602,15.5661411,767.667542,237.87355,297.422089,5.00E-08,0,1065.09143,2.11E-05,297.752533,1065.08984,126.659668,0,25.8144093,297.752533,0,0,-69.8289871,5.14E-05,3.02E-05,0.001745524,972.41,23.45,29.22,18.02,0,18.38,1.71,0.51,-1.24,23920248,27979316,24.84375,60.15625,72.28125,445.875,623.1875,1766.4062,1793.1875,2178.0312,2394.5625
20130603,5.93561602,14.366127,767.019226,232.321152,293.567139,3.99E-08,0,1060.58752,2.43E-05,299.028687,1060.58643,144.316238,0,14.7815599,299.028687,0,0,-58.8546219,5.85E-05,3.41E-05,0.001154039,971.04,26.44,31.34,22.31,0,19.59,1.7,0.12,-1.34,22968128,26871820,22.34375,53.46875,64.21875,400.6875,569.90625,1656.3125,1690.625,2089.2812,2351.75
20130604,5.84594393,13.4704437,765.800232,238.502426,289.679657,2.45E-08,0,1055.48145,2.45E-05,299.690247,1055.47974,155.195099,0,13.5806255,299.690247,0,0,-56.2560616,6.29E-05,3.84E-05,0.001517642,971,26.91,31.35,22.69,0,21.31,1.48,0.35,-0.35,20539000,24035100,20.03125,47.75,57.375,359.65625,517.375,1531.9062,1568,1954.6562,2262.75
20130605,6.84582472,3.25250006,764.269836,148.254578,293.014801,2.18E-06,0,1057.34302,2.23E-05,298.350159,1057.28467,114.925079,0,13.450757,298.350159,0,0,-16.638588,4.66E-05,2.21E-05,0.058423422,968.72,25.66,30.06,21.6,25.29,22.31,2.35,-1.05,-0.99,12173044,14248108,17.875,42.6875,51.3125,323.96875,470.28125,1416.9062,1450.1875,1810.2812,2132
20130606,6.31442165,2.24038148,764.323486,102.567604,302.381927,3.28E-06,0,1066.72461,1.33E-05,296.879822,1066.70508,68.6329346,0,5.65084839,296.879822,0,0,-26.0318394,2.78E-05,1.13E-05,0.01915366,968.81,24.54,28.28,20.42,0.19,20.96,1.49,-0.24,-0.13,12820060,15012272,16.34375,39.1875,46.875,293.375,431.5625,1324.5625,1352.875,1690.0625,2003.8438
20130607,6.10750341,12.0481272,764.741211,184.1987,299.106628,1.12E-06,0,1063.85571,2.06E-05,299.309204,1063.84753,118.280457,0,12.9283257,299.309204,0,0,-40.9392242,4.80E-05,2.62E-05,0.007898757,967.2,26.27,30.37,22.54,0.21,21.99,1.31,-0.63,-1.07,19082172,22347272,14.90625,36.09375,43.28125,273.59375,394.4375,1245.0312,1271.4688,1602.4062,1893.5938
20130608,7.35910177,-0.376057416,764.924011,136.929306,304.788544,2.69E-06,0,1069.78711,2.13E-05,298.13736,1069.71265,105.456085,0,17.1731987,298.13736,0,0,-14.6956329,4.28E-05,1.87E-05,0.074525446,965.51,25.18,31.07,20.02,158.9,21.97,3.98,-2.5,-1.25,11136268,13043404,13.40625,32.78125,39.5,262.0625,364.6875,1172.6562,1197.1562,1539.1875,2182.5312
20130609,7.01480913,-14.9305515,769.028625,23.9089851,320.657776,4.24E-06,0,1089.79883,1.03E-05,292.279327,1089.68628,40.4987411,0,-10.2945223,292.279327,0,0,-8.62979317,1.64E-05,1.93E-06,0.112425245,973.31,20.15,21.51,18.7,13.16,18.02,3.46,-3.12,-0.27,3480164,4077936,19.25,49.25,54.21875,272.90625,354.78125,1125.4062,1142.1562,1477.7812,2302.5625
20130610,6.35101461,1.51811087,773.932373,222.306747,313.673492,1.12E-06,0,1087.60718,2.57E-05,295.763031,1087.60583,139.240662,0,10.4684629,295.763031,0,0,-71.075676,5.65E-05,2.96E-05,0.001331822,976.5,23.54,28.26,18.63,0,17.15,1.02,0.11,0.4,22270446,26099488,19.90625,52.96875,63.28125,344.09375,362.40625,1128.6562,1127.9062,1436.4375,2161.75
20130611,6.22406769,6.8664794,776.152649,235.228851,306.954102,1.76E-08,0,1083.10754,2.38E-05,296.757996,1083.10669,137.918228,0,20.7751751,296.757996,0,0,-69.6663208,5.59E-05,3.21E-05,0.000817811,974.04,23.58,28.96,17.41,0,17.74,1.58,0.79,-0.96,23994794,28127444,18.09375,47.46875,57.40625,376.875,391.78125,1192.9062,1175.75,1433.6562,1995.3125
20130612,6.02999592,12.1534367,776.513123,239.102188,301.162079,3.86E-09,0,1077.67554,3.62E-05,298.254272,1077.67529,187.85495,0,-15.237258,298.254272,0,0,-54.3294182,7.62E-05,3.99E-05,0.000335352,970.58,26.35,30.63,22.68,0,17.99,2.74,1.12,-2.23,23555418,27618788,16.15625,41.9375,50.84375,354.59375,428.65625,1253.5938,1240.7188,1463.0312,1879.9688
20130613,5.90169287,10.0891113,775.835999,222.953568,295.562897,2.56E-09,0,1071.39917,3.59E-05,298.940247,1071.39893,189.811005,0,-18.1512985,298.940247,0,0,-41.2032356,7.70E-05,4.11E-05,0.000327152,968.14,27.15,30.75,24.47,0,18.51,3.02,1.33,-2.52,21649558,25389736,14.375,37.25,45.1875,320.5625,429.28125,1257.0312,1260.7812,1488,1825.3438
20130614,5.85502291,9.4709444,774.402283,186.097641,291.476746,2.01E-08,0,1065.87976,2.97E-05,299.24762,1065.87903,159.565292,0,-22.2333889,299.24762,0,0,-39.2914658,6.47E-05,3.50E-05,0.000757399,967.67,27.67,31.19,25.2,0,19.89,2.83,0.7,-2.4,19641772,23040932,14.84375,35.625,42.21875,288.84375,404.46875,1209.7812,1226.8438,1474.6875,1796.1875
20130615,5.7384057,11.329339,772.411377,239.210587,287.363403,4.98E-09,0,1059.77515,3.26E-05,300.382416,1059.7749,191.378113,0,-19.0061588,300.382416,0,0,-55.5076027,7.76E-05,4.50E-05,0.000367217,966.78,28.77,32.52,25.51,0,20.67,3.26,1.71,-2.56,23476660,27546168,14.84375,34.65625,41.25,263.6875,375.46875,1150.1875,1169.6875,1422.75,1751.9688
20130616,5.6747942,14.4557066,769.900879,239.279556,283.628235,1.34E-09,0,1053.5293,2.88E-05,301.645691,1053.52905,180.147873,0,-3.50604749,301.645691,0,0,-48.1772003,7.30E-05,4.42E-05,0.000210307,965.94,29.4,33.72,25.3,0,22.78,2.62,0.66,-2.06,23594756,27689228,13.75,32.96875,39.625,244.5,347.84375,1095.0938,1114.25,1357.25,1683.5
20130617,5.60440683,16.4764919,767.030151,225.841293,280.640808,2.87E-07,0,1047.67297,3.01E-05,302.987885,1047.67102,180.957932,0,-7.6928277,302.987885,0,0,-36.0973663,7.34E-05,4.30E-05,0.002039713,961.9,30.82,34.57,27.7,0.01,23.85,2.91,1.36,-2.1,23060556,27066408,12.5,30.71875,37.34375,230.84375,323.40625,1041.25,1060.25,1293.625,1601.6562
20130618,5.56518269,14.357893,763.891846,221.799606,277.743378,8.66E-07,0,1041.64697,3.01E-05,303.62915,1041.63538,184.81575,0,-6.04615593,303.62915,0,0,-28.6735592,7.49E-05,4.40E-05,0.011745011,959.57,31.63,35.13,28.49,0,24.45,2.48,1.13,-1.83,21629436,25390864,11.34375,29.125,35.53125,219.40625,303.3125,990.65625,1008.375,1228.7188,1519.1875
20130619,5.70084286,11.6926823,760.606689,190.375977,276.630554,1.82E-06,0,1037.2605,2.52E-05,303.504761,1037.2373,156.704651,0,-1.5278666,303.504761,0,0,-23.5063019,6.35E-05,3.65E-05,0.02323837,960.72,31.29,35.25,26.8,0.23,25.48,2.41,0.6,-0.78,18469514,21683892,10.6875,28.40625,34.6875,216.625,303.9375,1013.21875,1002.03125,1182.5625,1437.9688
20130620,6.55701542,5.79109097,757.574097,167.99205,281.841675,3.87E-06,0,1039.46814,2.40E-05,302.642914,1039.41565,142.381882,0,-3.77122116,302.642914,0,0,-23.5939598,5.77E-05,2.99E-05,0.052389141,964.55,30.36,34.5,25.15,1.46,25.66,2.24,0.19,-0.93,18216086,21389864,16.6875,43.875,49.5625,267.65625,350.8125,1186.6562,1138.5938,1292.1562,1378.25
20130621,6.59543324,7.2280221,756.041199,173.167938,291.502899,5.24E-06,0,1047.60803,2.09E-05,302.624878,1047.54407,137.959885,0,-0.328883052,302.624878,0,0,-28.3133564,5.59E-05,2.98E-05,0.063897438,969.09,28.98,32.56,25.41,4.07,25.31,1.14,-0.01,0.2,18776986,22051968,24.625,73.5625,85.40625,455.09375,459.84375,1413.1875,1357.0625,1550.3125,1433.9062
20130622,6.54376364,2.50476933,756.009216,140.450729,299.502991,5.49E-06,0,1055.57703,1.46E-05,301.012329,1055.51233,100.724052,0,8.51915741,301.012329,0,0,-28.7010746,4.08E-05,2.08E-05,0.064789161,969.43,27.36,29.79,24.67,5.84,24.74,1.31,0.19,0.76,12328556,14481724,26.96875,77.96875,95.65625,626.53125,618.78125,1667.5,1615.9375,1822.625,1635.125
20130623,6.81481981,1.50990725,757.2724,142.413528,304.408905,5.37E-06,0,1061.77771,1.45E-05,300.273865,1061.68152,91.0259857,0,26.6973686,300.273865,0,0,-23.1817169,3.69E-05,1.70E-05,0.096376345,968.16,26.83,29.67,24.26,4.68,23.71,1.52,-0.32,0.23,12301714,14452128,25.15625,71.3125,88.3125,617.8125,778.3125,1865.2188,1830.1562,2099.1562,1906.7812
20130624,6.59795475,-5.02404404,759.670776,151.34433,306.788116,6.81E-06,0,1066.49219,1.89E-05,298.624359,1066.45886,100.80674,0,30.4512043,298.624359,0,0,-25.1133804,4.09E-05,1.52E-05,0.033316582,967.61,26.13,29.3,22.42,3.52,23.01,2.09,-1.32,1.16,12792152,15030372,23,65.4375,81.03125,556.40625,852.0625,2031.8438,2002.8125,2335.1875,2199.6562
20130625,6.30217981,3.77648377,761.679871,129.741074,303.175323,1.69E-06,0,1064.89062,1.57E-05,299.175964,1064.8551,93.6606827,0,10.2781239,299.175964,0,0,-22.0251102,3.80E-05,2.06E-05,0.035456087,967.81,26.18,28.85,23.29,0.44,22.14,1.4,0.82,-0.42,13965846,16413576,22.75,64.40625,79.34375,515.15625,857.46875,2166.1562,2152.1875,2562.5938,2453.25
20130626,6.36717463,-7.65277052,762.918945,102.652893,303.346741,3.51E-06,0,1066.28894,1.11E-05,297.142792,1066.26562,68.5572433,0,1.81608081,297.142792,0,0,-39.9343834,2.78E-05,1.32E-05,0.023249997,967.35,25.73,29.99,21.63,0.35,22.53,1.31,-0.55,-0.39,12040500,14152912,21.71875,61.4375,76.375,485.03125,806.46875,2155.6875,2181.5312,2737.2812,2677.7188
20130627,6.08980989,8.50066185,763.579773,214.023773,298.90097,1.23E-07,0,1062.48315,1.84E-05,299.552704,1062.48059,135.001495,0,19.228178,299.552704,0,0,-51.2875519,5.47E-05,3.62E-05,0.00235456,966.41,26.82,31.11,22.42,0,22.37,1.23,-0.33,-0.94,18639386,21911408,19.65625,55.40625,69.5,452.53125,747.84375,2017.4375,2061.5625,2704,2841.0312
20130628,5.94997644,12.3949585,763.2901,230.571518,294.185516,1.91E-07,0,1057.47864,2.52E-05,301.404907,1057.47583,168.889923,0,-0.886122763,301.404907,0,0,-50.170948,6.85E-05,4.31E-05,0.003018765,963.3,28.93,33.03,25.48,0.04,22.27,2.02,0.24,-1.85,21861974,25704256,18.0625,49.9375,62.46875,416.625,692.78125,1880.5312,1919.8125,2528.1875,2826.5625
20130629,6.04814196,11.9170427,762.320618,201.520477,290.09668,2.12E-06,0,1052.43347,2.85E-05,302.055969,1052.41699,182.11232,0,-21.140583,302.055969,0,0,-28.632679,7.38E-05,4.32E-05,0.01615501,962.79,30.16,33.73,26.85,4.29,23.55,3.17,1.59,-2.46,19666812,23126184,16.375,44.875,56.25,379.875,639.65625,1785.0625,1813.4375,2351.5938,2670.6875
20130630,7.39495564,2.7293427,761.678528,79.583374,301.277557,7.46E-06,0,1063.01636,1.32E-05,300.480652,1062.95618,80.2252884,0,-18.8339195,300.480652,0,0,-15.4655981,3.25E-05,1.19E-05,0.060219143,962.26,28.27,30.88,25.5,19.64,25.34,2.43,0.96,-1.52,9574266,11258788,16.375,45.75,56.46875,360.71875,612.53125,1870.1562,1853.0625,2477.2188,2566.4062
20130701,7.03103495,3.42018628,765.054688,49.4876175,316.568848,6.25E-06,0,1081.67297,1.27E-05,299.887299,1081.62354,63.9486923,0,-34.6090775,299.887299,0,0,-16.7201672,2.59E-05,7.03E-06,0.04946474,962.4,28.2,30.14,25.71,5.3,24.44,2.5,1.37,-1.76,7507688,8830120,17.1875,54.96875,71.1875,403.875,656.0625,2388.6875,2286,3158.8438,2856.5625
20130702,6.32026815,8.84126472,769.68512,195.643219,310.581635,1.89E-06,0,1080.27539,3.77E-05,301.780823,1080.26672,197.769455,0,-36.6562767,301.780823,0,0,-25.6905384,8.02E-05,4.05E-05,0.008621196,964.16,30.4,33.14,27.9,0.02,22.51,3.63,2.57,-2.43,19457728,22891536,35.8125,95.6875,115.375,510.96875,759,3120.0625,3017.0938,3947.1562,3517.4375
20130703,6.02587652,8.91010284,771.682739,229.643784,302.22879,3.28E-08,0,1073.91248,4.03E-05,302.288605,1073.91162,226.428543,0,-42.661171,302.288605,0,0,-36.9670868,9.18E-05,5.15E-05,0.000972724,962.1,30.68,33.61,28.15,0.08,22.9,3.68,2.38,-2.44,21570188,25380564,52.265625,138.85938,166.51562,617.3281,875.40625,3552.3594,3518.4531,4544.7812,4269.328
20130704,6.33779812,2.00299358,771.822083,173.017242,297.431641,2.99E-06,0,1069.2937,2.74E-05,301.309204,1069.25366,170.03273,0,-20.9463501,301.309204,0,0,-21.9339237,6.89E-05,3.86E-05,0.040005669,962.65,29.27,34.41,24.54,9.92,23.41,3.23,-0.76,-0.55,18236864,21461712,56.078125,145.5625,178.9375,702.21875,972.53125,3689.7969,3702.6562,4783.7344,4801.7812
20130705,6.96997786,-7.35934496,773.018127,39.1242943,310.527069,3.81E-06,0,1083.66223,4.75E-06,297.649994,1083.54517,28.5665188,0,-2.27777958,297.649994,0,0,-20.1910858,1.16E-05,3.03E-06,0.116999574,966.99,24.83,26.35,22.71,8.84,23.42,1.95,1.3,0.27,6208828,7308976,66.34375,168.5625,200.0625,788.5,1081.25,3755.3594,3767.625,4790.7656,5012.6406
20130706,6.32006979,9.67571735,775.614563,163.420074,307.905182,3.16E-06,0,1083.53796,1.50E-05,300.850067,1083.51978,108.717026,0,13.4035769,300.850067,0,0,-31.6190166,4.41E-05,2.59E-05,0.018262558,965.31,28.26,31.52,24.68,0.06,24,1.15,0.26,-0.97,17798418,20952596,61.296875,156.9375,190.78125,814.25,1158.4688,3889.2969,3896.3906,4827.2656,5033.672
20130707,6.07341814,16.6851711,776.691467,217.761246,302.132263,1.71E-06,0,1078.8313,3.57E-05,303.828918,1078.82373,212.234085,0,-50.163456,303.828918,0,0,-39.0053101,8.60E-05,4.86E-05,0.00759391,962.95,30.79,34.05,27.95,0.02,24.31,2.58,1.2,-1.93,21410336,25208256,54.484375,140.79688,169.98438,734.6875,1144.875,3865.3281,3917.9844,4843.453,5056.172
20130708,5.86638689,6.3674078,776.595581,217.885056,295.394287,1.41E-06,0,1071.99597,4.40E-05,302.628174,1071.98975,251.18277,0,-70.3078537,302.628174,0,0,-30.6446285,0.000101838,5.64E-05,0.006092796,961.52,31.25,34.65,28.03,0.01,22.67,4.44,2.82,-3.26,19091158,22481108,52.03125,134.875,161.59375,682.875,1061.0938,3618.5938,3698.8125,4674.078,5028.1875
20130709,5.75987625,5.04687643,775.669983,216.099625,289.211517,1.88E-06,0,1064.89014,4.07E-05,302.151917,1064.88147,247.943542,0,-63.4983978,302.151917,0,0,-26.6070995,0.000100524,5.79E-05,0.008591259,961.14,30.7,33.5,27.9,0.09,21.83,4.53,2.13,-3.87,16804378,19791692,61.28125,169.92188,199.46875,781.15625,1042.4844,3542.4844,3552.0156,4399.125,4831.8906
20130710,5.854002,4.67007399,773.878479,206.546326,285.935638,2.38E-06,0,1059.82861,2.92E-05,301.941833,1059.81421,189.279892,0,-14.82195,301.941833,0,0,-27.4192924,7.67E-05,4.52E-05,0.014481623,964.81,29.94,34,26.41,1.22,22.91,3.3,1.57,-2.16,18870718,22228076,73.375,211.54688,247.07812,1008.03125,1200.2656,4033.5,3924.1562,4431.6562,4596.922
20130711,5.79179859,5.52871895,771.625488,188.088089,284.46875,2.56E-06,0,1056.1084,2.55E-05,301.893524,1056.09424,163.267136,0,-9.2664032,301.893524,0,0,-28.5568142,6.62E-05,3.81E-05,0.014132706,967.54,29.98,33.51,26.39,0.29,23.8,2.36,1.05,-1.19,19023884,22411716,77.171875,218.70312,257.32812,1160.5938,1443.9688,4776.125,4659.9375,5035.3594,4692.75
20130712,5.66670275,7.12216616,769.209106,216.593048,281.716492,7.00E-07,0,1050.93298,2.50E-05,302.479736,1050.92578,178.053329,0,-2.00205708,302.479736,0,0,-33.4184494,7.22E-05,4.65E-05,0.007354904,966.96,30.78,34.56,26.86,0.01,23.3,2.6,0.48,-1.49,20940636,24674156,77.234375,214.14062,250.67188,1225.4844,1596.2656,5241,5194.3594,5722.1562,5270.0312
20130713,5.64260149,10.2508554,766.601257,213.084503,279.43512,1.81E-06,0,1046.05359,2.62E-05,303.770782,1046.03625,177.701843,0,-16.2830639,303.770782,0,0,-41.4160423,7.20E-05,4.40E-05,0.017218338,965.98,31.38,35.8,26.56,0.04,24.77,1.78,0.33,-0.55,20961236,24702636,99.625,233.59375,266.20312,1216.7812,1632.2969,5333.6094,5349.297,6040.7344,5872.4062
20130714,5.51604652,11.1810722,763.81012,205.796539,277.194214,1.97E-06,0,1041.00977,3.46E-05,304.724701,1041.00427,198.87233,0,-51.3124542,304.724701,0,0,-47.0544014,8.06E-05,4.41E-05,0.005424298,964.58,31.95,36.79,27.75,0.12,24.12,2.03,0.93,-1,20835850,24558600,121.359375,247.1875,278.32812,1184.6719,1595.7969,5178.2656,5231.578,6013.4375,6121.2812
20130715,5.42973471,5.86679554,760.767334,219.758224,274.2659,1.49E-07,0,1035.03613,3.33E-05,303.665161,1035.03333,207.382721,0,-33.4873695,303.665161,0,0,-39.9995689,8.41E-05,5.07E-05,0.002945718,963.71,33.36,38.92,27.79,0,21.47,2.95,0.05,-1.14,20544038,24218512,114.8125,234.125,266.84375,1126.2656,1534.4062,4895.8125,4966.7188,5790.0312,6061.9688
20130716,6.35081244,-0.975990117,757.863525,169.048874,278.18988,3.09E-06,0,1036.14551,1.82E-05,301.511139,1036.05359,108.972382,0,34.0622826,301.511139,0,0,-26.9906216,4.42E-05,2.29E-05,0.092124902,966.22,29.71,36.8,26.26,4.49,24.12,1.8,-0.09,-0.79,16800986,19805634,108.296875,228.375,261.48438,1098.25,1477.375,4617.7812,4682.25,5479.2812,5834.6562
20130717,6.36451674,4.00710535,756.124817,168.93248,286.921539,7.10E-06,0,1043.07275,2.17E-05,301.912598,1043.04639,136.500992,0,-0.968577683,301.912598,0,0,-29.3929977,5.53E-05,2.65E-05,0.026442368,963.26,30.53,34.53,27.42,2.02,24.03,2.78,0.08,-2.09,14141370,16670196,124.828125,242.5625,271.42188,1185.8906,1505.8438,4602.5938,4601.2812,5306.6875,5559.328
20130718,7.20620251,-5.03661823,755.562317,78.2650909,296.882965,4.90E-06,0,1052.56165,1.11E-05,299.665405,1052.44531,67.7611847,0,-1.75480783,299.665405,0,0,-17.3001995,2.75E-05,1.15E-05,0.116413563,965.43,28.08,33.26,24.36,35.88,23.98,1.75,0.38,-0.63,10381516,12238452,148.21875,298.48438,333.03125,1364.9531,1694.0312,4930.2188,4872.6875,5640.6094,5501.1406
20130719,6.67514086,-2.99953103,757.80249,76.4675293,308.013519,7.03E-06,0,1065.91614,7.83E-06,298.921448,1065.81628,57.9189339,0,3.69703293,298.921448,0,0,-17.8496532,2.35E-05,8.62E-06,0.100119174,968.17,26.7,30.19,24.64,9.28,24.36,1.53,1.37,-0.37,11059384,13038152,136.29688,282.0625,325.92188,1429.2031,1888.3438,5276.8125,5247.6875,6344.3594,5924.25
20130720,6.50378036,4.28858566,760.947021,163.444794,305.88916,5.87E-06,0,1066.88379,1.70E-05,300.39978,1066.83618,133.713394,0,0.464866519,300.39978,0,0,-24.975668,5.42E-05,3.13E-05,0.047611859,967.22,27.91,30.38,25.51,5.89,24.1,1.7,0.33,-0.23,16349384,19276304,119.921875,250.09375,289.45312,1307.8438,1893.0781,5266.75,5309.0938,6731.7344,6540.422
20130721,6.44744635,9.01725864,763.413208,157.009781,305.553558,4.76E-06,0,1068.98132,3.65E-05,301.97998,1068.96692,183.748383,0,-64.8499985,301.97998,0,0,-29.0925388,7.45E-05,3.32E-05,0.014503541,963.55,30.43,33.04,26.75,0.81,23.7,2.86,0.98,-1.73,17198498,20277294,178.76562,423.60938,489.23438,1590.7344,2102.5,5330.5938,5303.1875,6707.297,6826.7188
20130722,6.71858883,1.54951978,765.063538,147.982895,303.680756,3.48E-06,0,1068.85083,1.87E-05,301.0755,1068.74426,129.669968,0,-7.43567991,301.0755,0,0,-24.2006836,5.26E-05,3.04E-05,0.106490731,965.34,28.67,33.53,24.88,4.35,24.36,1.91,0.81,-0.18,12357516,14569802,200.75,509.76562,601.125,2055.3594,2710.6719,6145.547,5988.5625,7044.2812,6906.4844
20130723,6.20406723,6.6386385,766.829712,184.42453,303.699005,4.35E-06,0,1070.54517,2.27E-05,301.859222,1070.52869,157.289185,0,-12.6179132,301.859222,0,0,-33.1117477,6.38E-05,3.67E-05,0.016507845,966.38,29.05,32.48,25.72,0.11,24.74,1.73,-0.04,-0.7,17099212,20162800,186.1875,478.34375,570.375,2093.1875,3047.4844,6850.2188,6769.7812,7930.2656,7385
20130724,5.90926743,8.25541592,767.52594,219.813766,297.109711,9.00E-07,0,1064.64014,4.25E-05,302.707642,1064.63586,239.654602,0,-64.2219238,302.707642,0,0,-36.1258812,9.72E-05,5.38E-05,0.00444321,963.52,31.84,35.6,28.77,0,21.68,3.58,1.81,-2.24,21758538,25657690,162.59375,418.60938,499.54688,1877.9375,2952.5781,6788.5156,6842.047,8409.422,8112.703
20130725,5.79723692,8.87656975,767.028076,222.250381,290.247284,5.86E-07,0,1057.2821,3.42E-05,303.154388,1057.27551,223.69754,0,-43.3872719,303.154388,0,0,-33.0607224,9.07E-05,5.59E-05,0.006703516,963.22,31.61,36.26,26.44,0,23.26,2.77,1.14,-1.38,21920398,25849442,144.1875,373.10938,444.26562,1672.0469,2690.3906,6338.6562,6445.203,8155.1562,8401.594
