time,ssm,ghf,gws,nswrf,rzsm,cwe,sd,tws,debs,asst,psm,lhnf,sm,shnf,sst,se,sdwe,nlwrf,Evap,Tran,pcsw,gp,at,tmax,tmin,Pre,dpt,aws,mws,lws,nsri,tsri,FengRO,CiRO,TanRO,LueRO,GuangRO,TingRO,LangRO,JinRO,WuRO,DongRO,runoff
20130427,6.88529301,18.8053741,865.356567,215.455917,340.821136,5.01E-09,0,1206.1781,2.88E-05,298.02298,1206.17786,125.322044,0,14.1348057,298.02298,0,0,-57.1856842,5.08E-05,2.20E-05,0.000349604,963.74,25.07,30.75,19.68,0,16.49,2.3,0.79,-2.06,20454116,23631892,5.59375,16.59375,20.15625,139.53125,175.53125,785.34375,770.78125,795.25,725.65625,1664.4375,1666.0938
20130428,7.60856342,15.5474195,863.542786,180.24234,343.585663,-4.51E-07,0,1207.16663,2.20E-05,299.261444,1207.12878,99.3913116,0,28.9377575,299.261444,0,0,-36.3730698,4.03E-05,1.87E-05,0.038159296,963.87,25.36,30.7,20.44,41.1,20.01,1.69,0.15,-1.03,17279128,19970168,5.5625,16.40625,19.875,134.75,181.25,793.3125,791.90625,848.90625,785.03125,1735.7812,1740.75
20130429,7.48066854,-13.5135946,864.411926,69.4112473,358.404053,3.45E-06,0,1222.8457,1.33E-05,293.228119,1222.81555,48.8407555,0,6.34428787,293.228119,0,0,-27.7476139,1.98E-05,3.04E-06,0.029737597,967.77,20.22,22.77,16.41,2.53,16.27,2.38,-2.02,1.14,5107974,5904630,8.5625,28.25,31.96875,141.625,196.3125,795.25,794.65625,880,855.125,1840.5938,1847.5
20130430,7.21713877,6.76216793,866.260986,134.198135,355.249786,1.22E-06,0,1221.52478,2.00E-05,295.095703,1221.51086,76.9720688,0,20.470953,295.095703,0,0,-29.9849873,3.12E-05,9.96E-06,0.0140119,972.36,19.33,22.88,17.01,0.94,15.09,1.36,0.68,-0.72,10573854,12225566,10.0625,33.125,41.1875,195.625,218.78125,864.3125,837.15625,905,914.78125,1937.7812,1951.3125
20130501,7.36931944,-4.76539516,867.08252,75.5751495,354.423553,1.83E-06,0,1221.54761,1.24E-05,293.016418,1221.5061,46.4382019,0,11.7345514,293.016418,0,0,-22.173769,1.88E-05,4.57E-06,0.041533653,969.51,19,22.52,16.22,12.46,16.05,1.83,-1.02,-1.17,4945768,5722114,9.5625,30.65625,39.09375,243.78125,238.53125,1019.78125,975.4375,980.1875,958.0625,1976.9062,1995.0938
20130502,7.33170128,-2.41326261,868.176392,74.0415344,354.968781,1.95E-06,0,1223.19055,9.34E-06,292.641693,1223.14502,36.4401436,0,16.4990044,292.641693,0,0,-23.5151119,1.48E-05,3.48E-06,0.045379732,970.8,17.36,19.82,15.78,4.53,15.41,1.14,0.84,0.25,4124258,4771332,8.65625,27.375,34.875,242.84375,274.09375,1121.8438,1101.7812,1127.1875,1028.4062,2048.8438,2061.5
20130503,7.20395231,0.884610891,869.093994,134.729355,353.903137,1.84E-06,0,1223.00903,1.54E-05,293.535828,1222.99744,64.9318314,0,22.2716026,293.535828,0,0,-46.6371117,2.63E-05,9.05E-06,0.011876622,971.85,19.41,23.69,14.92,0,15.17,1.15,0.58,-0.74,13294250,15386124,7.9375,24.8125,31.375,223.8125,299.40625,1147.4688,1144.7812,1244.25,1151.5625,2217.5,2221.7812
20130504,7.19266415,11.1867867,869.315796,189.049164,350.715118,7.48E-07,0,1220.03882,3.22E-05,295.861328,1220.03088,126.65551,0,6.06965637,295.861328,0,0,-45.138485,5.14E-05,1.84E-05,0.007950512,970.1,22.32,26.38,18.44,1.73,14.91,2.35,0.87,-2.04,16009022,18535754,7.375,23.5625,29.40625,204.625,298.125,1131.75,1139.4375,1280.75,1268.3125,2406.6562,2410.5938
20130505,7.65996218,5.76674938,869.568054,102.179276,355.677704,1.46E-06,0,1225.2915,1.36E-05,295.048431,1225.24597,50.1862564,0,22.161602,295.048431,0,0,-24.0627289,2.03E-05,5.29E-06,0.045719318,967.49,20.99,24.62,18.61,17.47,18.05,1.79,-0.65,-1.05,8915426,10326038,7.59375,24.90625,30.53125,192.25,292.5625,1090.75,1105.5625,1269.0312,1328.375,2536.4062,2546.6875
20130506,7.623631,1.25844979,872.048035,76.051651,362.840515,2.17E-06,0,1234.95605,7.82E-06,294.36499,1234.88843,31.2681675,0,21.5525017,294.36499,0,0,-21.9707966,1.27E-05,2.68E-06,0.067529865,968.17,20.5,22.36,18.13,7.6,18.5,0.78,0.46,-0.02,7633908,8843524,11.96875,32.5625,38.09375,196.40625,295.78125,1051.6875,1064.75,1240.6562,1343.8438,2612.375,2630.4062
20130507,7.43651009,3.79291892,875.163574,128.388489,360.976959,2.56E-06,0,1236.19983,1.46E-05,295.056,1236.14038,61.9097328,0,27.934618,295.056,0,0,-34.7492905,2.51E-05,7.97E-06,0.059352297,967.98,21.52,24.49,19.05,3.99,17.8,0.78,0.51,0.25,14138232,16384586,14.34375,36.375,44.03125,212.75,297.78125,1033.8438,1040.75,1223.0312,1333.9688,2646.0625,2670.0625
20130508,7.5413866,4.88437223,877.611084,157.527802,361.471832,2.96E-06,0,1239.14331,1.79E-05,295.728943,1239.08289,72.4729385,0,43.6640511,295.728943,0,0,-36.5151253,2.94E-05,8.50E-06,0.060407184,967.64,20.95,24.6,17.64,12.37,18.33,1.47,-1.15,0.21,12405432,14382416,15.625,39.15625,47.21875,225.3125,301.96875,1034.5625,1036.5312,1226.25,1320.7188,2675.6875,2697.125
20130509,7.38077068,-6.30823135,879.580688,130.313675,359.485352,3.03E-06,0,1239.10229,2.16E-05,292.988342,1239.06616,87.3885651,0,21.2241707,292.988342,0,0,-28.0101089,3.54E-05,1.08E-05,0.036238257,972.74,18.32,21.68,15.23,3.43,13.44,2.47,-0.04,1.07,7628042,8844398,15.4375,38.9375,48.53125,234.09375,312.0625,1053.3125,1050.0625,1243.3438,1330.75,2785.625,2798.9062
20130510,7.21852541,-1.06774926,880.4953,222.370377,356.572144,8.74E-07,0,1237.07031,2.44E-05,293.713867,1237.0675,107.009819,0,40.8006096,293.713867,0,0,-75.6253433,4.34E-05,1.81E-05,0.002896213,970.54,19.56,25.4,14.36,0,13.27,1.63,1.06,-1.1,19754442,22912740,14,35.8125,45.28125,237.9375,318.15625,1077.0938,1072.625,1268.75,1354.7188,2969.2812,2977.875
20130511,7.18243694,4.67981672,880.442017,166.008026,353.740692,-3.76E-08,0,1234.18384,1.86E-05,294.494049,1234.1825,82.2324448,0,14.2505541,294.494049,0,0,-64.83992,3.33E-05,1.47E-05,0.001122219,967.35,22.22,27.19,16.59,0,14.79,1.02,0.35,-0.85,20710844,24031664,12.4375,32.125,40.65625,229.0625,316.9375,1090.875,1090,1290.3438,1374.4688,3142.1875,3152.375
20130512,7.0937252,17.7369537,879.909058,235.408707,350.503082,5.32E-08,0,1230.41296,2.63E-05,297.783234,1230.41211,125.645729,0,18.8181934,297.783234,0,0,-73.2028275,5.09E-05,2.46E-05,0.000830162,964.18,23.53,29.76,17.21,0,16.54,1.6,-0.05,-1.53,23784182,27605504,11.09375,28.75,36.375,212.25,308.3125,1076.125,1084.5,1291,1386.6875,3241.4375,3257.7188
20130513,7.31468487,16.3117523,878.932861,193.605621,348.594879,5.81E-07,0,1227.5448,2.57E-05,299.042389,1227.52771,121.817551,0,12.9099216,299.042389,0,0,-42.5672569,4.94E-05,2.31E-05,0.017118404,959.27,26.04,31.4,21.22,21.46,19.53,2.08,0.57,-1.77,21329978,24764588,10,25.96875,32.65625,195.4375,291.65625,1033,1049.8125,1265.9688,1385.4688,3249,3272.75
20130514,7.71072769,-3.54472208,879.207703,48.2317581,360.489166,1.35E-06,0,1239.75977,4.92E-06,295.076965,1239.69678,18.3499184,0,16.3618279,295.076965,0,0,-17.0672283,7.44E-06,1.18E-06,0.06292104,960.75,22.19,25,19.55,11.55,19.72,1.25,-0.88,-0.25,8336688,9682144,9.0625,23.6875,29.65625,180.09375,271.46875,975.84375,997.65625,1222.5,1376.1562,3210.375,3241.4688
20130515,7.46079206,9.49669361,881.197571,133.38504,360.891144,3.34E-06,0,1242.14124,1.64E-05,297.463898,1242.08875,75.7132263,0,23.2376404,297.463898,0,0,-24.9383392,3.07E-05,1.10E-05,0.052553818,963.5,22.65,25.96,20.31,6.14,20.15,1.26,-0.7,-0.69,12047242,13994988,8.625,22.09375,27.46875,172.25,261.625,930.09375,947.125,1171.0938,1358.625,3146.3125,3185.0938
20130516,7.72365713,-3.3109827,883.237488,61.7758217,363.932953,1.97E-06,0,1247.24561,7.94E-06,294.796509,1247.17029,31.2757187,0,19.0931206,294.796509,0,0,-14.7206287,1.27E-05,2.77E-06,0.075109132,967.62,21.44,23.82,19.47,15.41,19.7,1.29,-0.94,-0.68,5099180,5928328,11.9375,27.71875,31.9375,188,283.3125,956.5625,948.875,1134.9688,1330.5938,3060.6875,3102.2188
20130517,7.78148031,-8.31624603,886.750305,30.2932072,369.217285,6.04E-07,0,1256.09607,1.71E-06,292.817871,1255.96753,6.65611076,0,24.6406155,292.817871,0,0,-7.31795216,2.70E-06,3.82E-07,0.128470048,968.17,18.58,20.58,16.95,9.41,17.68,1.74,0.96,1.33,2026146,2356132,16.53125,39.84375,45.9375,255.46875,328.15625,1088.625,1053.4375,1184.2812,1329,3045.9375,3080.875
20130518,7.52638912,-1.62788534,890.724976,86.5988159,367.569672,2.92E-06,0,1258.32446,1.09E-05,293.348907,1258.2948,47.2424698,0,10.8562126,293.348907,0,0,-30.1237011,1.92E-05,5.37E-06,0.029802181,968.32,19.19,23,16.16,2.3,16.38,1.33,0.49,-0.25,8867260,10313880,20.1875,50.0625,59.21875,354.5,387.1875,1264.625,1220.8438,1356.0938,1411.1562,3183.5312,3206.5
20130519,7.41391039,7.45100927,893.215576,149.650299,364.49408,1.02E-06,0,1257.71899,1.59E-05,295.591187,1257.70947,72.3064499,0,23.8361645,295.591187,0,0,-46.0510025,2.93E-05,1.24E-05,0.009357907,966.91,21.19,24.54,18.04,1.19,17.23,0.97,0.65,-0.42,12971258,15095292,19.28125,48.21875,59.59375,408.625,468.40625,1450.0625,1407.5,1577.1875,1573.3125,3451.4062,3463.6562
20130520,7.30131817,8.89221859,894.056641,204.840057,360.443634,2.48E-07,0,1254.50452,2.21E-05,296.931549,1254.5,108.145828,0,25.1879749,296.931549,0,0,-62.6119347,4.38E-05,2.15E-05,0.00429192,964.91,23.17,27.87,16.88,0.04,17.74,1.04,0.54,-0.56,20359762,23707552,17.1875,42.90625,53.375,396.125,531.09375,1558.7188,1541.4688,1763.2812,1753.4062,3768.875,3773.7812
20130521,7.20321274,11.4552641,893.778259,239.925308,356.372772,7.91E-08,0,1250.15259,2.81E-05,298.174652,1250.15112,139.676834,0,9.1154747,298.174652,0,0,-79.6757278,5.66E-05,2.85E-05,0.001497353,962.13,24.72,31.22,18.42,0,18.3,1.7,0.13,-1.57,24259534,28262348,15.21875,38.09375,47.4375,363.3125,536.90625,1578.5938,1580.1562,1851.125,1923.5625,4069.5938,4077.3438
20130522,7.13113737,12.8648243,892.823792,239.829636,352.478912,5.56E-08,0,1245.30359,2.67E-05,299.221497,1245.30273,144.632889,0,9.73257446,299.221497,0,0,-72.5967789,5.86E-05,3.19E-05,0.000903952,964.05,27.28,32.59,21.93,0,18.6,1.11,-0.13,-1.04,23873390,27825728,13.5,34.15625,42.40625,329.78125,504.1875,1568.0938,1579.4688,1858.8438,2017.2812,4207.4688,4229.625
20130523,7.07602358,16.8213425,891.268494,227.650833,348.825989,1.56E-07,0,1240.099,3.64E-05,300.87384,1240.0946,175.573669,0,-17.8991928,300.87384,0,0,-53.1575775,7.12E-05,3.46E-05,0.004506662,963.91,28.4,33.39,24.2,0.26,20.12,1.63,0.43,-1.5,22259760,25956916,12.15625,30.96875,38.34375,336.71875,466.03125,1512.6875,1536.5312,1829.1875,2032.3438,4157.9375,4191.7812
20130524,8.05947208,-1.75693858,889.903442,88.7637253,358.924011,1.28E-06,0,1248.9021,1.42E-05,297.106171,1248.82739,53.6020355,0,22.0783768,297.106171,0,0,-14.8453007,2.17E-05,6.30E-06,0.074652113,964.72,23.58,26.5,21.05,32.25,20.88,1.57,-0.53,-0.87,7892942,9208640,16.1875,42.34375,48.625,460.375,478.0625,1494,1497.0938,1765.4062,2004.5,4030,4071.9375
20130525,7.78858042,-5.95460606,892.901306,49.5314598,372.920898,2.49E-06,0,1265.92493,3.97E-06,294.992859,1265.82214,19.619669,0,11.3028612,294.992859,0,0,-24.5631008,7.95E-06,1.50E-06,0.10273765,961.94,21.02,23.3,18.79,16.24,20.08,1.4,0.97,0.97,4911238,5731980,20.78125,57.28125,67.09375,589.84375,594.84375,1699.3125,1638.8438,1760.8125,1964.8125,3987,4022.8125
20130526,7.41075087,7.44363594,896.665527,228.529373,366.706299,1.40E-06,0,1263.37842,2.40E-05,297.823914,1263.37158,122.141129,0,31.3147888,297.823914,0,0,-67.6249771,4.95E-05,2.42E-05,0.006622192,961.18,24.41,29.14,19.45,0.01,19.44,1.12,0.05,-0.38,22837038,26667112,24.9375,66.96875,79.21875,608.03125,727.0625,2007.4688,1947.5625,1966.8125,1993.75,4190.5,4207.1875
20130527,7.29222059,19.1012211,897.631165,235.542587,360.885925,4.40E-07,0,1258.52466,3.44E-05,300.385254,1258.51709,166.343781,0,1.22003388,300.385254,0,0,-48.8693314,6.74E-05,3.26E-05,0.007575662,959.49,27.4,31.97,23.18,0,20.86,2.08,-0.38,-1.87,23588546,27558216,23.90625,63.875,77.90625,557.71875,757.8125,2109.2188,2109.4375,2253.875,2174.3125,4704.0312,4698.1562
20130528,7.78867722,-6.49087334,897.27356,184.920746,361.564301,3.28E-06,0,1258.8772,3.38E-05,298.258362,1258.83801,154.516144,0,12.5116377,298.258362,0,0,-24.406456,6.26E-05,2.56E-05,0.039300636,963.64,24.37,31.38,16.54,41.84,20.3,3.16,-2.2,0.81,16874100,19723268,26.21875,69.6875,81.9375,515.03125,712.59375,1981.9688,2025.8438,2354.0938,2426.8438,5345.5938,5355.625
20130529,7.51342726,-21.9836407,898.932739,56.6068459,367.829559,4.19E-06,0,1266.81921,1.10E-05,290.226654,1266.76233,44.9812737,0,15.0791016,290.226654,0,0,-18.5290432,1.82E-05,3.07E-06,0.056878623,974.15,16.99,18.65,16.25,1.64,13.44,1.77,-0.88,1.08,4168546,4873900,32.34375,81.125,94.1875,527.0625,674.5,1820,1855.0625,2270.9062,2583.5,5888.25,5917.9688
20130530,7.42192554,-1.60632408,900.54425,108.812675,365.078705,2.34E-06,0,1265.6377,1.37E-05,293.026581,1265.62292,61.2671127,0,19.8402252,293.026581,0,0,-29.3101673,2.48E-05,8.75E-06,0.014682746,970.82,19.19,22.28,16.69,0.03,14.77,1.17,-0.62,-0.35,13201416,15444688,33.71875,82.90625,97.96875,554.875,679.15625,1774.0312,1778.4688,2207.75,2544.4062,6217.6875,6259.5625
20130531,7.3876729,-0.753659129,901.057068,78.137764,363.312225,3.91E-07,0,1264.3772,1.00E-05,293.241882,1264.36951,40.1805992,0,6.46265125,293.241882,0,0,-32.2451668,1.63E-05,5.88E-06,0.00785488,968.89,19.12,20.6,17.8,0.07,16.16,1.02,-0.17,-0.36,4335234,5074444,31.15625,76.21875,91.0625,532.75,696.15625,1817.9688,1809.5938,2203.9062,2457.0312,6406.0312,6444.875
20130601,7.33965349,3.81103635,901.053284,145.573395,361.353149,-1.56E-07,0,1262.4126,1.43E-05,294.79245,1262.40625,67.481987,0,18.262558,294.79245,0,0,-56.0117683,2.74E-05,1.32E-05,0.006153412,968.53,20.89,24.71,17.24,0.1,17.04,1.04,0.6,-0.47,9991586,11700732,27.90625,67.9375,81.46875,491.375,672.9375,1831.9688,1840.5938,2203.5625,2420,6422.8438,6471.7812
20130602,7.25518274,13.1531134,900.573608,239.758911,358.129303,9.98E-08,0,1258.70667,2.22E-05,297.747559,1258.703,126.940422,0,22.1711063,297.747559,0,0,-77.4910278,5.15E-05,2.91E-05,0.003806524,966.32,23.28,28.9,17.41,0,18.19,1.43,0.46,-1.2,22925280,26858812,24.84375,60.15625,72.28125,445.875,623.1875,1766.4062,1793.1875,2178.0312,2394.5625,6150.375,6210.4062
20130603,7.16900587,12.9926128,899.535034,234.175049,354.452728,1.70E-07,0,1253.9895,2.72E-05,298.795044,1253.98779,150.183685,0,6.72703648,298.795044,0,0,-64.2689133,6.09E-05,3.35E-05,0.001694565,964.92,26.13,30.92,22.1,0.03,19.02,1.74,0.26,-1.5,23002548,26962356,22.34375,53.46875,64.21875,400.6875,569.90625,1656.3125,1690.625,2089.2812,2351.75,5765.2812,5822.4062
20130604,7.10752058,15.6123676,897.901733,235.986969,351.007507,5.55E-08,0,1248.91113,2.52E-05,300.275909,1248.9093,151.393738,0,12.3072815,300.275909,0,0,-56.6724739,6.14E-05,3.61E-05,0.001913658,964.96,26.9,30.67,22.49,0,20.72,1.24,0.53,-0.54,19810864,23233048,20.03125,47.75,57.375,359.65625,517.375,1531.9062,1568,1954.6562,2262.75,5396.9688,5451.625
20130605,7.82814455,6.64752579,896.103699,149.479553,355.515594,7.75E-08,0,1251.70544,2.01E-05,299.482666,1251.61914,104.547249,0,14.0243483,299.482666,0,0,-24.2658615,4.24E-05,2.22E-05,0.086115018,962.39,26.35,30.32,22.23,25.35,22.63,1.87,-0.21,-1.15,13935168,16349900,17.875,42.6875,51.3125,323.96875,470.28125,1416.9062,1450.1875,1810.2812,2132,5034.4062,5089.9375
20130606,7.47922659,-1.61167181,896.709106,85.9415207,365.237518,4.09E-06,0,1261.98486,1.00E-05,296.765503,1261.94629,53.7432785,0,5.84834862,296.765503,0,0,-27.9575291,2.18E-05,7.68E-06,0.038198479,962.79,23.61,26.66,20.42,0.77,21.27,1.2,0.05,0.19,7694408,9030200,16.34375,39.1875,46.875,293.375,431.5625,1324.5625,1352.875,1690.0625,2003.8438,4741.0625,4794.75
20130607,7.35044622,13.8469353,897.565735,181.579391,361.874207,1.75E-06,0,1259.45081,1.94E-05,299.953613,1259.43945,109.96711,0,13.5104942,299.953613,0,0,-44.2509041,4.46E-05,2.34E-05,0.01086266,961.08,25.94,29.92,22.07,0.41,21.82,1.24,-0.13,-1.19,18586496,21827220,14.90625,36.09375,43.28125,273.59375,394.4375,1245.0312,1271.4688,1602.4062,1893.5938,4534.8125,4583.7812
20130608,8.17311192,3.20835066,898.023926,145.46907,367.079712,5.51E-07,0,1265.18945,2.23E-05,299.412079,1265.10352,108.516174,0,12.7429981,299.412079,0,0,-21.0193615,4.40E-05,2.12E-05,0.085793264,958.97,25.83,31.07,21.9,103.65,22.9,2.65,-1.14,-0.93,12806058,15046568,13.40625,32.78125,39.5,262.0625,364.6875,1172.6562,1197.1562,1539.1875,2182.5312,5646.625,5713.4375
20130609,8.11471367,-15.0199099,903.772217,20.1549568,384.031067,1.14E-07,0,1288.02173,1.98E-06,293.472137,1287.80347,16.0535049,0,6.5228529,293.472137,0,0,-12.596426,6.51E-06,4.41E-06,0.218462497,966.64,20.72,21.97,19.17,25.05,19.26,2.25,-2.02,0.1,2402356,2823772,19.25,49.25,54.21875,272.90625,354.78125,1125.4062,1142.1562,1477.7812,2302.5625,6492.8438,6678.7812
20130610,7.58744097,-2.4267807,910.771973,219.088821,377.131592,2.78E-06,0,1287.91174,2.44E-05,295.623962,1287.90308,130.437088,0,19.7314816,295.623962,0,0,-71.3424225,5.29E-05,2.57E-05,0.008193209,970.38,23.36,27.72,18.29,0.01,17.06,1.25,-0.16,0.59,21794560,25631064,19.90625,52.96875,63.28125,344.09375,362.40625,1128.6562,1127.9062,1436.4375,2161.75,6191.25,6374.9062
20130611,7.45672035,6.30238342,913.620056,239.208954,369.693237,9.31E-08,0,1283.3147,2.68E-05,296.955719,1283.31323,143.779816,0,13.0234079,296.955719,0,0,-76.101593,5.83E-05,3.14E-05,0.001409589,967.94,23.53,28.48,17.66,0,17.4,1.44,0.4,-1.07,23683076,27865084,18.09375,47.46875,57.40625,376.875,391.78125,1192.9062,1175.75,1433.6562,1995.3125,5769.2188,5920.2812
20130612,7.30897617,11.1650171,913.786682,240.769974,363.803162,5.32E-09,0,1277.59021,4.15E-05,298.458496,1277.58972,198.521118,0,-30.6465588,298.458496,0,0,-61.7288857,8.05E-05,3.90E-05,0.00037841,964.56,25.96,30.54,22.28,0,17.63,2.63,1.21,-2.25,23728310,27931660,16.15625,41.9375,50.84375,354.59375,428.65625,1253.5938,1240.7188,1463.0312,1879.9688,5423,5544.1875
20130613,7.19514751,9.94999599,912.667969,234.593231,358.082458,1.34E-09,0,1270.75061,4.20E-05,299.25946,1270.75037,205.981598,0,-34.8759308,299.25946,0,0,-53.5357933,8.35E-05,4.15E-05,0.000192077,962.12,26.81,30.84,23.25,0,17.93,2.9,1.27,-2.54,22741696,26783140,14.375,37.25,45.1875,320.5625,429.28125,1257.0312,1260.7812,1488,1825.3438,5160.4375,5262.8125
20130614,7.12530994,10.2498703,910.606689,213.987503,353.647614,4.82E-10,0,1264.25439,3.63E-05,299.936005,1264.25427,187.072495,0,-31.541357,299.936005,0,0,-48.207283,7.58E-05,3.95E-05,0.000131925,961.63,27.49,31.73,23.83,0,19.5,2.72,0.91,-2.45,20292318,23910128,14.84375,35.625,42.21875,288.84375,404.46875,1209.7812,1226.8438,1474.6875,1796.1875,4905.2188,4999.5625
20130615,7.04531908,11.1303406,907.897888,239.944427,349.641052,3.05E-10,0,1257.53906,3.53E-05,300.753967,1257.53906,197.851562,0,-31.0669918,300.753967,0,0,-62.0233574,8.02E-05,4.49E-05,0.000100854,960.86,27.86,32.85,22.38,0,20.37,2.82,1.27,-2.47,23637672,27864676,14.84375,34.65625,41.25,263.6875,375.46875,1150.1875,1169.6875,1422.75,1751.9688,4614.9375,4703.9688
20130616,7.00017309,15.4938908,904.694519,239.805313,346.378174,1.60E-10,0,1251.07275,2.92E-05,302.19165,1251.07251,183.31546,0,-11.7324705,302.19165,0,0,-52.7239914,7.43E-05,4.51E-05,8.34E-05,959.97,29.17,33.87,24.87,0,22.6,2.39,0.65,-2.03,23437202,27629504,13.75,32.96875,39.625,244.5,347.84375,1095.0938,1114.25,1357.25,1683.5,4315.5312,4398.1562
20130617,6.92115116,14.9743261,901.184387,233.22142,343.266724,4.52E-09,0,1244.45154,3.36E-05,303.199829,1244.45105,208.769196,0,-31.3928661,303.199829,0,0,-40.8691139,8.46E-05,5.10E-05,0.000413236,956.02,30.66,34.82,26.62,0.01,23.22,2.7,1.47,-2.11,23161626,27305568,12.5,30.71875,37.34375,230.84375,323.40625,1041.25,1060.25,1293.625,1601.6562,4036,4109.5938
20130618,6.86397362,14.3051949,897.383789,224.194626,340.142853,3.64E-07,0,1237.53137,3.23E-05,303.866486,1237.52673,203.033279,0,-26.5808678,303.866486,0,0,-33.4371109,8.23E-05,4.97E-05,0.004739828,953.7,31.59,35.24,27.92,0,23.76,2.62,1.5,-1.98,21455064,25294696,11.34375,29.125,35.53125,219.40625,303.3125,990.65625,1008.375,1228.7188,1519.1875,3796.5312,3861.6562
20130619,6.82378244,11.4380608,893.398438,203.358994,337.529999,1.08E-06,0,1230.93738,3.31E-05,303.902252,1230.92822,210.844406,0,-47.4794006,303.902252,0,0,-28.559742,8.55E-05,5.13E-05,0.008912348,954.79,31.79,35.69,28.57,0.07,24.48,2.49,1.7,-1.46,19536338,23033704,10.6875,28.40625,34.6875,216.625,303.9375,1013.21875,1002.03125,1182.5625,1437.9688,3584.3438,3643.4062
20130620,7.26319504,6.52406549,889.401062,180.916031,339.16571,1.94E-06,0,1228.63489,2.36E-05,303.102142,1228.56665,166.0952,0,-21.3786335,303.102142,0,0,-29.6736794,6.73E-05,4.19E-05,0.06813553,958.52,30.46,34.23,25.34,0.91,25.06,2.17,0.72,-1.17,18827080,22198272,16.6875,43.875,49.5625,267.65625,350.8125,1186.6562,1138.5938,1292.1562,1378.25,3418.4062,3468.6562
20130621,7.50804615,6.88786221,886.639893,177.450546,347.269867,2.51E-06,0,1234.01282,1.57E-05,302.79071,1233.90979,116.932068,0,20.4986687,302.79071,0,0,-33.1362801,4.74E-05,2.92E-05,0.103001535,963.02,28.62,32.99,24.69,21.6,25.17,1.21,0.42,-0.12,19994376,23575512,24.625,73.5625,85.40625,455.09375,459.84375,1413.1875,1357.0625,1550.3125,1433.9062,3456.1562,3480.5
20130622,7.48676538,2.51561499,885.739807,150.119446,356.921051,5.17E-06,0,1242.76001,1.40E-05,301.636444,1242.66064,100.510712,0,11.8848295,301.636444,0,0,-35.2076302,4.08E-05,2.15E-05,0.099188961,963.39,27.05,29.94,24.3,11.66,24.33,1.29,0.31,0.86,13433766,15840512,26.96875,77.96875,95.65625,626.53125,618.78125,1667.5,1615.9375,1822.625,1635.125,3931.6875,3922.3125
20130623,7.57820845,2.60997057,886.052185,156.987946,359.984161,5.84E-06,0,1246.13977,1.42E-05,301.014313,1246.03625,101.928864,0,21.8258495,301.014313,0,0,-30.6238689,4.13E-05,2.13E-05,0.103455894,962.03,26.62,29.33,24.39,8.82,23.97,1.15,0.09,0.29,12553350,14802816,25.15625,71.3125,88.3125,617.8125,778.3125,1865.2188,1830.1562,2099.1562,1906.7812,4634.9375,4622.8125
20130624,7.54090166,-2.54091191,887.143738,163.712982,361.871277,7.28E-06,0,1249.08801,1.50E-05,299.885071,1249.01526,100.667542,0,32.2390785,299.885071,0,0,-33.3518867,4.08E-05,1.85E-05,0.073022455,961.35,26.14,29.67,22.43,21.06,23.44,1.78,-0.92,0.9,13452656,15863980,23,65.4375,81.03125,556.40625,852.0625,2031.8438,2002.8125,2335.1875,2199.6562,5168.5312,5177.7812
20130625,7.33497715,1.57312572,888.164185,125.597725,359.754364,2.53E-06,0,1247.96143,1.32E-05,299.373383,1247.9187,81.9058685,0,13.8633394,299.373383,0,0,-28.2512493,3.32E-05,1.75E-05,0.042833813,961.84,25.07,27.92,22.65,4.59,22.12,1.29,0.73,-0.24,12412380,14637440,22.75,64.40625,79.34375,515.15625,857.46875,2166.1562,2152.1875,2562.5938,2453.25,5473.4688,5493.5312
20130626,7.36423492,-5.99907494,888.502075,116.461647,359.050903,3.55E-06,0,1247.58862,1.08E-05,297.95929,1247.55298,68.2041931,0,11.7421837,297.95929,0,0,-42.5177498,2.77E-05,1.33E-05,0.035629254,961.23,25.72,29.33,21.8,1.12,22.77,1.05,-0.22,0.32,12992824,15322888,21.71875,61.4375,76.375,485.03125,806.46875,2155.6875,2181.5312,2737.2812,2677.7188,5821.7812,5830.4688
20130627,7.21090078,8.02183247,888.418579,223.660202,355.308258,5.96E-07,0,1243.73181,1.92E-05,300.239655,1243.72681,138.503342,0,18.866684,300.239655,0,0,-58.2636909,5.62E-05,3.63E-05,0.004990121,960.29,27.26,30.92,22.55,0.09,22.44,0.85,-0.21,-0.53,18720730,22078584,19.65625,55.40625,69.5,452.53125,747.84375,2017.4375,2061.5625,2704,2841.0312,6277.0625,6278.1562
20130628,7.07250261,13.7505655,887.681091,227.195129,350.685242,5.04E-07,0,1238.36975,3.43E-05,302.480469,1238.36633,188.748428,0,-31.9067745,302.480469,0,0,-56.6017456,7.65E-05,4.17E-05,0.003448099,957.29,28.63,32.53,25,0.09,22.21,2.03,0.42,-1.91,21831564,25748408,18.0625,49.9375,62.46875,416.625,692.78125,1880.5312,1919.8125,2528.1875,2826.5625,6543.4688,6563.5312
20130629,7.08809042,11.6732016,886.204773,214.931564,346.33606,2.78E-06,0,1232.55786,3.15E-05,302.77652,1232.54077,198.712448,0,-29.650341,302.77652,0,0,-34.1964645,8.06E-05,4.63E-05,0.017030107,956.86,29.92,33.54,26.55,3.59,23.4,3.03,1.57,-2.5,19748390,23292372,16.375,44.875,56.25,379.875,639.65625,1785.0625,1813.4375,2351.5938,2670.6875,6399.2812,6445.1875
